BlobID,Compound Name,Description,Group Name,Constellation Name,Inclusion,LRI I,Library RI,Library ID,Library Name,Library NIST ID,Library Match Factor,Library Reverse Match Factor,Library Probability,Review Status,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Quantifier(1),Quantifier(2),Quantifier Response(1),Quantifier Response(2),Volume Ratio
1572,dC12,,,,true,1200.0,,-1,-,-1,-1,-1,-1.0,,1572,24.25637944243227,0.47881074423778447,1.2506986411754042,12.964743678800005,,,0.0,0.0,1.0
1571,dC13,,,,true,1300.0,,-1,-,-1,-1,-1,-1.0,,1571,28.253950395625854,0.48878596807607166,6.096449664328247,34.37768859054631,,,0.0,0.0,1.0
1297,Blob with BlobID = 584,,,,false,1820.2702702702704,1821.0,2,amz_add_misc,0,760,765,54.599998474121094,,10,45.80519048536151,1.3366799943304817,5.399808560759993,101.19643918461679,,,0.0,0.0,0.003595112637537358
577,Blob with BlobID = 584,,,,false,1821.6216216216214,1821.0,2,amz_add_misc,0,899,899,90.9000015258789,,0,45.84326258967763,0.9376710407989947,79.39581999182701,1546.2384733148792,,,0.0,0.0,0.0
1126,1211_0119_blob_675,,,,false,1288.5714285714287,1289.0,113,amz_fb_trimmed_esrem,0,817,838,48.060001373291016,,0,27.797085143832305,0.5286868634292203,8.032067860360257,100.48576112836054,,,0.0,0.0,0.0
1435,1130_1618_blob_580,,,,false,2692.45283018868,,142,amz_fb_trimmed_esrem,0,439,492,72.05000305175781,,0,66.97328048512945,0.5685877587823691,4.089744039811194,101.26097472060064,,,0.0,0.0,0.0
1547,1130_1618_blob_580,,,,false,3457.142857142857,,142,amz_fb_trimmed_esrem,0,704,747,96.69999694824219,,0,80.71731014325215,0.35910805817833835,2.851302524402854,102.0905473023281,,,0.0,0.0,0.0
1566,1130_1618_blob_580,,,,false,2630.1886792452833,,142,amz_fb_trimmed_esrem,0,428,476,76.54000091552734,,13,65.71690104269717,0.5885382064589434,2.215510379814077,104.51297674198031,,,0.0,0.0,0.0063931843521979155
1536,1130_1618_blob_580,,,,false,3410.989010989011,,142,amz_fb_trimmed_esrem,0,594,649,48.2400016784668,,0,79.91779595261345,0.678315221003528,3.0418076065543573,106.06683815623238,,,0.0,0.0,0.0
1473,1130_1618_blob_580,,,,false,3578.0219780219786,,142,amz_fb_trimmed_esrem,0,706,760,95.45999908447266,,540,82.81127588063927,0.28928149131032815,3.6780788390897214,106.79976762765136,,,0.0,0.0,0.018434834322998986
1565,1130_1618_blob_580,,,,false,3470.329670329671,,142,amz_fb_trimmed_esrem,0,607,659,92.4000015258789,,0,80.94574276914894,0.6982656686801024,2.2394835149971186,106.8148158785885,,,0.0,0.0,0.0
1567,1130_1618_blob_580,,,,false,3463.736263736263,,142,amz_fb_trimmed_esrem,0,619,674,88.47000122070312,,0,80.83152645620054,1.7656146193768303,2.195123795005202,106.95022354755383,,,0.0,0.0,0.0
1564,1130_1618_blob_580,,,,false,3564.8351648351654,,142,amz_fb_trimmed_esrem,0,646,693,91.20999908447266,,0,82.5828432547425,1.8853173054362764,2.125638513622107,108.0027882004415,,,0.0,0.0,0.0
1501,1130_1618_blob_580,,,,false,3023.91304347826,,142,amz_fb_trimmed_esrem,0,486,544,86.55999755859375,,0,73.33132190592305,0.7082408925183896,3.503583949233871,108.0363046685743,,,0.0,0.0,0.0
1550,1130_1618_blob_580,,,,false,3243.6781609195396,,142,amz_fb_trimmed_esrem,0,602,661,79.08999633789062,,22,77.13853233753598,0.6483895494886665,2.546902523827157,108.85610227534926,,,0.0,0.0,0.014229243264171378
1552,1130_1618_blob_580,,,,false,3331.0344827586205,,142,amz_fb_trimmed_esrem,0,634,685,92.27999877929688,,0,78.5852723015489,0.6483895494886665,2.5041768744704314,109.21813813762492,,,0.0,0.0,0.0
1554,1130_1618_blob_569,,,,false,2669.811320754717,,144,amz_fb_trimmed_esrem,0,366,451,50.25,,13,66.51641523333589,0.5885382064589434,2.548906802898273,116.61491838548682,,,0.0,0.0,0.007133474662151363
1186,1211_0119_blob_704,,,,false,1468.8524590163934,1469.0,105,amz_fb_trimmed_esrem,0,790,840,90.06999969482422,,21,34.42163129483882,1.3765808896836305,6.755815332289785,118.5631833583393,,,0.0,0.0,0.011922886036941445
1548,1130_1618_blob_580,,,,false,3173.91304347826,,142,amz_fb_trimmed_esrem,0,589,647,89.0,,0,75.95829710373597,0.618463877973805,2.737285685550887,119.99755405010357,,,0.0,0.0,0.0
1513,1130_1618_blob_580,,,,false,,,142,amz_fb_trimmed_esrem,0,702,747,44.27000045776367,,0,83.2300690281167,0.3890337296931999,3.307413051617914,123.22632485580652,,,0.0,0.0,0.0
1525,1130_1618_blob_580,,,,false,3264.3678160919535,,142,amz_fb_trimmed_esrem,0,555,609,49.709999084472656,,0,77.48118127638115,0.6882904448418152,3.2793449167511426,123.28036632817896,,,0.0,0.0,0.0
