Compound.Name,IS_index1,IS_index2,IS_index3,IS_appropriate1,IS_appropriate2,IS_appropriate3,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,cumsum_ISnormnorm,cumsum_ISrawnorm1,cumsum_ISrawnorm2,BlobID,Library.Name,Library.Match.Factor,Library.Reverse.Match.Factor,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber
1221_0832_blob_844,11,26,12,dC14,pentaerythritol-C13,dC16,0.467667628,0.116955505,0.710304283,0.141919699,0.505916025,-0.112123222,0.404652005,0.455821603,-0.12286765,-0.280581231,-0.179769277,-0.373140768,0.000758385,0.000873871,0.000664996,844,amz_lib_1221_0832,999,999,C7 acid,449,551,1849.66443,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",650,665,NA,C13H26BNO6Si,331,limonox_S_blob_823,659,689,1843
1221_0832_blob_694,11,25,4,dC14,methoxyphenol-d3,"d-C10 acid, TMS",0.401964302,0.395559154,0.522213691,0.275488492,0.126826468,-0.515520883,0.58755943,-0.328691883,-0.509778308,-0.148454959,-0.197167959,-0.344912873,0.000586151,0.00084137,0.000379768,694,amz_lib_1221_0832,999,999,C7 acid,412,495,1895.302013,NA,"4,6-Diketooctanoic acid,O,O'- bis(trimethylsilyl)",647,652,NA,C14H28O4Si2,316,limonox_S_blob_725,594,619,1893
1221_0832_blob_656,11,26,12,dC14,pentaerythritol-C13,dC16,0.073211715,0.409558205,-0.246682672,0.025290239,-0.158831952,0.382826892,-0.107168713,-0.263045307,0.109684146,0.770515528,0.828648878,0.758582898,0.000467398,0.000832143,0.000172445,656,amz_lib_1221_0832,999,999,C25,792,792,2545.614035,2545,"Tridecane, 1-iodo-",855,865,NA,C13H27I,310,myrc_ox_L_blob_655,0,556,1611
1128_1901_blob_1093,11,26,12,dC14,pentaerythritol-C13,dC16,0.620132494,0.429492521,0.463578739,0.436034711,0.745901159,0.120604473,0.44937794,0.628473542,-0.008979281,-0.007710129,0.550617367,0.12384847,0.000454923,0.000828869,0.000152529,1093,amz_lib_1128_1901,999,999,C7 acid,417,520,1753.939394,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",656,670,NA,C16H37BO6Si3,420,myrc_ox_L_blob_694,649,705,1746
1202_1412_blob_1341,11,26,12,dC14,pentaerythritol-C13,dC16,0.627720238,0.458293181,0.595742447,0.324149185,0.65355723,0.054763544,NA,NA,NA,NA,NA,NA,0.000369392,0.000826191,NA,1341,amz_lib_1202_1412,999,999,"beta-nocaryophyllinic acid, TMS",443,567,2142.222222,2127,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",702,735,NA,C17H37BO6Si2,404,limonox_S_blob_905,479,716,2120
1221_0832_blob_883,11,26,12,dC14,pentaerythritol-C13,dC16,0.698189476,0.185823032,0.193758248,0.191853112,0.402334051,-0.050792876,0.096876653,0.054263074,0.161045665,0.062339666,0.224451199,0.075619745,0.00073123,0.000817178,0.000661728,883,amz_lib_1221_0832,999,999,palmitoleic Acid,578,584,2051.851852,2056,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",695,717,NA,C18H34OSi,294,limonox_S_blob_687,489,567,NA
1129_1334_blob_601,11,25,4,dC14,methoxyphenol-d3,"d-C10 acid, TMS",0.393180767,0.268037473,0.768651422,-0.368018496,-0.158388486,-0.903050093,0.503739825,-0.43694064,-0.446148522,-0.379530945,-0.575739631,-0.422899229,0.000580563,0.000812757,0.000392799,601,amz_lib_1129_1334,999,999,C7 acid,314,453,1659.393939,NA,"Butylethylmalonic acid, bis(trimethylsilyl)- ester",663,700,NA,C15H32O4Si2,332,apin_ox_S_blob_614,515,547,1667
1128_1901_blob_735,11,26,12,dC14,pentaerythritol-C13,dC16,0.143096951,0.770128232,-0.156301341,-0.230233825,-0.350791242,-0.245665946,0.421043634,-0.24201803,-0.285481517,-0.190181415,-0.37825143,-0.434752199,0.000640151,0.000809802,0.000502962,735,amz_lib_1128_1901,999,999,C7 acid,417,466,1658.181818,NA,"L-(+)-Tartaric acid, 4TMS derivative",787,797,1622,C16H38O6Si4,438,apin_ox_L_blob_551,611,696,1667
1221_0832_blob_900,25,11,4,methoxyphenol-d3,dC14,"d-C10 acid, TMS",0.598083225,0.054336876,0.762503502,0.201648263,0.642780486,-0.055659289,0.262330669,0.498207743,-0.18877942,-0.389859415,-0.086711975,-0.320935704,0.000518825,0.000808333,0.000284713,900,amz_lib_1221_0832,999,999,C7 acid,459,502,1795.121951,NA,"4-Hexenoic acid, 4-methyl-6-(fluorodimethylsilyl)-6-trimethylsilyl-",651,667,NA,C12H25FO2Si2,276,limonox_L_blob_550,754,777,1791
1221_0832_blob_712,25,11,4,methoxyphenol-d3,dC14,"d-C10 acid, TMS",0.291268293,0.209093083,0.48626105,0.480568141,0.6140746,-0.168342933,-0.216019001,0.559157341,0.221619307,0.388024793,0.125767905,0.097070794,0.000514108,0.000806446,0.000277708,712,amz_lib_1221_0832,999,999,MBTCA,510,519,1780.487805,1776,"trans-4-(Hydroxymethyl)cyclohexanecarboxylic acid, O-trimethylsilyl, trimethylsilyl ester",641,650,NA,C14H30O3Si2,302,apin_ox_S_blob_708,599,630,1784
1129_1334_blob_1008,11,26,12,dC14,pentaerythritol-C13,dC16,0.337049256,-0.08291454,-0.161915605,0.158483791,0.086763762,-0.121768092,-0.161950525,0.008040156,0.820059375,0.704599658,0.657797207,0.446522785,0.000394195,0.000804898,6.21E-05,1008,amz_lib_1129_1334,999,999,C7 acid,364,519,1809.395973,NA,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",632,746,NA,C14H44O6Si7,504,myrc_ox_L_blob_714,494,631,1804
1221_0832_blob_952,1,7,25,4-methoxy-benzaldehyde,d-C6diacid,methoxyphenol-d3,0.641885622,0.024102406,0.769781563,0.226887379,0.811312702,-0.005156441,0.418172799,0.442841214,-0.045006723,-0.205061552,-0.01684994,-0.162356494,0.000721972,0.000800747,0.000658271,952,amz_lib_1221_0832,999,999,C7 acid,436,552,1947.651007,NA,"3-Butenoic acid, 3-(trimethylsiloxy)-, trimethylsilyl ester",667,759,NA,C10H22O3Si2,246,limonox_S_blob_706,537,560,1947
1202_0046_blob_1341,11,26,12,dC14,pentaerythritol-C13,dC16,0.632250429,0.49649623,0.578094124,0.372423807,0.677687075,0.172134806,NA,NA,NA,NA,NA,NA,0.000356773,0.000797965,NA,1341,amz_lib_1202_0046,999,999,"beta-caryophyllinic acid, TMS",575,643,2066.176471,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",702,758,NA,C13H26BNO6Si,331,limonox_S_blob_583,439,559,2078
1202_1412_blob_1120,11,26,12,dC14,pentaerythritol-C13,dC16,0.51819234,0.613627297,0.111088627,0.182617331,0.336799459,0.091648942,0.282455077,0.433539792,0.046289825,-0.013896215,0.269358752,0.023106455,0.000405339,0.000795386,8.99E-05,1120,amz_lib_1202_1412,999,999,farnesol,563,623,1829.530201,1832,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",710,729,NA,C14H31BO6Si2,362,apin_ox_S_blob_616,622,701,1823
1221_0832_blob_864,25,1,7,methoxyphenol-d3,4-methoxy-benzaldehyde,d-C6diacid,0.793597427,0.607080929,0.005148936,-0.335721512,-0.188495911,-0.416121653,0.560788484,0.357728744,0.071263782,-0.172181326,-0.140579394,-0.225062731,0.001505838,0.000788438,0.002085967,864,amz_lib_1221_0832,999,999,C9 Diacid (azelaic acid),521,553,1822.818792,1822,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",647,658,NA,C14H31BO6Si2,362,apin_ox_S_blob_616,721,758,1823
1221_0832_blob_748,11,26,12,dC14,pentaerythritol-C13,dC16,0.603444774,0.501304082,0.512665538,0.025054879,0.392686638,-0.069559163,0.413284291,0.45428774,0.096761181,-0.131275293,-0.125890844,-0.212054729,0.00072972,0.00078427,0.000685607,748,amz_lib_1221_0832,999,999,"2-Ketoglutaric acid, tri-TMS",552,612,1636.585366,1629,"3 Hydroxy-2,3-didehydrosebacic acid, tris(trimethylsilyl) derivative",725,824,NA,C19H40O5Si3,432,myrc_ox_L_blob_613,620,665,1627
1202_1412_blob_908,11,26,12,dC14,pentaerythritol-C13,dC16,0.44362475,0.509828473,0.32551933,0.310088078,0.440924822,0.222334662,0.356258624,0.532590182,-0.032786435,0.206560831,0.204140801,-0.091883386,0.000472792,0.000783223,0.00022176,908,amz_lib_1202_1412,999,999,C7 acid,407,543,1857.718121,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",681,720,NA,C13H26BNO6Si,331,limonox_S_blob_823,588,695,1843
1128_1901_blob_1722,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.423013153,0.23932758,0.401676387,0.389642668,0.701778944,0.205292413,0.137011175,-0.224466727,-0.012524331,0.491094913,0.632146369,0.561969838,0.000727958,0.000780095,0.000685797,1722,amz_lib_1128_1901,999,999,C7 acid,576,623,1589.130435,NA,"10-Undecynoic acid, TMS derivative",695,709,1569,C14H26O2Si,254,limonox_S_blob_734,641,656,1596
1221_0832_blob_636,11,26,12,dC14,pentaerythritol-C13,dC16,0.676653501,0.353774391,0.476262681,0.123124215,0.658825225,-0.075262922,0.293580759,0.252925735,0.473140365,0.590673912,0.463130148,0.490089525,0.001307364,0.000778546,0.001734996,636,amz_lib_1221_0832,999,999,C7 acid,428,528,1824.161074,NA,"Disiloxanamine, 1,1,3,3,3-pentamethyl-N-(trimethylsilyl)-",656,692,NA,C8H25NOSi3,235,apin_ox_S_blob_616,540,561,1823
1202_1412_blob_785,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,0.490318672,0.680897115,0.429910297,0.280490522,0.43880424,0.066672101,0.009065732,-0.315721098,-0.227639568,-0.106741925,0.285794249,0.217830587,0.000441174,0.000771441,0.000174102,785,amz_lib_1202_1412,999,999,C7 acid,429,577,1738.181818,NA,"Bicyclo[2.2.1]heptane-1-carboxylic acid, 7-[(trimethylsilyl)oxy]-, methyl ester",613,716,NA,C12H22O3Si,242,apin_ox_S_blob_633,751,796,1734
1128_1901_blob_718,11,26,12,dC14,pentaerythritol-C13,dC16,0.294611809,0.26236369,-0.060378906,0.470983982,0.366827033,0.030031996,0.492846858,0.629760393,0.499856317,0.620002953,0.256182904,0.192217361,0.00036945,0.000771252,4.45E-05,718,amz_lib_1128_1901,999,999,"2-Ketoglutaric acid, tri-TMS",153,542,1655.757576,1629,"Benzeneethanamine, N-[(pentafluorophenyl)methylene]-ﬂ,3,4-tris[(trimethylsilyl)oxy]-",663,781,NA,C24H34F5NO3Si3,563,limonox_S_blob_787,766,774,1657
1128_1901_blob_802,11,26,12,dC14,pentaerythritol-C13,dC16,0.773963523,0.433247089,0.565929045,0.290955914,0.619586857,0.010217663,0.40264085,0.431611186,0.130809709,-0.145079604,-0.071036649,-0.081036247,0.000818256,0.000770742,0.000856679,802,amz_lib_1128_1901,999,999,C7 acid,378,437,1595.652174,NA,"ﬂ-D-Glucopyranoside, methyl-4-O-decyl-",609,613,NA,C17H34O6,334,myrc_ox_L_blob_754,660,669,1588
1221_0832_blob_993,1,7,25,4-methoxy-benzaldehyde,d-C6diacid,methoxyphenol-d3,0.865887036,-0.1326437,0.594906988,0.151438293,0.580867478,-0.125440046,0.341907635,0.488591837,-0.199914995,-0.192335053,-0.037339211,-0.313015787,0.000588527,0.000746689,0.000460629,993,amz_lib_1221_0832,999,999,C7 acid,403,448,1907.38255,NA,Epistephamiersine,578,701,NA,C21H27NO6,389,limonox_L_blob_564,588,637,1893
1202_1412_blob_887,11,26,12,dC14,pentaerythritol-C13,dC16,0.787251467,0.284405435,0.553634284,0.233540754,0.618842596,0.186305657,0.510339282,0.563872185,-0.12818176,-0.070919399,0.201184951,-0.387528094,0.000405028,0.000738121,0.000135671,887,amz_lib_1202_1412,999,999,C7 acid,433,575,1895.302013,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",683,728,NA,C17H34B2O6Si,384,limonox_S_blob_725,695,760,1893
1129_1334_blob_965,25,11,4,methoxyphenol-d3,dC14,"d-C10 acid, TMS",0.593213689,0.695047253,0.490346989,0.251304197,0.482493989,0.156709233,NA,NA,NA,NA,NA,NA,0.000324919,0.00072672,NA,965,amz_lib_1129_1334,999,999,mannosan,497,537,1701.818182,1706,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",687,729,NA,C14H30O2Si2,286,myrc_ox_L_blob_871,646,688,1696
1221_0832_blob_563,11,26,12,dC14,pentaerythritol-C13,dC16,0.480964982,0.611962801,0.171731149,0.17260775,-0.239481627,-0.19905184,NA,NA,NA,NA,NA,NA,0.000325455,0.000723532,3.55E-06,563,amz_lib_1221_0832,999,999,C7 acid,342,472,1715.853659,NA,"Bicine, 3TMS derivative",826,831,NA,C15H37NO4Si3,379,myrc_ox_L_blob_709,426,476,1709
1202_1412_blob_667,11,26,12,dC14,pentaerythritol-C13,dC16,0.508667203,0.186755073,0.667882673,0.092421347,0.545523799,0.225048464,0.380586517,0.432074109,-0.112426007,-0.01812401,0.061128955,-0.054109915,0.000728014,0.000722181,0.000732731,667,amz_lib_1202_1412,999,999,C7 acid,431,505,1853.691275,NA,"Tartaric acid (2R,3R)-, 3TMS derivative",679,744,NA,C13H30O6Si3,366,limonox_S_blob_649,611,667,1868
1202_0046_blob_889,11,26,12,dC14,pentaerythritol-C13,dC16,0.657432131,0.313054908,0.711406733,0.155036061,0.622005885,0.015992566,0.418242946,0.369157915,0.37376145,0.124375952,0.064495974,-0.031994087,0.000565975,0.000719742,0.000441631,889,amz_lib_1202_0046,999,999,farnesol,568,643,1836.486486,1832,"ﬂ-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",684,685,NA,C27H52N2O10Si3,648,limonox_S_blob_754,629,662,1831
1202_0046_blob_833,25,11,4,methoxyphenol-d3,dC14,"d-C10 acid, TMS",0.485135171,0.423559927,0.514999884,0.072205076,0.437354068,-0.097499033,-0.105964022,-0.171699985,0.008597856,0.562684806,0.700111858,0.4850958,0.000785108,0.000713969,0.000842634,833,amz_lib_1202_0046,999,999,mannosan,640,665,1709.756098,1706,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",707,717,NA,C16H37BO6Si3,420,myrc_ox_L_blob_709,663,703,1709
1221_0832_blob_569,25,4,7,methoxyphenol-d3,"d-C10 acid, TMS",d-C6diacid,0.4201513,0.563161597,0.142148878,0.554157941,0.456929943,-0.105041413,0.06074195,-0.041897526,-0.003554503,-0.149267631,-0.249581524,-0.125737864,0.00040743,0.0007086,0.000163887,569,amz_lib_1221_0832,999,999,ionone,134,509,1481.318681,1449,"Acetamide, N-(2-methoxy-6-methylphenyl)-",650,672,NA,C10H13NO2,179,limonox_S_blob_638,350,367,1481
1129_1334_blob_1233,11,26,12,dC14,pentaerythritol-C13,dC16,0.388993657,0.297681627,0.014347062,0.526959478,0.488158267,0.103714019,NA,NA,NA,NA,NA,NA,0.000316385,0.000707634,NA,1233,amz_lib_1129_1334,999,999,"beta-caryophyllinic acid, TMS",537,628,2068.148148,2060,"1-Naphthalenepentanol, decahydro-5-(hydroxymethyl)-5,8a-dimethyl-t,2-bis(methylene)-, (1a,4aﬂ,5a,8aa)-",674,755,NA,C20H34O2,306,bcp_ox_L_blob_758,568,634,2075
1202_1412_blob_1529,11,26,12,dC14,pentaerythritol-C13,dC16,0.515648116,0.532605838,0.43217393,0.291243259,0.5584598,0.158721819,NA,NA,NA,NA,NA,NA,0.000315365,0.000705351,NA,1529,amz_lib_1202_1412,999,999,C7 acid,416,559,2091.851852,NA,"ﬂ-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",685,738,NA,C14H31BO6Si2,362,limonox_S_blob_583,467,611,2078
1128_1901_blob_673,11,26,12,dC14,pentaerythritol-C13,dC16,0.583981752,0.530218851,0.362279222,0.135914282,0.387393211,-0.063825939,0.348177724,0.499630796,0.157477591,-0.181073036,-0.19256051,-0.242437895,0.000861185,0.000702925,0.000989163,673,amz_lib_1128_1901,999,999,Me-OH-glutatric acid,401,526,1612.121212,1623,"Propanetriol, 2-methyl-, tris-O-(trimethylsilyl)-",672,895,NA,C13H34O3Si3,322,myrc_ox_L_blob_873,516,574,1620
1202_1412_blob_987,1,25,7,4-methoxy-benzaldehyde,methoxyphenol-d3,d-C6diacid,0.155635687,0.09904758,0.222768272,0.20767441,0.406970178,0.109898521,0.124909528,0.54636412,0.624973089,0.010908224,-0.017337317,0.215841679,0.000345033,0.000701511,5.68E-05,987,amz_lib_1202_1412,999,999,beta-caryophyllene aldehyde,628,668,1721.212121,1715,"5,6,6-Trimethyl-5-(3-oxobut-1-enyl)-1-oxaspiro[2.5]octan-4-one",757,776,NA,C14H20O3,236,limonox_S_blob_646,573,602,1711
1221_0832_blob_707,11,26,12,dC14,pentaerythritol-C13,dC16,0.369398179,-0.063934448,0.731585956,0.221035357,0.625944461,-0.061925999,-0.048976057,0.394205773,0.253743499,0.21577437,-0.009098975,-0.055936253,0.000772848,0.000697038,0.000834153,707,amz_lib_1221_0832,999,999,C7 acid,409,446,1601.219512,NA,"Silane, [(1-methoxy-1,3-propanediyl)bis(oxy)]bis[trimethyl-",617,704,NA,C10H26O3Si2,250,limonox_S_blob_730,578,603,1595
1129_1334_blob_623,11,25,4,dC14,methoxyphenol-d3,"d-C10 acid, TMS",0.539281368,0.142708671,0.946885748,-0.329968103,-0.067064404,-0.851178054,0.093919584,-0.706136289,-0.745061953,-0.594809531,-0.968935891,-0.985921367,0.000366027,0.000689784,0.00010422,623,amz_lib_1129_1334,999,999,C7 acid,386,564,1745.454545,NA,"a-D-Glucopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic phenylboronate",647,653,NA,C19H33BO6Si2,424,myrc_ox_L_blob_694,521,598,1746
1221_0832_blob_756,1,25,7,4-methoxy-benzaldehyde,methoxyphenol-d3,d-C6diacid,0.708118829,0.154795414,-0.127452766,0.251028322,0.427345743,-0.073570037,0.715913293,-0.087064455,0.217759881,0.864911961,0.172541154,0.59181183,0.000347753,0.000688031,7.26E-05,756,amz_lib_1221_0832,999,999,C19,511,591,1924.832215,1934,"1-Decanol, 10-[(tetrahydro-2H-pyran-2-yl)oxy]-",730,761,NA,C15H30O3,258,bcp_ox_L_blob_625,508,508,1920
1202_0046_blob_1089,11,26,12,dC14,pentaerythritol-C13,dC16,0.63466881,0.470139685,0.423580324,0.438571029,0.651501134,0.21973055,NA,NA,NA,NA,NA,NA,0.00031433,0.000686254,1.36E-05,1089,amz_lib_1202_0046,999,999,C7 acid,415,528,1887.837838,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",725,770,NA,C13H26BNO6Si,331,limonox_S_blob_725,655,724,1893
1202_1412_blob_794,25,1,7,methoxyphenol-d3,4-methoxy-benzaldehyde,d-C6diacid,0.639194888,0.476225726,0.448096067,-0.008008457,0.334044655,-0.139253176,0.453452336,0.66720458,-0.336235242,-0.157612048,0.171882773,-0.30343593,0.000409449,0.000683723,0.000187657,794,amz_lib_1202_1412,999,999,C7 acid,395,544,1805.369128,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",689,700,NA,C14H31BO6Si2,362,limonox_S_blob_671,613,705,1817
1202_1412_blob_1263,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,-0.171446953,-0.25345855,0.357087595,0.028478085,0.191028241,-0.178511097,0.7999853,0.844645667,-0.188265488,0.35938045,-0.292861802,-0.618988716,0.000354354,0.000676303,9.40E-05,1263,amz_lib_1202_1412,999,999,"beta-caryophyllonic acid, TMS",589,654,1936.912752,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",724,783,NA,C13H26BNO6Si,331,limonox_L_blob_589,583,635,1928
1202_1412_blob_910,11,26,12,dC14,pentaerythritol-C13,dC16,0.539548314,0.574225348,0.126888031,0.190212416,0.460137022,-0.059222001,0.416295662,-0.028970506,-0.117169422,0.253178741,0.042769483,0.172703336,0.000388116,0.000668757,0.000161174,910,amz_lib_1202_1412,999,999,C7 acid,431,530,1853.691275,NA,i-Propyl 12-methyl-tridecanoate,670,789,NA,C17H34O2,270,limonox_S_blob_823,600,665,1843
1202_0046_blob_817,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,-0.15009156,-0.051055805,0.420271231,0.148914158,0.284884293,0.353056373,-0.403116421,-0.582205156,0.652590092,0.565081656,0.602467474,0.531452998,0.000611797,0.000665911,0.000568037,817,amz_lib_1202_0046,999,999,syringaldehyde,748,818,1725.609756,1726,"Syringaldehyde, TMS derivative",756,832,1658,C12H18O4Si,254,limonox_S_blob_593,482,504,1732
1128_1901_blob_889,25,7,4,methoxyphenol-d3,d-C6diacid,"d-C10 acid, TMS",0.499419636,0.133567194,0.020185528,0.316811346,0.121583859,0.076670282,NA,NA,NA,NA,NA,NA,0.000307651,0.000665568,1.82E-05,889,amz_lib_1128_1901,999,999,"beta-caryophyllonic acid, TMS",480,670,1908.724832,1931,"4-Hexenoic acid, 4-methyl-6-(fluorodimethylsilyl)-6-trimethylsilyl-",629,649,NA,C12H25FO2Si2,276,bcp_ox_L_blob_23,565,628,1891
1221_0832_blob_743,11,26,12,dC14,pentaerythritol-C13,dC16,0.479143815,0.248020506,0.37886721,0.713516021,0.665728333,0.219012795,0.577159821,0.174334338,0.089783301,-0.553264951,-0.129109083,-0.440372244,0.000352171,0.000661296,0.000102196,743,amz_lib_1221_0832,999,999,mannosan,553,644,1718.292683,1706,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",679,753,NA,C15H30O5Si,318,myrc_ox_L_blob_709,670,706,1709
1221_0832_blob_731,11,26,12,dC14,pentaerythritol-C13,dC16,0.482372316,0.523515167,0.221344403,0.00898233,0.096112016,-0.285257391,0.449160948,0.09250661,-0.2518604,-0.248349586,-0.335286108,-0.529518296,0.000486734,0.000659156,0.000347303,731,amz_lib_1221_0832,999,999,levoglucosan,539,582,1724.390244,1726,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",696,727,NA,C16H40O5Si4,424,apin_ox_L_blob_553,610,626,1726
1128_1901_blob_1079,11,26,12,dC14,pentaerythritol-C13,dC16,0.756935739,0.393801564,0.408304031,0.357247918,0.607814108,0.028955058,0.051611613,0.408655591,0.0190522,-0.170388629,0.117496287,-0.149696472,0.000562378,0.000657841,0.000485181,1079,amz_lib_1128_1901,999,999,C7 acid,380,500,1863.087248,NA,"Silane, trimethyl[[3-methyl-6-(1-methylethyl)-1-cyclohexen-1-yl]oxy]-",594,625,NA,C13H26OSi,226,limonox_S_blob_659,563,585,1861
1202_1412_blob_817,11,26,12,dC14,pentaerythritol-C13,dC16,0.509484503,0.176424477,0.412719637,0.218410773,0.448250568,0.165986844,-0.022087269,-0.282605048,0.070804772,0.432506638,0.709524274,0.491244945,0.001279247,0.000649902,0.001788169,817,amz_lib_1202_1412,999,999,C7 acid,335,554,1965.100671,NA,"1,2-Ethanediol, 1,2-dimyrtenyl-, 2TMS derivative",583,768,NA,C26H46O2Si2,446,bcp_ox_L_blob_678,495,557,1959
1128_1901_blob_34,11,26,12,dC14,pentaerythritol-C13,dC16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000288917,0.000646197,NA,34,amz_lib_1128_1901,999,999,C7 acid,555,628,2011.764706,NA,"Palmitelaidic acid, TMS derivative",870,880,NA,C19H38O2Si,326,bcp_ox_L_blob_18,564,640,NA
1129_1334_blob_675,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,-0.046653832,0.820030366,0.830116879,-0.481495179,-0.582446396,-0.853068289,NA,NA,NA,NA,NA,NA,0.0002999,0.000638462,2.61E-05,675,amz_lib_1129_1334,999,999,C10 diacid (sebacic acid),568,594,1919.463087,1922,"Citric acid, 3TMS derivative",679,743,NA,C15H32O7Si3,408,limonox_L_blob_581,529,573,1925
1202_1412_blob_1033,11,26,12,dC14,pentaerythritol-C13,dC16,0.39690096,0.419934972,-0.032565351,0.005638341,0.136469988,-0.138894382,NA,NA,NA,NA,NA,NA,0.00029307,0.00063771,1.44E-05,1033,amz_lib_1202_1412,999,999,octadecanal,657,704,2056.296296,2056,"Ethanol, 2-(9-octadecenyloxy)-, (Z)-",729,751,NA,C20H40O2,312,bcp_ox_L_blob_609,557,602,2064
1202_1412_blob_729,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.333936547,-0.300558911,0.209562882,-0.102772791,0.424952931,-0.279896735,0.107042948,0.619652354,0.050298677,-0.144553008,0.097987275,-0.372447391,0.000414103,0.000634395,0.000235962,729,amz_lib_1202_1412,999,999,C7 acid,428,521,1860.402685,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",695,701,NA,C14H31BO6Si2,362,limonox_S_blob_649,612,636,1868
1202_0046_blob_948,11,26,12,dC14,pentaerythritol-C13,dC16,0.300556543,0.260637654,0.182060496,-0.041109254,0.14505667,-0.150442751,-0.380992,-0.103246418,0.235909441,-0.090602645,0.504239642,0.356750209,0.000349955,0.000631322,0.000122426,948,amz_lib_1202_0046,999,999,pentadecanone,538,604,1729.268293,1726,"1-Hexadecanol, 2-methyl-",669,699,NA,C17H36O,256,limonox_L_blob_682,552,586,1730
1202_0046_blob_1106,11,26,12,dC14,pentaerythritol-C13,dC16,0.532118264,0.45033624,0.441080016,0.593956214,0.669913081,0.147445169,-0.354025093,-0.15341057,0.282929663,0.344021086,0.162680057,0.046110153,0.00032204,0.000629412,7.35E-05,1106,amz_lib_1202_0046,999,999,C7 acid,440,562,1882.432432,NA,"ﬂ-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",690,692,NA,C27H52N2O10Si3,648,limonox_S_blob_725,624,723,1893
