Compound.Name,IS_index1,IS_index2,IS_index3,IS_appropriate1,IS_appropriate2,IS_appropriate3,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,cumsum_ISnormnorm,cumsum_ISrawnorm1,cumsum_ISrawnorm2,BlobID,Library.Name,Library.Match.Factor,Library.Reverse.Match.Factor,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber
1202_1412_blob_1,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.52256062,0.421641938,0.317884343,0.688232953,0.707391512,0.250675701,0.123956356,-0.282772693,0.159948701,0.771230661,0.942298127,0.763732608,0.312176877,0.118457396,0.468829057,1,amz_lib_1202_1412,999,999,levoglucosan,940,940,1727.272727,1726,"Levoglucosan, 3TMS derivative",827,907,1694,C15H34O5Si3,378,apin_ox_L_blob_553,545,564,1726
1202_1412_blob_6,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.346978001,0.109650884,0.019810094,0.215922464,0.369289653,0.043211641,-0.1787771,-0.222806083,-0.003952536,0.151941169,0.095336527,0.007965301,0.042197613,0.083871601,0.008497745,6,amz_lib_1202_1412,999,999,anthraquinone,21,213,1993.288591,2017,"Phthalic acid, butyl 3-methylbutyl ester",881,891,NA,C17H24O4,292,limonox_S_blob_633,226,232,NA
1202_1412_blob_5,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.419111379,0.173221908,0.027807957,0.215081319,0.332157957,0.075481035,0.076762555,-0.141840974,-0.099136566,0.059562294,-0.032341915,-0.007743485,0.039647148,0.067426658,0.017183114,5,amz_lib_1202_1412,999,999,xanthone,86,191,1892.61745,1906,"Phthalic acid, butyl isohexyl ester",886,887,NA,C18H26O4,306,bcp_ox_L_blob_650,353,391,1878
1221_0832_blob_15,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.43958318,0.140707845,0.083531998,0.237238935,0.389965333,0.01042484,-0.098136578,-0.19933356,-0.021570074,0.062969991,0.058368313,-0.000619061,0.029734408,0.05869016,0.006319202,15,amz_lib_1221_0832,999,999,C14,0,477,2100.740741,1422,"Phthalic acid, 2-methylbutyl pentyl ester",865,866,NA,C18H26O4,306,limonox_S_blob_633,257,261,NA
1221_0832_blob_29,11,26,12,dC14,pentaerythritol-C13,dC16,0.844479472,0.478679835,0.546517412,0.371284389,0.628796974,0.046499185,0.323685069,0.393644352,0.027266512,-0.179943789,-0.114036338,-0.172833981,0.019579941,0.021224673,0.01824992,29,amz_lib_1221_0832,999,999,C7 acid,376,481,1845.637584,NA,"trans-1,4-Cyclohexanedicarboxylic acid, mono-O-(tert-butyldimethylsilyl)",596,666,NA,C14H26O4Si,286,limonox_L_blob_600,852,854,1843
1221_0832_blob_5,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,0.54942343,0.504277262,0.178344016,0.055614899,0.183585557,-0.206479463,0.351287755,0.255571643,0.081468022,-0.103900346,-0.181522959,-0.243855278,0.012701584,0.020097037,0.006721215,5,amz_lib_1221_0832,999,999,MBTCA,922,922,1776.829268,1776,"Pentanedioic acid, 2,2,3-trimethyl-, bis(trimethylsilyl) ester",611,712,NA,C14H30O4Si2,318,myrc_ox_L_blob_628,541,603,1764
1221_0832_blob_4,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.674938477,0.4522035,0.372564125,0.579714863,0.72618492,0.176240688,0.216878688,0.154561679,0.018167351,-0.226619671,-0.3030227,-0.334358448,0.016295522,0.018735165,0.014322693,4,amz_lib_1221_0832,999,999,C18,182,576,1873.825503,1830,6-Methyl-2-tridecanone,776,796,NA,C14H28O,212,bcp_ox_L_blob_598,460,520,1856
1202_1412_blob_41,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.455503663,0.149476049,0.168875672,0.372926229,0.492286719,-0.032207615,-0.200737107,-0.176602014,0.124702382,0.395770599,0.368797831,0.234558135,0.007551803,0.015327727,0.001263765,41,amz_lib_1202_1412,999,999,C19,119,308,1950.33557,1934,"Phthalic acid, 2-methylbutyl propyl ester",898,911,NA,C16H22O4,278,limonox_S_blob_757,264,320,1967
1221_0832_blob_25,11,26,12,dC14,pentaerythritol-C13,dC16,0.662575476,0.235995106,0.356887572,0.136118876,0.567275148,-0.110639296,-0.123515334,0.193403673,0.503717646,0.719452279,0.420642093,0.541007602,0.022224921,0.013341165,0.029408813,25,amz_lib_1221_0832,999,999,C7 acid,334,457,1869.798658,NA,"Disiloxanamine, 1,1,3,3,3-pentamethyl-N-(trimethylsilyl)-",524,651,NA,C8H25NOSi3,235,limonox_S_blob_632,378,421,1862
1128_1901_fb_add_blob_43,11,26,12,dC14,pentaerythritol-C13,dC16,0.462180042,0.583975223,0.269383672,0.407277537,0.548620811,0.29899893,0.581735514,0.015956001,-0.047053052,0.024218457,0.023013419,0.067113387,0.006882651,0.01218206,0.002597258,43,amz_lib_1128_1901_fb_add,999,999,FAME16 (Methyl Palmitate),952,952,1957.04698,1957,"Hexadecanoic acid, methyl ester",899,904,1926,C17H34O2,270,limonox_S_blob_708,390,411,1948
1221_0832_blob_45,11,26,12,dC14,pentaerythritol-C13,dC16,0.866677177,0.32307142,0.544272479,0.352560376,0.646916354,0.049211949,0.323360313,0.346893046,0.016556883,-0.125737171,-0.023805091,-0.119206721,0.009487735,0.010860126,0.008377944,45,amz_lib_1221_0832,999,999,C7 acid,442,502,1902.013423,NA,Trimethylsilyl (3Z)-7-oxo-3-{2-[(trimethylsilyl)oxy]ethylidene}-4-oxa-1-azabicyclo[3.2.0]heptane-2-carboxylate,663,670,NA,C14H25NO5Si2,343,limonox_S_blob_690,676,685,1898
1221_0832_blob_22,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.738900579,0.467183673,0.526427639,0.020327911,0.476576633,-0.092761029,0.459581212,0.508479861,0.021547575,-0.146028397,-0.119520551,-0.191816369,0.009369472,0.010372389,0.008558459,22,amz_lib_1221_0832,999,999,C7 acid,460,525,1634.146341,NA,"Hexane-1,3-dicarboxylic acid, bis(trimethylsilyl) ester",618,622,NA,C14H30O4Si2,318,limonox_L_blob_559,885,885,1632
1221_0832_blob_37,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,0.815813983,0.307622092,0.079592358,0.056987645,0.209996225,-0.188087893,0.476170771,0.263995681,-0.1021538,-0.214227164,-0.195815461,-0.317634613,0.005981653,0.010057943,0.002685341,37,amz_lib_1221_0832,999,999,C7 acid,423,526,1851.006711,NA,"ﬂ-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",624,664,NA,C12H27BO5Si2,318,limonox_S_blob_823,587,621,1843
1221_0832_blob_48,11,26,12,dC14,pentaerythritol-C13,dC16,0.853538345,0.602749926,0.156792286,0.019590288,0.274680471,-0.082097075,0.473312717,0.317220216,0.07919739,0.075380763,0.126332397,0.074724419,0.008162454,0.009266532,0.007269636,48,amz_lib_1221_0832,999,999,C7 acid,427,527,1572.527473,NA,"Propanetriol, 2-methyl-, tris-O-(trimethylsilyl)-",792,824,NA,C13H34O3Si3,322,apin_ox_S_blob_570,573,598,1570
Blob with BlobID = 584,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.333753099,0.367790717,0.382565204,0.108325558,0.391929903,-0.02355342,0.433958268,0.024167712,0.191444729,0.327102141,0.413155967,0.294264689,0.007374608,0.0088672,0.006167616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221_0832_blob_33,25,4,7,methoxyphenol-d3,"d-C10 acid, TMS",d-C6diacid,0.745606402,0.432821957,0.53418818,0.114122232,0.52723347,0.016580982,0.497505733,0.445268963,0.047957759,-0.060719912,-0.025546601,-0.119294484,0.00708762,0.00805291,0.006307033,33,amz_lib_1221_0832,999,999,C7 acid,497,567,1745.121951,NA,"9-Trimethylsilyloxydecanoic acid, trimethylsilyl ester",618,676,NA,C16H36O3Si2,332,myrc_ox_L_blob_553,899,900,1739
1221_0832_blob_224,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,0.924658061,0.19110954,0.24078145,0.166501859,0.489711223,-0.044286983,0.518679159,0.330402057,-0.032774207,-0.14293072,-0.085758391,-0.26464135,0.00450032,0.007452479,0.002113043,224,amz_lib_1221_0832,999,999,C7 acid,451,540,1966.442953,NA,Succinylacetone ho-tms pk1,611,654,NA,C16H36N2O4Si3,404,limonox_S_blob_685,573,639,1963
1221_0832_blob_162,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.576106453,0.368002773,0.224279616,0.390462417,0.595166487,-0.01817305,0.045267616,-0.450238903,0.355427269,0.366547467,0.36115314,0.381172807,0.003282242,0.006930011,0.000332456,162,amz_lib_1221_0832,999,999,C7 acid,238,414,1845.637584,NA,"Phthalic acid, 2-methylbutyl propyl ester",848,897,NA,C16H22O4,278,bcp_ox_L_blob_649,333,333,1839
1221_0832_blob_43,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,0.807716214,0.097157673,0.386201987,0.011232963,0.417519785,-0.196981226,0.518059014,0.302993065,-0.098097964,-0.124097172,-0.072946438,-0.208432303,0.004265212,0.006604027,0.002373917,43,amz_lib_1221_0832,999,999,"beta-caryophyllonic acid, TMS",484,520,1936.912752,1931,"3,4-Dimethyl-1-pentamethyldisilyloxycyclohexane",614,767,NA,C13H30OSi2,258,apin_ox_S_blob_592,487,629,NA
1221_0832_blob_42,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.75137743,0.657016784,0.310333588,-0.027513067,0.361731976,-0.125339901,0.517939011,0.474507487,0.12435239,-0.163509882,-0.16758303,-0.218506198,0.006572716,0.006527261,0.006609474,42,amz_lib_1221_0832,999,999,C7 acid,430,472,1595.604396,NA,"Malonic acid, bis(2-trimethylsilylethyl ester",659,824,NA,C13H28O4Si2,304,apin_ox_L_blob_534,853,855,1596
1221_2326_blob_600,11,26,12,dC14,pentaerythritol-C13,dC16,0.280219947,0.840349638,-0.718840061,-0.838701056,-0.623016543,-0.998065191,0.430791589,0.337318716,0.391596913,0.334972757,0.304627712,0.167324061,0.002939184,0.006507369,5.38E-05,600,amz_lib_1221_2326,999,999,squalene,865,866,2866.666667,2868,"6,11-Dimethyl-2,6,10-dodecatrien-1-ol",810,822,NA,C14H24O,208,bcp_ox_L_blob_18,337,346,NA
1221_0832_blob_568,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,0.302699562,0.691485328,-0.038816939,0.076705549,-0.032924527,-0.131401891,0.401850712,-0.097908539,-0.142760281,-0.120033822,-0.208668966,-0.262657392,0.003806616,0.00597817,0.002050579,568,amz_lib_1221_0832,999,999,C7 acid,439,494,1756.097561,NA,"Tricarballylic acid, 3TMS derivative",833,843,NA,C15H32O6Si3,392,myrc_ox_L_blob_723,590,617,1749
1128_1901_fb_add_blob_619,1,25,7,4-methoxy-benzaldehyde,methoxyphenol-d3,d-C6diacid,0.155908071,0.287672077,-0.056840875,-0.085205502,-0.084588296,-0.077213702,0.083697553,0.036906704,-0.026487443,0.025703292,-0.06826737,0.03823867,0.003540339,0.005973727,0.001572568,619,amz_lib_1128_1901_fb_add,999,999,DEET,925,925,1600,1600,Diethyltoluamide,904,906,1571,C12H17NO,191,bcp_ox_L_blob_26,351,352,1608
1221_0832_blob_684,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.551384594,0.380770327,0.45744508,0.61133236,0.749615248,0.210089424,0.117187261,-0.22954953,0.114278314,0.589024748,0.815226129,0.596970134,0.008602198,0.00547114,0.011134143,684,amz_lib_1221_0832,999,999,levoglucosan,635,675,1718.292683,1726,"Methyl a-Arabinofuranoside, 3TMS derivative",736,796,NA,C15H36O5Si3,380,myrc_ox_L_blob_709,571,592,1709
1221_0832_blob_35,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.568419479,0.423516083,0.514472474,0.085331781,0.552743142,-0.060953304,0.604590421,0.368066765,0.1401306,-0.038634939,0.134230328,-0.079992234,0.004279325,0.005247914,0.00349607,35,amz_lib_1221_0832,999,999,mannosan,555,574,1707.317073,1706,"5-Trimethylsilyloxy-n-valeric acid, trimethylsilyl ester",672,751,NA,C11H26O3Si2,262,limonox_S_blob_604,856,856,1706
1202_1412_blob_656,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.372301207,0.096467122,0.370237986,0.500547293,0.616164358,0.360918458,0.313782502,0.230341848,0.4570699,0.385949785,0.394471581,0.439638559,0.003052722,0.005120792,0.001380367,656,amz_lib_1202_1412,999,999,"beta-nocaryophyllonic acid, TMS",432,550,2000,1985,"Palmitelaidic acid, TMS derivative",578,657,NA,C19H38O2Si,326,bcp_ox_L_blob_813,497,541,1990
1221_0832_blob_284,11,26,12,dC14,pentaerythritol-C13,dC16,0.836086381,0.650543242,0.22086312,0.081859197,0.308616141,-0.058365587,0.705114316,0.294174504,-0.010698953,-0.110635152,-0.021516847,-0.099045267,0.005612371,0.004952304,0.006146138,284,amz_lib_1221_0832,999,999,Humulene,553,674,1473.626374,1490,"Propanetriol, 2-methyl-, tris-O-(trimethylsilyl)-",709,748,NA,C13H34O3Si3,322,apin_ox_S_blob_592,607,637,NA
1202_0046_blob_561,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.162783005,0.438017384,0.025422201,0.325719202,0.376177152,0.221407603,NA,NA,NA,NA,NA,NA,0.002185631,0.00488843,NA,561,amz_lib_1202_0046,999,999,C7 acid,387,503,1800,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",659,718,NA,C16H37BO6Si3,420,myrc_ox_L_blob_714,600,644,1804
1221_0832_blob_511,11,26,12,dC14,pentaerythritol-C13,dC16,0.323274178,0.607771804,-0.078543175,-0.120735346,-0.131347519,-0.233858337,0.463823274,-0.100339543,-0.082303977,-0.064144495,-0.087059939,-0.123806508,0.004118644,0.004336125,0.003942777,511,amz_lib_1221_0832,999,999,C7 acid,317,422,2004.444444,NA,4-Propylacridine,653,673,NA,C16H15N,221,apin_ox_S_blob_592,381,564,NA
1221_0832_blob_579,11,26,12,dC14,pentaerythritol-C13,dC16,0.775995098,0.46416526,0.607365064,0.126397871,0.530290024,-0.085960135,0.339508037,0.520460173,-0.007559214,-0.214148247,-0.118166107,-0.226826976,0.003355542,0.004135436,0.002724878,579,amz_lib_1221_0832,999,999,C7 acid,529,599,1604.878049,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",657,660,NA,C15H30O4Si,302,myrc_ox_L_blob_560,895,896,1598
1128_1901_fb_add_blob_642,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,0.752324879,0.402861228,0.651568276,0.214019077,0.633378944,-0.02689995,0.416596483,0.437648684,-0.016163558,-0.239101648,-0.134786513,-0.208910702,0.003626563,0.003923507,0.003386438,642,amz_lib_1128_1901_fb_add,999,999,pinic acid 1,889,896,1692.121212,1692,"2-Oxooctanoic acid, TMS derivative",635,716,NA,C11H22O3Si,230,myrc_ox_L_blob_312,886,891,1689
1128_1901_fb_add_blob_591,11,26,12,dC14,pentaerythritol-C13,dC16,0.406118387,0.332605222,0.07688354,0.124196699,0.389499087,-0.017298508,0.407948966,0.070975826,0.059838761,-0.016171573,-0.022233762,0.051898616,0.00217545,0.003790097,0.000869758,591,amz_lib_1128_1901_fb_add,999,999,"hexadecanol, TMS",920,920,1989.261745,1989,"1-Hexadecanol, TMS derivative",924,930,1958,C19H42OSi,314,bcp_ox_L_blob_18,338,437,NA
1221_0832_blob_713,11,26,12,dC14,pentaerythritol-C13,dC16,0.551730904,0.461484238,0.428789909,0.411288706,0.627943686,0.078608927,0.212315455,-0.141759672,0.155180649,0.546457565,0.752505647,0.573671575,0.004244165,0.003559858,0.004797533,713,amz_lib_1221_0832,999,999,mannosan,704,721,1700,1706,"2-Deoxypentofuranose, 3TMS derivative",703,727,NA,C14H34O4Si3,350,myrc_ox_L_blob_709,673,694,1709
1221_0832_blob_100,25,11,4,methoxyphenol-d3,dC14,"d-C10 acid, TMS",0.434484484,0.530069105,0.418775069,-0.087894301,0.258064462,-0.160674387,0.347054559,0.19708558,0.158182937,-0.056746188,-0.168450858,-0.22622833,0.002556242,0.003476923,0.001811728,100,amz_lib_1221_0832,999,999,phthalic acid,908,908,1714.634146,1714,tert-Butylpentamethyldisiloxane,679,784,NA,C9H24OSi2,204,limonox_S_blob_633,597,645,NA
Blob with BlobID = 7,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,-0.475282151,-0.546432721,-0.207689201,-0.729697242,-0.63976495,-0.823738065,NA,NA,NA,NA,NA,NA,0.001551955,0.003471136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202_1412_blob_738,11,26,12,dC14,pentaerythritol-C13,dC16,0.400625949,0.398758432,0.353035474,0.19792319,0.46205573,-0.001704569,0.338006209,0.539550271,0.233512416,0.0686065,0.120454136,0.091571612,0.001624886,0.003359698,0.000222021,738,amz_lib_1202_1412,999,999,C7 acid,400,545,1902.013423,NA,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",672,714,NA,C14H31BO6Si2,362,limonox_S_blob_725,634,721,1893
1221_0832_blob_572,1,7,3,4-methoxy-benzaldehyde,d-C6diacid,d-anthraquinone,0.667782341,0.354501253,0.648555497,0.216531431,0.592691916,0.025508746,0.393028186,0.453828414,0.085941977,-0.101513855,-0.03766598,-0.118167143,0.003663282,0.003270065,0.003981259,572,amz_lib_1221_0832,999,999,MBTCA,554,561,1776.829268,1776,"3-Butenoic acid, 3-(trimethylsiloxy)-, trimethylsilyl ester",759,807,NA,C10H22O3Si2,246,myrc_ox_L_blob_727,572,600,1774
1221_0832_blob_565,25,7,4,methoxyphenol-d3,d-C6diacid,"d-C10 acid, TMS",0.302379831,0.306313726,0.205287774,-0.243457119,-0.056765275,-0.238154903,0.451262497,0.301274966,0.021612366,0.229655259,0.315396645,-0.223332882,0.001476488,0.003249766,4.25E-05,565,amz_lib_1221_0832,999,999,C7 acid,453,472,1590.10989,NA,"Diethanolamine, 2TMS derivative",705,754,NA,C10H27NO2Si2,249,myrc_ox_L_blob_622,523,526,1592
1202_1412_blob_601,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.540960964,0.474105122,0.374630617,0.487541525,0.648750968,0.121407027,0.019614005,-0.258452038,0.058878118,0.572307098,0.82579245,0.562087009,0.004391956,0.003234581,0.005327873,601,amz_lib_1202_1412,999,999,levoglucosan,657,738,1738.181818,1726,"ﬂ-Arabinopyranose, 4MS derivative",749,788,NA,C17H42O5Si4,438,apin_ox_L_blob_553,577,619,1726
1221_0832_blob_746,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,0.812650881,0.514107974,0.453175377,0.321692741,0.700450992,0.09562254,0.589407464,0.434221504,-0.00264172,-0.062799355,-0.088454817,-0.121414881,0.001839766,0.003148598,0.000781374,746,amz_lib_1221_0832,999,999,farnesol,597,622,1826.845638,1832,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",625,647,NA,C18H34OSi,294,limonox_S_blob_871,676,701,1824
1221_0832_blob_642,1,25,7,4-methoxy-benzaldehyde,methoxyphenol-d3,d-C6diacid,0.835417047,0.457330136,0.568655513,0.216426053,0.580341724,-0.03688575,0.526904928,0.396349365,0.092315978,-0.104234864,-0.089851527,-0.151998223,0.003763296,0.003139544,0.004267695,642,amz_lib_1221_0832,999,999,C7 acid,438,523,1813.422819,NA,"Diethylmalonic acid, 2TMS derivative",687,729,NA,C13H28O4Si2,304,apin_ox_L_blob_540,747,749,1816
1221_0832_blob_829,1,25,7,4-methoxy-benzaldehyde,methoxyphenol-d3,d-C6diacid,0.847566914,0.333927041,0.487588091,0.394206225,0.672975092,0.127876298,0.114469019,0.348795755,0.291208018,-0.165587059,-0.070986926,-0.029661352,0.001653927,0.003137943,0.00045387,829,amz_lib_1221_0832,999,999,C9 Diacid (azelaic acid),451,479,1821.47651,1822,Bis(1-chloro-2-propyl)(3-chloro-1-propyl)phosphate,560,634,NA,C9H18Cl3O4P,326,myrc_ox_L_blob_801,546,594,1819
1221_0832_blob_643,1,7,3,4-methoxy-benzaldehyde,d-C6diacid,d-anthraquinone,0.764759521,0.340557771,0.524345082,0.318463852,0.601873373,0.02226733,0.30405508,0.382728739,0.00927097,-0.092435209,-0.014727002,-0.135170749,0.002749965,0.003127774,0.002444448,643,amz_lib_1221_0832,999,999,C7 acid,397,499,1809.395973,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",580,599,NA,C15H30O4Si,302,limonox_L_blob_620,842,844,1808
1129_1334_blob_627,25,11,4,methoxyphenol-d3,dC14,"d-C10 acid, TMS",0.1966718,0.28916471,0.13708182,0.764611362,0.466790213,0.428941033,0.06120263,-0.433324754,0.162274804,0.844379636,0.960055773,0.843376677,0.011641493,0.003050358,0.018588756,627,amz_lib_1129_1334,999,999,levoglucosan,626,637,1729.69697,1726,"ﬂ-D-Galactopyranoside, methyl 2,4,6-tris-O-(trimethylsilyl)-, acetate",736,804,NA,C18H40O7Si3,452,myrc_ox_L_blob_547,583,597,1723
1129_1334_blob_996,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.548112119,0.376560594,0.513854897,0.01410692,0.273194813,-0.060931449,0.738542532,0.635433522,0.287541163,0.417941104,0.433350134,0.006450728,0.001398866,0.003007428,9.81E-05,996,amz_lib_1129_1334,999,999,C7 acid,455,582,1873.825503,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",746,800,NA,C13H26BNO6Si,331,limonox_S_blob_649,631,697,1868
1221_0832_blob_663,1,7,25,4-methoxy-benzaldehyde,d-C6diacid,methoxyphenol-d3,0.75975009,0.497477238,0.650954676,0.162868918,0.515231506,-0.040571914,0.323159838,0.444131525,0.014291931,-0.162822038,-0.065064287,-0.158208266,0.002589094,0.003000684,0.00225626,663,amz_lib_1221_0832,999,999,C7 acid,531,589,1698.780488,NA,"5-Trimethylsilyloxy-5-methylhexanoic acid, trimethylsilyl ester",684,739,NA,C13H30O3Si2,290,myrc_ox_L_blob_709,609,637,1709
1202_1412_blob_573,11,26,12,dC14,pentaerythritol-C13,dC16,0.798871173,0.587213571,0.118039577,-0.074388224,0.19918119,-0.14064948,0.589121286,0.331848223,0.093529779,0.082124404,0.107504573,0.049619219,0.002242693,0.002802426,0.001790062,573,amz_lib_1202_1412,999,999,C7 acid,407,543,1554.098361,NA,"Propanetriol, 2-methyl-, tris-O-(trimethylsilyl)-",755,824,NA,C13H34O3Si3,322,myrc_ox_L_blob_584,495,549,1567
1221_0832_blob_953,25,7,1,methoxyphenol-d3,d-C6diacid,4-methoxy-benzaldehyde,0.536223662,0.38492618,0.504603519,0.213905238,0.604237567,0.064416414,0.532173072,0.222020032,0.201986429,-0.138458976,-0.14289352,-0.20883878,0.001693277,0.002774616,0.000818846,953,amz_lib_1221_0832,999,999,"beta-nocaryophyllonic acid, TMS",761,763,1986.577181,1985,"1b,4a-Epoxy-2H-cyclopenta[3,4]cyclopropa[8,9]cycloundec[1,2-b]oxiren-5(6H)-one, 7-(acetyloxy)decahydro-2,9,10-trihydroxy-3,6,8,8,10a-pentamethyl-",615,615,NA,C22H32O8,424,limonox_S_blob_788,498,537,1989
1221_0832_blob_688,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.561156883,0.450943083,0.377168261,0.519610969,0.690921464,0.1175657,0.234629389,-0.040767459,0.037386255,0.206748632,0.49364054,0.263702977,0.002361245,0.00267479,0.002107696,688,amz_lib_1221_0832,999,999,C7 acid,415,505,1796.341463,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",631,651,NA,C13H27Cl3O4Si2,408,myrc_ox_L_blob_801,572,695,1819
1202_1412_blob_642,11,26,12,dC14,pentaerythritol-C13,dC16,0.766419663,0.676378184,0.342234238,0.310777185,0.5540312,0.35328246,0.508212825,0.262487904,0.191098895,-0.055706147,-0.040046682,-0.060126658,0.002101713,0.002627024,0.001676917,642,amz_lib_1202_1412,999,999,C13 acid,721,781,1776.969697,1776,"10,12-Docosadiynedioic acid, 2TMS derivative",656,659,NA,C28H50O4Si2,506,myrc_ox_L_blob_727,612,663,1774
1221_0832_blob_8,11,26,12,dC14,pentaerythritol-C13,dC16,0.854522769,0.635248204,-0.003487645,-0.22579984,0.00863066,-0.343340811,-0.358175408,-0.143350573,0.366688812,0.830368314,0.457837466,0.085443542,0.00120082,0.002624777,4.93E-05,8,amz_lib_1221_0832,999,999,C7 acid,469,480,1786.585366,NA,"Methyl 2,2-dimethyl-3,6,9,12-tetraoxa-2-silatetradecan-14-oate",822,825,NA,C12H26O6Si,294,myrc_ox_L_blob_562,497,507,1792
1221_0832_blob_564,11,26,12,dC14,pentaerythritol-C13,dC16,0.624517568,0.395393937,0.571321874,0.173624208,0.706565628,-0.024053559,0.483582272,0.438927848,0.421794215,0.318044127,0.194519147,0.223424697,0.00400955,0.00255869,0.005182795,564,amz_lib_1221_0832,999,999,"beta-caryophyllonic acid, TMS",400,402,1934.228188,1931,4-Propylacridine,625,661,NA,C16H15N,221,apin_ox_S_blob_592,413,556,NA
1221_0832_blob_641,1,3,7,4-methoxy-benzaldehyde,d-anthraquinone,d-C6diacid,0.911593298,0.525136329,0.47178743,0.282562967,0.639450472,0.073332188,0.46730862,0.349889133,-0.003649362,-0.110465206,-0.043010185,-0.115440722,0.002506918,0.002528201,0.002489708,641,amz_lib_1221_0832,999,999,C7 acid,391,461,1963.758389,NA,"Undecanoic acid, bromomethyldimethylsilyl ester",570,588,NA,C14H29BrO2Si,336,limonox_L_blob_546,855,856,1963
1128_1901_blob_742,25,7,4,methoxyphenol-d3,d-C6diacid,"d-C10 acid, TMS",0.764612609,0.302291992,0.439515224,0.202867332,0.442866892,-0.093392918,0.075460668,0.314373724,0.259789257,-0.089668387,0.032135503,0.05558657,0.00195288,0.002519595,0.001494603,742,amz_lib_1128_1901,999,999,C29,0,499,1632.727273,2955,"1,4-Dioxaspiro[5,5]undecan-3-one",629,672,NA,C9H14O3,170,limonox_L_blob_689,827,847,1628
1221_0832_blob_618,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,0.559343624,0.227938079,0.406094496,-0.034720118,0.152620041,-0.438229101,0.631969003,-0.055272872,-0.344266754,-0.232045094,-0.197391033,-0.35768319,0.00182671,0.002489248,0.001290945,618,amz_lib_1221_0832,999,999,C7 acid,476,578,1879.194631,NA,"a-D-Glucopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",668,715,NA,C14H31BO6Si2,362,limonox_S_blob_649,575,619,1868
