Compound.Name,Rownum,sum_rawvol,sum_ISrawnormvol,sum_ISnormnormvol,n_occur,cumsum_raw,cumsum_ISrawnorm,num_pct,cumsum_ISnormnorm.x,pct_occur,raw_cumsum,ISrawnorm_cumsum,cumsum_ISnormnorm.y,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,A1,BB1,BB2,BB3,BB4,BB5,ISOP1,ISOP2,ISOP3,MT1,MT2,MT3,SQT1,SQT2,SQT3,SQT4,SQT5,man_cat1,man_cat1_alternate,man_cat1_certainty,man_cat1_notes,LRI_avg,RI2,relative_LRI,relative_LRI2,identifiable,count,pct_count,pct_normvol
1202_0046_blob_561,28,201219.6735,0.364858828,3912.996271,21,0.00488843,0.005319726,0.021132075,0.005319726,0.388888889,0.558484364,0.558857442,0.002185631,0.162783005,0.438017384,0.025422201,0.325719202,0.376177152,0.221407603,NA,NA,NA,NA,NA,NA,C7 acid,387,503,1800,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",659,718,NA,C16H37BO6Si3,myrc_ox_L_blob_714,600,644,1804,0.545158681,0.694571434,NA,0.887309467,0.845370758,0.675442251,0.118324087,0.16314143,0.297973179,0.309825202,0.200480016,0.604988952,NA,0.838003389,0.281210228,0.80756216,0.606177201,BB,SQ,L,"not great with BB ams but good BB3 and BB4 corr, good SQ corr too",1800.575696,0.703863343,0.776489038,0.832731943,FALSE,1,0.00245098,0.083279309
Blob with BlobID = 7,35,142880.3915,0.129063085,1384.161026,7,0.003471136,0.00188177,0.026415094,0.00188177,0.12962963,0.585177446,0.583882152,0.001551955,-0.475282151,-0.546432721,-0.207689201,-0.729697242,-0.63976495,-0.823738065,NA,NA,NA,NA,NA,NA,mannosan,329,493,1673.170732,NA,"Bis(tert-butyldimethylsilyl) 2,3-bis((tert-butyldimethylsilyl)thio)succinate",608,698,NA,C28H62O4S2Si4,NA,NA,0,-0.771455103,NA,1,-0.768642901,-0.611423326,-0.825884796,-0.825473151,-0.984475074,-0.447748507,-0.773114315,0,NA,0,-0.848644286,0.018956865,-0.150349255,NA,NA,NA,not in iop1,NA,NA,1672.980678,0.38492199,0.721464341,0.455396406,FALSE,1,0.00245098,0.029458749
1202_1412_blob_602,59,99179.05556,0.155042403,1662.781046,16,0.002409456,0.002260554,0.044528302,0.002260554,0.296296296,0.653187262,0.651607462,0.001077275,0.61097632,0.169836581,0.30859412,0.812726635,0.54219543,0.471824965,NA,NA,NA,NA,NA,NA,C7 acid,401,452,1789.090909,NA,2-Keto-3-methylvaleric acid eo-tms pk1,569,637,NA,C11H23NO3Si,myrc_ox_L_blob_562,494,524,1792,-0.39958782,0.828844173,NA,0.54620857,0.63714052,0.523913197,0.545682318,0.344093702,0.388436816,0.285593001,0.122400289,0.138716496,NA,0.867971626,0.619958653,0.57892811,0.345412069,NYC,NA,NA,NA,1789.046563,0.366271015,0.771517159,0.43333067,FALSE,1,0.00245098,0.035388548
1221_0832_blob_19,79,81862.1459,0.133392411,1430.591689,10,0.001988759,0.001944892,0.059622642,0.001944892,0.185185185,0.69590181,0.695426009,0.00088918,0.766694576,0.704112838,-0.105498744,0.086898595,-0.087168994,-0.424481057,NA,NA,NA,NA,NA,NA,threitol,542,545,1524.175824,1521,"Triethylene glycol, 2TMS derivative",870,878,1489,C12H30O4Si2,myrc_ox_L_blob_571,594,603,1525,0.654865252,0.424819812,NA,0,-1,0.635067908,0.805713123,0.855089275,0.711709906,0.793890244,0.612707179,0.675869736,NA,0,0.475180266,0.63638983,0.425335762,NYC,NA,NA,NA,1524.111859,0.11696556,0.657265426,0.138380495,TRUE,1,0.00245098,0.030446921
1202_1412_blob_1431,100,61408.7422,0.100298729,1075.672343,50,0.001491864,0.001462379,0.075471698,0.001462379,0.925925926,0.731931322,0.730324374,0.000667017,0.704902797,0.399986818,0.516838215,0.437497118,0.725171871,0.109546543,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",579,676,2051.851852,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",728,788,NA,C13H26BNO6Si,limonox_S_blob_701,432,560,NA,0.325356169,0.7424714,NA,0.152839078,0.389140111,0.801694362,0.584517969,0.490384078,0.422598756,0.730859828,0.607669573,0.344713056,NA,0.725384497,0.762565046,0.519242017,0.790019225,NYC,NA,NA,NA,2054.102507,0.137036493,0.885821176,0.162126166,FALSE,1,0.00245098,0.022893262
1202_0046_blob_1379,130,45992.55545,0.074788543,802.0836251,51,0.001117343,0.001090434,0.098113208,0.001090434,0.944444444,0.770815381,0.76859231,0.000499567,0.703015464,0.450841197,0.376932932,0.400578311,0.700018911,0.134640981,NA,NA,NA,NA,NA,NA,C7 acid,421,535,2029.411765,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",704,752,NA,C13H26BNO6Si,limonox_S_blob_687,427,580,NA,0.03218429,0.780570344,NA,0.104310308,0.323748301,0.794762949,0.585689788,0.497573148,0.418492417,0.704121561,0.486177737,-0.048145901,NA,0.88478195,0.698765477,0.570826396,0.865344061,NYC,NA,NA,NA,2028.968846,0.16687736,0.874982413,0.197430524,FALSE,1,0.00245098,0.017070543
1202_1412_blob_1443,154,40431.83588,0.068673742,736.5042959,42,0.000982251,0.001001279,0.116226415,0.001001279,0.777777778,0.795767576,0.794078802,0.000439167,0.810157802,0.499502077,0.511770309,0.227044453,0.618321242,0.182582647,NA,NA,NA,NA,NA,NA,C12 diacid,454,532,2112.592593,2120,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",710,777,NA,C13H26BNO6Si,limonox_S_blob_687,449,641,NA,0.462357976,0.548795886,NA,0.307129179,0.342948782,0.716502322,0.675332701,0.643259884,0.58482112,0.766375403,0.67007021,0.353481505,NA,0.626764812,0.725155433,0.803858325,0.754465731,NYC,NA,NA,NA,2114.858907,0.137023413,0.912022062,0.162110691,FALSE,1,0.00245098,0.015674834
1202_1412_blob_1251,155,40269.55827,0.064277176,689.3525093,49,0.000978309,0.000937176,0.116981132,0.000937176,0.907407407,0.796745885,0.795015978,0.000437405,0.570979375,0.549558906,0.235743804,0.318700445,0.436838192,0.417084938,NA,NA,NA,NA,NA,NA,FAME18 (Methyl Stearate),487,624,2161.481481,2161,"Butanoic acid, 1a,2,5,5a,6,9,10,10a-octahydro-5a-hydroxy-4-(hydroxymethyl)-1,1,7,9-tetramethyl-6,11-dioxo-1H-2,8a-methanocyclopenta[a]cyclopropa[e]cyclodecen-5-yl ester, [1aR-(1aa,2a,5<df>,5a<df>,8aa,9a,10aa)]-",631,632,NA,C24H32O6,apin_ox_S_blob_592,397,518,NA,-0.122555768,0.578549384,NA,0.082352869,0.205769471,0.583065749,0.508234898,0.412304372,0.233691671,0.526939833,0.434351423,-0.220136517,NA,0.742480599,0.393846604,0.465181161,0.628710787,NYC,NA,NA,NA,2161.603006,0.166602016,0.932180215,0.197104768,FALSE,1,0.00245098,0.014671315
1202_1412_blob_1098,168,36891.485,0.062766461,673.1505715,46,0.000896242,0.00091515,0.126792453,0.00091515,0.851851852,0.808951413,0.80717188,0.000400712,0.574026361,0.647067412,0.247661202,0.211790123,0.364747678,0.067472335,NA,NA,NA,NA,NA,NA,"beta-caryophyllonic acid, TMS",518,627,1919.463087,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",732,759,NA,C13H26BNO6Si,limonox_S_blob_847,603,673,1925,0.763928373,0.548020349,NA,0.684843332,0.686711072,0.684222453,0.622526208,0.592867879,0.632562625,0.534465656,0.498610837,0.760946985,NA,0.441244121,0.437824437,0.218679097,0.460631594,NYC,NA,NA,NA,1918.493473,0.11538406,0.827340475,0.136509442,FALSE,1,0.00245098,0.014326493
1202_1412_blob_615,171,36383.15029,0.054595162,585.5159532,6,0.000883892,0.00079601,0.129056604,0.00079601,0.111111111,0.811611755,0.809930013,0.000395191,0.320786091,-0.342695526,0.080257273,0.98475716,0.237082797,0.569551467,NA,NA,NA,NA,NA,NA,C7 acid,391,429,1791.515152,NA,"<df>-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",615,632,NA,C12H27BO5Si2,apin_ox_S_blob_590,480,498,1795,-0.826551758,0.840304471,NA,-0.119300577,0.775108231,0.277126364,0.358433786,-0.073100135,-0.329010096,0.030971567,-0.288986179,1,NA,0.169152448,0.499231022,0.266910844,-0.463443088,NYC,NA,NA,NA,1791.463415,0.395119255,0.772559414,0.467460663,FALSE,1,0.00245098,0.012461388
1202_1412_blob_1341,177,34008.02132,0.055737432,597.7664465,46,0.000826191,0.000812665,0.133584906,0.000812665,0.851851852,0.816692994,0.815226432,0.000369392,0.627720238,0.458293181,0.595742447,0.324149185,0.65355723,0.054763544,NA,NA,NA,NA,NA,NA,"beta-nocaryophyllinic acid, TMS",443,567,2142.222222,2127,"<df>-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",702,735,NA,C17H37BO6Si2,limonox_S_blob_905,479,716,2120,0.065119816,0.629716887,NA,-0.066130832,0.224505388,0.764142591,0.489864366,0.440260175,0.245083246,0.759838992,0.567475586,-0.181151675,NA,0.75934128,0.607048553,0.578851196,0.859963897,NYC,NA,NA,NA,2141.821876,0.336110398,0.923649704,0.39764802,FALSE,1,0.00245098,0.012722112
1202_0046_blob_1341,185,32846.1885,0.054227982,581.5780628,41,0.000797965,0.000790657,0.139622642,0.000790657,0.759259259,0.823151121,0.821607731,0.000356773,0.632250429,0.49649623,0.578094124,0.372423807,0.677687075,0.172134806,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",575,643,2066.176471,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",702,758,NA,C13H26BNO6Si,limonox_S_blob_583,439,559,2078,0.657494296,0.663041834,NA,0.586444661,0.535568724,0.854754305,0.57395352,0.503521448,0.479746182,0.749401573,0.672828538,0.508315198,NA,0.526143711,0.780356395,0.790153589,0.763204816,NYC,NA,NA,NA,2066.174611,0.285440385,0.891027209,0.33770096,FALSE,1,0.00245098,0.012377579
1129_1334_blob_965,197,29913.56838,0.049703894,533.0586437,30,0.00072672,0.000724694,0.148679245,0.000724694,0.555555556,0.832386044,0.831109455,0.000324919,0.593213689,0.695047253,0.490346989,0.251304197,0.482493989,0.156709233,NA,NA,NA,NA,NA,NA,mannosan,497,537,1701.818182,1706,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",687,729,NA,C14H30O2Si2,myrc_ox_L_blob_871,646,688,1696,0.543820855,0.490275947,NA,0.235090732,0.455302274,0.691431571,0.635160991,0.637964137,0.573006434,0.718171756,0.725484956,0.455525892,NA,0.744799749,0.506269406,0.375342575,0.721311206,NYC,NA,NA,NA,1700.932251,0.584438598,0.733518313,0.691442016,FALSE,1,0.00245098,0.011344952
1129_1334_blob_1233,203,29127.91622,0.044389242,476.0606695,41,0.000707634,0.000647205,0.153207547,0.000647205,0.759259259,0.836681702,0.835480983,0.000316385,0.388993657,0.297681627,0.014347062,0.526959478,0.488158267,0.103714019,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",537,628,2068.148148,2060,"1-Naphthalenepentanol, decahydro-5-(hydroxymethyl)-5,8a-dimethyl-t,2-bis(methylene)-, (1a,4a<df>,5a,8aa)-",674,755,NA,C20H34O2,bcp_ox_L_blob_758,568,634,2075,-0.230198596,0.661471282,NA,-0.003100269,0.188246285,0.51838516,0.290874077,0.175176582,0.222340933,0.307420925,0.097277934,-0.162112407,NA,0.786871111,0.020422446,0.565168322,0.602424873,NYC,NA,NA,NA,2067.927809,0.22660483,0.891783266,0.268093348,FALSE,1,0.00245098,0.010131879
1202_1412_blob_1529,204,29033.97607,0.04839421,519.0126969,42,0.000705351,0.000705599,0.153962264,0.000705599,0.777777778,0.837387053,0.836186582,0.000315365,0.515648116,0.532605838,0.43217393,0.291243259,0.5584598,0.158721819,NA,NA,NA,NA,NA,NA,C7 acid,416,559,2091.851852,NA,"<df>-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",685,738,NA,C14H31BO6Si2,limonox_S_blob_583,467,611,2078,0.784581474,0.591622788,NA,0.501810184,0.644888599,0.818785258,0.586797014,0.572671114,0.546860462,0.622873945,0.646270955,0.703629782,NA,0.36771643,0.58270729,0.688076349,0.685503457,NYC,NA,NA,NA,2090.111754,0.07716133,0.901349979,0.091288607,FALSE,1,0.00245098,0.011046016
1128_1901_blob_34,220,26599.03836,0.048952358,524.9986517,1,0.000646197,0.000713737,0.166037736,0.000713737,0.018518519,0.848187249,0.847106681,0.000288917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,555,628,2011.764706,NA,"Palmitelaidic acid, TMS derivative",870,880,NA,C19H38O2Si,bcp_ox_L_blob_18,564,640,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,NA,NA,NA,2011.764706,0.176614842,0.867563216,0.208950817,TRUE,1,0.00245098,0.011173413
1129_1334_blob_1274,228,25705.16952,0.044107798,473.0422673,28,0.000624481,0.000643102,0.172075472,0.000643102,0.518518519,0.853235887,0.852308344,0.000279207,0.388460018,0.43854444,0.395168434,0.055347293,0.404421327,-0.008599717,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",457,667,2041.481481,2060,"<df>-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",746,781,NA,C14H31BO6Si2,limonox_S_blob_687,440,593,NA,0.454824266,0.439123195,NA,0.332619886,0.218133434,0.564233173,0.309725591,0.233373195,0.198748943,0.405370708,0.344384608,0.276430583,NA,0.373400258,0.601129418,0.630100391,0.502211878,NYC,NA,NA,NA,2039.723778,0.20671236,0.879620423,0.244558815,FALSE,1,0.00245098,0.010067639
1202_1412_blob_1392,237,24936.43567,0.042981465,460.9627067,29,0.000605806,0.00062668,0.178867925,0.00062668,0.537037037,0.858768697,0.857899113,0.000270857,0.42234334,0.367836144,0.412308629,0.030712942,0.461287953,0.19103074,NA,NA,NA,NA,NA,NA,beta-nocaryophyllone aldehyde,418,493,1758.787879,1757,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",729,752,NA,C13H26BNO6Si,limonox_S_blob_888,622,711,1750,0.350577133,0.287354557,NA,0.053077838,0.022163509,0.433327809,0.284942376,0.1993059,0.146470612,0.455719974,0.464938447,0.052294707,NA,0.199603874,0.618781437,0.713599301,0.568398535,NYC,NA,NA,NA,1757.154098,0.225984601,0.757763697,0.267359563,FALSE,1,0.00245098,0.009810553
1202_1412_blob_1339,248,23426.10481,0.035986143,385.940069,47,0.000569114,0.000524686,0.187169811,0.000524686,0.87037037,0.865237809,0.86457355,0.000254452,0.461358385,0.373090365,0.288789171,0.311649795,0.486369964,0.1142332,NA,NA,NA,NA,NA,NA,"beta-nocaryophyllinic acid, TMS",402,562,2146.666667,2127,"Acetic acid, 4,5-dihydroxy-10,13-dimethyl-3-oxohexadecahydrocyclopenta[a]phenanthren-17-yl ester",642,655,NA,C21H32O5,bcp_ox_L_blob_988,417,669,2192,0.151000882,0.599492879,NA,0.082873831,0.223881509,0.556995898,0.317878664,0.266319018,0.227303887,0.353174533,0.348973003,0.039531528,NA,0.736225694,0.403339661,0.60505684,0.722094914,NYC,NA,NA,NA,2146.959269,0.137152984,0.925865178,0.162263985,FALSE,1,0.00245098,0.008213865
1202_0046_blob_1218,258,22349.20948,0.039091275,419.2416443,36,0.000542952,0.00056996,0.194716981,0.00056996,0.666666667,0.870794174,0.870146512,0.000242755,0.791621709,0.442627301,0.321307973,0.219717256,0.577687787,0.19100516,NA,NA,NA,NA,NA,NA,C7 acid,406,534,2025,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",728,785,NA,C13H26BNO6Si,apin_ox_S_blob_592,431,604,NA,0.482216553,0.535619025,NA,0.162334607,0.19107957,0.644638042,0.668678248,0.611092976,0.580662684,0.662206103,0.544586965,0.47169587,NA,0.526174754,0.718094186,0.700303662,0.716540724,NYC,NA,NA,NA,2025.163173,0.137068339,0.873341236,0.162163842,FALSE,1,0.00245098,0.008922614
1128_1901_blob_1521,275,20450.20379,0.03218437,345.1672582,37,0.000496817,0.000469256,0.20754717,0.000469256,0.685185185,0.87954334,0.878745502,0.000222128,0.561757157,0.627851028,0.194508365,0.310062409,0.576458994,0.020596876,NA,NA,NA,NA,NA,NA,C7 acid,441,559,2135.294118,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",687,721,NA,C13H26BNO6Si,limonox_S_blob_687,435,569,NA,0.150674289,0.705082206,NA,0.432322329,0.463180083,0.750410209,0.538296121,0.422054993,0.335426461,0.56040751,0.448880479,-0.007140669,NA,0.625167741,0.528100006,0.30303794,0.654043531,NYC,NA,NA,NA,2136.528104,0.166314634,0.921366792,0.196764769,FALSE,1,0.00245098,0.007346107
1202_1412_blob_1607,277,20355.91571,0.033979876,364.4234917,38,0.000494527,0.000495434,0.209056604,0.000495434,0.703703704,0.880533954,0.879754399,0.000221104,0.660127854,0.241352622,0.500061898,0.23467008,0.655824474,0.167171921,NA,NA,NA,NA,NA,NA,C7 acid,442,566,2164.444444,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",734,776,NA,C13H26BNO6Si,limonox_S_blob_687,466,636,NA,0.205960417,0.501687059,NA,0.094644281,0.143603191,0.620540353,0.455808685,0.369369832,0.341332304,0.665626875,0.577691471,0.112363401,NA,0.528013309,0.69918931,0.782360933,0.663032334,NYC,NA,NA,NA,2162.764018,0.216039606,0.932680895,0.255593764,FALSE,1,0.00245098,0.007755933
1128_1901_blob_23,278,20346.41421,0.037445149,401.5874514,1,0.000494296,0.000545959,0.209811321,0.000545959,0.018518519,0.881028249,0.880300358,0.000221001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,566,634,1853.691275,NA,"9-Tetradecenoic acid, (E)-, TMS derivative",877,887,NA,C17H34O2Si,bcp_ox_L_blob_18,582,654,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,NA,NA,NA,1853.691275,0.176614842,0.799394859,0.208950817,TRUE,1,0.00245098,0.008546884
1202_1412_blob_1274,281,19848.32412,0.032069085,343.9308574,41,0.000482195,0.000467575,0.212075472,0.000467575,0.759259259,0.882480465,0.88159963,0.000215591,0.531641417,0.364556798,0.484027659,0.220154931,0.564006523,0.084281682,NA,NA,NA,NA,NA,NA,C7 acid,404,558,2007.407407,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",710,784,NA,C13H26BNO6Si,limonox_S_blob_788,457,624,1989,0.371624818,0.457645337,NA,-0.254568174,0.194401796,0.673380946,0.569640194,0.532320761,0.369956726,0.634963873,0.770162611,0.235237938,NA,0.343131731,0.478682293,0.442245019,0.715872159,NYC,NA,NA,NA,2007.73821,0.734483906,0.86582681,0.86895875,FALSE,1,0.00245098,0.007319793
1221_0832_blob_709,283,19685.08626,0.036228053,388.5344877,16,0.000478229,0.000528213,0.213584906,0.000528213,0.296296296,0.883438919,0.88259046,0.000213818,0.68873053,0.453655168,0.155781562,0.062989205,0.334696274,-0.144314613,NA,NA,NA,NA,NA,NA,C7 acid,429,511,1758.536585,NA,"Ethanol, 1-(methylenecyclopropyl)-1-(methylene-1-trimethylsilylcyclopropyl)-",666,759,NA,C13H22OSi,myrc_ox_L_blob_628,586,619,1764,0.72381828,0.378495213,NA,0.767489371,0.290985566,0.507573299,0.658633476,0.862355846,0.936256394,0.671488732,0.62911332,0.892646578,NA,0.976005903,0.444691673,0.884353798,0.810727977,NYC,NA,NA,NA,1757.490761,0.206377435,0.757908881,0.24416257,FALSE,1,0.00245098,0.008269081
1202_1412_blob_1471,286,19429.62915,0.032204184,345.3797493,41,0.000472023,0.000469544,0.215849057,0.000469544,0.759259259,0.884856448,0.883950028,0.000211043,0.614579713,0.358082184,0.457762057,0.233964314,0.644071777,0.213023083,NA,NA,NA,NA,NA,NA,C17 acid,412,553,2189.62963,2177,"a-D-Mannopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",618,729,NA,C17H37BO6Si2,limonox_S_blob_701,429,560,NA,0.216151579,0.573523091,NA,0.168035005,0.245874254,0.68970115,0.452510237,0.434177413,0.42108382,0.714868101,0.625190554,0.077475659,NA,0.447370234,0.61256371,0.775727852,0.739786509,NYC,NA,NA,NA,2189.599048,0.136916984,0.944253364,0.161984777,FALSE,1,0.00245098,0.00735063
1202_1412_blob_766,290,19315.81129,0.027935589,299.6004107,15,0.000469258,0.000407307,0.218867925,0.000407307,0.277777778,0.886737535,0.885889333,0.000209807,0.609250625,0.66487835,0.484914586,0.686496952,0.515418509,0.41168689,NA,NA,NA,NA,NA,NA,beta-nocaryophyllone aldehyde,898,900,1756.363636,1757,"2-Butyloxycarbonyloxy-1,1,10-trimethyl-6,9-epidioxydecalin",664,707,NA,C18H30O5,bcp_ox_L_blob_69,631,636,1748,-0.488987499,0.886494114,NA,0.78834669,0.707492475,0.787728378,0.562246102,0.522382839,0.608427501,0.533180189,0.254774531,-0.311522308,NA,1,0.889051806,0.57676304,0.904566851,NYC,NA,NA,NA,1756.025129,-0.3009492,0.757276835,-0.356049245,TRUE,1,0.00245098,0.00637632
1202_1412_blob_1780,294,18999.00007,0.029998066,321.7198343,41,0.000461562,0.000437379,0.221886792,0.000437379,0.759259259,0.888593947,0.887805748,0.000206366,0.684026263,0.310287076,0.27123293,0.360551467,0.637630565,0.237803764,NA,NA,NA,NA,NA,NA,C7 acid,405,541,2182.222222,NA,"a-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",673,676,NA,C27H52N2O10Si3,limonox_S_blob_701,413,529,NA,0.084129729,0.621660241,NA,0.021827497,0.243356294,0.605343878,0.520266731,0.48704477,0.496591765,0.505196346,0.447860066,0.184527182,NA,0.402226956,0.589144779,0.6020867,0.553495399,NYC,NA,NA,NA,2179.022495,0.425693655,0.93969228,0.503632854,FALSE,1,0.00245098,0.006847082
1128_1901_blob_860,298,18910.20449,0.025787645,276.5643882,21,0.000459404,0.00037599,0.22490566,0.00037599,0.388888889,0.89043582,0.889517251,0.000205401,0.394976494,0.273637877,-0.032669509,0.172705633,0.083952607,-0.027440565,NA,NA,NA,NA,NA,NA,C7 acid,406,476,1865.771812,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",650,662,NA,C13H26BNO6Si,limonox_S_blob_649,589,623,1868,-0.431102003,0.346895047,NA,0.672613208,0.349246174,0.28821089,0.397573416,0.266665038,0.275142474,0.462067338,0.310075431,-0.310735284,NA,0.955782775,0.067541717,0.266575051,0.291181575,NYC,NA,NA,NA,1866.090107,0.555166588,0.804741792,0.656810667,FALSE,1,0.00245098,0.00588605
1202_1412_blob_1505,303,18429.25171,0.029233262,313.5175465,47,0.00044772,0.000426228,0.228679245,0.000426228,0.87037037,0.892698408,0.89183826,0.000200177,0.573214578,0.530196447,0.339358917,0.238636042,0.535067197,0.044813889,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",611,674,2066.666667,2060,"10,12-Docosadiynedioic acid, 2TMS derivative",682,690,NA,C28H50O4Si2,limonox_S_blob_583,553,653,2078,0.24856792,0.616094505,NA,0.221124165,0.312618741,0.668930944,0.539110944,0.533971833,0.509311054,0.647103344,0.590647865,0.202864917,NA,0.425236159,0.634828889,0.448484878,0.651869148,NYC,NA,NA,NA,2067.608958,0.126785611,0.891645764,0.149998476,FALSE,1,0.00245098,0.006672515
1202_0046_blob_1561,308,18216.32139,0.032066215,343.9000835,33,0.000442547,0.000467533,0.23245283,0.000467533,0.611111111,0.894916303,0.893998462,0.000197864,0.51904871,0.286454311,0.266155587,0.236845252,0.537899308,0.169993595,NA,NA,NA,NA,NA,NA,C7 acid,421,571,2214.516129,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",704,757,NA,C13H26BNO6Si,limonox_S_blob_701,448,586,NA,0.166137053,0.506241325,NA,0.027919763,0.14722337,0.565640561,0.429075338,0.328616764,0.217463999,0.466504872,0.306089946,0.003717496,NA,0.207810904,0.607419631,0.438889865,0.541216393,NYC,NA,NA,NA,2216.145518,0.356057402,0.955701394,0.421247072,FALSE,1,0.00245098,0.007319138
1202_0046_blob_1456,314,17866.65742,0.029972598,321.4466932,38,0.000434053,0.000437007,0.236981132,0.000437007,0.703703704,0.897549614,0.896630419,0.000194066,0.662686461,0.578340746,0.214951629,-0.004987985,0.152458657,-0.03331863,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",537,662,2072.058824,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",697,754,NA,C13H26BNO6Si,limonox_S_blob_583,468,563,2078,0.603765095,0.175172312,NA,0.015504827,0.303890207,0.439607201,0.755780277,0.793330018,0.745293461,0.438946596,0.343289725,0.673345015,NA,0.310844192,0.309373062,0.639593122,0.267641986,NYC,NA,NA,NA,2070.185382,0.245409337,0.892756833,0.290340726,FALSE,1,0.00245098,0.006841269
1202_1412_blob_1348,317,17670.13273,0.024739896,265.3276079,30,0.000429278,0.000360713,0.239245283,0.000360713,0.555555556,0.898840687,0.897816027,0.000191931,0.602429731,0.260319956,0.521001903,0.358585543,0.623308319,0.391650334,NA,NA,NA,NA,NA,NA,C7 acid,394,516,2151.111111,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",634,646,NA,C28H50O4Si2,limonox_S_blob_701,412,532,NA,0.092020135,0.487398522,NA,-0.497095232,-0.013731171,0.646654392,0.452228673,0.304599736,0.148343481,0.637565567,0.544548425,-0.218719405,NA,0.668501409,0.720447444,0.420901988,0.754114545,NYC,NA,NA,NA,2150.799022,0.534912082,0.927521052,0.632847814,FALSE,1,0.00245098,0.0056469
