Compound.Name,anthrovol,bbvol,cluster_vol.z1,cluster_vol.z2,cluster_vol.z3,cluster_vol.z4,cluster_vol.z5,cluster_vol.z6,AMS_PMF_1_iepox,AMS_PMF_2_moooa,AMS_PMF_3_loooa,AMS_PMF_4_bboa,AMS_PMF_5_arom,AMS_PMF_6_hc,cluster,Assigned_Option_2
1221_0832_blob_1127,0.574191177,0.249135517,0.2854628,0.572435719,0.512397415,-0.103933271,0.172611058,0.139543396,0.414458277,0.32856035,0.590634366,-0.041271138,0.421165035,-0.07841757,NA,2a
1221_0832_blob_1123,0.023986593,-0.068425718,-0.050920446,-0.019369961,-0.071543953,0.451717483,0.413606094,0.250850342,-0.127159145,0.121668836,-0.014097306,-0.187111874,-0.174672435,0.081617793,NA,4
1221_0832_blob_1121,0.531450017,0.330728886,0.443299099,0.641858783,0.471673439,0.004905676,0.082938441,0.146995558,0.606880963,0.400906267,0.460322798,0.042313982,0.329682629,0.058243941,NA,2a
1221_0832_blob_1119,0.060278168,0.089190032,-0.045853137,0.072881191,0.05536713,0.430728396,0.236642239,0.247941804,-0.025504347,0.047770545,0.098185574,-0.041970848,-0.028422612,-0.084934944,NA,4
1221_0832_blob_1114,0.006704012,-0.010368982,-0.085535568,0.01805526,-0.064184957,0.315788338,0.27934851,0.10160019,-0.076713241,0.098680502,0.056805747,-0.153197579,-0.116719187,-0.107443593,NA,4
1221_0832_blob_1113,0.936198322,0.514947025,0.642853006,0.924104482,0.536104207,-0.273881533,0.021813243,-0.007017131,0.698293358,0.696781123,0.48654468,0.1333689,0.496266718,0.026335032,NA,2a
1221_0832_blob_1104,-0.253429602,-0.267125397,-0.123148568,-0.258949052,-0.210083042,0.514416158,0.215875613,0.100568234,-0.085087867,-0.058182409,-0.50384015,-0.306042534,-0.485392012,-0.018893773,NA,4
1221_0832_blob_1098,0.170291682,0.1571699,0.002582832,0.175322224,0.144785496,0.12406229,0.182803484,0.063296286,-0.005915668,0.159696554,0.165737084,-0.082915541,0.012303561,-0.106738194,NA,5
1221_0832_blob_1095,0.004073899,0.003386472,0.403326313,0.026223753,0.124540717,0.050501503,0.156211452,-0.00243902,0.010673457,0.094541839,-0.048203531,-0.179529049,-0.183053683,-0.163065044,NA,1
1221_0832_blob_1087,-0.227847684,-0.281053149,-0.195796458,-0.28870435,-0.185190802,0.154236699,0.252602115,0.158834999,-0.21792611,-0.227421722,-0.118748154,-0.250392729,-0.232181571,-0.171487616,NA,5
1221_0832_blob_1086,0.239478736,0.633052723,0.235654286,0.512518662,0.520674095,0.175224011,0.045559959,0.332373842,0.473467094,0.406711233,0.163099182,0.303367125,0.389404896,0.293737143,NA,2b
1221_0832_blob_1085,-0.21279223,-0.051315481,-0.178581602,-0.198012988,0.085658854,0.464992595,0.311061834,0.45547364,-0.178639974,-0.146021921,0.109308616,0.07179166,0.085254229,0.154701596,NA,4
1221_0832_blob_1084,0.814716757,0.40309754,0.521190623,0.814535551,0.602510595,-0.302829968,-0.039225855,-0.026597579,0.611706696,0.589131779,0.614851033,0.040789534,0.480778368,-0.014413144,2,2a
1221_0832_blob_1080,0.324024054,0.33969503,0.099004174,0.472672517,0.380265894,-0.043354989,0.105231534,0.174304139,0.388410914,0.224151687,0.407907215,0.061671336,0.392824952,0.011581731,NA,2b
1221_0832_blob_1076,-0.103529438,-0.191030486,-0.104286799,-0.170482568,-0.174653829,0.252659621,0.495011339,0.028694475,-0.186972285,-0.180590555,-0.138014542,-0.124839023,-0.182017485,-0.026476619,NA,5
1221_0832_blob_1073,0.330246111,0.374886651,0.210695308,0.504262282,0.294841405,0.007460764,0.091740621,0.180434803,0.499707482,0.393059534,0.111578659,0.175895349,0.194246941,0.029043121,NA,2b
1221_0832_blob_1066,-0.048875998,0.011567487,-0.133290053,-0.051008921,-0.04275241,0.633320778,0.441100283,0.340028429,-0.121911696,-0.001019296,0.044854628,-0.038427145,-0.131011219,0.08766442,NA,4
1221_0832_blob_1064,0.39606259,0.279907341,0.268883392,0.546160236,0.626511351,-0.028826445,0.142123587,0.267806008,0.561997362,0.247591089,0.615939268,0.078716025,0.505882844,0.037959067,NA,3
1221_0832_blob_1063,0.087870285,0.156685475,0.011105392,0.113383964,0.076540093,0.267388865,0.151888183,0.030414263,0.000915806,0.2689039,-0.018388163,-0.057214471,-0.039238293,-0.072843564,NA,4
1221_0832_blob_1058,0.453114878,0.708602087,0.343199222,0.751978639,0.77648937,-0.047729381,0.009354626,0.377274652,0.705908506,0.496161498,0.555837886,0.462284527,0.708671052,0.266414148,NA,3
1221_0832_blob_1054,0.352950354,0.307075829,0.459675197,0.515733678,0.441019581,-0.036795967,-0.038030932,0.15866977,0.574402352,0.298326506,0.298474499,-0.019381327,0.330077167,-0.040421641,NA,2a
1221_0832_blob_1051,0.155552345,0.346645757,0.077043087,0.339681997,0.130149668,0.322800892,0.082796539,0.234224931,0.407191478,0.312324124,0.004506009,0.217759541,0.176528363,0.258923711,NA,2b
1221_0832_blob_1036,0.731477848,0.664232714,0.488297042,0.847271935,0.705519866,-0.164864185,0.009455228,0.030040896,0.647206999,0.738409159,0.512310711,0.324449376,0.574787493,0.209733545,NA,2o
1221_0832_blob_1033,0.085514494,0.062219375,-0.043325716,0.086789599,-0.004644084,0.213382918,0.252363668,0.119679923,-0.044347645,0.134691741,0.094371577,-0.127036156,-0.003871498,-0.10232909,NA,5
1221_0832_blob_1032,0.895497463,0.448733674,0.66423878,0.925146314,0.466858653,-0.091185986,0.129133617,0.075698984,0.772245818,0.733991848,0.366928457,0.099320455,0.39884913,0.087527541,NA,2a
1221_0832_blob_1029,0.182088096,0.01084266,0.479634276,0.225323209,0.090965805,0.262151896,0.281155165,0.189881424,0.259181228,0.285233924,-0.06389543,-0.186686153,-0.066048283,0.069052577,NA,1
1221_0832_blob_1028,0.124269558,0.151860315,0.15044205,0.148212712,0.034070082,0.244927415,0.04244614,0.086946235,0.141973027,0.365647621,-0.13954353,0.015271359,-0.056203418,0.233768145,NA,4
1221_0832_blob_1026,-0.147376219,-0.147107393,-0.120887376,-0.183094264,-0.042047881,0.566394795,0.453514146,0.321157765,-0.178776741,-0.047987511,-0.036469338,-0.09535887,-0.164171701,-0.088815453,NA,4
1221_0832_blob_1022,-0.103634554,0.370466487,0.098139086,0.230777355,0.380202032,0.110274105,-0.168366353,0.247361166,0.457519575,0.078985022,0.287594239,0.440862394,0.334775368,0.223029268,NA,3
1221_0832_blob_1019,0.80789371,0.315960694,0.662300629,0.686284142,0.051928983,0.01152719,0.208690197,-0.051385611,0.483663875,0.69570801,-0.016141279,0.016044573,0.084359474,0.04956652,NA,2a
1221_0832_blob_1018,0.008169449,0.331500649,0.129044287,0.175947095,0.373063158,0.123681064,0.021517078,0.259081824,0.101495673,0.259991812,0.091338528,0.194360217,0.110713238,0.187360887,NA,3
1221_0832_blob_1014,-0.053793419,-0.207191855,-0.04307006,-0.106350536,-0.192065653,0.304639678,0.604755135,0.017945735,-0.129900484,-0.079258855,-0.112864622,-0.181763213,-0.23558404,-0.054194829,NA,5
1221_0832_blob_1009,-0.000967643,-0.038948268,-0.021945243,-0.087091653,-0.141326326,0.813976272,0.597816214,0.34669723,-0.195372273,0.173578391,-0.183019986,-0.075809779,-0.279465155,0.40948116,NA,4
1221_0832_blob_1000,0.747695166,0.459864855,0.542360891,0.848861477,0.38302362,-0.102039814,0.080013293,0.084317124,0.783773224,0.601330093,0.477781169,0.203763868,0.371363801,0.019717111,6,6
1221_0832_blob_100,1,0.379247349,0.650358384,0.865980385,0.363983764,-0.149302011,0.119667177,-0.063735232,0.62428926,0.718508959,0.349864162,0.005584229,0.330510008,0.007662866,2,2a
1216_0703_blob_849,0.008737483,0.008172066,-0.02579982,0.193319709,0.171139176,0.036757088,-0.039942511,0.134254238,0.332752065,0.032396679,0.027210944,-0.053059754,0.0472877,-0.043570678,NA,2a
1213_2145_blob_976,-0.072772264,0.624667303,-0.048367228,0.206346318,0.443245287,-0.22962402,-0.267163343,0.054980935,0.148226208,0.177905225,0.326317401,0.702857651,0.581883902,0.258691348,NA,2b
1213_2145_blob_965,-0.073115848,-0.125712895,-0.06394837,-0.11235489,-0.079487911,-0.025547692,-0.098140208,-0.152778923,-0.078416756,-0.146954986,-0.179974613,-0.121259986,-0.11550115,-0.088072738,NA,4
1213_2145_blob_956,0.318351267,0.057473125,0.475030743,0.433518384,0.161097682,-0.036653116,-0.068675156,0.118875214,0.586893064,0.20869636,0.040085843,-0.080977204,0.114700289,-0.054376832,NA,1
1213_2145_blob_954,0.419985956,0.180833968,0.114484537,0.493518167,0.434337934,-0.218868364,0.074051902,-0.061767801,0.474705002,0.262169519,0.523341099,0.07839332,0.392105287,-0.028174144,NA,2a
1213_2145_blob_925,0.604575848,0.41475479,0.427787515,0.59064477,0.280502149,-0.281059846,-0.031945991,-0.054305761,0.362706718,0.477346418,0.192899028,0.104532828,0.307835315,-0.03263076,NA,2a
1213_2145_blob_907,0.474651981,0.378142499,0.374877085,0.407423861,0.059288657,0.019300989,0.151454302,-0.055296814,0.164812862,0.562149084,-0.124923057,0.124191962,0.106188154,0.173541274,NA,2a
1213_2145_blob_906,0.690812055,0.148401422,0.432245152,0.477336156,-0.044485995,0.047924753,0.299391844,-0.158817536,0.235782203,0.58208828,-0.001131059,-0.013934581,-0.061417448,0.048863301,NA,2a
1213_2145_blob_894,0.203757618,0.493711909,0.115185966,0.498182098,0.437093777,-0.004499093,-0.053956609,0.347822097,0.545754907,0.265923152,0.181200122,0.250646768,0.431953218,0.213317314,NA,2b
1213_2145_blob_882,0.57300581,0.004541485,0.287939695,0.36971965,-0.091698189,-0.046193371,0.115668108,-0.177747613,0.229942817,0.361282683,0.119486211,-0.053850189,-0.093669337,-0.115839288,NA,2a
1213_2145_blob_874,0.690149752,0.393968456,0.259559347,0.687727967,0.585671995,-0.359197139,-0.086678298,-0.047989656,0.474999478,0.420111477,0.655563756,0.166738741,0.510260654,-0.016184872,NA,2a
1213_2145_blob_863,-0.045245542,0.693134857,-0.069268424,0.277447113,0.49245333,-0.317959094,-0.310785069,0.152589003,0.250263913,0.084436963,0.318809191,0.728873028,0.682797929,0.246149897,NA,2b
1213_2145_blob_846,0.211253092,0.160013297,0.177748692,0.46002777,0.33362437,0.056779531,-0.044953553,0.263640681,0.660929706,0.151574217,0.164726199,0.015321491,0.255867811,0.000433652,NA,2a
1213_2145_blob_816,0.182956593,0.632124485,0.142992703,0.42398408,0.313722448,-0.099750982,-0.162576344,0.243008498,0.372976505,0.299464837,0.065964417,0.465309841,0.470803083,0.1798833,NA,2b
1213_2145_blob_811,0.142424736,0.366164436,0.080458366,0.224975937,0.19396659,-0.205458044,-0.124134312,0.074149246,0.106230899,0.175635528,0.031824838,0.157124277,0.234926781,0.062849529,NA,2b
1213_2145_blob_805,0.89485774,0.382192104,0.662497272,0.837504449,0.261233123,-0.10276005,0.164898244,0.015688512,0.689486252,0.676219229,0.173623559,0.054044418,0.277863154,0.044893844,NA,2a
1213_2145_blob_804,0.128257125,0.087142903,0.02139842,0.092580064,0.257702294,-0.15143885,-0.092144258,-0.067196967,-0.048360902,0.099231078,0.183734249,-0.011073589,0.04124446,-0.066479898,NA,3
1213_2145_blob_787,0.48440477,-0.039464467,0.218880665,0.29920777,-0.100786172,-0.040374695,0.04644513,-0.164891,0.201356482,0.27702348,0.134263501,-0.065159765,-0.107288271,-0.108241109,NA,2a
1213_2145_blob_786,0.212616391,0.311939419,0.111154085,0.389736917,0.229962334,-0.005164283,0.093130837,-0.030853226,0.388844905,0.413188235,0.254055469,0.387045213,0.253679033,0.238170377,NA,2b
1213_2145_blob_760,0.112484532,0.074601497,0.018950469,0.075522958,0.256654469,-0.159669672,-0.110029757,-0.086524765,-0.062420274,0.11281209,0.165122911,-0.022900099,0.02563067,-0.06906422,NA,3
1213_2145_blob_732,-0.20441515,0.568898463,0.010724044,0.096960734,0.472857344,-0.351600834,-0.427024066,0.117893896,0.091252063,0.019627536,0.224678732,0.629957023,0.53131257,0.145910656,NA,2b
1213_2145_blob_686,0.606440865,0.43472082,0.33260263,0.750298511,0.753217683,-0.224380608,-0.044048446,0.114213492,0.649518824,0.478452065,0.585057658,0.079226389,0.554630109,-0.018386381,2,2o
1213_2145_blob_670,0.306797094,0.107958897,0.117042599,0.419363474,0.380265812,-0.103670415,0.158844745,0.093259877,0.400532947,0.211757549,0.319627382,-0.032929652,0.202395692,-0.051974619,NA,2a
1213_2145_blob_659,0.806369233,0.272139661,0.618178928,0.662847506,0.036611122,-0.137719397,0.077761409,-0.072063225,0.466279648,0.554234567,0.068664206,0.038148399,0.127565562,-0.081479629,NA,2a
1213_2145_blob_657,0.795705019,0.351677305,0.687918244,0.796047229,0.452361458,-0.249915444,0.009318129,-0.061137541,0.665078871,0.653226628,0.299960575,0.015334111,0.309610953,-0.119953299,NA,2a
1213_2145_blob_637,0.5770875,-0.019716973,0.364764763,0.403565484,-0.076202979,-0.029689103,0.144872114,-0.156009109,0.320355467,0.375934041,0.112858551,-0.087523427,-0.09843459,-0.122342567,NA,2a
1213_2145_blob_626,0.384777088,0.194971749,0.442438689,0.39374172,0.075201172,0.226897363,-0.007688503,0.260034676,0.433982945,0.377907412,-0.099448158,0.010199283,0.096043177,0.091973425,NA,1
1213_2145_blob_609,0.600238113,0.808731147,0.413284485,0.77486772,0.557354798,-0.284109258,-0.135438944,0.147890592,0.636483164,0.505195964,0.360360781,0.561181294,0.673148645,0.205905545,2,2b
1213_2145_blob_1604,0.142041871,0.13218839,0.153647275,0.162430277,0.107928231,0.324404411,0.157935774,-0.018993983,0.112536484,0.467054258,-0.199985177,-0.029539478,-0.093906272,0.250494067,NA,4
1213_2145_blob_1481,0.341035784,0.139075161,0.37292723,0.343601872,0.07994611,0.384611094,0.519385178,0.178851647,0.273157522,0.435841794,-0.025529486,-0.110716666,-0.027791117,0.027069598,NA,5
1213_2145_blob_1472,0.055147849,0.498426774,0.223864189,0.352820905,0.467390351,-0.125808639,0.018037325,0.252086725,0.350798589,0.244313331,0.123760586,0.362679128,0.383408885,0.14746451,NA,2b
1213_2145_blob_1370,0.372345543,0.447863712,0.235965839,0.636724485,0.517304427,-0.137348618,0.006797552,0.180532874,0.626911416,0.381218103,0.467925021,0.26030872,0.436545686,0.025760589,NA,2b
1213_2145_blob_1314,0.003867575,0.343702105,0.012168392,0.181991373,0.440653886,-0.078655973,-0.099315973,0.180485962,0.102465494,0.140903877,0.219427402,0.234913231,0.200516144,0.068573007,NA,3
1213_2145_blob_1291,0.225565688,0.37510214,0.22994673,0.48086079,0.272518684,-0.128886072,-0.039369726,0.08256249,0.582564933,0.300764896,0.205160056,0.426883918,0.488625148,0.130358606,NA,2b
1213_2145_blob_1287,0.058222228,-0.030481864,-0.00719998,0.097600289,-0.006686696,0.291847222,0.252268947,0.227600155,0.053058338,0.133350602,0.087298476,-0.180107728,-0.074384198,-0.134569111,NA,4
1213_2145_blob_1285,-0.134072035,-0.001308022,-0.129179104,-0.04942751,-0.078210366,-0.186233345,-0.134452135,-0.245277143,0.061377243,-0.122613079,0.317076023,0.179039338,0.129838405,-0.035096271,NA,2b
1213_2145_blob_1269,-0.030516877,0.226683937,-0.23660864,0.176837478,0.419811864,0.022437927,-0.002388339,0.191687148,0.293486355,-0.000631796,0.504635004,0.172999494,0.317983458,0.099761722,NA,3
1213_2145_blob_1263,0.590685329,0.21427657,0.296423652,0.570691947,0.425711369,-0.155427222,0.070253591,-0.074572614,0.37253595,0.407316089,0.596895701,-0.009922314,0.327704873,0.039692867,NA,2a
1213_2145_blob_1258,0.360248694,0.516183251,0.099496248,0.586363005,0.777578562,-0.26931096,-0.134722261,0.121998407,0.502087356,0.301719813,0.677522229,0.299088282,0.67769591,0.074078062,NA,3
1213_2145_blob_1254,0.464389454,0.050118599,0.408092919,0.353121054,0.081481872,0.301394432,0.435071291,0.200744934,0.146302785,0.4071051,0.080025155,-0.213008455,-0.115367742,-0.155541616,NA,2a
1213_2145_blob_1240,0.469045148,0.266455018,0.28855967,0.347841793,0.051120661,-0.138200461,-0.036184892,-0.04972403,0.103944159,0.302836494,0.01804438,0.121427449,0.157526318,-0.017729629,NA,2a
1213_2145_blob_1233,0.544990163,0.439108458,0.430560985,0.523199794,0.224295523,0.168700648,0.235392783,0.040580582,0.284697734,0.681137383,-0.086016351,0.097545423,0.142409272,0.223813283,NA,2a
1213_2145_blob_1229,0.743817565,0.378070902,0.641695609,0.650349879,0.090990727,-0.071485569,0.059232126,-0.023669558,0.446332843,0.628701865,-0.041344494,0.089298229,0.174680839,0.073082448,NA,2a
1213_2145_blob_1204,0.522064003,0.465850333,0.573555687,0.664680363,0.548330849,-0.223349065,-0.044707976,-0.002649113,0.5860131,0.551594091,0.253615524,0.093095393,0.450794554,0.105244099,2,2a
1213_2145_blob_1173,0.341372428,0.05873681,0.526416083,0.385296478,0.099625037,-0.055866485,-0.056949262,0.070018739,0.490367507,0.212060431,0.031526567,-0.064523912,0.103618258,-0.039845562,NA,1
1213_2145_blob_1159,0.83828337,0.460206445,0.575265219,0.759250709,0.250033552,-0.224652768,0.077287986,-0.003360266,0.553231634,0.589118973,0.192714183,0.154587552,0.355107103,0.001771475,NA,2a
1213_2145_blob_1113,0.123496405,0.130378568,-0.008340845,0.147866261,0.026947175,0.218544468,0.253240264,0.106215277,0.018763628,0.12683599,0.089235655,-0.087091391,-0.007869579,-0.084693057,NA,5
1213_2145_blob_1085,0.291553408,0.309049906,0.260819535,0.448610068,0.215426202,-0.191319553,-0.083016038,-0.04812852,0.501158111,0.298406119,0.350117801,0.396410985,0.336757025,0.031619089,NA,2b
1213_2145_blob_1063,0.341372428,0.05873681,0.526416083,0.385296478,0.099625037,-0.055866485,-0.056949262,0.070018739,0.490367507,0.212060431,0.031526567,-0.064523912,0.103618258,-0.039845562,NA,1
1213_2145_blob_1051,0.758673039,0.190557834,0.605962113,0.606761028,0.03850778,-0.144905794,-0.032451738,-0.078859719,0.453450853,0.466697102,0.099748469,0.010322004,0.108360837,-0.090763447,NA,2a
1213_2145_blob_1041,0.80911137,0.543958083,0.535857622,0.908750446,0.514205823,-0.25046593,-0.049550764,0.090494225,0.795884187,0.591717907,0.453867374,0.233906629,0.52224634,0.003702026,NA,2a
1213_2145_blob_1038,0.680692042,0.629100343,0.402487066,0.809748178,0.761677684,-0.30615928,-0.131668169,0.068424613,0.663136745,0.577797841,0.559782891,0.322800348,0.671674448,0.115942189,NA,2o
1213_2145_blob_1033,0.047360436,0.319112674,-0.05858269,0.267049841,0.422445658,-0.343576749,-0.202201903,-0.066733531,0.350575675,-0.017971024,0.669078873,0.406410141,0.562829778,0.092085699,NA,3
1213_2145_blob_1015,0.27169593,0.138906941,0.404256372,0.467117723,0.228213268,0.055846746,-0.09040181,0.217163372,0.686746072,0.204879508,0.038343133,-0.018970389,0.187890583,-0.017384961,NA,2a
1213_2145_blob_1004,0.402615056,0.111732967,0.514457843,0.510706988,0.167529949,0.010465287,-0.073075709,0.139814256,0.676701541,0.269683316,0.061606433,-0.044666524,0.147104044,-0.043603496,NA,1
1213_2145_blob_1000,0.437257642,0.143862486,0.49861549,0.58927741,0.266519857,0.029870743,0.172393455,0.173267675,0.713180979,0.344080764,0.124782621,-0.069041015,0.187934633,-0.056658792,NA,2a
1206_0924_blob_93,-0.138215299,0.544002385,-0.10104218,0.143251643,0.304460609,-0.284290898,-0.238802174,0.034430431,0.151329534,0.016230982,0.376320786,0.752001501,0.601536045,0.260288352,NA,2b
1206_0924_blob_87,-0.227200836,0.571217329,-0.175190783,0.029298967,0.131280741,-0.065786435,-0.193620599,0.273185687,-0.006491549,-0.159253078,0.099832478,0.675718458,0.329399229,0.571186558,NA,2b
1206_0924_blob_84,-0.097425761,0.278615015,-0.092567108,-0.000388756,-0.079362617,0.169307931,0.018571256,0.158302083,0.029021777,-0.12366507,0.055669512,0.481486315,0.016790629,0.635294917,NA,2b
1206_0924_blob_543,-0.073115848,-0.129003505,-0.058807425,-0.115420325,-0.126841239,-0.020665198,0.070322576,-0.083176721,-0.103848628,-0.109735119,-0.158684849,-0.069059958,-0.115281983,-0.088791348,NA,5
1206_0924_blob_541,-0.104257421,0.266576742,-0.074363568,0.040171543,0.164956777,-0.173673374,-0.148146242,-0.062183008,0.038261516,0.001687921,0.22378031,0.493953673,0.460934702,0.263529501,NA,2b
1206_0924_blob_514,0.070193264,0.35423359,0.071216063,0.185216943,0.034935309,-0.145067271,-0.073344313,0.119499853,0.141386878,0.123070537,-0.112930926,0.182433159,0.231701533,0.104653816,NA,2b
1206_0924_blob_493,-0.105019755,0.464738286,-0.074567477,0.11428717,0.207992787,-0.224754517,-0.188749797,0.040880193,0.110322502,-0.012529841,0.238196218,0.684197099,0.547998775,0.293069244,NA,2b
1206_0924_blob_47,0.056594655,0.322339679,0.05977248,0.161198409,0.01432243,-0.143255404,-0.060065191,0.102670361,0.120647625,0.102057454,-0.133354954,0.165613667,0.206119064,0.08747753,NA,2b
1206_0924_blob_467,-0.073115848,-0.129003505,-0.058807425,-0.115420325,-0.126841239,-0.020665198,0.070322576,-0.083176721,-0.103848628,-0.109735119,-0.158684849,-0.069059958,-0.115281983,-0.088791348,NA,5
1206_0924_blob_458,-0.073115848,0.098069596,-0.072090845,-0.010965439,0.070818401,-0.15143885,-0.117806958,-0.094395607,0.03949011,-0.06614673,0.289530543,0.174966381,0.209873006,0.033338401,NA,2b
1206_0924_blob_429,0.035860097,0.266605034,0.041868691,0.122281492,-0.014429503,-0.135407683,-0.039637915,0.07578691,0.087733804,0.069465661,-0.156315454,0.136380181,0.163371033,0.060684698,NA,2b
1206_0924_blob_416,-0.125772753,0.278579005,-0.106858308,0.030240847,0.135415185,-0.234001684,-0.192202239,-0.135193539,0.052569561,-0.00310685,0.324530168,0.560595536,0.487618439,0.223116858,NA,2b
1206_0924_blob_348,-0.112713118,0.317650678,-0.102171218,0.023627816,0.021205547,-0.142641173,-0.071741179,0.150918202,-0.01246367,-0.135661271,-0.024700554,0.307909937,0.049894082,-0.009920802,NA,2b
1206_0924_blob_300,-0.093574861,0.360808023,-0.08587485,0.055995297,0.059251232,-0.136561788,-0.073354042,0.195854091,0.0008993,-0.099126914,-0.005296425,0.303348382,0.064768501,0.00603555,NA,2b
1206_0924_blob_234,0.02976392,0.248894482,0.036519972,0.110411892,-0.022383843,-0.132152688,-0.033598563,0.067655046,0.077816176,0.059780569,-0.161540973,0.127116544,0.150105482,0.052694991,NA,2b
1206_0924_blob_211,-0.090479911,0.362915166,-0.082597107,0.062248831,0.069558004,-0.131497703,-0.079862578,0.185129305,0.021812199,-0.097945,0.025562823,0.351519078,0.097396742,0.022467963,NA,2b
1206_0924_blob_185,-0.066367557,0.174263965,-0.063449945,-0.007414051,-0.029297835,-0.100038381,-7.67E-05,0.163602111,-0.121111538,-0.058091263,-0.182135619,-0.123293895,-0.156216062,-0.092410458,NA,2b
1206_0924_blob_184,-0.221190904,0.331907447,-0.176776106,-0.060416001,-0.000800145,-0.141987416,-0.158154894,0.332098964,-0.139063955,-0.246243703,-0.10527319,0.333393607,0.033859578,0.165766115,NA,6
1206_0924_blob_102,-0.031552412,0.567138242,0.283950777,0.245305966,0.439301387,-0.267071459,-0.228006613,0.117672534,0.269200101,0.161988166,0.197915301,0.594685776,0.533576479,0.204214106,NA,2b
1206_0924_blob_101,-0.24133191,0.256268653,-0.203647943,-0.109347839,-0.095563741,-0.110297147,-0.119647629,0.336976103,-0.193536383,-0.336081171,-0.122263259,0.277108526,-0.023663347,0.160153374,NA,6
1205_0335_blob_1042,-0.094209115,0.475228194,-0.078853861,0.089020086,0.01750776,-0.207415193,-0.091935342,0.176148112,-0.003169763,-0.036488771,-0.10196058,0.320277843,0.172639327,0.178590046,NA,2b
1202_1412_blob_997,0.582986031,0.642900739,0.422763804,0.836396505,0.672358436,-0.293088271,-0.125619467,0.21454004,0.812127651,0.489209597,0.485725472,0.321571762,0.653135079,0.095082357,NA,2o
1202_1412_blob_994,-0.212899495,0.092314816,-0.279986458,-0.084492166,0.328324144,0.324494799,0.073935276,0.379951836,0.071553203,-0.11760502,0.229155808,0.217051597,0.203132433,0.149564575,NA,6
1202_1412_blob_990,-0.069953582,0.478042962,-0.006232371,0.227090268,0.345011177,0.189580476,0.036945353,0.50238035,0.342735993,0.066026705,-0.051705904,0.391907531,0.35369999,0.232120274,NA,6
1202_1412_blob_987,-0.349103737,0.038084291,-0.316691308,-0.229516267,0.291367225,0.119761787,0.005825909,0.414270941,-0.149844443,-0.2447469,0.192875846,0.149246863,0.186770232,0.017340721,3,3
1202_1412_blob_969,0.412642043,0.606038941,0.359008808,0.714383084,0.800966671,-0.180520393,-0.077030422,0.296933094,0.732252844,0.41642497,0.426295906,0.240735349,0.637486886,0.167017516,NA,3
1202_1412_blob_961,0.735902161,0.308634434,0.613587601,0.771007942,0.351435063,-0.202418497,0.120576982,0.083653113,0.701506614,0.50126077,0.260773565,0.033427927,0.342847908,-0.039122698,NA,2a
1202_1412_blob_954,0.244823802,0.129690505,0.020489867,0.158390236,0.214247095,-0.100885839,-0.067736263,-0.075490066,0.200158696,0.060110385,0.180649796,0.017286533,0.282176448,0.049012192,NA,2a
1202_1412_blob_944,0.554126426,0.647425738,0.214074632,0.731459479,0.582339002,-0.347298703,-0.192510177,0.074790625,0.599534241,0.43700058,0.545948009,0.381946048,0.593329934,0.044497886,NA,2b
1202_1412_blob_937,0.039035981,0.214824838,-0.028000736,0.086079512,0.244690526,0.20821115,0.198458958,0.243347089,0.030330171,0.132108283,-0.043429909,0.259553971,0.133967224,0.101659779,NA,3
1202_1412_blob_930,0.683264689,0.630446544,0.454491618,0.837173769,0.711662964,-0.38353501,-0.15643296,0.002063427,0.738873634,0.580308071,0.562354589,0.277740953,0.659983247,0.060352436,NA,2o
1202_1412_blob_924,0.705998752,0.458948315,0.395108772,0.793486706,0.616859681,-0.367827472,-0.15846439,0.000635441,0.677964256,0.42328255,0.665361622,0.229828777,0.598357797,0.002440062,NA,2o
1202_1412_blob_920,0.751197519,0.556447293,0.489436591,0.786650032,0.410232011,-0.306510192,-0.025038219,-0.015337222,0.57383732,0.576885874,0.38254256,0.342454533,0.528869435,0.06146546,NA,2a
1202_1412_blob_910,0.297357062,0.290224127,0.112998044,0.325951759,0.33554863,0.072717412,0.063049552,0.096410851,0.238230973,0.389981365,-0.042710116,0.091229199,0.256609267,0.305452106,NA,3
1202_1412_blob_908,0.660986597,0.636507344,0.358759154,0.80104596,0.588448504,-0.362063295,-0.106428657,0.060898009,0.630964936,0.512297689,0.578066523,0.413691631,0.639211925,0.070952461,NA,2o
1202_1412_blob_901,0.57016217,0.309413103,0.297531284,0.441080774,0.234879445,-0.236058924,-0.066504471,-0.079742549,0.150371342,0.348783456,0.203541455,0.107715446,0.26105973,-0.034732484,NA,2a
1202_1412_blob_895,0.559584571,0.672680698,0.308388475,0.733612532,0.690398635,-0.249605086,-0.12713962,0.065077817,0.6943135,0.482817959,0.619829006,0.407599504,0.74805427,0.147272618,NA,2b
1202_1412_blob_889,0.26529932,0.055597221,0.073753739,0.294493833,0.226710096,-0.153481715,0.099485655,0.033100577,0.264508393,0.059716881,0.419838184,-0.000561779,0.227646357,-0.011865421,NA,2a
1202_1412_blob_888,0.735497285,0.630525227,0.490473909,0.836509454,0.780943931,-0.21033508,-0.043869235,0.159434612,0.687670463,0.58643674,0.565636514,0.279723794,0.720592863,0.201075823,NA,2a
1202_1412_blob_887,0.488800935,0.564088781,0.306840782,0.754275811,0.730812412,-0.152580485,-0.099687694,0.156379732,0.788074342,0.49130691,0.486475088,0.252127188,0.618729531,0.138130598,NA,2o
