"","Compound.Name","Rownum","sum_rawvol","sum_ISrawnormvol","sum_ISnormnormvol","n_occur","cumsum_raw","cumsum_ISrawnorm","num_pct","cumsum_ISnormnorm.x","pct_occur","raw_cumsum","ISrawnorm_cumsum","cumsum_ISnormnorm.y","AMS1_PMF_1r2","AMS1_PMF_2r2","AMS1_PMF_3r2","AMS1_PMF_4r2","AMS1_PMF_5r2","AMS1_PMF_6r2","AMS2_PMF_1r2","AMS2_PMF_2r2","AMS2_PMF_3r2","AMS2_PMF_4r2","AMS2_PMF_5r2","AMS2_PMF_6r2","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","Library.Reverse.Match.Factor_chamber","Library.RI_chamber","A1","BB1","BB2","BB3","BB4","BB5","ISOP1","ISOP2","ISOP3","MT1","MT2","MT3","SQT1","SQT2","SQT3","SQT4","SQT5","man_cat1","man_cat1_alternate","man_cat1_certainty","man_cat1_notes","LRI_avg","RI2","relative_LRI","relative_LRI2","identifiable","count","pct_count","pct_normvol","ams_max","trac_max"
"1","1202_0046_blob_561",28,201219.673508524,0.36485882840661,3912.99627075888,21,0.00488843009983607,0.00531972624413524,0.0211320754716981,0.00531972624413524,0.388888888888889,0.558484363605355,0.55885744153781,0.002185631,0.162783005,0.438017384,0.025422201,0.325719202,0.376177152,0.221407603,NA,NA,NA,NA,NA,NA,"C7 acid",387,503,1800,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",659,718,NA,"C16H37BO6Si3","myrc_ox_L_blob_714",600,644,1804,0.545158681,0.694571434,NA,0.887309467,0.845370758,0.675442251,0.118324087,0.16314143,0.297973179,0.309825202,0.200480016,0.604988952,NA,0.838003389,0.281210228,"0.80756216",0.606177201,"BB","SQ","L","not great with BB ams but good BB3 and BB4 corr, good SQ corr too",1800.57569554214,0.703863342726353,0.776489038074956,0.832731942823907,FALSE,1,0.00245098039215686,0.0832793086224453,"AMS1_PMF_2r2","BB3"
"2","Blob with BlobID = 7",35,142880.391508525,0.12906308494793,1384.16102551059,7,0.00347113577091181,0.00188176967827516,0.0264150943396226,0.00188176967827516,0.12962962962963,0.585177445705435,0.58388215230055,0.001551955,-0.475282151,-0.546432721,-0.207689201,-0.729697242,-0.63976495,-0.823738065,NA,NA,NA,NA,NA,NA,"mannosan",329,493,1673.170732,NA,"Bis(tert-butyldimethylsilyl) 2,3-bis((tert-butyldimethylsilyl)thio)succinate",608,698,NA,"C28H62O4S2Si4",NA,NA,0,-0.771455103,NA,1,-0.768642901,-0.611423326,-0.825884796,-0.825473151,-0.984475074,-0.447748507,-0.773114315,0,NA,0,-0.848644286,0.018956865,-0.150349255,NA,NA,NA,"not in iop1",NA,NA,1672.98067785873,0.384921990199101,0.721464340813162,0.455396406200913,FALSE,1,0.00245098039215686,0.0294587485523724,"AMS1_PMF_3r2",NA
"3","1202_1412_blob_602",59,99179.0555558387,0.155042402883532,1662.78104586976,16,0.00240945565609387,0.00226055415234232,0.0445283018867925,0.00226055415234232,0.296296296296296,0.653187261604666,0.651607462382441,0.001077275,0.61097632,0.169836581,0.30859412,0.812726635,0.54219543,0.471824965,NA,NA,NA,NA,NA,NA,"C7 acid",401,452,1789.090909,NA,"2-Keto-3-methylvaleric acid eo-tms pk1",569,637,NA,"C11H23NO3Si","myrc_ox_L_blob_562",494,524,1792,-0.39958782,0.828844173,NA,0.54620857,0.63714052,0.523913197,0.545682318,0.344093702,0.388436816,0.285593001,0.122400289,0.138716496,NA,0.867971626,0.619958653,"0.57892811",0.345412069,"NYC",NA,NA,NA,1789.0465631929,0.366271015137399,0.771517158853294,0.433330670203734,FALSE,1,0.00245098039215686,0.0353885478821794,"AMS1_PMF_4r2","BB1"
"4","1221_0832_blob_19",79,81862.1458966777,0.133392411190821,1430.59168889159,10,0.00198875870863362,0.00194489225786111,0.059622641509434,0.00194489225786111,0.185185185185185,0.695901810411544,0.695426009111956,0.00088918,0.766694576,0.704112838,-0.105498744,0.086898595,-0.087168994,-0.424481057,NA,NA,NA,NA,NA,NA,"threitol",542,545,1524.175824,1521,"Triethylene glycol, 2TMS derivative",870,878,1489,"C12H30O4Si2","myrc_ox_L_blob_571",594,603,1525,0.654865252,0.424819812,NA,0,-1,0.635067908,0.805713123,0.855089275,0.711709906,0.793890244,0.612707179,0.675869736,NA,0,0.475180266,"0.63638983",0.425335762,"NYC",NA,NA,NA,1524.11185868064,0.116965559778375,0.657265425716653,0.138380495083688,TRUE,1,0.00245098039215686,0.0304469206020487,"AMS1_PMF_1r2","ISOP2"
"5","1202_1412_blob_1431",100,61408.7422010987,0.100298728549895,1075.67234289372,50,0.00149186378515919,0.00146237869822258,0.0754716981132075,0.00146237869822258,0.925925925925926,0.731931322448664,0.730324374244512,0.000667017,0.704902797,0.399986818,0.516838215,0.437497118,0.725171871,0.109546543,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",579,676,2051.851852,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",728,788,NA,"C13H26BNO6Si","limonox_S_blob_701",432,560,NA,0.325356169,0.7424714,NA,0.152839078,0.389140111,0.801694362,0.584517969,0.490384078,0.422598756,0.730859828,0.607669573,0.344713056,NA,0.725384497,0.762565046,"0.519242017",0.790019225,"NYC",NA,NA,NA,2054.10250707248,0.137036493491547,0.885821175845555,0.162126166452964,FALSE,1,0.00245098039215686,0.0228932620482927,"AMS1_PMF_5r2","BB1"
"6","1202_0046_blob_1379",130,45992.555445355,0.0747885434838386,802.08362512641,51,0.00111734299378996,0.00109043429007628,0.0981132075471698,0.00109043429007628,0.944444444444444,0.77081538074964,0.76859231001182,0.000499567,0.703015464,0.450841197,0.376932932,0.400578311,0.700018911,0.134640981,NA,NA,NA,NA,NA,NA,"C7 acid",421,535,2029.411765,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",704,752,NA,"C13H26BNO6Si","limonox_S_blob_687",427,580,NA,0.03218429,0.780570344,NA,0.104310308,0.323748301,0.794762949,0.585689788,0.497573148,0.418492417,0.704121561,0.486177737,-0.048145901,NA,0.88478195,0.698765477,"0.570826396",0.865344061,"NYC",NA,NA,NA,2028.96884601725,0.166877360098884,0.874982413362871,0.197430523587439,FALSE,1,0.00245098039215686,0.0170705426573171,"AMS1_PMF_1r2","BB1"
"7","1202_1412_blob_1443",154,40431.8358808151,0.0686737415375404,736.504295946444,42,0.000982250890607054,0.0010012790610978,0.11622641509434,0.0010012790610978,0.777777777777778,0.795767576199891,0.794078801905839,0.000439167,0.810157802,0.499502077,0.511770309,0.227044453,0.618321242,0.182582647,NA,NA,NA,NA,NA,NA,"C12 diacid",454,532,2112.592593,2120,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",710,777,NA,"C13H26BNO6Si","limonox_S_blob_687",449,641,NA,0.462357976,0.548795886,NA,0.307129179,0.342948782,0.716502322,0.675332701,0.643259884,0.58482112,0.766375403,0.67007021,0.353481505,NA,0.626764812,0.725155433,"0.803858325",0.754465731,"NYC",NA,NA,NA,2114.85890652557,0.137023412551342,0.91202206164282,0.16211069055574,FALSE,1,0.00245098039215686,0.0156748344030457,"AMS1_PMF_1r2","MT1"
"8","1202_1412_blob_1251",155,40269.5582699774,0.0642771757263854,689.352509327146,49,0.000978308518852262,0.000937176113029339,0.116981132075472,0.000937176113029339,0.907407407407407,0.796745884718743,0.795015978018868,0.000437405,0.570979375,0.549558906,0.235743804,0.318700445,0.436838192,0.417084938,NA,NA,NA,NA,NA,NA,"FAME18 (Methyl Stearate)",487,624,2161.481481,2161,"Butanoic acid, 1a,2,5,5a,6,9,10,10a-octahydro-5a-hydroxy-4-(hydroxymethyl)-1,1,7,9-tetramethyl-6,11-dioxo-1H-2,8a-methanocyclopenta[a]cyclopropa[e]cyclodecen-5-yl ester, [1aR-(1aa,2a,5<df>,5a<df>,8aa,9a,10aa)]-",631,632,NA,"C24H32O6","apin_ox_S_blob_592",397,518,NA,-0.122555768,0.578549384,NA,0.082352869,0.205769471,0.583065749,0.508234898,0.412304372,0.233691671,0.526939833,0.434351423,-0.220136517,NA,0.742480599,0.393846604,"0.465181161",0.628710787,"NYC",NA,NA,NA,2161.60300604487,0.166602016220377,0.932180214927507,0.19710476767862,FALSE,1,0.00245098039215686,0.0146713148701209,"AMS1_PMF_1r2","BB1"
"9","1202_1412_blob_1098",168,36891.4850044692,0.0627664612646527,673.150571496129,46,0.000896241617825001,0.000915149546193691,0.126792452830189,0.000915149546193692,0.851851851851852,0.808951412990509,0.807171880263245,0.000400712,0.574026361,0.647067412,0.247661202,0.211790123,0.364747678,0.067472335,NA,NA,NA,NA,NA,NA,"beta-caryophyllonic acid, TMS",518,627,1919.463087,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",732,759,NA,"C13H26BNO6Si","limonox_S_blob_847",603,673,1925,0.763928373,0.548020349,NA,0.684843332,0.686711072,0.684222453,0.622526208,0.592867879,0.632562625,0.534465656,0.498610837,0.760946985,NA,0.441244121,0.437824437,"0.218679097",0.460631594,"NYC",NA,NA,NA,1918.49347322585,0.115384059553852,0.827340475197122,0.136509441891114,FALSE,1,0.00245098039215686,0.0143264931305773,"AMS1_PMF_2r2","MT3"
"10","1202_1412_blob_615",171,36383.150286201,0.0545951618410956,585.515953166434,6,0.000883892135817374,0.000796010107572954,0.129056603773585,0.000796010107572954,0.111111111111111,0.811611755274997,0.809930013048283,0.000395191,0.320786091,-0.342695526,0.080257273,0.98475716,0.237082797,0.569551467,NA,NA,NA,NA,NA,NA,"C7 acid",391,429,1791.515152,NA,"<df>-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",615,632,NA,"C12H27BO5Si2","apin_ox_S_blob_590",480,498,1795,-0.826551758,0.840304471,NA,-0.119300577,0.775108231,0.277126364,0.358433786,-0.073100135,-0.329010096,0.030971567,-0.288986179,1,NA,0.169152448,0.499231022,"0.266910844",-0.463443088,"NYC",NA,NA,NA,1791.46341463415,0.395119254848627,0.772559413647372,0.46746066283658,FALSE,1,0.00245098039215686,0.0124613877430698,"AMS1_PMF_4r2","MT3"
"11","1202_1412_blob_1341",177,34008.0213191805,0.0557374324558353,597.766446529014,46,0.000826190760345835,0.000812664677762943,0.133584905660377,0.000812664677762943,0.851851851851852,0.816692994237194,0.815226431594274,0.000369392,0.627720238,0.458293181,0.595742447,0.324149185,0.65355723,0.054763544,NA,NA,NA,NA,NA,NA,"beta-nocaryophyllinic acid, TMS",443,567,2142.222222,2127,"<df>-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",702,735,NA,"C17H37BO6Si2","limonox_S_blob_905",479,716,2120,0.065119816,0.629716887,NA,-0.066130832,0.224505388,0.764142591,0.489864366,0.440260175,0.245083246,0.759838992,0.567475586,-0.181151675,NA,0.75934128,0.607048553,"0.578851196",0.859963897,"NYC",NA,NA,NA,2141.82187598523,0.336110397707656,0.923649703996991,0.397648019858917,FALSE,1,0.00245098039215686,0.0127221118907373,"AMS1_PMF_5r2","MT1"
"12","1202_0046_blob_1341",185,32846.1884967712,0.0542279818153784,581.578062784,41,0.000797965197501941,0.000790656537734283,0.139622641509434,0.000790656537734283,0.759259259259259,0.8231511208954,0.82160773095659,0.000356773,0.632250429,0.49649623,0.578094124,0.372423807,0.677687075,0.172134806,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",575,643,2066.176471,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",702,758,NA,"C13H26BNO6Si","limonox_S_blob_583",439,559,2078,0.657494296,0.663041834,NA,0.586444661,0.535568724,0.854754305,0.57395352,0.503521448,0.479746182,0.749401573,0.672828538,0.508315198,NA,0.526143711,0.780356395,"0.790153589",0.763204816,"NYC",NA,NA,NA,2066.17461076572,0.285440385039977,0.891027208675782,0.337700959782978,FALSE,1,0.00245098039215686,0.0123775786193733,"AMS1_PMF_5r2","MT1"
"13","1129_1334_blob_965",197,29913.5683767848,0.0497038940894967,533.058643705472,30,0.000726720133756625,0.000724694290606411,0.148679245283019,0.000724694290606411,0.555555555555556,0.832386044252303,0.831109455223831,0.000324919,0.593213689,0.695047253,0.490346989,0.251304197,0.482493989,0.156709233,NA,NA,NA,NA,NA,NA,"mannosan",497,537,1701.818182,1706,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",687,729,NA,"C14H30O2Si2","myrc_ox_L_blob_871",646,688,1696,0.543820855,0.490275947,NA,0.235090732,0.455302274,0.691431571,0.635160991,0.637964137,0.573006434,0.718171756,0.725484956,0.455525892,NA,0.744799749,0.506269406,"0.375342575",0.721311206,"NYC",NA,NA,NA,1700.93225083394,0.584438597629077,0.733518313365353,0.691442016258193,FALSE,1,0.00245098039215686,0.0113449521111863,"AMS1_PMF_2r2","MT2"
"14","1129_1334_blob_1233",203,29127.9162153382,0.0443892419297342,476.060669523646,41,0.000707633502678009,0.000647205430884396,0.153207547169811,0.000647205430884396,0.759259259259259,0.83668170152272,0.835480983069688,0.000316385,0.388993657,0.297681627,0.014347062,0.526959478,0.488158267,0.103714019,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",537,628,2068.148148,2060,"1-Naphthalenepentanol, decahydro-5-(hydroxymethyl)-5,8a-dimethyl-t,2-bis(methylene)-, (1a,4a<df>,5a,8aa)-",674,755,NA,"C20H34O2","bcp_ox_L_blob_758",568,634,2075,-0.230198596,0.661471282,NA,-0.003100269,0.188246285,0.51838516,0.290874077,0.175176582,0.222340933,0.307420925,0.097277934,-0.162112407,NA,0.786871111,0.020422446,"0.565168322",0.602424873,"NYC",NA,NA,NA,2067.92780874838,0.226604829941374,0.891783266318061,0.268093348290372,FALSE,1,0.00245098039215686,0.0101318786620205,"AMS1_PMF_4r2","BB1"
"15","1202_1412_blob_1529",204,29033.9760673168,0.0483942103242338,519.012696916332,42,0.000705351321024675,0.000705598797897591,0.153962264150943,0.000705598797897591,0.777777777777778,0.837387052843745,0.836186581867585,0.000315365,0.515648116,0.532605838,0.43217393,0.291243259,0.5584598,0.158721819,NA,NA,NA,NA,NA,NA,"C7 acid",416,559,2091.851852,NA,"<df>-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",685,738,NA,"C14H31BO6Si2","limonox_S_blob_583",467,611,2078,0.784581474,0.591622788,NA,0.501810184,0.644888599,0.818785258,0.586797014,0.572671114,0.546860462,0.622873945,0.646270955,0.703629782,NA,0.36771643,0.58270729,"0.688076349",0.685503457,"NYC",NA,NA,NA,2090.11175448621,0.0771613301152543,0.901349979191792,0.0912886073720896,FALSE,1,0.00245098039215686,0.0110460157829592,"AMS1_PMF_5r2","MT3"
"16","1128_1901_blob_34",220,26599.038362938,0.0489523576627067,524.998651712921,1,0.000646196952280473,0.000713736715397177,0.166037735849057,0.000713736715397177,0.0185185185185185,0.848187249368121,0.847106681214827,0.000288917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C7 acid",555,628,2011.764706,NA,"Palmitelaidic acid, TMS derivative",870,880,NA,"C19H38O2Si","bcp_ox_L_blob_18",564,640,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,"0",0,"NYC",NA,NA,NA,2011.76470588235,0.176614841817201,0.867563216126493,0.208950816771195,TRUE,1,0.00245098039215686,0.0111734133428879,NA,"BB1"
"17","1129_1334_blob_1274",228,25705.169517038,0.0441077975742295,473.042267260157,28,0.000624481305418449,0.0006431019069796,0.172075471698113,0.0006431019069796,0.518518518518518,0.853235886916934,0.852308343795198,0.000279207,0.388460018,0.43854444,0.395168434,0.055347293,0.404421327,-0.008599717,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",457,667,2041.481481,2060,"<df>-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",746,781,NA,"C14H31BO6Si2","limonox_S_blob_687",440,593,NA,0.454824266,0.439123195,NA,0.332619886,0.218133434,0.564233173,0.309725591,0.233373195,0.198748943,0.405370708,0.344384608,0.276430583,NA,0.373400258,0.601129418,"0.630100391",0.502211878,"NYC",NA,NA,NA,2039.72377840025,0.206712359967185,0.879620422818019,0.244558815145047,FALSE,1,0.00245098039215686,0.0100676387710893,"AMS1_PMF_2r2","BB1"
"18","1202_1412_blob_1392",237,24936.4356747637,0.0429814652123293,460.962706650379,29,0.000605805687931289,0.000626679720208388,0.178867924528302,0.000626679720208388,0.537037037037037,0.858768697418945,0.857899112662451,0.000270857,0.42234334,0.367836144,0.412308629,0.030712942,0.461287953,0.19103074,NA,NA,NA,NA,NA,NA,"beta-nocaryophyllone aldehyde",418,493,1758.787879,1757,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",729,752,NA,"C13H26BNO6Si","limonox_S_blob_888",622,711,1750,0.350577133,0.287354557,NA,0.053077838,0.022163509,0.433327809,0.284942376,0.1993059,0.146470612,0.455719974,0.464938447,0.052294707,NA,0.199603874,0.618781437,"0.713599301",0.568398535,"NYC",NA,NA,NA,1757.15409785211,0.225984600951674,0.757763696671381,0.267359563107601,FALSE,1,0.00245098039215686,0.00981055254190918,"AMS1_PMF_5r2","MT2"
"19","1202_1412_blob_1339",248,23426.1048133841,0.0359861425015207,385.940068991618,47,0.000569113714851594,0.000524686294495217,0.187169811320755,0.000524686294495217,0.87037037037037,0.865237808775777,0.864573549997466,0.000254452,0.461358385,0.373090365,0.288789171,0.311649795,0.486369964,0.1142332,NA,NA,NA,NA,NA,NA,"beta-nocaryophyllinic acid, TMS",402,562,2146.666667,2127,"Acetic acid, 4,5-dihydroxy-10,13-dimethyl-3-oxohexadecahydrocyclopenta[a]phenanthren-17-yl ester",642,655,NA,"C21H32O5","bcp_ox_L_blob_988",417,669,2192,0.151000882,0.599492879,NA,0.082873831,0.223881509,0.556995898,0.317878664,0.266319018,0.227303887,0.353174533,0.348973003,0.039531528,NA,0.736225694,0.403339661,"0.60505684",0.722094914,"NYC",NA,NA,NA,2146.95926915278,0.137152983836205,0.925865178463715,0.162263984726965,FALSE,1,0.00245098039215686,0.00821386474490238,"AMS1_PMF_5r2","BB1"
"20","1202_0046_blob_1218",258,22349.209481915,0.0390912754774709,419.241644310944,36,0.00054295162313891,0.000569959852643256,0.194716981132075,0.000569959852643256,0.666666666666667,0.870794174015758,0.870146512366776,0.000242755,0.791621709,0.442627301,0.321307973,0.219717256,0.577687787,0.19100516,NA,NA,NA,NA,NA,NA,"C7 acid",406,534,2025,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",728,785,NA,"C13H26BNO6Si","apin_ox_S_blob_592",431,604,NA,0.482216553,0.535619025,NA,0.162334607,0.19107957,0.644638042,0.668678248,0.611092976,0.580662684,0.662206103,0.544586965,0.47169587,NA,0.526174754,0.718094186,"0.700303662",0.716540724,"NYC",NA,NA,NA,2025.16317287925,0.137068338917967,0.87334123633184,0.162163842379813,FALSE,1,0.00245098039215686,0.00892261373844381,"AMS1_PMF_1r2","ISOP1"
"21","1128_1901_blob_1521",275,20450.2037946244,0.0321843704206569,345.167258204328,37,0.000496817185090943,0.000469255576808833,0.207547169811321,0.000469255576808833,0.685185185185185,0.879543339596887,0.878745501555791,0.000222128,0.561757157,0.627851028,0.194508365,0.310062409,0.576458994,0.020596876,NA,NA,NA,NA,NA,NA,"C7 acid",441,559,2135.294118,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",687,721,NA,"C13H26BNO6Si","limonox_S_blob_687",435,569,NA,0.150674289,0.705082206,NA,0.432322329,0.463180083,0.750410209,0.538296121,0.422054993,0.335426461,0.56040751,0.448880479,-0.007140669,NA,0.625167741,0.528100006,"0.30303794",0.654043531,"NYC",NA,NA,NA,2136.52810404786,0.166314633750167,0.921366791987449,0.196764769062092,FALSE,1,0.00245098039215686,0.00734610733906647,"AMS1_PMF_2r2","BB1"
"22","1202_1412_blob_1607",277,20355.9157120113,0.0339798760409492,364.423491709799,38,0.00049452655071576,0.000495434464713161,0.209056603773585,0.000495434464713161,0.703703703703704,0.880533953594666,0.879754399073313,0.000221104,0.660127854,0.241352622,0.500061898,0.23467008,0.655824474,0.167171921,NA,NA,NA,NA,NA,NA,"C7 acid",442,566,2164.444444,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",734,776,NA,"C13H26BNO6Si","limonox_S_blob_687",466,636,NA,0.205960417,0.501687059,NA,0.094644281,0.143603191,0.620540353,0.455808685,0.369369832,0.341332304,0.665626875,0.577691471,0.112363401,NA,0.528013309,0.69918931,"0.782360933",0.663032334,"NYC",NA,NA,NA,2162.76401788786,0.21603960641809,0.932680895332882,0.255593764100016,FALSE,1,0.00245098039215686,0.00775593287991651,"AMS1_PMF_1r2","MT1"
"23","1128_1901_blob_23",278,20346.414209236,0.0374451486528886,401.587451444304,1,0.000494295721237954,0.000545958942186606,0.209811320754717,0.000545958942186606,0.0185185185185185,0.881028249315904,0.880300358015499,0.000221001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C7 acid",566,634,1853.691275,NA,"9-Tetradecenoic acid, (E)-, TMS derivative",877,887,NA,"C17H34O2Si","bcp_ox_L_blob_18",582,654,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,"0",0,"NYC",NA,NA,NA,1853.69127516779,0.176614841817201,0.799394859492197,0.208950816771195,TRUE,1,0.00245098039215686,0.00854688402277608,NA,"BB1"
"24","1202_1412_blob_1274",281,19848.3241161976,0.0320690849158589,343.930857396055,41,0.00048219512212265,0.000467574687440962,0.212075471698113,0.000467574687440962,0.759259259259259,0.882480464899516,0.881599630152147,0.000215591,0.531641417,0.364556798,0.484027659,0.220154931,0.564006523,0.084281682,NA,NA,NA,NA,NA,NA,"C7 acid",404,558,2007.407407,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",710,784,NA,"C13H26BNO6Si","limonox_S_blob_788",457,624,1989,0.371624818,0.457645337,NA,-0.254568174,0.194401796,0.673380946,0.569640194,0.532320761,0.369956726,0.634963873,0.770162611,0.235237938,NA,0.343131731,0.478682293,"0.442245019",0.715872159,"NYC",NA,NA,NA,2007.73820995453,0.734483906182648,0.865826810399398,0.868958749576701,FALSE,1,0.00245098039215686,0.00731979333379572,"AMS1_PMF_5r2","MT2"
"25","1221_0832_blob_709",283,19685.0862550394,0.0362280534292023,388.534487665843,16,0.000478229422049664,0.000528213411863737,0.213584905660377,0.000528213411863737,0.296296296296296,0.883438918654318,0.882590459901893,0.000213818,0.68873053,0.453655168,0.155781562,0.062989205,0.334696274,-0.144314613,NA,NA,NA,NA,NA,NA,"C7 acid",429,511,1758.536585,NA,"Ethanol, 1-(methylenecyclopropyl)-1-(methylene-1-trimethylsilylcyclopropyl)-",666,759,NA,"C13H22OSi","myrc_ox_L_blob_628",586,619,1764,0.72381828,0.378495213,NA,0.767489371,0.290985566,0.507573299,0.658633476,0.862355846,0.936256394,0.671488732,0.62911332,0.892646578,NA,0.976005903,0.444691673,"0.884353798",0.810727977,"NYC",NA,NA,NA,1757.49076127125,0.206377435152885,0.757908881044983,0.244162569774132,FALSE,1,0.00245098039215686,0.00826908110048166,"AMS1_PMF_1r2","ISOP3"
"26","1202_1412_blob_1471",286,19429.6291545229,0.0322041836945108,345.379749339709,41,0.000472023348072863,0.000469544458931716,0.215849056603774,0.000469544458931716,0.759259259259259,0.884856448309882,0.88395002812329,0.000211043,0.614579713,0.358082184,0.457762057,0.233964314,0.644071777,0.213023083,NA,NA,NA,NA,NA,NA,"C17 acid",412,553,2189.62963,2177,"a-D-Mannopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",618,729,NA,"C17H37BO6Si2","limonox_S_blob_701",429,560,NA,0.216151579,0.573523091,NA,0.168035005,0.245874254,0.68970115,0.452510237,0.434177413,0.42108382,0.714868101,0.625190554,0.077475659,NA,0.447370234,0.61256371,"0.775727852",0.739786509,"NYC",NA,NA,NA,2189.59904764397,0.136916984230324,0.944253364345781,0.161984776536423,FALSE,1,0.00245098039215686,0.00735062973408512,"AMS1_PMF_5r2","MT1"
"27","1202_1412_blob_766",290,19315.8112868129,0.027935588811817,299.600410710832,15,0.000469258257161466,0.000407307356646934,0.218867924528302,0.000407307356646934,0.277777777777778,0.886737534574524,0.885889332524817,0.000209807,0.609250625,0.66487835,0.484914586,0.686496952,0.515418509,0.41168689,NA,NA,NA,NA,NA,NA,"beta-nocaryophyllone aldehyde",898,900,1756.363636,1757,"2-Butyloxycarbonyloxy-1,1,10-trimethyl-6,9-epidioxydecalin",664,707,NA,"C18H30O5","bcp_ox_L_blob_69",631,636,1748,-0.488987499,0.886494114,NA,0.78834669,0.707492475,0.787728378,0.562246102,0.522382839,0.608427501,0.533180189,0.254774531,-0.311522308,NA,1,0.889051806,"0.57676304",0.904566851,"NYC",NA,NA,NA,1756.0251293422,-0.300949199618225,0.757276834789124,-0.356049244898403,TRUE,1,0.00245098039215686,0.0063763196641534,"AMS1_PMF_4r2","BB1"
"28","1202_1412_blob_1780",294,18999.0000690703,0.0299980663689312,321.719834337654,41,0.000461561646458474,0.000437378757238873,0.22188679245283,0.000437378757238873,0.759259259259259,0.888593946887035,0.887805747998972,0.000206366,0.684026263,0.310287076,0.27123293,0.360551467,0.637630565,0.237803764,NA,NA,NA,NA,NA,NA,"C7 acid",405,541,2182.222222,NA,"a-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",673,676,NA,"C27H52N2O10Si3","limonox_S_blob_701",413,529,NA,0.084129729,0.621660241,NA,0.021827497,0.243356294,0.605343878,0.520266731,0.48704477,0.496591765,0.505196346,0.447860066,0.184527182,NA,0.402226956,0.589144779,"0.6020867",0.553495399,"NYC",NA,NA,NA,2179.02249473182,0.425693654604905,0.939692280122976,0.503632853891596,FALSE,1,0.00245098039215686,0.00684708175522268,"AMS1_PMF_1r2","BB1"
