"","Compound.Name","Rownum","sum_rawvol","sum_ISrawnormvol","sum_ISnormnormvol","n_occur","cumsum_raw","cumsum_ISrawnorm","num_pct","cumsum_ISnormnorm.x","pct_occur","raw_cumsum","ISrawnorm_cumsum","cumsum_ISnormnorm.y","AMS1_PMF_1r2","AMS1_PMF_2r2","AMS1_PMF_3r2","AMS1_PMF_4r2","AMS1_PMF_5r2","AMS1_PMF_6r2","AMS2_PMF_1r2","AMS2_PMF_2r2","AMS2_PMF_3r2","AMS2_PMF_4r2","AMS2_PMF_5r2","AMS2_PMF_6r2","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","Library.Reverse.Match.Factor_chamber","Library.RI_chamber","A1","BB1","BB2","BB3","BB4","BB5","ISOP1","ISOP2","ISOP3","MT1","MT2","MT3","SQT1","SQT2","SQT3","SQT4","SQT5","man_cat1","man_cat1_alternate","man_cat1_certainty","man_cat1_notes","LRI_avg","RI2","relative_LRI","relative_LRI2","identifiable","count","pct_count","pct_normvol","ams_max","trac_max"
"86","1202_0046_blob_1758",513,8712.45959018358,0.0142748785901885,153.09358672471,34,0.0002116604652102,0.000208131036871724,0.387169811320755,0.000208131036871724,0.62962962962963,0.95761839895061,0.957178502030343,9.46e-05,0.72597398,0.348019629,0.536245188,0.349111316,0.635258326,0.15294796,NA,NA,NA,NA,NA,NA,"C14 Diacid",402,501,2304.83871,2317,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",687,720,NA,"C13H26BNO6Si","apin_ox_S_blob_592",398,552,NA,0.235258508,0.439475683,NA,-0.36200068,-0.061556706,0.615842442,0.632302936,0.543705797,0.365116254,0.740505845,0.512179491,0.061702937,NA,0.403794061,0.777976508,"0.67785709",0.510322889,"NYC",NA,NA,NA,2304.85465821262,0.166928859295829,0.993956755547138,0.197491451645092,FALSE,1,0.00245098039215686,0.00325825203367536,"AMS1_PMF_1r2","MT1"
"87","1202_1412_blob_1969",515,8586.65788417435,0.0148439758265262,159.196975734683,22,0.000208604238969776,0.000216428606418915,0.388679245283019,0.000216428606418915,0.407407407407407,0.958036187191706,0.957579591498593,9.33e-05,0.447374014,0.390390978,0.165757112,0.056121611,0.294934074,0.046633944,NA,NA,NA,NA,NA,NA,"C7 acid",432,572,2342.4,NA,"<df>-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",692,717,NA,"C17H37BO6Si2","limonox_S_blob_701",423,535,NA,0.022470822,0.277314285,NA,-0.150242349,-0.39550721,0.293637986,0.367864718,0.216447273,0.17656546,0.339274776,0.466037698,-0.125581831,NA,0.126285657,0.607927586,"0.244120806",0.38590565,"NYC",NA,NA,NA,2340.67355697017,0.166828045688828,1.00940347201122,0.197372180323907,FALSE,1,0.00245098039215686,0.00338814891622613,"AMS1_PMF_1r2","MT2"
"88","1221_0832_blob_734",519,8460.06138054271,0.0126938389078609,136.137433003865,8,0.000205528703918475,0.000185079112027728,0.391698113207547,0.000185079112027728,0.148148148148148,0.958862874122032,0.958409011744079,9.19e-05,0.618838254,0.852984884,0.183979964,-0.217601938,-0.038317896,-0.021314963,NA,NA,NA,NA,NA,NA,"C29",723,748,2961.616162,2955,"2-Methyl-Z-4-tetradecene",756,770,NA,"C15H30","apin_ox_S_blob_751",362,396,NA,1,0.157139851,NA,0,-0.990430372,-0.129083049,0.409977087,0.20202577,-0.662822312,0.000129797,-0.10884141,1,NA,-1,-1,"0.482848402",-0.246211863,"NYC",NA,NA,NA,2963.3374561946,0.0975156732344528,1.27792408647348,0.115369576875206,TRUE,1,0.00245098039215686,0.00289737850836172,"AMS1_PMF_2r2","MT3"
"89","1221_0832_blob_857",520,8441.84809334621,0.0133289094908624,142.948365423415,13,0.000205086230378011,0.000194338588253164,0.392452830188679,0.000194338588253164,0.240740740740741,0.95906796035241,0.958603350332332,9.17e-05,0.156589793,-0.056186515,-0.421540842,-0.094589584,-0.2810178,-0.080537517,NA,NA,NA,NA,NA,NA,"octadecanone",491,537,2032.592593,2031,"1-Decanol, 10-[(tetrahydro-2H-pyran-2-yl)oxy]-",677,735,NA,"C15H30O3","limonox_S_blob_687",383,429,NA,0,0.221832928,NA,0,0.687648213,0.69386352,0.578818287,0.492718954,0.825852712,0.576565369,0.671758161,0,NA,0.300266181,0,"0.042806176",0.754821548,"NYC",NA,NA,NA,2032.21326749861,1.11228927491141,0.87638155349422,1.31593556966822,FALSE,1,0.00245098039215686,0.00304233385810561,"AMS1_PMF_1r2","ISOP3"
"90","1202_1412_blob_1650",534,8063.37651232049,0.0135387715757149,145.199070330263,30,0.000195891643008102,0.000197398426068558,0.403018867924528,0.000197398426068558,0.555555555555556,0.961865336640769,0.96137267321359,8.76e-05,0.497556658,0.461755829,0.582788057,0.070409564,0.591135106,0.198638752,NA,NA,NA,NA,NA,NA,"linoleic Acid, TMS",460,592,2230.4,2245,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",709,752,NA,"C13H26BNO6Si","limonox_S_blob_687",471,634,NA,0.444758109,0.349592053,NA,0.302400449,0.334705449,0.686200542,0.421336901,0.436037403,0.334888273,0.757418849,0.731688278,0.007214391,NA,0.30837777,0.626819866,"0.615042489",0.60731425,"NYC",NA,NA,NA,2230.89948072384,0.167225835111806,0.962063964385347,0.197842800029356,FALSE,1,0.00245098039215686,0.00309023504062298,"AMS1_PMF_5r2","MT1"
"91","1202_1412_blob_1566",542,7919.99119678284,0.0118901340759899,127.517951261746,35,0.000192408240614453,0.000173360909386685,0.409056603773585,0.000173360909386685,0.648148148148148,0.963416791334932,0.962824644860302,8.6e-05,0.741981126,0.540738004,0.288986476,0.203977293,0.532156718,0.175426133,NA,NA,NA,NA,NA,NA,"levoglucosan",430,483,1733.333333,1726,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",596,667,NA,"C11H22B2O6Si","limonox_S_blob_593",592,607,1732,0.584268772,0.410547711,NA,0.327185037,0.294471434,0.569874853,0.691755712,0.659223054,0.604302127,0.699605201,0.572766152,0.533526403,NA,0.333691245,0.651726394,"0.454625694",0.501976951,"NYC",NA,NA,NA,1732.63928310704,1.38585437605213,0.747191808487442,1.63958702916792,FALSE,1,0.00245098039215686,0.00271393226142005,"AMS1_PMF_1r2","MT1"
"92","1202_1412_blob_1979",546,7708.27847536494,0.0123082534918938,132.002150595249,20,0.000187264892442518,0.000179457187335283,0.412075471698113,0.000179457187335283,0.37037037037037,0.964173264012709,0.963603928419526,8.37e-05,0.278010919,0.531528355,0.184667385,0.455150254,0.547191027,0.603082219,NA,NA,NA,NA,NA,NA,"16-OH C16 Acid, TMS",636,649,2428.070175,2429,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",621,673,NA,"C13H26BNO6Si","apin_ox_S_blob_751",436,576,NA,-0.409158637,0.857758917,NA,0.590964793,0.95413966,0.726520813,0.309045922,0.340026068,0.367693144,0.197227369,0.235221543,0.79627925,NA,0.792748627,0.161476398,"0.418341407",0.380674851,"NYC",NA,NA,NA,2428.09763539283,0.136734589433586,1.04710465765261,0.161768987527068,FALSE,1,0.00245098039215686,0.00280936834016361,"AMS1_PMF_6r2","BB1"
"93","1202_1412_blob_1751",547,7691.55178707196,0.0128453331033001,137.762160639987,28,0.000186858534331026,0.000187287932493528,0.412830188679245,0.000187287932493528,0.518518518518518,0.96436012254704,0.963791216352019,8.35e-05,0.493082698,0.245886521,0.289528659,0.460458487,0.633495986,0.201473189,NA,NA,NA,NA,NA,NA,"cis-Vaccenic Acid, TMS",450,537,2270.4,2259,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",701,747,NA,"C13H26BNO6Si","limonox_S_blob_701",386,493,NA,0.032009358,0.671758803,NA,-0.056815674,0.011823245,0.551882728,0.258213284,0.134341639,0.166093418,0.409405991,0.184363701,-0.048926201,NA,0.775198407,0.613106156,"0.877580332",0.70561711,"NYC",NA,NA,NA,2269.55886253793,0.333830811023255,0.978735624605863,0.394951069281574,FALSE,1,0.00245098039215686,0.00293195717516168,"AMS1_PMF_5r2","BB1"
"94","1221_0832_blob_784",550,7589.16373673861,0.0131223439025613,140.733014406094,5,0.000184371119366148,0.000191326814121181,0.415094339622642,0.000191326814121181,0.0925925925925926,0.964915817896345,0.964385671101674,8.24e-05,0.905482092,0.659000065,0.767013472,-0.105447206,0.823711974,-0.083640282,NA,NA,NA,NA,NA,NA,"C31",454,733,3128.26087,3159,"tert-Hexadecanethiol",767,773,NA,"C16H34S","apin_ox_S_blob_751",366,405,NA,1,0.835967253,NA,0,0,0.88575368,0.746651361,0.83904729,1,0.843363226,0.496282368,1,NA,0,0,"0.910784818",0.332381686,"NYC",NA,NA,NA,3128.12996727443,0.126868204064586,1.34899001207001,0.150096190041759,TRUE,1,0.00245098039215686,0.00299518510346526,"AMS1_PMF_1r2","ISOP3"
"95","1129_1334_blob_1569",552,7528.72440662163,0.0105276606400072,112.905851844305,33,0.000182902806475036,0.000153495731049115,0.416603773584906,0.000153495731049115,0.611111111111111,0.965282441586633,0.964725308422272,8.18e-05,0.650792934,0.505092598,0.314278789,0.478309967,0.454962675,0.234966969,NA,NA,NA,NA,NA,NA,"C7 acid",413,499,1649.69697,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",664,679,NA,"C13H26BNO6Si","limonox_S_blob_655",609,678,1651,0.248999605,0.488153929,NA,0.452029994,0.403793639,0.664875238,0.574648451,0.461380031,0.445733594,0.671264705,0.478037696,0.111240383,NA,0.876398143,0.610645432,"0.742367946",0.664341915,"NYC",NA,NA,NA,1649.73291468959,0.93265282622557,0.711438862125824,1.10340992749351,FALSE,1,0.00245098039215686,0.00240294665018896,"AMS1_PMF_1r2","MT1"
"96","1221_0832_blob_1195",553,7506.1704355323,0.0127760793679376,137.019436092542,20,0.000182354880374067,0.000186278196988097,0.417358490566038,0.000186278196988097,0.37037037037037,0.965464796467007,0.96491158661926,8.15e-05,0.500989904,-0.100313891,0.528114869,0.047344907,0.505449322,-0.108240693,NA,NA,NA,NA,NA,NA,"C7 acid",462,556,1740.243902,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",674,685,NA,"C13H26BNO6Si","limonox_S_blob_593",624,637,1732,0.740937425,0.386406337,NA,0.0666653,0.067274989,0.67652532,0.482436476,0.52022895,0.47047055,0.791117509,0.719965892,0.659981381,NA,0.960906317,0.525113138,"0.590141558",0.774290595,"NYC",NA,NA,NA,1740.16962305987,0.375876644280487,0.750439228987911,0.444694970250085,FALSE,1,0.00245098039215686,0.00291614995672134,"AMS1_PMF_3r2","MT1"
"97","1128_1901_blob_868",556,7431.30339558018,0.0113651181346607,121.887320287344,8,0.00018053606074671,0.000165706055332925,0.419622641509434,0.000165706055332925,0.148148148148148,0.96600825043024,0.965447410483862,8.07e-05,-0.179976551,0.751613744,0.550477382,0.492868823,0.637548741,0.288925844,NA,NA,NA,NA,NA,NA,"cis-Vaccenic Acid, TMS",399,401,2262.903226,2259,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",627,655,NA,"C12H10ClN3S","bcp_ox_L_blob_18",352,504,NA,0.933289431,0.614456278,NA,1,0.381691927,0.685971562,-0.134642581,0.175182205,0.310788093,0.535840356,0.80915476,0.696348674,NA,0.920843867,0.973550875,"-0.335306552",0.909139763,"A",NA,NA,NA,2264.0564516129,0.356000210615866,0.976362738102481,0.421179409462619,FALSE,1,0.00245098039215686,0.00259409696840931,"AMS1_PMF_2r2","BB3"
"98","1202_0046_blob_1756",562,7260.14215002429,0.0116576140345642,125.024246891348,30,0.0001763778699987,0.000169970713315339,0.424150943396226,0.000169970713315339,0.555555555555556,0.967077628750355,0.966565984489514,7.89e-05,0.348833363,0.52191282,0.399290137,0.090756278,0.512276072,0.403074815,NA,NA,NA,NA,NA,NA,"cis-Vaccenic Acid, TMS",513,535,2262.903226,2259,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",695,745,NA,"C13H26BNO6Si","limonox_S_blob_687",439,599,NA,0.304382583,0.254089396,NA,-0.184138833,0.068413021,0.497648549,0.298110559,0.329941236,0.188369189,0.498905269,0.533361686,0.012582439,NA,0.814700897,0.439525996,"0.536190178",0.673387192,"NYC",NA,NA,NA,2264.07382113821,0.313425561110624,0.976370228621225,0.370809872586012,FALSE,1,0.00245098039215686,0.00266085938286215,"AMS1_PMF_2r2","MT2"
"99","1221_0832_blob_1155",564,7078.2518813468,0.0101642127389229,109.007987325666,10,0.000171959028397545,0.000148196576452204,0.425660377358491,0.000148196576452204,0.185185185185185,0.967423409562484,0.966906170502852,7.69e-05,0.205224503,-0.411480124,0.273789755,-0.168000333,0.14081383,-0.222006426,NA,NA,NA,NA,NA,NA,"C7 acid",496,612,1877.852349,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",648,667,NA,"C17H34B2O6Si","limonox_S_blob_697",609,684,1877,0,-0.144631798,NA,0,0,0.130052048,0.581000409,0.381872552,-1,0.017398607,0.124752242,0,NA,1,0,"0.172409711",-0.472043231,"NYC",NA,NA,NA,1878.11425313822,0.383761811690022,0.809927143537873,0.454023813475532,FALSE,1,0.00245098039215686,0.00231998938681461,"AMS1_PMF_3r2","ISOP1"
"100","1128_1901_blob_1306",565,7072.63477476682,0.0066845861986725,71.6900862210242,12,0.00017182256642839,9.74628153786455e-05,0.426415094339623,9.74628153786455e-05,0.222222222222222,0.967595232128913,0.96700363331823,7.68e-05,0.468091205,0.166405184,-0.689088326,0.017520493,-0.054847857,-0.237808509,NA,NA,NA,NA,NA,NA,"octadecanal",242,554,2086.764706,2056,"i-Propyl 6,9,12-hexadecatrienoate",692,723,NA,"C19H32O2","bcp_ox_L_blob_989",599,657,2087,0,0.210370714,NA,0,-0.118387719,0.467327578,0.42050545,0.252841887,0.170105629,0.700154924,0.618441898,0,NA,0.868870613,1,"0.118680452",0.633204801,"NYC",NA,NA,NA,2087.40014524328,1.28180051041119,0.90018061160681,1.5164821983951,FALSE,1,0.00245098039215686,0.00152576194876172,"AMS1_PMF_1r2","MT1"
"101","1202_0046_blob_1489",569,6941.83685623724,0.011246631092892,120.616584001205,23,0.000168644962217096,0.000163978486814329,0.429433962264151,0.000163978486814329,0.425925925925926,0.968273914732989,0.967709312756997,7.54e-05,0.274922128,0.176277069,0.394133582,0.311924587,0.429962585,0.073846317,NA,NA,NA,NA,NA,NA,"sinapinaldehyde",641,678,2033.823529,2032,"Chromone, 5-hydroxy-6,7,8-trimethoxy-2,3-dimethyl-",625,644,NA,"C14H16O6","bcp_ox_L_blob_771",516,556,2035,-0.108395801,0.681110443,NA,0.462954053,0.835342434,0.692653042,0.129795619,0.223691493,0.133999,0.435039385,0.107557133,0.563100888,NA,0.54528087,0.128834059,"0.298711641",0.298896548,"NYC",NA,NA,NA,2033.16093587193,0.952550782145369,0.876790230622008,1.12695095099267,FALSE,1,0.00245098039215686,0.00256705220985897,"AMS1_PMF_5r2","BB1"
"102","1202_1412_blob_1369",570,6932.0170062163,0.0111597656597831,119.684979530245,11,0.000168406398812329,0.000162711968675696,0.430188679245283,0.000162711968675696,0.203703703703704,0.968442321131802,0.967872024725673,7.53e-05,0.287334981,-0.112863285,0.687388957,-0.381812402,0.351337421,-0.181684374,NA,NA,NA,NA,NA,NA,"C7 acid",379,505,1879.194631,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",698,731,NA,"C13H26BNO6Si","limonox_S_blob_649",613,723,1868,0.060172766,-0.122300948,NA,-0.2604577,-0.20044002,0.077287834,-0.002231304,-0.137998492,-0.213814967,0.453490322,0.495409921,-0.117919301,NA,0.173297416,0.371068971,"0",0.576436363,"NYC",NA,NA,NA,1878.19204195043,1.21859150836187,0.809960689564354,1.44170041635684,FALSE,1,0.00245098039215686,0.0025472251078423,"AMS1_PMF_3r2","MT2"
"103","1202_0046_blob_1563",577,6826.62296650386,0.00758553742972791,81.3525050328465,15,0.000165845956351161,0.000110598893048637,0.435471698113208,0.000110598893048637,0.277777777777778,0.969612509580776,0.969063239541481,7.42e-05,0.017587652,-0.063898062,0.045269405,0.012953659,0.028128994,-0.240713135,NA,NA,NA,NA,NA,NA,"beta-nocaryophyllonic acid, TMS",512,568,1977.027027,1985,"a-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",658,698,NA,"C17H34B2O6Si","bcp_ox_L_blob_678",541,628,1959,-0.970231934,0.14761494,NA,0.185047521,0.495364436,0.208996482,0.005860721,0.445187867,0.026743814,0.231947621,-0.388316269,0,NA,-0.170784782,-0.783570829,"0.681808864",0.077104,"NYC",NA,NA,NA,1977.19920715127,1.11219611633301,0.852657021998287,1.31582535491589,FALSE,1,0.00245098039215686,0.00173140476122292,"AMS1_PMF_3r2","ISOP2"
"104","1129_1334_blob_1376",578,6804.73783388205,0.0125233083880689,134.30854677159,7,0.000165314279009766,0.000182592737542765,0.43622641509434,0.000182592737542765,0.12962962962963,0.969777823859786,0.969245832279023,7.39e-05,0.047253311,-0.097266041,0.639644852,0.476206132,0.818609871,0.491603871,NA,NA,NA,NA,NA,NA,"C7 acid",360,517,1885.90604,NA,"[2,6-Bis(1-methylethyl)phenoxy](trimethyl)silane",580,669,NA,"C15H26OSi","limonox_S_blob_725",533,597,1893,0.36002567,0.345519234,NA,0.569108958,0.035669731,0.607867649,-0.020386099,-0.235064329,-0.333995919,0.542253227,0.135971793,0.045700493,NA,0.976587815,0.679828841,"0",0.129398974,"NYC",NA,NA,NA,1885.41240185535,1.34061750747418,0.813074432758273,1.58606785410721,FALSE,1,0.00245098039215686,0.0028584547858652,"AMS1_PMF_5r2","BB3"
"105","1221_0832_blob_669",584,6593.73966766383,0.00780119066151816,83.6653181706224,8,0.00016018829023955,0.000113743167128004,0.440754716981132,0.000113743167128004,0.148148148148148,0.970752150747323,0.970170694185109,7.16e-05,0.73432936,0.326333103,0.227350893,-0.380748029,-0.014569202,-0.526491364,NA,NA,NA,NA,NA,NA,"C18",494,604,1816.107383,1830,"2H-Pyran, tetrahydro-2-(12-pentadecynyloxy)-",737,741,NA,"C20H36O2","bcp_ox_L_blob_653",447,498,1832,1,0.265183748,NA,0,-1,-0.030004503,-0.1248478,-0.135187258,0.028483608,0.433806091,0.380055928,1,NA,1,0,"-0.727175172",0.085787374,"NYC",NA,NA,NA,1815.47365318338,1.27170403130748,0.78291370593356,1.50453717988179,FALSE,1,0.00245098039215686,0.00178062777748957,"AMS1_PMF_1r2","MT3"
"106","1202_1412_blob_1513",586,6558.08055279905,0.012069365080836,129.44014746193,7,0.000159321987817927,0.000175974138959356,0.442264150943396,0.000175974138959356,0.12962962962963,0.971071112499636,0.970506003852393,7.12e-05,-0.061789289,0.706205761,0.080680127,0.566878887,0.061632717,0.039524711,NA,NA,NA,NA,NA,NA,"C7 acid",423,531,2154.074074,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",640,657,NA,"C28H50O4Si2","limonox_S_blob_687",460,622,NA,-0.200373846,0.7812785,NA,0.760243455,0.45450138,0.488531669,-0.316782978,-0.243636744,0.220655998,-0.088763846,-0.088966034,-0.46300431,NA,0.966805142,0.424842687,"0.814136314",0.869086659,"NYC",NA,NA,NA,2154.10519763461,0.843496763610839,0.928946823487997,0.997930501688895,FALSE,1,0.00245098039215686,0.00275484187633185,"AMS1_PMF_2r2","BB1"
"107","1202_1412_blob_1614",589,6515.68732636945,0.0114607471975367,122.912911933417,18,0.000158292086911648,0.000167100349223812,0.444528301886792,0.000167100349223812,0.333333333333333,0.97154714789606,0.970974982586935,7.08e-05,0.468646882,0.664751946,-0.092493812,-0.045372313,0.280617094,0.155654765,NA,NA,NA,NA,NA,NA,"linoleic Acid, TMS",534,577,2246.4,2245,"<df>-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",674,681,NA,"C27H52N2O10Si3","limonox_S_blob_687",416,580,NA,0.345526326,0.453095486,NA,0.835707611,0.360055045,0.487637726,0.459887824,0.487618929,0.46555161,0.235795625,0.415352134,0.339022973,NA,0.282015357,0.506299492,"0.938690067",0.737623578,"NYC",NA,NA,NA,2245.41609697817,0.17769660412012,0.968324180725786,0.210230636261004,FALSE,1,0.00245098039215686,0.00261592437567064,"AMS1_PMF_2r2","BB3"
"108","1221_0832_blob_1178",590,6461.62102657731,0.0118918428274691,127.536277084351,6,0.000156978600398713,0.000173385823379113,0.445283018867925,0.000173385823379113,0.111111111111111,0.971704126496458,0.971148368410315,7.02e-05,0.546563777,-0.272564466,0.61472297,0.292162463,0.621426956,-0.855312008,NA,NA,NA,NA,NA,NA,"C7 acid",428,549,1852.348993,NA,"<df>-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",653,672,NA,"C14H31BO6Si2","limonox_S_blob_823",664,723,1843,0.558062264,0.600806819,NA,0.510363563,1,0.759804363,0.594890545,0.64799558,0.689319655,0.691827164,0.614627356,0.747271163,NA,0,0.346517565,"0",0.994041398,"NYC",NA,NA,NA,1851.56901868311,1.00272600966842,0.798479647262901,1.18631263693452,FALSE,1,0.00245098039215686,0.00271432228526136,"AMS1_PMF_5r2","MT3"
"109","1202_1412_blob_1181",592,6264.08903692199,0.0115283087599779,123.637488458079,14,0.000152179758878524,0.000168085412456029,0.446792452830189,0.000168085412456029,0.259259259259259,0.97201243416769,0.971474058301248,6.8e-05,0.410120154,0.665442031,0.148088032,0.11876108,0.102685264,-0.014923273,NA,NA,NA,NA,NA,NA,"C7 acid",395,537,2085.925926,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",680,753,NA,"C13H26BNO6Si","bcp_ox_L_blob_989",528,588,2087,0.577253134,0.258735225,NA,0.710940039,0.427965235,0.361690945,0.33040593,0.502630759,0.610694043,0.295213206,0.041039255,0.722189537,NA,0.222705377,0.543744277,"0.988866295",0.225108,"NYC",NA,NA,NA,2086.29007158419,0.345905369680898,0.899701898032104,0.409236329046309,FALSE,1,0.00245098039215686,0.00263134535433827,"AMS1_PMF_2r2","MT3"
"110","1202_1412_blob_1814",594,6218.37552807816,0.0111907576453072,120.017358835163,16,0.000151069195041972,0.000163163839004476,0.448301886792453,0.000163163839004476,0.296296296296296,0.97231465006057,0.971796368985057,6.75e-05,-0.200443124,0.113462914,0.257007848,0.045255475,0.006281865,-0.132041862,NA,NA,NA,NA,NA,NA,"C7 acid",413,523,2368,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,712,NA,"C13H26BNO6Si","apin_ox_S_blob_592",464,613,NA,0.125958576,0.117813621,NA,-0.030010614,0.042595093,0.228550179,-0.213004553,-0.13618138,-0.158790559,0.166601321,0.303556327,-0.108889004,NA,0.487939829,0.695083651,"0.803574268",0.258992131,"NYC",NA,NA,NA,2367.73870967742,0.385459038431081,1.02107518036707,0.456031781266582,FALSE,1,0.00245098039215686,0.00255429905241027,"AMS1_PMF_3r2","MT2"
"111","1221_0832_blob_720",596,6182.18092754816,0.0113775666537846,122.020826742762,3,0.000150189883533325,0.000165887557625671,0.449811320754717,0.000165887557625671,0.0555555555555556,0.972615888303081,0.972126399334543,6.72e-05,0.771366689,0.743935659,0.155397367,-0.998088398,0.759150273,-0.873313625,NA,NA,NA,NA,NA,NA,"C30",384,767,3017.391304,3058,"Sulfurous acid, butyl heptadecyl ester",769,855,NA,"C21H44O3S","apin_ox_S_blob_751",350,385,NA,1,-0.386686074,NA,0,0,0.981494733,0.903823733,0.999353088,1,0.921938099,0.779525416,1,NA,0,0,"0",0.925970298,"NYC",NA,NA,NA,3017.39130434783,0.106967626157773,1.30123453138321,0.126552064502462,TRUE,1,0.00245098039215686,0.00259693835248803,"AMS1_PMF_1r2","ISOP3"
"112","1202_1412_blob_1488",599,6115.10283272771,0.00813930203549443,87.2914563985178,19,0.000148560288513899,0.000118672909290027,0.452075471698113,0.000118672909290027,0.351851851851852,0.97306218812493,0.972554164680938,6.64e-05,0.267354827,0.352069835,0.056025315,0.017216562,0.151062446,-0.113689809,NA,NA,NA,NA,NA,NA,"beta-caryophyllonic acid, TMS",518,541,1928.85906,1931,"1,3-Dioxolo[4,5-c]pyran-7-ol, tetrahydro-2,2-dimethyl-4-methoxy-7-[5-(t-butyldimethylsilyloxy)-4-methyl-2-hexenyl-",630,649,NA,"C22H42O6Si","limonox_S_blob_847",481,520,1925,0.772764601,0.147653443,NA,0.07586843,0.004391479,0.281889476,0.238653264,0.185291927,0.1325089,0.332610436,0.399970973,0.652576533,NA,0.325213506,0.857544722,"-0.015543255",0.276354757,"NYC",NA,NA,NA,1928.32839074702,0.00739787595488917,0.831581732959552,0.00875233478252067,FALSE,1,0.00245098039215686,0.00185780195903561,"AMS1_PMF_2r2","MT3"
"113","1202_0046_blob_1342",601,6100.38215213663,0.00844105782770931,90.5276924374627,25,0.000148202664347053,0.000123072578647558,0.453584905660377,0.000123072578647558,0.462962962962963,0.97335871846299,0.972785853237512,6.63e-05,0.642002013,0.70055723,0.278653864,0.362770083,0.553149931,0.117224249,NA,NA,NA,NA,NA,NA,"C7 acid",399,529,2160.294118,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",667,705,NA,"C13H26BNO6Si","limonox_S_blob_687",424,547,NA,0.735207663,0.647574044,NA,0.484051613,0.527784883,0.884048656,0.6362997,0.652702533,0.753214832,0.868087299,0.712383092,0.877461293,NA,0.509671879,0.418227038,"0.298148895",0.837704015,"NYC",NA,NA,NA,2160.15407927682,0.535257784314811,0.931555372686688,0.633256809365311,FALSE,1,0.00245098039215686,0.00192667795104112,"AMS1_PMF_2r2","MT3"
"114","1128_1901_blob_1237",603,6030.76385160547,0.00694583687708539,74.4919176439538,22,0.000146511357578277,0.000101271910793222,0.455094339622642,0.000101271910793222,0.407407407407407,0.973652322890645,0.97304959221709,6.55e-05,0.625508019,0.649468067,-0.359413726,-0.028760847,0.115051728,-0.174153722,NA,NA,NA,NA,NA,NA,"C23",415,588,2356.451613,2341,"2(3H)-Furanone, dihydro-5-tetradecyl-",779,794,NA,"C18H34O2","apin_ox_S_blob_751",357,449,NA,1,0.73062576,NA,0,0.52111247,0.927262063,0.83981133,0.802460524,0.891657176,0.876990237,0.761223492,1,NA,0.948528342,0.953342594,"0.00691994",0.721260742,"NYC",NA,NA,NA,2357.20679016761,0.952854382703916,1.01653334407021,1.12731013702726,TRUE,1,0.00245098039215686,0.00158539261734218,"AMS1_PMF_2r2","MT3"
