Compound.Name,anthrovol,bbvol,cluster_vol.z1,cluster_vol.z3,cluster_vol.z4,cluster_vol.z5,cluster_vol.z6,cluster_vol.z7,cluster_vol.z8,cluster_vol.z9,cluster_vol.z10,cluster_vol.z11,cluster_vol.z12,cluster_vol.z13,AMS_PMF_1,AMS_PMF_2,AMS_PMF_3,AMS_PMF_4,AMS_PMF_5,AMS_PMF_6,cluster,max_corr,assigned_cluster
1221_0832_blob_823,0.297945093,0.095859635,0.604893899,0.371340125,-0.193316738,0.059653654,0.279412,0.09329024,0.216241234,-0.142366753,0.130665964,0.327198465,0.309952943,0.477940961,0.193538582,0.451502542,0.150601021,-0.100386776,0.020065896,-0.088745576,1,cluster_vol.z1,1
1221_0832_blob_841,0.574143449,0.169655664,0.762336782,0.29129597,-0.100457475,0.385435686,0.078841813,0.005208738,0.481274865,-0.00871315,0.207070113,0.654358467,0.629239308,0.531151173,0.647383553,0.41860762,0.108690725,-0.059588588,0.179165222,-0.075559991,1,cluster_vol.z1,1
1221_2326_blob_600,-0.025185063,-0.084243518,0.599470053,0.12604288,-0.019419122,-0.118991708,0.12081248,0.018447398,0.005139377,0.005278864,-0.075023584,-0.004807205,0.052828763,0.143539808,0.044104771,0.129898595,-0.15046408,-0.097660725,-0.134797651,-0.086552046,1,cluster_vol.z1,1
1129_1334_blob_594,0.728571073,0.197940483,0.368911765,0.352822215,-0.214009456,0.044119348,0.0276376,0.164706877,0.212853498,-0.171182237,0.242717341,0.64441942,0.557206654,0.522217748,0.307627745,0.490458307,0.393133546,0.00282369,0.268647187,-0.06343079,1,cluster_vol.z11,1
1202_1412_blob_738,0.61907947,0.317020649,0.255050829,0.414216735,-0.201419862,0.033564741,0.193517783,-0.102474023,0.134463491,-0.105974716,0.348940257,0.489941079,0.348864568,0.362641323,0.283723923,0.341271943,0.343427363,0.116205179,0.399302254,0.05832172,1,cluster_vol.z11,1
1221_0832_blob_568,0.783816566,0.347264684,0.702038639,0.181028622,0.01458891,0.155286113,-0.015436989,0.246782678,0.466662333,-0.090518068,0.377105083,0.743792529,0.699439628,0.545959563,0.548371893,0.720600076,-0.033670629,0.026943425,0.134536253,0.074667002,1,cluster_vol.z11,1
1221_0832_blob_571,0.866670303,0.322391553,0.669987165,0.158622885,-0.117554581,0.212291653,-0.074881466,0.092034756,0.411057734,-0.11167656,0.360298784,0.785356787,0.734265551,0.559368158,0.551134375,0.617819877,0.09625171,0.039047711,0.182097861,-0.016028776,1,cluster_vol.z11,1
1221_0832_blob_511,0.826995322,0.329618401,0.59977399,0.142629751,-0.111563904,0.111856283,-0.034621804,0.143787393,0.377715206,-0.143620201,0.367381015,0.735036125,0.737080838,0.483358065,0.513263951,0.646803139,0.091265323,0.057233438,0.148705521,-0.04827733,1,cluster_vol.z12,1
1128_1901_fb_add_blob_43,0.311532154,0.392366908,0.29491957,0.399178577,0.26987089,-0.145005484,0.322704134,0.100385374,0.276591576,0.120876492,0.382243136,0.327383907,0.258987204,0.357132097,0.212385879,0.563001992,-9.67E-06,0.141468828,0.184104772,0.46377217,1,cluster_vol.z3,1
1128_1901_blob_1004,-0.155091312,-0.182752458,-0.083681253,-0.194858623,-0.205914516,0.578425384,-0.076146383,-0.147609442,-0.080793433,-0.254451608,-0.1872199,-0.138797545,-0.098329705,-0.128919963,-0.086039013,-0.232474821,0.072422968,-0.064397314,-0.070329624,-0.13086892,1,cluster_vol.z5,1
1128_1901_blob_1418,-0.044114057,0.02836031,0.132364344,0.054892951,-0.145078315,-0.031301982,0.233335686,-0.106124348,-0.05064469,-0.093728898,0.034530425,-0.051391616,-0.04196534,0.096912139,-0.100549266,0.168554304,0.02967393,0.036911775,-0.062337345,0.023093438,1,cluster_vol.z6,1
1128_1901_blob_1722,-0.19579442,0.019678763,-0.232656386,0.348680711,-0.000593257,0.173926428,0.32501393,-0.139950219,0.086021317,0.177428689,0.029789709,-0.067675945,-0.135555298,-0.037549856,0.116348129,-0.241065977,0.353954471,0.209953487,0.423767791,0.089748278,3,cluster_vol.z3,3
1128_1901_blob_784,0.463719569,0.330844515,0.302984917,0.700644316,-0.39456217,0.341061146,0.352822173,-0.161906798,0.42661793,-0.110367476,0.380461965,0.574935428,0.534013825,0.683310028,0.533202282,0.403853508,0.63604331,0.150681069,0.581231803,-0.018416188,3,cluster_vol.z3,3
1128_1901_fb_add_blob_591,0.258314371,0.337242718,0.284821398,0.607060064,0.20386523,-0.160811661,0.398470515,0.233846139,0.332479407,0.28325561,0.346189373,0.351033257,0.194123961,0.395677079,0.304118349,0.315662699,0.103863217,0.123900002,0.345686021,0.109633975,3,cluster_vol.z3,3
1202_1412_blob_642,0.432168282,0.518018788,0.522145022,0.794247165,-0.271863384,0.365607134,0.533112712,-0.057156745,0.691120881,0.066241123,0.554420865,0.647382689,0.579963368,0.723381929,0.71995552,0.420042127,0.464923287,0.227772101,0.619240335,-0.041174823,3,cluster_vol.z3,3
1221_0832_blob_25,0.557770262,0.63103197,0.475409021,0.881338081,-0.052956568,0.230190856,0.504501766,-0.031102823,0.696205617,0.087368281,0.653761031,0.717370779,0.589856942,0.763645453,0.659854249,0.604990002,0.501908616,0.232254746,0.611781715,0.09008686,3,cluster_vol.z3,3
1221_0832_blob_953,0.103519805,0.221895686,0.064640379,0.628933087,-0.059750179,-0.078891911,0.549447714,-0.045599625,0.178172747,0.174834689,0.235960897,0.180045599,0.20921499,0.263328181,0.150266747,0.280893597,0.330572572,0.057539391,0.228311901,0.038411586,3,cluster_vol.z3,3
1202_1412_blob_987,-0.349103737,0.038084291,-0.316691308,0.227578589,0.119761787,-0.112260718,0.381070038,0.005825909,0.016171696,0.433648937,0.028786312,-0.285082057,-0.272492315,-0.206383678,-0.149844443,-0.2447469,0.192875846,0.149246863,0.186770232,0.017340721,3,cluster_vol.z9,3
1128_1901_blob_678,0.025781864,-0.016657334,-0.006174298,-0.068380392,0.813464499,-0.204588359,-0.228130131,0.574263777,0.089353233,0.348953255,-0.051646549,-0.040930781,-0.01400236,-0.059779445,-0.165164308,0.196565354,-0.145525467,-0.075579789,-0.263743976,0.36805654,4,cluster_vol.z4,4
1128_1901_blob_756,0.101483371,0.122460878,0.193378193,0.151378879,0.540402506,0.119582455,0.218783731,0.34384394,0.282888911,0.394171439,0.123222697,0.141279469,0.268260102,-0.105998608,0.289634482,0.189819085,-0.031836569,0.106008463,-0.068019988,0.162421191,4,cluster_vol.z4,4
1221_0832_blob_756,-0.226362356,-0.142324018,-0.251877876,-0.12218695,0.803591437,-0.166225005,-0.185913818,0.389200268,0.077111994,0.517474191,-0.173242331,-0.220989702,-0.202704216,-0.350556958,-0.131153407,-0.181885283,-0.148499529,-0.063965088,-0.229442229,0.029158009,4,cluster_vol.z4,4
1221_0832_blob_808,-0.324147395,-0.330863799,-0.180871429,-0.253131237,0.892972918,-0.214712042,-0.314105165,0.555793258,-0.041240592,0.397556763,-0.363876848,-0.310701678,-0.215244188,-0.396739257,-0.189393054,-0.100677023,-0.404950466,-0.215163515,-0.501119765,0.127033665,4,cluster_vol.z4,4
1221_0832_blob_579,0.660472404,0.273639975,0.482304182,0.505063669,-0.23878527,0.765732,0.149139567,0.04088633,0.632144483,-0.1977227,0.318539025,0.737947179,0.772695351,0.710504914,0.662893796,0.426946644,0.648951472,0.035930889,0.393528368,-0.093021617,5,cluster_vol.z12,5
1128_1901_blob_742,-0.191927221,-0.120665423,-0.062207283,-0.092273253,-0.114743545,0.868410309,-0.018720337,-0.224742317,0.211140649,-0.115099491,-0.111253729,-0.056158125,0.085831126,-0.059453161,0.246067421,-0.268566714,0.13132012,0.013486363,-0.006826894,-0.123597993,5,cluster_vol.z5,5
1221_0832_blob_860,0.269840548,0.278948406,0.135610908,0.276994443,-0.095072697,0.879538917,0.170947765,-0.046215989,0.610159566,-0.119432425,0.294295728,0.403578764,0.517856286,0.337995406,0.544401229,0.176713792,0.565269002,0.238009504,0.349926337,0.037582625,5,cluster_vol.z5,5
1128_1901_fb_add_blob_1175,0.251042614,0.185648657,0.317407686,0.286915667,-0.567205743,0.126602089,0.509553703,-0.310101155,0.046514878,-0.211123457,0.228275333,0.265733442,0.179551415,0.345013637,0.181409703,0.263044731,0.08001877,0.018098472,0.227033555,-0.145367888,6,cluster_vol.z6,6
1128_1901_fb_add_blob_586,-0.161724026,0.548729174,0.092414767,0.394101813,-0.010261876,-0.052559752,0.730611897,-0.150273195,0.23405887,0.312135447,0.541509313,-0.020346418,-0.070560807,0.070332104,0.138559417,0.110174768,0.19586176,0.661006817,0.421128032,0.359840791,6,cluster_vol.z6,6
1202_1412_blob_656,0.022067789,0.602572563,0.007904694,0.620055584,0.110228824,0.06441578,0.792399889,-0.040092042,0.457911922,0.32396115,0.59015951,0.211925175,0.190056071,0.241700987,0.324516816,0.320491171,0.340867926,0.465432728,0.520055069,0.210619853,6,cluster_vol.z6,6
1221_0832_blob_569,0.691213694,0.214632937,0.52564837,0.319827989,0.06258896,0.062186468,-0.080126296,0.257360008,0.35685499,-0.040808501,0.235515099,0.607304807,0.535779995,0.594951149,0.298122952,0.55099932,0.207063106,-0.17359303,0.100934148,-0.044946141,7,cluster_vol.z11,7
1128_2052_blob_1032,-0.178768804,-0.007883669,-0.162247275,-0.14822475,0.474274634,-0.122547121,-0.055043324,0.315780478,0.038556381,0.365450551,-0.029639634,-0.19039214,-0.192058114,-0.279469248,-0.106368813,-0.185087972,0.029366817,0.193248128,-0.048993798,0.373348242,7,cluster_vol.z4,7
1128_2052_blob_639,-0.21618812,-0.022329262,-0.188467655,-0.097781547,0.457248393,-0.139320294,0.013767857,0.343557043,0.036994155,0.423989775,-0.042586504,-0.209014699,-0.201862512,-0.317713224,-0.125163679,-0.183619523,0.028544429,0.153430187,-0.041249573,0.197358169,7,cluster_vol.z4,7
1221_0832_blob_19,-0.044323821,-0.144321861,0.026609293,0.041580469,0.55272668,-0.080415537,-0.213804968,0.545027962,0.136467075,0.316178817,-0.158846402,-0.055112251,0.037087097,-0.044353819,-0.12721596,0.027883438,-0.027512192,-0.195515759,-0.219661761,-0.140360695,7,cluster_vol.z4,7
1128_1901_fb_add_blob_619,0.130094567,-0.135226911,0.059722732,-0.094087677,0.415238151,-0.115199427,-0.178327855,0.911741335,0.044109738,0.15279122,-0.136428745,0.093545556,0.108238646,-0.03506955,-0.057106848,0.117657192,-0.137084159,-0.2135733,-0.246962615,-0.00836873,7,cluster_vol.z7,7
1221_0832_blob_565,0.201051213,-0.279543097,0.186461623,-0.01179546,0.218864494,0.078267068,-0.280415432,0.628430822,0.059725166,-0.035529895,-0.262652888,0.119444182,0.231284657,0.124928595,-0.013047069,0.115150306,0.013011259,-0.42663135,-0.3477597,-0.243349837,7,cluster_vol.z7,7
1221_0832_blob_8,0.073875685,-0.027292977,0.145955927,0.039383591,0.582238518,-0.103088109,-0.179889961,0.642294954,0.254572762,0.253441961,-0.044434073,0.057486927,0.146595764,0.057340438,-0.055359878,0.187017168,-0.038965414,-0.153537799,-0.211226979,0.021612197,7,cluster_vol.z7,7
1221_0832_blob_876,0.675024965,0.52829028,0.500636615,0.78880674,-0.212161142,0.393454217,0.48412604,-0.021688246,0.723428739,0.062277787,0.572083702,0.862970149,0.808076859,0.77632214,0.838357323,0.558972645,0.571897336,0.219202773,0.621014452,0.078294092,8,cluster_vol.z11,8
1221_0832_blob_1000,0.747695166,0.459864855,0.542360891,0.42774587,-0.102039814,0.572055648,0.177049511,0.080013293,0.755178586,-0.035979636,0.498904409,0.826849752,0.903718886,0.65969718,0.783773224,0.601330093,0.477781169,0.203763868,0.371363801,0.019717111,8,cluster_vol.z12,8
1221_0832_blob_642,0.712518366,0.503548727,0.500539032,0.623370971,-0.148148134,0.543487385,0.32784123,0.045353199,0.766710712,-0.065272123,0.547244373,0.83855385,0.878302729,0.709858379,0.826875416,0.566695904,0.641006622,0.279220811,0.554532503,0.085628744,8,cluster_vol.z12,8
1128_1901_fb_add_blob_642,0.604248718,0.402962412,0.443665616,0.675671735,-0.281079151,0.654517025,0.322655399,-0.049941975,0.735022022,-0.132042098,0.449348657,0.74344749,0.718693391,0.780640741,0.750345293,0.433674857,0.657348236,0.142312796,0.555963719,-0.013865232,8,cluster_vol.z13,8
1221_0832_blob_1130,0.001470903,0.381927,0.21062618,0.160602681,0.116112924,0.460049146,0.219069528,0.016718997,0.569650513,0.14422772,0.374871187,0.196213739,0.330538381,0.242569229,0.473263617,0.297725161,0.109791959,0.368182008,0.28073503,0.266729525,8,cluster_vol.z8,8
1221_0832_blob_29,0.552830931,0.618625768,0.417869202,0.642987238,-0.198053473,0.667687373,0.430901943,-0.080914591,0.862978572,-0.026867734,0.652315507,0.746130814,0.77082299,0.710660324,0.850846904,0.515953303,0.620235798,0.387676312,0.633055313,0.110393568,8,cluster_vol.z8,8
1221_0832_blob_4,0.136869117,0.436445542,0.195647206,0.283036157,0.380729426,-0.062919693,0.199916312,0.287824963,0.629067757,0.440804252,0.417413376,0.263731366,0.199375268,0.171968856,0.241808228,0.248977854,0.050086799,0.202776854,0.237534442,0.181487937,8,cluster_vol.z8,8
1221_0832_blob_45,0.167745766,0.480923242,0.223937008,0.506879949,-0.019870342,0.651719972,0.395493319,-0.005364597,0.83174591,0.134636228,0.491333359,0.457613192,0.556765102,0.491344571,0.709817373,0.258913743,0.491821858,0.360015825,0.4660893,0.137592972,8,cluster_vol.z8,8
1221_0832_blob_641,0.62002126,0.587360082,0.549493123,0.603276386,-0.039750957,0.548446609,0.356314287,0.033542828,0.897225549,0.140209888,0.615486371,0.83159574,0.854587897,0.721807161,0.907829589,0.624845131,0.454282302,0.297208828,0.5363794,0.105510959,8,cluster_vol.z8,8
1221_0832_blob_643,0.217620098,0.250410436,0.221016914,0.267876302,0.080734607,0.6408793,0.044975334,0.05251182,0.695461751,0.072779662,0.263026185,0.354280655,0.48766829,0.343490568,0.534493882,0.237226321,0.375939036,0.086884156,0.162874754,0.034225492,8,cluster_vol.z8,8
1221_0832_blob_746,0.242163668,0.480119414,0.318507765,0.664956959,0.111050437,0.332000563,0.440124853,0.017412266,0.723392523,0.184249512,0.488388021,0.468768784,0.459113874,0.465070962,0.64212409,0.382763899,0.295404797,0.16970781,0.464277685,0.209194236,8,cluster_vol.z8,8
1221_0832_blob_829,0.116283524,0.640531652,0.016948199,0.661126114,0.221484947,0.15900728,0.529099022,0.097809681,0.673733771,0.337754829,0.630113953,0.350136031,0.334102628,0.382274148,0.500499639,0.323947489,0.430069763,0.434543294,0.525164306,0.363304069,8,cluster_vol.z8,8
1221_0832_blob_898,0.363786987,0.502288789,0.307065392,0.564016672,0.087722364,0.600393905,0.337997883,0.096422264,0.822083545,0.115608616,0.516222332,0.574119152,0.665830416,0.537901138,0.751090789,0.43153321,0.481049637,0.305157515,0.450025521,0.122773452,8,cluster_vol.z8,8
1202_1412_blob_41,0.018709668,0.419251693,0.073544555,0.408560912,0.246959693,-0.087757031,0.446426675,0.168417898,0.407043066,0.849408263,0.409637875,0.196906109,0.108138546,0.106584123,0.219064263,0.064622784,0.016872501,0.19110148,0.272209617,0.128921258,9,cluster_vol.z9,9
1202_1412_blob_5,0.007975139,0.360128177,0.083415808,0.339883597,0.557643668,-0.078590552,0.24816913,0.351402599,0.424021682,0.818461364,0.336013312,0.131856562,0.117345106,0.07857871,0.181024063,0.075449191,0.034314945,0.180386698,0.079382124,0.324067744,9,cluster_vol.z9,9
1202_1412_blob_6,-0.165655534,0.11459449,-0.106655683,0.106659003,0.555530485,-0.214385488,0.142333298,0.329758263,0.170880298,0.988215969,0.090600916,-0.081497479,-0.108672748,-0.171040797,-0.074267668,-0.0908081,-0.14026944,0.010486154,-0.072152059,0.080988322,9,cluster_vol.z9,9
1221_0832_blob_15,-0.168593885,0.24170354,-0.113466454,0.146187894,0.427908843,-0.116725264,0.242276124,0.207778323,0.224792296,0.960820254,0.219856621,-0.024044918,-0.071261577,-0.127912515,0.019689241,-0.081833407,-0.130773781,0.100350699,0.01922061,0.081807773,9,cluster_vol.z9,9
1221_0832_blob_162,0.008688547,0.388916813,0.141199091,0.343749418,0.254259394,-0.022736692,0.318259861,0.099771634,0.450776866,0.692804953,0.3709842,0.17959731,0.137943559,0.127293108,0.254578869,0.078825641,-0.038388455,0.155943163,0.211493706,0.149935879,9,cluster_vol.z9,9
1221_0832_blob_846,-0.351584538,0.06076623,-0.311553601,-0.088273159,0.418353817,-0.195962053,0.127303761,0.186557298,-0.002140459,0.794401718,0.036726064,-0.282058992,-0.270725251,-0.533232082,-0.1954993,-0.300961498,-0.18095948,0.119386806,-0.118781201,0.042965062,9,cluster_vol.z9,9
1202_1412_blob_1,0.379247349,1,0.23532813,0.57196399,-0.135522521,0.097824069,0.662044895,-0.14450729,0.646037217,0.214265076,0.997031378,0.530638064,0.410006906,0.501596312,0.52738293,0.512838148,0.342171929,0.724319883,0.692885586,0.426587655,10,cluster_vol.z10,10
1221_0832_blob_684,0.471804057,0.904263778,0.33248968,0.670043645,-0.340174017,0.270622567,0.677121497,-0.242257438,0.67197516,0.106370551,0.925959986,0.626465501,0.500370691,0.605638217,0.613722152,0.455601847,0.507162278,0.652097078,0.788097072,0.286960331,10,cluster_vol.z10,10
1128_1901_blob_948,0.82300588,0.48235688,0.55391566,0.618045641,-0.422431766,0.251053323,0.352867164,-0.149633324,0.490057321,-0.167179341,0.540077054,0.846949087,0.758409556,0.742461818,0.671856012,0.619593125,0.461524893,0.131728966,0.520670601,-0.110351631,10,cluster_vol.z11,10
1128_1901_blob_1465,0.693227322,0.439058217,0.552751492,0.573332236,-0.37128527,0.276403002,0.425862853,-0.065621573,0.428101118,-0.160566409,0.503645374,0.726714842,0.741683574,0.613500519,0.631035665,0.645370845,0.422538284,0.21362167,0.446820439,-0.05144931,10,cluster_vol.z12,10
1129_1334_blob_627,0.130696639,0.672788755,0.041132522,0.236604633,-0.378069081,0.174071105,0.412294266,-0.295540739,0.220726207,0.032273815,0.677878656,0.232073307,0.132158804,0.263143309,0.284651672,0.139835619,0.186487715,0.623302571,0.551982426,0.117000219,11,cluster_vol.z10,11
1202_0046_blob_561,0.537512237,0.776722902,0.400575685,0.54397479,-0.379643203,0.228833396,0.487048985,-0.200054948,0.568527396,0.043125249,0.801492391,0.634775524,0.435459347,0.601507903,0.516499865,0.463730363,0.355794046,0.505649639,0.673240125,0.133267221,11,cluster_vol.z10,11
1202_1412_blob_601,0.60316981,0.857190189,0.404821814,0.613500963,-0.304311194,0.221186707,0.538950094,-0.16394382,0.652083483,0.109162831,0.881244761,0.707617883,0.533487657,0.640384846,0.580402261,0.514600296,0.42010769,0.510214207,0.679980285,0.190982699,11,cluster_vol.z10,11
1213_2145_blob_609,0.600238113,0.808731147,0.413284485,0.54396388,-0.284109258,0.183946354,0.455299915,-0.135438944,0.597408832,0.057047279,0.82759421,0.693355441,0.553605207,0.618491741,0.636483164,0.505195964,0.360360781,0.561181294,0.673148645,0.205905545,11,cluster_vol.z10,11
1221_0832_blob_688,0.415038522,0.778592013,0.345699572,0.461623226,-0.234310832,0.085492281,0.463537986,-0.222373747,0.549496578,0.161256353,0.785873621,0.494305726,0.29046467,0.461508264,0.416125718,0.403220252,0.182187182,0.465773222,0.583298862,0.219012014,11,cluster_vol.z10,11
1221_0832_blob_713,0.639848928,0.72436077,0.471153726,0.608476387,-0.363384313,0.310119388,0.486926266,-0.20347976,0.595879847,0.030204616,0.760187277,0.717807513,0.545234523,0.666129143,0.580919974,0.479799698,0.467369455,0.4173373,0.646518773,0.118828033,11,cluster_vol.z10,11
1221_0832_blob_100,1,0.379247349,0.650358384,0.440939379,-0.149302011,0.192009423,0.081450119,0.119667177,0.455793139,-0.142442262,0.425637109,0.923426834,0.827087437,0.745569686,0.62428926,0.718508959,0.349864162,0.005584229,0.330510008,0.007662866,11,cluster_vol.z11,11
1221_0832_blob_22,0.838993995,0.453752313,0.537828178,0.707842017,-0.137394159,0.322419925,0.307828691,0.074223452,0.650765243,-0.013894781,0.498685748,0.94350675,0.894376189,0.813293503,0.790362396,0.662377828,0.541215556,0.075219692,0.475460971,0.026268624,11,cluster_vol.z11,11
1221_0832_blob_224,0.756847531,0.450007809,0.65986094,0.55581625,-0.040224162,0.391872466,0.241985822,0.059528235,0.725890006,0.070142242,0.483133241,0.91637698,0.853928128,0.769510254,0.876573411,0.656427565,0.23416382,0.049376592,0.394685004,0.045762537,11,cluster_vol.z11,11
1221_0832_blob_33,0.849831763,0.518165454,0.58796046,0.68023603,-0.177138002,0.356703835,0.30393971,0.055836667,0.721316061,0.021644487,0.56174768,0.969585579,0.909505081,0.819786875,0.829747516,0.65324516,0.531230959,0.14780819,0.533532717,0.023094586,11,cluster_vol.z11,11
1221_0832_blob_35,0.884970079,0.461011909,0.551881748,0.606939817,-0.214433249,0.235490429,0.177024229,0.021484637,0.501207829,-0.089944273,0.503746979,0.895367384,0.721303646,0.832938805,0.638205799,0.653710447,0.451280219,0.092317007,0.511299667,0.043697108,11,cluster_vol.z11,11
1221_0832_blob_37,0.802332591,0.41984486,0.731665499,0.461519604,-0.042822764,0.366266317,0.154568262,0.123477246,0.687606172,0.025792456,0.455530251,0.91294638,0.851231035,0.744927027,0.830178163,0.678686829,0.169831833,0.034613578,0.33491741,0.031239071,11,cluster_vol.z11,11
1221_0832_blob_42,0.931676456,0.447634804,0.645317509,0.576156156,-0.111354226,0.24736915,0.215048977,0.134946048,0.597013529,-0.078239177,0.495319369,0.959210986,0.932911281,0.78009978,0.763178926,0.774608597,0.400050636,0.059009107,0.384469154,0.007296353,11,cluster_vol.z11,11
1221_0832_blob_43,0.801275947,0.378774548,0.707850321,0.444836503,-0.030060643,0.374791707,0.126534868,0.139667946,0.659159953,0.023670447,0.412168687,0.901930996,0.832790556,0.754126512,0.810511801,0.640807714,0.195134288,0.009192085,0.321217852,0.03117192,11,cluster_vol.z11,11
1221_0832_blob_5,0.952528327,0.435758157,0.700212058,0.432295864,-0.1075863,0.254093297,0.082678945,0.13673747,0.588389041,-0.074472118,0.47492782,0.944005536,0.845366035,0.777533613,0.702773677,0.715290063,0.275708789,0.021487438,0.34364097,-0.010667978,11,cluster_vol.z11,11
1221_0832_blob_581,0.956800058,0.456375436,0.636282107,0.516299623,-0.144642324,0.165968318,0.186621882,0.099972974,0.514352899,-0.113646569,0.502187155,0.928920117,0.855085326,0.739211538,0.660775256,0.762204533,0.355089148,0.0659172,0.358196001,0.013018586,11,cluster_vol.z11,11
1221_0832_blob_583,0.880351557,0.430018889,0.74037899,0.294731126,-0.073537716,0.198401403,0.041174692,0.153890645,0.538845746,-0.065168413,0.463213994,0.857344138,0.761457694,0.679199289,0.639297028,0.725665968,0.081433922,0.059825301,0.258610105,0.039691533,11,cluster_vol.z11,11
1221_0832_blob_608,0.875088388,0.357100392,0.541998646,0.611357716,-0.173965685,0.251916488,0.18322815,0.050748226,0.492924172,-0.109005587,0.408175918,0.905973595,0.82187898,0.806996533,0.696783067,0.685069498,0.421196719,-0.022926523,0.399860444,-0.033256695,11,cluster_vol.z11,11
1221_0832_blob_618,0.894886157,0.376160289,0.658144205,0.333511705,-0.034739332,0.288525151,0.026975524,0.190147624,0.585372582,-0.040814306,0.411191546,0.91178491,0.872965889,0.683573528,0.750182361,0.68063329,0.20273855,0.024270163,0.286477999,0.025585114,11,cluster_vol.z11,11
1221_0832_blob_652,0.946509976,0.360857393,0.685952377,0.411422824,-0.117394206,0.273148984,0.035103708,0.145164411,0.550944954,-0.078978697,0.405970381,0.934291208,0.876986704,0.7277954,0.702592615,0.669324902,0.308234446,0.00253423,0.318421447,-0.055091261,11,cluster_vol.z11,11
1221_0832_blob_653,0.853020559,0.522799479,0.596029763,0.633776945,-0.178080591,0.316615181,0.278465433,0.007529249,0.67566818,0.009148431,0.561340326,0.962298895,0.825309155,0.839456909,0.799746223,0.664732179,0.399437886,0.100507139,0.502490493,0.0397567,11,cluster_vol.z11,11
1221_0832_blob_687,0.838777645,0.469109628,0.624423983,0.528934075,-0.186657787,0.270859346,0.189195004,0.059395407,0.601686011,-0.018009618,0.510656489,0.905915813,0.773752921,0.789868403,0.726404822,0.621791464,0.301691428,0.081184143,0.432270829,-0.053688273,11,cluster_vol.z11,11
1221_0832_blob_706,0.802355527,0.416044829,0.481761296,0.687430379,-0.225581921,0.308388325,0.309278563,0.020364314,0.573462101,-0.032003318,0.460830126,0.872757243,0.827667408,0.767579162,0.698364616,0.582090379,0.661761702,0.102386472,0.505348728,-0.000195818,11,cluster_vol.z11,11
1221_0832_blob_717,0.887095482,0.38990513,0.540805277,0.626312972,-0.203500428,0.253455775,0.154918086,0.033528062,0.491942253,-0.102652865,0.437717689,0.885525231,0.782759366,0.819068005,0.631454691,0.656767334,0.524107102,0.027540027,0.465021353,-0.007219451,11,cluster_vol.z11,11
1221_0832_blob_796,0.782879792,0.411807301,0.657028607,0.43485371,-0.006827186,0.378038118,0.1505269,0.119889466,0.660527442,0.018995081,0.445406074,0.892274311,0.864731271,0.7480982,0.793955961,0.675115888,0.222342934,0.058309508,0.330636381,0.034882474,11,cluster_vol.z11,11
1221_0832_blob_993,0.516881452,0.409667372,0.542832933,0.541945211,0.098394701,0.310143648,0.314486388,0.141492781,0.699569499,0.148205289,0.423730902,0.727807122,0.688000473,0.642981273,0.762124358,0.583427529,0.154266309,0.047929215,0.323423279,0.142865474,11,cluster_vol.z11,11
1221_0832_blob_630,0.917986243,0.320593805,0.650045351,0.349362786,-0.073055094,0.152695908,0.072370292,0.206662509,0.440777616,-0.143477007,0.367699272,0.853919985,0.87559567,0.605952644,0.619493541,0.740626633,0.236345907,0.000178843,0.19213388,-0.0380091,11,cluster_vol.z12,11
1221_0832_blob_979,0.60083064,0.175829943,0.357278276,0.363486458,-0.03177881,0.504602222,0.053295852,0.161435471,0.602697838,-0.106967963,0.215831895,0.697532547,0.839128181,0.573665579,0.693623784,0.421371782,0.449880606,-0.00124492,0.270317871,-0.081521816,11,cluster_vol.z12,11
1213_2145_blob_686,0.606440865,0.43472082,0.33260263,0.819861157,-0.224380608,0.252369008,0.401832553,-0.044048446,0.556623684,0.028316948,0.476927628,0.765404088,0.655404042,0.74517351,0.649518824,0.478452065,0.585057658,0.079226389,0.554630109,-0.018386381,11,cluster_vol.z3,11
1202_1412_blob_573,0.788424325,0.318176205,0.792365346,0.47565172,-0.071758986,0.380679307,0.142580068,0.141018996,0.637661054,-0.035543708,0.367919301,0.866606914,0.925455318,0.698742683,0.822977851,0.67637718,0.229573857,-0.028564473,0.239393648,-0.081634838,12,cluster_vol.z12,12
1221_0832_blob_284,0.831704227,0.354781908,0.690153532,0.435108079,-0.048122472,0.416683197,0.121195506,0.172489754,0.64611021,-0.071663859,0.402562547,0.88927072,0.973616689,0.664386002,0.817651263,0.693937796,0.295304633,0.046700843,0.260069827,-0.053282283,12,cluster_vol.z12,12
1221_0832_blob_48,0.763542998,0.335585143,0.69476326,0.482231019,-0.052312255,0.378048481,0.178364548,0.091476345,0.622589788,-0.033983927,0.383987675,0.857017728,0.948655624,0.659701902,0.861115589,0.686446634,0.23060027,0.014567519,0.25658103,-0.056550089,12,cluster_vol.z12,12
1221_0832_blob_572,0.56097861,0.505622256,0.296912048,0.573112041,0.043460185,0.328080499,0.278221879,0.136525146,0.730642899,0.070818362,0.523377467,0.709253948,0.788460767,0.613234356,0.665224476,0.554331288,0.553004547,0.258064065,0.432379099,0.122237025,12,cluster_vol.z12,12
1221_0832_blob_638,0.813107264,0.329668064,0.772279637,0.420500472,-0.084618246,0.447968636,0.120805792,0.164335545,0.653563792,-0.084428549,0.377665369,0.866102054,0.930912454,0.686220057,0.785730093,0.67331978,0.298765291,0.022383186,0.249032833,-0.064151952,12,cluster_vol.z12,12
