Compound.Name,anthrovol,bbvol,cluster_vol.z1,cluster_vol.z3,cluster_vol.z4,cluster_vol.z5,cluster_vol.z6,cluster_vol.z7,cluster_vol.z8,cluster_vol.z9,cluster_vol.z10,cluster_vol.z11,cluster_vol.z12,cluster_vol.z13,AMS_PMF_1,AMS_PMF_2,AMS_PMF_3,AMS_PMF_4,AMS_PMF_5,AMS_PMF_6,cluster,max_corr,assigned_cluster
1202_1412_blob_1163,0.005154303,-0.038968982,0.615198837,0.206141022,-0.04189949,-0.097105538,0.189032,0.009229602,0.047147165,0.006343444,-0.026528743,0.042946955,0.083982312,0.208764239,0.081720592,0.158345053,-0.090735349,-0.081567199,-0.083871857,-0.077080492,NA,cluster_vol.z1,1
1202_1412_blob_1709,0.520787607,0.251900166,0.806406279,0.425322835,-0.255863524,0.331639814,0.261261224,-0.05648453,0.473448417,-0.099663213,0.294178226,0.603566735,0.675010192,0.576133275,0.654302077,0.455073936,0.326758653,0.153520415,0.319504258,-0.034182891,NA,cluster_vol.z1,1
1213_2145_blob_1063,0.341372428,0.05873681,0.526416083,0.129535991,-0.055866485,0.386194503,5.66E-06,-0.056949262,0.346868962,0.016429443,0.082001443,0.426281842,0.414329216,0.329872338,0.490367507,0.212060431,0.031526567,-0.064523912,0.103618258,-0.039845562,NA,cluster_vol.z1,1
1213_2145_blob_1173,0.341372428,0.05873681,0.526416083,0.129535991,-0.055866485,0.386194503,5.66E-06,-0.056949262,0.346868962,0.016429443,0.082001443,0.426281842,0.414329216,0.329872338,0.490367507,0.212060431,0.031526567,-0.064523912,0.103618258,-0.039845562,NA,cluster_vol.z1,1
1213_2145_blob_626,0.384777088,0.194971749,0.442438689,0.104678522,0.226897363,0.198570837,-0.017375569,-0.007688503,0.386016984,0.210090496,0.205309546,0.422576786,0.337151009,0.202820908,0.433982945,0.377907412,-0.099448158,0.010199283,0.096043177,0.091973425,NA,cluster_vol.z1,1
1221_0832_blob_1029,0.182088096,0.01084266,0.479634276,0.114838153,0.262151896,0.243100988,0.008667752,0.281155165,0.390345087,0.135488062,0.014151531,0.244100269,0.302479824,0.273696991,0.259181228,0.285233924,-0.06389543,-0.186686153,-0.066048283,0.069052577,NA,cluster_vol.z1,1
1221_0832_blob_1095,0.004073899,0.003386472,0.403326313,0.129189721,0.050501503,-0.113462802,0.082487855,0.156211452,0.106413428,-0.020152448,-0.004195383,0.021494338,0.085504679,0.180898511,0.010673457,0.094541839,-0.048203531,-0.179529049,-0.183053683,-0.163065044,NA,cluster_vol.z1,1
1221_0832_blob_709,0.439378487,0.119278012,0.633724269,0.416493254,-0.058632753,0.357751907,0.152648775,-0.05249443,0.425860065,0.002438947,0.150216379,0.538381128,0.493516775,0.556783448,0.547216213,0.350099153,0.181230409,-0.146165284,0.182431195,-0.04701129,NA,cluster_vol.z1,1
1221_0832_blob_946,0.488299161,0.082493394,0.872787301,0.213103232,-0.054092537,0.103237353,0.079374858,0.158619965,0.290921337,-0.111275578,0.116229876,0.442490186,0.484876391,0.465695864,0.289486788,0.527469169,-0.014755681,-0.131212822,-0.11122819,-0.12834372,NA,cluster_vol.z1,1
cluster_vol.z1,0.650358384,0.23532813,1,0.36567152,-0.099243912,0.170024773,0.186480918,0.079295703,0.418485338,-0.077492434,0.273503616,0.66154563,0.648675119,0.630148585,0.541947932,0.660442727,0.039588223,-0.037681106,0.11022872,-0.00836346,NA,cluster_vol.z1,1
1128_1901_blob_1091,0.039786328,0.508675599,0.067053615,0.245736207,-0.131912881,-0.088731309,0.32625868,-0.114417342,0.36680028,0.193392147,0.49158831,0.183515264,0.096170767,0.182412869,0.203970259,0.185195232,0.04261488,0.313581375,0.323631904,0.154114889,NA,cluster_vol.z10,10
1128_1901_blob_1093,0.645899362,0.762457551,0.415650267,0.661785051,-0.262671004,0.300272066,0.474356368,-0.098861896,0.677140786,0.036877548,0.791326113,0.750335996,0.598392955,0.746452289,0.678511605,0.512159826,0.554186766,0.490338396,0.770452884,0.198631712,NA,cluster_vol.z10,10
1128_1901_blob_718,0.288438412,0.591816056,0.234556483,0.440106079,-0.122975627,0.065314179,0.374681895,-0.062056085,0.448678081,0.163183869,0.605765695,0.438021548,0.348872756,0.355255845,0.547466394,0.265315969,0.079196369,0.363468123,0.402245712,0.293955228,NA,cluster_vol.z10,10
1129_1334_blob_1008,-0.107622003,0.396367987,-0.07167254,0.200552861,0.157931505,0.067005143,0.265594962,-0.082254765,0.303280281,0.288511102,0.37988562,0.019480268,0.015546802,0.033895028,0.226691493,0.018591403,-0.064334249,0.280643097,0.137733266,0.142386613,NA,cluster_vol.z10,10
1129_1334_blob_1084,0.564076534,0.622491156,0.524109245,0.36468458,-0.384482725,0.259418689,0.400005555,-0.127708514,0.517350149,0.021097941,0.659215595,0.644258518,0.650982798,0.510417434,0.649749679,0.495214272,0.175094627,0.388549811,0.474161466,0.020778522,NA,cluster_vol.z10,10
1129_1334_blob_1097,0.153280974,0.624295347,0.069243509,0.337104772,-0.445927099,0.239560376,0.486847528,-0.29469137,0.298278198,0.058178928,0.632994784,0.257042413,0.124628394,0.340024897,0.216560157,0.114941083,0.272545944,0.399818558,0.48060734,0.086773271,NA,cluster_vol.z10,10
1129_1334_blob_1103,0.269481801,0.428970577,0.188513497,0.317858981,-0.113772924,-0.022864174,0.271543848,-0.080795254,0.310020399,0.089081472,0.439094271,0.300891038,0.211561114,0.145463681,0.162557042,0.283118758,0.144115118,0.27258935,0.254069109,0.061838074,NA,cluster_vol.z10,10
1129_1334_blob_1108,0.228051592,0.214652251,0.120701569,-0.043670288,-0.227639893,-0.04922952,-0.070624815,-0.059326125,0.034866138,-0.039431212,0.219995441,0.173636046,0.018395192,0.16359019,0.012646461,0.120272298,-0.132692088,0.062696032,0.091740386,-0.050081607,NA,cluster_vol.z10,10
1129_1334_blob_1112,0.413526728,0.439679398,0.241459677,0.228130769,-0.080610591,0.073310055,0.154493087,-0.083823848,0.303859367,0.082322696,0.455881223,0.405515317,0.251915035,0.213129796,0.269322894,0.303560577,0.042428271,0.187360424,0.267586856,0.024776101,NA,cluster_vol.z10,10
1129_1334_blob_1125,0.353136917,0.724398959,0.342975972,0.391805357,-0.252168811,0.09573631,0.444064982,-0.055884984,0.434493259,0.189002345,0.738152883,0.476761096,0.374324813,0.404311889,0.469085556,0.358285467,0.069819913,0.370603632,0.438673271,0.075310815,NA,cluster_vol.z10,10
1129_1334_blob_1251,-0.073115848,0.190134524,-0.074136339,-0.08599676,-0.15143885,0.080766986,0.185692948,-0.123831571,-0.002632602,-0.157073063,0.18929967,-0.035332707,0.009861291,-0.012410908,0.027206337,0.086650667,0.122882966,0.496417011,0.285882859,0.125032586,NA,cluster_vol.z10,10
1129_1334_blob_1264,0.152331141,0.790882245,0.10795405,0.3800768,-0.358633984,0.09782008,0.591674449,-0.274347431,0.395778044,0.125395726,0.791854064,0.264090215,0.148963035,0.300548877,0.306404996,0.215991188,0.254762359,0.574901541,0.606739801,0.209734712,NA,cluster_vol.z10,10
1129_1334_blob_1301,-0.016464745,0.703169707,-0.075043455,0.155101654,-0.300553763,0.00964225,0.439129544,-0.260302023,0.200964105,0.202411167,0.693206086,0.096702652,0.023536424,0.072556381,0.163351517,0.001439665,0.093155194,0.683156877,0.417556468,0.249419937,NA,cluster_vol.z10,10
1129_1334_blob_1337,0.392725649,0.461949418,0.263639246,0.088379929,-0.200883912,-0.042618492,0.029773675,-0.087474993,0.262565945,0.021467817,0.461169309,0.375408598,0.165824789,0.388580204,0.189065051,0.317660776,-0.04989423,0.227047951,0.294063876,0.074196371,NA,cluster_vol.z10,10
1129_1334_blob_1381,0.525059666,0.583474761,0.225518836,0.56685132,-0.250204317,0.127336564,0.371246646,0.009759948,0.480167152,-0.07827613,0.606569529,0.601222347,0.502181271,0.59021278,0.469572162,0.428780404,0.524401749,0.280211201,0.484935051,0.074610645,NA,cluster_vol.z10,10
1129_1334_blob_1448,0.260943653,0.64764179,0.122158631,0.476918477,-0.329817512,0.228915218,0.490194693,-0.146242268,0.494202205,0.043035727,0.658112439,0.384243426,0.294528202,0.371193844,0.436451788,0.226250841,0.476777999,0.469504585,0.689351529,0.182778608,NA,cluster_vol.z10,10
1129_1334_blob_1462,0.457452536,0.571213443,0.570749478,0.525217651,-0.408961273,0.243148083,0.506305093,-0.213202124,0.454395069,-0.082959594,0.611164523,0.556009832,0.44069812,0.585694851,0.541412221,0.4974055,0.201040061,0.320125514,0.503146831,0.017022336,NA,cluster_vol.z10,10
1129_1334_blob_1469,0.066458674,0.542855561,0.067846427,0.370092909,-0.658161435,0.354125581,0.543728147,-0.539688406,0.277853718,-0.169306998,0.562414246,0.192862756,0.136269355,0.317850744,0.311417555,0.025395439,0.429508949,0.512940981,0.613860665,0.028176424,NA,cluster_vol.z10,10
1129_1334_blob_584,0.365259811,0.467134201,0.248659554,0.084560909,-0.200203861,-0.04875526,0.039355089,-0.090332413,0.267821606,0.033126687,0.463780731,0.3602867,0.154044406,0.38616628,0.191855382,0.305497838,-0.056608383,0.230845652,0.298948586,0.082984116,NA,cluster_vol.z10,10
1129_1334_blob_625,0.282943888,0.754483678,0.174957046,0.310992115,-0.31424832,0.082616543,0.430910578,-0.179255043,0.40426808,0.119359231,0.755198498,0.395906101,0.267401706,0.326179038,0.336632708,0.295129141,0.265604308,0.688449906,0.555840924,0.153609756,NA,cluster_vol.z10,10
1129_1334_blob_658,0.366768726,0.722485646,0.21700645,0.297232293,-0.25447134,0.023752405,0.311563859,-0.155960375,0.45282992,0.127377993,0.719863548,0.455000385,0.260242941,0.409316476,0.374500896,0.336750241,0.145176757,0.511922019,0.571073689,0.184388377,NA,cluster_vol.z10,10
1129_1334_blob_660,0.152236874,0.542608309,0.057079518,0.224902624,-0.266313785,0.230665338,0.39921375,-0.247442568,0.344546488,-0.002687895,0.550963356,0.220009039,0.099852767,0.294639016,0.221804634,0.182336667,0.200232965,0.420730765,0.416332859,0.194388365,NA,cluster_vol.z10,10
1129_1334_blob_662,0.666823331,0.656289063,0.454491352,0.331501715,-0.324184796,0.160093875,0.282766721,-0.111507243,0.437591355,-0.025238486,0.688687268,0.642149012,0.495367887,0.480099468,0.452738588,0.501562319,0.21754406,0.358735908,0.485811324,0.057693893,NA,cluster_vol.z10,10
1129_1334_blob_672,0.212852833,0.469053862,0.158560739,0.102177858,-0.184743064,-0.06937068,0.115928539,-0.093379305,0.294457229,0.098455678,0.454955892,0.277923639,0.107828669,0.348067274,0.206353853,0.230835611,-0.044842267,0.243459462,0.31690848,0.1214818,NA,cluster_vol.z10,10
1129_1334_blob_761,0.108844343,0.240522838,0.054089719,-0.116067433,-0.246418354,-0.095789292,-0.013461085,-0.172019896,0.100621051,0.095632485,0.229098765,0.115762338,-0.032142928,0.161942003,0.064805003,0.080826667,-0.238573782,0.072744412,0.128148062,-0.005399377,NA,cluster_vol.z10,10
1129_1334_blob_794,0.48026447,0.391101929,0.216595277,0.192769696,-0.209437086,-0.012091676,0.062699994,-0.083452964,0.079855418,-0.029726669,0.407956893,0.36808631,0.180199938,0.289510132,0.178854979,0.246732547,0.09114363,0.169034602,0.278088978,0.003826589,NA,cluster_vol.z10,10
1129_1334_blob_820,0.319241481,0.691771533,0.193975298,0.343712075,-0.41365157,0.012261968,0.44506229,-0.279432053,0.271931274,0.03099001,0.705289145,0.341004515,0.157496533,0.359257725,0.2152213,0.256493784,0.237863781,0.513647464,0.515372161,0.198892364,NA,cluster_vol.z10,10
1129_1334_blob_897,0.316005446,0.829946089,0.187372597,0.478166924,-0.334093336,0.117137382,0.544263695,-0.225917447,0.490597481,0.149741427,0.836530897,0.451369731,0.307882015,0.383891351,0.43535459,0.28778519,0.367217933,0.702434498,0.703529969,0.213114394,NA,cluster_vol.z10,10
1129_1334_blob_907,0.393888307,0.678436284,0.293296962,0.585024669,-0.373976512,0.509902664,0.503725838,-0.224522933,0.701846161,-0.051020151,0.708226786,0.57563318,0.561344111,0.551355441,0.688164004,0.311993899,0.629713045,0.615746678,0.796586511,0.166496003,NA,cluster_vol.z10,10
1202_0046_blob_1041,0.607306851,0.794132459,0.461977855,0.798586208,-0.159362752,0.169346567,0.62426355,-0.044145054,0.721256913,0.196319018,0.815646804,0.778836858,0.654000716,0.725374611,0.734295955,0.604957802,0.438068209,0.398486151,0.670814843,0.203517184,NA,cluster_vol.z10,10
1202_0046_blob_1086,0.450285478,0.753660892,0.36453407,0.479730911,-0.114205358,0.09709165,0.466211127,-0.076179366,0.498397406,0.06649589,0.751729342,0.560770771,0.431484455,0.592613873,0.473142513,0.624786218,0.171772327,0.344720991,0.446706104,0.157516883,NA,cluster_vol.z10,10
1202_0046_blob_1089,0.599614455,0.734253109,0.376389691,0.683039633,-0.251538237,0.240415577,0.510882309,-0.126748481,0.65056587,0.06143809,0.751196482,0.735677853,0.584840359,0.728265252,0.646664937,0.570664982,0.478370218,0.385480145,0.677695376,0.133419054,NA,cluster_vol.z10,10
1202_0046_blob_1106,0.446786559,0.816173359,0.218115007,0.513373507,-0.091945492,0.209048307,0.55851792,-0.134812609,0.587383087,0.039068912,0.827360193,0.532718355,0.469730853,0.468675777,0.517708598,0.55439198,0.443388394,0.691153118,0.654859493,0.419346923,NA,cluster_vol.z10,10
1202_0046_blob_1263,-0.171677269,0.462633667,-0.165001719,0.027667769,-0.183511691,0.118352914,0.294414196,-0.16047289,0.094916605,0.035464842,0.453503583,-0.122128807,-0.088436037,-0.044509303,0.026145265,-0.133131841,0.235368206,0.653630199,0.396651246,0.428621444,NA,cluster_vol.z10,10
1202_0046_blob_1379,0.395241642,0.765321954,0.326926025,0.724179529,-0.138878983,0.243560056,0.688807042,-0.127602709,0.715509497,0.154620217,0.779375898,0.619885774,0.536089623,0.588247371,0.711433497,0.518008701,0.360019042,0.473822779,0.69615766,0.302625617,NA,cluster_vol.z10,10
1202_0046_blob_1489,-0.216977136,0.521064275,-0.168799339,0.065980343,-0.236195548,0.04059018,0.423427781,-0.253185391,0.09744096,0.07783211,0.506527153,-0.145632506,-0.143309867,-0.065362594,0.022695631,-0.117872534,0.119459732,0.526364589,0.287552691,0.392215973,NA,cluster_vol.z10,10
1202_0046_blob_1561,0.457843684,0.597529348,0.294028071,0.556979417,-0.046600023,0.117547927,0.498068982,-0.08188758,0.460993584,-0.034527246,0.60943768,0.549079663,0.450338189,0.525064194,0.542630606,0.613452688,0.234180392,0.291430098,0.522704859,0.312821071,NA,cluster_vol.z10,10
1202_0046_blob_1586,0.207217318,0.573624685,0.173159918,0.443815112,-0.244191434,0.208190262,0.503349058,-0.198443937,0.368089335,0.137488563,0.589812773,0.391709116,0.322894624,0.36107448,0.4796143,0.255872411,0.241380889,0.392098525,0.478920424,0.037804097,NA,cluster_vol.z10,10
1202_0046_blob_1720,0.025424229,0.557054672,-0.022084222,0.509397705,-0.040098186,0.225421671,0.482053698,-0.206436046,0.503825452,0.248771543,0.557743084,0.270820872,0.276881807,0.201769187,0.530249652,0.138856266,0.178601378,0.420291528,0.501052601,0.160544097,NA,cluster_vol.z10,10
1202_0046_blob_1829,0.3331796,0.505139429,0.335410164,0.502218068,-0.225991904,0.266218716,0.470631647,-0.186655178,0.404091341,-0.115360266,0.519511197,0.462739979,0.39204069,0.4765542,0.499121325,0.473069237,0.270599679,0.316583042,0.47299105,0.018730558,NA,cluster_vol.z10,10
1202_0046_blob_1927,-0.136594541,0.226211563,-0.12392637,-0.045456032,-0.141105979,0.150996078,0.072923811,-0.089492069,0.042249923,0.061361842,0.221398893,-0.096522681,-0.038049798,-0.073630092,0.023613629,-0.170730851,0.044403342,0.244444701,0.019978333,-0.03823828,NA,cluster_vol.z10,10
1202_0046_blob_2055,-0.011741181,0.291247085,-0.080018231,0.168433273,-0.16249542,0.052509206,0.200809379,-0.149153686,0.027134441,0.063866949,0.291164239,0.027014627,0.026992379,-0.009808717,0.135282717,-0.053793684,0.138073786,0.375862609,0.259438197,0.082273204,NA,cluster_vol.z10,10
1202_0046_blob_743,0.578844241,0.813454945,0.373863903,0.627120285,-0.31858702,0.388077053,0.55630056,-0.188206545,0.65200318,0.080277344,0.843217428,0.710754376,0.620852702,0.640373482,0.698015716,0.483164388,0.544256623,0.55533306,0.717202912,0.234352947,NA,cluster_vol.z10,10
1202_0046_blob_956,0.320055985,0.776579192,0.235692778,0.570389762,-0.39691657,0.434088244,0.580229683,-0.268274465,0.634499187,-0.012133169,0.794961555,0.49397798,0.399177946,0.573959951,0.587340956,0.302486862,0.554077824,0.633937477,0.764178662,0.248329739,NA,cluster_vol.z10,10
1202_0046_blob_976,-0.120910565,0.723022088,-0.122632287,0.263209791,-0.202331913,0.066358296,0.580427039,-0.261989564,0.297330113,0.209854988,0.706403155,0.008493382,-0.040968848,0.038277038,0.199261203,-0.032864178,0.262378136,0.761225434,0.592209975,0.384957271,NA,cluster_vol.z10,10
1202_1412_blob_1309,-0.109568363,0.396675564,-0.086714938,0.071275555,-0.075090964,0.002843488,0.29789833,-0.116193901,0.118213781,0.271093975,0.390700766,0.009903902,0.004373379,-0.123405392,0.082196202,-0.063515019,-0.066501131,0.175219187,0.058086168,-0.008949726,NA,cluster_vol.z10,10
1202_1412_blob_1339,0.275272314,0.410253739,0.073272722,0.385276474,0.090954683,-0.06143177,0.395670697,-0.017924748,0.23656098,0.189878851,0.41359372,0.300847533,0.233947876,0.110171596,0.334629136,0.242712642,0.188446275,0.265431099,0.317163119,0.147852594,NA,cluster_vol.z10,10
1202_1412_blob_1343,0.255978916,0.670495834,0.234633924,0.611554541,-0.314819852,0.090522204,0.575446652,-0.230687039,0.524651121,0.120323119,0.67678924,0.430435302,0.270792519,0.521135446,0.397598907,0.332989484,0.348380082,0.390465288,0.608491671,0.20571849,NA,cluster_vol.z10,10
1202_1412_blob_1424,-0.144183128,0.424673037,-0.000537128,0.204757436,-0.010169297,-0.036928534,0.264862636,-0.00443835,0.243706893,0.253965764,0.407684054,-0.013003833,0.010128584,-0.002463933,0.058310419,-0.023404274,0.099866783,0.363112742,0.215519515,0.128355561,NA,cluster_vol.z10,10
1202_1412_blob_1431,0.540690594,0.732067351,0.292566494,0.676421643,-0.248370192,0.263931595,0.645762658,-0.164237506,0.625331471,0.073589187,0.755781982,0.706680326,0.637262371,0.602892933,0.717188152,0.548764823,0.500870799,0.493863757,0.71039556,0.218179578,NA,cluster_vol.z10,10
1202_1412_blob_1513,0.123620347,0.473830178,0.047073886,0.431117175,-0.188233697,-0.041626601,0.46443766,-0.126751298,0.400522933,0.21511008,0.470397924,0.291224057,0.222196431,0.254562039,0.343834734,0.224295152,0.20779141,0.288844331,0.448400388,0.167157625,NA,cluster_vol.z10,10
1202_1412_blob_1537,0.141658515,0.48669839,0.061943462,0.172035508,-0.287405956,0.192990323,0.246677705,-0.197947649,0.23184737,-0.083949419,0.496311362,0.137804472,0.099618511,0.166479388,0.139246186,0.095178188,0.334894853,0.618757207,0.533950331,0.188953198,NA,cluster_vol.z10,10
1202_1412_blob_1594,0.328736305,0.539561051,0.294700315,0.376866273,-0.044296604,0.175755439,0.370827785,-0.128704471,0.3572636,-0.022793596,0.537678535,0.394374935,0.308072235,0.450444005,0.354430225,0.473272194,0.176390107,0.366257725,0.4131323,0.464912204,NA,cluster_vol.z10,10
1202_1412_blob_1598,0.481299923,0.510591066,0.418885146,0.328093687,0.04667557,0.075386475,0.298953678,-0.022720061,0.354937815,-0.034378265,0.513898816,0.499609513,0.422176281,0.445285594,0.400277854,0.647368699,0.005089744,0.265606368,0.293072522,0.408411474,NA,cluster_vol.z10,10
1202_1412_blob_1732,0.078594828,0.616178359,0.02377922,0.44098242,-0.241997385,0.233333276,0.528415722,-0.204530386,0.543800538,0.114335599,0.616039082,0.265169108,0.221809418,0.237053328,0.379800949,0.100550224,0.473462669,0.615330577,0.736943038,0.288448958,NA,cluster_vol.z10,10
1202_1412_blob_1751,0.333209699,0.705564891,0.292278138,0.602958462,-0.261241368,0.25140376,0.599107672,-0.168711434,0.580496445,0.021115436,0.716708574,0.520054386,0.428557065,0.611848628,0.592280023,0.497887137,0.367608914,0.488710069,0.684186277,0.336509278,NA,cluster_vol.z10,10
1202_1412_blob_1756,-0.066470113,0.315173478,-0.059166053,0.059855741,-0.094710285,0.044194428,0.155555923,-0.089572007,0.0483897,0.119775806,0.307621101,-0.016103953,0.013605087,-0.082334192,0.088443598,-0.07920145,0.124884943,0.459498811,0.191785415,0.07401914,NA,cluster_vol.z10,10
1202_1412_blob_1780,0.382653743,0.596821269,0.325927836,0.514563669,-0.332421909,0.244434926,0.521414689,-0.313164814,0.431723725,-0.074056808,0.615794577,0.53395005,0.437864781,0.521736225,0.656538228,0.442835433,0.222430546,0.341849345,0.618873734,0.189133224,NA,cluster_vol.z10,10
1202_1412_blob_1807,0.287199949,0.327763982,0.169991609,-4.92E-05,-0.147618956,-0.0537602,0.024866083,-0.057853771,0.208813984,0.018658044,0.323758002,0.291727367,0.250863105,0.278292019,0.233701349,0.250838051,-0.020641819,0.149637116,0.18357317,0.06245145,NA,cluster_vol.z10,10
1202_1412_blob_1979,-0.021188867,0.534431817,-0.119361805,0.242785972,-0.399191734,0.141257005,0.435861813,-0.329450692,0.151338384,0.021609427,0.53719338,0.049459681,-0.050628734,0.191141309,0.103157646,-0.054703558,0.279530767,0.423192392,0.52619575,0.118671722,NA,cluster_vol.z10,10
1202_1412_blob_602,0.088803315,0.43478721,-0.033610585,0.432650918,-0.262856492,0.028542217,0.425578574,-0.172808438,0.16869082,0.099287782,0.437734615,0.170502868,0.113757921,0.118532726,0.211309407,-0.003481357,0.440634338,0.481944925,0.507037398,0.141641213,NA,cluster_vol.z10,10
1202_1412_blob_615,-0.053416051,0.252381741,-0.082711963,0.06546583,-0.139877519,0.027503678,0.157183636,-0.130574099,-0.035329049,0.085432311,0.24729403,-0.035719836,-0.040904287,-0.090185713,0.051039723,-0.11944282,0.158104034,0.415729476,0.231113596,0.062237672,NA,cluster_vol.z10,10
1202_1412_blob_754,0.249088322,0.862085161,0.120754392,0.489200745,-0.281756215,0.14371035,0.602237958,-0.236060346,0.442631588,0.153009306,0.867286675,0.386374837,0.27351924,0.358953531,0.415797559,0.287215592,0.354636121,0.707443813,0.642292211,0.256420929,NA,cluster_vol.z10,10
1202_1412_blob_817,0.254468909,0.760721528,0.055977847,0.706473175,-0.392807743,0.213678999,0.704142463,-0.283584644,0.496095531,0.090177421,0.778657387,0.438540895,0.322547238,0.464216942,0.479719872,0.254727321,0.59950809,0.604648252,0.811823673,0.203336849,NA,cluster_vol.z10,10
1202_1412_blob_944,0.554126426,0.647425738,0.214074632,0.576009302,-0.347298703,0.278082411,0.456409533,-0.192510177,0.540961142,-0.010616203,0.676792785,0.664021418,0.625245412,0.577475338,0.599534241,0.43700058,0.545948009,0.381946048,0.593329934,0.044497886,NA,cluster_vol.z10,10
1205_0335_blob_1042,-0.094209115,0.475228194,-0.078853861,-0.060353821,-0.207415193,-0.036163803,0.209381345,-0.091935342,0.065485469,0.174703128,0.458394787,-0.024522322,-0.091349403,0.059959083,-0.003169763,-0.036488771,-0.10196058,0.320277843,0.172639327,0.178590046,NA,cluster_vol.z10,10
1206_0924_blob_102,-0.031552412,0.567138242,0.283950777,0.35297448,-0.267071459,0.061476293,0.549738748,-0.228006613,0.367069484,0.063281776,0.56334328,0.116114529,0.095619291,0.226720926,0.269200101,0.161988166,0.197915301,0.594685776,0.533576479,0.204214106,NA,cluster_vol.z10,10
1206_0924_blob_211,-0.090479911,0.362915166,-0.082597107,0.015758983,-0.131497703,0.003501853,0.188135324,-0.079862578,-0.010189891,0.196666851,0.355570573,-0.041077559,-0.024579452,-0.088933604,0.021812199,-0.097945,0.025562823,0.351519078,0.097396742,0.022467963,NA,cluster_vol.z10,10
1206_0924_blob_234,0.02976392,0.248894482,0.036519972,-0.035421931,-0.132152688,-0.065147984,0.01591339,-0.033598563,0.128708905,0.049988405,0.230215256,0.087447819,-0.036364815,0.156591118,0.077816176,0.059780569,-0.161540973,0.127116544,0.150105482,0.052694991,NA,cluster_vol.z10,10
1206_0924_blob_300,-0.093574861,0.360808023,-0.08587485,0.001861695,-0.136561788,-0.008824192,0.189384349,-0.073354042,-0.02724646,0.210780883,0.353857117,-0.04669086,-0.034887877,-0.086892275,0.0008993,-0.099126914,-0.005296425,0.303348382,0.064768501,0.00603555,NA,cluster_vol.z10,10
1206_0924_blob_348,-0.112713118,0.317650678,-0.102171218,-0.031322732,-0.142641173,-0.003668971,0.148361819,-0.071741179,-0.054650604,0.167981437,0.309457886,-0.070870835,-0.062397273,-0.12296655,-0.01246367,-0.135661271,-0.024700554,0.307909937,0.049894082,-0.009920802,NA,cluster_vol.z10,10
1206_0924_blob_429,0.035860097,0.266605034,0.041868691,-0.028434182,-0.135407683,-0.067490375,0.024364742,-0.039637915,0.141733991,0.056400852,0.247498106,0.096806996,-0.029576903,0.170841899,0.087733804,0.069465661,-0.156315454,0.136380181,0.163371033,0.060684698,NA,cluster_vol.z10,10
1206_0924_blob_47,0.056594655,0.322339679,0.05977248,-0.002739225,-0.143255404,-0.073968268,0.053812625,-0.060065191,0.184230119,0.077693213,0.302238014,0.127482218,-0.004562548,0.216899799,0.120647625,0.102057454,-0.133354954,0.165613667,0.206119064,0.08747753,NA,cluster_vol.z10,10
1206_0924_blob_493,-0.105019755,0.464738286,-0.074567477,0.129143749,-0.224754517,0.067357777,0.355946245,-0.188749797,0.184931109,0.012498341,0.457066001,-0.016552209,0.00247237,0.095377647,0.110322502,-0.012529841,0.238196218,0.684197099,0.547998775,0.293069244,NA,cluster_vol.z10,10
1206_0924_blob_514,0.070193264,0.35423359,0.071216063,0.016107388,-0.145067271,-0.076676,0.073852966,-0.073344313,0.210233021,0.091121797,0.333955458,0.146402638,0.013836757,0.244610509,0.141386878,0.123070537,-0.112930926,0.182433159,0.231701533,0.104653816,NA,cluster_vol.z10,10
1206_0924_blob_84,-0.097425761,0.278615015,-0.092567108,-0.09944544,0.169307931,0.005444124,-0.009437524,0.018571256,0.058656536,0.157035621,0.258031102,-0.085352699,-0.068462814,-0.151765482,0.029021777,-0.12366507,0.055669512,0.481486315,0.016790629,0.635294917,NA,cluster_vol.z10,10
1206_0924_blob_87,-0.227200836,0.571217329,-0.175190783,0.024654622,-0.065786435,-0.029171464,0.367895932,-0.193620599,0.159232852,0.261414984,0.548740862,-0.137866705,-0.144895665,-0.073470727,-0.006491549,-0.159253078,0.099832478,0.675718458,0.329399229,0.571186558,NA,cluster_vol.z10,10
1206_0924_blob_93,-0.138215299,0.544002385,-0.10104218,0.214655029,-0.284290898,0.175698741,0.456512069,-0.238802174,0.297790356,-0.012943425,0.53778323,-0.015424569,0.025251214,0.035273229,0.151329534,0.016230982,0.376320786,0.752001501,0.601536045,0.260288352,NA,cluster_vol.z10,10
1213_2145_blob_1472,0.055147849,0.498426774,0.223864189,0.443049993,-0.125808639,0.035101783,0.414835816,0.018037325,0.464413972,0.188765293,0.502784176,0.258433856,0.280766149,0.28551345,0.350798589,0.244313331,0.123760586,0.362679128,0.383408885,0.14746451,NA,cluster_vol.z10,10
1213_2145_blob_811,0.142424736,0.366164436,0.080458366,0.158908123,-0.205458044,-0.04213934,0.235025601,-0.124134312,0.211088942,0.043215905,0.359300796,0.191805399,0.023729072,0.320128154,0.106230899,0.175635528,0.031824838,0.157124277,0.234926781,0.062849529,NA,cluster_vol.z10,10
1213_2145_blob_816,0.182956593,0.632124485,0.142992703,0.263984797,-0.099750982,0.056820885,0.362583439,-0.162576344,0.503317877,0.172775436,0.625029655,0.336244561,0.219921666,0.207111211,0.372976505,0.299464837,0.065964417,0.465309841,0.470803083,0.1798833,NA,cluster_vol.z10,10
