PMF_factor_1,PMF_factor_2,PMF_factor_3,PMF_factor_4,PMF_factor_5,PMF_factor_6,time_start,time_end,time_start_num,,,
0.14966407,0.042339906,0.26429114,0.19777448,0.14991072,0.096812069,28:01.4,31:01.3,41712.23,,,
0.13805242,0.038972694,0.30000022,0.19343857,0.14150792,0.11725857,36:01.1,39:00.7,41712.23,,,
0.13502,0.070333473,0.26829249,0.17657736,0.21306758,0.078413069,44:01.2,47:01.3,41712.24,,,
0.166804,5.99E-07,0.32269171,0.109608,0.17257321,0.080474786,52:01.1,55:00.8,41712.24,,,
0.2555455,0.17883058,0.30592379,0.096069999,0.17532086,0.047633238,13:10.5,15:00.0,41713.22,,,
0.30408186,3.80E-07,0.28822702,0.091391854,0.15333164,0.032580659,21:10.5,23:00.6,41713.22,,,
0.26941386,5.78E-07,0.36316457,0.069240324,0.14344272,0.031539679,29:10.2,31:00.8,41713.23,,,
0.23947279,0.32345492,0.27024001,0.084011003,0.12740286,0.049981825,37:10.4,39:00.0,41713.23,,,
0.31230581,2.77E-06,0.30626658,0.068753995,0.10990585,0.032016259,45:10.1,47:00.8,41713.24,,,
0.32636073,9.04E-07,0.32462493,0.071817219,0.10017879,0.037131008,53:10.2,55:00.8,41713.25,,,
0.26340821,0.20792672,0.32861355,0.10586128,0.32016051,0.12819858,04:01.3,07:00.8,41714.21,,,
0.26322371,0.090432435,0.39190599,0.091198213,0.23950507,0.12526536,12:01.3,15:00.8,41714.22,,,
0.26891652,0.11546743,0.37705857,0.11486293,0.31979665,0.17715515,20:01.2,23:01.6,41714.22,,,
0.3050355,0.061074447,0.3770594,0.091010079,0.25978935,0.11843379,28:01.3,31:00.9,41714.23,,,
0.24149577,0.15534914,0.38503778,0.076614998,0.18950458,0.087761715,36:01.4,39:01.3,41714.23,,,
0.25780049,0.079169504,0.36665487,0.12541735,0.2219695,0.079080932,44:01.3,47:00.8,41714.24,,,
0.23238963,0.17885594,0.36586085,0.026573434,0.169054,0.046399098,52:01.3,55:00.8,41714.24,,,
0.49311015,0.41865122,0.6323123,0.18732622,0.27361721,0.081267923,04:01.1,07:00.9,41715.21,,,
0.5479216,0.40353099,0.61503869,0.2115187,0.25406215,0.056345452,12:01.0,15:00.8,41715.22,,,
0.55653954,0.47201186,0.58791751,0.21368714,0.22290379,0.06861829,20:01.1,23:01.4,41715.22,,,
0.5558821,0.56480968,0.58770066,0.22557935,0.38784888,0.15988557,28:01.0,31:01.3,41715.23,,,
0.52193797,0.43602049,0.60388964,0.3093825,0.27031079,0.086289212,36:01.1,39:00.9,41715.23,,,
0.56960607,0.29485294,0.61119682,0.27688506,0.26946872,0.076667503,44:01.0,47:01.3,41715.24,,,
0.61601293,0.31977478,0.62843788,0.26495707,0.27843428,0.14031765,52:01.3,55:01.0,41715.24,,,
0.22826186,0.14482313,0.59739792,0.29577306,0.23710901,0.073093213,04:01.1,07:01.0,41716.21,,,
0.21353985,0.094605289,0.57143408,0.24494678,0.24633507,0.047717009,12:01.3,15:01.1,41716.22,,,
0.2213815,0.32451916,0.59366608,0.21239986,0.23319463,0.069016509,20:01.2,23:01.1,41716.22,,,
0.23818286,0.32921472,0.56398076,0.22298615,0.27118021,0.091384925,28:01.1,31:01.1,41716.23,,,
0.195389,0.19027708,0.66242915,0.35336286,0.26585373,0.10690836,36:01.1,39:01.1,41716.23,,,
0.26050898,0.17492871,0.64140284,0.27355191,0.24611907,0.087915786,44:01.1,47:01.1,41716.24,,,
0.23858415,0.187451,0.62850958,0.25401863,0.26344642,0.074720569,52:01.2,55:01.1,41716.24,,,
0.35634387,0.24656886,0.42603639,0.11943608,0.173383,0.080536358,04:01.3,07:00.9,41717.21,,,
0.32546499,0.25910965,0.31444514,0.14199151,0.151623,0.060298514,12:01.4,15:01.4,41717.22,,,
0.29272985,0.14233579,0.33238116,0.13344257,0.13739836,0.032862663,20:01.5,23:01.0,41717.22,,,
0.25741664,0.12109657,0.32764435,0.05687093,0.23273484,0.12322886,28:01.1,31:01.2,41717.23,,,
0.31541049,0.22959507,0.34820035,0.12413,0.15153421,0.072729781,36:01.3,39:00.9,41717.23,,,
0.22869958,0.09546978,0.25924143,0.10072422,0.11742657,0.081610717,44:01.2,47:00.9,41717.24,,,
0.22533078,0.05911478,0.11311158,0.056101684,0.07134524,0.030884428,52:01.3,55:00.9,41717.24,,,
0.083692357,0.25262979,0.18885693,0.13714628,0.092760928,0.025516642,3/20/2014 5:04,07:00.8,41718.21,,,
0.09089072,0.021947335,0.20852949,0.074101068,0.058825776,0.014162207,12:01.3,15:01.1,41718.22,,,
0.06312649,0.046126891,0.20239422,0.081251569,0.06311585,0.006656337,20:01.1,23:01.0,41718.22,,,
0.0783915,3.05E-07,0.21812408,0.075940855,0.065054558,0.028194556,28:01.1,31:00.8,41718.23,,,
0.063935749,0.062296618,0.18220378,0.074672781,0.07216464,0.000918841,36:01.2,39:01.1,41718.23,,,
0.094978787,0.13432422,0.163872,0.11035879,0.12094571,0.013967921,44:01.1,47:00.9,41718.24,,,
0.081258073,0.03861488,0.19916315,0.061134573,0.083343282,0.011913565,52:01.2,55:01.0,41718.24,,,
0.14454985,0.42197648,0.17072786,0.056360405,0.025371643,0.001543611,04:01.3,07:01.2,41719.21,,,
0.12780429,0.37757805,0.1900555,0.016653879,0.036374457,0.007032566,12:01.4,15:01.3,41719.22,,,
0.12993157,0.36495936,0.20943443,0.11318636,0.02267015,0.016188549,20:01.1,23:00.8,41719.22,,,
0.11022886,0.14549014,0.23764729,0.041802477,0.11518285,0.049451713,28:01.4,31:00.9,41719.23,,,
0.12389486,0.3193258,0.20856886,0.087638929,0.079702355,0.032540094,36:01.2,39:01.2,41719.23,,,
0.15111344,0.42555499,0.18186943,0.043576512,0.062174574,0.015509793,44:01.2,47:01.3,41719.24,,,
0.1404455,0.27496907,0.21384278,0.040789727,0.10350636,0.046559449,52:01.3,55:00.9,41719.24,,,
0.030510364,1.20E-07,0.35288015,0.02447992,0.17149457,0.042216685,04:01.4,07:01.2,41720.21,,,
0.034762222,1.16E-07,0.31083885,0.068352304,0.12170029,0.027378164,12:01.3,15:01.1,41720.22,,,
0.024158886,2.06E-07,0.23416464,0.060401686,0.091042362,0.048370499,20:01.3,23:01.2,41720.22,,,
0.027176794,0.068635829,0.21333128,0.033152372,0.085852362,0.029564172,28:01.0,31:01.0,41720.23,,,
0.034064401,3.89E-07,0.28233016,0.055333488,0.1582125,0.022235623,36:01.2,39:01.1,41720.23,,,
0.020463379,0.11001607,0.25576156,0.061220419,0.13026899,0.022395335,44:01.1,47:01.0,41720.24,,,
0.04963528,5.27E-07,0.273054,0.061121512,0.11322493,0.041848358,52:01.1,55:01.1,41720.24,,,
0.12451222,0.22590965,0.12095978,0.000228563,0.057810955,0.005683026,05:10.4,07:00.1,41721.21,,,
0.14499606,0.021275606,0.14466336,0.091084145,0.064112194,2.39E-07,13:10.3,3/23/2014 5:15,41721.22,,,
0.10624814,0.083661214,0.1666785,0.037973706,0.064359896,0.008006543,21:10.5,23:00.1,41721.22,,,
0.089611709,0.15185714,0.18314636,0.036853313,0.054274093,0.020581556,29:10.6,31:00.7,41721.23,,,
0.084221929,0.20222606,0.17435858,0.046768699,0.046342254,0.026795937,37:10.3,39:00.0,41721.23,,,
0.087539069,0.19551249,0.15567993,0.043226905,0.056860298,0.022142485,45:10.5,47:00.7,41721.24,,,
0.114097,0.17699543,0.184919,0.028581427,0.079214282,0.024989305,53:10.2,55:00.0,41721.25,,,
0.042495999,0.13841878,0.108726,0.021520073,0.029079007,0.006912082,04:01.0,07:00.9,41722.21,,,
0.030797092,0.037162002,0.15968649,0.023703387,0.06625887,0.019054329,12:01.4,15:01.3,41722.22,,,
0.034431029,0.056695838,0.16113794,0.063400201,0.15144242,0.039619435,20:01.0,23:01.4,41722.22,,,
0.056432623,0.031270266,0.17887513,2.05E-07,0.069869712,1.38E-07,28:01.3,31:01.3,41722.23,,,
0.05357711,0.11866678,0.14076929,3.98E-07,0.061069019,0.00235611,36:01.2,39:01.1,41722.23,,,
0.04123826,1.40E-07,0.14594035,0.022397434,0.077528648,0.010454136,44:01.4,47:00.9,41722.24,,,
0.017645493,0.17144643,0.10408586,0.067942627,0.074668355,0.017618135,52:00.9,55:01.0,41722.24,,,
0.019519707,3.09E-07,0.090379,0.060862798,0.046800945,6.82E-08,04:01.5,07:01.0,41723.21,,,
0.022368301,0.046092164,0.094316497,0.045639835,0.061676003,0.015264979,12:01.2,15:00.8,41723.22,,,
0.005937734,1.18E-07,0.092051648,0.051512297,0.038640402,0.010145621,20:01.2,23:00.9,41723.22,,,
0.010940322,0.035494227,0.097590216,0.091176212,0.030319143,0.018181494,28:01.5,31:01.1,41723.23,,,
0.029329186,2.62E-06,0.10947007,0.15946785,0.01279125,0.012309715,36:01.5,39:01.1,41723.23,,,
0.018351085,0.058292437,0.15627979,0.072677858,0.015108322,0.013517728,44:01.5,47:01.1,41723.24,,,
0.02437732,2.20E-07,0.090262786,0.054093063,0.042731088,0.010845928,52:01.3,55:01.0,41723.24,,,
0.099769786,0.15818237,0.63442957,0.1127765,0.26719865,0.094713934,04:01.4,07:01.0,41724.21,,,
0.10685422,0.20260514,0.63840312,0.16707315,0.27829179,0.11123314,12:01.1,15:01.1,41724.22,,,
0.083038427,0.22655849,0.63976479,0.14971957,0.24190949,0.12578015,20:01.0,23:01.0,41724.22,,,
0.14795643,0.094441496,0.7547214,0.12054458,0.27015492,0.097404644,28:01.1,31:01.2,41724.23,,,
0.13642971,0.10056757,0.73154074,0.13518114,0.30187857,0.11882757,36:01.2,39:00.9,41724.23,,,
0.17254286,0.180457,0.70453161,0.1096495,0.2583437,0.0862865,44:01.0,47:01.1,41724.24,,,
0.15982658,0.069885857,0.6955362,0.07675907,0.26019043,0.082678072,52:01.2,55:01.2,41724.24,,,
0.22532077,0.31335148,0.62769675,0.11204986,0.28557223,0.015686572,04:01.4,07:01.6,41725.21,,,
0.21764973,0.21553679,0.56275427,0.13513578,0.23652458,0.024190878,12:01.3,15:01.5,41725.22,,,
0.21534836,0.30501157,0.52802402,0.12145542,0.19981077,0.022202857,20:01.2,23:00.9,41725.22,,,
0.22920242,0.42062935,0.53438061,0.2961832,0.40309307,0.11063843,28:01.2,31:00.9,41725.23,,,
0.22015329,0.45985359,0.46715012,0.10453393,0.23453915,0.009566414,36:01.2,39:00.9,41725.23,,,
0.25017163,0.352494,0.51236415,0.10084686,0.22017165,0.025930636,44:01.3,47:01.0,41725.24,,,
0.25162265,0.35410607,0.56740397,0.098621719,0.18141563,0.029238649,52:01.4,55:01.1,41725.24,,,
0.062107444,0.30692607,0.042476844,0.042310584,0.001607165,0.004848103,04:01.0,07:00.7,41726.21,,,
0.079295143,0.2795665,0.072323643,0.045802243,0.060203027,0.028674036,12:01.0,15:00.8,41726.22,,,
0.11597157,0.13670044,0.081395499,0.030901985,0.032981545,0.00544928,20:00.9,23:01.2,41726.22,,,
0.097860001,0.2581785,0.061706938,0.062657341,0.072714143,0.023588458,28:01.2,31:00.9,41726.23,,,
0.10320236,0.17496593,0.052903827,0.071546428,0.004228288,0.0096015,36:01.0,39:01.2,41726.23,,,
0.075591139,0.23701721,0.081565,0.049336877,0.027579093,0.019851208,52:01.2,55:01.4,41726.24,,,
0.22492422,0.57672954,0.053241078,0.21984036,0.51723641,0.37664664,00:01.3,03:01.7,41727.21,,,
0.20839857,0.56147403,0.014892035,0.19815764,0.5966391,0.38190958,04:01.6,07:01.0,41727.21,,,
0.21947493,0.59567517,0.016203107,0.26368898,0.58656061,0.35879043,08:01.4,11:01.4,41727.21,,,
0.20681137,0.63796252,0.013253264,0.23530921,0.53048247,0.40751162,12:01.1,15:01.1,41727.22,,,
0.22273694,0.64042151,0.00632525,0.20487979,0.6514464,0.41750979,16:01.5,19:00.9,41727.22,,,
0.25524673,0.49763483,0.03734548,0.27535507,0.53576267,0.39717069,20:01.4,23:01.4,41727.22,,,
0.23231386,0.65456456,0.001846481,0.28489837,0.49337944,0.39248335,24:01.3,27:00.9,41727.23,,,
0.20282049,0.62908399,0.03861222,0.25894937,0.59261322,0.39051077,28:01.2,31:00.8,41727.23,,,
0.25313127,0.51849639,0.013336021,0.21784441,0.61095971,0.37284306,32:01.4,35:01.0,41727.23,,,
0.20520864,0.58686095,0.051741268,0.24131893,0.54148728,0.3757588,36:01.3,39:00.9,41727.23,,,
0.20562993,0.54668748,0.031543713,0.32819313,0.49205896,0.4075155,40:01.4,43:00.9,41727.24,,,
0.23376678,0.62179166,6.93E-07,0.25858778,0.57141447,0.45443156,44:01.3,47:00.9,41727.24,,,
0.29245523,0.64606661,5.82E-07,0.28788635,0.52001381,0.36497465,48:01.2,51:01.3,41727.24,,,
0.22301108,0.64839089,3.54E-07,0.32722607,0.51191711,0.39214492,52:01.3,55:00.9,41727.24,,,
0.27632985,0.63154459,1.33E-07,0.37450871,0.52587885,0.40266186,56:01.3,59:00.9,41727.25,,,
0.18523678,0.10810144,0.356457,0.34665558,0.10354707,0.038922828,00:01.3,03:00.9,41677.25,,,2/7/2014 6:00
0.169302,0.26757422,0.37402898,0.37416685,0.10361779,0.031610772,08:01.2,11:01.4,41677.26,,,
0.20425713,0.101533,0.37797609,0.35178193,0.1090495,0.087347999,32:01.2,35:00.9,41677.27,,,
0.17551893,0.30082735,0.37639457,0.23752406,0.07868807,0.070767306,40:01.3,43:00.9,41677.28,,,
0.22398585,0.16988371,0.48822173,0.29989785,0.088633925,0.059933908,48:01.2,51:01.4,41677.28,,,
0.24272507,0.033335578,0.53525478,0.29259893,0.16018113,0.083502784,56:01.4,59:01.4,41677.29,,,
0.10817771,0.088683784,0.15213272,1.28E-06,0.088995144,1.2445686,00:01.2,03:00.9,41678.25,,,2/8/2014 6:00
0.15762672,0.10996907,0.23752263,0.090241574,0.12339478,0.53986412,08:01.2,11:00.9,41678.26,,,
0.14085364,0.15676899,0.11051678,6.54E-08,0.076832712,1.2775478,16:01.2,19:01.0,41678.26,,,
0.16544485,0.1862493,0.2160895,0.082008496,0.16885479,0.45360523,24:01.3,27:01.0,41678.27,,,
0.16534543,0.30991015,0.27228159,0.06152948,0.13872379,0.15683365,32:01.1,35:00.9,41678.27,,,
0.18693094,3.48E-06,0.36372381,0.10749529,0.13611721,0.088,40:01.0,43:00.8,41678.28,,,
0.18433914,0.14238429,0.33595878,0.09835615,0.11535157,0.074134141,48:01.1,51:00.8,41678.28,,,
0.19418299,0.090958282,0.34580478,0.052855141,0.089711927,0.04741561,56:01.1,59:00.8,41678.29,,,
0.18106887,0.23946643,0.37880421,0.10249493,0.23665307,0.063201927,01:10.3,03:00.1,41679.25,,,2/9/2014 6:01
0.20327464,0.14199837,0.40415087,0.043882445,0.062769413,0.017848851,09:10.2,11:00.1,41679.26,,,
0.20620114,0.14936021,0.41677752,0.051183414,0.029697044,0.022811307,17:10.2,19:00.1,41679.26,,,
0.21496515,0.24708857,0.41034696,0.097471647,0.051423613,0.030761536,25:10.2,27:00.1,41679.27,,,
0.20457958,0.23364766,0.33208427,0.056218296,0.09372279,0.021806501,33:10.2,35:00.1,41679.27,,,
0.22419551,0.13926621,0.37186006,0.065544389,0.085911356,0.0164111,41:10.2,43:00.1,41679.28,,,
0.2320777,0.2166927,0.37162986,0.017426215,0.041531928,0.018723642,49:10.1,51:00.1,41679.28,,,
0.21449199,0.1903545,0.33425742,0.067051902,0.076229863,0.025480587,57:10.3,59:00.2,41679.29,,,
0.14095785,0.15669993,0.27637121,0.18732314,0.065203838,0.021633022,00:00.8,03:01.0,41680.25,,,2/10/2014 6:00
0.11612778,0.08824221,0.28992262,0.34827101,0.041611928,0.000642896,08:01.2,11:00.9,41680.26,,,
0.12674065,0.22512685,0.24267992,0.37505549,0.13296457,0.066265069,16:01.1,19:00.9,41680.26,,,
0.111554,0.14062701,0.24096721,0.24479385,0.03299145,0.52902895,24:01.1,27:00.9,41680.27,,,
0.12085878,0.13900585,0.28134194,0.27856386,0.06151212,0.033088248,32:01.1,35:00.9,41680.27,,,
3.07E-07,1.46E-07,3.76E-08,0.041460726,3.14E-08,3.1884863,40:01.1,43:00.9,41680.28,,,
0.13498171,0.12160264,0.29645613,0.29318556,0.084180862,0.022738643,48:01.1,51:00.9,41680.28,,,
0.11297256,0.14917572,0.30306256,0.28388056,0.082215212,0.03442952,56:01.0,59:00.9,41680.29,,,
1.37E-07,1.48E-07,6.09E-08,3.79E-08,1.65E-07,1.378365,00:01.1,03:01.3,41681.25,,,2/11/2014 6:00
0.026999092,0.09353257,0.055003863,0.037271366,0.079622284,0.65400219,08:01.1,11:00.8,41681.26,,,
0.043384727,4.24E-07,0.10798536,0.051952776,0.0768435,0.121715,24:01.3,27:00.9,41681.27,,,
0.042886227,1.36E-06,0.12654679,0.080229647,0.10511443,0.054585252,32:01.1,35:00.9,41681.27,,,
0.05156197,3.46E-07,0.10537271,0.085875854,0.083838433,0.037342843,40:01.1,43:00.9,41681.28,,,
0.048413452,0.11317842,0.076450214,0.11358778,0.042441145,0.054087363,48:01.0,51:00.9,41681.28,,,
0.047795612,0.042910069,0.098201141,0.10258336,0.10006279,0.082876861,56:01.2,59:00.9,41681.29,,,
0.11729743,0.03735717,0.23128843,0.042604659,0.061563499,0.017273027,00:01.3,03:01.0,41682.25,,,2/12/2014 6:00
0.13000514,0.069806613,0.22707635,0.031435978,0.065884881,0.0145718,08:01.1,11:00.8,41682.26,,,
0.15724486,3.78E-07,0.23716158,0.0507521,0.056959588,0.016250564,16:01.1,19:00.9,41682.26,,,
0.1543885,0.077549644,0.21987414,0.061247151,0.059430007,0.008130508,24:01.1,27:00.8,41682.27,,,
0.14477572,0.026390608,0.21802051,0.030059399,0.080395713,0.007486064,32:01.0,35:00.8,41682.27,,,
0.13563736,0.009288685,0.23739199,0.069017977,0.056001615,0.005547694,40:01.1,43:00.9,41682.28,,,
0.12852514,3.51E-07,0.22779365,0.015381136,0.064495794,0.014314093,48:01.1,51:00.9,41682.28,,,
0.094794787,0.15189858,0.19877751,0.026398607,0.058956925,0.040653471,56:01.1,59:00.9,41682.29,,,
0.10664564,0.15263207,0.26540878,0.15764815,0.069948144,0.036324542,00:01.1,03:00.8,41683.25,,,2/13/2014 6:00
0.091680788,0.19519971,0.29089707,0.16299722,0.13836408,0.03904628,08:01.1,11:00.8,41683.26,,,
0.087808356,0.1493465,0.27798036,0.18357886,0.098570138,0.01023455,16:01.1,19:00.9,41683.26,,,
0.10316593,0.26713878,0.2392595,0.14970236,0.12580535,0.028736642,24:01.1,27:00.8,41683.27,,,
0.10837886,0.16161592,0.28430185,0.13900943,0.120909,0.021298666,32:00.9,35:01.2,41683.27,,,
0.0944065,0.27097705,0.22647606,0.13700929,0.11715914,0.028253451,40:01.0,43:00.8,41683.28,,,
0.11615086,0.18110664,0.27381372,0.182859,0.171317,0.060389232,48:00.9,51:01.2,41683.28,,,
0.091361575,1.06E-06,0.30057651,0.21356036,0.11705629,0.033415414,56:00.8,59:01.2,41683.29,,,
0.26423493,1.0047286,0.10468165,0.13909428,0.096194997,0.046017881,00:01.7,03:01.3,41684.25,,,2/14/2014 6:00
0.27459693,1.1945207,0.045295838,0.15049228,0.095539711,0.041107483,08:02.5,11:02.7,41684.26,,,
0.28340128,0.86582142,0.14860442,0.12688822,0.077888712,0.044788335,16:01.2,19:00.8,41684.26,,,
0.24673595,1.0487456,0.083945997,0.20373894,0.071713857,0.028487427,24:01.4,27:01.3,41684.27,,,
0.2608062,1.0715414,0.033177692,0.14981785,0.087593287,0.026696071,40:01.4,43:01.4,41684.28,,,
0.26305965,1.1367029,0.072096072,0.13501686,0.09549243,0.013536714,48:01.1,51:00.8,41684.28,,,
0.26431835,0.96456712,0.0853175,0.17958401,0.090558499,0.046667233,56:02.0,59:01.7,41684.29,,,
0.21066208,0.81191576,0.116199,0.033677783,0.19244215,0.08820378,00:01.3,03:01.0,41685.25,,,2/15/2014 6:00
0.25548193,0.53997225,0.14830321,0.083627142,0.203196,0.099164501,08:01.4,11:01.1,41685.26,,,
0.27338472,0.68195111,0.1338785,0.073923215,0.20397657,0.096333928,16:01.3,19:01.0,41685.26,,,
0.19333035,0.56534749,0.18796465,0.053141225,0.22188593,0.061655678,24:01.2,27:01.0,41685.27,,,
0.23915799,0.6461733,0.12532686,0.062912323,0.17525657,0.073345497,32:01.4,35:01.2,41685.27,,,
0.23390672,0.71483499,0.13064486,0.068300985,0.11741236,0.061159566,40:01.1,43:01.0,41685.28,,,
0.24108143,0.58298171,0.14954664,0.10796793,0.11362822,0.072084069,48:01.1,51:01.0,41685.28,,,
0.30825141,0.82239711,0.084138215,0.128341,0.095354788,0.053323757,56:01.3,59:01.2,41685.29,,,
0.26665127,0.61841941,0.084151715,0.097274855,0.15333851,0.094684288,00:01.4,03:01.4,41686.25,,,2/16/2014 6:00
0.23690343,0.69407725,0.057243887,0.15021607,0.1905165,0.073335998,08:01.5,11:01.1,41686.26,,,
0.30306593,0.63239819,0.05054817,0.13029228,0.21612436,0.084995501,16:01.6,19:01.2,41686.26,,,
0.26870531,0.53173101,0.007636343,0.127583,0.090895213,0.033323705,24:01.6,27:01.2,41686.27,,,
0.28175157,0.53684676,0.015794735,0.078139782,0.13428965,0.072451502,32:01.6,35:01.2,41686.27,,,
0.28443658,0.5977568,0.013307637,0.049899172,0.084793933,0.034800287,40:01.6,43:01.2,41686.28,,,
0.30895364,0.62032646,2.19E-07,0.049889296,0.084740639,0.041265074,48:01.4,51:01.1,41686.28,,,
0.29920098,0.52325022,0.008149379,0.057461176,0.089441359,0.0252291,56:01.5,59:01.2,41686.29,,,
0.071645856,0.11161871,0.19852757,0.019095358,0.01184645,0.018582093,01:10.5,03:00.3,41687.25,,,2/17/2014 6:01
0.096679002,6.97E-06,0.15399736,0.043741908,0.044864602,1.32E-07,09:10.5,11:00.4,41687.26,,,
0.10614736,0.054120939,0.081127353,7.95E-07,0.068064816,0.016953522,17:10.3,19:00.0,41687.26,,,
0.095022999,0.076067641,0.088706069,0.047370531,0.006701326,0.00463186,25:10.2,27:00.2,41687.27,,,
0.086919785,0.12240621,0.10597443,0.0256241,0.009249486,2.55E-07,33:10.9,35:00.5,41687.27,,,
0.072110638,0.23409458,0.09241429,1.07E-06,0.021063492,9.99E-07,41:10.3,43:00.2,41687.28,,,
0.117171,0.12905599,0.11344729,0.020732729,0.028942607,0.007678807,49:11.0,51:00.9,41687.28,,,
0.1053785,0.17681928,0.078939281,0.024317827,0.044743013,0.003292306,57:10.3,59:00.3,41687.29,,,
0.17671099,0.36144537,0.15112843,0.13880549,0.19706158,0.078232072,01:10.2,03:00.3,41688.25,,,2/18/2014 6:01
0.164951,0.37006748,0.15119365,0.077201568,0.10587578,0.042866457,09:10.6,11:00.2,41688.26,,,
0.23569401,0.33696279,0.19620121,0.11102907,0.025808623,0.060206097,17:10.3,19:00.1,41688.26,,,
0.25292343,0.12028822,0.19973984,0.068832204,0.086305499,0.055286512,25:10.3,27:00.1,41688.27,,,
0.22114336,0.30973944,0.18120906,0.084002785,0.067940421,0.058416288,33:10.6,35:00.3,41688.27,,,
0.22122236,0.093516566,0.20499085,0.083273433,0.068980388,0.061049867,41:10.5,43:00.2,41688.28,,,
0.22327551,0.3876375,0.17217214,0.03947147,0.067674935,0.083343215,49:10.4,51:00.2,41688.28,,,
0.22030064,0.16131258,0.17605129,0.10577229,0.073989287,0.05102941,57:11.0,59:00.7,41688.29,,,
0.29418129,0.53450912,0.070809074,0.098257139,0.10362992,0.060808606,00:01.2,03:01.2,41689.25,,,2/19/2014 6:00
0.3083753,0.35886931,0.08096236,0.096997641,0.14443193,0.042505398,08:01.2,11:01.2,41689.26,,,
0.30071744,0.42082837,0.080802359,0.13224928,0.15589108,0.090030432,16:01.2,19:01.3,41689.26,,,
0.32197693,0.44271895,0.10904386,0.13951886,0.050937686,0.045498949,24:01.2,27:01.2,41689.27,,,
0.31607541,0.42425334,0.093825787,0.085900143,0.12355558,0.052710872,32:01.2,35:01.2,41689.27,,,
0.29956171,0.43556604,0.11762615,0.1351015,0.11488543,0.06858521,40:01.3,43:01.3,41689.28,,,
0.27338105,0.52412742,0.081938289,0.099980928,0.090540208,0.068821549,48:01.5,51:01.1,41689.28,,,
0.27738336,0.46326748,0.074304782,0.10358143,0.11390214,0.056137644,56:01.4,59:01.1,41689.29,,,
1.10E-06,0.039585043,0.030333636,0.031783827,0.038631164,0.005330471,00:01.2,03:01.2,41691.25,,,2/21/2014 6:00
0.010411914,1.64E-06,0.041764744,2.77E-06,0.058591079,0.005992817,08:01.4,11:01.4,41691.26,,,
0.009319043,8.04E-07,0.071502782,0.029490937,0.015813744,0.019760599,16:01.2,19:01.2,41691.26,,,
0.002168565,0.073551498,0.039644487,0.019623486,0.006916658,0.016386071,24:01.3,27:01.3,41691.27,,,
0.003502951,0.069304153,0.038513593,0.029306279,0.021434557,0.002862103,32:01.3,35:01.3,41691.27,,,
9.90E-08,0.067922138,0.05077048,0.014819814,0.031775035,0.0149966,40:01.3,43:01.4,41691.28,,,
7.46E-08,0.13634507,0.023030585,0.0285316,0.026368286,0.002785149,48:01.3,51:01.4,41691.28,,,
0.012925779,1.06E-06,0.038724151,0.008787136,0.030143728,0.008057565,56:01.2,59:01.3,41691.29,,,
0.041725699,0.18540351,0.53086585,0.19432922,0.47977564,0.1352825,00:01.5,03:01.2,41692.25,,,2/22/2014 6:00
0.049948957,0.31646878,0.56508875,0.064486444,0.42825758,0.13338357,08:01.5,11:01.2,41692.26,,,
0.11544158,0.19964392,0.60544407,0.07245557,0.43243083,0.14737515,16:01.6,19:01.2,41692.26,,,
0.066038623,0.35827765,0.55918086,0.10279971,0.4954825,0.16875601,24:01.5,27:01.3,41692.27,,,
0.035121363,0.33002779,0.59829319,0.10303264,0.49062234,0.13893449,32:01.5,35:01.2,41692.27,,,
0.060099714,0.35587022,0.51969266,0.17469586,0.46047774,0.15014414,40:01.8,43:01.5,41692.28,,,
0.079052068,0.28565443,0.58610183,0.093992852,0.4039495,0.11643457,48:01.6,51:01.4,41692.28,,,
0.046279505,0.225554,0.47279587,0.16514593,0.38815114,0.11949264,56:01.7,59:01.5,41692.29,,,
0.27497149,0.13634264,0.24908537,0.005396857,0.10671335,0.032759264,00:01.5,03:01.1,41693.25,,,2/23/2014 6:00
0.2851505,0.078134209,0.19447087,0.028462306,0.10624121,0.034692999,08:01.6,11:01.2,41693.26,,,
0.26639378,0.060327996,0.27335066,0.02068235,0.099158071,0.037474841,16:01.5,19:01.2,41693.26,,,
0.23984428,0.031940673,0.32482979,0.0082588,0.16025715,0.045155026,24:01.6,27:01.2,41693.27,,,
0.23177086,0.16786343,0.24060065,0.033750959,0.16352893,0.019865885,32:01.6,35:01.2,41693.27,,,
0.20486042,0.047572214,0.23221651,0.012652051,0.047590919,0.039244391,40:01.5,43:01.2,41693.28,,,
0.20908558,4.78E-05,0.22569071,0.058314655,0.072217144,0.028003428,48:01.5,51:01.2,41693.28,,,
0.2092302,0.024241164,0.31583393,0.042966235,0.085702784,0.029577879,56:01.4,59:01.2,41693.29,,,
0.10584443,0.059832681,0.23468986,0.17003956,0.084964357,0.026929099,00:01.4,03:01.1,41694.25,,,2/24/2014 6:00
0.12170757,0.16249022,0.17161751,0.22221951,0.089406922,0.00926805,08:01.3,11:01.5,41694.26,,,
0.089853138,0.19254023,0.2077405,0.12071621,0.041723944,0.023542507,16:01.3,19:01.5,41694.26,,,
0.11371686,0.10893479,0.23226394,0.088726573,0.051268596,0.01660263,24:01.3,27:01.5,41694.27,,,
0.11439621,0.134865,0.20535877,0.089211859,0.066143133,0.002933128,32:01.3,35:01.6,41694.27,,,
0.11958472,0.25916493,0.22139306,0.084217072,0.09946128,0.016751571,40:01.2,43:01.5,41694.28,,,
