PMF_factor_1,PMF_factor_2,PMF_factor_3,PMF_factor_4,PMF_factor_5,PMF_factor_6,time_start,time_end,time_start_num,,,
0.076312862,0.18941586,0.16664629,0.050545212,0.034986008,0.034381315,56:01.0,59:01.5,41682.37,,,
0.099517211,0.34612721,0.25496507,0.058441784,0.146314,0.056949914,00:01.3,03:00.8,41683.33,,,
0.12838779,0.23760472,0.33532321,0.058439124,0.15869471,0.062801979,08:01.0,11:01.0,41683.34,,,
0.11776107,0.2927157,0.27225393,0.064436466,0.20382664,0.098811358,16:01.2,19:01.2,41683.34,,,
0.13333043,0.29156542,0.26355851,0.067817569,0.25961751,0.12660713,24:01.3,27:00.8,41683.35,,,
0.083337143,0.33876622,0.23249908,0.10955078,0.28214279,0.22579873,32:01.3,35:01.3,41683.36,,,
0.10168507,0.41049749,0.27204743,0.081134357,0.2634978,0.21176794,40:01.1,43:01.1,41683.36,,,
0.11871293,0.49123046,0.21602735,0.078546003,0.26073036,0.17148028,48:01.2,51:00.8,41683.37,,,
0.11469693,0.47119856,0.22430414,0.065240137,0.19241287,0.11994229,56:00.9,59:01.5,41683.37,,,
0.18004914,0.66547865,0.047021449,0.26822191,0.045693483,0.046970543,00:01.4,03:01.7,41684.33,,,
0.20520373,0.68115973,0.062434573,0.13067465,0.029213373,0.049984381,08:02.0,11:01.6,41684.34,,,
0.1610273,0.61319399,0.11250608,0.074893281,0.070912004,0.065844558,16:01.8,19:01.7,41684.34,,,
0.1599495,0.59021568,0.09940128,0.16627064,0.045990933,0.14393671,24:01.6,27:01.2,41684.35,,,
0.16008164,0.49911228,0.069454692,0.12594371,0.063391745,0.089948855,32:01.6,35:01.5,41684.36,,,
0.16864663,0.38770527,0.15198508,0.077978432,0.050980523,0.072757423,40:02.1,43:01.7,41684.36,,,
0.14883743,0.5990898,0.098633289,0.10177386,0.053195447,0.094756566,48:02.1,51:01.7,41684.37,,,
0.19188078,0.3889975,0.10931129,0.11515208,0.047562506,0.10585778,56:01.8,59:02.4,41684.37,,,
0.22051921,0.84581715,0.055833176,0.09512271,0.050488316,0.054744542,00:01.2,03:01.2,41685.33,,,
0.24769728,0.579041,0.10590029,0.057181727,0.1018855,0.071698859,08:01.4,11:01.4,41685.34,,,
0.24360357,0.87074286,0.044138793,0.058741089,0.049538016,0.03650998,16:01.5,19:01.0,41685.34,,,
0.2677047,0.82501787,0.042980831,0.033346765,0.062992558,0.048634928,24:01.6,27:01.0,41685.35,,,
0.20480634,0.89751577,0.041341301,0.087741859,0.15762956,0.03719122,32:01.5,35:01.1,41685.36,,,
0.23380028,0.79430574,0.14258885,0.020914279,0.045824196,0.023919679,40:01.5,43:01.1,41685.36,,,
0.2444295,0.67945457,0.10262157,0.13791551,0.055165973,0.045043763,48:01.1,51:01.1,41685.37,,,
0.24106891,0.79445428,0.078509495,0.083933644,0.043505564,0.051701643,56:01.0,59:01.3,41685.37,,,
0.25068006,0.46921048,0.078959644,0.058593191,0.095428646,0.050704416,00:01.2,03:01.6,41686.33,,,
0.26178986,0.44326502,0.031213356,0.08316493,0.14666215,0.059168529,08:01.3,11:01.1,41686.34,,,
0.2285955,0.51188338,0.053186618,0.030703308,0.11504707,0.043774456,16:01.3,19:01.2,41686.34,,,
0.20738299,0.53384954,0.051423389,0.14528964,0.1152175,0.067894801,24:01.6,27:01.5,41686.35,,,
0.22713278,0.54809344,0.031856544,0.10972729,0.18931343,0.075789787,32:01.3,35:01.6,41686.36,,,
0.22221144,0.41413876,0.04441328,0.14474243,0.14467201,0.072326645,40:01.8,43:01.2,41686.36,,,
0.23407599,0.53997672,0.029330099,0.092033714,0.12083814,0.073877573,48:01.8,51:01.2,41686.37,,,
0.24603401,0.56770867,0.055906501,0.12646908,0.099827074,0.07428021,56:01.3,59:01.2,41686.37,,,
0.14787993,0.26338723,0.17526579,0.035996236,0.022743544,0.019633172,01:09.8,02:59.9,41687.33,,,
0.13335878,0.19030501,0.10221607,0.009909308,0.015939493,0.000159265,09:10.8,11:00.9,41687.34,,,
0.12900242,0.10508421,0.16100936,0.017098656,0.025212692,0.015849799,17:10.8,19:00.9,41687.35,,,
0.13577007,2.95E-06,0.17826064,0.031916499,0.04696928,0.003442449,25:10.5,27:00.3,41687.35,,,
0.095098861,0.10025707,0.15245035,0.038395323,0.03837952,0.001189577,33:10.8,35:00.7,41687.36,,,
0.10218658,0.12791565,0.12826721,0.10196757,0.062517382,0.049285494,41:10.4,43:00.3,41687.36,,,
0.21440387,0.41941693,0.24196699,0.11796036,0.14969943,0.094911151,09:11.0,11:00.8,41688.34,,,
0.25164142,0.56716329,0.16645664,0.10510371,0.092416927,0.070553698,17:10.4,19:00.3,41688.35,,,
0.27220714,0.3111873,0.25449422,0.085688934,0.09630964,0.085673213,25:10.4,27:00.4,41688.35,,,
0.26852736,0.56854182,0.16939172,0.086475998,0.10726457,0.10925557,33:10.4,35:00.4,41688.36,,,
0.28435606,0.46617764,0.209829,0.11568378,0.10302471,0.128546,41:10.8,43:00.8,41688.36,,,
0.29466552,0.35018015,0.20297693,0.12482607,0.17002201,0.11214472,49:10.4,51:00.1,41688.37,,,
0.27439514,0.43223229,0.19225715,0.10740314,0.16221972,0.10801501,57:10.3,59:00.0,41688.37,,,
0.24291115,0.42925495,0.10220257,0.089424647,0.12382486,0.0789885,00:01.4,03:01.1,41689.33,,,
0.2404142,0.33464521,0.15920036,0.079843216,0.073258854,0.068474971,08:01.3,11:01.1,41689.34,,,
0.23426722,0.41144136,0.14831357,0.052684139,0.091617852,0.061757203,16:01.3,19:01.1,41689.34,,,
0.24773994,0.42002541,0.090346858,0.12015793,0.10303029,0.099524431,24:01.3,27:01.1,41689.35,,,
0.2229097,0.63693452,0.051723745,0.038451884,0.087431572,0.10306336,32:01.3,35:01.2,41689.36,,,
0.28400865,0.38237867,0.096226431,0.061474364,0.11855479,0.1346315,40:01.4,43:01.2,41689.36,,,
0.23529842,0.40062955,0.083836719,0.11315914,0.12719943,0.17269865,48:01.0,51:01.4,41689.37,,,
0.25822777,0.37677196,0.11731157,0.042800359,0.124367,0.10154493,56:01.4,59:01.4,41689.37,,,
2.08E-07,0.03784018,0.028999658,0.009373665,0.031115135,0.006774996,00:01.2,03:01.1,41691.33,,,
1.78E-07,0.18573666,0.015718456,0.014348135,0.044306215,0.013768642,08:01.3,11:01.1,41691.34,,,
0.005760992,0.10912529,0.048653893,0.015997907,1.24E-07,0.001610684,16:01.0,19:01.3,41691.34,,,
1.41E-07,1.18E-07,0.016463971,0.034697428,0.072486714,0.019871227,24:01.3,27:01.2,41691.35,,,
0.008270014,0.13470849,0.036550477,0.033111371,0.015377136,0.00034871,32:01.1,35:01.1,41691.36,,,
9.74E-08,7.33E-07,0.040038291,0.084807433,0.035893206,0.0085674,40:01.3,43:01.2,41691.36,,,
0.012043015,0.028020293,0.032304391,0.001421276,0.039358616,0.006860146,48:01.1,51:01.1,41691.37,,,
0.002887705,0.000230812,0.040458173,0.042463358,0.021710815,0.008520679,56:01.3,59:01.2,41691.37,,,
0.12395614,0.11810093,0.48240402,0.088897645,0.24601385,0.062212054,00:01.5,03:01.4,41692.33,,,
0.12077421,0.059838992,0.62565273,0.076076642,0.18693736,0.059288949,08:01.6,11:01.5,41692.34,,,
0.14459664,0.045217596,0.60091937,0.035687257,0.18061186,0.042308915,16:01.4,19:01.4,41692.34,,,
0.13198036,0.16325693,0.68827367,0.045868136,0.17837772,0.06933751,24:01.3,27:01.3,41692.35,,,
0.1167355,0.29143077,0.5634529,0.017668458,0.17037922,0.02681005,32:01.4,35:01.4,41692.36,,,
0.10935843,0.050348129,0.63552272,0.15248771,0.24262935,0.083127141,40:01.3,43:01.4,41692.36,,,
0.15352601,0.18279909,0.55105001,0.039363943,0.1520645,0.048271392,48:01.7,51:01.2,41692.37,,,
0.17194436,0.38516712,0.54126376,0.088802785,0.16574371,0.051505055,56:01.4,59:01.5,41692.37,,,
0.18369915,0.095480002,0.31150636,0.023410086,0.070104115,0.018447071,00:01.7,03:01.6,41693.33,,,
0.22214422,0.120567,0.31746727,0.040653873,0.08586657,0.029332694,08:01.3,11:01.7,41693.34,,,
0.21835914,0.077009998,0.33137506,0.070292957,0.068656124,0.012338764,16:01.7,19:01.6,41693.34,,,
0.2210305,0.24862944,0.30290115,0.015404521,0.081594571,0.007132717,24:01.5,27:01.5,41693.35,,,
0.23625742,0.028875329,0.29010892,0.019291678,0.15732656,0.017704986,32:01.7,35:01.2,41693.36,,,
0.24033079,1.85E-06,0.31654122,0.015610043,0.086752214,0.012770629,40:01.6,43:01.6,41693.36,,,
0.27146077,0.098434933,0.31935179,0.019620584,0.084011428,0.038431156,48:01.8,51:01.3,41693.37,,,
0.23645429,0.041660942,0.33265007,0.024923028,0.062402129,0.018372886,56:01.7,59:01.2,41693.37,,,
0.15665351,0.1951405,0.2660073,0.071275651,0.037933707,0.013316385,00:01.4,03:01.3,41694.33,,,
0.157767,0.22793342,0.26139164,0.036814805,0.053745225,8.41E-07,08:01.8,11:01.6,41694.34,,,
0.19207171,0.16065443,0.28607327,0.001495503,0.058019262,0.028574251,16:01.5,19:01.5,41694.34,,,
0.192393,0.23392713,0.30978355,0.011306601,0.075137071,2.47E-07,24:01.6,27:01.1,41694.35,,,
0.20558621,0.13804907,0.35448092,0.0125641,0.094029926,0.011230478,40:01.5,43:01.6,41694.36,,,
0.22008379,0.25674957,0.38384321,0.01667897,0.0228849,0.014213514,48:01.6,51:01.2,41694.37,,,
0.27422559,0.15440308,0.42927116,0.021249235,0.085407287,0.013269171,56:01.4,59:01.5,41694.37,,,
0.23534958,0.34286466,0.30788934,0.14351107,0.091518141,0.020385578,00:01.5,03:01.5,41695.33,,,
0.23234735,0.29192171,0.40309259,0.077762499,0.14546306,0.035826758,16:01.6,19:01.6,41695.34,,,
0.24811743,0.58317971,0.36668357,0.068574682,0.10583692,0.030375501,24:01.5,27:01.5,41695.35,,,
0.37623671,0.50351346,0.45933393,0.098196574,0.13186136,0.05656765,32:01.5,35:01.5,41695.36,,,
0.36784321,0.49976808,0.5128178,0.10092892,0.16973265,0.062788419,40:01.7,43:01.2,41695.36,,,
0.33618978,0.72549361,0.46668401,0.080232926,0.18317178,0.055789586,48:01.6,51:01.6,41695.37,,,
0.3586942,0.84092641,0.41275135,0.064084202,0.28537214,0.12074093,56:01.7,59:01.3,41695.37,,,
0.13426335,0.1074325,0.19521837,0.052709658,0.043259457,0.01669593,08:01.7,11:01.2,41696.34,,,
0.14379779,0.24448687,0.13082078,0.020088922,0.050175648,0.00412508,16:01.7,19:01.2,41696.34,,,
0.11400121,0.18962571,0.11807957,0.036489815,0.047092918,0.006543219,24:01.7,27:01.2,41696.35,,,
0.13409857,0.1670465,0.095341213,0.054174405,0.03085527,0.015191372,32:01.6,35:01.2,41696.36,,,
0.12699714,0.24901314,0.077113852,0.049820136,0.017835936,0.0167307,40:01.6,43:01.2,41696.36,,,
0.13472094,0.26479408,0.090046003,0.038316321,0.027175786,0.022556644,48:01.7,51:01.2,41696.37,,,
0.12471629,0.14733808,0.12479007,0.051447149,0.042861756,0.019879794,56:01.4,59:01.5,41696.37,,,
0.31113556,0.40492037,0.070018098,0.067849688,0.080991574,0.033444487,01:10.2,03:00.1,41697.33,,,
0.323174,0.42323181,0.05614214,0.071704142,0.073136285,0.033749916,09:10.1,11:00.1,41697.34,,,
0.30078685,0.57062769,0.073383853,0.036259085,0.005952401,1.38E-06,17:10.4,19:00.2,41697.35,,,
0.30475673,0.36107966,0.13488172,0.024570879,0.038620137,1.35E-07,25:10.7,27:00.3,41697.35,,,
0.28635129,0.47911006,0.10886736,0.005307617,0.046967119,0.003341009,33:11.2,35:00.8,41697.36,,,
0.37293094,0.32406527,0.14007564,0.017956628,0.042786341,0.019640664,41:10.7,43:00.4,41697.36,,,
0.34773242,0.50425148,0.078590713,0.017344106,0.01805135,0.018196665,49:10.3,51:00.5,41697.37,,,
0.34651521,0.44632873,0.094726712,0.070173949,0.010978828,0.026385549,57:10.4,59:00.6,41697.37,,,
0.098113142,1.25E-06,0.26683813,0.069498435,0.10744014,0.050024368,01:10.5,03:00.4,41698.33,,,
0.13508779,3.28E-07,0.33948126,0.087719999,0.066320553,0.016539307,09:10.5,11:00.5,41698.34,,,
0.098500431,0.065433331,0.27762669,0.070198782,0.019852785,0.023146344,17:10.7,19:00.6,41698.35,,,
0.073595576,0.22765636,0.17116921,0.012214242,0.033597592,0.018174242,25:10.7,27:00.6,41698.35,,,
0.13925086,0.24152516,0.29621944,0.095472433,0.10479701,0.0138111,00:01.4,03:01.3,41699.33,,,
0.16638514,0.14246371,0.35631937,0.14061899,0.081090003,0.021037107,08:01.0,11:01.0,41699.34,,,
0.1811458,0.24482028,0.30440134,0.076398075,0.15769821,0.020328464,16:01.1,19:01.2,41699.34,,,
0.15437779,0.078498431,0.32838964,0.056240227,0.094808213,0.014425579,24:01.3,27:01.3,41699.35,,,
0.17576043,0.16099729,0.35080722,0.066644341,0.065657444,0.019062664,32:01.2,35:01.2,41699.36,,,
0.17780951,0.14610164,0.34049991,0.057234306,0.081836924,0.006922158,40:01.2,43:01.2,41699.36,,,
0.1922193,0.039710287,0.32569301,0.033194426,0.11633528,0.017358735,48:01.2,51:01.2,41699.37,,,
0.18902208,5.41E-07,0.38121614,0.061503727,0.090637065,0.004050997,56:01.2,59:01.2,41699.37,,,
0.076116577,0.14212771,0.083938286,0.059086118,0.024841193,0.026411563,00:01.4,03:01.3,41700.33,,,
0.054857504,0.30477178,0.066426814,0.065654047,0.013432857,0.021841522,08:01.5,11:01.4,41700.34,,,
0.07134676,0.24172707,0.06021281,0.042273887,0.033595115,0.021676321,16:01.4,19:01.3,41700.34,,,
0.091838434,0.16800685,0.06842947,0.037862234,0.049623936,0.009995678,24:01.3,27:01.2,41700.35,,,
0.1040815,0.19472235,0.076797284,0.036496799,0.05111672,0.015322249,32:01.4,35:01.4,41700.36,,,
0.091578566,0.3488555,0.054451801,0.017869558,0.051106013,0.000328941,40:01.4,43:01.4,41700.36,,,
0.075992428,0.13986729,0.09644521,0.053337451,0.030087952,0.02366698,48:01.5,51:01.4,41700.37,,,
0.093600072,0.11671307,0.10044279,0.040684093,0.067572594,0.021962643,56:01.5,59:01.4,41700.37,,,
0.20308043,0.29929441,0.13655207,0.014888778,0.10784279,0.042231157,00:01.4,03:01.0,41701.33,,,
0.17938301,0.34751028,0.13720022,0.066998817,0.10608228,0.057826899,08:01.2,11:01.2,41701.34,,,
0.20161623,0.17714015,0.1527615,0.053248242,0.16158186,0.22652079,16:01.4,19:01.0,41701.34,,,
0.25506321,0.34147871,0.19153208,0.0575702,0.11603157,0.034886807,24:01.5,27:01.1,41701.35,,,
0.24893335,0.21824537,0.17513107,0.189613,0.10257649,0.030236134,32:01.1,35:01.1,41701.36,,,
0.2576375,0.45566362,0.12811758,0.079512998,0.12410835,0.040347144,40:01.3,43:01.0,41701.36,,,
0.28136158,0.49633294,0.16030043,0.116051,0.083571427,0.026697628,48:01.4,51:01.1,41701.37,,,
0.31040949,0.32820287,0.20530759,0.069152318,0.13458622,0.026556501,56:01.5,59:01.1,41701.37,,,
0.25724348,0.38286257,0.15422279,0.10722071,0.16055329,0.10506236,00:01.4,03:01.4,41702.33,,,
0.29209629,0.25495636,0.11108728,0.10823721,0.20524363,0.10952993,08:01.3,11:01.4,41702.34,,,
0.27413964,0.26979941,0.11314665,0.12647015,0.18491943,0.16312343,16:01.7,19:01.3,41702.34,,,
0.31111485,0.43737501,0.086165927,0.18087636,0.22825421,0.19508222,24:01.3,27:01.4,41702.35,,,
0.28900415,0.15468301,0.13802686,0.17309114,0.24547307,0.14169936,32:01.4,35:01.4,41702.36,,,
0.26691493,0.25475529,0.15314557,0.086839572,0.18861307,0.16011021,40:01.2,43:01.4,41702.36,,,
0.2834442,0.36039147,0.11529771,0.096961506,0.17959386,0.10600271,48:01.6,51:01.3,41702.37,,,
0.28550622,0.22338213,0.17317957,0.12532693,0.194956,0.081104785,56:01.7,59:01.4,41702.37,,,
0.20063491,0.45322004,0.18879578,0.17666943,0.17216678,0.08104264,00:01.4,03:01.4,41703.33,,,
0.2164125,0.3272987,0.22686829,0.15953878,0.19055679,0.12321542,08:01.5,11:01.5,41703.34,,,
0.20696463,0.22520885,0.24365008,0.15844478,0.20543607,0.08711879,16:01.3,19:01.4,41703.34,,,
0.25659513,0.25411677,0.25393528,0.17127179,0.12003,0.06944976,24:01.5,27:01.2,41703.35,,,
0.26593399,0.24351065,0.22066464,0.11059522,0.17755215,0.068066582,32:01.4,35:01.2,41703.36,,,
0.27786827,0.24768735,0.2658785,0.070567615,0.16730464,0.066801734,40:01.4,43:01.2,41703.36,,,
0.27918684,0.25547236,0.23515323,0.081899785,0.15591742,0.064505816,48:01.4,51:01.2,41703.37,,,
0.22747515,0.4204303,0.12165993,0.029792327,0.25757205,0.14941521,56:01.3,59:01.2,41703.37,,,
0.20043249,0.32094064,0.14012586,0.11445321,0.16973035,0.098302566,00:01.2,03:01.0,41704.33,,,
0.21660943,0.28541687,0.13265757,0.0420436,0.13030957,0.08185371,08:01.3,11:01.1,41704.34,,,
0.22033414,0.19242372,0.16950686,0.080660924,0.16429086,0.088926069,16:01.2,19:01.0,41704.34,,,
0.22263414,0.13583744,0.19071327,0.096741997,0.14564557,0.1188295,24:01.4,27:01.1,41704.35,,,
0.2022952,0.20269249,0.17063735,0.056343157,0.18494163,0.143986,32:01.2,35:01.1,41704.36,,,
0.20971943,0.20349959,0.17030171,0.081366219,0.17820357,0.10865658,40:01.3,43:01.3,41704.36,,,
0.19079307,0.17264408,0.17172079,0.099230215,0.1829745,0.078710645,48:01.3,51:01.1,41704.37,,,
0.17904335,0.29211131,0.13805279,0.11240543,0.13001779,0.086494282,56:01.4,59:01.1,41704.37,,,
0.037565008,0.012301486,0.076120786,0.013209014,0.057591289,0.065543026,00:01.2,03:01.0,41706.33,,,
0.028804714,0.071091883,0.076992504,0.028447514,0.052883361,0.031856991,08:01.2,11:01.0,41706.34,,,
0.037509158,1.73E-06,0.098544858,0.006937882,0.045625865,0.029001193,16:01.1,3/8/2014 8:19,41706.34,,,
0.051224183,2.30E-07,0.031052114,0.047519993,0.0428048,0.021034986,24:01.4,27:01.3,41706.35,,,
0.065710872,0.033845719,0.047013573,0.027398821,0.038968064,0.016106257,32:01.1,35:01.0,41706.36,,,
0.055679727,0.25145885,8.71E-08,0.0141482,0.020339629,0.043405149,40:01.1,43:01.0,41706.36,,,
0.065382145,0.19296871,0.012377571,0.064654373,0.088360712,0.028178636,48:01.1,51:01.1,41706.37,,,
0.099292777,0.10168336,0.035864837,0.039162491,0.044158917,0.009434772,56:01.4,59:01.3,41706.37,,,
0.35172114,0.39246801,0.088816576,0.039500665,0.10965157,0.028208291,00:01.1,03:01.2,41707.33,,,
0.30748042,0.69821793,0.073662072,0.08835721,0.11504357,0.039640892,08:01.2,11:01.3,41707.34,,,
0.30089715,0.50722903,0.10429822,0.03951918,0.066945001,0.020975715,16:01.6,19:01.1,41707.34,,,
0.32449856,0.5890643,0.098981284,0.10674558,0.13424671,0.042571679,24:01.2,27:01.3,41707.35,,,
0.31148228,0.5166688,0.11845142,0.048960015,0.10635214,0.012930222,32:01.5,35:01.1,41707.36,,,
0.33755115,0.51568288,0.084509715,0.135416,0.083410434,0.024592442,40:01.4,43:01.0,41707.36,,,
0.34141257,0.57596219,0.12455386,0.050313845,0.10669992,0.017781021,48:01.4,51:01.0,41707.37,,,
0.39040664,0.68342286,0.13990401,0.022705527,0.090850435,0.019163458,56:01.5,59:01.1,41707.37,,,
0.67429698,0.59646374,0.097353429,0.088756353,0.26179144,0.1129925,00:01.3,03:00.9,41708.33,,,
0.69543928,0.55776972,0.13282707,0.055654719,0.26311901,0.073272429,08:01.2,11:00.9,41708.34,,,
0.75896782,0.71184224,0.10736749,0.043022458,0.21986657,0.089650221,16:01.3,19:00.9,41708.34,,,
0.6794948,0.79788071,0.15963957,0.092972934,0.23935635,0.077013001,24:01.4,27:01.0,41708.35,,,
0.73265213,0.72663361,0.14811942,0.11701886,0.25217128,0.10681793,32:01.4,35:01.0,41708.36,,,
0.7935757,0.6487779,0.17858644,0.058119234,0.18130301,0.042696144,40:01.3,43:01.0,41708.36,,,
0.78053141,0.73082858,0.19504836,0.032503922,0.20752327,0.032131657,48:01.3,51:01.0,41708.37,,,
0.83255571,0.63823467,0.20706813,0.053952489,0.1887303,0.033692852,56:01.2,59:01.0,41708.37,,,
0.62445134,0.42722872,0.29220414,5.18E-07,0.46671766,0.35670099,00:01.5,03:01.4,41709.33,,,
0.67295194,0.41690317,0.28366593,0.10581843,0.22260372,0.14462785,08:01.5,11:01.4,41709.34,,,
0.66654515,0.48645315,0.27668107,0.078697212,0.25449014,0.10643964,16:01.3,19:01.4,41709.34,,,
0.67424083,0.51632613,0.30470592,0.15153028,0.21306394,0.053422488,24:01.2,27:01.4,41709.35,,,
0.66441607,0.54663038,0.33594656,0.13354093,0.20338987,0.06934163,32:01.2,35:01.3,41709.36,,,
0.64575648,0.49746108,0.3452788,0.11155278,0.24785663,0.11352778,40:01.1,43:01.4,41709.36,,,
0.63603646,0.61788225,0.33935693,0.077592649,0.20035079,0.057635397,48:01.2,51:01.1,41709.37,,,
0.65947431,0.58521092,0.36241126,0.068987936,0.23821329,0.073500715,56:01.2,59:00.9,41709.37,,,
0.020889971,2.01E-07,0.33491236,0.06802927,0.17245421,0.16936629,00:01.0,03:00.9,41711.33,,,
0.034662321,0.10644386,0.37236443,0.21379901,0.11182343,0.14527792,16:01.2,19:01.1,41711.34,,,
0.091201067,0.085051425,0.39717555,0.090215281,0.11568564,0.082167216,24:01.1,27:01.1,41711.35,,,
0.06973891,0.30175015,0.37056348,0.073231786,0.19069642,0.11100007,32:01.3,35:01.2,41711.36,,,
0.046452817,0.073186427,0.43248752,0.12255693,0.19474401,0.153165,40:01.1,3/13/2014 8:43,41711.36,,,
0.052005921,0.22360614,0.5206334,0.040005185,0.23689736,0.084525354,48:01.0,51:00.7,41711.37,,,
0.078901075,0.16033193,0.46924832,0.059802201,0.14420621,0.089951076,56:01.2,59:00.8,41711.37,,,
0.46721756,0.4277615,0.29535428,0.09594629,0.17086878,0.12171157,00:01.1,03:01.2,41712.33,,,
0.48747462,0.47856349,0.29362601,0.04468137,0.14634743,0.085623287,08:01.1,11:01.0,41712.34,,,
0.48173994,0.28025535,0.32779235,0.057930909,0.167771,0.065893576,16:01.0,19:00.9,41712.34,,,
0.48651141,0.30207893,0.32910085,0.06418404,0.17904864,0.064443327,24:01.3,27:01.2,41712.35,,,
0.49206129,0.55597126,0.22261986,0.080169573,0.20643492,0.052703619,32:01.4,35:01.3,41712.36,,,
0.5049122,0.32967108,0.25156495,0.01403938,0.17705771,0.068879038,40:01.3,43:01.2,41712.36,,,
0.48357892,0.2552138,0.30616927,0.081931002,0.17393464,0.075511925,48:01.3,51:01.3,41712.37,,,
0.57230788,0.27204692,0.31478572,0.048633855,0.14740507,0.080483362,56:01.0,59:01.5,41712.37,,,
0.44315931,0.24320006,0.34346214,0.043280493,0.075753503,0.010349714,09:10.4,11:00.8,41713.34,,,
0.44217944,0.055499371,0.37204471,0.052795015,0.10083615,0.0398602,17:10.3,19:00.8,41713.35,,,
0.47810405,0.24372713,0.36688694,0.025435716,0.10833207,0.006404276,25:10.3,27:00.8,41713.35,,,
0.45597345,0.10709357,0.37826714,0.035010684,0.12855843,0.029993765,33:10.3,35:00.8,41713.36,,,
0.48869234,0.19323273,0.3880761,0.025595345,0.14086165,0.050887913,41:10.3,43:00.8,41713.36,,,
0.49086782,0.1443935,0.43837807,0.015649678,0.1316015,0.048347436,49:10.2,51:00.8,41713.37,,,
0.53092247,0.13709815,0.40617901,0.026684714,0.16509357,0.018049508,57:10.2,59:00.1,41713.37,,,
0.16528936,0.15245864,0.38316575,0.11558057,0.14474557,0.06514097,00:01.4,03:01.4,41714.33,,,
0.18645242,0.22377843,0.30703622,0.084233925,1.67E-08,4.89E-09,08:01.3,11:01.3,41714.34,,,
0.15765922,0.19729292,0.3521103,0.065145902,0.089367211,0.046812292,16:01.4,19:01.3,41714.34,,,
0.15187299,0.15457363,0.36065611,0.030056829,0.066386163,0.025957413,24:01.3,27:01.3,41714.35,,,
0.15031679,0.117272,0.31902629,0.049707893,0.080831356,0.009355164,32:01.3,35:01.3,41714.36,,,
0.1470855,0.24516141,0.26446286,0.027098192,0.050030161,0.006388705,40:01.3,43:01.2,41714.36,,,
0.16384307,0.052017722,0.33737406,0.030136092,0.077083789,0.007707336,48:01.3,51:01.2,41714.37,,,
0.14245464,0.13261279,0.32423237,0.046074506,0.092174068,0.020395765,56:01.4,59:01.3,41714.37,,,
0.8029964,0.36933115,0.65243983,0.14475322,0.34205872,0.14437371,00:01.5,03:01.1,41715.33,,,
0.79429215,0.46170941,0.73979497,0.10107907,0.36919954,0.30870056,08:01.0,11:00.8,41715.34,,,
0.76300782,0.5538255,0.73218644,0.066000722,0.32623643,0.11073879,16:00.8,19:01.1,41715.34,,,
0.78833002,0.50576735,0.65937102,0.096728213,0.44751364,0.22229235,24:00.8,27:01.2,41715.35,,,
0.72302359,0.4722445,0.65301651,0.049628388,0.39719534,0.18295935,32:01.3,35:01.0,41715.36,,,
0.65663809,0.55356336,0.6042645,0.048513908,0.37746,0.12710129,40:01.1,43:00.8,41715.36,,,
0.63301426,0.55846608,0.53104651,0.038277652,0.40174243,0.1707015,48:01.2,51:01.1,41715.37,,,
0.584252,0.46981049,0.4932768,0.062162947,0.39335412,0.21606849,56:01.3,59:00.8,41715.37,,,
0.037348092,0.14375636,0.08587607,0.043056797,0.029988995,0.008540907,00:01.1,03:00.9,41716.33,,,
0.004959105,0.31083387,0.049899273,0.034398012,0.021889687,0.004899181,08:01.1,11:00.9,41716.34,,,
0.025782285,0.18476644,0.076798432,0.031926006,0.046986986,0.005618464,16:01.1,19:00.9,41716.34,,,
2.76E-07,0.36931527,0.015080522,2.88E-07,0.001651202,0.23108663,24:01.2,27:01.0,41716.35,,,
0.024774492,0.29627857,0.044334777,0.052501228,0.041698601,0.028064128,40:01.0,43:00.9,41716.36,,,
0.029674193,0.20442522,0.070342153,0.044359557,0.014302036,0.010459478,48:00.9,51:00.9,41716.37,,,
0.01591545,0.2447923,0.086847648,8.15E-08,0.015966363,3.21E-07,56:01.1,59:01.0,41716.37,,,
0.11418258,1.58E-07,0.083352782,0.01894635,0.057005811,0.014874186,00:01.3,03:01.3,41717.33,,,
0.093771219,0.11202686,0.093907073,0.029694756,0.052891135,0.0132808,08:01.2,11:00.8,41717.34,,,
0.1261557,0.053855296,0.081363998,0.040506113,0.069819994,0.018125942,16:01.1,19:01.1,41717.34,,,
0.13050044,0.10295515,0.094085492,0.022082558,0.025688063,0.029265022,24:01.5,27:01.4,41717.35,,,
0.14810057,0.10070971,0.11118707,0.021854892,0.054764565,0.013784471,40:01.6,43:01.0,41717.36,,,
0.14690465,8.55E-07,0.12828463,0.063049793,0.050648786,0.021387836,48:01.5,51:01.5,41717.37,,,
0.12567872,0.059202459,0.11621778,0.064204603,0.050466597,0.01458085,56:01.4,59:01.4,41717.37,,,
0.001862109,0.041870024,0.034712717,0.026895499,0.046964601,0.0341135,00:01.3,03:00.9,41718.33,,,
0.016284971,0.033634841,1.53E-07,0.016520636,0.014121343,0.006310724,08:01.2,11:01.3,41718.34,,,
0.032775529,0.094215497,9.00E-08,0.00513585,2.26E-07,8.56E-08,16:01.2,19:01.5,41718.34,,,
0.022965072,0.14703543,4.84E-08,0.002561759,6.54E-08,0.001794465,24:01.1,27:00.8,41718.35,,,
0.018207122,0.073157288,7.39E-07,0.00597691,1.33E-07,0.009963293,32:01.4,35:01.1,41718.36,,,
