PMF_factor_1,PMF_factor_2,PMF_factor_3,PMF_factor_4,PMF_factor_5,PMF_factor_6,PMF_total,time_start,time_end,time_start_num
1.6948785,1.8067001,2.5293658,1.4802443,2.6925128,1.5776213,11.78132272,56:01.7,59:01.6,41885.04
1.9374529,2.1787229,2.5436101,0.70678329,2.5712314,1.4805472,11.41834772,04:01.7,07:01.6,41885.04
1.8801714,2.1241984,2.2876472,0.97882545,2.3946214,1.4447243,11.11018825,12:01.7,15:01.6,41885.05
1.5443771,1.4640386,2.3190315,1.2486824,2.0773473,1.3215311,9.975007892,20:01.7,23:01.6,41885.06
1.6483886,1.7842814,2.2584443,0.69517815,2.24595,1.3961225,10.0283649,28:01.7,31:01.6,41885.06
1.5643115,1.6580714,2.07652,1.3668765,1.9665344,1.1862491,9.818562865,36:01.8,39:01.7,41885.07
1.6334213,1.7761258,2.1317556,0.95336759,2.0223215,1.2464879,9.76347959,44:01.7,47:01.6,41885.07
1.7135687,1.8562472,2.2159371,0.51054585,2.0980928,1.2489789,9.643370509,52:01.6,55:01.6,41885.08
1.5282015,1.6842585,2.1557529,1.2091936,1.9410844,1.142918,9.661408782,00:01.5,03:01.6,41885.08
1.5826886,1.7931129,2.1362729,1.1548861,1.8311557,1.1223261,9.620442271,08:01.5,11:01.6,41885.09
1.6531343,1.8594301,2.2435715,1.188485,1.8175114,1.0447651,9.806897521,16:01.4,19:01.5,41885.09
1.7635314,1.7113057,2.5018845,0.80012983,1.7489187,1.0411839,9.566954076,24:01.5,27:01.6,41885.10
1.5428771,1.7734615,2.0997272,1.0854269,1.7307186,1.1998122,9.432023406,32:01.4,35:01.6,41885.11
1.6750742,1.7532543,2.2354987,0.72137886,1.6996714,1.0209968,9.10587424,40:01.8,43:01.5,41885.11
1.5883529,1.7152042,2.1275115,0.94506717,1.6277643,0.9939509,8.997851074,48:01.8,51:01.5,41885.12
1.5748329,1.6374542,2.1902356,1.1659793,1.5424728,0.96587783,9.07685262,56:01.8,59:01.5,41885.12
1.7279029,2.0116215,2.0833042,0.55014139,1.8035429,1.0838346,9.260347426,04:01.8,07:01.5,41885.13
1.5368299,1.57859,2.1273885,1.0282203,1.6192199,1.0125768,8.902825475,12:01.8,15:01.5,41885.13
1.7285999,2.1715343,2.0257685,0.79750717,1.8447943,1.0351162,9.60332036,20:01.8,23:01.5,41885.14
1.6602172,1.7102786,2.0382299,0.75024462,1.5611529,0.93310118,8.653224468,28:01.9,31:01.6,41885.14
1.7058872,1.9396056,2.0897043,0.57236272,1.6482428,0.94984472,8.905647337,52:01.6,55:01.5,41885.16
1.7170643,1.87372,2.0605886,0.32081673,1.6939214,1.1035829,8.769693941,00:01.7,03:01.5,41885.17
1.5596243,1.6275858,2.2316685,0.74767941,1.4711857,0.93947893,8.577222586,08:01.7,11:01.5,41885.17
1.5224929,1.7182399,1.8924813,0.86257476,1.46789,0.89975339,8.363432288,16:01.7,19:01.5,41885.18
1.5395744,1.6643572,2.1032457,0.79731041,1.5988942,0.95903939,8.662421346,24:01.7,27:01.6,41885.18
1.5534171,1.9413614,1.8533586,0.55816513,1.6160942,0.95310843,8.475504935,32:01.8,35:01.6,41885.19
1.69151,1.6405128,2.0082586,0.31296027,1.5964099,1.011521,8.261172533,40:01.6,43:01.6,41885.19
1.4787699,1.8493228,1.8427258,0.71255016,1.5228529,0.87391233,8.280133843,48:01.6,51:01.6,41885.20
1.4825729,1.7940713,1.7395043,0.61791486,1.49382,0.89285338,8.020736754,56:01.6,59:01.6,41885.21
1.5533315,1.8140043,1.9720643,0.38873771,1.6119372,0.95238543,8.292460352,04:01.5,07:01.5,41885.21
1.2998055,1.7103715,1.7867429,0.76905304,1.3447266,0.9103837,7.821083248,12:01.7,15:01.7,41885.22
1.5180242,1.7422971,1.9668586,0.76071602,1.6980958,0.95707971,8.643071413,20:01.8,23:01.4,41885.22
1.6275557,1.1062194,2.2317913,1.3715141,2.7509115,1.4604228,10.54841471,28:01.4,31:01.5,41885.23
1.1710591,1.3172246,1.5887785,0.98551387,2.0361686,1.1345822,8.233326852,36:01.4,39:01.5,41885.23
1.4272746,1.3412576,1.7906228,1.5208571,2.4886856,1.2551857,9.823883414,44:01.7,47:01.4,41885.24
1.4333428,1.4016619,1.9008672,1.5030357,2.7087014,1.2805629,10.22817183,52:01.8,55:01.4,41885.24
1.8293715,1.56901,1.9560201,1.2680994,3.8410416,1.7446457,12.2081883,00:01.7,03:01.8,41885.25
1.3527567,1.4398657,1.7449213,0.9639253,1.8954142,1.1104031,8.50728637,08:01.9,11:01.6,41885.26
1.7351199,1.3433046,2.0075872,1.3075247,4.3063931,1.9637429,12.66367245,16:02.0,19:01.6,41885.26
1.7882172,1.0967385,2.1376214,1.7495371,4.8643441,2.2036371,13.8400954,24:01.9,27:01.5,41885.27
1.9040029,1.1568396,2.4281142,2.0802829,6.2613745,2.4591315,16.28974557,32:01.8,35:01.5,41885.27
1.8944042,1.6021057,2.1414614,1.7814184,5.6843185,2.0700715,15.17377973,40:01.7,43:01.4,41885.28
2.1719058,1.5222728,2.851723,2.4902084,8.0104361,2.8338842,19.88043022,48:01.7,51:01.4,41885.28
2.1227057,1.3044269,3.3310888,4.4848914,9.5007153,3.0765884,23.82041645,56:01.6,59:01.8,41885.29
2.6424613,1.7742729,3.8724699,2.6070871,9.7549696,3.3542385,24.00549936,04:01.8,07:01.6,41885.29
2.0438216,1.5887856,3.3511171,4.6078,8.6729145,2.9269345,23.19137335,12:01.6,15:01.5,41885.30
2.1103098,2.0649257,3.5157702,3.0627186,8.1426153,3.060477,21.95681667,20:01.7,23:01.5,41885.31
2.4651487,2.6151428,3.31266,1.3934089,8.0318785,2.7952971,20.613536,28:01.6,31:01.5,41885.31
1.9445599,2.1429558,3.0658429,2.9690859,6.5178614,2.18523,18.82553589,36:01.6,39:01.5,41885.32
2.0720699,2.2738299,3.1378272,1.9477571,5.9546418,2.1536372,17.53976309,44:01.8,47:01.6,41885.32
1.8197643,1.7049543,2.9823527,2.2922885,5.0136356,2.0861599,15.89915538,00:01.5,03:01.5,41885.33
2.20538,1.728233,4.6629329,4.1269441,9.3346844,3.6634514,25.72162569,08:01.6,11:01.6,41885.34
2.0335343,1.9683586,3.2465672,1.9753515,5.9168596,2.7139041,17.8545754,16:01.7,19:01.6,41885.34
1.6123115,1.6697315,2.3737385,1.1093007,2.4867857,1.2699928,10.52186072,24:01.7,27:01.6,41885.35
1.5881144,1.4361,2.3749285,0.75231731,1.6777314,0.93087775,8.760069311,32:01.6,35:01.6,41885.36
1.5906485,1.2940429,2.1665943,0.469538,1.1817194,0.77228767,7.474830836,40:01.6,43:01.6,41885.36
1.4888643,1.1741604,1.9536813,0.62067628,0.82623875,0.66530186,6.728922904,48:01.6,51:01.7,41885.37
1.5682142,1.1720519,1.9108372,0.29403356,0.65235025,0.55219102,6.149678081,56:01.4,59:01.5,41885.37
1.530193,1.1032634,1.7385157,0.45005757,0.548558,0.46723515,5.837822795,04:01.6,07:01.6,41885.38
1.5324501,1.0402094,1.8981557,0.36186844,0.48559871,0.4554424,5.773724735,12:01.9,15:01.5,41885.38
1.5314885,1.1530702,1.9164042,0.4340266,0.53935283,0.52547628,6.099818707,20:01.6,23:01.7,41885.39
1.4324014,1.013126,1.7082171,0.54460341,0.26766744,0.31349099,5.279506415,28:01.9,31:01.5,41885.39
1.5313729,1.1286283,1.6979786,0.18058716,0.33288929,0.34819371,5.219649926,36:01.9,39:01.6,41885.40
1.5837885,1.0622482,1.72197,0.080585338,0.32644784,0.36051273,5.135552622,44:01.8,47:01.5,41885.41
1.5385643,1.0974543,1.6362243,0.32133585,0.21097158,0.30093929,5.105489627,52:01.8,55:01.5,41885.41
1.5129499,1.1009339,1.8359343,0.24757786,0.25859085,0.39896858,5.35495542,00:01.6,03:01.7,41885.42
1.5373157,1.0085453,1.7099757,0.28249815,0.190714,0.39992213,5.12897101,08:01.8,11:01.5,41885.42
1.6347729,0.94420731,1.6448443,0.43519768,0.17550957,0.38881671,5.223348469,16:01.7,19:01.5,41885.43
1.6274985,1.1113591,1.6253715,0.24221329,0.22270744,0.40919426,5.238344073,24:01.7,27:01.5,41885.43
1.6136872,1.2466335,1.5726571,0.34199685,0.185937,0.47375086,5.434662506,32:01.7,35:01.6,41885.44
1.5843414,1.2756733,1.6310271,0.5220437,0.197915,0.48893583,5.699936315,40:01.5,43:01.5,41885.44
1.5684414,1.2206028,1.5098071,0.70520097,0.10830723,0.34742671,5.459786169,48:01.6,51:01.5,41885.45
1.6704099,1.585853,1.6487871,0.20539971,0.23294957,0.44438842,5.787787735,56:01.5,59:01.5,41885.46
1.6521529,1.6428887,1.6467515,0.3402147,0.21372257,0.34037757,5.836107925,04:01.7,07:01.5,41885.46
1.6869514,1.7766027,1.6480371,1.32E-06,0.34331042,0.46616015,5.921063099,12:01.6,15:01.6,41885.47
1.6231242,1.8631371,1.5993487,0.44318143,0.19813599,0.38438687,6.111314312,20:01.6,23:01.6,41885.47
1.6951085,1.9365656,1.7912042,0.090968557,0.31536242,0.40407088,6.233280249,28:01.9,31:01.7,41885.48
1.6275171,1.9542285,1.9008685,0.17513172,0.28807816,0.35148042,6.297304466,36:01.6,39:01.6,41885.48
1.5819614,2.0035715,1.7778171,0.058053955,0.32485586,0.30235371,6.048613563,44:01.6,47:01.6,41885.49
1.5513586,2.0379713,1.7857628,1.18E-06,0.32344627,0.26241612,5.9609562,52:01.8,55:01.7,41885.49
1.4837699,2.2023957,1.8522714,0.20916715,0.31793913,0.274609,6.340152293,00:01.6,03:01.6,41885.50
1.4978586,2.1658843,1.8677057,0.31678358,0.30115771,0.337414,6.486803889,08:01.9,11:01.5,41885.51
1.4531442,1.9072787,1.8269643,0.31223458,0.28279099,0.19753301,5.979945689,24:01.6,27:01.6,41885.52
1.5294986,2.0431671,1.8932642,2.68E-06,0.32410216,0.24015413,6.030188844,32:01.5,35:01.6,41885.52
1.5648028,2.13433,1.9056244,0.14668299,0.35565284,0.21772684,6.324819863,40:01.5,43:01.6,41885.53
1.5666529,2.1097429,1.9117514,0.33901528,0.27824384,0.15411757,6.359523848,48:01.8,51:01.5,41885.53
1.7525615,2.2183201,2.2632058,0.17840672,0.33926973,0.17058557,6.922349364,56:01.6,59:01.6,41885.54
1.6603185,2.2251973,1.9002215,0.32298315,0.35123873,0.15750273,6.617461875,04:02.0,07:01.6,41885.54
1.6309357,2.2896786,2.0427988,0.32306302,0.327187,0.15039286,6.764055878,12:01.8,15:01.5,41885.55
1.6138843,2.3017087,1.9872158,0.4522526,0.27397412,0.15080829,6.779843792,20:01.8,23:01.5,41885.56
1.797403,2.2081485,1.9637629,1.58E-06,0.385849,0.15486413,6.510029047,28:01.6,31:01.4,41885.56
1.7631885,2.3104243,2.14223,0.41703513,0.27676773,0.17404428,7.083689988,36:01.4,39:01.4,41885.57
1.7487129,2.0077744,2.0343599,0.21813987,0.42086202,0.18043129,6.610280365,52:01.5,55:01.5,41885.58
1.7607132,2.2392344,2.2109029,0.12594765,0.47078469,0.21515049,7.022733435,00:01.3,03:01.3,41885.58
1.7258828,2.3228486,2.2059672,0.28221628,0.3978357,0.23312771,7.167878211,08:01.3,11:01.4,41885.59
1.6329043,2.2475815,2.1956842,0.3222647,0.36194128,0.163352,6.923727944,16:01.4,19:01.5,41885.59
1.6946529,2.2648427,1.9395471,0.23616999,0.40929827,0.26050472,6.805015713,24:01.3,27:01.4,41885.60
1.7981999,2.3486543,1.9270285,0.18367529,0.43737543,0.24829115,6.943224564,32:01.5,35:01.6,41885.61
1.6762114,1.9209658,1.5573214,0.27838913,0.28060427,0.13375138,5.847243354,40:01.5,43:01.6,41885.61
1.6176486,1.8327256,1.6045872,0.44392556,0.23644929,0.11066409,5.846000381,48:01.8,51:01.3,41885.62
1.6259043,1.93927,1.5677584,0.35444686,0.25033373,0.085973434,5.823686801,56:01.3,59:01.4,41885.62
1.6238856,1.8753028,1.320734,0.38784313,0.21781714,0.064181514,5.489764236,04:01.4,07:01.2,41885.63
1.6710986,1.7685028,1.4149733,0.33085299,0.24420442,0.078544714,5.508176796,12:01.2,15:01.1,41885.63
1.6124157,2.0692985,1.6182314,0.52398872,0.19741313,0.092413247,6.113760695,20:01.3,23:01.2,41885.64
1.6184715,1.9543357,1.4546044,0.5159573,0.23411287,0.062387399,5.839869149,28:01.2,31:01.1,41885.64
1.7681714,2.0894556,1.7543213,0.30295172,0.3450067,0.18905529,6.448962092,36:01.1,39:01.1,41885.65
1.8163072,2.3583713,2.0237243,0.38140228,0.43732959,0.29475641,7.311891049,52:01.8,55:01.5,41885.66
1.7655413,2.1140871,1.9766401,0.72067076,0.37115285,0.27359471,7.22168684,00:01.5,03:01.4,41885.67
1.8252543,2.2924843,1.8301671,0.55969727,0.34108844,0.20987858,7.058569953,08:01.7,11:01.5,41885.67
1.7705743,2.3465958,1.7731757,0.73025286,0.28021884,0.20341901,7.104236528,16:01.6,19:01.5,41885.68
1.8267156,2.4260886,1.7458972,0.63002628,0.30863342,0.27523127,7.212592304,24:01.5,27:01.5,41885.68
1.8604044,2.4646828,1.6029915,0.62378329,0.24172014,0.24685615,7.040438235,32:01.6,35:01.5,41885.69
1.95114,2.5305858,1.7072657,0.43877912,0.39057729,0.27158356,7.289931506,40:01.5,43:01.5,41885.69
1.7307385,2.3283243,1.9641585,1.1328619,0.19762,0.20053299,7.554236218,48:01.6,51:01.5,41885.70
1.8630557,2.2443814,1.5419972,0.68499959,0.25105429,0.23534958,6.820837781,56:01.4,59:01.4,41885.71
1.7572185,1.4926028,1.5522671,0.65247601,0.49009115,0.33791271,6.282568246,12:01.4,15:01.4,41885.80
1.73087,1.3931782,1.420763,0.63753885,0.45162517,0.33911672,5.97309199,20:01.5,23:01.1,41885.81
1.6524072,1.5696787,1.1789968,0.56801146,0.54848087,0.40381002,5.92138499,36:01.4,39:01.0,41885.82
1.6232671,1.343971,1.3744578,0.7290495,0.36858517,0.34525785,5.784588426,44:01.3,47:01.0,41885.82
1.6510415,1.4661971,1.3541586,0.65005982,0.49227843,0.43253642,6.04627195,00:01.8,03:01.8,41885.83
1.52722,1.5766327,1.2549515,0.50353128,0.49895358,0.3632127,5.724501789,08:01.7,11:01.7,41885.84
1.4797143,1.5058943,1.1549182,0.48595998,0.41050789,0.42801228,5.465006918,16:01.7,19:01.2,41885.84
1.5182714,1.3098664,1.390607,0.70371729,0.5074507,0.6612221,6.091134965,24:01.6,27:01.7,41885.85
1.5681044,1.4081315,1.1820614,0.73337281,0.71670473,0.76469976,6.373074591,32:01.7,35:01.7,41885.86
1.6391914,1.4696414,1.2845795,0.53258067,0.63730782,0.70102072,6.264321566,40:01.6,43:01.6,41885.86
1.6460342,1.3604732,1.4996186,0.81295794,0.85026044,1.0654511,7.23479557,48:01.7,51:01.3,41885.87
1.6089286,1.3816868,1.3428339,0.86832798,0.77411473,0.89758688,6.87347883,56:01.5,59:01.7,41885.87
1.8605744,1.3985692,1.6549243,0.77680671,1.1284834,1.2213238,8.040681839,04:01.7,07:01.3,41885.88
1.9567971,1.5334713,1.7049028,0.28773415,1.2392844,1.4575529,8.179742694,12:01.5,15:01.2,41885.88
1.8172514,1.4778442,1.3424902,0.90710783,0.95420116,1.1509477,7.64984256,20:01.6,23:01.7,41885.89
1.6494585,1.363035,1.4600914,0.7066806,0.75473028,0.84857887,6.782574594,28:01.6,31:01.7,41885.89
1.7042729,1.4296229,1.395534,0.62084198,0.84402508,0.9176389,6.911935747,36:01.5,39:01.7,41885.90
1.6658329,1.2637429,1.5413387,1.4075149,0.93918103,1.0267709,7.844381392,44:01.5,47:01.7,41885.91
1.6384001,1.2493445,1.4342686,0.89407301,0.82654297,0.91054982,6.953178942,52:01.4,55:01.7,41885.91
1.5942129,1.2542819,1.3410602,0.90702587,0.68477327,0.50055271,6.281906784,00:01.4,03:01.2,41885.92
1.68577,1.3288246,1.3670793,0.79658747,1.017702,0.647726,6.843689382,08:01.4,11:01.7,41885.92
1.8677257,1.5650885,1.4986001,0.4876526,1.3487853,0.74141902,7.509271264,16:01.3,19:01.2,41885.93
1.8996671,1.5531557,1.5855515,0.49325827,1.4690399,0.84975934,7.85043183,24:01.7,27:01.5,41885.93
2.0891714,1.5167185,1.6616828,0.61278301,1.7281214,0.8617866,8.470263779,32:01.3,35:01.2,41885.94
1.8763728,1.2890147,1.59101,1.126562,1.5929958,0.86454731,8.34050256,40:01.7,43:01.6,41885.94
1.9184215,1.3691657,1.5054314,0.71136087,1.5922371,0.8479706,7.944587171,48:01.3,51:01.2,41885.95
1.6279985,1.2294389,1.4153448,1.204686,1.2651681,0.80354953,7.546185851,56:01.3,59:01.2,41885.96
1.7834429,1.4340557,1.5060385,0.29756987,1.3782406,0.84005648,7.239404023,12:01.6,15:01.1,41885.97
1.7716886,1.3765528,1.6713301,0.19222686,1.5135486,0.83372515,7.359072119,20:01.5,23:01.1,41885.97
1.7391027,1.4022423,1.4264036,0.6849547,1.4069209,0.79093874,7.450563014,28:01.3,31:01.3,41885.98
1.7877342,1.2754636,1.5467114,0.77960038,1.4664972,1.0057049,7.861711621,36:01.5,39:01.1,41885.98
1.6921643,1.1638374,1.4544801,0.97292125,1.4889057,0.82776189,7.600070596,44:01.6,47:01.1,41885.99
1.6845227,1.1954852,1.4496529,0.7965821,1.4434158,0.76393729,7.333596051,52:01.6,55:01.3,41885.99
1.6778301,1.2453963,1.3223932,0.9320057,1.3903736,0.68532872,7.253327549,00:01.7,03:01.2,41886.00
1.8681471,1.4169829,1.55453,0.26696956,1.6188287,0.90707308,7.632531345,08:01.4,11:01.1,41886.01
1.9113327,1.3666766,1.6752757,0.37714499,1.6601372,0.87875301,7.869320154,16:01.6,19:01.7,41886.01
1.8697429,1.3740342,1.7389158,0.69699943,1.6149671,0.89563411,8.190293491,24:01.7,27:01.3,41886.02
1.8626987,1.2822355,1.7884386,0.60378188,1.62825,0.85212129,8.017525911,32:01.5,35:01.2,41886.02
1.8484257,1.3023219,1.6184243,0.90955114,1.6291701,0.96229112,8.270184278,40:01.4,43:01.2,41886.03
1.9194742,1.2317007,1.7341186,0.91030717,1.69282,0.88873327,8.377153873,48:01.5,51:01.2,41886.03
1.99966,1.5667757,1.47662,0.43148932,1.8687185,0.93771034,8.280973822,56:01.7,59:01.4,41886.04
2.0738742,1.3861328,1.8845201,0.79500848,2.1497729,1.1714271,9.460735619,04:01.4,07:01.2,41886.04
2.0787899,1.4452685,1.7991872,0.6646384,1.9873328,1.0460556,9.021272421,12:01.4,15:01.7,41886.05
2.0390601,1.5060271,1.7968515,0.61294627,2.0330629,1.1205482,9.108496189,20:01.4,23:01.2,41886.06
1.9570915,1.4880228,1.6599771,0.42333215,1.8201057,1.0314313,8.379960477,28:01.6,31:01.4,41886.06
1.9891686,1.5333329,1.6393315,0.37943843,1.8588614,1.0043123,8.404445201,36:01.7,39:01.6,41886.07
1.8931772,1.4664614,1.6839528,0.79102987,1.7728599,0.95402539,8.561506569,44:01.3,47:01.7,41886.07
1.7922572,1.3686266,1.7049028,0.58685428,1.6993129,0.97389632,8.125850081,52:01.3,55:01.3,41886.08
1.8119859,1.2384559,1.68571,0.54426229,1.4748514,0.84427357,7.599538922,00:01.4,03:01.4,41886.08
1.8885558,1.4490943,1.7028029,0.28481543,1.6987172,0.9335857,7.957571328,08:01.7,11:01.6,41886.09
1.8152499,1.3245056,1.7802871,0.73592204,1.4918658,0.98550743,8.133337855,16:01.4,19:01.5,41886.09
1.9349829,1.6264343,1.8692672,0.38711083,1.6624614,1.1963778,8.676634431,24:01.2,27:01.2,41886.10
1.6646671,1.277964,1.7467371,1.017745,1.4180967,0.95359802,8.07880795,32:01.7,35:01.2,41886.11
1.6516428,1.2992482,1.3146812,0.6559006,1.1783559,0.79192871,6.891757429,40:01.7,43:01.2,41886.11
1.8562157,1.4226347,1.7086114,0.56247813,1.4501214,0.98053533,7.980596662,48:01.7,51:01.2,41886.12
1.8566386,1.5175343,1.7259642,1.0067199,1.57648,1.1808378,8.864174724,56:01.7,59:01.2,41886.12
1.9877214,1.6879085,1.8612171,0.51758415,1.8347328,1.2705767,9.159740746,04:01.3,07:01.3,41886.13
1.8690029,1.5492944,1.6839743,1.0377334,1.7239186,1.1277703,8.991693854,12:01.6,15:01.7,41886.13
1.7035571,1.3008707,1.5228728,1.0234441,1.4207004,0.95172662,7.923171699,20:01.7,23:01.2,41886.14
1.8864357,1.3219788,1.7030728,0.64301014,1.7067771,1.1067665,8.368041039,28:01.6,31:01.2,41886.14
2.0382099,1.56991,1.7908286,0.44256458,1.9841329,1.1391143,8.964760274,36:01.6,39:01.7,41886.15
1.8936257,1.5117471,1.5976528,0.894346,2.0700843,1.1346682,9.102124214,44:01.5,47:01.6,41886.16
2.0353057,1.3763283,1.7736057,0.56280053,2.1252015,1.1561347,9.029376507,52:01.5,55:01.2,41886.16
1.9254586,1.4123954,1.7446486,0.96072197,1.8975015,1.1128637,9.053589582,00:01.6,03:01.2,41886.17
1.9559515,1.6059443,1.6467328,0.27556601,1.7915157,1.1460708,8.421781093,08:01.5,11:01.2,41886.17
2.1026244,1.7722456,1.8495699,0.3778584,2.1027644,1.2842931,9.489355803,16:01.3,19:01.6,41886.18
2.0485656,1.8206186,1.7030085,0.39456668,2.0571556,1.3136936,9.337608725,24:01.4,27:01.6,41886.18
1.9669299,1.6889986,1.7907071,0.52017987,1.9032129,1.1676837,9.037712097,32:01.4,35:01.7,41886.19
2.0218458,1.7967514,1.5574313,0.75873786,1.9290972,1.1981027,9.261966288,40:01.4,43:01.2,41886.19
2.2465398,1.8785186,1.6670401,0.54901367,1.9723357,1.1891137,9.502561629,48:01.6,51:01.4,41886.20
2.1838887,1.9756685,1.6032128,0.58148026,1.8600072,1.3604527,9.56471014,56:01.4,59:01.2,41886.21
2.0733786,1.8494228,1.5520242,0.92902309,1.9590501,1.4533771,9.816275895,04:01.3,07:01.2,41886.21
2.009023,1.7713128,1.7229815,0.44170114,1.8546958,1.1344124,8.934126586,12:01.5,15:01.5,41886.22
2.0153787,1.7647572,1.6875542,1.0131615,1.7538058,1.2154828,9.450140238,20:01.4,23:01.2,41886.22
1.9917471,1.7563057,1.5827857,1.0968438,1.6104413,1.1371888,9.175312519,28:01.7,31:01.6,41886.23
2.027,1.6878872,1.5359071,1.048376,1.5179086,1.1789103,8.995989084,36:01.3,39:01.2,41886.23
2.2356272,2.0229943,1.6658999,0.50179672,1.8177085,1.1710991,9.415125608,44:01.6,47:01.1,41886.24
2.1701658,1.9140815,1.5091586,1.26764,1.6429485,1.2566607,9.760655046,52:01.2,55:01.2,41886.24
1.942587,1.5848029,1.7679071,0.56765598,1.6125,1.0980279,8.573480904,00:01.5,03:01.5,41886.25
2.0344057,1.6797243,1.6401358,0.32015416,1.64121,1.090057,8.405686945,08:01.4,11:01.3,41886.26
2.0293243,1.6889544,1.5694042,0.51255041,1.5336871,1.137495,8.47141546,16:01.6,19:01.1,41886.26
1.9851328,1.9245158,1.4065821,0.33729672,1.4696971,1.0594214,8.182646036,24:01.6,27:01.2,41886.27
1.9438657,1.8943543,1.4956914,0.67316157,1.525793,1.0599624,8.592828333,32:01.6,35:01.6,41886.27
1.8498729,1.8017243,1.4356371,0.58397269,1.5394043,1.0403281,8.250939488,40:01.6,43:01.2,41886.28
1.9430844,1.9694328,1.4764385,0.19178399,1.6489315,1.1175408,8.347212046,48:01.7,51:01.7,41886.28
1.7476928,1.8251001,1.2724884,0.60127586,1.62113,1.0161874,8.083874524,56:01.7,59:01.3,41886.29
1.6408828,1.54029,1.4343942,0.95937306,1.3736821,1.0101796,7.958801925,04:01.4,07:01.1,41886.29
1.9676929,1.9091572,1.4160072,1.70E-06,1.5291058,1.1475751,7.969539798,12:01.6,15:01.2,41886.30
1.9750099,1.8977543,1.2354034,0.43573073,1.4500471,1.0150952,8.009040743,20:01.7,23:01.8,41886.31
2.0615044,2.0466557,1.1326327,0.17192985,1.3296856,0.86916828,7.611576453,28:01.5,31:01.7,41886.31
2.10497,2.0300944,1.1506238,0.019437429,1.1968914,0.70818198,7.210198995,36:01.4,39:01.6,41886.32
2.0924828,2.0933871,0.98895496,0.15704671,1.0113884,0.68144071,7.024700731,44:01.7,47:01.4,41886.32
2.05266,2.1539786,0.79343313,0.47810844,0.8434087,0.63115299,6.952741832,52:01.5,55:01.2,41886.33
2.1235714,2.1059542,1.1129186,0.44562799,1.1709065,0.77949917,7.738477886,00:01.5,03:01.7,41886.33
2.2747085,2.4304316,1.2205819,0.7173028,2.0405314,0.98309833,9.666654527,08:01.6,11:01.3,41886.34
2.25899,2.4349627,1.3927617,1.029017,2.3461785,1.0444485,10.5063585,16:01.8,19:01.9,41886.34
2.4809299,2.6881628,1.3493185,0.094102547,2.3121557,0.9611873,9.885856733,24:01.7,27:01.8,41886.35
2.2940085,2.5364473,1.1449318,0.25448543,1.6316785,0.90181947,8.763370931,32:01.3,35:01.1,41886.36
2.3092899,2.4773986,1.0345285,0.29387099,1.3142066,0.75951272,8.188807368,40:01.8,43:01.5,41886.36
2.2015185,2.3621187,1.1599569,0.44445011,1.1685857,0.85131204,8.187941998,48:01.3,51:01.2,41886.37
2.2477784,2.3760102,1.0914726,0.15414086,0.85150403,0.55752432,7.278430432,56:01.9,59:01.6,41886.37
2.3559155,2.1612558,1.0158708,0.075658113,0.70686769,0.52986127,6.845429271,04:01.5,07:01.8,41886.38
2.3466556,2.0409544,0.97661638,0.23979342,0.58685142,0.41319329,6.604064465,12:01.8,15:01.7,41886.38
2.4183786,2.0558357,0.61519802,0.34912214,0.29738885,0.18918315,5.925106466,36:01.5,39:01.8,41886.40
2.4802001,2.0241714,0.73627889,0.26117629,0.3031553,0.23179929,6.036781177,44:01.5,47:01.4,41886.41
2.4538352,2.0032372,0.49686936,0.16653544,0.27678674,0.12133346,5.518597499,52:01.6,55:01.5,41886.41
2.5331216,1.9203416,0.37360111,0.20737538,0.19092965,0.081439503,5.306808837,00:01.7,03:01.6,41886.42
2.4840617,2.0753224,0.15449731,0.14735304,0.21190977,0.072878063,5.14602229,08:01.6,11:01.5,41886.42
2.4852529,1.9233906,0.42717829,0.089037612,0.22298436,0.084089711,5.23193346,16:01.6,19:01.5,41886.43
2.5488284,2.0875413,0.21112412,0.19463703,0.23115936,0.089973733,5.36326395,24:01.5,27:01.4,41886.43
2.5107224,2.123462,0.094200328,0.44107559,0.1628418,0.046632193,5.378934272,32:01.7,35:01.2,41886.44
2.4407163,2.0006554,0.11260737,0.25897819,0.19382802,0.036393538,5.043178789,56:01.5,59:01.6,41886.46
2.5924001,2.0490634,0.014156111,0.32496074,0.15718718,0.017006405,5.154773951,04:01.8,07:01.5,41886.46
2.6249886,2.0323293,9.72E-06,0.34623772,0.16600773,0.022822665,5.192395704,12:01.6,15:01.4,41886.47
2.5769608,2.101855,2.16E-06,0.022626722,0.25290498,0.070918605,5.02526831,20:01.5,23:01.3,41886.47
2.3508506,1.9702692,0.11182591,4.93E-06,0.24266906,0.026484145,4.702103834,28:01.5,31:01.4,41886.48
2.29565,1.8863204,0.14350182,0.22013885,0.13870618,0.021403763,4.705720965,36:01.4,39:01.3,41886.48
2.1886594,1.9609551,0.018664831,0.23012526,0.14404939,1.33E-07,4.542454191,44:01.6,47:01.4,41886.49
2.3045051,1.8510174,5.77E-07,0.28868914,0.12298465,9.17E-08,4.567196919,52:01.5,55:01.4,41886.49
2.3292465,2.0202613,0.058687344,0.27754205,0.12714216,9.80E-08,4.812879467,00:01.6,03:01.5,41886.50
2.4197519,2.0840471,0.014939212,0.24651821,0.14957561,3.96E-07,4.914832386,08:01.6,11:01.5,41886.51
2.3141999,2.0446434,0.14705656,0.29152039,0.13695857,8.34E-07,4.934379681,16:01.6,19:01.5,41886.51
