PMF_factor_1,PMF_factor_2,PMF_factor_3,PMF_factor_4,PMF_factor_5,PMF_factor_6,PMF_total,time_start,time_end,time_start_num
1.2525867,3.1352544,2.3393056,1.8681986,0.52900755,0.23028256,9.354635492,40:01.7,43:01.2,41901.61
1.3356005,3.3967588,2.2183914,1.3047467,0.62239045,0.23291901,9.110806912,48:01.5,51:01.1,41901.62
1.2140847,3.2898481,2.2305169,1.0985867,0.68089902,0.35413393,8.868069381,56:01.6,59:01.2,41901.62
1.3154202,3.2083743,2.3838212,1.2575357,0.71442777,0.61268556,9.492264688,04:01.6,07:01.3,41901.63
1.1719579,3.1775029,2.1387599,1.4389471,0.57002062,0.51604813,9.013236403,12:01.4,15:01.2,41901.63
1.31733,3.6383843,1.9906529,0.49245101,0.41586041,0.18365158,8.038330272,44:01.1,47:01.0,41901.66
1.076695,3.1763086,2.0597615,1.4335171,0.20329043,0.10019131,8.049763963,52:01.5,55:01.3,41901.66
1.2923498,3.338553,2.0494514,0.77143347,0.35772231,0.21396856,8.023478463,00:01.6,03:01.4,41901.67
1.2314359,3.1685457,2.1421785,1.004192,0.28333229,0.17634557,8.006030008,08:01.7,11:01.4,41901.67
1.0705367,2.9065428,2.1016302,1.5474458,0.11148878,0.086817868,7.824462146,16:01.8,19:01.4,41901.68
1.2948513,2.9732702,2.2098,0.99652195,0.23060015,0.099583514,7.804627098,24:01.8,27:01.5,41901.68
1.3593038,3.2386715,2.1085143,0.65080643,0.37913671,0.14373815,7.880170971,32:01.7,35:01.5,41901.69
1.2437307,3.1113729,2.2406542,0.94213301,0.26808959,0.13125144,7.937231883,40:01.7,43:01.4,41901.69
1.2542025,3.2557585,2.1409786,0.85548913,0.334986,0.14808601,7.989500731,48:01.8,51:01.5,41901.70
1.1173935,2.9958501,2.0271459,1.6787457,0.095087096,0.068582557,7.982804842,56:01.5,59:01.3,41901.71
1.1359829,3.0296628,2.0533485,1.5470728,0.13712299,0.11935338,8.022543401,04:01.6,07:01.4,41901.71
1.4332892,3.381093,2.1464958,0.36583072,0.4326795,0.2144843,7.973872542,12:01.6,15:01.5,41901.72
1.2782035,3.092252,2.0628624,1.016618,0.30939731,0.16892385,7.928257078,20:01.4,23:01.3,41901.72
1.3153249,3.3464873,2.0325561,0.81984848,0.38474423,0.19410722,8.093068168,28:01.5,31:01.4,41901.73
1.421633,3.5072756,2.1105528,0.4129574,0.46630043,0.23089071,8.149609908,36:01.4,39:01.3,41901.73
1.3855063,3.1994929,1.9964714,0.51824957,0.37153772,0.19154371,7.662801608,44:01.5,47:01.4,41901.74
1.3067969,3.3556652,2.1781292,0.69769651,0.33974722,0.15824164,8.036276683,52:01.6,55:01.5,41901.74
1.2103779,3.2649372,1.9407814,0.83939397,0.29419285,0.14074491,7.690428182,00:01.5,03:01.4,41901.75
1.3866473,2.8528771,2.1473258,1.6618156,0.91819602,0.78717744,9.754039347,08:01.5,11:01.5,41901.76
1.4846957,3.201103,2.0270228,0.51365042,0.62888128,0.43922514,8.294578314,16:01.5,19:01.4,41901.76
1.3799682,3.0937543,1.9780401,0.93125916,0.59921759,0.50501114,8.487250447,24:01.5,27:01.5,41901.77
1.26104,2.9978044,2.1374915,1.2891718,0.44066814,0.42287043,8.549046218,32:01.5,35:01.4,41901.77
1.4554914,3.0422571,2.2028658,0.92999542,0.72942317,0.53993189,8.899964809,40:01.6,43:01.5,41901.78
1.3451167,2.9930785,2.0441213,1.2339666,0.50822759,0.39595127,8.520461917,48:01.4,51:01.4,41901.78
1.2236305,2.852113,2.0519872,1.213738,0.37672231,0.38045672,8.098647714,56:01.5,59:01.6,41901.79
1.1951257,2.8965242,2.02858,1.5449071,0.293823,0.3651017,8.324061632,04:01.5,07:01.5,41901.79
1.50149,2.87995,2.1952815,1.2206285,1.2276933,1.1071,10.13214338,12:01.8,15:01.4,41901.80
1.3380882,2.6550815,2.1085615,1.2859734,0.81104881,1.1302532,9.329006612,20:01.5,23:01.5,41901.81
1.2212855,2.5505786,1.9926429,1.8830514,0.85531628,1.2536975,9.756572127,28:01.8,31:01.4,41901.81
1.319365,2.5916886,1.7863086,1.8444943,0.81696689,1.151566,9.510389566,36:01.8,39:01.5,41901.82
1.2349125,2.6103888,2.0690558,1.52977,0.65750945,0.79878032,8.900416851,44:01.7,47:01.4,41901.82
0.99744415,2.2758472,2.0111899,2.0298457,0.39302787,0.76137227,8.468727142,52:01.4,55:01.5,41901.83
1.5669072,2.5673213,2.0499814,0.48363474,1.2805612,3.0550845,11.00349024,00:01.9,03:01.5,41901.83
1.4048419,2.6579187,2.0273328,0.53586817,0.94687682,1.7882156,9.361054003,08:01.6,11:01.4,41901.84
1.5969428,2.4447615,1.9939499,0.22729371,1.0959028,2.9201469,10.27899764,16:01.8,19:01.5,41901.84
1.6562427,2.2149458,1.9101728,0.091327921,1.2466364,4.0565729,11.17589857,24:01.8,27:01.5,41901.85
1.3346554,2.516093,1.8450185,0.89665312,0.7034353,1.6973814,8.993236721,32:01.6,35:01.4,41901.86
1.5363801,2.7293327,2.122967,0.070309684,0.73532188,1.1843134,8.378624722,40:01.6,43:01.4,41901.86
1.2814261,2.4929099,1.8510357,1.0380726,0.70221996,1.5264801,8.892144322,48:01.8,51:01.6,41901.87
1.4387043,2.4818799,2.1470058,0.28887016,0.7163561,1.2992685,8.372084737,56:01.7,59:01.5,41901.87
1.281868,2.4893885,1.9052328,0.56645572,0.59321827,1.0634564,7.899619639,04:01.7,07:01.6,41901.88
1.2670273,2.4039044,1.9053586,0.65184414,0.69700575,1.6694558,8.594595909,12:01.7,15:01.6,41901.88
1.2213751,2.2764556,2.0989814,1.1638255,0.51294017,0.8373577,8.110935509,20:01.5,23:01.4,41901.89
1.3717659,2.3502357,2.0250628,0.66036558,0.74148798,1.8066115,8.955529451,28:01.6,31:01.5,41901.89
1.2006344,2.4514327,1.8882613,0.70417112,0.56043768,0.98083454,7.785771728,36:01.6,39:01.5,41901.90
1.4159398,2.1787558,1.9847901,0.18335685,0.673419,1.4754642,7.91172573,44:01.5,47:01.4,41901.91
1.3221819,2.3803244,1.8627243,0.15292986,0.72994727,1.4448457,7.892953411,52:01.5,55:01.4,41901.91
1.3220037,2.2970386,1.9039099,0.5278393,0.6541639,1.2419814,7.946936786,00:01.4,03:01.4,41901.92
1.4445801,2.3068128,2.19029,7.27E-06,0.77685571,1.3608466,8.079392432,08:01.4,11:01.4,41901.92
1.317911,2.5144429,1.9808985,0.42298973,0.66412002,1.1567513,8.057113469,16:01.4,19:01.4,41901.93
1.1786544,2.1876028,2.1357543,1.1439056,0.40271613,1.0911613,8.139794558,24:01.4,27:01.4,41901.93
1.3897557,2.37502,1.9979128,0.433725,0.62955028,1.0044837,7.830447495,32:01.8,35:01.4,41901.94
1.2864212,2.4917099,1.9600599,0.46651244,0.58399969,0.98860502,7.777308166,40:01.4,43:01.5,41901.94
1.4686443,2.5513115,2.1458843,0.21934514,0.74189121,1.2556458,8.382722124,48:01.6,51:01.4,41901.95
1.4650028,2.1880898,2.1391957,9.85E-07,1.003764,1.7163343,8.512387665,56:01.8,59:01.4,41901.96
1.6259415,2.1097286,2.0883772,7.10E-07,0.93277174,2.78262,9.539439732,04:01.8,07:01.5,41901.96
1.5077101,2.3889229,1.9975885,0.18348385,0.87387699,1.9125299,8.864112332,12:01.7,15:01.3,41901.97
1.3358527,2.5401387,1.84504,0.54967701,0.680143,1.2860715,8.236922979,20:01.8,23:01.5,41901.97
1.4045991,2.4375401,1.8806256,0.47606856,0.80280602,1.9056271,8.907266438,28:01.7,31:01.5,41901.98
1.2968611,2.5395544,1.8084058,0.67819071,0.56287128,0.72411484,7.609997988,36:01.7,39:01.4,41901.98
1.4857243,2.7494059,1.98211,0.022321871,0.86790776,0.89766377,8.00513362,44:01.7,47:01.4,41901.99
1.4298986,2.7348588,1.9716228,0.53240424,0.74585855,1.198329,8.612971961,52:01.8,55:01.5,41901.99
1.3570719,2.3414743,1.8862542,0.46530387,0.79984844,1.7469728,8.596925467,00:01.7,03:01.5,41902.00
1.3409756,2.1406472,2.0450914,0.68388438,0.71104175,1.5887343,8.510374606,08:01.8,11:01.6,41902.01
1.4707872,2.39183,1.963663,0.16319042,0.89899701,1.4359772,8.324444771,16:01.8,19:01.6,41902.01
1.5130258,2.2445257,1.9180615,0.046466999,0.98877585,1.7838286,8.494684391,24:01.8,27:01.6,41902.02
1.3293469,2.5213058,2.0863371,1.0274695,0.85227472,1.0433724,8.860106409,32:01.5,35:01.4,41902.02
1.4952,2.81108,2.3984842,0.49326459,1.062951,1.036756,9.29773584,40:01.7,43:01.5,41902.03
1.4887857,2.8276272,2.3379943,0.76024258,1.0415069,1.0227602,9.478916883,48:01.7,51:01.6,41902.03
1.43177,2.7848301,2.37427,0.919765,0.98850489,0.80097574,9.300115645,56:01.6,59:01.5,41902.04
1.7008228,3.2649827,2.5246201,0.28305629,1.1413901,0.38665098,9.30152294,04:01.6,07:01.5,41902.04
1.4490572,3.1305671,2.3425572,0.91103142,0.92249453,0.33813056,9.093838006,12:01.7,15:01.6,41902.05
1.3989012,3.1427171,2.4078729,1.0158654,0.89518112,0.24378715,9.104324982,20:01.6,23:01.6,41902.06
1.5598757,3.0079985,2.545897,0.68501884,0.99372095,0.340464,9.132974982,28:01.5,31:01.5,41902.06
1.4150143,3.0037658,2.3982329,1.1499431,0.79916632,0.20635471,8.972477168,36:01.6,39:01.5,41902.07
1.4981357,3.0655758,2.5460658,0.78006572,0.86735368,0.25270241,9.009899139,44:01.7,47:01.6,41902.07
1.4612457,3.140063,2.5259271,0.79497987,0.90512013,0.22596499,9.053300768,52:01.5,55:01.5,41902.08
1.6033815,3.2606356,2.5434029,0.33306113,1.05337,0.4096027,9.203453869,00:01.8,03:01.3,41902.08
1.4664344,3.0222645,2.3842642,0.74034297,0.92537618,0.43372771,8.972409934,16:01.4,19:01.5,41902.09
1.6303443,3.2093756,2.2501001,0.22819585,1.0336354,0.3897053,8.741356552,24:01.3,27:01.5,41902.10
1.4520501,3.1170201,2.3274357,0.53395528,0.97723699,0.37726501,8.78496322,32:01.5,35:01.5,41902.11
1.3224593,3.1090429,2.2274384,0.84391242,0.8719216,0.34053999,8.715314686,40:01.7,43:01.4,41902.11
1.4278992,2.84883,2.4545085,0.79397625,0.89338458,0.35275441,8.771353006,48:01.8,51:01.4,41902.12
1.3877904,2.9690614,2.2492573,1.394114,0.71131569,0.29765683,9.009195685,56:01.8,59:01.4,41902.12
1.2710491,2.8484414,2.4120514,1.3767414,0.70802176,0.25192899,8.868234098,04:01.5,07:01.3,41902.13
1.2541857,3.0177758,2.2145329,1.0740252,0.88628447,0.30472201,8.751525939,12:01.7,15:01.5,41902.13
1.4265273,2.8119256,2.3354928,0.77968043,0.79822487,0.36394727,8.51579833,20:01.6,23:01.4,41902.14
1.4918529,2.9381545,2.3473885,0.54060227,0.86566168,0.344771,8.52843079,28:01.7,31:01.5,41902.14
1.4583687,2.973563,2.2987213,0.9182995,0.78904486,0.36185643,8.799853712,36:01.7,39:01.5,41902.15
1.4951272,3.0262487,2.1710398,0.51608974,0.88064289,0.3511143,8.440262645,44:01.7,47:01.5,41902.16
1.4419072,2.8987701,2.1807859,0.69489515,0.84026855,0.34298643,8.399613291,52:01.7,55:01.5,41902.16
1.3333614,2.7332499,2.26632,1.1978097,0.67976171,0.27418301,8.484685689,00:01.7,03:01.5,41902.17
1.3818438,2.8693941,2.07967,0.73398232,0.800659,0.3205483,8.186097443,08:01.5,11:01.3,41902.17
1.250183,2.6180599,2.2087471,1.0510156,0.69975847,0.40347728,8.231241375,16:01.3,19:01.2,41902.18
1.4522886,2.92524,2.3540814,0.28972328,0.89584255,0.40149242,8.318668306,24:01.6,27:01.5,41902.18
1.2507024,2.5445342,2.1824458,1.4702843,0.55290484,0.25698844,8.257859975,32:01.5,35:01.4,41902.19
1.3031415,2.8201356,2.1514313,0.98771989,0.73072338,0.348883,8.342034668,40:01.4,43:01.4,41902.19
1.3254333,2.5921414,2.1256728,1.0275787,0.70885754,0.34566385,8.125347555,48:01.5,51:01.4,41902.20
1.3203228,2.9161015,1.9493886,0.69681162,0.74668384,0.31908357,7.948391855,56:01.4,59:01.4,41902.21
1.2965184,2.9721172,2.1569786,0.7965433,0.74072117,0.3500587,8.312937409,04:01.4,07:01.4,41902.21
1.2492197,2.6859329,2.1114359,0.98739785,0.70564842,0.32020485,8.059839547,12:01.4,15:01.4,41902.22
1.3912698,3.0744443,2.0542786,0.6412279,0.88162416,0.38588586,8.428730637,20:01.4,23:01.4,41902.22
1.2968462,2.7899129,2.1574214,1.1346937,0.73049551,0.30884486,8.41821456,28:01.4,31:01.4,41902.23
1.2507648,2.7509329,2.0797958,0.96284902,0.73485714,0.37392643,8.15312621,36:01.5,39:01.5,41902.23
1.2956982,2.5686328,2.0254056,1.0899501,0.71164525,0.32752973,8.018861711,44:01.8,47:01.3,41902.24
1.3940482,2.9024355,2.0322242,0.50030029,0.87994689,0.42391974,8.132874846,52:01.8,55:01.4,41902.24
1.4178542,3.0852041,1.9952786,0.4639833,1.035032,0.42980817,8.427160412,00:01.7,03:01.4,41902.25
1.4744585,2.8465128,2.3051543,1.7227499,2.3460271,0.76975584,11.4646585,08:01.8,11:01.5,41902.26
1.3428686,2.7158716,2.2525785,1.1701354,1.5677428,0.60849285,9.657689691,16:01.8,19:01.5,41902.26
1.2942215,2.8949687,2.0751443,1.7440343,1.8534644,0.63496429,10.4967975,24:01.8,27:01.5,41902.27
1.2969464,2.6743271,2.1628628,1.52378,1.5464901,0.6169433,9.82134968,32:01.7,35:01.4,41902.27
1.1966913,2.8021586,2.2050171,2.0453172,1.6026,0.59254813,10.44433224,40:01.7,43:01.4,41902.28
1.3300033,2.7036858,2.3472486,1.4149618,1.4362514,0.60399628,9.83614707,48:01.7,51:01.5,41902.28
1.1548903,2.8058286,2.2340257,1.6042256,1.2413883,0.44508743,9.485445976,56:01.7,59:01.5,41902.29
1.1617943,2.8843458,2.2649643,1.2536213,1.1371138,0.41711745,9.118957013,04:01.4,07:01.6,41902.29
1.2896843,2.6951628,2.3213456,1.1984267,0.74774408,0.305729,8.558092445,12:01.6,15:01.4,41902.30
1.1885239,2.8744402,2.2477214,1.4057941,0.71133298,0.32191157,8.749724209,20:01.7,23:01.5,41902.31
1.3342983,3.1178055,2.23525,1.1750026,0.70830828,0.32816213,8.898826718,28:01.7,31:01.5,41902.31
1.3855051,3.2797899,2.3627915,0.75684685,0.91605741,0.42300743,9.123998225,36:01.7,39:01.6,41902.32
1.266201,3.0679986,2.5840614,1.4502815,0.68655002,0.395219,9.450311571,44:01.6,47:01.4,41902.32
1.303744,3.5430129,2.2539372,1.2637174,0.79025859,0.40869644,9.563366503,52:01.5,55:01.4,41902.33
1.3817613,3.7407241,2.5266128,1.1626276,0.97020441,0.42259029,10.20452043,00:01.5,03:01.4,41902.33
1.2027605,3.6472456,2.4954529,1.7681285,0.77095771,0.38509199,10.2696372,08:01.4,11:01.3,41902.34
1.3945186,3.7561042,2.8314214,0.96454442,0.91305083,0.46459028,10.32422975,16:01.7,19:01.5,41902.34
1.5126899,3.6773157,2.5828528,0.82313365,0.89315671,0.47910583,9.968254685,24:01.6,27:01.5,41902.35
1.5053458,3.9397528,2.4929457,0.41943184,0.9433673,0.49239469,9.793238133,32:01.6,35:01.5,41902.36
1.4139173,3.5740099,2.1852813,0.80526716,0.6843403,0.35657072,9.019386649,40:01.5,43:01.5,41902.36
1.5111915,3.6000345,2.2816486,0.69924617,0.6126886,0.32310286,9.027912229,48:01.4,51:01.4,41902.37
1.4383243,3.5077844,2.1821473,0.69553316,0.66359931,0.354736,8.842124432,56:01.5,59:01.5,41902.37
1.2744483,3.2712429,2.0729342,1.2088747,0.35307956,0.20078799,8.381367534,04:01.6,07:01.6,41902.38
1.3563169,2.9517286,2.0367529,0.74496204,0.42768401,0.24627686,7.763721347,20:01.7,23:01.6,41902.39
1.2707896,3.1343398,1.9836785,0.62080413,0.44359374,0.23560201,7.688807771,28:01.5,31:01.6,41902.39
1.2146009,2.9051399,2.1277473,0.94145375,0.29753557,0.19629185,7.682769313,36:01.6,39:01.4,41902.40
1.2147046,2.9369643,2.2379286,0.474913,0.41239572,0.19151385,7.468420103,08:01.3,11:01.2,41902.42
1.0259792,3.1181843,2.0977886,1.0784533,0.28945771,0.11974118,7.729604252,16:01.4,19:01.3,41902.43
1.2631154,3.7935016,2.2998228,0.84542727,0.36082473,0.25215444,8.814846277,48:01.4,51:01.1,41902.45
1.3179504,4.0440612,2.2199457,0.4434633,0.52979428,0.25599456,8.811209351,56:01.2,59:01.1,41902.46
0.98021501,2.3425069,2.043292,0.076917931,0.43938082,0.15510049,6.037413195,40:01.7,43:01.4,41902.61
0.88060397,2.1026912,2.1881526,0.7853443,0.21479487,0.06858439,6.240171261,04:01.3,07:01.6,41902.63
0.78735602,1.8209646,2.3484106,1.159282,0.167404,0.019257518,6.302674683,28:01.6,31:01.4,41902.64
0.83064604,2.0298517,2.3690851,0.59060293,0.28678766,0.1485696,6.255542979,00:01.6,03:01.5,41902.67
0.912664,2.3319342,2.6943984,0.84978998,0.65058267,0.43161687,7.870986134,08:01.7,11:01.5,41902.67
0.92736697,2.1671579,2.5627661,0.83228898,0.46314266,0.2276898,7.180412382,16:01.7,19:01.6,41902.68
0.84819025,2.0139539,2.6558595,1.1877828,0.49237061,0.3256323,7.523789316,24:01.5,27:01.5,41902.68
0.7741068,2.1558845,2.4803796,0.99504083,0.39245474,0.20029211,6.998158574,32:01.6,35:01.6,41902.69
0.73872709,1.9225156,2.551177,1.1163163,0.50621873,0.18225157,7.017206371,40:01.4,43:01.4,41902.69
0.9941957,1.9664757,2.3645258,0.20370771,0.48810801,0.25879458,6.275807515,48:01.5,51:01.6,41902.70
1.0301206,1.9209743,2.536243,0.20172457,0.6164946,0.42762172,6.73317872,56:01.4,59:01.5,41902.71
0.89733392,1.515635,2.9716728,0.92933345,0.73621047,0.41825148,7.468437105,04:01.7,07:01.4,41902.71
0.98163551,1.7144815,3.0309858,0.56893671,0.8789323,0.53207511,7.707046926,12:01.8,15:01.4,41902.72
1.0568268,1.930746,3.108546,0.18500471,0.90488183,0.49097535,7.676980704,20:01.9,23:01.5,41902.72
0.99851972,1.8464299,3.0100987,0.83602214,0.870646,0.47757369,8.03929019,28:01.6,31:01.7,41902.73
0.95639211,1.7860305,3.1645663,0.94755721,0.73478407,0.37864527,7.967975467,36:01.5,39:01.6,41902.73
0.95675904,1.7140642,3.22508,0.92300588,0.74205166,0.35861441,7.919575244,44:01.7,47:01.4,41902.74
0.78292626,1.5497072,2.9845357,1.7495643,0.82072937,0.47577354,8.363236338,52:01.7,55:01.4,41902.74
0.74235183,2.0766015,1.7032814,0.76524597,0.51891154,0.42756113,6.233953387,00:01.6,03:01.3,41902.75
0.78303134,1.7428241,2.1046658,0.78173506,0.50299603,0.29137304,6.206625313,08:01.6,11:01.4,41902.76
0.43552041,1.0518061,1.4436686,0.61099571,0.12686196,0.11228326,3.781136036,16:01.6,19:01.4,41902.76
0.3561551,0.5703854,1.2312745,0.51435691,0.20878808,0.11486467,2.995824642,24:01.6,27:01.4,41902.77
0.32051799,0.67679471,1.0311331,0.37757385,0.11197229,0.057144713,2.575136606,32:01.4,35:01.3,41902.77
0.40287125,0.32045963,1.4988031,1.040121,0.59883797,0.26397884,4.125071794,40:01.4,43:01.3,41902.78
0.31750256,0.53863478,1.1818684,0.71955359,0.255229,0.15199584,3.164784193,48:01.6,51:01.2,41902.78
0.21860188,0.34091544,1.2288603,1.2319757,0.32023045,0.15722457,3.497808278,56:01.8,59:01.3,41902.79
0.25685641,0.5220806,1.1293508,0.82536298,0.204004,0.1391129,3.076767683,04:01.4,07:01.5,41902.79
0.22540838,0.33484727,1.2616926,1.2152207,0.35568708,0.1560443,3.548900366,12:01.6,15:01.6,41902.80
0.23742999,0.41149127,1.1428772,1.1054571,0.16154228,0.099040486,3.157838322,20:01.5,23:01.6,41902.81
0.30575943,0.72894895,1.0973357,0.50682241,0.19387016,0.16654915,2.999285787,28:01.7,31:01.4,41902.81
0.34335557,0.78479505,1.0570116,0.4816843,0.15339187,0.10250244,2.922740817,36:01.7,39:01.3,41902.82
0.40027002,1.0038375,1.2048424,0.45260769,0.22114614,0.12324626,3.405950017,52:01.9,55:01.5,41902.83
0.35761657,1.0378438,1.1309223,0.45335528,0.27029899,0.17647029,3.426507279,00:01.6,03:01.3,41902.83
0.37164557,1.0987468,1.0073085,0.22510214,0.31316584,0.12015793,3.136126742,08:01.7,11:01.4,41902.84
0.39942184,1.1681265,1.0050135,0.25958386,0.30612972,0.18191342,3.320188776,16:01.3,19:01.2,41902.84
0.46782601,1.1369423,1.1187865,0.31009957,0.29009473,0.12107087,3.444819905,24:01.6,27:01.4,41902.85
0.41329357,1.2463717,1.0116203,0.52499181,0.227277,0.13096416,3.554518566,32:01.6,35:01.4,41902.86
0.38032857,1.2885273,1.1654658,0.65705216,0.224665,0.15041514,3.866453946,40:01.6,43:01.4,41902.86
0.47122329,1.3260542,1.0347242,0.34216401,0.34976414,0.18731201,3.711241901,48:01.6,51:01.4,41902.87
0.51275313,1.3621114,1.0803492,0.37416545,0.33069772,0.25042185,3.910498798,56:01.6,59:01.4,41902.87
0.45642513,1.281756,1.2786767,0.5536499,0.26669744,0.16014242,3.997347683,04:01.4,07:01.3,41902.88
0.45499828,1.4507614,1.1105696,0.60300899,0.18513343,0.15111172,3.955583453,12:01.6,15:01.5,41902.88
0.53441757,1.5277286,1.0544363,0.3336527,0.25742844,0.21929501,3.926958606,20:01.6,23:01.4,41902.89
0.54816556,1.3815662,1.2713395,0.28819156,0.29501614,0.21708772,4.001366675,28:01.5,31:01.3,41902.89
0.54471415,1.4473571,1.1441287,0.50462669,0.19573028,0.20177571,4.038332582,36:01.5,39:01.4,41902.90
0.45350313,1.4867886,1.0874021,0.52175742,0.24663,0.190035,3.98611629,44:01.4,47:01.4,41902.91
0.51413959,1.4546157,1.0648192,0.34616116,0.29766929,0.22738244,3.904787406,52:01.5,55:01.4,41902.91
0.56353641,1.3566484,1.1759217,0.50596213,0.191146,0.209204,4.002418667,00:01.5,03:01.5,41902.92
0.59584385,1.5964329,0.99519432,0.36357373,0.27328116,0.24919556,4.07352154,08:01.5,11:01.5,41902.92
0.53964013,1.5620886,0.84365487,0.69416469,0.14101745,0.19494356,3.975509316,16:01.8,19:01.3,41902.93
0.6857543,1.8820286,0.77622974,0.070124596,0.38695771,0.23194143,4.033036351,24:01.5,27:01.5,41902.93
0.56071728,1.6014444,0.86152989,0.44457731,0.20733957,0.21324913,3.888857543,32:01.6,35:01.6,41902.94
0.46008199,1.4935029,0.958368,0.9023456,0.071918927,0.17018729,4.056404673,40:01.4,43:01.4,41902.94
0.48828828,1.5822371,0.74326456,0.66261888,0.163358,0.16818514,3.807951987,48:01.5,51:01.6,41902.95
0.58288527,1.7049242,0.711667,0.44322559,0.24475084,0.18056171,3.868014634,56:01.5,59:01.5,41902.96
0.57413226,1.7471557,0.70990473,0.31574643,0.25917327,0.20648228,3.812594637,04:01.5,07:01.2,41902.96
0.5262183,1.3867565,0.82974142,0.6861316,0.13710813,0.17699315,3.742949128,12:01.5,15:01.6,41902.97
0.44263628,1.4638842,0.75481439,0.87489426,0.16342142,0.13336052,3.833011106,20:01.7,23:01.4,41902.97
0.63690156,1.6314415,0.80070132,0.2197607,0.38656572,0.24816528,3.923536047,28:01.7,31:01.3,41902.98
0.69504029,1.4719757,0.95665073,1.1470873,0.884709,0.33025998,5.485723019,36:01.7,39:01.4,41902.98
0.64130557,1.5711857,0.77638489,0.64748144,0.42010117,0.4052797,4.461738467,44:01.5,47:01.3,41902.99
0.64578229,1.6347201,0.80052555,0.5266313,0.46230257,0.27446958,4.34443137,52:01.4,55:01.3,41902.99
0.68333632,1.6094244,0.81578457,0.51927888,0.54490083,0.304124,4.47684896,00:01.8,03:01.5,41903.00
0.60683328,1.5745672,0.77978253,0.91131073,0.46699941,0.26821601,4.607709169,08:01.9,11:01.6,41903.01
0.58963096,1.4884,0.86280185,1.0918533,0.59680855,0.23482557,4.864320174,16:01.7,19:01.4,41903.01
0.66263843,1.7839543,0.65844029,0.77684361,0.44411102,0.25267529,4.578662902,24:01.6,27:01.4,41903.02
0.57643759,1.6116171,0.62455857,1.0370563,0.34594029,0.18316059,4.378770456,32:01.6,35:01.4,41903.02
0.6113956,1.5013214,0.8028326,0.92933083,0.39750984,0.20690471,4.449295014,40:01.5,43:01.4,41903.03
0.74640471,1.8009244,0.641752,0.22900814,0.487463,0.226468,4.132020265,48:01.5,51:01.4,41903.03
0.75008816,1.8399,0.6752584,0.049245358,0.42456272,0.25686073,3.995915383,56:01.6,59:01.4,41903.04
0.63122958,1.5805929,0.55273485,0.5537141,0.25740585,0.14344929,3.719126537,04:01.6,07:01.4,41903.04
0.67625368,1.6656543,0.56849176,0.4524523,0.23208286,0.19582857,3.790763468,12:01.6,15:01.5,41903.05
0.64265853,1.50411,0.67646772,0.7329517,0.16531257,0.152513,3.874013498,20:01.5,23:01.5,41903.06
0.75486219,1.6497258,0.66807997,0.27190915,0.28165871,0.18436542,3.810601234,28:01.4,31:01.3,41903.06
0.64725399,1.6335086,0.76197571,0.56893486,0.16489601,0.13385589,3.910425022,36:01.5,39:01.4,41903.07
0.75812459,1.8123742,0.68925846,0.17759199,0.323246,0.20251943,3.963114709,44:01.6,47:01.6,41903.07
0.63908839,1.5219586,0.73377669,0.86811084,0.57643557,0.22472943,4.564099506,16:01.4,19:01.5,41903.09
0.47621188,1.1168735,0.84091842,2.7747056,1.7271458,0.45246699,7.388322234,24:01.5,27:01.5,41903.10
0.65783328,1.5773128,0.7879073,1.4206196,1.045525,0.31250215,5.801700115,32:01.6,35:01.7,41903.11
0.83813769,1.6641128,0.81114197,0.9713167,1.7661285,0.57952827,6.630365968,40:01.8,43:01.4,41903.11
0.80956256,1.3838371,0.92210627,1.7000057,1.8945171,0.55127156,7.261300206,48:01.7,51:01.4,41903.12
0.5957433,1.1838957,0.85484642,2.3920844,2.0032384,0.54762554,7.577433765,56:01.8,59:01.4,41903.12
0.71023071,1.1377954,0.91443008,2.5092444,2.412643,0.81406748,8.498411119,04:01.7,07:01.4,41903.13
0.82252103,1.1982025,1.0405229,2.0354068,2.503803,0.77731842,8.377774715,12:01.8,15:01.4,41903.13
0.75202882,1.3247474,0.85367942,1.9292186,2.6635029,0.9080044,8.431181669,20:01.7,23:01.4,41903.14
0.41054872,0.83337587,0.83225387,3.2770417,2.2823987,0.66674924,8.302368075,28:01.6,31:01.3,41903.14
0.74599928,0.97770727,1.2254345,2.8645887,3.5449901,0.94487137,10.30359125,36:01.7,39:01.4,41903.15
0.84037477,1.081308,1.2142959,2.3469543,3.3845272,0.96459925,9.832059443,44:01.6,47:01.4,41903.16
0.60679859,1.0191423,1.0447172,2.4026356,2.3082743,0.84855139,8.230119288,52:01.8,55:01.5,41903.16
0.51669931,1.3338372,0.80270028,2.2856658,2.2033544,0.60591614,7.748172998,00:01.7,03:01.5,41903.17
0.70116228,1.4903971,0.74186987,1.7154971,2.7862988,0.75012201,8.18534714,08:01.5,11:01.4,41903.17
0.63799375,1.0360198,0.97954458,1.9594287,2.1329656,0.63806182,7.384014189,16:01.6,19:01.4,41903.18
0.70857799,1.1752445,0.75174314,1.6425358,2.0388958,0.6333667,6.950363934,24:01.5,27:01.4,41903.18
0.77900428,1.2689067,0.96424991,1.4333471,2.5207171,0.73591852,7.702143669,32:01.6,35:01.4,41903.19
0.9349016,1.1878605,1.1188565,1.2661587,2.7593944,0.87939119,8.146562934,40:01.6,43:01.4,41903.19
