"","Compound.Name","Rownum","sum_rawvol","sum_ISrawnormvol","sum_ISnormnormvol","n_occur","cumsum_raw","cumsum_ISrawnorm","num_pct","cumsum_ISnormnorm","raw_cumsum","ISrawnorm_cumsum"
"274","1202_1412_blob_615",274,36383.150286201,0.0211591093409706,325.627172913409,6,0.000395190723148299,6.35228196394197e-05,0.206792452830189,5.1422022200336e-05,0.902117922669898,0.897436764348233
"275","1129_1334_blob_1008",275,36291.4517745449,0.0186079052936704,779.225144836323,54,0.000394194701615037,5.58637224653147e-05,0.207547169811321,0.000123052791750548,0.902512117371513,0.897492628070699
"276","1202_0046_blob_928",276,36123.9331962597,0.0673304757474027,1901.87629526846,52,0.000392375128885008,0.000202136186274011,0.208301886792453,0.000300338341553559,0.902904492500398,0.897694764256972
"277","1221_0832_blob_936",277,36046.5001271722,0.0691219848192514,2034.63910899388,54,0.00039153405739099,0.000207514565194388,0.209056603773585,0.000321303828842863,0.903296026557789,0.897902278822167
"278","1206_0924_blob_101",278,35964.0952387821,0.247526227934772,3015.07021712204,60,0.000390638982413214,0.00074311085971283,0.209811320754717,0.000476130435470906,0.903686665540203,0.89864538968188
"279","Blob with BlobID = 587",279,35735.4013418436,0.06824053586131,1126.50417957782,1,0.000388154928509146,0.000204868323224824,0.210566037735849,0.00017789400808521,0.904074820468712,0.898850258005105
"280","1202_1412_blob_910",280,35731.7900814794,0.0270322625208699,1149.09209407959,65,0.000388115703302325,8.11549063283916e-05,0.211320754716981,0.000181461020722936,0.904462936172014,0.898931412911433
"281","1221_0832_blob_729",281,35514.1712280722,0.076689675419218,2207.26939613188,34,0.000385751945591071,0.000230233907361489,0.212075471698113,0.0003485650625361,0.904848688117605,0.899161646818795
"282","1129_1334_blob_1097",282,35194.0793282883,0.54693247003847,2683.90014723969,113,0.000382275134255207,0.001641973302814,0.212830188679245,0.000423833096360004,0.90523096325186,0.900803620121609
"283","1221_0832_blob_1064",283,35061.5004843315,0.0513781742643737,1984.98715125497,66,0.000380835073985403,0.000154244984730004,0.213584905660377,0.000313462947351625,0.905611798325846,0.900957865106339
"284","1202_0046_blob_969",284,34229.3759649633,0.117795570093955,2825.60941629854,54,0.000371796607333347,0.000353639968148946,0.214339622641509,0.000446211379825541,0.905983594933179,0.901311505074488
"285","1213_2145_blob_1038",285,34099.2965036553,0.152856420153266,2215.87730491942,75,0.000370383695147991,0.000458897898378074,0.215094339622642,0.000349924396503259,0.906353978628327,0.901770402972866
"286","1128_1901_blob_718",286,34013.2954262645,0.0301618172911419,673.709705762457,43,0.000369449558667277,9.05502991126588e-05,0.215849056603774,0.000106390124436916,0.906723428186994,0.901860953271978
"287","1202_1412_blob_1341",287,34008.0213191805,0.0171116033927371,592.450461821256,46,0.000369392271759022,5.13715997465638e-05,0.216603773584906,9.35579194076448e-05,0.907092820458754,0.901912324871725
"288","1202_1412_blob_924",288,33935.2064397521,0.125396757815077,1997.70382320372,62,0.000368601362653272,0.000376459873697583,0.217358490566038,0.000315471124314907,0.907461421821407,0.902288784745422
"289","1129_1334_blob_623",289,33698.202054309,0.0371827935543081,1130.47495197469,10,0.000366027040920936,0.000111628322845641,0.21811320754717,0.000178521060012472,0.907827448862328,0.902400413068268
"290","1221_0832_blob_777",290,33666.8311564552,0.0546914039846998,1482.36731875235,40,0.000365686292862807,0.000164191797261508,0.218867924528302,0.000234090799278001,0.908193135155191,0.902564604865529
"291","1202_0046_blob_856",291,33629.1709886567,0.030515268602779,1073.34738395022,80,0.000365277231282677,9.16114129600629e-05,0.219622641509434,0.000169499653583388,0.908558412386473,0.90265621627849
"292","1128_1901_blob_1169",292,33576.2507098819,0.357271910181768,2834.78188019853,63,0.000364702415658584,0.0010725838572403,0.220377358490566,0.000447659866565995,0.908923114802132,0.90372880013573
"293","1202_0046_blob_951",293,33261.8707446855,0.162998747847628,3253.29013320296,104,0.000361287646876552,0.000489346687241097,0.221132075471698,0.000513749377722181,0.909284402449008,0.904218146822971
"294","1202_0046_blob_1341",294,32846.1884967712,0.0163071927417254,373.289500662534,41,0.000356772541206457,4.8956638328443e-05,0.22188679245283,5.89487075617169e-05,0.909641174990215,0.904267103461299
"295","1202_1412_blob_1263",295,32623.4945278557,0.0239923829465581,602.905235314686,16,0.000354353658016733,7.20287319316906e-05,0.222641509433962,9.52089044586423e-05,0.909995528648232,0.904339132193231
"296","1221_0832_blob_842",296,32560.3695657557,0.0601474667143287,2095.22188937731,72,0.000353667999979296,0.000180571715864438,0.223396226415094,0.00033087087157447,0.910349196648211,0.904519703909096
"297","1221_0832_blob_909",297,32518.7679695663,0.410586148715978,3297.62929503013,53,0.000353216126934964,0.00123264119727511,0.224150943396226,0.000520751279140363,0.910702412775146,0.905752345106371
"298","1221_0832_blob_743",298,32422.5720425267,0.0367324714216679,990.631511196735,31,0.000352171254853474,0.000110276388265108,0.224905660377358,0.000156437422299081,0.911054584029999,0.905862621494636
"299","1202_0046_blob_948",299,32218.5090556851,0.0335108401386058,934.633672422044,39,0.000349954739826508,0.000100604567980007,0.225660377358491,0.000147594419171057,0.911404538769826,0.905963226062616
"300","1129_1334_blob_895",300,32156.7687078126,0.096454737966221,1541.96697548844,117,0.000349284121352538,0.00028957158944927,0.226415094339623,0.00024350259020563,0.911753822891178,0.906252797652065
"301","1221_0832_blob_756",301,32015.7869538957,0.105959060528418,703.742579372405,30,0.000347752789380379,0.000318104991218893,0.227169811320755,0.00011113282167466,0.912101575680558,0.906570902643284
"302","1202_1412_blob_987",302,31765.3874597629,0.112289656740666,596.712795274336,58,0.000345032971102305,0.000337110390497301,0.227924528301887,9.4231013742766e-05,0.912446608651661,0.906908013033781
"303","1128_1901_blob_896",303,31689.1038890308,0.0596647515906206,1712.26967633737,68,0.000344204385362895,0.000179122532666487,0.228679245283019,0.00027039625876983,0.912790813037024,0.907087135566448
"304","1129_1334_blob_686",304,31570.641149581,0.108064901829504,1791.03455359594,20,0.000342917653034852,0.000324427042634315,0.229433962264151,0.000282834561233224,0.913133730690059,0.907411562609082
"305","1213_2145_blob_657",305,31409.9612704505,0.0649728312761364,1858.48057611498,54,0.000341172361680765,0.000195058183976809,0.230188679245283,0.00029348542564441,0.913474903051739,0.907606620793059
"306","1221_0832_blob_1229",306,31297.0025241851,0.170343493817806,1250.171028792,30,0.000339945413264496,0.000511396716192818,0.230943396226415,0.000197423089177678,0.913814848465004,0.908118017509252
"307","1202_1412_blob_884",307,30913.7843640487,0.292439099200389,1674.23147753039,63,0.000335782929789685,0.000877946035188294,0.231698113207547,0.000264389385676246,0.914150631394793,0.90899596354444
"308","1213_2145_blob_870",308,30898.1961789713,0.177572425756489,2623.39154083766,44,0.000335613612232385,0.000533099054052447,0.232452830188679,0.00041427776695098,0.914486245007026,0.909529062598492
"309","1202_0046_blob_1142",309,30661.0804149575,0.134391322667032,1868.18694983042,53,0.000333038080715369,0.000403462906368693,0.233207547169811,0.000295018225748942,0.914819283087741,0.909932525504861
"310","1202_1412_blob_763",310,30216.886496402,0.340713502137004,1945.93849026839,34,0.000328213283673025,0.0010228730328954,0.233962264150943,0.000307296505238764,0.915147496371414,0.910955398537757
"311","1221_0832_blob_933",311,29988.7005253316,0.227761025699047,1272.0641291241,48,0.000325734746817083,0.000683772758258554,0.234716981132075,0.000200880378940196,0.915473231118231,0.911639171296015
"312","1221_0832_blob_563",312,29962.953799622,0.0229034828327546,644.961744187732,14,0.000325455088044497,6.87596904791494e-05,0.235471698113208,0.000101850336479162,0.915798686206276,0.911707930986494
"313","1129_1334_blob_965",313,29913.5683767848,0.0388135032157761,537.48953990947,30,0.00032491866772876,0.000116523957819705,0.23622641509434,8.48786629395418e-05,0.916123604874005,0.911824454944314
"314","1128_1901_blob_948",314,29805.7109237859,0.534110618049305,1831.6659456629,130,0.000323747129131572,0.00160348018014868,0.236981132075472,0.000289250943275928,0.916447352003136,0.913427935124463
"315","1129_1334_blob_897",315,29649.4173176794,0.105135738144147,2422.65759177344,56,0.000322049481106736,0.000315633253941189,0.237735849056604,0.000382578491080393,0.916769401484243,0.913743568378404
"316","1202_0046_blob_1106",316,29648.5619227644,0.0189503230834441,794.554035337546,63,0.000322040189879,5.68917120253007e-05,0.238490566037736,0.000125473482077488,0.917091441674122,0.913800460090429
"317","1129_1334_blob_1519",317,29518.4038553062,0.106961949521858,3017.3751691448,95,0.000320626423880242,0.000321115814388339,0.239245283018868,0.000476494426267573,0.917412068098002,0.914121575904817
"318","1206_0924_blob_84",318,29329.5097109603,0.395535652765959,3022.06302680735,37,0.000318574671546666,0.00118745735119206,0.24,0.000477234718051698,0.917730642769549,0.91530903325601
"319","1128_1901_blob_1156",319,29163.1408198132,0.290205254175397,1957.87029777437,92,0.000316767586621787,0.000871239697395981,0.240754716981132,0.000309180738870047,0.91804741035617,0.916180272953406
"320","1129_1334_blob_1233",320,29127.9162153382,0.0158596306193571,375.980036658641,41,0.000316384979925952,4.76129897126863e-05,0.241509433962264,5.93735885705244e-05,0.918363795336096,0.916227885943118
"321","1202_1412_blob_1529",321,29033.9760673168,0.0141593968109962,494.667796198632,42,0.000315364609926729,4.2508632822568e-05,0.242264150943396,7.81163874326959e-05,0.918679159946023,0.916270394575941
"322","1128_1901_blob_825",322,28938.9163370605,0.163871656187205,2371.27724091666,70,0.000314332079119287,0.000491967288993429,0.243018867924528,0.000374464667167053,0.918993492025142,0.916762361864934
"323","1202_0046_blob_1089",323,28938.6941154783,0.0144388217199279,605.313624962358,48,0.000314329665367123,4.33475083067294e-05,0.24377358490566,9.55892298007248e-05,0.91930782169051,0.916805709373241
"324","1202_1412_blob_944",324,28362.4868694225,0.0214545554759465,902.637802332011,42,0.000308070950647236,6.44097932469949e-05,0.244528301886792,0.000142541731683805,0.919615892641157,0.916870119166488
"325","1128_1901_blob_889",325,28323.8591247616,0.0231857293638567,403.563403083651,27,0.000307651379328479,6.96070368962472e-05,0.245283018867925,6.37294673136171e-05,0.919923544020485,0.916939726203384
"326","1202_0046_blob_1115",326,28283.3335430578,0.0901793290012079,1421.12394089603,91,0.000307211193863132,0.000270731870563927,0.246037735849057,0.000224419437064662,0.920230755214348,0.917210458073948
"327","1221_0832_blob_1136",327,28231.4388295305,0.26276968724863,2045.05422983579,70,0.000306647517842636,0.000788874010754358,0.246792452830189,0.000322948552071456,0.920537402732191,0.917999332084702
"328","1221_0832_blob_815",328,28176.6560707795,0.0354619936718477,955.608273096604,24,0.000306052472117443,0.000106462223516621,0.247547169811321,0.000150906662347449,0.920843455204308,0.918105794308219
"329","1128_1901_blob_1161",329,28160.619072551,0.0826201733076454,551.416191451084,53,0.000305878279589385,0.000248038151465898,0.248301886792453,8.70779160864517e-05,0.921149333483898,0.918353832459685
"330","1221_0832_blob_981",330,28112.4506669795,0.19438243992075,2486.73110237827,37,0.00030535507841299,0.00058356523770342,0.249056603773585,0.000392696778983999,0.921454688562311,0.918937397697388
"331","1221_0832_blob_965",331,28053.0940514326,0.103256681119204,1666.31192996387,101,0.000304710351839368,0.000309992042935367,0.249811320754717,0.000263138755554876,0.92175939891415,0.919247389740324
"332","1213_2145_blob_659",332,27924.3907961437,0.0549162771991312,1589.91532154271,17,0.000303312387888224,0.000164866900377234,0.250566037735849,0.000251074442680999,0.922062711302038,0.919412256640701
"333","1221_0832_blob_976",333,27725.5662283405,0.140291048703424,3259.53207101412,50,0.000301152772128959,0.000421174768758194,0.251320754716981,0.000514735084970831,0.922363864074167,0.919833431409459
"334","1128_1901_fb_add_blob_1175",334,27669.0282355214,1.6469439968299,2038.72673083685,123,0.000300538661198713,0.0049443728836108,0.252075471698113,0.000321949333268293,0.922664402735366,0.92477780429307
"335","1128_1901_blob_1191",335,27631.5813724742,0.214106559900047,1209.87238670811,44,0.000300131916516879,0.000642780004062471,0.252830188679245,0.000191059253969023,0.922964534651883,0.925420584297132
"336","1128_2052_blob_1032",336,27630.5283981554,0.303978230853103,1797.50875248947,47,0.000300120479198251,0.000912588239023952,0.253584905660377,0.00028385694642379,0.923264655131081,0.926333172536156
"337","1129_1334_blob_675",337,27610.2420343527,0.0160252122692551,486.986997222564,6,0.000299900130418166,4.8110090659261e-05,0.254339622641509,7.69034597401758e-05,0.923564555261499,0.926381282626816
"338","1221_0832_blob_1012",338,27609.7929982171,0.129602480056574,2935.01298161321,38,0.000299895253025369,0.000389086082631757,0.255094339622641,0.000463488047844591,0.923864450514525,0.926770368709448
"339","1202_0046_blob_978",339,27313.919630693,0.02329277964452,821.56535482018,49,0.000296681501353169,6.99284178939697e-05,0.255849056603774,0.000129739024960993,0.924161132015878,0.926840297127342
"340","1202_0046_blob_1128",340,27307.4759025471,0.0214033427165888,752.763451098957,40,0.000296611510119158,6.42560448626235e-05,0.256603773584906,0.000118874044041483,0.924457743525997,0.926904553172204
"341","1202_1412_blob_990",341,27144.058425304,0.0139965195300118,586.276261472764,46,0.00029483648320426,4.20196507970677e-05,0.257358490566038,9.25829090467192e-05,0.924752580009201,0.926946572823001
