,Compound.Name,cluster_vol.z1,cluster_vol.z2,cluster_vol.z3,cluster_vol.z4,cluster_vol.z5,cluster_vol.z6,bbvol,anthrovol,cluster,Assigned_cluster,bb_vs_a
570,1202_1412_blob_1044,0.468631762,0.886338229,0.699558081,-0.268292441,-0.021883235,0.119121564,0.656141806,0.78930555,NA,,-0.133163744
994,1221_0832_blob_807,0.467597943,0.817143893,0.735722132,-0.331498608,-0.028268532,0.003458948,0.499978564,0.65082652,NA,,-0.150847956
590,1202_1412_blob_1181,0.467376184,0.769195707,0.509257743,-0.235729992,0.027707996,0.080753681,0.411051758,0.665276436,NA,,-0.254224678
646,1202_1412_blob_1563,0.466881924,0.560569759,0.126853748,0.025782778,-0.047647414,0.083285269,0.097165743,0.511079486,NA,,-0.413913742
948,1221_0832_blob_704,0.465126643,0.696177379,0.815478162,-0.141004243,0.009523536,0.210873432,0.557267525,0.466588164,NA,,0.090679361
211,1128_1901_blob_802,0.464103687,0.805017356,0.722631504,-0.204320473,-0.052854115,0.102062849,0.553860502,0.572028579,NA,,-0.018168077
952,1221_0832_blob_712,0.462253205,0.745837409,0.400970277,-0.226674081,0.019000982,-0.068396907,0.323735586,0.863085985,NA,2a,-0.539350399
21,1128_1901_blob_1085,0.462126413,0.49675583,0.561784755,-0.270481349,-0.059188623,-0.072366828,0.204676229,0.35446139,NA,,-0.149785161
155,1128_1901_blob_1714,0.462037845,0.658342672,0.193297906,-0.035751939,0.212752316,-0.016883082,0.152430446,0.663584461,NA,,-0.511154015
479,1202_0046_blob_1041,0.461977855,0.845039853,0.804764239,-0.159362752,-0.044145054,0.29955429,0.794132459,0.607306851,NA,,0.186825608
299,1129_1334_blob_1006,0.460976041,0.731714043,0.307004878,-0.227394134,-0.019486019,-0.091991276,0.188451393,0.829005249,NA,2a,-0.640553856
506,1202_0046_blob_1341,0.460840348,0.853547421,0.72122203,-0.333878173,-0.128239631,-0.021452064,0.695578482,0.736149127,NA,,-0.040570646
689,1202_1412_blob_589,0.460683308,0.317197223,0.319486671,-0.162467854,0.015843048,0.012995636,-0.07529412,0.276356129,NA,,-0.351650249
390,1129_1334_blob_1473,0.460621283,0.688516493,0.647435005,-0.354327038,-0.154124954,0.01596288,0.423074942,0.633185598,NA,,-0.210110656
831,1221_0832_blob_1054,0.459675197,0.515733678,0.441019581,-0.036795967,-0.038030932,0.15866977,0.307075829,0.352950354,NA,,-0.045874525
871,1221_0832_blob_1213,0.458276375,0.452794302,0.10042876,0.144288282,0.089792209,0.152072553,0.294111764,0.393713043,NA,,-0.099601279
406,1129_1334_blob_1594,0.457932325,0.583902403,0.479758322,-0.211398439,0.058321778,0.006330914,0.204366252,0.555210292,NA,,-0.350844041
713,1202_1412_blob_785,0.456660569,0.683284027,0.567191717,-0.44036652,-0.147381284,-0.129028828,0.387915852,0.681400884,NA,,-0.293485032
83,1128_1901_blob_1274,0.45467927,0.515688372,0.49702977,-0.186123871,0.124595022,0.052075575,0.230898054,0.491961446,NA,,-0.261063392
730,1202_1412_blob_930,0.454491618,0.837173769,0.711662964,-0.38353501,-0.15643296,0.002063427,0.630446544,0.683264689,NA,,-0.052818145
436,1129_1334_blob_662,0.454491352,0.692402459,0.341280026,-0.324184796,-0.111507243,0.044689821,0.656289063,0.666823331,NA,,-0.010534268
377,1129_1334_blob_1406,0.452639054,0.799668163,0.587070018,-0.185611549,-0.002326014,0.197023548,0.472162873,0.590972341,NA,,-0.118809469
321,1129_1334_blob_1105,0.450296273,0.690050008,0.582094534,-0.329233685,-0.173048831,-0.015293409,0.404624411,0.6476609,NA,,-0.243036489
375,1129_1334_blob_1384,0.449771299,0.75773333,0.560742718,-0.273439936,-0.153329158,0.021470213,0.648081603,0.521703561,NA,,0.126378042
1072,1221_0832_blob_978,0.449737217,0.498134876,0.090151395,0.005844618,0.095638238,0.071375263,0.260002545,0.550562863,NA,,-0.290560319
381,1129_1334_blob_1427,0.448381448,0.763806209,0.570846636,-0.261507674,0.012582995,-0.057563473,0.27691248,0.775894734,NA,,-0.498982254
147,1128_1901_blob_1622,0.446509909,0.649778904,0.564301913,-0.329967376,-0.10369068,0.038581008,0.406054173,0.422202912,NA,,-0.016148738
338,1129_1334_blob_1163,0.445549141,0.774365903,0.703741229,-0.517798732,-0.204542411,-0.024637531,0.572313745,0.613244073,NA,,-0.040930329
693,1202_1412_blob_608,0.444258518,0.346701377,0.064221017,-0.037905137,-0.057943374,0.044465018,0.029589488,0.274250235,NA,,-0.244660746
916,1221_0832_blob_636,0.444207547,0.708329107,0.716241694,-0.072765299,-0.034045134,0.263725116,0.510261237,0.525896112,NA,,-0.015634874
641,1202_1412_blob_1529,0.443697582,0.757579617,0.594530791,-0.374644204,-0.155295895,-0.133597881,0.591746686,0.716330879,NA,,-0.124584193
275,1128_1901_fb_add_blob_642,0.443665616,0.754434991,0.618151788,-0.281079151,-0.049941975,-0.010052991,0.402962412,0.604248718,6,,-0.201286306
849,1221_0832_blob_1121,0.443299099,0.641858783,0.471673439,0.004905676,0.082938441,0.146995558,0.330728886,0.531450017,NA,,-0.20072113
606,1202_1412_blob_1280,0.442617924,0.704110479,0.472771493,-0.353309736,-0.126346167,-0.089131155,0.441336016,0.753801069,NA,,-0.312465053
790,1213_2145_blob_626,0.442438689,0.39374172,0.075201172,0.226897363,-0.007688503,0.260034676,0.194971749,0.384777088,NA,,-0.189805339
312,1129_1334_blob_1073,0.442356099,0.709659705,0.453406622,-0.164182117,0.11315885,0.033039181,0.341938319,0.734738343,NA,,-0.392800024
669,1202_1412_blob_1773,0.438558006,0.686048852,0.66614376,-0.429284102,-0.186122263,-0.019725955,0.495422127,0.574949989,NA,,-0.079527862
238,1128_1901_blob_896,0.437701573,0.638427663,0.484264907,-0.241238092,-0.004821225,-0.05603727,0.251344573,0.524495182,NA,,-0.273150609
638,1202_1412_blob_1505,0.437129073,0.521372818,0.422299287,0.06565693,0.063184236,0.091910072,0.525920132,0.436462232,NA,,0.0894579
401,1129_1334_blob_1546,0.432665706,0.706748738,0.546806607,-0.265018156,0.038967679,-0.077870468,0.312111606,0.773007124,NA,,-0.460895519
809,1213_2145_blob_906,0.432245152,0.477336156,-0.044485995,0.047924753,0.299391844,-0.158817536,0.148401422,0.690812055,NA,,-0.542410633
41,1128_1901_blob_1129,0.430723681,-0.083822653,0.047697429,0.108601905,0.227187933,0.041665749,-0.142324663,-0.065320928,NA,,-0.077003736
775,1213_2145_blob_1233,0.430560985,0.523199794,0.224295523,0.168700648,0.235392783,0.040580582,0.439108458,0.544990163,NA,,-0.105881705
594,1202_1412_blob_1207,0.427852047,0.750406177,0.579524996,-0.285607008,-0.062950228,0.00141094,0.476499309,0.604955716,NA,,-0.128456406
811,1213_2145_blob_925,0.427787515,0.59064477,0.280502149,-0.281059846,-0.031945991,-0.054305761,0.41475479,0.604575848,NA,,-0.189821057
373,1129_1334_blob_1379,0.42748134,0.72046687,0.612741167,-0.159191889,-0.052942882,0.185224493,0.494216749,0.572777912,NA,,-0.078561163
571,1202_1412_blob_1051,0.422855407,0.739124093,0.508246783,-0.30788257,-0.121470191,0.010559109,0.455340701,0.586734782,NA,,-0.13139408
739,1202_1412_blob_997,0.422763804,0.836396505,0.672358436,-0.293088271,-0.125619467,0.21454004,0.642900739,0.582986031,NA,,0.059914709
197,1128_1901_blob_753,0.422157831,-0.072520548,0.108842568,-0.069511418,-0.043196918,-0.039569579,-0.113579845,-0.065951313,NA,,-0.047628532
654,1202_1412_blob_1598,0.418885146,0.538649832,0.343600898,0.04667557,-0.022720061,0.023044586,0.510591066,0.481299923,NA,,0.029291143
930,1221_0832_blob_663,0.418202386,0.784822264,0.424312399,-0.20550714,0.013807693,-0.068321557,0.314376408,0.742970977,2,2a,-0.428594569
890,1221_0832_blob_29,0.417869202,0.818422891,0.626062753,-0.198053473,-0.080914591,0.109881068,0.618625768,0.552830931,6,,0.065794837
117,1128_1901_blob_1395,0.417754392,-0.104264676,0.032265272,0.050537593,-0.031502249,0.012722469,-0.165458657,-0.082908772,NA,,-0.082549885
433,1129_1334_blob_651,0.416803143,0.537291822,-0.006656183,-0.144395869,0.10662521,-0.10631304,0.294759354,0.701693189,NA,,-0.406933835
417,1129_1334_blob_1690,0.416636518,0.479107031,-0.025385944,-0.061712444,0.272074464,-0.155371552,0.161960067,0.673961491,NA,,-0.512001424
597,1202_1412_blob_1238,0.4161212,0.794004395,0.655702274,-0.316778394,-0.135736895,0.074186992,0.559826689,0.673892241,NA,,-0.114065552
24,1128_1901_blob_1093,0.415650267,0.815428662,0.653786469,-0.262671004,-0.098861896,0.141249158,0.762457551,0.645899362,NA,,0.116558189
484,1202_0046_blob_1096,0.413976641,0.722858012,0.63886675,-0.341235341,-0.101817782,-0.025835851,0.517536025,0.645292371,NA,,-0.127756346
789,1213_2145_blob_609,0.413284485,0.77486772,0.557354798,-0.284109258,-0.135438944,0.147890592,0.808731147,0.600238113,2,2b,0.208493034
241,1128_1901_blob_901,0.411383659,0.252861095,0.381046595,-0.290668632,-0.160444359,-0.17771083,-0.026793601,0.295048907,NA,,-0.321842507
640,1202_1412_blob_1514,0.411282228,0.705989753,0.343071044,-0.208126586,0.112819949,-0.030450293,0.165829083,0.736521004,NA,,-0.570691921
1015,1221_0832_blob_850,0.410565275,0.749104078,0.733797211,-0.192456112,-0.014610491,0.045114415,0.53653913,0.628451411,NA,,-0.091912281
679,1202_1412_blob_1898,0.409721572,0.669057596,0.481693518,-0.130056778,-0.069075549,0.171155994,0.266209372,0.549924009,NA,,-0.283714638
777,1213_2145_blob_1254,0.408092919,0.353121054,0.081481872,0.301394432,0.435071291,0.200744934,0.050118599,0.464389454,NA,,-0.414270855
547,1202_0046_blob_856,0.40720233,0.776821998,0.657911582,-0.123361645,0.023398827,0.165470566,0.52887328,0.551235257,NA,,-0.022361977
80,1128_1901_blob_1265,0.405943038,0.673276386,0.569121395,-0.328807596,0.005325701,-0.199255296,0.393304948,0.707599118,NA,,-0.31429417
691,1202_1412_blob_601,0.404821814,0.796250976,0.636372831,-0.304311194,-0.16394382,0.205950198,0.857190189,0.60316981,2,2b,0.254020379
581,1202_1412_blob_1108,0.404797942,0.848970323,0.703866417,-0.02348989,-0.029522333,0.235421827,0.657207925,0.651649543,NA,,0.005558382
763,1213_2145_blob_1015,0.404256372,0.467117723,0.228213268,0.055846746,-0.09040181,0.217163372,0.138906941,0.27169593,NA,,-0.132788989
62,1128_1901_blob_1191,0.404161147,0.691418233,0.655373609,-0.231192883,-0.193348267,0.260395837,0.514810576,0.374452851,NA,,0.140357726
408,1129_1334_blob_1609,0.403978925,0.490135192,-0.035662458,-0.098181256,0.141326595,-0.16393533,0.162022237,0.708375247,NA,,-0.54635301
843,1221_0832_blob_1095,0.403326313,0.026223753,0.124540717,0.050501503,0.156211452,-0.00243902,0.003386472,0.004073899,NA,,-0.000687426
203,1128_1901_blob_781,0.403039687,0.25750913,0.51986705,-0.389164392,-0.380307808,0.057086355,0.445503641,0.036556432,NA,,0.408947209
765,1213_2145_blob_1038,0.402487066,0.809748178,0.761677684,-0.30615928,-0.131668169,0.068424613,0.629100343,0.680692042,NA,,-0.0515917
263,1128_1901_blob_991,0.402123853,0.603970083,0.193112326,-0.179213198,0.21201445,-0.130348421,0.159538923,0.778636171,NA,,-0.619097248
1012,1221_0832_blob_844,0.401640754,0.816087344,0.737171712,-0.252081609,-0.022376502,0.081740929,0.509207142,0.706798607,NA,,-0.197591464
541,1202_0046_blob_561,0.400575685,0.711053993,0.567056247,-0.379643203,-0.200054948,0.130140982,0.776722902,0.537512237,2,2b,0.239210665
588,1202_1412_blob_1169,0.40036493,0.583006999,0.668998379,-0.139087879,-0.181099352,0.125290398,0.429848232,0.398570024,NA,,0.031278208
956,1221_0832_blob_718,0.398815628,0.504003126,0.181396488,-0.027655905,-0.021456402,0.040540251,0.245342022,0.528863058,NA,,-0.283521036
648,1202_1412_blob_1571,0.398311894,0.451772865,0.199949921,-0.156134656,-0.130669274,0.025265155,0.143306986,0.400385679,NA,,-0.257078693
244,1128_1901_blob_911,0.396297718,0.53409021,0.643337804,-0.098929262,0.088067917,0.282165423,0.346530101,0.291863498,NA,,0.054666603
476,1202_0046_blob_1032,0.396179788,0.785466395,0.708067725,-0.354123099,-0.101586443,0.130432951,0.610098259,0.607043578,NA,,0.003054681
362,1129_1334_blob_1323,0.395202703,0.479007613,-0.05153757,-0.079400499,0.173533316,-0.174882476,0.124711498,0.699112134,NA,,-0.574400636
729,1202_1412_blob_924,0.395108772,0.793486706,0.616859681,-0.367827472,-0.15846439,0.000635441,0.458948315,0.705998752,NA,,-0.247050436
18,1128_1901_blob_1079,0.392645789,0.75425557,0.674257102,-0.181885831,-0.097147922,0.178843627,0.62748936,0.471198775,NA,,0.156290585
472,1129_1334_blob_996,0.391025398,0.674040105,0.444317214,-0.266252271,-0.013496238,-0.075444468,0.239777002,0.679232607,NA,,-0.439455605
662,1202_1412_blob_1696,0.387971698,0.739980163,0.698811642,-0.205981747,-0.015069428,0.103255328,0.528593728,0.521740128,NA,,0.006853599
513,1202_0046_blob_1429,0.387731473,0.578371009,0.61908644,-0.334476252,-0.067183028,0.003960411,0.320664984,0.501212993,NA,,-0.180548008
605,1202_1412_blob_1274,0.386653129,0.514052001,0.52586699,-0.076129082,-0.160796085,0.178951919,0.239509768,0.490149727,NA,,-0.250639959
632,1202_1412_blob_1471,0.382443791,0.702083604,0.742990067,-0.25834938,-0.201151072,0.043800885,0.621710821,0.52721951,NA,,0.094491312
112,1128_1901_blob_1376,0.38200616,0.031646609,0.228448118,-0.180808337,-0.10906058,0.056978099,0.221649613,-0.092643453,NA,,0.314293066
464,1129_1334_blob_938,0.378868961,0.541321872,0.134820143,-0.233610209,-0.003728826,-0.223079432,0.136351051,0.722582484,NA,,-0.586231432
678,1202_1412_blob_1884,0.378203757,0.624189399,0.651330263,-0.136872858,-0.040318484,0.03045433,0.440309489,0.488365908,NA,,-0.048056419
397,1129_1334_blob_1515,0.37798645,0.525096793,0.360120551,-0.26236473,-0.269734117,0.038160305,0.438034183,0.433231141,NA,,0.004803042
633,1202_1412_blob_1480,0.376652163,0.763232336,0.484026845,-0.293950585,-0.078573999,-0.044915044,0.374125701,0.806129794,NA,2a,-0.432004093
483,1202_0046_blob_1089,0.376389691,0.790734272,0.681284353,-0.251538237,-0.126748481,0.160399209,0.734253109,0.599614455,NA,,0.134638654
180,1128_1901_blob_674,0.376179027,0.10368442,0.299647525,-0.135080135,-0.052314777,-0.088165601,-0.020465377,0.060442682,NA,,-0.080908059
810,1213_2145_blob_907,0.374877085,0.407423861,0.059288657,0.019300989,0.151454302,-0.055296814,0.378142499,0.474651981,NA,,-0.096509482
357,1129_1334_blob_1274,0.374724858,0.700425217,0.491110833,-0.206943396,-0.07902954,-0.0618596,0.527057944,0.684742073,NA,,-0.157684129
543,1202_0046_blob_743,0.373863903,0.80929176,0.652144288,-0.31858702,-0.188206545,0.178511887,0.813454945,0.578844241,NA,2b,0.234610704
975,1221_0832_blob_762,0.373308133,0.714672494,0.628261605,-0.115712972,-0.045647486,0.226070523,0.389488652,0.519924065,NA,,-0.130435413
787,1213_2145_blob_1481,0.37292723,0.343601872,0.07994611,0.384611094,0.519385178,0.178851647,0.139075161,0.341035784,NA,,-0.201960623
556,1202_0046_blob_951,0.370643973,0.052727924,0.350044984,-0.093755868,-0.0703686,0.086721631,0.159395786,-0.093082098,NA,,0.252477884
592,1202_1412_blob_1193,0.370333906,0.755817284,0.569709335,-0.31167635,0.016466913,-0.041655194,0.43782156,0.690032312,NA,,-0.252210752
534,1202_0046_blob_1758,0.370004773,0.65518719,0.677688409,-0.183702675,-0.015981447,0.046756158,0.577041525,0.411981077,NA,,0.165060448
427,1129_1334_blob_594,0.368911765,0.583389701,0.279785696,-0.214009456,0.164706877,-0.129137106,0.197940483,0.728571073,1,1,-0.53063059
123,1128_1901_blob_1459,0.367733596,0.318611195,0.457528578,-0.277874547,-0.257222349,0.015527286,0.232727638,0.11433012,NA,,0.118397518
1033,1221_0832_blob_889,0.366201995,0.420307383,0.281065884,-0.100061953,-0.037530039,0.145149113,0.356200362,0.21133227,NA,,0.144868093
599,1202_1412_blob_1246,0.365299775,0.644316631,0.487721665,-0.329783016,-0.136277173,-0.081358389,0.448284329,0.675660411,NA,,-0.227376082
791,1213_2145_blob_637,0.364764763,0.403565484,-0.076202979,-0.029689103,0.144872114,-0.156009109,-0.019716973,0.5770875,NA,,-0.596804473
481,1202_0046_blob_1086,0.36453407,0.645114241,0.511285837,-0.114205358,-0.076179366,0.141327995,0.753660892,0.450285478,NA,,0.303375414
671,1202_1412_blob_1794,0.361491458,0.553666485,0.596753339,-0.214511212,-0.164279127,-0.11152345,0.509915546,0.434985072,NA,,0.074930474
683,1202_1412_blob_1969,0.361305069,0.678570155,0.737501653,-0.377594039,-0.177237218,0.094732849,0.619289962,0.419923421,NA,,0.19936654
457,1129_1334_blob_895,0.361040456,0.686319953,0.660708782,-0.450656501,-0.207992298,-0.116287957,0.500123469,0.659740529,NA,,-0.15961706
414,1129_1334_blob_1677,0.360382647,0.460488956,-0.039046503,-0.125080515,0.009285069,-0.155858142,0.154675014,0.680615653,NA,,-0.525940639
125,1128_1901_blob_1464,0.359363561,-0.093654652,0.062094817,0.176819689,0.129320245,0.267740799,-0.085676508,-0.090108408,NA,,0.004431901
141,1128_1901_blob_1569,0.359017573,0.762300192,0.740735384,-0.37953657,-0.113296378,0.05477694,0.5423545,0.570463153,NA,,-0.028108653
735,1202_1412_blob_969,0.359008808,0.714383084,0.800966671,-0.180520393,-0.077030422,0.296933094,0.606038941,0.412642043,NA,,0.193396898
726,1202_1412_blob_908,0.358759154,0.80104596,0.588448504,-0.362063295,-0.106428657,0.060898009,0.636507344,0.660986597,NA,,-0.024479253
708,1202_1412_blob_756,0.357331693,0.567639792,0.45813096,-0.295534765,-0.037270068,-0.115624634,0.110450069,0.637847448,NA,,-0.527397379
1073,1221_0832_blob_979,0.357278276,0.676354006,0.295820853,-0.03177881,0.161435471,-0.007006097,0.175829943,0.60083064,2,2a,-0.425000698
1102,Blob with BlobID = 584,0.356505338,0.564889016,0.53930308,-0.272370359,-0.115184685,-0.012980084,0.414037474,0.543309736,NA,,-0.129272262
394,1129_1334_blob_1502,0.356020396,0.541068441,0.30691712,-0.060305055,0.235987976,0.123177696,0.101868278,0.419107947,NA,,-0.317239669
647,1202_1412_blob_1566,0.353841142,0.420646136,0.387747114,-0.241181856,-0.027012607,0.072501475,0.202294256,0.246236307,NA,,-0.043942051
307,1129_1334_blob_1051,0.353801276,0.454512716,-0.047937419,-0.118360858,0.014200401,-0.161763295,0.135226135,0.677037157,NA,,-0.541811022
674,1202_1412_blob_1819,0.352787267,0.666786833,0.663136622,-0.139951638,-0.025467327,0.057600061,0.474983935,0.556669866,NA,,-0.081685931
316,1129_1334_blob_1095,0.352745387,0.619099512,0.47471079,-0.380052736,-0.080579724,0.022555394,0.565841542,0.399933929,NA,,0.165907614
237,1128_1901_blob_895,0.350569331,-0.033183177,0.203463502,0.05275302,0.206201747,0.030115388,-0.140249292,-0.011789903,NA,,-0.128459388
612,1202_1412_blob_1341,0.350553621,0.631137863,0.765917889,-0.175739793,-0.12986063,0.092040132,0.605639158,0.401067014,NA,,0.204572143
378,1129_1334_blob_1408,0.349968013,0.372497334,0.039517333,-0.052229665,0.278164358,-0.073017744,0.225985081,0.481535184,NA,,-0.255550103
306,1129_1334_blob_1050,0.348982872,0.36948789,0.038513114,-0.047499786,0.290172913,-0.073317112,0.221489259,0.47671111,NA,,-0.255221851
355,1129_1334_blob_1270,0.348181918,0.693988772,0.719490099,-0.330270195,-0.077689208,0.033730996,0.522909594,0.634004675,NA,,-0.111095081
70,1128_1901_blob_1224,0.347985833,-0.021482379,0.183808825,-0.056401752,-0.08335525,-0.032348891,-0.085341402,0.006173053,NA,,-0.091514455
676,1202_1412_blob_1860,0.3462955,0.67586437,0.483891665,-0.252552435,-0.073376622,0.147230181,0.485338087,0.535502575,NA,,-0.050164488
465,1129_1334_blob_947,0.346162712,0.446803415,-0.055205262,-0.111970959,0.018289795,-0.165836613,0.117934724,0.670071797,NA,,-0.552137073
942,1221_0832_blob_688,0.345699572,0.584631124,0.496543496,-0.234310832,-0.222373747,0.239316434,0.778592013,0.415038522,2,2b,0.363553491
346,1129_1334_blob_1208,0.345251681,0.383976789,0.046498553,-0.090087154,0.166783986,-0.067785284,0.255416022,0.504231331,NA,,-0.24881531
1046,1221_0832_blob_912,0.345145705,0.760982119,0.718346814,-0.271635626,-0.193326159,0.231704183,0.677979297,0.546685078,NA,,0.131294219
342,1129_1334_blob_1179,0.344821409,0.458472267,-0.046389772,-0.139155258,-0.003079483,-0.178505155,0.16456054,0.666031369,NA,,-0.501470829
832,1221_0832_blob_1058,0.343199222,0.751978639,0.77648937,-0.047729381,0.009354626,0.377274652,0.708602087,0.453114878,NA,,0.255487209
328,1129_1334_blob_1125,0.342975972,0.575036703,0.436902945,-0.252168811,-0.055884984,0.247617596,0.724398959,0.353136917,NA,,0.371262042
960,1221_0832_blob_729,0.341910374,0.566152133,0.419247779,-0.052207068,0.214022514,-0.012510954,0.123433684,0.565534254,NA,,-0.44210057
322,1129_1334_blob_1107,0.340603916,0.440938749,-0.059490208,-0.10778456,0.020734151,-0.167885943,0.107089288,0.664077563,NA,,-0.556988275
631,1202_1412_blob_1459,0.340458293,0.561961479,0.273899974,-0.218469858,0.039091449,-0.097619054,0.080840008,0.657008845,NA,,-0.576168837
1106,cluster_vol.z3,0.338163019,0.63018694,1,-0.150212159,-0.114362384,0.284486209,0.642008753,0.363983764,NA,,0.27802499
413,1129_1334_blob_1673,0.337141131,0.414581627,0.091348297,0.00200223,0.22727364,0.003398407,0.283323277,0.464845104,NA,,-0.181521826
536,1202_0046_blob_1829,0.335410164,0.518266011,0.529929814,-0.225991904,-0.186655178,-0.046133261,0.505139429,0.3331796,NA,,0.171959829
931,1221_0832_blob_664,0.334906028,0.50863612,0.581456385,-0.262905997,-0.064746343,-0.112179832,0.226352064,0.566633739,NA,,-0.340281675
1025,1221_0832_blob_874,0.333238127,0.726965361,0.550046907,-0.106153568,0.153894209,0.103912834,0.504608742,0.631163079,NA,,-0.126554337
795,1213_2145_blob_686,0.33260263,0.750298511,0.753217683,-0.224380608,-0.044048446,0.114213492,0.43472082,0.606440865,2,2a,-0.171720045
939,1221_0832_blob_684,0.33248968,0.751506297,0.722042598,-0.340174017,-0.242257438,0.206419797,0.904263778,0.471804057,2,2b,0.432459721
511,1202_0046_blob_1379,0.326926025,0.713629777,0.767244948,-0.138878983,-0.127602709,0.259061104,0.765321954,0.395241642,NA,,0.370080311
388,1129_1334_blob_1466,0.326098798,0.507854526,0.342751882,-0.29270233,-0.054967587,-0.077311206,0.17913662,0.467785825,NA,,-0.288649205
670,1202_1412_blob_1780,0.325927836,0.597236606,0.554928717,-0.332421909,-0.313164814,-0.002581949,0.596821269,0.382653743,NA,,0.214167526
712,1202_1412_blob_782,0.321080056,0.603784229,0.443433327,0.165745877,0.067333245,0.274533193,0.652820174,0.41227568,NA,,0.240544494
584,1202_1412_blob_1152,0.320808088,-0.032735894,0.052638509,-0.144775261,-0.039691895,-0.017119303,0.02341604,-0.066789371,NA,,0.090205411
415,1129_1334_blob_1678,0.320770135,0.558975606,0.198593008,-0.159296099,0.039061738,-0.036144883,0.232890753,0.663106266,NA,,-0.430215513
11,1128_1901_blob_1052,0.320611278,-0.153414321,-0.008001754,0.073554531,0.096490291,0.201929961,-0.212891531,-0.1397865,NA,,-0.073105031
364,1129_1334_blob_1331,0.320207941,0.461818938,-0.017353919,0.198242921,0.35813371,-0.045677038,0.2077647,0.614663197,NA,,-0.406898497
866,1221_0832_blob_1198,0.319935434,0.586546029,0.545457067,-0.158848683,0.05738375,0.130499069,0.27853206,0.501850859,NA,,-0.223318799
500,1202_0046_blob_1270,0.319291272,0.588119091,0.694306193,-0.208427887,-0.018187196,0.131994957,0.351713506,0.400349784,NA,,-0.048636278
1064,1221_0832_blob_965,0.318905439,0.234485036,0.341887065,0.123112267,0.266889442,0.012582006,-0.014270445,0.322944377,NA,,-0.337214822
968,1221_0832_blob_746,0.318507765,0.527772475,0.645774961,0.111050437,0.017412266,0.288429788,0.480119414,0.242163668,6,,0.237955747
267,1128_1901_fb_add_blob_1175,0.317407686,0.271192897,0.376228414,-0.567205743,-0.310101155,-0.193156369,0.185648657,0.251042614,3,,-0.065393958
276,1128_1901_fb_add_blob_704,0.317138893,0.449674319,0.369674308,-0.102112435,0.296880487,-0.055304274,0.068615025,0.533619174,NA,,-0.465004149
331,1129_1334_blob_1132,0.315734701,0.708364016,0.552884056,-0.096330786,-0.104314091,0.184038628,0.492015971,0.450728357,NA,,0.041287613
359,1129_1334_blob_1300,0.314567646,0.541180391,0.60865178,-0.250752958,-0.19105289,0.036199471,0.434292841,0.473083339,NA,,-0.038790497
46,1128_1901_blob_1146,0.31453458,0.064078914,0.346327231,-0.068235392,0.010127721,-0.002007062,0.164553463,-0.051640504,NA,,0.216193967
372,1129_1334_blob_1376,0.314228732,0.581978935,0.458311199,-0.315345626,-0.028095538,-0.046735925,0.272143701,0.650067492,NA,,-0.377923791
404,1129_1334_blob_1569,0.313988686,0.423912529,0.318596025,-0.084663834,0.236008748,0.030199311,0.062711147,0.400941897,NA,,-0.338230751
443,1129_1334_blob_721,0.311892844,0.454167459,0.19714977,-0.30171631,-0.113145928,-0.072781591,0.37934397,0.47722342,NA,,-0.09787945
34,1128_1901_blob_1113,0.31169643,0.011852979,0.186926112,-0.125870258,-0.060234497,-0.04962331,-0.092009912,-0.007403329,NA,,-0.084606583
128,1128_1901_blob_1479,0.311392675,0.444470448,0.518648895,-0.111095605,0.004106971,-0.006977794,0.311636272,0.320352757,NA,,-0.008716485
724,1202_1412_blob_895,0.308388475,0.733612532,0.690398635,-0.249605086,-0.12713962,0.065077817,0.672680698,0.559584571,NA,,0.113096127
997,1221_0832_blob_815,0.307767491,0.492779419,0.253354549,0.003207999,0.065998327,-0.091313383,0.214438155,0.433642933,NA,,-0.219204779
1039,1221_0832_blob_898,0.307065392,0.649137467,0.536964404,0.087722364,0.096422264,0.238741208,0.502288789,0.363786987,6,,0.138501802
721,1202_1412_blob_887,0.306840782,0.754275811,0.730812412,-0.152580485,-0.099687694,0.156379732,0.564088781,0.488800935,NA,,0.075287846
625,1202_1412_blob_1437,0.30517392,0.624372461,0.600803615,-0.184571528,-0.072061218,0.137838757,0.261161699,0.46782967,NA,,-0.206667971
204,1128_1901_blob_784,0.302984917,0.583719653,0.646567636,-0.39456217,-0.161906798,-0.037858637,0.330844515,0.463719569,3,,-0.132875054
455,1129_1334_blob_870,0.301441353,0.392457906,0.064788047,-0.172357013,-0.058209616,-0.011809139,0.360304578,0.476551953,NA,,-0.116247375
498,1202_0046_blob_1249,0.299373426,0.655689316,0.691951063,-0.37975785,-0.178088766,-0.038447117,0.479249279,0.53843203,NA,,-0.059182751
43,1128_1901_blob_1136,0.29885487,0.039935989,-0.08420987,-0.261260228,-0.210675138,-0.104846011,-0.160523953,0.155979017,NA,,-0.316502969
604,1202_1412_blob_1268,0.297862458,0.565296511,0.610307583,-0.336599751,-0.157788435,-0.091656061,0.345479035,0.488375082,NA,,-0.142896047
613,1202_1412_blob_1342,0.297715151,0.360090299,0.692425236,-0.184738452,-0.177080843,0.088387127,0.385223409,0.237997368,NA,,0.147226041
725,1202_1412_blob_901,0.297531284,0.441080774,0.234879445,-0.236058924,-0.066504471,-0.079742549,0.309413103,0.57016217,NA,,-0.260749067
907,1221_0832_blob_572,0.296912048,0.750713795,0.525709714,0.043460185,0.136525146,0.18186856,0.505622256,0.56097861,2,2a,-0.055356354
