,Compound.Name,cluster_vol.z1,cluster_vol.z2,cluster_vol.z3,cluster_vol.z4,cluster_vol.z5,cluster_vol.z6,bbvol,anthrovol,cluster,Assigned_cluster,bb_vs_a
240,1128_1901_blob_900,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,-0.082486744,-0.024532912,NA,,-0.057953832
247,1128_1901_blob_919,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,-0.082486744,-0.024532912,NA,,-0.057953832
250,1128_1901_blob_933,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,-0.082486744,-0.024532912,NA,,-0.057953832
251,1128_1901_blob_941,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,-0.082486744,-0.024532912,NA,,-0.057953832
254,1128_1901_blob_955,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,-0.082486744,-0.024532912,NA,,-0.057953832
259,1128_1901_blob_968,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,-0.082486744,-0.024532912,NA,,-0.057953832
261,1128_1901_blob_978,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,-0.082486744,-0.024532912,NA,,-0.057953832
265,1128_1901_blob_995,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,-0.082486744,-0.024532912,NA,,-0.057953832
266,1128_1901_blob_999,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,-0.082486744,-0.024532912,NA,,-0.057953832
900,1221_0832_blob_511,0.59977399,0.707718604,0.099123324,-0.111563904,0.143787393,-0.077103135,0.329618401,0.826995322,1,2a,-0.497376921
1022,1221_0832_blob_867,0.599757242,0.612562193,0.195367225,0.113633448,0.12370222,0.10020648,0.290700806,0.616033478,NA,,-0.325332672
936,1221_0832_blob_680,0.59960577,0.875471135,0.387537843,-0.156282336,0.133917195,-0.02669536,0.349600492,0.958322231,NA,2a,-0.608721739
171,1128_1901_blob_604,0.599567678,-0.018319423,0.128473871,-0.023077459,0.016221493,-0.002073788,-0.086750376,-0.026808084,NA,,-0.059942292
1085,1221_2326_blob_600,0.599470053,-0.015781099,0.133821139,-0.019419122,0.018447398,0.005818395,-0.084243518,-0.025185063,1,1,-0.059058455
178,1128_1901_blob_671,0.598979161,-0.020159902,0.126741661,-0.024094223,0.016040232,-0.003508376,-0.089000042,-0.0280163,NA,,-0.060983742
206,1128_1901_blob_790,0.598808277,0.793175382,0.67421365,-0.259370594,0.00897885,0.131004815,0.50463234,0.627154202,NA,,-0.122521862
93,1128_1901_blob_1305,0.597941807,0.085304123,0.103859423,0.038986273,0.315411582,-0.032887674,-0.049660371,0.09100807,NA,,-0.140668441
1023,1221_0832_blob_872,0.597891211,0.939978214,0.577896426,-0.158136026,0.036548485,0.089140334,0.598617248,0.784402904,NA,,-0.185785656
696,1202_1412_blob_635,0.597003481,0.871629464,0.479307081,-0.24201065,0.085414286,0.010707478,0.413287227,0.886095743,NA,2a,-0.472808515
256,1128_1901_blob_960,0.596103026,-0.025823849,0.12115457,-0.027200452,0.015450707,-0.007944693,-0.095810021,-0.031708498,NA,,-0.064101523
924,1221_0832_blob_653,0.596029763,0.932049065,0.572440128,-0.178080591,0.007529249,0.114690342,0.522799479,0.853020559,2,2a,-0.330221079
1007,1221_0832_blob_834,0.595752984,0.806908968,0.286667373,-0.170455972,0.111841953,-0.026674141,0.24882361,0.899927413,NA,2a,-0.651103802
14,1128_1901_blob_1066,0.594035769,0.804263503,0.583169525,-0.34714165,-0.050678918,0.077795448,0.601256416,0.626735277,NA,,-0.025478861
330,1129_1334_blob_1130,0.593381516,0.611177972,0.021144271,-0.11544265,0.123759194,-0.113126078,0.199422951,0.786899789,NA,,-0.587476838
208,1128_1901_blob_794,0.593381244,0.31448129,0.172317153,-0.149802148,-0.101927244,0.054422095,0.029189572,0.282300284,NA,,-0.253110711
1067,1221_0832_blob_968,0.592392795,0.728295171,0.118918131,-0.045338188,0.066542928,0.026564118,0.417937167,0.789837136,NA,,-0.371899969
308,1129_1334_blob_1054,0.591472561,0.818614237,0.388879804,-0.174649297,0.048695484,0.159936977,0.455628415,0.728239832,NA,,-0.272611416
383,1129_1334_blob_1442,0.59098634,0.60276291,-0.003163723,-0.085762268,0.178753349,-0.130831544,0.140663247,0.781920542,NA,,-0.641257295
361,1129_1334_blob_1320,0.590949804,0.557823971,0.018232584,-0.064565367,0.285588312,-0.1248743,0.149541793,0.70623327,NA,,-0.556691477
965,1221_0832_blob_739,0.589025547,0.782726767,0.241313688,-0.084929328,0.133955078,-0.024716993,0.294724672,0.873727813,NA,2a,-0.579003141
566,1202_1412_blob_1018,0.588935823,0.868577033,0.671584433,-0.247648137,0.048266085,0.059093055,0.541224311,0.711486044,NA,,-0.170261732
334,1129_1334_blob_1146,0.588685316,0.85308379,0.40776579,-0.158351934,0.111253385,0.129236451,0.48203805,0.742501178,NA,,-0.260463128
477,1202_0046_blob_1039,0.588221174,0.865594626,0.494825811,-0.204697492,0.039941175,0.070967245,0.392934767,0.797680591,NA,,-0.404745824
891,1221_0832_blob_33,0.58796046,0.952693823,0.615948148,-0.177138002,0.055836667,0.133716495,0.518165454,0.849831763,2,2a,-0.331666309
317,1129_1334_blob_1096,0.587858937,0.445146563,0.1441886,0.005256296,0.275352506,-0.038637914,0.273423439,0.46284326,NA,,-0.189419822
991,1221_0832_blob_801,0.586780848,0.741865901,0.556695198,-0.277857174,-0.051159994,-0.04564123,0.257312371,0.729639007,NA,,-0.472326636
497,1202_0046_blob_1246,0.586678601,0.865057981,0.662499077,-0.132797725,-0.032324347,0.101821936,0.607130549,0.721729936,NA,,-0.114599387
226,1128_1901_blob_859,0.585711559,0.362763951,0.254358677,-0.180705309,-0.133907394,0.048818574,0.057036552,0.32162173,NA,,-0.264585179
704,1202_1412_blob_734,0.584735155,0.826318567,0.450461657,-0.20282248,0.062838902,-0.028353309,0.498551835,0.900526758,NA,2a,-0.401974923
332,1129_1334_blob_1136,0.584584811,0.528147702,0.284120558,-0.261679437,-0.081389016,-0.185158619,0.266480227,0.46645742,NA,,-0.199977193
569,1202_1412_blob_1038,0.584465538,0.879923994,0.61056723,-0.15603274,0.052226276,0.036421383,0.500899897,0.871785803,NA,2a,-0.370885906
13,1128_1901_blob_1062,0.582490473,-0.012633974,0.168200472,-0.052170214,-0.006290859,-0.018609325,-0.087871319,-0.005031983,NA,,-0.082839336
474,1202_0046_blob_1009,0.581265063,0.725514943,0.307974993,-0.179871972,0.11158833,0.026795998,0.503622157,0.711961655,NA,,-0.208339498
324,1129_1334_blob_1109,0.581022701,0.841909223,0.25846835,-0.012409108,0.197399607,0.044264175,0.364581598,0.894790092,NA,2a,-0.530208494
140,1128_1901_blob_1567,0.578746341,-0.013334395,0.157196451,-0.011432437,0.004573697,-0.003583264,-0.064940991,-0.034730327,NA,,-0.030210665
363,1129_1334_blob_1324,0.576990851,0.860853538,0.484329298,-0.237966435,0.101023801,-0.021235778,0.419366083,0.87762512,NA,2a,-0.458259037
565,1202_1412_blob_1013,0.575573174,0.505665418,0.215843363,-0.182171379,0.171708548,-0.08434442,0.313922671,0.568274837,NA,,-0.254352165
771,1213_2145_blob_1159,0.575265219,0.759250709,0.250033552,-0.224652768,0.077287986,-0.003360266,0.460206445,0.83828337,NA,2a,-0.378076925
107,1128_1901_blob_1363,0.5743933,-0.03440988,0.131240403,-0.038013839,-0.001994114,-0.01242505,-0.097003901,-0.039310921,NA,,-0.05769298
249,1128_1901_blob_930,0.57399007,-0.045240506,0.127744415,0.003270692,0.032389608,0.050392955,-0.113883313,-0.045052407,NA,,-0.068830906
773,1213_2145_blob_1204,0.573555687,0.664680363,0.548330849,-0.223349065,-0.044707976,-0.002649113,0.465850333,0.522064003,2,2a,-0.05621367
35,1128_1901_blob_1115,0.572411915,0.390143888,0.279090486,-0.082491708,-0.02733764,0.019342793,0.061211472,0.338903377,NA,,-0.277691905
327,1129_1334_blob_1122,0.571470395,0.529956674,0.051969439,-0.051926618,0.233614296,0.008476483,0.183721274,0.531128898,NA,,-0.347407624
387,1129_1334_blob_1462,0.570749478,0.611482254,0.55850947,-0.408961273,-0.213202124,-0.007477956,0.571213443,0.457452536,NA,,0.113760907
715,1202_1412_blob_804,0.570664798,0.907097044,0.640283921,-0.134221118,0.089935913,0.064235743,0.523070931,0.848005815,NA,2a,-0.324934884
466,1129_1334_blob_952,0.570365916,0.899955455,0.466765304,-0.172080082,0.103296875,0.020540318,0.388986167,0.933304641,NA,2a,-0.544318474
928,1221_0832_blob_661,0.569565724,0.927988152,0.699488151,-0.105499802,0.027584919,0.190855874,0.580924694,0.733221441,NA,,-0.152296748
53,1128_1901_blob_1160,0.568010382,0.021151375,0.220263024,-0.077030817,-0.019421697,-0.024855769,-0.043981318,0.025634348,NA,,-0.069615666
720,1202_1412_blob_884,0.56698986,0.90235043,0.515734248,-0.190646586,0.052181105,0.05699515,0.431550292,0.870873668,NA,2a,-0.439323377
116,1128_1901_blob_1390,0.566735529,0.696997252,0.576860683,-0.464348285,-0.126982555,-0.001929941,0.392810588,0.678860812,NA,,-0.286050224
661,1202_1412_blob_1671,0.564235179,0.690486262,0.204763757,-0.070251487,0.103283898,0.135112235,0.278280494,0.587612841,NA,,-0.309332347
627,1202_1412_blob_1443,0.56418983,0.845370586,0.716288884,-0.159884487,-0.103860876,0.125961826,0.602722437,0.688954978,NA,,-0.086232541
709,1202_1412_blob_763,0.564012952,0.719512626,0.401083211,-0.25437749,0.093118073,-0.032030955,0.262590517,0.782468946,NA,,-0.519878429
1037,1221_0832_blob_895,0.562002807,0.597052419,0.195252619,0.003204818,0.120560291,-0.089567131,0.134133735,0.684705524,NA,,-0.550571789
589,1202_1412_blob_1178,0.558940587,0.851743263,0.622254524,-0.333379334,-0.034230877,-0.00019972,0.444390097,0.738732179,NA,,-0.294342082
2,1128_1901_blob_1006,0.558886685,0.625172067,0.267152324,0.19647104,0.175005471,-0.040495275,0.308562583,0.699214096,NA,,-0.390651513
344,1129_1334_blob_1204,0.558678443,0.746331833,0.419481729,-0.329565615,-0.050055985,-0.108104315,0.297863381,0.716744169,NA,,-0.418880788
103,1128_1901_blob_1346,0.558606003,0.787994879,0.495086947,-0.24301883,0.05282693,-0.018981004,0.243237088,0.817556809,NA,2a,-0.574319721
196,1128_1901_blob_752,0.558499409,0.879042632,0.684933374,-0.28049541,0.05575444,0.002400496,0.549032948,0.794405154,NA,,-0.245372206
339,1129_1334_blob_1168,0.557585343,0.415092479,0.086357338,-0.003481971,0.195543369,0.034037881,0.06416133,0.387613935,NA,,-0.323452605
340,1129_1334_blob_1173,0.556932456,0.746468259,0.36271912,-0.296703274,-0.112372378,0.043088139,0.504272608,0.780157121,NA,,-0.275884513
243,1128_1901_blob_906,0.556427694,0.848129027,0.722527124,-0.171712058,-0.006232417,0.108127554,0.538209296,0.67184845,NA,,-0.133639154
92,1128_1901_blob_1301,0.555495456,0.186988278,0.276276197,-0.117469204,-0.092585286,-0.017670174,0.006171185,0.193413903,NA,,-0.187242718
253,1128_1901_blob_948,0.55391566,0.837198017,0.58305653,-0.422431766,-0.149633324,-0.081846544,0.48235688,0.82300588,2,2a,-0.340649
126,1128_1901_blob_1465,0.552751492,0.746703348,0.570954163,-0.37128527,-0.065621573,-0.085287993,0.439058217,0.693227322,2,2a,-0.254169104
862,1221_0832_blob_1178,0.5524784,0.678381825,0.134225132,-0.100339342,-0.06454756,0.073475778,0.348313436,0.659068918,NA,,-0.310755482
467,1129_1334_blob_957,0.551927003,0.838821867,0.534931428,-0.22458459,-0.052656292,0.087578328,0.371886584,0.766680208,NA,,-0.394793624
892,1221_0832_blob_35,0.551881748,0.852825411,0.520830063,-0.214433249,0.021484637,-0.006765293,0.461011909,0.884970079,2,2a,-0.42395817
310,1129_1334_blob_1068,0.550946377,0.595695227,0.058073583,-0.150829141,0.094018581,-0.055235878,0.324861719,0.718861434,NA,,-0.393999715
918,1221_0832_blob_641,0.549493123,0.874149106,0.572750232,-0.039750957,0.033542828,0.273888096,0.587360082,0.62002126,6,,-0.032661179
66,1128_1901_blob_1215,0.54934046,0.555312146,0.171049897,-0.028323733,0.056456871,0.001519138,0.062824811,0.568853777,NA,,-0.506028966
549,1202_0046_blob_879,0.54865695,0.596586424,0.202599219,-0.03304213,-0.084818907,0.130529011,0.24829322,0.502366371,NA,,-0.254073152
449,1129_1334_blob_812,0.548473777,0.676879183,0.060365075,-0.145278596,0.117225386,-0.102032702,0.209670353,0.826616732,NA,2a,-0.616946379
335,1129_1334_blob_1148,0.547808084,0.810054725,0.337556643,-0.065913462,0.067855049,0.118214463,0.332925885,0.801616766,NA,2a,-0.468690881
379,1129_1334_blob_1414,0.547726294,0.772393497,0.492971245,-0.255052285,0.056356985,-0.066889275,0.26624453,0.833836105,NA,2a,-0.567591575
212,1128_1901_blob_806,0.545320202,0.030213234,0.23838414,-0.089986281,-0.028512645,-0.031014816,-0.032639642,0.038349765,NA,,-0.070989407
224,1128_1901_blob_853,0.545110232,-0.018418155,0.138712507,-0.077390641,-0.014130949,0.006940681,-0.021740652,-0.054439467,NA,,0.032698815
591,1202_1412_blob_1191,0.544391537,0.747867617,0.54387472,-0.368675671,-0.077029004,0.061112273,0.509170782,0.555890494,NA,,-0.046719712
201,1128_1901_blob_774,0.543770769,0.023251945,0.212448133,-0.093814652,-0.019161606,-0.061553519,-0.085560259,0.002556143,NA,,-0.088116402
1082,1221_0832_blob_993,0.542832933,0.718448407,0.512811616,0.098394701,0.141492781,0.250469571,0.409667372,0.516881452,2,2a,-0.10721408
142,1128_1901_blob_1571,0.542617499,-0.043444477,0.106111223,-0.046575861,-0.001831738,0.005362071,-0.119242605,-0.048145029,NA,,-0.071097576
440,1129_1334_blob_686,0.542483746,0.639864169,0.068980851,-0.09939137,0.28627854,-0.095259354,0.201394885,0.768643538,NA,,-0.567248654
818,1221_0832_blob_1000,0.542360891,0.848861477,0.38302362,-0.102039814,0.080013293,0.084317124,0.459864855,0.747695166,6,,-0.287830311
913,1221_0832_blob_608,0.541998646,0.85219357,0.526121843,-0.173965685,0.050748226,-0.026162919,0.357100392,0.875088388,2,2a,-0.517987996
989,1221_0832_blob_797,0.541912649,0.63644244,0.029160072,-0.127085684,0.125729002,-0.109171956,0.269316321,0.795815703,NA,,-0.526499382
955,1221_0832_blob_717,0.540805277,0.84026682,0.528980481,-0.203500428,0.033528062,-0.020285293,0.38990513,0.887095482,2,2a,-0.497190351
875,1221_0832_blob_1229,0.540407655,0.693035527,0.420269049,0.10582516,0.179866983,0.199336534,0.343839861,0.542314191,NA,,-0.19847433
984,1221_0832_blob_786,0.540051724,0.770969381,0.388786823,-0.20579709,0.092734322,-0.138494178,0.260674987,0.933658493,NA,2a,-0.672983506
1011,1221_0832_blob_843,0.539537768,0.837370623,0.575834595,-0.217859694,0.019892553,0.004948621,0.410126531,0.842702124,NA,2a,-0.432575593
59,1128_1901_blob_1180,0.538305791,-0.052221963,0.097804722,0.031453968,-0.009860556,0.022508902,-0.11673989,-0.049946139,NA,,-0.06679375
111,1128_1901_blob_1374,0.538068747,0.558335737,0.055473862,-0.168087949,0.026749689,-0.066195946,0.315234036,0.698310527,NA,,-0.383076492
886,1221_0832_blob_22,0.537828178,0.91539181,0.638366625,-0.137394159,0.074223452,0.088904684,0.453752313,0.838993995,2,2a,-0.385241682
515,1202_0046_blob_1456,0.536349332,0.658492422,0.258041259,0.110433851,0.179877698,-0.058886836,0.32197594,0.656214215,NA,,-0.334238275
766,1213_2145_blob_1041,0.535857622,0.908750446,0.514205823,-0.25046593,-0.049550764,0.090494225,0.543958083,0.80911137,NA,2a,-0.265153288
15,1128_1901_blob_1073,0.533482833,0.500833268,0.329384431,-0.129114699,-0.113828601,0.128166908,0.255754317,0.375221806,NA,,-0.119467489
719,1202_1412_blob_881,0.533276183,0.81673721,0.418661346,-0.183240294,0.124689829,0.040700958,0.377110528,0.829675777,NA,2a,-0.452565249
441,1129_1334_blob_717,0.533226936,0.498031521,0.084596912,0.03806977,0.322921985,-0.01557374,0.301203303,0.542264873,NA,,-0.24106157
644,1202_1412_blob_1547,0.531433115,0.686304983,0.195594392,-0.195778989,0.028265732,-0.070047518,0.159107518,0.829772634,NA,2a,-0.670665116
505,1202_0046_blob_1325,0.53090321,0.856327219,0.732821975,-0.234833179,-0.059789263,0.13648779,0.662651795,0.654318953,NA,,0.008332842
572,1202_1412_blob_1054,0.529675491,0.701917822,0.410424308,0.099814627,0.236161369,0.252737663,0.383425608,0.514399119,NA,,-0.130973511
577,1202_1412_blob_1076,0.529149834,0.891759312,0.612924037,-0.197094016,0.026347084,0.147294866,0.510670129,0.753100339,NA,,-0.24243021
492,1202_0046_blob_1177,0.527316276,0.758827383,0.406651231,-0.153538895,-0.006436491,0.136142177,0.349156076,0.640208991,NA,,-0.291052915
161,1128_1901_blob_1809,0.526416083,0.385296478,0.099625037,-0.055866485,-0.056949262,0.070018739,0.05873681,0.341372428,NA,,-0.282635618
768,1213_2145_blob_1063,0.526416083,0.385296478,0.099625037,-0.055866485,-0.056949262,0.070018739,0.05873681,0.341372428,NA,,-0.282635618
772,1213_2145_blob_1173,0.526416083,0.385296478,0.099625037,-0.055866485,-0.056949262,0.070018739,0.05873681,0.341372428,NA,,-0.282635618
905,1221_0832_blob_569,0.52564837,0.555585787,0.22151001,0.06258896,0.257360008,0.017240094,0.214632937,0.691213694,5,,-0.476580757
393,1129_1334_blob_1497,0.524676805,0.53995956,0.536826636,-0.413917403,-0.172701071,-0.092276001,0.27827625,0.491998678,NA,,-0.213722428
315,1129_1334_blob_1084,0.524109245,0.717089407,0.402593509,-0.384482725,-0.127708514,0.101197762,0.622491156,0.564076534,NA,,0.058414622
303,1129_1334_blob_1034,0.523974978,0.463560835,0.033142404,0.005753598,0.389275037,-0.06602127,0.109111676,0.537376404,NA,,-0.428264727
341,1129_1334_blob_1177,0.523853971,0.529538699,-0.024130087,-0.031975955,0.30202297,-0.140483042,0.086601494,0.694044089,NA,,-0.607442596
596,1202_1412_blob_1219,0.523196791,0.831439538,0.362426758,-0.167557165,0.041870628,0.027277064,0.317894776,0.841574624,NA,2a,-0.523679847
996,1221_0832_blob_811,0.523072886,0.532580649,0.148098511,0.103949852,0.070957909,0.075175265,0.343758525,0.581202156,NA,,-0.237443631
121,1128_1901_blob_1451,0.522597248,0.673386355,0.247460875,-0.070984191,0.242506857,-0.024411049,0.089746843,0.692936374,NA,,-0.60318953
697,1202_1412_blob_642,0.522145022,0.685567234,0.773598632,-0.271863384,-0.057156745,0.171322108,0.518018788,0.432168282,3,,0.085850506
419,1129_1334_blob_1750,0.521872805,0.564408227,-0.014797999,-0.085851019,0.201927575,-0.148071275,0.159933387,0.761909889,NA,,-0.601976502
301,1129_1334_blob_1020,0.52147365,0.793324771,0.693302608,-0.34833436,-0.098058616,-0.002170896,0.686453861,0.622691002,NA,,0.06376286
839,1221_0832_blob_1084,0.521190623,0.814535551,0.602510595,-0.302829968,-0.039225855,-0.026597579,0.40309754,0.814716757,2,2a,-0.411619217
47,1128_1901_blob_1147,0.519859884,0.402641162,0.081258599,0.167052236,0.207372884,-0.056774381,0.307587615,0.504330617,NA,,-0.196743002
578,1202_1412_blob_1087,0.519681251,0.708114168,0.407864392,-0.048536919,0.074378328,-0.075687654,0.343722831,0.803561097,NA,2a,-0.459838266
1001,1221_0832_blob_820,0.518726258,0.873037285,0.47295575,-0.151648424,0.055675216,0.063156495,0.559228657,0.765567634,2,2a,-0.206338977
463,1129_1334_blob_928,0.517764612,0.908745301,0.59212704,-0.256007884,0.003246038,0.067523579,0.531227662,0.828722575,NA,2a,-0.297494914
937,1221_0832_blob_681,0.517722504,0.857037411,0.580690044,-0.138363733,0.039720513,0.102197319,0.496622398,0.704512584,NA,,-0.207890186
209,1128_1901_blob_797,0.516547997,0.859557484,0.658617664,-0.270555772,0.053220985,0.004617689,0.463174031,0.805634485,NA,2a,-0.342460454
1016,1221_0832_blob_855,0.515526549,0.916145276,0.608310034,-0.253615494,-0.017884724,0.097510237,0.606866644,0.73074683,NA,,-0.123880186
970,1221_0832_blob_748,0.514780516,0.87839602,0.562741366,-0.176145763,0.112747144,-0.005628222,0.411789969,0.892037402,NA,2a,-0.480247433
762,1213_2145_blob_1004,0.514457843,0.510706988,0.167529949,0.010465287,-0.073075709,0.139814256,0.111732967,0.402615056,NA,,-0.29088209
337,1129_1334_blob_1154,0.513671253,0.759776695,0.4192812,-0.279952709,-0.054941389,-0.053298945,0.347398222,0.848904122,NA,2a,-0.5015059
974,1221_0832_blob_759,0.513121168,0.830714697,0.440649885,-0.12638186,0.095757378,0.011846106,0.335691946,0.840857577,2,2a,-0.505165632
356,1129_1334_blob_1271,0.511991433,0.756877998,0.668288979,-0.302802437,-0.142155374,-0.10337894,0.474440302,0.74323476,NA,,-0.268794458
1083,1221_0832_blob_994,0.51187867,0.519457752,0.095406551,-0.024224305,-0.028482867,0.05347265,0.410779107,0.566394871,NA,,-0.155615764
407,1129_1334_blob_1602,0.511693845,0.807808504,0.467744945,-0.294346329,0.064999431,-0.080965864,0.346700066,0.877433242,NA,2a,-0.530733177
8,1128_1901_blob_1043,0.510277945,0.622867299,0.7627173,-0.471544272,-0.223356187,-0.020779872,0.485289182,0.431906358,NA,,0.053382824
494,1202_0046_blob_1218,0.506965062,0.873822674,0.668635158,-0.181073784,-0.068499269,0.150161491,0.651784994,0.670904687,NA,,-0.019119694
580,1202_1412_blob_1098,0.505947218,0.816616476,0.467236139,-0.122034503,-0.019301014,-0.013374145,0.57662829,0.832238691,NA,2a,-0.255610401
1079,1221_0832_blob_987,0.504228419,0.562806214,0.087690239,0.164349443,0.234424065,0.040225703,0.082643608,0.572982136,NA,,-0.490338528
601,1202_1412_blob_1255,0.50376763,0.789352979,0.433946074,-0.288174759,-0.005757448,-0.100073085,0.253212353,0.895203634,NA,2a,-0.641991281
454,1129_1334_blob_833,0.503166125,0.469985401,0.224125625,-0.068702106,0.059186272,-0.171706351,0.251604735,0.534043547,NA,,-0.282438811
621,1202_1412_blob_1395,0.501829318,0.852835054,0.570743778,-0.160678216,0.058078581,0.144625515,0.436424412,0.730522451,NA,,-0.294098039
157,1128_1901_blob_1732,0.501718048,-0.053386292,0.092443647,-0.055155291,-0.00909078,0.007078877,-0.129934165,-0.055955149,NA,,-0.073979016
1026,1221_0832_blob_876,0.500636615,0.870019435,0.754458784,-0.212161142,-0.021688246,0.172627781,0.52829028,0.675024965,6,,-0.146734685
919,1221_0832_blob_642,0.500539032,0.86438844,0.579511655,-0.148148134,0.045353199,0.058314233,0.503548727,0.712518366,6,,-0.208969639
336,1129_1334_blob_1150,0.500435385,0.843098312,0.33254409,-0.02541742,0.193416045,0.066109067,0.522576452,0.770478959,NA,,-0.247902507
490,1202_0046_blob_1142,0.49989606,0.793689353,0.590507868,-0.324627178,-0.011165433,0.129610812,0.544471063,0.688939954,NA,,-0.144468891
761,1213_2145_blob_1000,0.49861549,0.58927741,0.266519857,0.029870743,0.172393455,0.173267675,0.143862486,0.437257642,NA,,-0.293395157
576,1202_1412_blob_1073,0.497758194,0.784959696,0.440214381,-0.330511915,-0.097448876,0.001732409,0.605691938,0.731723326,NA,,-0.126031388
582,1202_1412_blob_1120,0.49742114,0.694672248,0.442577614,-0.188189715,-0.062511158,0.076308673,0.490640207,0.66655866,NA,,-0.175918453
935,1221_0832_blob_676,0.497121261,0.724261795,0.30227537,-0.20159503,0.057821003,-0.028056678,0.274684791,0.857068543,NA,2a,-0.582383752
32,1128_1901_blob_1110,0.493925919,0.044927551,0.263638388,-0.109926463,-0.043316316,-0.040770085,-0.012572541,0.059091376,NA,,-0.071663917
410,1129_1334_blob_1651,0.493172169,0.675281607,0.352125728,-0.089720413,-0.095377626,0.225465364,0.338947438,0.505056141,NA,,-0.166108703
395,1129_1334_blob_1503,0.491932603,0.861440179,0.64135763,-0.25902959,-0.057808312,0.093378557,0.488737643,0.763065392,NA,,-0.27432775
722,1202_1412_blob_888,0.490473909,0.836509454,0.780943931,-0.21033508,-0.043869235,0.159434612,0.630525227,0.735497285,NA,,-0.104972057
728,1202_1412_blob_920,0.489436591,0.786650032,0.410232011,-0.306510192,-0.025038219,-0.015337222,0.556447293,0.751197519,NA,,-0.194750226
593,1202_1412_blob_1196,0.4894139,0.873119167,0.812026317,-0.120624961,0.028485942,0.288059534,0.764794089,0.664832755,NA,,0.099961335
829,1221_0832_blob_1036,0.488297042,0.847271935,0.705519866,-0.164864185,0.009455228,0.030040896,0.664232714,0.731477848,NA,,-0.067245133
176,1128_1901_blob_639,0.486031169,0.360365187,0.530878099,-0.453334273,-0.337372199,0.053898979,0.51987591,0.15332638,NA,,0.36654953
7,1128_1901_blob_1034,0.484439734,0.679309806,0.650228537,-0.260405345,0.019801733,-0.061386455,0.296284222,0.645254659,NA,,-0.348970437
469,1129_1334_blob_965,0.482802533,0.619960223,0.465769589,-0.258195542,-0.003396554,-0.000562744,0.312443479,0.596427886,NA,,-0.283984407
910,1221_0832_blob_579,0.482304182,0.728676418,0.43396609,-0.23878527,0.04088633,-0.088554572,0.273639975,0.660472404,2,2a,-0.386832429
520,1202_0046_blob_1551,0.481836847,0.449656138,-0.040111315,-0.060040734,0.212361177,-0.17831348,0.071967592,0.660451901,NA,,-0.58848431
949,1221_0832_blob_706,0.481761296,0.84725335,0.623111129,-0.225581921,0.020364314,0.059583353,0.416044829,0.802355527,2,2a,-0.386310697
386,1129_1334_blob_1456,0.481378385,0.854422787,0.605847883,-0.250858604,-0.009859958,0.071096042,0.439038626,0.794441526,NA,,-0.3554029
575,1202_1412_blob_1067,0.480141064,0.867674413,0.674202996,-0.185691819,-0.041744954,0.213886023,0.543246993,0.63919525,NA,,-0.095948257
36,1128_1901_blob_1117,0.480064039,0.792873976,0.6115942,-0.532525557,-0.210686196,-0.15247862,0.532044519,0.662772433,NA,,-0.130727914
85,1128_1901_blob_1279,0.479773387,0.550349244,0.270681029,-0.005615054,0.062036706,0.177260578,0.120962835,0.415035036,NA,,-0.294072201
718,1202_1412_blob_863,0.479754948,0.810593493,0.544143278,-0.25692525,-0.113244589,0.049847246,0.355606882,0.769424453,NA,,-0.413817571
826,1221_0832_blob_1029,0.479634276,0.225323209,0.090965805,0.262151896,0.281155165,0.189881424,0.01084266,0.182088096,NA,,-0.171245436
392,1129_1334_blob_1496,0.477213116,0.811674711,0.398233304,-0.317107334,-0.0320742,-0.010435295,0.411918525,0.794019122,NA,,-0.382100596
560,1202_0046_blob_969,0.47630687,0.51392859,0.30183019,-0.1029725,0.058510775,0.127467203,0.366051336,0.442552518,NA,,-0.076501182
888,1221_0832_blob_25,0.475409021,0.754267799,0.831843375,-0.052956568,-0.031102823,0.192179304,0.63103197,0.557770262,3,,0.073261707
813,1213_2145_blob_956,0.475030743,0.433518384,0.161097682,-0.036653116,-0.068675156,0.118875214,0.057473125,0.318351267,NA,,-0.260878142
399,1129_1334_blob_1531,0.474179964,0.678156552,0.676495544,-0.511189742,-0.226428764,-0.086815067,0.423273229,0.586780709,NA,,-0.16350748
79,1128_1901_blob_1253,0.473813601,-0.069310418,0.073941553,0.057963288,-0.023508679,0.032999364,-0.128425967,-0.060738432,NA,,-0.067687535
953,1221_0832_blob_713,0.471153726,0.776272903,0.616625554,-0.363384313,-0.20347976,0.122164585,0.72436077,0.639848928,2,2b,0.084511842
531,1202_0046_blob_1718,0.469278337,0.505855244,0.546394054,-0.48929221,-0.340070018,0.030890787,0.501581423,0.305705728,NA,,0.195875695
416,1129_1334_blob_1683,0.468796634,0.606749234,0.598742352,-0.273674269,-0.049064886,0.129898929,0.496288776,0.477171907,NA,,0.019116869
