"","Compound.Name","IS_index1","IS_index2","IS_index3","IS_appropriate1","IS_appropriate2","IS_appropriate3","AMS1_PMF_1r2","AMS1_PMF_2r2","AMS1_PMF_3r2","AMS1_PMF_4r2","AMS1_PMF_5r2","AMS1_PMF_6r2","AMS2_PMF_1r2","AMS2_PMF_2r2","AMS2_PMF_3r2","AMS2_PMF_4r2","AMS2_PMF_5r2","AMS2_PMF_6r2","cumsum_ISnormnorm","cumsum_ISrawnorm1","cumsum_ISrawnorm2","BlobID","Library.Name","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Library.Molecular.Weight_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","Library.Reverse.Match.Factor_chamber","Library.RI_chamber"
"228","1128_1901_blob_854",11,26,12,"dC14","pentaerythritol-C13","dC16",0.305051792559709,0.619038588661307,-0.165166911391972,0.176625069808086,0.0631260708606331,0.466875128375038,0.00515139602882449,-0.220074943005644,0.121586730147399,0.883306391143813,0.864871009161215,0.845153458979503,0.000132355143167167,0.000293147691685732,0.000109762658930983,854,"amz_lib_1128_1901","C23",828,836,2340.322581,2341,"Eicosane, 7-hexyl-",814,816,NA,"C26H54",366,"bcp_ox_L_blob_1289",61,484,2265
"229","1128_1901_blob_859",1,7,25,"4-methoxy-benzaldehyde","d-C6diacid","methoxyphenol-d3",0.527903181830606,0.701977810409616,0.285023014049029,0.0686986157484246,0.184470293109436,-0.111631810547965,NA,NA,NA,NA,NA,NA,3.83850090786713e-05,0.00029684653390033,2.06934657445112e-06,859,"amz_lib_1128_1901","C7 acid",383,472,1727.272727,NA,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",564,598,NA,"C12H10ClN3S",263,"apin_ox_L_blob_525",856,866,1732
"230","1128_1901_blob_860",25,11,4,"methoxyphenol-d3","dC14","d-C10 acid, TMS",0.394976494208478,0.273637877336558,-0.0326695086705576,0.172705632824759,0.0839526069688635,-0.0274405653623424,NA,NA,NA,NA,NA,NA,4.63208167081814e-05,0.000375989838056473,NA,860,"amz_lib_1128_1901","C7 acid",406,476,1865.771812,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",650,662,NA,"C13H26BNO6Si",331,"limonox_S_blob_649",589,623,1868
"231","1128_1901_blob_868",11,26,12,"dC14","pentaerythritol-C13","dC16",-0.17997655086154,0.7516137439213,0.550477382125127,0.492868823120485,0.637548741019354,0.288925844027521,NA,NA,NA,NA,NA,NA,2.04144874132458e-05,0.000165706055332925,NA,868,"amz_lib_1128_1901","cis-Vaccenic Acid, TMS",399,401,2262.903226,2259,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",627,655,NA,"C12H10ClN3S",263,"bcp_ox_L_blob_18",352,504,NA
"232","1128_1901_blob_869",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22270640033233e-06,1.80418886992644e-05,NA,869,"amz_lib_1128_1901","beta-caryophyllonic acid, TMS",440,488,1924.832215,1931,"N-Acetyltyrosine, 2TMS derivative",673,701,NA,"C17H29NO4Si2",367,"limonox_S_blob_847",455,508,1925
"233","1128_1901_blob_870",11,26,12,"dC14","pentaerythritol-C13","dC16",0.159327819073641,0.439753272980384,-0.164240503725964,0.0985990128906326,0.0990768936201274,-0.0801041175256383,0.559852953189064,0.323407882847112,-0.0635491794719384,0.184403515637387,0.843763953096021,0.700388946996562,2.95144654108422e-05,0.000200499911948203,5.48980729637515e-06,870,"amz_lib_1128_1901","C16 Acid",492,580,2091.176471,2078,"1-Heptadecanol, TMS derivative",843,855,2054,"C20H44OSi",328,"apin_ox_S_blob_557",460,499,2078
"234","1128_1901_blob_871",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40857121621522e-06,1.143348716868e-05,NA,871,"amz_lib_1128_1901","C7 acid",455,479,2362.903226,NA,"10-Pentadecen-1-ol, (Z)-, TMS derivative",781,826,NA,"C18H38OSi",298,"apin_ox_S_blob_751",504,555,NA
"235","1128_1901_blob_878",11,26,12,"dC14","pentaerythritol-C13","dC16",0.661261783349665,0.501158567420291,-0.306175054383781,0.0867918422261504,0.0298914558628055,-0.0948824678126928,NA,NA,NA,NA,NA,NA,3.00259391862245e-05,0.000243722991398121,NA,878,"amz_lib_1128_1901","beta-caryophyllonic acid, TMS",584,589,1936.912752,1931,"a-D-Mannofuranoside, 1-O-decyl-",637,665,NA,"C16H32O6",320,"apin_ox_S_blob_751",506,566,NA
"236","1128_1901_blob_879",25,11,4,"methoxyphenol-d3","dC14","d-C10 acid, TMS",0.792223153232919,0.815730592513794,-0.107993469627037,0.467585241979892,0.29748903785466,0.104207470339724,NA,NA,NA,NA,NA,NA,6.48068985038468e-06,5.26042868089152e-05,NA,879,"amz_lib_1128_1901","C7 acid",451,472,1359.74242,NA,"Citronellol, TMS derivative",711,715,1308,"C13H28OSi",228,"apin_ox_S_blob_581",876,879,1354
"237","1128_1901_blob_880",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19785749289462e-06,1.78401880957919e-05,NA,880,"amz_lib_1128_1901","squalene",486,846,2828.282828,2868,"Docosa-2,6,10,14,18-pentaen-22-al, 2,6,10,15,18-pentamethyl-, all-trans",793,804,NA,"C27H44O",384,"apin_ox_S_blob_592",304,334,NA
"238","1128_1901_blob_883",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97608798287857e-06,1.60400669389887e-05,NA,883,"amz_lib_1128_1901","C7 acid",468,555,2333.870968,NA,"2-Oxooctanoic acid, TMS derivative",648,780,NA,"C11H22O3Si",230,"limonox_S_blob_687",483,584,NA
"239","1128_1901_blob_889",25,7,4,"methoxyphenol-d3","d-C6diacid","d-C10 acid, TMS",0.49941963556802,0.133567194198486,0.0201855279236726,0.316811345530039,0.121583858575175,0.0766702824366819,NA,NA,NA,NA,NA,NA,7.28630031947023e-05,0.000510665863204644,1.13486214372088e-05,889,"amz_lib_1128_1901","beta-caryophyllonic acid, TMS",480,670,1908.724832,1931,"4-Hexenoic acid, 4-methyl-6-(fluorodimethylsilyl)-6-trimethylsilyl-",629,649,NA,"C12H25FO2Si2",276,"bcp_ox_L_blob_23",565,628,1891
"240","1128_1901_blob_895",11,26,12,"dC14","pentaerythritol-C13","dC16",0.641222336716621,0.586350946904403,0.174753796269454,0.148464213323651,0.31403496964955,-0.167207666712636,NA,NA,NA,NA,NA,NA,2.36237193385881e-05,0.000118216514382003,1.03327661783533e-05,895,"amz_lib_1128_1901","C7 acid",502,570,2150,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,681,NA,"C13H26BNO6Si",331,"limonox_S_blob_687",510,604,NA
"241","1128_1901_blob_896",11,26,12,"dC14","pentaerythritol-C13","dC16",0.789577050316391,0.615616859956298,0.477302530483573,0.371949739251159,0.692538929896961,0.458508406631208,0.708596985933886,0.402568480053367,-0.00782808752287058,0.120484225585328,0.255035543006614,-0.04903740192032,0.00026583149810893,0.000365621865002738,0.000251810249538999,896,"amz_lib_1128_1901","C7 acid",394,521,1793.939394,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",622,641,NA,"C16H37BO6Si3",420,"myrc_ox_L_blob_727",582,682,1774
"242","1128_1901_blob_897",11,26,12,"dC14","pentaerythritol-C13","dC16",0.0709621685983236,0.123546947435056,-0.0548945366896343,-0.0926441388032627,0.368130285562431,0.333561115473526,NA,NA,NA,NA,NA,NA,3.53538390962588e-05,0.00028696998846588,NA,897,"amz_lib_1128_1901","C7 acid",346,503,2362.903226,NA,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",625,640,NA,"C12H10ClN3S",263,"limonox_S_blob_687",349,511,NA
"243","1128_1901_blob_900",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77516662810706e-06,2.67554543371152e-05,2.82728860948317e-06,900,"amz_lib_1128_1901","C7 acid",580,675,2141.176471,NA,"9-Tetradecenoic acid, (E)-, TMS derivative",660,757,NA,"C17H34O2Si",298,"limonox_S_blob_687",524,618,NA
"244","1128_1901_blob_901",11,25,26,"dC14","methoxyphenol-d3","pentaerythritol-C13",0.51473250166619,0.808928712637082,0.524820467616877,0.163558537708153,0.69721711174909,0.295966335982159,NA,NA,NA,NA,NA,NA,3.46711609982496e-05,0.000216770064813485,9.08498395350142e-06,901,"amz_lib_1128_1901","C7 acid",458,527,1582.608696,NA,"cis-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",602,621,NA,"C14H28O4Si2",316,"apin_ox_L_blob_556",776,796,1582
"245","1128_1901_blob_903",11,26,12,"dC14","pentaerythritol-C13","dC16",0.401691422511032,0.417092480472145,0.334753344050025,-0.044058774133806,0.184329478045887,-0.0583192661443794,0.758376240354445,0.562221281286854,0.0657437241014594,0.268827890053435,0.336874403996578,-0.0728944688734822,4.12955759467528e-05,0.000127413403202639,2.91954153817347e-05,903,"amz_lib_1128_1901","pinonic acid",577,594,1547.826087,1550,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",655,673,NA,"C15H30O4Si",302,"myrc_ox_L_blob_609",650,669,1543
"246","1128_1901_blob_906",11,26,25,"dC14","pentaerythritol-C13","methoxyphenol-d3",0.681533963343444,0.0590121596851059,0.446524950069865,-0.00504996026765679,0.370991040715536,-0.176598235831998,0.252214482960804,0.502430363995603,-0.168773037646768,-0.266904093330935,-0.164064628540208,-0.378137081817677,0.000212019788091861,0.000372381818766444,0.000189487794641431,906,"amz_lib_1128_1901","levoglucosan",473,537,1734.545455,1726,"3-Hydroxyhex-2-enedioic acid, trimethylsilyl ether, bis(trimethylsilyl) ester",644,651,NA,"C15H32O5Si3",376,"apin_ox_L_blob_553",592,648,1726
"247","1128_1901_blob_911",25,11,4,"methoxyphenol-d3","dC14","d-C10 acid, TMS",0.698211782580455,0.60198111637637,0.378723475981607,0.161191240687958,0.453549877160994,0.19853930369968,0.823192353630748,0.823421949969578,-0.162430412077984,-0.114377987619494,0.700449410312164,-0.0727831627739171,5.36125959239521e-05,0.000248454967205948,2.62358720503258e-05,911,"amz_lib_1128_1901","C7 acid",476,533,1509.782609,NA,"Cyclohexanemethanol, 1,6-dimethyl-2-[(2-trimethylsilyl)ethoxymethoxy]-, [1R-(1a,2a,6ﬂ)-",642,653,NA,"C15H32O3Si",288,"limonox_S_blob_707",618,626,1515
"248","1128_1901_blob_912",1,25,7,"4-methoxy-benzaldehyde","methoxyphenol-d3","d-C6diacid",0.534365838249372,0.631046825551285,0.0824738647706504,0.0297902380686458,0.0688076405909056,-0.0530298618817002,NA,NA,NA,NA,NA,NA,2.34675728476248e-05,0.000181276131744567,1.29436014552875e-06,912,"amz_lib_1128_1901","C7 acid",370,376,1408.695652,NA,"1,2,4,5-Tetrazine, 1,4-diethylhexahydro-",600,785,NA,"C6H16N4",144,"bcp_ox_L_blob_614",416,460,1418
"249","1128_1901_blob_917",11,26,12,"dC14","pentaerythritol-C13","dC16",0.163401110397916,0.232303407120704,-0.257162531812929,-0.0147001642964044,-0.0129158156078404,-0.030505222197232,-0.116357119901711,-0.42615606810578,0.188278089666407,0.733517416309402,0.859614153039872,0.757765893873089,0.000336121151770205,0.000164142791860161,0.000360285321198641,917,"amz_lib_1128_1901","C7 acid",592,664,2580.869565,NA,"Heneicosanoic acid, TMS derivative",752,765,2534,"C24H50O2Si",398,"limonox_S_blob_687",543,614,NA
"250","1128_1901_blob_919",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10756050844946e-06,1.71072401261476e-05,NA,919,"amz_lib_1128_1901","C7 acid",540,617,2329.032258,NA,"11,14-Eicosadienoic acid, TMS derivative",669,730,NA,"C23H44O2Si",380,"apin_ox_S_blob_751",527,617,NA
"251","1128_1901_blob_922",11,26,25,"dC14","pentaerythritol-C13","methoxyphenol-d3",0.247617054625011,0.351777005585336,-0.489823455424902,-0.23288439652109,-0.203271235741866,-0.0924281009429726,NA,NA,NA,NA,NA,NA,2.20933115420616e-05,0.000126018418947006,7.49110284257735e-06,922,"amz_lib_1128_1901","C7 acid",413,501,1888.590604,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",686,726,NA,"C13H26BNO6Si",331,"limonox_S_blob_725",566,619,1893
"252","1128_1901_blob_930",11,26,12,"dC14","pentaerythritol-C13","dC16",0.919424099507044,0.896529307568697,-0.49410273458405,-0.355380607896237,-0.507137847652737,-0.452431187064423,NA,NA,NA,NA,NA,NA,1.5535622739829e-05,0.00012610391381599,NA,930,"amz_lib_1128_1901","C7 acid",573,654,1859.060403,NA,"9-Tetradecenoic acid, (E)-, TMS derivative",773,845,NA,"C17H34O2Si",298,"limonox_S_blob_649",588,625,1868
"253","1128_1901_blob_933",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10223937914597e-06,2.51811294504116e-05,NA,933,"amz_lib_1128_1901","C7 acid",458,594,2894.949495,NA,"Perhydrobenzo[e]isoxazolo[2,3-b][1,2]oxazine-3-carboxamide,4-phenyl-8a-[(1,1,1-trimethylsilyl)oxy]",585,603,NA,"C20H30N2O4Si",390,"limonox_S_blob_687",463,624,NA
"254","1128_1901_blob_941",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48810288788885e-06,2.01961335824188e-05,NA,941,"amz_lib_1128_1901","C14 Diacid",509,527,2314.516129,2317,"D-Homo-24-nor-17-oxachola-20,22-diene-3,7,16-trione, 14,15:21,23-diepoxy-4,4,8-trimethyl-, (5a,13a,14ﬂ,15ﬂ,17aa)-",623,680,NA,"C26H32O6",440,"limonox_S_blob_687",436,584,NA
"255","1128_1901_blob_943",11,26,12,"dC14","pentaerythritol-C13","dC16",0.102248127007137,-0.102089035716546,-0.313104664136256,0.667508943502168,-0.338834555370243,0.797193291713112,0.356973736817263,0.0441671277475163,-0.0604732181314155,0.438523879916115,-0.480583231653897,-0.230653874113527,0.000109414611978646,0.000145063406190861,0.000104405705603948,943,"amz_lib_1128_1901","C7 acid",340,495,1580.434783,NA,"4-tert-Butyl-2,6-diisopropylphenol",781,800,NA,"C16H26O",234,"limonox_S_blob_746",463,489,1576
"256","1128_1901_blob_948",11,25,26,"dC14","methoxyphenol-d3","pentaerythritol-C13",0.487810835217747,0.647880204376913,0.337555225145354,0.139494802176589,0.403858522275188,0.153297524174219,0.075791577073801,0.0318671535022996,0.141233987855158,0.384713085785468,0.539916127505828,0.341692891812365,0.000268526393421893,0.000381297379600484,0.000252681276524298,948,"amz_lib_1128_1901","C7 acid",427,474,1423.913043,NA,"Pentanedioic acid, 2TMS derivative",851,858,1409,"C11H24O4Si2",276,"myrc_ox_L_blob_563",885,891,1421
"257","1128_1901_blob_955",25,4,11,"methoxyphenol-d3","d-C10 acid, TMS","dC14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90013784545565e-06,2.35406548577051e-05,NA,955,"amz_lib_1128_1901","C7 acid",477,604,2317.741935,NA,"Perhydrobenzo[e]isoxazolo[2,3-b][1,2]oxazine-3-carboxamide,4-phenyl-8a-[(1,1,1-trimethylsilyl)oxy]",591,594,NA,"C20H30N2O4Si",390,"limonox_S_blob_687",456,600,NA
"258","1128_1901_blob_956",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2608370555331e-06,NA,1.43799353177516e-06,956,"amz_lib_1128_1901","benzophenone",0,633,2350,1664,"Benzoic acid, tridecyl ester",680,857,2340,"C20H32O2",304,"apin_ox_S_blob_751",367,430,NA
"259","1128_1901_blob_958",11,26,12,"dC14","pentaerythritol-C13","dC16",0.248859810718456,-0.186734163529201,0.465907169009782,0.450911107980988,0.384813593331608,0.0619219279536798,-0.477986149416475,-0.220913223205216,0.246644476552313,0.0610571010173174,0.119208336640607,0.132335402575807,0.000353616937066068,0.00111680351990634,0.000246383853189075,958,"amz_lib_1128_1901","C7 acid",386,449,2151.470588,NA,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",557,596,NA,"C18H34OSi",294,"limonox_S_blob_687",402,489,NA
"260","1128_1901_blob_960",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54314645263127e-06,2.87600080397525e-05,NA,960,"amz_lib_1128_1901","C7 acid",539,617,2755.140187,NA,"Undecanoic acid, 11-fluoro-, trimethylsilyl ester",668,833,NA,"C14H29FO2Si",276,"bcp_ox_L_blob_18",503,580,NA
"261","1128_1901_blob_961",25,4,7,"methoxyphenol-d3","d-C10 acid, TMS","d-C6diacid",0.719633253741095,0.481303168370711,-0.182255794706657,0.467130481666701,0.614243855306561,0.131421757378099,0.0675083391950352,0.546945869212896,0.148130284579926,0.209159617721911,0.0614254430740351,0.14810565569031,0.000128094601410725,0.000278165381260493,0.000107008601099732,961,"amz_lib_1128_1901","C7 acid",393,546,1789.090909,NA,"ﬂ-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic butylboronate",622,636,NA,"C17H37BO6Si2",404,"myrc_ox_L_blob_687",550,581,1796
"262","1128_1901_blob_964",11,26,12,"dC14","pentaerythritol-C13","dC16",0.802835880587351,0.862974859475031,0.0969373366939019,0.131505969397856,0.118928725359083,-0.162007596623562,NA,NA,NA,NA,NA,NA,6.62327534852821e-06,5.37616648986395e-05,NA,964,"amz_lib_1128_1901","C7 acid",535,634,1681.212121,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",659,773,NA,"C15H30O5Si",318,"limonox_S_blob_720",658,678,1675
"263","1128_1901_blob_968",25,4,11,"methoxyphenol-d3","d-C10 acid, TMS","dC14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07828739456062e-06,1.68696278789411e-05,NA,968,"amz_lib_1128_1901","beta-caryophyllonic acid, TMS",535,581,1928.85906,1931,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",643,688,NA,"C11H22B2O6Si",300,"limonox_S_blob_847",549,609,1925
"264","1128_1901_blob_969",11,26,12,"dC14","pentaerythritol-C13","dC16",0.308308326846201,0.402915743649392,-0.316729506229476,-0.192032375001138,0.0100577556923091,-0.316038940930588,NA,NA,NA,NA,NA,NA,8.71916412321823e-06,7.07741646122056e-05,NA,969,"amz_lib_1128_1901","C7 acid",439,496,2025,NA,"Hexadecanoic acid, ethyl ester",703,769,1993,"C18H36O2",284,"limonox_S_blob_687",448,522,NA
"265","1128_1901_blob_978",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73540702092024e-06,1.40864399880631e-05,NA,978,"amz_lib_1128_1901","C7 acid",550,622,2947.474747,NA,"Undecanoic acid, 11-fluoro-, trimethylsilyl ester",686,826,NA,"C14H29FO2Si",276,"bcp_ox_L_blob_18",507,576,NA
"266","1128_1901_blob_990",1,7,25,"4-methoxy-benzaldehyde","d-C6diacid","methoxyphenol-d3",0.82792089364521,0.715816043033891,0.00409490646576682,0.047188694669808,0.256553726236804,0.0939866769232493,-0.181048939954352,-0.112761023066706,0.178415950537965,0.580799901171122,0.728890635584314,0.648271852277583,8.01510724263597e-05,0.000334948737464226,4.43502079968733e-05,990,"amz_lib_1128_1901","C7 acid",513,535,1456.521739,NA,"2-Buten-1-ol, TMS derivative",703,797,NA,"C7H16OSi",144,"apin_ox_L_blob_520",603,624,1451
"267","1128_1901_blob_991",11,26,12,"dC14","pentaerythritol-C13","dC16",0.0333633368368389,0.450321728224241,0.439905883218808,0.22607974992775,0.044314061720186,-0.0969352118156853,0.306050463334442,0.535190823172626,-0.242676281557004,-0.274352263118463,0.22171570420128,-0.433124849566782,0.000149199174805668,0.000297569020959491,0.000128352167644957,991,"amz_lib_1128_1901","C7 acid",498,537,1570.652174,NA,"3,4-Dihydroxy-5-methyl-dihydrofuran-2-one, (D)-, 2TMS derivative",660,728,NA,"C11H24O4Si2",276,"myrc_ox_L_blob_740",662,686,1574
"268","1128_1901_blob_993",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6286753027685e-06,4.43578817073739e-05,1.32745637942144e-06,993,"amz_lib_1128_1901","C25",581,629,2553.043478,2545,"Hexadecanal, 2-methyl-",697,791,NA,"C17H34O",254,"myrc_ox_L_blob_655",0,582,1611
"269","1128_1901_blob_995",12,26,11,"dC16","pentaerythritol-C13","dC14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78898759347452e-06,1.45213578550034e-05,NA,995,"amz_lib_1128_1901","C7 acid",365,408,3186.956522,NA,"1-Hexadecanol, 2-methyl-",687,708,NA,"C17H36O",256,"bcp_ox_L_blob_18",389,439,NA
"270","1128_1901_blob_999",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15243452600594e-06,9.35440481400515e-06,NA,999,"amz_lib_1128_1901","C7 acid",401,431,3047.826087,NA,"Farnesol, (E,E)-, TMS derivative",723,764,NA,"C18H34OSi",294,"limonox_S_blob_687",431,484,NA
"271","1128_1901_fb_add_blob_1",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"amz_lib_1128_1901_fb_add","C16 Acid",951,951,2079.411765,2078,"Palmitic Acid, TMS derivative",881,882,2050,"C19H40O2Si",328,"myrc_ox_L_blob_548",763,774,2075
"272","1128_1901_fb_add_blob_1175",11,26,12,"dC14","pentaerythritol-C13","dC16",-0.107070567842721,0.27639056286209,0.042079661470362,0.0509341302421643,0.179969484482007,0.143250257172613,0.0122041107384388,-0.0659965461954324,0.0467935331715923,0.151595510559297,0.0509341162513923,0.0261336336322395,0.000273612712395918,0.000253819400479077,0.000276393811965414,1175,"amz_lib_1128_1901_fb_add","C9 acid",850,855,1382.012571,1378,"Nonanoic acid, TMS derivative",810,816,1355,"C12H26O2Si",230,"limonox_L_blob_587",865,870,1378
"273","1128_1901_fb_add_blob_43",11,26,12,"dC14","pentaerythritol-C13","dC16",0.462180041593191,0.583975223402647,0.26938367201149,0.407277536502283,0.548620811204639,0.298998930216608,0.581735514433331,0.0159560010505292,-0.0470530515865049,0.024218456933413,0.0230134194165186,0.0671133865125308,0.0032910464013,0.0121993975359445,0.00203936039697861,43,"amz_lib_1128_1901_fb_add","FAME16 (Methyl Palmitate)",952,952,1957.04698,1957,"Hexadecanoic acid, methyl ester",899,904,1926,"C17H34O2",270,"limonox_S_blob_708",390,411,1948
"274","1128_1901_fb_add_blob_46",11,26,12,"dC14","pentaerythritol-C13","dC16",0.232071469240011,0.346863238185806,-0.0116490297615341,-0.0371871812624822,0.0217048591849866,-0.0894120035709628,0.203872772766262,-0.184956482456949,0.137287190052223,0.428344675606319,0.484988285927715,0.444609641797348,0.000779171517258436,0.00175311748702425,0.000642325256834313,46,"amz_lib_1128_1901_fb_add","C17 acid",931,931,2176.470588,2177,"Heptadecanoic acid, TMS derivative",897,912,2146,"C20H42O2Si",342,"bcp_ox_L_blob_18",504,600,NA
"275","1128_1901_fb_add_blob_586",11,26,12,"dC14","pentaerythritol-C13","dC16",0.262489799140511,0.317220059362275,0.203046198505244,0.468885954948015,0.446840711081424,0.235004688439096,0.0433268382978679,-0.366112003146399,0.0649182840058302,0.695703295559735,0.904907445606728,0.763181135497836,0.00503320342478882,0.0021146217018533,0.0054432846889702,586,"amz_lib_1128_1901_fb_add","C24 acid",939,939,2884.848485,2886,"Lignoceric acid, TMS derivative",896,913,2838,"C27H56O2Si",440,"bcp_ox_L_blob_18",513,591,NA
"276","1128_1901_fb_add_blob_591",11,26,12,"dC14","pentaerythritol-C13","dC16",0.4061183868652,0.332605221541351,0.0768835395533307,0.124196698847554,0.389499086564757,-0.0172985082393499,0.407948966162174,0.0709758263785886,0.0598387612895225,-0.0161715730038948,-0.0222337623982727,0.0518986164739139,0.00101038215709382,0.0033668071314152,0.000679287870843603,591,"amz_lib_1128_1901_fb_add","hexadecanol, TMS",920,920,1989.261745,1989,"1-Hexadecanol, TMS derivative",924,930,1958,"C19H42OSi",314,"bcp_ox_L_blob_18",338,437,NA
"277","1128_1901_fb_add_blob_607",11,26,12,"dC14","pentaerythritol-C13","dC16",0.245827437710523,0.231114018611029,0.085828393222031,-0.0146321416492705,0.0681678460050512,-0.13004616937485,-0.0769226136708181,-0.112947874333923,0.0904133751490842,0.101888565097099,0.106533170111346,0.124489076085044,0.000485654039980673,0.00132849721572317,0.000367228644419884,607,"amz_lib_1128_1901_fb_add","octadecanol",899,900,2189.705882,2191,"1-Octadecanol, TMS derivative",901,903,2152,"C21H46OSi",342,"bcp_ox_L_blob_18",357,451,NA
"278","1128_1901_fb_add_blob_619",1,25,7,"4-methoxy-benzaldehyde","methoxyphenol-d3","d-C6diacid",0.155908070680507,0.287672077349332,-0.0568408748075093,-0.0852055021481751,-0.08458829638559,-0.0772137024858244,0.0836975528551672,0.0369067036045597,-0.0264874434328092,0.0257032923601169,-0.0682673701789748,0.0382386695896013,0.00179292926852046,0.00537035134536624,0.00129027629969842,619,"amz_lib_1128_1901_fb_add","DEET",925,925,1600,1600,"Diethyltoluamide",904,906,1571,"C12H17NO",191,"bcp_ox_L_blob_26",351,352,1608
"279","1128_1901_fb_add_blob_633",11,26,12,"dC14","pentaerythritol-C13","dC16",0.310462727945205,0.332907882651092,0.196593761065171,0.485019816782336,0.513720495439419,0.201450954104304,0.00518066529727414,-0.351254369572309,0.0439838377347418,0.734482722953132,0.920267062821872,0.762374203838928,0.00244921718890405,0.00129137816853865,0.00261190171661788,633,"amz_lib_1128_1901_fb_add","C22 acid",879,880,2682.242991,2684,"Behenic acid, TMS derivative",850,853,2644,"C25H52O2Si",412,"limonox_S_blob_687",538,615,NA
"280","1128_1901_fb_add_blob_642",11,25,26,"dC14","methoxyphenol-d3","pentaerythritol-C13",0.752324878679676,0.402861228376092,0.651568276220106,0.214019077356497,0.633378943855917,-0.026899949771616,0.416596482988627,0.437648683873987,-0.0161635582763518,-0.239101648426429,-0.13478651295852,-0.208910702083077,0.0027148919110939,0.00360787195298271,0.00258942193312865,642,"amz_lib_1128_1901_fb_add","pinic acid 1",889,896,1692.121212,1692,"2-Oxooctanoic acid, TMS derivative",635,716,NA,"C11H22O3Si",230,"myrc_ox_L_blob_312",886,891,1689
