"","Compound.Name","IS_index1","IS_index2","IS_index3","IS_appropriate1","IS_appropriate2","IS_appropriate3","AMS1_PMF_1r2","AMS1_PMF_2r2","AMS1_PMF_3r2","AMS1_PMF_4r2","AMS1_PMF_5r2","AMS1_PMF_6r2","AMS2_PMF_1r2","AMS2_PMF_2r2","AMS2_PMF_3r2","AMS2_PMF_4r2","AMS2_PMF_5r2","AMS2_PMF_6r2","cumsum_ISnormnorm","cumsum_ISrawnorm1","cumsum_ISrawnorm2","BlobID","Library.Name","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Library.Molecular.Weight_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","Library.Reverse.Match.Factor_chamber","Library.RI_chamber"
"1","1128_1901_blob_1004",1,7,25,"4-methoxy-benzaldehyde","d-C6diacid","methoxyphenol-d3",0.570424860646701,0.069224365339501,0.438626739836196,0.338970289502272,0.477534429799654,0.0164871859956721,0.15891408214181,0.278248392429405,-0.0558325493701277,-0.146784553279469,0.10166107128425,0.00267519272965836,0.000469453080418016,0.000866024854109764,0.000413731956347317,1004,"amz_lib_1128_1901","2-Ketoglutaric acid, tri-TMS",487,500,1631.515152,1629,"2-propenoic acid, 2-methyl-, 2,3-bis[(trimethylsilyl)oxy]propyl ester",608,738,NA,"C13H28O4Si2",304,"limonox_L_blob_667",828,833,1630
"2","1128_1901_blob_1006",25,11,4,"methoxyphenol-d3","dC14","d-C10 acid, TMS",0.546419336489774,0.838726784172082,0.0862530094809921,0.273226628848119,0.202041688887035,0.0708104470253945,0.0332192806263394,-0.350153785214339,0.424026648880788,0.313371658036933,-0.239868479781084,-0.304013954207707,9.83633130339367e-05,0.000359453105588906,6.1678360423425e-05,1006,"amz_lib_1128_1901","threitol",527,581,1525,1521,"Malic acid, 2TMS derivative",664,706,NA,"C10H22O5Si2",278,"myrc_ox_L_blob_846",628,686,1529
"3","1128_1901_blob_1019",11,26,12,"dC14","pentaerythritol-C13","dC16",0.329565438885129,0.589090593179524,-0.152769905010629,-0.0119878399827527,0.0305910680087616,0.0384644605107529,-0.0870350341523228,0.756603938522535,0.300471754185506,0.0835845248745434,-0.158308717389203,-0.291280124567604,3.34236518678065e-05,0.000115056596107049,2.19536489176043e-05,1019,"amz_lib_1128_1901","C7 acid",527,554,1560.869565,NA,"Tripropylene glycol monomethyl ether, TMS derivative",792,848,NA,"C13H30O4Si",278,"myrc_ox_L_blob_584",558,568,1567
"4","1128_1901_blob_1027",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6530473464191e-06,1.34179198090439e-05,NA,1027,"amz_lib_1128_1901","C27",77,528,2775.700935,2750,"Phthalic acid, hexyl octyl ester",860,880,NA,"C22H34O4",362,"limonox_S_blob_633",270,274,NA
"5","1128_1901_blob_1028",11,26,12,"dC14","pentaerythritol-C13","dC16",0.163935193828385,0.214348464183894,0.213944437037106,0.569534905366501,0.482233697046875,0.487227540153326,-0.141507944058228,-0.418217060872483,0.0407710148176056,0.687541370694487,0.857079863306733,0.70126796654166,0.000926151489847136,0.000367435647072529,0.0010046549963012,1028,"amz_lib_1128_1901","monostearin TMS",458,493,2792.523364,2788,"1-Tetracosanol, TMS derivative",724,745,NA,"C27H58OSi",426,"apin_ox_S_blob_751",393,490,NA
"6","1128_1901_blob_1030",11,26,25,"dC14","pentaerythritol-C13","methoxyphenol-d3",0.389720012978885,0.142180609175327,0.55753589030254,0.0410345149812683,0.424054790088299,-0.0718583969247148,0.128511990484674,0.0783403343788877,0.345619891149992,0.306331071470137,0.582034976843573,0.673614557093643,6.61847278462184e-05,0.0003062270786815,3.24570888652569e-05,1030,"amz_lib_1128_1901","C7 acid",376,520,1967.785235,NA,"ﬂ-N-Acetylneuraminic acid, methyl ester-2-methyl-7,9-methyl-boronate-3,8-di(trimethylsilyl)-",589,593,NA,"C20H40BNO9Si2",505,"bcp_ox_L_blob_678",511,533,1959
"7","1128_1901_blob_1034",11,26,12,"dC14","pentaerythritol-C13","dC16",0.61306011791595,0.570580125950035,0.476400715141772,0.0125693651566384,0.419623884155398,0.0774959767566718,NA,NA,NA,NA,NA,NA,6.16296878270268e-05,0.000484979371562053,2.14607901369204e-06,1034,"amz_lib_1128_1901","C7 acid",484,564,1733.333333,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",699,711,NA,"C13H26BNO6Si",331,"limonox_S_blob_593",598,616,1732
"8","1128_1901_blob_1043",25,7,4,"methoxyphenol-d3","d-C6diacid","d-C10 acid, TMS",0.412332127724039,0.637890837470419,0.377374711042815,0.00108155604077535,0.322955602072787,0.116247662175649,NA,NA,NA,NA,NA,NA,3.2215333749678e-05,0.000261494485207064,NA,1043,"amz_lib_1128_1901","ketopinic acid",532,539,1526.086957,1530,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",594,607,NA,"C11H22B2O6Si",300,"limonox_L_blob_615",770,782,1524
"9","1128_1901_blob_1045",11,26,12,"dC14","pentaerythritol-C13","dC16",0.523769366089149,0.679924216146339,0.1349453694242,0.508542911300283,0.282686071782316,-0.24632696072083,NA,NA,NA,NA,NA,NA,1.07284064527687e-05,5.47217662393432e-05,4.54702991117947e-06,1045,"amz_lib_1128_1901","C7 acid",484,510,2135.294118,NA,"a-D-Mannofuranoside, 1-O-decyl-",650,680,NA,"C16H32O6",320,"apin_ox_S_blob_751",501,556,NA
"10","1128_1901_blob_1050",11,26,12,"dC14","pentaerythritol-C13","dC16",0.0721444679075957,0.387332115248893,-0.304631704271056,-0.218278912633156,-0.216757186698554,-0.167159910538239,NA,NA,NA,NA,NA,NA,1.45798531517317e-05,0.000118345854304389,NA,1050,"amz_lib_1128_1901","C7 acid",347,420,2734.579439,NA,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",557,654,NA,"C16H50O7Si8",578,"limonox_L_blob_543",447,526,NA
"11","1128_1901_blob_1052",25,4,11,"methoxyphenol-d3","d-C10 acid, TMS","dC14",0.528228163011918,0.674469348485926,-0.526654652559635,-0.104421454826582,-0.326803455317345,-0.2319696661129,NA,NA,NA,NA,NA,NA,6.221231570983e-06,5.04982428445086e-05,NA,1052,"amz_lib_1128_1901","C7 acid",322,483,1756.363636,NA,"Phthalic acid, 5-methylhex-2-yl ethyl ester",672,854,NA,"C17H24O4",292,"bcp_ox_L_blob_702",473,480,1761
"12","1128_1901_blob_1056",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77097885977771e-06,1.4375179498328e-05,NA,1056,"amz_lib_1128_1901","C7 acid",486,537,2611.214953,NA,"9,12,15-Octadecatrienoic acid, 2,3-dihydroxypropyl ester, (Z,Z,Z)-",741,760,NA,"C21H36O4",352,"limonox_S_blob_687",474,553,NA
"13","1128_1901_blob_1062",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18910503158683e-06,1.77691436552233e-05,NA,1062,"amz_lib_1128_1901","C7 acid",501,584,2654.205607,NA,"13-Docosenoic acid, (Z)-, TMS derivative",758,769,2609,"C25H50O2Si",410,"apin_ox_S_blob_751",479,596,NA
"14","1128_1901_blob_1066",11,26,12,"dC14","pentaerythritol-C13","dC16",0.687720019690127,0.575654242994834,0.31616145231975,0.261005285734215,0.570582986569337,0.407099473799429,NA,NA,NA,NA,NA,NA,3.62130075752349e-05,0.000293943928914914,NA,1066,"amz_lib_1128_1901","C7 acid",365,494,1663.030303,NA,"3-(2-Methoxyphenoxy)lactic acid, O,O'-bis(trimethylsilyl)-",588,683,NA,"C16H28O5Si2",356,"myrc_ox_L_blob_691",523,689,1677
"15","1128_1901_blob_1073",11,26,12,"dC14","pentaerythritol-C13","dC16",0.435021326603469,0.534211374774968,-0.27972489112934,0.0798574806546242,0.123097496910898,-0.217159067518131,-0.295586493365071,0.983871642294606,-0.61353934185444,-0.92230937605292,0.570412895852798,-0.0642454596775776,2.31894528633279e-05,0.000147249151559593,5.75819244134621e-06,1073,"amz_lib_1128_1901","C7 acid",466,540,1536.956522,NA,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",633,654,NA,"C13H29BO5Si2",332,"myrc_ox_L_blob_609",662,680,1543
"16","1128_1901_blob_1075",11,26,12,"dC14","pentaerythritol-C13","dC16",0.660882923079314,0.445676976446563,0.579048294501174,0.241672933692111,0.64529593844035,0.294587114523275,NA,NA,NA,NA,NA,NA,1.43969348273898e-05,0.000116861091382782,NA,1075,"amz_lib_1128_1901","C7 acid",519,584,1671.515152,NA,"Tripropylene glycol monomethyl ether, TMS derivative",597,741,NA,"C13H30O4Si",278,"myrc_ox_L_blob_631",625,680,1676
"17","1128_1901_blob_1076",1,7,25,"4-methoxy-benzaldehyde","d-C6diacid","methoxyphenol-d3",-0.0498688541980487,0.362414466174659,-0.437159639976682,0.0405718971300416,-0.222238984340578,-0.0896886691232973,-0.0654189530359658,0.0938132120708665,0.267064293446084,0.393984049592779,0.376513734750607,0.395251764923285,7.93798048041268e-05,5.4737364945156e-05,8.28422409629184e-05,1076,"amz_lib_1128_1901","pinonic acid",421,425,1545.652174,1550,"Propanamide, N,N-diisopropyl-3-trimethylsilyl-",602,653,NA,"C12H27NOSi",229,"myrc_ox_L_blob_609",474,534,1543
"18","1128_1901_blob_1079",11,26,12,"dC14","pentaerythritol-C13","dC16",0.756935739398452,0.393801564229628,0.408304031117674,0.357247918322325,0.60781410770951,0.0289550580359257,0.0516116131876298,0.408655590985874,0.0190522004518128,-0.170388629038209,0.117496287295027,-0.149696472154633,0.000402264888521814,0.00067412218117469,0.000364067026398602,1079,"amz_lib_1128_1901","C7 acid",380,500,1863.087248,NA,"Silane, trimethyl[[3-methyl-6-(1-methylethyl)-1-cyclohexen-1-yl]oxy]-",594,625,NA,"C13H26OSi",226,"limonox_S_blob_659",563,585,1861
"19","1128_1901_blob_1081",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44326946430321e-06,1.17151356715904e-05,NA,1081,"amz_lib_1128_1901","C7 acid",451,544,2358.064516,NA,"D-Homo-24-nor-17-oxachola-20,22-diene-3,7,16-trione, 14,15:21,23-diepoxy-4,4,8-trimethyl-, (5a,13a,14ﬂ,15ﬂ,17aa)-",609,668,NA,"C26H32O6",440,"limonox_S_blob_687",442,593,NA
"20","1128_1901_blob_1082",25,11,4,"methoxyphenol-d3","dC14","d-C10 acid, TMS",0.706583380011508,0.402429740292261,0.529497255214112,0.130763414446475,0.210507541284722,-0.0244735289717568,NA,NA,NA,NA,NA,NA,1.95060201127831e-05,0.000119359562098952,5.4758949979411e-06,1082,"amz_lib_1128_1901","mannosan",493,526,1703.030303,1706,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",638,650,NA,"C13H26BNO6Si",331,"limonox_S_blob_648",615,634,1709
"21","1128_1901_blob_1085",11,26,12,"dC14","pentaerythritol-C13","dC16",0.495488115626064,0.812032746355755,0.186979549038819,0.0969997859789176,0.362614752561152,0.157310560367944,0.808684027812478,0.967628060277073,-0.214566192439441,0.455018768368674,0.849107985727478,-0.534748593431392,3.12437329088646e-05,0.000157604478477116,1.34891592135935e-05,1085,"amz_lib_1128_1901","C7 acid",409,547,1740.606061,NA,"{Sulfanediylbis[(4-chlorobenzene-2,1-diyl)oxy]}bis(trimethylsilane)",593,612,NA,"C18H24Cl2O2SSi2",430,"limonox_S_blob_593",488,592,1732
"22","1128_1901_blob_1087",11,26,12,"dC14","pentaerythritol-C13","dC16",0.170014780919698,0.113573579016885,-0.439029633419815,-0.180274426316107,-0.279452814478117,-0.18098350853262,NA,NA,NA,NA,NA,NA,2.29781710493107e-05,0.000171386351414637,2.12577766220409e-06,1087,"amz_lib_1128_1901","C7 acid",429,451,1907.38255,NA,"2-Hexyldecanol, TMS derivative",617,723,NA,"C19H42OSi",314,"limonox_S_blob_725",471,521,1893
"23","1128_1901_blob_1091",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47815307441071e-05,1.22045878213884e-05,1.51436093534424e-05,1091,"amz_lib_1128_1901","C27",48,524,2700.934579,2750,"8-Octadecenal",576,580,NA,"C18H34O",266,"apin_ox_S_blob_751",323,372,NA
"24","1128_1901_blob_1093",11,26,12,"dC14","pentaerythritol-C13","dC16",0.620132494074368,0.429492521166652,0.463578739304816,0.436034711297258,0.745901159125229,0.120604473038795,0.449377940117845,0.628473541899882,-0.00897928053166875,-0.00771012943155653,0.550617366949509,0.123848470128003,0.000205148618839144,0.000863830863610165,0.000112599129644836,1093,"amz_lib_1128_1901","C7 acid",417,520,1753.939394,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",656,670,NA,"C16H37BO6Si3",420,"myrc_ox_L_blob_694",649,705,1746
"25","1128_1901_blob_1095",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19306249581033e-06,9.68418535055208e-06,NA,1095,"amz_lib_1128_1901","eicosanol, TMS",428,757,2353.225806,2390,"18-Methyl-nonadecanol, trimethylsilyl ether",797,836,NA,"C23H50OSi",370,"apin_ox_S_blob_751",416,457,NA
"26","1128_1901_blob_1098",11,25,26,"dC14","methoxyphenol-d3","pentaerythritol-C13",0.575479485565056,0.351457977912989,0.412763991138834,0.506452868257146,0.66306784069692,0.113244946381079,0.13483966561052,-0.0674136441586124,0.480719154141222,0.293016076563461,0.101554454393553,0.0601974641383825,6.57079634390903e-05,0.000244261023421615,4.06200023977114e-05,1098,"amz_lib_1128_1901","vanillin",327,332,1563.043478,1558,"2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-4,4,7a-trimethyl-, (R)-",761,825,1532,"C11H16O2",180,"bcp_ox_L_blob_631",557,557,1571
"27","1128_1901_blob_1101",11,26,12,"dC14","pentaerythritol-C13","dC16",0.796182838549873,0.475676546976642,-0.578342573059704,-0.041347904933405,-0.109736491691541,-0.132558794123413,NA,NA,NA,NA,NA,NA,1.19489133610687e-05,9.69903019604038e-05,NA,1101,"amz_lib_1128_1901","C7 acid",454,515,2366.129032,NA,"2-Hydroxyethyl palmitate, TMS derivative",759,804,NA,"C21H44O3Si",372,"limonox_S_blob_687",441,531,NA
"28","1128_1901_blob_1103",11,26,12,"dC14","pentaerythritol-C13","dC16",0.674791689503029,0.60281351353166,-0.197786352824483,0.386829769757052,0.255840563696758,0.262022143074158,NA,NA,NA,NA,NA,NA,3.91610492477963e-05,0.000317873423034871,NA,1103,"amz_lib_1128_1901","C7 acid",410,502,1893.959732,NA,"1-Oxacyclotetradec-5-yn-2-one, 8-(t-butyldimethylsilyloxy)-14-[4-(t-butyldimethylsilyloxy)butyl]-",533,575,NA,"C29H56O4Si2",524,"limonox_L_blob_564",546,599,1893
"29","1128_1901_blob_1105",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75819553983343e-06,1.42714162502412e-05,NA,1105,"amz_lib_1128_1901","C7 acid",356,472,1883.221477,NA,"a-D-Allopyranose, 5TMS derivative",703,785,1814,"C21H52O6Si5",540,"limonox_S_blob_725",532,580,1893
"30","1128_1901_blob_1106",11,26,12,"dC14","pentaerythritol-C13","dC16",0.722647151005204,0.658665614409744,-0.368272158395351,0.0451668842432617,-0.0203296570898606,-0.106634641471369,NA,NA,NA,NA,NA,NA,1.29748633059137e-05,0.000105318021137864,NA,1106,"amz_lib_1128_1901","C7 acid",468,536,2220.967742,NA,"Hexadecanoic acid, butyl ester",716,758,2188,"C20H40O2",312,"apin_ox_S_blob_751",454,563,NA
"31","1128_1901_blob_1109",25,7,1,"methoxyphenol-d3","d-C6diacid","4-methoxy-benzaldehyde",0.442769852641357,0.198454953616603,0.171475506156043,0.316178714846499,0.453152545343705,0.0714204474723182,NA,NA,NA,NA,NA,NA,6.36424870283034e-05,0.000499075326490177,2.46110983081579e-06,1109,"amz_lib_1128_1901","farnesol",542,632,1824.161074,1832,"2-Cyclohexene-1-carboxylic acid, 2-(7-hydroxy-3-methyl-1,3-octadienyl)-1,3-dimethyl-4-oxo-, methyl ester, [R-[R*,S*-(E,E)]]-",661,687,NA,"C19H28O4",320,"bcp_ox_L_blob_628",579,597,1821
"32","1128_1901_blob_1110",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32610423225026e-06,3.51153400413146e-05,NA,1110,"amz_lib_1128_1901","bisabolol",432,466,1764.848485,1770,"ﬂ-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic butylboronate",564,574,NA,"C17H37BO6Si2",404,"myrc_ox_L_blob_814",511,603,1760
"33","1128_1901_blob_1112",1,25,7,"4-methoxy-benzaldehyde","methoxyphenol-d3","d-C6diacid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.31157230074101e-07,5.9348627262184e-06,NA,1112,"amz_lib_1128_1901","C7 acid",538,546,1311.775943,NA,"Propanoic acid, pentamethyldisilanyl ester",670,724,NA,"C8H20O2Si2",204,"apin_ox_L_blob_550",531,564,1307
"34","1128_1901_blob_1113",11,26,12,"dC14","pentaerythritol-C13","dC16",0.0760000612199095,0.309588526562314,-0.00923384092959232,0.45464835050144,-0.0333880225865031,0.333280927347732,0.518060032424214,0.399102992259104,-0.198662831210284,0.00169076581433098,-0.0106358228878524,-0.158644377311371,0.000134296088999383,0.000149406622441597,0.000132172952748737,1113,"amz_lib_1128_1901","C7 acid",528,562,1567.391304,NA,"2-Hydroxyisocaproic acid, TMS derivative",690,725,NA,"C9H20O3Si",204,"apin_ox_S_blob_572",636,655,1565
"35","1128_1901_blob_1115",11,26,12,"dC14","pentaerythritol-C13","dC16",0.910868018348488,0.645545191944549,0.123498399204443,0.162920771294569,0.641894148274443,0.0305775109992386,0.158664839353085,0.138599705262131,-0.228325332326867,0.361824773827229,0.016759819962149,0.0997296123420517,4.90041955254082e-05,0.000101461323501691,4.16336000108849e-05,1115,"amz_lib_1128_1901","C7 acid",472,531,2155.882353,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",670,674,NA,"C28H50O4Si2",506,"limonox_S_blob_687",496,581,NA
"36","1128_1901_blob_1117",25,11,4,"methoxyphenol-d3","dC14","d-C10 acid, TMS",0.612400568658322,0.667280694135162,0.437474915274922,0.265945047200375,0.576388296320779,0.255687342876104,-0.0244464706595835,0.31749972876039,0.111308210233347,0.244525510591194,0.311199059825314,0.26867182487517,0.000188329804130129,0.0002956418402471,0.000173251708119693,1117,"amz_lib_1128_1901","C10 carboxylic acid",458,464,1479.347826,1479,"2-Oxooctanoic acid, TMS derivative",635,655,NA,"C11H22O3Si",230,"apin_ox_L_blob_116",863,871,1478
"37","1128_1901_blob_1123",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26712850849681e-06,1.02853852018181e-05,NA,1123,"amz_lib_1128_1901","C7 acid",435,538,2338.709677,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",613,722,NA,"C18H34OSi",294,"limonox_S_blob_687",443,593,NA
"38","1128_1901_blob_1125",11,26,12,"dC14","pentaerythritol-C13","dC16",0.00406716499708241,0.994571339526054,-0.649150803990343,-0.761610729856227,-0.343629592355672,0.613787074974147,-0.345044569922982,-0.574518815617537,-0.320904268114369,-0.757308708389899,-0.160429349667097,-0.521878103934178,7.12058502331737e-06,1.49074643397699e-05,6.02647369896257e-06,1125,"amz_lib_1128_1901","C14 Diacid",357,370,2317.741935,2317,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",611,646,NA,"C16H50O7Si8",578,"limonox_L_blob_543",527,580,NA
"39","1128_1901_blob_1126",11,26,12,"dC14","pentaerythritol-C13","dC16",0.301640228503596,0.617326180953912,-0.182103180447286,0.243276674777672,0.394038894333031,0.322037416194492,-0.506230184751869,-0.2449801903766,-0.650978970925577,-0.956067119223474,-0.534419128531395,-0.592103698513237,1.31785898770094e-05,5.3071385408884e-05,7.57337146051563e-06,1126,"amz_lib_1128_1901","C17 acid",324,401,2172.058824,2177,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",633,668,NA,"C16H50O7Si8",578,"limonox_L_blob_543",482,537,NA
"40","1128_1901_blob_1127",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1790281918865e-06,9.57026776371847e-06,NA,1127,"amz_lib_1128_1901","C7 acid",442,501,2406.956522,NA,"1,12-Dodecanediol, 2TMS derivative",643,682,NA,"C18H42O2Si2",346,"limonox_S_blob_687",484,569,NA
"41","1128_1901_blob_1129",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97660111245857e-06,1.60442320535397e-05,NA,1129,"amz_lib_1128_1901","squalene",207,778,2927.272727,2868,"4,8,12,16-Octadecatetraen-1-ol, 4,9,13,17-tetramethyl-",734,803,NA,"C22H38O",318,"bcp_ox_L_blob_649",0,692,1839
"42","1128_1901_blob_1135",25,4,7,"methoxyphenol-d3","d-C10 acid, TMS","d-C6diacid",0.847556775437464,0.807944867140162,0.328719640170045,0.524523407705401,0.57801066801173,0.207618909416722,NA,NA,NA,NA,NA,NA,3.54819538109737e-05,0.000272376478131014,2.19660660024071e-06,1135,"amz_lib_1128_1901","beta-caryophyllene aldehyde",474,489,1718.787879,1715,"2-Amino-3-(4-hydroxyphenyl)-propanoic acid",657,729,NA,"C9H11NO3",181,"bcp_ox_L_blob_1",535,587,1721
"43","1128_1901_blob_1136",11,26,12,"dC14","pentaerythritol-C13","dC16",-0.101840842520991,0.303837523456479,-0.464858808457854,-0.358152465440949,-0.236115830516266,-0.12694460908619,NA,NA,NA,NA,NA,NA,1.00123354279325e-05,7.04374318468629e-05,1.52218429286908e-06,1136,"amz_lib_1128_1901","phthalic acid",0,620,2459.130435,1714,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",590,646,NA,"C16H50O7Si8",578,"limonox_L_blob_543",458,523,NA
"44","1128_1901_blob_1140",25,7,4,"methoxyphenol-d3","d-C6diacid","d-C10 acid, TMS",0.133243948226259,-0.140987489447594,-0.0778643357150389,-0.116916109717905,-0.0601014428040267,-0.277678803836707,NA,NA,NA,NA,NA,NA,4.06957743153171e-05,0.000313995669829595,2.295216341423e-06,1140,"amz_lib_1128_1901","C9 Diacid (azelaic acid)",308,504,1845.637584,1822,"1H-2,8a-Methanocyclopenta[a]cyclopropa[e]cyclodecen-11-one, 1a,2,5,5a,6,9,10,10a-octahydro-5,5a,6-trihydroxy-1,4-bis(hydroxymethyl)-1,7,9-trimethyl-, [1S-(1a,1aa,2a,5ﬂ,5aﬂ,6ﬂ,8aa,9a,10aa)]-",664,665,NA,"C20H28O6",364,"bcp_ox_L_blob_649",642,647,1839
"45","1128_1901_blob_1144",25,11,4,"methoxyphenol-d3","dC14","d-C10 acid, TMS",0.185941783368574,-0.19699388101984,0.414596526516049,-0.81421744860316,-0.907184009210712,-0.772370517302678,NA,NA,NA,NA,NA,NA,6.33889061531545e-06,5.14532908805382e-05,NA,1144,"amz_lib_1128_1901","C7 acid",395,536,1643.636364,NA,"trans-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",568,656,NA,"C14H28O4Si2",316,"apin_ox_L_blob_587",543,604,1637
"46","1128_1901_blob_1146",11,26,12,"dC14","pentaerythritol-C13","dC16",0.460120346609846,0.457417582078734,-0.485402474872335,-0.16163151320581,-0.237480915216186,-0.177020938281365,NA,NA,NA,NA,NA,NA,6.16103324605503e-06,4.09991030209236e-05,1.26603935821976e-06,1146,"amz_lib_1128_1901","hexadecanol, TMS",471,798,1954.362416,1989,"2-Hexyldecanol, TMS derivative",767,784,NA,"C19H42OSi",314,"limonox_S_blob_708",417,507,1948
"47","1128_1901_blob_1147",25,7,1,"methoxyphenol-d3","d-C6diacid","4-methoxy-benzaldehyde",0.266345489406084,0.108391681746469,0.0553925662759403,0.0312907599752629,0.171207126043605,-0.311692985022418,0.338399209384316,0.459243999677974,0.221191987163047,-0.0562781705051595,-0.135628646018854,-0.293975076574655,0.000129532715920332,0.00012121566955717,0.000130701319444454,1147,"amz_lib_1128_1901","C7 acid",401,471,1575,NA,"3 Hydroxy-2,3-didehydrosebacic acid, tris(trimethylsilyl) derivative",604,825,NA,"C19H40O5Si3",432,"myrc_ox_L_blob_657",554,564,1582
"48","1128_1901_blob_1153",11,26,12,"dC14","pentaerythritol-C13","dC16",0.303795658270922,0.58987990463713,0.107142161566952,-0.113607988826981,-0.0970829508046005,-0.286841803517893,0.361687881821647,0.239328630027536,-0.176583072003908,-0.31953784729338,-0.10199658426921,-0.523114839506129,0.000127365982487894,0.000267453174222682,0.000107682746541209,1153,"amz_lib_1128_1901","Me-OH-glutatric acid",467,569,1608.484848,1623,"5-Trimethylsilyloxy-n-valeric acid, trimethylsilyl ester",671,735,NA,"C11H26O3Si2",262,"limonox_S_blob_730",625,686,1595
"49","1128_1901_blob_1155",25,4,7,"methoxyphenol-d3","d-C10 acid, TMS","d-C6diacid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88330190946627e-06,1.52869148316766e-05,NA,1155,"amz_lib_1128_1901","C7 acid",454,540,1660.606061,NA,"Heptanoylglycine tms",678,722,NA,"C12H25NO3Si",259,"myrc_ox_L_blob_630",538,552,1652
"50","1128_1901_blob_1156",1,25,7,"4-methoxy-benzaldehyde","methoxyphenol-d3","d-C6diacid",0.617723964504992,0.452192062890577,0.493592542229049,0.10101214246822,0.418565806930258,-0.137740005052145,0.318599186622366,0.514205970440906,0.0387764854104427,-0.156297068760232,-0.101374408654208,-0.240463182403508,0.000265475614700241,0.000245659412656984,0.000268259930493529,1156,"amz_lib_1128_1901","2-Ketoglutaric acid, tri-TMS",469,516,1623.030303,1629,"D-(-)-Erythrose, tris(trimethylsilyl) ether, ethyloxime (isomer 1)",636,680,NA,"C15H37NO4Si3",379,"apin_ox_S_blob_608",685,705,1630
"51","1128_1901_blob_1158",11,26,12,"dC14","pentaerythritol-C13","dC16",0.594740734590503,0.180797408542134,0.623786270865863,0.393568584232642,0.612856517901368,0.0678620313032657,0.328466007493668,0.4330855953872,-0.131136163135242,-0.335406850027885,0.383506673075589,-0.144730104616648,0.000276742930436821,0.000413232728985737,0.000257565153540273,1158,"amz_lib_1128_1901","C7 acid",488,570,1730.909091,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",681,701,NA,"C15H30O4Si",302,"limonox_S_blob_593",648,650,1732
