"","Compound.Name","cluster_vol.z1","cluster_vol.z2","cluster_vol.z3","cluster_vol.z4","cluster_vol.z5","cluster_vol.z6","bbvol","anthrovol","cluster"
"12","1128_1901_blob_1056",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"13","1128_1901_blob_1062",0.582490473157144,-0.01263397426307,0.168200472012184,-0.0521702142025315,-0.00629085855320459,-0.0186093247445794,-0.087871319486568,-0.00503198324520121,NA
"14","1128_1901_blob_1066",0.594035768562407,0.804263503272461,0.583169525217183,-0.347141650062505,-0.0506789175333697,0.0777954479877371,0.601256416001573,0.626735277435536,NA
"15","1128_1901_blob_1073",0.533482833332587,0.50083326833504,0.32938443136661,-0.12911469936231,-0.113828600990346,0.128166908365819,0.255754317296923,0.375221806111338,NA
"16","1128_1901_blob_1075",0.0360271244973386,0.166448692299365,0.30769781673444,-0.0441541225536351,0.199792064194269,-0.0402939521715971,0.0249055065002757,0.240921927257259,NA
"17","1128_1901_blob_1076",0.631657002214938,0.348044342745399,0.334646826216622,-0.275585568804609,-0.103990861241316,-0.0749606160556948,0.340011702493444,0.254164562394523,NA
"18","1128_1901_blob_1079",0.392645788734949,0.754255570427948,0.674257101671024,-0.181885830533647,-0.0971479216085086,0.178843626581288,0.627489360363174,0.471198775486289,NA
"19","1128_1901_blob_1081",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"20","1128_1901_blob_1082",0.263921330226316,0.196926313022827,0.177659208990962,-0.190720036873815,0.0583152154116757,-0.0228622082279012,-0.0721838960465912,0.227050178604362,NA
"21","1128_1901_blob_1085",0.462126412767259,0.496755829544987,0.561784754970288,-0.27048134892944,-0.0591886228613786,-0.0723668276950635,0.204676229021086,0.354461389974317,NA
"22","1128_1901_blob_1087",-0.164969145676145,-0.293335928631472,-0.221397685129731,0.435355190543537,0.180650371441724,0.00667149329450483,-0.257139815037727,-0.199813193830739,NA
"23","1128_1901_blob_1091",0.0670536149927308,0.263807356484371,0.2885978297599,-0.131912880916702,-0.114417341720974,0.241165334467454,0.508675599044462,0.0397863284415522,NA
"24","1128_1901_blob_1093",0.415650266953474,0.815428661928694,0.653786468889361,-0.26267100404912,-0.0988618962856325,0.141249158357459,0.762457551074771,0.645899362368402,NA
"25","1128_1901_blob_1095",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"26","1128_1901_blob_1098",-0.072597482624174,-0.154742252559195,0.122225013762072,0.137172327076524,0.140321326231109,0.321687272901407,0.0745140559972468,-0.255083415642426,NA
"27","1128_1901_blob_1101",-0.038765578331661,-0.14417990911191,-0.107526588348121,0.849420198102421,0.590809687685663,0.359322152618921,-0.0524167932818353,-0.0836822105836658,NA
"28","1128_1901_blob_1103",0.613491758126572,0.81511087803334,0.588325012692953,-0.212246548281472,-0.021621697170004,0.190616841919296,0.523339032257414,0.641049230737798,NA
"29","1128_1901_blob_1105",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"30","1128_1901_blob_1106",-0.134593498045142,-0.235845101065076,-0.167523729590173,0.771808150654883,0.612366281800288,0.484616900108956,-0.17206242043958,-0.188380661904275,NA
"31","1128_1901_blob_1109",-0.130711319570334,-0.114410918468597,0.348792098783614,0.231593846336152,0.000240102859424891,0.382479376218504,0.216573220268759,-0.28083251054698,NA
"32","1128_1901_blob_1110",0.493925918937158,0.0449275505804234,0.263638387784716,-0.109926462805256,-0.0433163160970908,-0.0407700853649183,-0.0125725410250855,0.0590913763801839,NA
"33","1128_1901_blob_1112",0.0204898668514093,0.158390236293464,0.214247094972508,-0.100885839055969,-0.0677362628353995,-0.0754900658627497,0.129690505393371,0.244823801668853,NA
"34","1128_1901_blob_1113",0.311696429550712,0.0118529785086689,0.186926112430725,-0.1258702584545,-0.0602344965532594,-0.0496233102126735,-0.0920099124898378,-0.00740332921584176,NA
"35","1128_1901_blob_1115",0.572411914905395,0.390143887842952,0.279090486232746,-0.0824917082421904,-0.0273376404697243,0.0193427925893633,0.0612114719317577,0.338903376912976,NA
"36","1128_1901_blob_1117",0.480064038634564,0.792873975706829,0.611594199651094,-0.532525556890937,-0.210686196356465,-0.152478619727027,0.532044518930061,0.662772432649142,NA
"37","1128_1901_blob_1123",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"38","1128_1901_blob_1125",-0.113962910330191,-0.14961927219925,-0.183249267396864,-0.0880220950957855,-0.125052299117348,-0.119917198703423,-0.196295580506269,-0.117877022856037,NA
"39","1128_1901_blob_1126",0.187533695240346,-0.0188643145048132,0.0639754235676602,-0.168087940865718,-0.154676946668886,-0.207383542568991,-0.150538278218826,0.0727722710998184,NA
"40","1128_1901_blob_1127",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"41","1128_1901_blob_1129",0.430723681259139,-0.0838226533866662,0.0476974289449679,0.108601904579121,0.227187933193966,0.0416657487799284,-0.14232466330011,-0.0653209276742835,NA
"42","1128_1901_blob_1135",0.647134107158877,0.606960867376838,0.0574459616382185,-0.158435146783679,0.0994026140673329,-0.102335260846866,0.109139423302758,0.716310505409015,NA
"43","1128_1901_blob_1136",0.298854869844064,0.0399359888642482,-0.0842098700195532,-0.261260228004786,-0.210675138039171,-0.10484601113462,-0.16052395276394,0.155979016540016,NA
"44","1128_1901_blob_1140",-0.11539115789049,-0.220158724114732,0.00606966084548474,0.588823353964458,0.128692842788037,0.387405905070267,-0.150731849529005,-0.214242129713364,NA
"45","1128_1901_blob_1144",0.153360387088859,-0.127794659790341,-0.000558514925851051,-0.112529013955896,0.00881025098217258,-0.161393603956279,-0.152229277466676,-0.136618950805659,NA
"46","1128_1901_blob_1146",0.314534579825783,0.0640789142142731,0.346327231201331,-0.0682353922308179,0.0101277208173141,-0.00200706191911922,0.164553463085369,-0.0516405044102068,NA
"47","1128_1901_blob_1147",0.519859883989157,0.402641162046272,0.0812585991088992,0.167052235507604,0.207372883779751,-0.0567743814401147,0.307587614935114,0.504330616607489,NA
"48","1128_1901_blob_1153",0.662868796478062,0.805243434102751,0.24313647142077,-0.025559199226237,0.209976306122875,-0.0647054854914854,0.325791721481551,0.92144783770696,NA
"49","1128_1901_blob_1155",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"50","1128_1901_blob_1156",0.612921710866685,0.754394291237124,0.507824570328255,-0.335858421921081,-0.067774928505956,-0.107054964021164,0.450363253435987,0.597264988809823,NA
"51","1128_1901_blob_1158",0.0728669800658544,0.252641082382106,0.387515580836757,-0.0855532421370354,0.0436701461849647,0.0226512690300172,0.2545576062706,0.126886454878583,NA
"52","1128_1901_blob_1159",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"53","1128_1901_blob_1160",0.568010382088595,0.0211513751044671,0.220263024343278,-0.0770308169657759,-0.0194216970078796,-0.0248557687483262,-0.0439813181334382,0.0256343481401666,NA
"54","1128_1901_blob_1161",0.217374784459755,0.492635566306465,0.462019804821591,-0.104230165742162,-0.042765047164948,0.219294836770762,0.469763627262257,0.188593033302234,NA
"55","1128_1901_blob_1165",0.0577250101721582,0.204978942521048,0.326865623666034,0.191127174260627,-0.0187700348121157,0.154111610649733,0.280512762459542,0.0450081474416418,NA
"56","1128_1901_blob_1169",-0.0662786825698494,-0.221822657889746,-0.208876451851541,0.378986380676169,0.338598776913247,0.173942191366823,-0.184189385767269,-0.145728064855726,NA
"57","1128_1901_blob_1174",0.749076597793616,0.813243421141191,0.590932517170197,-0.243176374215168,0.0518204997205773,0.0580934114241487,0.428679870897042,0.693588636264062,NA
"58","1128_1901_blob_1176",0.151099456066231,0.245659428320428,0.467820307808935,0.00137842164120606,0.0691710056700387,-0.0476224910995646,0.326430367552102,0.175252814597045,NA
"59","1128_1901_blob_1180",0.538305790622915,-0.0522219627570665,0.0978047224985491,0.0314539676380178,-0.00986055644137266,0.0225089024712414,-0.116739889575392,-0.0499461393781091,NA
"60","1128_1901_blob_1184",0.168885771470382,0.0541434100920841,0.367553311530703,-0.267417599203788,-0.21972288257872,-0.169522893940446,-0.0530654559152543,0.132994013937002,NA
"61","1128_1901_blob_1189",-0.0818076798873271,-0.15815690662479,-0.241262529186392,0.300878579666334,0.517056917609934,-0.0301004947352665,-0.27315409034304,-0.0734460931590453,NA
"62","1128_1901_blob_1191",0.404161147066009,0.69141823333857,0.655373609351944,-0.23119288325555,-0.193348266608532,0.260395837488261,0.514810576285873,0.374452850608567,NA
"63","1128_1901_blob_1202",-0.0620733915987752,-0.000822139516899805,0.255745538437872,-0.163496499646304,-0.291757089529455,0.154349900387712,0.27169480020094,-0.109973626547706,NA
"64","1128_1901_blob_1203",0.0893446613232324,0.239414226617423,0.169472801818828,0.134064734207825,0.536828563113624,0.0414641248541771,0.120739499002318,0.272724291364529,NA
"65","1128_1901_blob_1206",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"66","1128_1901_blob_1215",0.5493404603773,0.555312145505628,0.171049897127356,-0.0283237331062194,0.0564568705003111,0.00151913799285172,0.0628248112104903,0.568853777213207,NA
"67","1128_1901_blob_1218",-0.0656510380752184,-0.0262620217354123,0.167726115907695,0.438225248765819,0.106901625489727,0.421511673972712,0.286242057094094,-0.214783221332958,NA
"68","1128_1901_blob_1219",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"69","1128_1901_blob_1220",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"70","1128_1901_blob_1224",0.347985832798484,-0.0214823791545596,0.183808825236494,-0.0564017523042372,-0.0833552499447033,-0.0323488911371958,-0.0853414020844278,0.00617305314081656,NA
"71","1128_1901_blob_1226",-0.109432168231691,-0.195169098571085,-0.207141318459884,0.226444088036792,0.487004311865728,-0.00797548691044606,-0.223658717012376,-0.11861418964995,NA
"72","1128_1901_blob_1228",0.219439881061126,0.0746988363070373,0.277510346396816,-0.0291968751874421,-0.0468561831984027,0.0632546232674635,0.103299357529533,-0.103812227571906,NA
"73","1128_1901_blob_1234",0.235582930138089,-0.025844516552224,0.166348442357527,-0.0151589033008208,-0.0905946733014958,-0.00958301967490407,-0.0628414673156465,0.0160052687913002,NA
"74","1128_1901_blob_1236",0.213665021627784,0.249022361750425,0.405750901587994,-0.291331002399473,-0.170277545750248,-0.0928108857519671,0.37315919150577,0.108079028816178,NA
"75","1128_1901_blob_1237",-0.254077268487195,-0.379265245729495,-0.317057701787165,0.668015139141062,0.56779898058607,0.325916475507279,-0.321910134644722,-0.287922009332952,NA
"76","1128_1901_blob_1240",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"77","1128_1901_blob_1248",0.0374567806748372,0.40202635404231,0.7107268376248,-0.24558953286981,-0.210940993342714,0.0160103991055815,0.437843618207506,0.206557048961729,NA
"78","1128_1901_blob_1252",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"79","1128_1901_blob_1253",0.473813601479991,-0.0693104179519767,0.0739415532309023,0.0579632884690185,-0.0235086792461312,0.0329993642614911,-0.128425967381303,-0.0607384321290858,NA
"80","1128_1901_blob_1265",0.405943038366485,0.67327638623069,0.569121394711376,-0.328807595883195,0.00532570084911302,-0.199255296272113,0.393304947583772,0.707599117728876,NA
"81","1128_1901_blob_1267",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"82","1128_1901_blob_1269",-0.155578169977481,-0.0774136529647358,0.112214363387647,0.1341205602251,-0.0759586239764644,0.224504894787264,0.126202992159153,-0.309500217081397,NA
"83","1128_1901_blob_1274",0.454679269576017,0.515688372061732,0.497029769757103,-0.186123871052952,0.124595022010307,0.0520755745876021,0.23089805373289,0.491961445830724,NA
"84","1128_1901_blob_1276",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"85","1128_1901_blob_1279",0.479773386979915,0.550349244151586,0.270681029297527,-0.00561505379825231,0.0620367061615622,0.17726057757608,0.120962835132766,0.415035035709091,NA
"86","1128_1901_blob_1280",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"87","1128_1901_blob_1284",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"88","1128_1901_blob_1292",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"89","1128_1901_blob_1294",0.0157736456370059,0.234748586646121,0.248861722898671,-0.0786645357945061,0.123272093557818,0.130335570931129,0.250668371530168,0.116488336005813,NA
"90","1128_1901_blob_1295",0.194380878952751,0.15610386207815,-0.00118085878608869,0.0896943612114163,0.48582361009721,-0.0536338920832891,0.025545046020171,0.177614252943895,NA
"91","1128_1901_blob_1298",-0.0634695768377772,-0.084396317208186,0.0348848509539291,0.352606757772444,0.118835252548292,0.280555562447488,0.0761149346304409,-0.0917680708353524,NA
"92","1128_1901_blob_1301",0.555495455586069,0.186988277989665,0.276276196661882,-0.117469203847881,-0.0925852858561586,-0.0176701740298539,0.00617118546762442,0.193413903009164,NA
"93","1128_1901_blob_1305",0.597941806537553,0.0853041231903821,0.103859422594031,0.0389862730397324,0.315411581844698,-0.0328876743590496,-0.0496603705176607,0.0910080703382202,NA
"94","1128_1901_blob_1306",-0.232027349983471,-0.360313203022588,-0.251211562699452,0.126296709983632,0.161257257441172,0.0678988439251481,-0.331248701410899,-0.256959449463532,NA
"95","1128_1901_blob_1309",-0.193931948394769,-0.230448170803894,-0.0206083989969772,0.1244684367372,-0.131113917952994,0.0248988528805566,-0.0684665266285424,-0.233134390043341,NA
"96","1128_1901_blob_1312",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"97","1128_1901_blob_1316",-0.133553570304999,-0.17667891592655,-0.0418253507012773,0.388926541828554,0.191700278791833,0.602342663191536,0.0290544469756097,-0.270607593173274,NA
"98","1128_1901_blob_1322",0.635164687638785,0.846428291934064,0.380197630687955,-0.13124838626984,0.111781462954919,-0.0255027699250602,0.369292452898252,0.891165381641553,NA
"99","1128_1901_blob_1331",0.00673281069655747,-0.130124418531275,-0.161688387853087,0.151322923276885,0.459732820591987,0.00482408223474596,-0.281172280543045,-0.10159125103458,NA
"100","1128_1901_blob_1332",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"101","1128_1901_blob_1333",0.1272177611826,0.148997163861469,0.370789770100977,-0.284021786971981,-0.114131874655508,-0.0979924365548482,0.0115445199862045,0.0535145610123316,NA
"102","1128_1901_blob_1336",0.61971231416495,0.762730536976403,0.41281549822618,-0.175555376939689,-0.11085189119308,0.141920912646525,0.346386977930502,0.652286440026124,NA
"103","1128_1901_blob_1346",0.55860600266052,0.787994879002112,0.49508694716879,-0.243018829749478,0.0528269304268825,-0.0189810041382913,0.243237088493549,0.817556809475105,NA
"104","1128_1901_blob_1348",-0.0639483703540379,-0.112354889595586,-0.0794879106736701,-0.0255476921446917,-0.0981402080736567,-0.152778922594769,-0.125712894716335,-0.0731158475206174,NA
"105","1128_1901_blob_1349",-0.118373883259022,-0.00358090115326551,0.223955402381207,0.131214934401076,0.0245126934555636,0.167674144320137,0.151399170561941,-0.172667955995165,NA
"106","1128_1901_blob_1355",-0.24254951624245,-0.301498275239551,-0.253843185731454,0.472175611415389,0.144662553681759,0.265188619334491,-0.174411475519171,-0.248792865060386,NA
"107","1128_1901_blob_1363",0.574393299681889,-0.0344098798485459,0.131240403097991,-0.0380138391687515,-0.00199411391481321,-0.0124250498627915,-0.0970039008238027,-0.0393109211044221,NA
"108","1128_1901_blob_1365",-0.11755189925166,-0.13890238605103,0.0904163456213787,0.284812043730795,-0.0276698190635924,0.0807805225970932,-0.0217073011872432,-0.147934586995156,NA
"109","1128_1901_blob_1367",-0.147991696614823,-0.24501114520198,-0.207609026037341,0.0436365523353461,-0.172206941364521,-0.11624239568804,-0.253979798862833,-0.16329752978366,NA
"110","1128_1901_blob_1370",0.0433133230980476,-0.327628452458194,-0.0940024575238394,0.062219339189161,0.0119657385169434,0.037476611369781,-0.300354811892774,-0.264286883335531,NA
"111","1128_1901_blob_1374",0.538068747280996,0.558335736552833,0.0554738617101499,-0.168087949370645,0.026749689424638,-0.0661959459101224,0.315234035846722,0.698310527373453,NA
"112","1128_1901_blob_1376",0.382006160325108,0.0316466091513208,0.22844811804915,-0.180808336692831,-0.109060579531176,0.056978098579952,0.221649613399052,-0.0926434530147124,NA
"113","1128_1901_blob_1380",0.854482815559684,0.470571256587974,0.153238043675643,-0.0739169671544789,0.155588639853781,0.000703158836340965,0.132003663849641,0.502319154932555,NA
"114","1128_1901_blob_1385",-0.0837806847953944,0.058475513345979,0.213083593248917,-0.0667399374506784,0.0150842677417014,0.102855127782283,0.23732772947021,-0.137055633891075,NA
"115","1128_1901_blob_1389",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"116","1128_1901_blob_1390",0.566735529306352,0.696997252291862,0.576860683043469,-0.464348284706795,-0.126982555103033,-0.00192994091100634,0.392810588374802,0.678860812319925,NA
"117","1128_1901_blob_1395",0.417754391553543,-0.104264675573172,0.0322652716717558,0.0505375925452191,-0.0315022492127579,0.0127224689960912,-0.165458656811086,-0.0829087717412667,NA
"118","1128_1901_blob_1396",-0.000282505544273085,-0.127807580728434,0.0246391796706816,0.321703833208473,0.0526575692166746,0.082771398207964,0.0434390055477055,-0.183232130349441,NA
"119","1128_1901_blob_1418",0.132364344306396,-0.0308921291592686,0.113454852462958,-0.145078315175992,-0.106124348379906,-0.0969377036368497,0.028360309929621,-0.044114057065854,1
"120","1128_1901_blob_1431",0.008550110677917,0.254155454303517,0.464435272386748,-0.266326367424766,-0.197726453402328,-0.00943859189226206,0.262522265020995,-0.0134459973632779,NA
"121","1128_1901_blob_1451",0.522597247971262,0.673386355495313,0.247460875102516,-0.0709841913694656,0.242506857359344,-0.024411048593886,0.0897468433563925,0.692936373616913,NA
"122","1128_1901_blob_1458",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"123","1128_1901_blob_1459",0.367733596061695,0.318611195475129,0.457528577645268,-0.277874546862577,-0.257222349056791,0.0155272858924735,0.232727637621518,0.114330119524001,NA
"124","1128_1901_blob_1461",0.677798595489049,0.564464947642811,0.28559096106485,-0.207768011535883,0.0184071908751895,-0.0829632504263368,0.237722271228806,0.603361274981432,NA
"125","1128_1901_blob_1464",0.359363560604834,-0.0936546515348847,0.0620948173358701,0.176819689023725,0.129320244884175,0.267740798917586,-0.0856765075642912,-0.0901084081708262,NA
"126","1128_1901_blob_1465",0.552751491701906,0.746703347635955,0.57095416309121,-0.371285270257967,-0.0656215732655546,-0.0852879927453181,0.439058217282831,0.69322732171795,2
"127","1128_1901_blob_1469",0.247550634916729,0.269651946464531,0.587108496396044,-0.437515095434244,-0.155042386116865,-0.0420389635954936,0.175691007043024,0.212035144189887,NA
"128","1128_1901_blob_1479",0.311392675172317,0.444470448067973,0.518648895148477,-0.111095604727275,0.0041069713239144,-0.00697779369427112,0.311636272415504,0.320352757298622,NA
"129","1128_1901_blob_1480",0.607239164117695,0.816735644638358,0.402258830358108,-0.187294157093768,0.0575386070067202,0.0367576683932668,0.292266221663079,0.766851746040014,NA
"130","1128_1901_blob_1492",0.682980161531581,0.608644160549944,0.140093801926242,-0.054580270937594,0.16969264448553,-0.00761369936616382,0.037332245427726,0.629624949979028,NA
"131","1128_1901_blob_1499",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"132","1128_1901_blob_1501",0.131665388204145,-0.230565181277789,-0.0411262878206596,-0.104883522448303,-0.158002625385286,-0.0183182927017918,-0.221089412234325,-0.178719496212513,NA
"133","1128_1901_blob_1509",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"134","1128_1901_blob_1515",0.181646644870212,0.153984847753091,0.0271953249361612,0.0970365236157209,0.463852910985113,-0.0566560933763268,0.0407445149415834,0.163119045367877,NA
"135","1128_1901_blob_1517",0.24101760836166,0.0720265983182252,0.335811538576524,-0.192038558396689,-0.11206092588808,-0.0917801116280557,0.0232652390091759,0.13081244170983,NA
"136","1128_1901_blob_1521",0.139284102552128,0.255886949308076,0.423143990534031,0.172945157349124,0.0495108269885641,0.293159037273213,0.399340136651455,0.0731972370710149,NA
"137","1128_1901_blob_1534",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"138","1128_1901_blob_1549",0.656943040044905,0.766635363588152,0.315807244090296,-0.224877578966919,-0.0123795966666477,0.0370211216535015,0.263179149679692,0.802449818491541,NA
"139","1128_1901_blob_1559",-0.154143418940249,-0.145011665916082,-0.145841406172094,0.540945469991834,0.439228160781947,0.203403353615463,-0.166445791728384,-0.0993009742244373,NA
"140","1128_1901_blob_1567",0.578746341018668,-0.0133343946946263,0.157196450620047,-0.0114324365081235,0.00457369724447965,-0.003583264027488,-0.0649409911369535,-0.0347303265427847,NA
"141","1128_1901_blob_1569",0.359017573297077,0.762300191846527,0.740735384172042,-0.379536570173125,-0.113296378491834,0.0547769396432352,0.542354499675987,0.570463152561766,NA
"142","1128_1901_blob_1571",0.542617499371184,-0.0434444773400279,0.106111222523383,-0.0465758605175721,-0.00183173812273427,0.00536207062248948,-0.119242605415322,-0.0481450291143217,NA
"143","1128_1901_blob_1589",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"144","1128_1901_blob_1603",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"145","1128_1901_blob_1610",-0.0306622425769273,0.201672985718344,0.515851112729585,-0.211672085160307,-0.283546070661926,0.0889366313511965,0.377479737139853,-0.167221693041323,NA
"146","1128_1901_blob_1617",-0.0417104970904397,0.0496762281104839,0.179949827085616,-0.239454035916192,-0.229048694753548,-0.136656586264137,0.0256171040368464,-0.15046590101011,NA
"147","1128_1901_blob_1622",0.446509909253289,0.649778904015084,0.564301912812688,-0.329967376264138,-0.103690679527767,0.0385810075800603,0.406054173366158,0.422202911745388,NA
"148","1128_1901_blob_1624",-0.0690239603464732,-0.114706368104176,-0.0895323020618884,0.199435295394468,0.340755154865824,0.0655473407652739,-0.122813158022653,-0.0731158475206174,NA
"149","1128_1901_blob_1630",-0.0254970115943539,0.0160064893819854,0.180967890787581,-0.16858561209,-0.144542446509427,-0.0185598307164955,0.0192556496737348,0.071961979979374,NA
"150","1128_1901_blob_1644",0.678530576430082,0.722803329650559,0.541735901106122,-0.425194858012374,-0.130451764479134,-0.00961647546937278,0.336535408907069,0.702206249474786,NA
"151","1128_1901_blob_1664",0.600221502629934,-0.0148703486972559,0.131611969276122,-0.0211624232463238,0.0165478057123659,0.000605590233972553,-0.0824867441729399,-0.0245329119392094,NA
"152","1128_1901_blob_1679",-0.0557820815450312,-0.160546460019894,-0.160507538240587,-0.0611367682084193,0.0370994388048134,-0.120571898053635,-0.189487011644479,-0.103919954704777,NA
"153","1128_1901_blob_1684",-0.0643395787154433,-0.0723777989268953,-0.0315089853753431,-0.0764381604833822,-0.1078542508676,0.0315038682487856,-0.0612534642128393,-0.0560268166756524,NA
"154","1128_1901_blob_1706",-0.134433151003168,0.0293324898783534,0.18453301960169,-0.252057750955697,-0.24317037697112,0.0595514386979334,0.370508971257209,-0.137940744417948,NA
"155","1128_1901_blob_1714",0.462037844837824,0.658342672129388,0.193297905598534,-0.0357519388310048,0.212752315908397,-0.0168830815049403,0.152430445955245,0.663584460765154,NA
"156","1128_1901_blob_1722",-0.232656386246769,-0.0537400985026347,0.367390179966973,-0.000593256983641978,-0.139950218818232,0.181957760347739,0.0196787630423374,-0.195794419987532,3
