BlobID,Compound.Name,Library Name,Library Match Factor,Library Reverse Match Factor,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Benzothiazole,Thiol,Library.Reverse.Match.Factor_chamber,Library.RI_chamber
1284,20200803_1535_blob_1284_,caice_ssa_final_0803_1535,999,999,,,,2870.103093,,"Phthalic acid, decyl isohexyl ester",731,786,,C24H38O4,390,,,,
715,20200803_1535_blob_715_,caice_ssa_final_0803_1535,999,999,,,,2428.828829,,"5-(2-Propenylidene)-10,11-dihydro-5H-dibenzo[a,d]cycloheptene",730,807,,C18H16,232,,,,
722,20200803_1535_blob_722_,caice_ssa_final_0803_1535,999,999,,,,2335,,1-Heptatriacotanol,730,834,,C37H76O,536,,,,
890,20200803_1535_blob_890_,caice_ssa_final_0803_1535,999,999,,,,1639.240506,,(2-(4-Isopropylphenyl)propan-2-ylperoxy)trimethylsilane,730,742,,C15H26O2Si,266,,,,
906,20200803_1535_blob_906_,caice_ssa_final_0803_1535,999,999,,,,2251.666667,,Phorbol,730,733,,C20H28O6,364,,,,
1120,20200803_1535_blob_1120_,caice_ssa_final_0803_1535,999,999,,,,2138.931298,,"Octadecanoic acid, 4-hydroxy-, methyl ester",730,743,,C19H38O3,314,,,,
1048,20200803_1535_blob_1048_,caice_ssa_final_0803_1535,999,999,,,,1537.853107,,"Benzenemethanol, 4-(1,1-dimethylethyl)-‰ñ-methyl-",729,732,,C12H18O,178,,,,
995,20200803_0949_blob_995_,caice_ssa_final_0805_0949,999,999,,,,1829.577465,,"7-(1,3-Dimethylbuta-1,3-dienyl)-1,6,6-trimethyl-3,8-dioxatricyclo[5.1.0.0(2,4)]octane",729,748,,C15H22O2,234,,,,
795,20200803_1535_blob_795_,caice_ssa_final_0803_1535,999,999,,,,1737.974684,,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",728,748,,C16H50O7Si8,578,,,,
762,20200803_1535_blob_762_,caice_ssa_final_0803_1535,999,999,,,,2350,,"Podocarpa-8,11,13-triene-7??,13-diol, 14-isopropyl-",727,789,,C20H30O2,302,,,,
926,20200803_1535_blob_926_,caice_ssa_final_0803_1535,999,999,,,,2018.320611,,"2,6-Dimethyldibenzothiophene",727,882,,C14H12S,212,,,,
965,20200803_1535_blob_965_,caice_ssa_final_0803_1535,999,999,,,,1838.888889,,"Naphthalene, 6,7-diethyl-1,2,3,4-tetrahydro-1,1,4,4-tetramethyl-",727,762,,C18H28,244,,,,
970,20200803_1535_blob_970_,caice_ssa_final_0803_1535,999,999,,,,1791.139241,,1-Dimethylthexylsilyloxytetradecane,727,799,,C22H48OSi,356,,,,
1323,20200803_1535_blob_1323_oil,caice_ssa_final_0803_1535,999,999,,,,2865.979381,,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",727,820,,C33H56,452,,,,
799,20200803_1535_blob_799_,caice_ssa_final_0803_1535,999,999,,,,2137.40458,,"Acridin-9-amine, 1,2,3,4-tetrahydro-5,8-dimethyl-",726,751,,C15H18N2,226,,,,
893,20200803_1535_blob_893_,caice_ssa_final_0803_1535,999,999,,,,2479.279279,,17-Pentatriacontene,726,731,,C35H70,490,,,,
729,20200803_1535_blob_729_oil,caice_ssa_final_0803_1535,999,999,,,,2260,,Z-5-Methyl-6-heneicosen-11-one,725,776,,C22H42O,322,,,,
1018,20200803_1535_blob_1018_,caice_ssa_final_0803_1535,999,999,,,,1875,,tert-Hexadecanethiol,725,746,,C16H34S,258,,T,,
665,20200803_1535_blob_665_oil,caice_ssa_final_0803_1535,999,999,,,,2518.918919,,"Octadecanal, 2-bromo-",724,756,,C18H35BrO,346,,,,
800,20200803_1535_blob_800_,caice_ssa_final_0803_1535,999,999,,,,2248.333333,,"Phenanthrene, 2,3,5-trimethyl-",724,824,,C17H16,220,,,,
847,20200803_1535_blob_847_,caice_ssa_final_0803_1535,999,999,,,,2114.503817,,"Acridin-9-amine, 1,2,3,4-tetrahydro-5,8-dimethyl-",724,754,,C15H18N2,226,,,,
749,20200803_1535_blob_749_,caice_ssa_final_0803_1535,999,999,,,,1915.277778,,"Benzoic acid, dec-2-yl ester",723,836,1914,C17H26O2,262,,,,
1013,20200803_1535_blob_1013_,caice_ssa_final_0803_1535,999,999,,,,1975,,"Benzene, 1,1'-(1,2-dimethyl-1,2-ethenediyl)bis-, (Z)-",722,805,,C16H16,208,,,,
885,20200803_0949_blob_885_oil,caice_ssa_final_0805_0949,999,999,,,,2704.854369,,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",722,735,,C19H34O2,294,,,,
792,20200803_1535_blob_792_,caice_ssa_final_0803_1535,999,999,,,,1637.974684,,"Cyclooctasiloxane, hexadecamethyl-",721,820,1704,C16H48O8Si8,592,,,,
858,20200803_1535_blob_858_,caice_ssa_final_0803_1535,999,999,,,,2454.054054,,Phorbol,721,729,,C20H28O6,364,,,,
1043,20200803_0949_blob_1043_,caice_ssa_final_0805_0949,999,999,,,,1821.126761,,"1H-Indole-2,3-dione, 5-tert-butyl-",721,770,,C12H13NO2,203,,,,
1026,20200803_1535_blob_1026_,caice_ssa_final_0803_1535,999,999,,,,1819.444444,,"Indole-2-one, 2,3-dihydro-5-hydroxy-1,3-dimethyl-",720,752,,C10H11NO2,177,,,,
1080,20200803_1535_blob_1080_,caice_ssa_final_0803_1535,999,999,,,,2045.801527,,"2,6-Dimethyldibenzothiophene",720,857,,C14H12S,212,,,,
688,20200803_0949_blob_688_,caice_ssa_final_0805_0949,999,999,,,,1956.338028,,"Cyclopropanebutanoic acid, 2-[[2-[[2-[(2-pentylcyclopropyl)methyl]cyclopropyl]methyl]cyclopropyl]methyl]-, methyl ester",720,732,,C25H42O2,374,,,,
1097,20200803_0949_blob_1097_oil,caice_ssa_final_0805_0949,999,999,,,,2766.990291,,"Spiro[4.5]decan-7-one, 1,8-dimethyl-8,9-epoxy-4-isopropyl-",720,759,,C15H24O2,236,,,,
979,20200803_1535_blob_979_,caice_ssa_final_0803_1535,999,999,,,,1577.40113,,"Thiophene, 2-butyl-5-(2-methylpropyl)-",719,742,,C12H20S,196,,,,
1195,20200803_1535_blob_1195_,caice_ssa_final_0803_1535,999,999,,,,1948.611111,,"‰ñ-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",719,742,,C13H26BNO6Si,331,,,,
932,20200803_0949_blob_932_,caice_ssa_final_0805_0949,999,999,,,,1284.974347,,"Hexanoic acid, TBDMS derivative",719,728,1291,C12H26O2Si,230,,,,
961,20200803_0949_blob_961_oil,caice_ssa_final_0805_0949,999,999,,,,2726.213592,,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",719,732,,C19H34O2,294,,,,
852,20200803_1535_blob_852_,caice_ssa_final_0803_1535,999,999,,,,2437.837838,,Phorbol,718,729,,C20H28O6,364,,,,
877,20200803_1535_blob_877_,caice_ssa_final_0803_1535,999,999,,,,2497.297297,,"Octadecanal, 2-bromo-",718,727,,C18H35BrO,346,,,,
478,20200803_1535_blob_478_,caice_ssa_final_0803_1535,999,999,,,,1726.582278,,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",717,724,,C16H50O7Si8,578,,,,
1364,20200803_1535_blob_1364_oil,caice_ssa_final_0803_1535,999,999,,,,2896.907216,,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",717,806,,C33H56,452,,,,
1194,20200803_0949_blob_1194_,caice_ssa_final_0805_0949,999,999,,,,2063.076923,,"1-Heptadecanol, TMS derivative",717,737,2054,C20H44OSi,328,,,,
932,20200803_1535_blob_932_,caice_ssa_final_0803_1535,999,999,,,,2508.108108,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",716,783,,C30H52O2,444,,,,
1408,20200803_0949_blob_1408_,caice_ssa_final_0805_0949,999,999,,,,1953.521127,,"1-Hexadecanol, TMS derivative",716,788,1958,C19H42OSi,314,,,,
980,20200803_1535_blob_980_,caice_ssa_final_0803_1535,999,999,,,,2488.288288,,"9-Octadecene, 1,1'-[1,2-ethanediylbis(oxy)]bis-, (Z,Z)-",715,735,,C38H74O2,562,,,,
1172,20200803_0949_blob_1172_,caice_ssa_final_0805_0949,999,999,,,,1833.802817,,"2(3H)-Benzofuranone, 6-ethenylhexahydro-3,6-dimethyl-7-(1-methylethenyl)-, [3S-(3‰ñ,3a‰ñ,6‰ñ,7??,7a??)]-",715,778,1806,C15H22O2,234,,,,
761,20200803_1535_blob_761_,caice_ssa_final_0803_1535,999,999,,,,2114.503817,,"9,10-Anthracenedione, 1-methyl-",714,843,,C15H10O2,222,,,,
827,20200803_1535_blob_827_,caice_ssa_final_0803_1535,999,999,,,,2062.59542,,"7-Isopropyl-1,1,4a-trimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthrene",714,727,2074,C20H30,270,,,,
1178,20200803_1535_blob_1178_,caice_ssa_final_0803_1535,999,999,,,,1781.012658,,tert-Hexadecanethiol,714,727,,C16H34S,258,,T,,
696,20200803_0949_blob_696_,caice_ssa_final_0805_0949,999,999,,,,1976.056338,,"4,8,13-Cyclotetradecatriene-1,3-diol, 1,5,9-trimethyl-12-(1-methylethyl)-",714,786,,C20H34O2,306,,,,
822,20200803_0949_blob_822_,caice_ssa_final_0805_0949,999,999,,,,2176.923077,,"Heptadecanoic acid, TMS derivative",714,839,2146,C20H42O2Si,342,,,,
982,20200803_0949_blob_982_,caice_ssa_final_0805_0949,999,999,,,,1923.943662,,"Bicyclo[4.4.0]dec-2-ene-4-ol, 2-methyl-9-(prop-1-en-3-ol-2-yl)-",714,736,,C15H24O2,236,,,,
1363,20200803_0949_blob_1363_,caice_ssa_final_0805_0949,999,999,,,,1741.772152,,"1H-2-Indenol, 2,3,4,5,6,7-hexahydro-1-(2-hydroxy-2-methylpropyl)",714,733,,C13H22O2,210,,,,
810,20200803_1535_blob_810_,caice_ssa_final_0803_1535,999,999,,,,1805.555556,,tert-Hexadecanethiol,713,742,,C16H34S,258,,T,,
1042,20200803_1535_blob_1042_,caice_ssa_final_0803_1535,999,999,,,,2094.656489,,"Benzene, 1,1'-ethylidenebis[4-ethyl-",713,736,,C18H22,238,,,,
1091,20200803_1535_blob_1091_,caice_ssa_final_0803_1535,999,999,,,,2180.152672,,"7-Chloro-2,2,3,4,4-pentamethyl-9-(1-phenylethylidene)bicyclo[3.3.1]non-6-en-3-ol",713,726,,C22H29ClO,344,,,,
760,20200803_0949_blob_760_,caice_ssa_final_0805_0949,999,999,,,,1887.323944,,Mono-TMS of (pyridoxine-H2O),713,763,,C11H17NO2Si,223,,,,
793,20200803_0949_blob_793_,caice_ssa_final_0805_0949,999,999,,,,2080,,"2-[5-(2,2-Dimethyl-6-methylene-cyclohexyl)-3-methyl-pent-2-enyl]-[1,4]benzoquinone",713,764,,C21H28O2,312,,,,
1142,20200803_0949_blob_1142_,caice_ssa_final_0805_0949,999,999,,,,1914.084507,,"Limonen-6-ol, pivalate",713,738,,C15H24O2,236,,,,
870,20200803_1535_blob_870_,caice_ssa_final_0803_1535,999,999,,,,1829.166667,,"Propanoic acid, 2-methyl-, (dodecahydro-6a-hydroxy-9a-methyl-3-methylene-2,9-dioxoazuleno[4,5-b]furan-6-yl)methyl ester, [3aS-(3a‰ñ,6??,6a‰ñ,9a??,9b‰ñ)]-",712,716,,C19H26O6,350,,,,
1172,20200803_1535_blob_1172_,caice_ssa_final_0803_1535,999,999,,,,1784.810127,,"Isophthalic acid, 2TMS derivative",712,765,1748,C14H22O4Si2,310,,,,
911,20200803_1535_blob_911_,caice_ssa_final_0803_1535,999,999,,,,2230,,"5-(7a-Isopropenyl-4,5-dimethyl-octahydroinden-4-yl)-3-methyl-pent-2-enal",711,809,,C20H32O,288,,,,
1125,20200803_1535_blob_1125_,caice_ssa_final_0803_1535,999,999,,,,2125.19084,,"5,8,11,14-Eicosatetraynoic acid",711,728,,C20H24O2,296,,,,
654,20200803_0949_blob_654_,caice_ssa_final_0805_0949,999,999,,,,1976.056338,,"2H-Pyran, 2-(7-heptadecynyloxy)tetrahydro-",711,715,,C22H40O2,336,,,,
1730,20200803_0949_blob_1730_,caice_ssa_final_0805_0949,999,999,,,,1786.075949,,"Menthol, 1'-(butyn-3-one-1-yl)-, (1R,2S,5R)-",711,727,,C14H22O2,222,,,,
1128,20200803_0949_blob_1128_oil,caice_ssa_final_0805_0949,999,999,,,,2926.315789,,"4,8,13-Cyclotetradecatriene-1,3-diol, 1,5,9-trimethyl-12-(1-methylethyl)-",710,758,,C20H34O2,306,,,,
711,20200803_1535_blob_711_,caice_ssa_final_0803_1535,999,999,,,,1697.468354,,"2-Pentanone, 4-cyclohexylidene-3,3-diethyl-",709,740,,C15H26O,222,,,,
1056,20200803_1535_blob_1056_,caice_ssa_final_0803_1535,999,999,,,,1768.35443,,"6-Ethoxy-1,2,3,4-tetrahydro-2,2,4-trimethylquinoline",709,747,,C14H21NO,219,,,,
1131,20200803_1535_blob_1131_,caice_ssa_final_0803_1535,999,999,,,,1876.388889,,"Acetate, (2,5,5,8a-tetramethyl-3,4,4a,5,6,7,8,8a-octahydro-1-naphthalenyl) ester",709,756,,C16H26O2,250,,,,
676,20200803_0949_blob_676_,caice_ssa_final_0805_0949,999,999,,,,2024.615385,,1-Heptatriacotanol,709,716,,C37H76O,536,,,,
896,20200803_0949_blob_896_,caice_ssa_final_0805_0949,999,999,,,,1825.352113,,Pentadecanenitrile,709,794,,C15H29N,223,,,,
1701,20200803_0949_blob_1701_,caice_ssa_final_0805_0949,999,999,,,,1838.028169,,"Acetic acid, 6,6-dimethyl-2-methylene-7-(3-oxobutylidene)oxepan-3-ylmethyl ester",709,742,,C16H24O4,280,,,,
759,20200803_1535_blob_759_,caice_ssa_final_0803_1535,999,999,,,,2412.612613,,"Pyrene, 1,3-dimethyl-",707,873,,C18H14,230,,,,
917,20200803_1535_blob_917_,caice_ssa_final_0803_1535,999,999,,,,2228.333333,,"Dibenzo[b,d]thiophene, 1,3,6,7-tetramethyl-",707,796,,C16H16S,240,,,,
788,20200803_0949_blob_788_oil,caice_ssa_final_0805_0949,999,999,,,,2627.184466,,tert-Hexadecanethiol,707,736,,C16H34S,258,,T,,
943,20200803_0949_blob_943_oil,caice_ssa_final_0805_0949,999,999,,,,2720.38835,,"5,6,6-Trimethyl-5-(3-oxobut-1-enyl)-1-oxaspiro[2.5]octan-4-one",707,750,,C14H20O3,236,,,,
1231,20200803_0949_blob_1231_,caice_ssa_final_0805_0949,999,999,,,,1694.936709,,"Perhydrocyclopropa[e]azulene-4,5,6-triol, 1,1,4,6-tetramethyl",707,726,,C15H26O3,254,,,,
901,20200803_0949_blob_901_,caice_ssa_final_0805_0949,999,999,,,,1916.901408,,"Pentadecanoic acid, TMS derivative",706,760,1950,C18H38O2Si,314,,,,
940,20200803_0949_blob_940_oil,caice_ssa_final_0805_0949,999,999,,,,2716.504854,,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",706,722,,C19H34O2,294,,,,
801,20200803_1535_blob_801_,caice_ssa_final_0803_1535,999,999,,,,2231.666667,,"Phenanthrene, 2,3,5-trimethyl-",705,805,,C17H16,220,,,,
887,20200803_1535_blob_887_,caice_ssa_final_0803_1535,999,999,,,,2039.694656,,"2-Methyl-cis-7,8-epoxynonadecane",705,728,,C20H40O,296,,,,
1190,20200803_1535_blob_1190_,caice_ssa_final_0803_1535,999,999,,,,1981.944444,,‰ñ-N-Normethadol,705,710,,C20H27NO,297,,,,
702,20200803_0949_blob_702_,caice_ssa_final_0805_0949,999,999,,,,1853.521127,,7-Hydroxyfarnesen,705,758,,C15H24O,220,,,,
690,20200803_1535_blob_690_,caice_ssa_final_0803_1535,999,999,,,,1965.277778,,"1,3-Di(2-benzothiazolyl)-1,3-bis(mercaptomethyl)-urea",704,762,,C17H14N4OS4,418,T,,,
900,20200803_1535_blob_900_,caice_ssa_final_0803_1535,999,999,,,,2479.279279,,"Octadecanal, 2-bromo-",704,718,,C18H35BrO,346,,,,
1111,20200803_1535_blob_1111_,caice_ssa_final_0803_1535,999,999,,,,2093.129771,,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",704,751,,C20H24N2O,308,,,,
1000,20200803_0949_blob_1000_oil,caice_ssa_final_0805_0949,999,999,,,,2739.805825,,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",704,732,,C19H34O2,294,,,,
768,20200803_1535_blob_768_,caice_ssa_final_0803_1535,999,999,,,,1895.833333,,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",703,742,,C16H50O7Si8,578,,,,
882,20200803_1535_blob_882_,caice_ssa_final_0803_1535,999,999,,,,2370,,"2,6,10,14,18,22-Tetracosahexaene, 2,6,10,15,19,23-hexamethyl-, (all-E)-, didehydro deriv.",703,724,,C30H48,408,,,,
1202,20200803_1535_blob_1202_,caice_ssa_final_0803_1535,999,999,,,,2074.80916,,17-Pentatriacontene,703,705,,C35H70,490,,,,
1173,20200803_0949_blob_1173_,caice_ssa_final_0805_0949,999,999,,,,2112.307692,,"2-[4-methyl-6-(2,6,6-trimethylcyclohex-1-enyl)hexa-1,3,5-trienyl]cyclohex-1-en-1-carboxaldehyde",703,704,,C23H32O,324,,,,
27,20200803_1535_blob_27_,caice_ssa_final_0803_1535,999,999,,,,1880.555556,,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",702,710,,C16H50O7Si8,578,,,,
859,20200803_1535_blob_859_,caice_ssa_final_0803_1535,999,999,,,,1944.444444,,Epistephamiersine,702,771,,C21H27NO6,389,,,,
916,20200803_1535_blob_916_,caice_ssa_final_0803_1535,999,999,,,,2253.333333,,"Tricyclo[8.4.1.1(3,8)]hexadeca-3,5,7,10,12,14-hexaene-2,9-dione, anti-",702,794,,C16H12O2,236,,,,
920,20200803_1535_blob_920_,caice_ssa_final_0803_1535,999,999,,,,1884.722222,,"2-[4-methyl-6-(2,6,6-trimethylcyclohex-1-enyl)hexa-1,3,5-trienyl]cyclohex-1-en-1-carboxaldehyde",702,702,,C23H32O,324,,,,
961,20200803_1535_blob_961_,caice_ssa_final_0803_1535,999,999,,,,1679.746835,,"2-Benzothiazolamine, N-ethyl-",702,751,,C9H10N2S,178,T,,,
1431,20200803_1535_blob_1431_,caice_ssa_final_0803_1535,999,999,,,,1701.265823,,2(3H)-Benzothiazolone,702,801,,C7H5NOS,151,T,,,
701,20200803_0949_blob_701_,caice_ssa_final_0805_0949,999,999,,,,1318.73589,,"3-Methyl-2-furoic acid, TMS derivative",702,728,,C9H14O3Si,198,,,,
888,20200803_0949_blob_888_oil,caice_ssa_final_0805_0949,999,999,,,,2693.203883,,"Pentadec-7-ene, 7-bromomethyl-",702,773,,C16H31Br,302,,,,
923,20200803_1535_blob_923_,caice_ssa_final_0803_1535,999,999,,,,2143.51145,,"Benz[e]azulene-3,8-dione, 3a,4,6a 7,9,10,10a,10b-octahydro-3a,10a-dihydroxy-5-(hydroxymethyl)-7-(1-hydroxy-1-methylethyl)-2,10-dimethyl-, [3aR-(3a‰ñ,6a‰ñ,7‰ñ,10??,10a??,10b??)]-",701,724,,C20H28O6,364,,,,
1097,20200803_1535_blob_1097_,caice_ssa_final_0803_1535,999,999,,,,2099.236641,,‰ñ-N-Normethadol,701,704,,C20H27NO,297,,,,
1243,20200803_1535_blob_1243_,caice_ssa_final_0803_1535,999,999,,,,1769.620253,,cis-Z-‰ñ-Bisabolene epoxide,701,708,,C15H24O,220,,,,
954,20200803_0949_blob_954_,caice_ssa_final_0805_0949,999,999,,,,1783.544304,,"7-Oxabicyclo[4.1.0]heptane, 2,2,6-trimethyl-1-(3-methyl-1,3-butadienyl)-5-methylene-",701,762,,C15H22O,218,,,,
686,20200803_1535_blob_686_,caice_ssa_final_0803_1535,999,999,,,,1822.222222,,2-Octyl benzoate,700,806,,C15H22O2,234,,,,
831,20200803_0949_blob_831_,caice_ssa_final_0805_0949,999,999,,,,1895.774648,,"3-Methyl-6,7-benzoisoquinoline",700,785,,C14H11N,193,,,,
1107,20200803_0949_blob_1107_oil,caice_ssa_final_0805_0949,999,999,,,,2763.106796,,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",700,724,,C19H34O2,294,,,,
682,20200803_1535_blob_682_,caice_ssa_final_0803_1535,999,999,,,,1952.777778,,"Cyclohexanol, 5-methyl-2-(1-methyl-1-phenylethyl)-",699,751,,C16H24O,232,,,,
838,20200803_1535_blob_838_,caice_ssa_final_0803_1535,999,999,,,,2258.333333,,"Benzo[b]dihydropyran, 6-hydroxy-4,4,5,7,8-pentamethyl-",699,777,,C14H20O2,220,,,,
937,20200803_1535_blob_937_,caice_ssa_final_0803_1535,999,999,,,,2260,,"Tricyclo[8.4.1.1(3,8)]hexadeca-3,5,7,10,12,14-hexaene-2,9-dione, anti-",699,782,,C16H12O2,236,,,,
1139,20200803_0949_blob_1139_,caice_ssa_final_0805_0949,999,999,,,,2140,,"2(3H)-Furanone, 5-dodecyldihydro-",699,830,2105,C16H30O2,254,,,,
500,20200803_1535_blob_500_,caice_ssa_final_0803_1535,999,999,,,,2000,,"3,7-Dimethoxyphenothiazine",698,712,,C14H13NO2S,259,T,,,
727,20200803_1535_blob_727_,caice_ssa_final_0803_1535,999,999,,,,2170.992366,,2-Bromodiphenylamine,698,763,,C12H10BrN,247,,,,
848,20200803_1535_blob_848_,caice_ssa_final_0803_1535,999,999,,,,1464.40678,,"4-benzoxazolol, 7-ethyl-2-methyl-",698,801,,C10H11NO2,177,,,,
941,20200803_1535_blob_941_,caice_ssa_final_0803_1535,999,999,,,,2238.333333,,17-Pentatriacontene,698,700,,C35H70,490,,,,
1139,20200803_1535_blob_1139_,caice_ssa_final_0803_1535,999,999,,,,2100.763359,,"1,4,7-Trimethyl-2-azafluorene",698,741,,C15H15N,209,,,,
930,20200803_1535_blob_930_,caice_ssa_final_0803_1535,999,999,,,,1801.388889,,"Phthalic acid, 5-methylhex-2-yl ethyl ester",697,869,,C17H24O4,292,,,,
978,20200803_0949_blob_978_,caice_ssa_final_0805_0949,999,999,,,,2040,,"Palmitic Acid, TMS derivative",697,741,2050,C19H40O2Si,328,,,,
1407,20200803_0949_blob_1407_,caice_ssa_final_0805_0949,999,999,,,,2332.773109,,"Tricyclo[8.4.1.1(3,8)]hexadeca-3,5,7,10,12,14-hexaene-2,9-dione, anti-",697,750,,C16H12O2,236,,,,
1016,20200803_1535_blob_1016_,caice_ssa_final_0803_1535,999,999,,,,1944.444444,,"Benzothiazole, 2-butyl-",696,793,,C11H13NS,191,T,,,
1029,20200803_1535_blob_1029_,caice_ssa_final_0803_1535,999,999,,,,2138.931298,,‰ñ-N-Normethadol,696,698,,C20H27NO,297,,,,
1550,20200803_1535_blob_1550_,caice_ssa_final_0803_1535,999,999,,,,2835.051546,,"17.alfa.,21??-28,30-Bisnorhopane",696,742,,C28H48,384,,,,
942,20200803_0949_blob_942_oil,caice_ssa_final_0805_0949,999,999,,,,2712.621359,,10-Methyl-8-tetradecen-1-ol acetate,696,728,,C17H32O2,268,,,,
1225,20200803_0949_blob_1225_,caice_ssa_final_0805_0949,999,999,,,,2865.263158,,"6,11-Dimethyl-2,6,10-dodecatrien-1-ol",696,780,,C14H24O,208,,,,
990,20200803_1535_blob_990_,caice_ssa_final_0803_1535,999,999,,,,2333.333333,,"Tricyclo[8.4.1.1(3,8)]hexadeca-3,5,7,10,12,14-hexaene-2,9-dione, anti-",695,789,,C16H12O2,236,,,,
1053,20200803_1535_blob_1053_,caice_ssa_final_0803_1535,999,999,,,,2109.923664,,"Benzene, 1,1'-ethylidenebis[4-ethyl-",695,722,,C18H22,238,,,,
708,20200803_0949_blob_708_,caice_ssa_final_0805_0949,999,999,,,,2747.572816,,"Dodecanoic acid, 3-hydroxy-",695,737,,C12H24O3,216,,,,
968,20200803_1535_blob_968_,caice_ssa_final_0803_1535,999,999,,,,2174.045802,,Z-5-Methyl-6-heneicosen-11-one,694,738,,C22H42O,322,,,,
709,20200803_0949_blob_709_oil,caice_ssa_final_0805_0949,999,999,,,,2463.636364,,"Ethanol, 2-(octadecyloxy)-",694,729,,C20H42O2,314,,,,
978,20200803_1535_blob_978_,caice_ssa_final_0803_1535,999,999,,,,1877.777778,,6-Nitro-1-methyl-3-acetylindole,693,830,,C11H10N2O3,218,,,,
1093,20200803_1535_blob_1093_,caice_ssa_final_0803_1535,999,999,,,,1975,,‰ñ-N-Normethadol,693,695,,C20H27NO,297,,,,
1009,20200803_0949_blob_1009_,caice_ssa_final_0805_0949,999,999,,,,1667.088608,,"1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-",693,768,,C14H22O2,222,,,,
747,20200803_1535_blob_747_,caice_ssa_final_0803_1535,999,999,,,,2418.018018,,Phorbol,692,695,,C20H28O6,364,,,,
760,20200803_1535_blob_760_,caice_ssa_final_0803_1535,999,999,,,,2412.612613,,Phorbol,692,695,,C20H28O6,364,,,,
899,20200803_1535_blob_899_,caice_ssa_final_0803_1535,999,999,,,,2271.666667,,"3,12-Oleandione",692,692,,C30H48O2,440,,,,
984,20200803_1535_blob_984_,caice_ssa_final_0803_1535,999,999,,,,2493.693694,,"Octadecanal, 2-bromo-",692,712,,C18H35BrO,346,,,,
1092,20200803_1535_blob_1092_,caice_ssa_final_0803_1535,999,999,,,,1977.777778,,"4-Acetyloxyimino-6,6-dimethyl-3-methylsulfanyl-4,5,6,7-tetrahydro-benzo[c]thiophene-1-carboxylic acid methyl ester",692,709,,C15H19NO4S2,341,,,,
696,20200803_1535_blob_696_oil,caice_ssa_final_0803_1535,999,999,,,,2363.333333,,"3,4,7,8-Tetraazatricyclo[4.2.2.0(1,5)]dec-9-ene-3,4:7,8-bis(N-methyldicarboximide), 2,2-diphenyl-",691,694,,C24H20N6O4,456,,,,
813,20200803_1535_blob_813_,caice_ssa_final_0803_1535,999,999,,,,2181.679389,,"1-Propene-2-thiol, 1,1-diphenyl-",691,715,,C15H14S,226,,T,,
976,20200803_1535_blob_976_,caice_ssa_final_0803_1535,999,999,,,,2116.030534,,"Acetic acid, 17-(1-acetoxy-ethyl)-10,13-dimethyl-3-oxo-2,3,8,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-11-yl (ester)",691,698,,C25H34O5,414,,,,
1090,20200803_1535_blob_1090_,caice_ssa_final_0803_1535,999,999,,,,1876.388889,,"Propanoic acid, 2-methyl-3-[4-t-butyl]phenyl-",691,720,,C14H20O2,220,,,,
1123,20200803_1535_blob_1123_,caice_ssa_final_0803_1535,999,999,,,,2271.666667,,"Benzene, 1,1'-ethylidenebis[4-ethyl-",691,736,,C18H22,238,,,,
1160,20200803_1535_blob_1160_,caice_ssa_final_0803_1535,999,999,,,,2012.21374,,"10,12,14-Nonacosatriynoic acid",691,696,,C29H46O2,426,,,,
856,20200803_1535_blob_856_,caice_ssa_final_0803_1535,999,999,,,,2527.927928,,"Benzo[b]naphtho[e](1-oxoindano)[2,3-h]bicylo[2.2.2]octane",690,751,,C27H18O,358,,,,
1166,20200803_1535_blob_1166_,caice_ssa_final_0803_1535,999,999,,,,2039.694656,,‰ñ-N-Normethadol,690,694,,C20H27NO,297,,,,
