BlobID,Compound.Name,Library Name,Library Match Factor,Library Reverse Match Factor,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Benzothiazole,Thiol,Library.Reverse.Match.Factor_chamber,Library.RI_chamber
724,20200803_0949_blob_724_,caice_ssa_final_0805_0949,999,999,,,,2180,,"4,8,13-Cyclotetradecatriene-1,3-diol, 1,5,9-trimethyl-12-(1-methylethyl)-",799,814,,C20H34O2,306,,,,
881,20200803_1535_blob_881_,caice_ssa_final_0803_1535,999,999,,,,2145.038168,,2-{5-Methyl-2-[(trimethylsilyl)oxy]phenyl}-2H-benzotriazole,797,840,,C16H19N3OSi,297,,,,
1217,20200803_1535_blob_1217_,caice_ssa_final_0803_1535,999,999,,,,1686.075949,,"Benzothiazole, 2-butyl-",796,817,,C11H13NS,191,T,,,
731,20200803_1535_blob_731_,caice_ssa_final_0803_1535,999,999,,,,2044.274809,,"1H-Naphtho[2,1-b]pyran, 3-ethenyldodecahydro-3,4a,7,7,10a-pentamethyl-, [3R-(3‰ñ,4a??,6a‰ñ,10a??,10b‰ñ)]-",795,880,1992,C20H34O,290,,,,
10,20200803_1535_blob_10_,caice_ssa_final_0803_1535,999,999,,,,1959.722222,,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",794,822,,C16H50O7Si8,578,,,,
756,20200803_1535_blob_756_oil,caice_ssa_final_0803_1535,999,999,,,,2623.300971,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",794,830,,C30H52O2,444,,,,
896,20200803_1535_blob_896_oil,caice_ssa_final_0803_1535,999,999,,,,2697.087379,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",794,831,,C30H52O2,444,,,,
730,20200803_1535_blob_730_,caice_ssa_final_0803_1535,999,999,,,,2432.432432,,"Pyrene, 1,3-dimethyl-",793,907,,C18H14,230,,,,
750,20200803_0949_blob_750_,caice_ssa_final_0805_0949,999,999,,,,2250.420168,,"13-Octadecenoic acid, (E)-, TMS derivative",793,798,2228,C21H42O2Si,354,,,,
992,20200803_1535_blob_992_,caice_ssa_final_0803_1535,999,999,,,,1678.481013,,"Dodecanoic acid, TMS derivative",791,805,1655,C15H32O2Si,272,,,,
777,20200803_1535_blob_777_,caice_ssa_final_0803_1535,999,999,,,,2216.666667,,"Phenanthrene, 2,3,5-trimethyl-",789,848,,C17H16,220,,,,
822,20200803_1535_blob_822_,caice_ssa_final_0803_1535,999,999,,,,1976.388889,,"Pentadecanoic acid, TMS derivative",789,833,1950,C18H38O2Si,314,,,,
875,20200803_1535_blob_875_,caice_ssa_final_0803_1535,999,999,,,,1848.611111,,"Ethanol, 2-(9-octadecenyloxy)-, (Z)-",789,795,,C20H40O2,312,,,,
694,20200803_1535_blob_694_,caice_ssa_final_0803_1535,999,999,,,,2293.333333,,"9,10-Anthracenedione, 2,7-dimethyl-",788,868,,C16H12O2,236,,,,
823,20200803_1535_blob_823_oil,caice_ssa_final_0803_1535,999,999,,,,2664.07767,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",788,822,,C30H52O2,444,,,,
854,20200803_1535_blob_854_oil,caice_ssa_final_0803_1535,999,999,,,,2679.61165,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",788,827,,C30H52O2,444,,,,
964,20200803_1535_blob_964_,caice_ssa_final_0803_1535,999,999,,,,2128.244275,,"Heptadecane, 9-octyl-",787,798,,C25H52,352,,,,
619,20200803_1535_blob_619_oil,caice_ssa_final_0803_1535,999,999,,,,2320,,"Ethanol, 2-(octadecyloxy)-",786,810,,C20H42O2,314,,,,
893,20200803_0949_blob_893_,caice_ssa_final_0805_0949,999,999,,,,1667.088608,,"4-tert-Octylphenol, TMS derivative",784,905,1631,C17H30OSi,278,,,,
1138,20200803_0949_blob_1138_,caice_ssa_final_0805_0949,999,999,,,,1653.164557,,Diphenylamine,784,878,1621,C12H11N,169,,,,
699,20200803_1535_blob_699_oil,caice_ssa_final_0803_1535,999,999,,,,2350,,17-Pentatriacontene,782,783,,C35H70,490,,,,
913,20200803_1535_blob_913_oil,caice_ssa_final_0803_1535,999,999,,,,2702.912621,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",782,821,,C30H52O2,444,,,,
3,20200803_1535_blob_3_fb,caice_ssa_final_0803_1535,999,999,,,,1492.655367,,"Cycloheptasiloxane, tetradecamethyl-",781,782,1502,C14H42O7Si7,518,,,,
658,20200803_1535_blob_658_oil,caice_ssa_final_0803_1535,999,999,,,,2508.108108,,17-Pentatriacontene,781,782,,C35H70,490,,,,
1210,20200803_0949_blob_1210_,caice_ssa_final_0805_0949,999,999,,,,1777.21519,,"Ethanone, 1-(2,3-dihydro-1,1-dimethyl-1H-inden-4-yl)-",781,816,,C13H16O,188,,,,
655,20200803_1535_blob_655_oil,caice_ssa_final_0803_1535,999,999,,,,2500.900901,,17-Pentatriacontene,780,781,,C35H70,490,,,,
701,20200803_1535_blob_701_oil,caice_ssa_final_0803_1535,999,999,,,,2569.369369,,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",780,813,,C19H34O2,294,,,,
819,20200803_1535_blob_819_oil,caice_ssa_final_0803_1535,999,999,,,,2180.152672,,"Ethanol, 2-(octadecyloxy)-",780,793,,C20H42O2,314,,,,
898,20200803_1535_blob_898_oil,caice_ssa_final_0803_1535,999,999,,,,2157.251908,,17-Pentatriacontene,780,780,,C35H70,490,,,,
1107,20200803_1535_blob_1107_,caice_ssa_final_0803_1535,999,999,,,,2099.236641,,"Heptadecane, 2,3-dimethyl-",780,871,,C19H40,268,,,,
1203,20200803_1535_blob_1203_,caice_ssa_final_0803_1535,999,999,,,,1692.405063,,1-Ethyl(dimethyl)silyloxytridecane,779,803,,C17H38OSi,286,,,,
943,20200803_1535_blob_943_oil,caice_ssa_final_0803_1535,999,999,,,,2145.038168,,"Ethanol, 2-(octadecyloxy)-",778,787,,C20H42O2,314,,,,
750,20200803_1535_blob_750_,caice_ssa_final_0803_1535,999,999,,,,2024.427481,,"Hexadecanoic acid, ethyl ester",777,844,1993,C18H36O2,284,,,,
780,20200803_1535_blob_780_,caice_ssa_final_0803_1535,999,999,,,,1739.240506,,"Phthalic acid, methyl 2-pentyl ester",777,864,,C14H18O4,250,,,,
938,20200803_1535_blob_938_oil,caice_ssa_final_0803_1535,999,999,,,,2149.618321,,"Ethanol, 2-(octadecyloxy)-",777,790,,C20H42O2,314,,,,
800,20200803_0949_blob_800_,caice_ssa_final_0805_0949,999,999,,,,2349.579832,,"Benzoic acid, tridecyl ester",777,844,2340,C20H32O2,304,,,,
779,20200803_1535_blob_779_,caice_ssa_final_0803_1535,999,999,,,,2172.519084,,9-Ethyl-10-methylanthracene,776,817,,C17H16,220,,,,
789,20200803_1535_blob_789_oil,caice_ssa_final_0803_1535,999,999,,,,2164.885496,,"Ethanol, 2-(octadecyloxy)-",776,785,,C20H42O2,314,,,,
1540,20200803_1535_blob_1540_,caice_ssa_final_0803_1535,999,999,,,,1677.21519,,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",776,857,1649,C13H22O3,226,,,,
1054,20200803_1535_blob_1054_,caice_ssa_final_0803_1535,999,999,,,,2958.762887,,"17.alfa.,21??-28,30-Bisnorhopane",775,786,,C28H48,384,,,,
776,20200803_1535_blob_776_,caice_ssa_final_0803_1535,999,999,,,,1929.166667,,"Bayer 28,589",772,832,,C14H21NO3,251,,,,
707,20200803_1535_blob_707_oil,caice_ssa_final_0803_1535,999,999,,,,2578.378378,,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",771,807,,C19H34O2,294,,,,
1055,20200803_1535_blob_1055_oil,caice_ssa_final_0803_1535,999,999,,,,2757.281553,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",771,816,,C30H52O2,444,,,,
786,20200803_1535_blob_786_,caice_ssa_final_0803_1535,999,999,,,,1791.139241,,"1-Tetradecanol, TMS derivative",770,829,1756,C17H38OSi,286,,,,
949,20200803_1535_blob_949_oil,caice_ssa_final_0803_1535,999,999,,,,2724.271845,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",770,818,,C30H52O2,444,,,,
669,20200803_1535_blob_669_oil,caice_ssa_final_0803_1535,999,999,,,,2529.72973,,"Tetrapentacontane, 1,54-dibromo-",769,777,,C54H108Br2,914,,,,
672,20200803_1535_blob_672_oil,caice_ssa_final_0803_1535,999,999,,,,2538.738739,,17-Pentatriacontene,769,771,,C35H70,490,,,,
683,20200803_1535_blob_683_,caice_ssa_final_0803_1535,999,999,,,,2039.694656,,2-(‰ñ-Chlorophenylmethyl)pyridine,769,829,,C12H10ClN,203,,,,
712,20200803_1535_blob_712_,caice_ssa_final_0803_1535,999,999,,,,1499.435028,,"5(1H)-Azulenone, 2,4,6,7,8,8a-hexahydro-3,8-dimethyl-4-(1-methylethylidene)-, (8S-cis)-",769,790,,C15H22O,218,,,,
709,20200803_1535_blob_709_,caice_ssa_final_0803_1535,999,999,,,,2355,,"Phenanthrene, 3,4,5,6-tetramethyl-",768,894,,C18H18,234,,,,
775,20200803_1535_blob_775_oil,caice_ssa_final_0803_1535,999,999,,,,2634.951456,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",768,800,,C30H52O2,444,,,,
726,20200803_1535_blob_726_oil,caice_ssa_final_0803_1535,999,999,,,,2592.792793,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",767,794,,C30H52O2,444,,,,
734,20200803_1535_blob_734_,caice_ssa_final_0803_1535,999,999,,,,1755.696203,,"Acetophenone oxime, 3,5-di(tert-butyl)-4-hydroxy-",767,813,,C16H25NO2,263,,,,
924,20200803_1535_blob_924_oil,caice_ssa_final_0803_1535,999,999,,,,2710.679612,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",767,818,,C30H52O2,444,,,,
1019,20200803_1535_blob_1019_oil,caice_ssa_final_0803_1535,999,999,,,,2743.68932,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",767,810,,C30H52O2,444,,,,
734,20200803_0949_blob_734_oil,caice_ssa_final_0805_0949,999,999,,,,2514.545455,,"Tetrapentacontane, 1,54-dibromo-",767,787,,C54H108Br2,914,,,,
743,20200803_1535_blob_743_oil,caice_ssa_final_0803_1535,999,999,,,,2208.333333,,"1-Methyl-10,18-bisnorabieta-8,11,13-triene",766,863,,C19H28,256,,,,
772,20200803_1535_blob_772_,caice_ssa_final_0803_1535,999,999,,,,2524.324324,,"naphthalene, 1-(2-phenylethynyl)-",766,908,,C18H12,228,,,,
1282,20200803_1535_blob_1282_,caice_ssa_final_0803_1535,999,999,,,,2958.762887,,"Cholest-5-en-3-ol (3??)-, tetradecanoate",765,793,,C41H72O2,596,,,,
492,20200803_1535_blob_492_,caice_ssa_final_0803_1535,999,999,,,,2105.343511,,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",764,781,,C16H50O7Si8,578,,,,
1453,20200803_1535_blob_1453_,caice_ssa_final_0803_1535,999,999,,,,2952.57732,,"Eicosane, 7-hexyl-",764,789,,C26H54,366,,,,
919,20200803_1535_blob_919_,caice_ssa_final_0803_1535,999,999,,,,2091.603053,,"1-Heptadecanol, TMS derivative",763,811,2054,C20H44OSi,328,,,,
797,20200803_1535_blob_797_,caice_ssa_final_0803_1535,999,999,,,,1829.166667,,2-Hexadecanone,762,839,1805,C16H32O,240,,,,
1469,20200803_1535_blob_1469_,caice_ssa_final_0803_1535,999,999,,,,1580.79096,,"Succinic acid, butyl isobutyl ester",762,843,,C12H22O4,230,,,,
662,20200803_1535_blob_662_oil,caice_ssa_final_0803_1535,999,999,,,,2544.144144,,"Octadecanal, 2-bromo-",761,772,,C18H35BrO,346,,,,
902,20200803_1535_blob_902_,caice_ssa_final_0803_1535,999,999,,,,1768.35443,,2-(1-Butyl-2-nitroallyl)cyclohexanone,760,762,,C13H21NO3,239,,,,
741,20200803_0949_blob_741_oil,caice_ssa_final_0805_0949,999,999,,,,2521.818182,,17-Pentatriacontene,760,761,,C35H70,490,,,,
703,20200803_1535_blob_703_,caice_ssa_final_0803_1535,999,999,,,,1500.564972,,"Ethanone, 1-[4-(1-hydroxy-1-methylethyl)phenyl]-",759,847,1432,C11H14O2,178,,,,
715,20200803_0949_blob_715_oil,caice_ssa_final_0805_0949,999,999,,,,2501.818182,,"Ethanol, 2-(octadecyloxy)-",759,772,,C20H42O2,314,,,,
905,20200803_1535_blob_905_,caice_ssa_final_0803_1535,999,999,,,,2619.417476,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",758,813,,C30H52O2,444,,,,
735,20200803_0949_blob_735_oil,caice_ssa_final_0805_0949,999,999,,,,2518.181818,,"Carbonic acid, eicosyl vinyl ester",758,814,2497,C23H44O3,368,,,,
766,20200803_0949_blob_766_,caice_ssa_final_0805_0949,999,999,,,,2044.615385,,2-o-Tolylbenzothiazole,758,804,,C14H11NS,225,T,,,
784,20200803_1535_blob_784_,caice_ssa_final_0803_1535,999,999,,,,1816.666667,,"1H-Indene-1-carboxylic acid, 1-ethyl-2,3-dihydro-3,3-dimethyl-, methyl ester",757,806,,C15H20O2,232,,,,
889,20200803_1535_blob_889_,caice_ssa_final_0803_1535,999,999,,,,1782.278481,,"Benzenamine, 2,4,6-tris(1,1-dimethylethyl)-",756,781,,C18H31N,261,,,,
806,20200803_1535_blob_806_oil,caice_ssa_final_0803_1535,999,999,,,,2716.504854,,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",755,846,,C33H56,452,,,,
832,20200803_1535_blob_832_oil,caice_ssa_final_0803_1535,999,999,,,,2749.514563,,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",755,846,,C33H56,452,,,,
143,20200803_1535_blob_143_,caice_ssa_final_0803_1535,999,999,,,,1760.759494,,"2H-isoindole-2-acetaldehyde, 1,3-dihydro-1,3-dioxo-",754,880,,C10H7NO3,189,,,,
735,20200803_1535_blob_735_,caice_ssa_final_0803_1535,999,999,,,,2265,,"Phenanthrene, 2,4,5,7-tetramethyl-",754,892,,C18H18,234,,,,
931,20200803_1535_blob_931_oil,caice_ssa_final_0803_1535,999,999,,,,2152.671756,,2-Methyl-Z-4-tetradecene,753,808,,C15H30,210,,,,
975,20200803_1535_blob_975_,caice_ssa_final_0803_1535,999,999,,,,2260,,Phorbol,753,759,,C20H28O6,364,,,,
1082,20200803_0949_blob_1082_,caice_ssa_final_0805_0949,999,999,,,,2112.307692,,1-Heptatriacotanol,753,759,,C37H76O,536,,,,
1477,20200803_0949_blob_1477_,caice_ssa_final_0805_0949,999,999,,,,1700,,N-n-Butylphthalimide,753,822,,C12H13NO2,203,,,,
2000,20200803_0949_blob_2000_,caice_ssa_final_0805_0949,999,999,,,,1511.363636,,"3-Buten-2-one, 4-(2,2,6-trimethyl-7-oxabicyclo[4.1.0]hept-1-yl)-",753,813,1473,C13H20O2,208,,,,
677,20200803_1535_blob_677_,caice_ssa_final_0803_1535,999,999,,,,1701.265823,,3-Ethylbenzothiazolin-2-thione,751,836,,C9H9NS2,195,T,,,
1105,20200803_1535_blob_1105_,caice_ssa_final_0803_1535,999,999,,,,2131.29771,,"2,6,10,14,18,22-Tetracosahexaene, 2,6,10,15,19,23-hexamethyl-, (all-E)-, didehydro deriv.",751,763,,C30H48,408,,,,
1206,20200803_1535_blob_1206_oil,caice_ssa_final_0803_1535,999,999,,,,2849.484536,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",751,798,,C30H52O2,444,,,,
649,20200803_0949_blob_649_,caice_ssa_final_0805_0949,999,999,,,,1646.835443,,"D-Erythro-Pentopyranose, 2-deoxy-1,3,4-tris-O-(trimethylsilyl)-",751,767,,C14H34O4Si3,350,,,,
1041,20200803_1535_blob_1041_,caice_ssa_final_0803_1535,999,999,,,,2120.610687,,17-Pentatriacontene,750,751,,C35H70,490,,,,
818,20200803_1535_blob_818_,caice_ssa_final_0803_1535,999,999,,,,1768.35443,,Diallyl phthalate,749,860,1712,C14H14O4,246,,,,
1136,20200803_1535_blob_1136_,caice_ssa_final_0803_1535,999,999,,,,2186.259542,,"2-[4-methyl-6-(2,6,6-trimethylcyclohex-1-enyl)hexa-1,3,5-trienyl]cyclohex-1-en-1-carboxaldehyde",749,753,,C23H32O,324,,,,
1252,20200803_1535_blob_1252_oil,caice_ssa_final_0803_1535,999,999,,,,2876.28866,,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",749,835,,C33H56,452,,,,
574,20200803_1535_blob_574_,caice_ssa_final_0803_1535,999,999,,,,2200,,"Phenanthrene, 2,3,5-trimethyl-",748,823,,C17H16,220,,,,
721,20200803_1535_blob_721_,caice_ssa_final_0803_1535,999,999,,,,2221.666667,,"4,8,13-Cyclotetradecatriene-1,3-diol, 1,5,9-trimethyl-12-(1-methylethyl)-",748,772,,C20H34O2,306,,,,
814,20200803_1535_blob_814_,caice_ssa_final_0803_1535,999,999,,,,2135.877863,,tert-Hexadecanethiol,748,787,,C16H34S,258,,T,,
945,20200803_1535_blob_945_,caice_ssa_final_0803_1535,999,999,,,,1820.833333,,"Tetradecanoic acid, ethyl ester",748,818,1794,C16H32O2,256,,,,
1084,20200803_1535_blob_1084_oil,caice_ssa_final_0803_1535,999,999,,,,2794.174757,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",748,790,,C30H52O2,444,,,,
595,20200803_0949_blob_595_,caice_ssa_final_0805_0949,999,999,,,,2543.636364,,"Hexadecanoic acid, n.-octyl ester",748,753,,C24H48O2,368,,,,
1070,20200803_1535_blob_1070_oil,caice_ssa_final_0803_1535,999,999,,,,2766.990291,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",747,790,,C30H52O2,444,,,,
1072,20200803_1535_blob_1072_oil,caice_ssa_final_0803_1535,999,999,,,,2778.640777,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",747,794,,C30H52O2,444,,,,
1245,20200803_1535_blob_1245_,caice_ssa_final_0803_1535,999,999,,,,1760.759494,,"1-Hexadecanol, 2-methyl-",747,754,,C17H36O,256,,,,
1383,20200803_1535_blob_1383_,caice_ssa_final_0803_1535,999,999,,,,1593.220339,,"p-Hydroxydiisopropylbenzene, TMS derivative",747,762,,C15H26OSi,250,,,,
732,20200803_1535_blob_732_,caice_ssa_final_0803_1535,999,999,,,,2303.333333,,9-Phenyl-5H-benzocycloheptene,746,836,,C17H14,218,,,,
884,20200803_1535_blob_884_,caice_ssa_final_0803_1535,999,999,,,,1823.611111,,"9,10-Ethanoanthracene, 9,10-dihydro-11,12-diacetyl-",746,756,,C20H18O2,290,,,,
1059,20200803_1535_blob_1059_,caice_ssa_final_0803_1535,999,999,,,,1944.444444,,"4a-Methyl-1-methylene-1,2,3,4,4a,9,10,10a-octahydrophenanthrene",746,822,,C16H20,212,,,,
769,20200803_1535_blob_769_,caice_ssa_final_0803_1535,999,999,,,,1888.888889,,"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin",745,810,,C18H26O,258,,,,
773,20200803_1535_blob_773_,caice_ssa_final_0803_1535,999,999,,,,2067.175573,,"1-Naphthalenepentanol, decahydro-5-(hydroxymethyl)-5,8a-dimethyl-ç?,2-bis(methylene)-, (1‰ñ,4a??,5‰ñ,8a‰ñ)-",745,769,,C20H34O2,306,,,,
860,20200803_1535_blob_860_,caice_ssa_final_0803_1535,999,999,,,,2143.51145,,"10,18-Bisnorabieta-5,7,9(10),11,13-pentaene",745,893,2082,C18H22,238,,,,
1017,20200803_1535_blob_1017_,caice_ssa_final_0803_1535,999,999,,,,1919.444444,,"Dibenzothiophene, 4-methyl-",744,774,1927,C13H10S,198,,,,
1167,20200803_1535_blob_1167_oil,caice_ssa_final_0803_1535,999,999,,,,2786.407767,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",744,792,,C30H52O2,444,,,,
1271,20200803_1535_blob_1271_oil,caice_ssa_final_0803_1535,999,999,,,,2841.237113,,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",744,834,,C33H56,452,,,,
771,20200803_1535_blob_771_oil,caice_ssa_final_0803_1535,999,999,,,,2221.666667,,"Hexadecanoic acid, 1-(hydroxymethyl)-1,2-ethanediyl ester",743,747,,C35H68O5,568,,,,
885,20200803_1535_blob_885_oil,caice_ssa_final_0803_1535,999,999,,,,2691.262136,,"2,2,4-Trimethyl-3-(3,8,12,16-tetramethyl-heptadeca-3,7,11,15-tetraenyl)-cyclohexanol",743,763,,C30H52O,428,,,,
1148,20200803_1535_blob_1148_oil,caice_ssa_final_0803_1535,999,999,,,,2826.804124,,"4,8,13-Cyclotetradecatriene-1,3-diol, 1,5,9-trimethyl-12-(1-methylethyl)-",743,811,,C20H34O2,306,,,,
767,20200803_0949_blob_767_oil,caice_ssa_final_0805_0949,999,999,,,,2587.272727,,"Dodecane, 1-cyclopentyl-4-(3-cyclopentylpropyl)-",743,753,,C25H48,348,,,,
707,20200803_0949_blob_707_,caice_ssa_final_0805_0949,999,999,,,,1763.291139,,"Arabinofuranose, 1,2,3,5-tetrakis-O-(trimethylsilyl)-",742,827,,C17H42O5Si4,438,,,,
4,20200803_1535_blob_4_,caice_ssa_final_0803_1535,999,999,,,,1811.111111,,"Cyclononasiloxane, octadecamethyl-",741,867,1893,C18H54O9Si9,666,,,,
1030,20200803_1535_blob_1030_,caice_ssa_final_0803_1535,999,999,,,,2114.503817,,2-Methyl-Z-4-tetradecene,741,790,,C15H30,210,,,,
1145,20200803_1535_blob_1145_oil,caice_ssa_final_0803_1535,999,999,,,,2818.556701,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",741,787,,C30H52O2,444,,,,
717,20200803_1535_blob_717_,caice_ssa_final_0803_1535,999,999,,,,2439.63964,,Triphenyl phosphate,740,841,2387,C18H15O4P,326,,,,
894,20200803_1535_blob_894_,caice_ssa_final_0803_1535,999,999,,,,2470.27027,,Phorbol,740,750,,C20H28O6,364,,,,
1255,20200803_1535_blob_1255_oil,caice_ssa_final_0803_1535,999,999,,,,2884.536082,,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",740,818,,C33H56,452,,,,
779,20200803_0949_blob_779_oil,caice_ssa_final_0805_0949,999,999,,,,2391.596639,,"Dihydrophytol, TMS derivative",740,872,,C23H50OSi,370,,,,
867,20200803_1535_blob_867_,caice_ssa_final_0803_1535,999,999,,,,2457.657658,,Phorbol,739,747,,C20H28O6,364,,,,
1099,20200803_1535_blob_1099_,caice_ssa_final_0803_1535,999,999,,,,2016.793893,,Phorbol,739,739,,C20H28O6,364,,,,
1363,20200803_1535_blob_1363_,caice_ssa_final_0803_1535,999,999,,,,1717.721519,,"4-Isopropenyl-4,7-dimethyl-1-oxaspiro[2.5]octane",739,780,,C12H20O,180,,,,
751,20200803_1535_blob_751_,caice_ssa_final_0803_1535,999,999,,,,1833.333333,,"Benzothiazole, 2-butyl-",738,789,,C11H13NS,191,T,,,
803,20200803_1535_blob_803_,caice_ssa_final_0803_1535,999,999,,,,1931.944444,,9-Hexadecenoic acid,738,758,1942,C16H30O2,254,,,,
880,20200803_1535_blob_880_,caice_ssa_final_0803_1535,999,999,,,,2475.675676,,17-Pentatriacontene,738,742,,C35H70,490,,,,
1004,20200803_1535_blob_1004_,caice_ssa_final_0803_1535,999,999,,,,1929.166667,,Phorbol,738,739,,C20H28O6,364,,,,
901,20200803_1535_blob_901_,caice_ssa_final_0803_1535,999,999,,,,2238.333333,,Phorbol,736,737,,C20H28O6,364,,,,
933,20200803_1535_blob_933_,caice_ssa_final_0803_1535,999,999,,,,2488.288288,,"9-Octadecene, 1,1'-[1,2-ethanediylbis(oxy)]bis-, (Z,Z)-",736,753,,C38H74O2,562,,,,
946,20200803_1535_blob_946_,caice_ssa_final_0803_1535,999,999,,,,2050.381679,,"Palmitelaidic acid, TMS derivative",736,820,,C19H38O2Si,326,,,,
1065,20200803_1535_blob_1065_oil,caice_ssa_final_0803_1535,999,999,,,,2810.309278,,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",736,838,,C33H56,452,,,,
1227,20200803_0949_blob_1227_,caice_ssa_final_0805_0949,999,999,,,,1830.985915,,Calarene epoxide,736,799,,C15H24O,220,,,,
1303,20200803_0949_blob_1303_,caice_ssa_final_0805_0949,999,999,,,,1793.670886,,"(5R,10R)-6,10-Dimethyl-2-(propan-2-ylidene)spiro[4.5]dec-6-en-8-one",736,765,,C15H22O,218,,,,
660,20200803_1535_blob_660_,caice_ssa_final_0803_1535,999,999,,,,1818.055556,,"6,9-Dimethoxy-4-methyl-2,3-dihydrofuro(3,2-c)quinoline",735,745,,C14H15NO3,245,,,,
831,20200803_1535_blob_831_,caice_ssa_final_0803_1535,999,999,,,,2265,,Phorbol,735,736,,C20H28O6,364,,,,
928,20200803_1535_blob_928_,caice_ssa_final_0803_1535,999,999,,,,1895.833333,,Ethyl iso-allocholate,735,742,,C26H44O5,436,,,,
1205,20200803_1535_blob_1205_,caice_ssa_final_0803_1535,999,999,,,,2700.970874,,Octocrylene,735,764,,C24H27NO2,361,,,,
18,20200803_0949_blob_18_,caice_ssa_final_0805_0949,999,999,,,,1892.957746,,"Bicyclo[4.3.0]nonan-2-one, 8-isopropylidene-",735,796,,C12H18O,178,,,,
1567,20200803_0949_blob_1567_,caice_ssa_final_0805_0949,999,999,,,,1635.443038,,"1(2H)-Naphthalenone, 3,4-dihydro-3,3,6,8-tetramethyl-",735,784,,C14H18O,202,,,,
988,20200803_1535_blob_988_,caice_ssa_final_0803_1535,999,999,,,,2042.748092,,"1-Undecene-3,6-dione, 1-(2,6,6-trimethyl1-cyclohexen-1-yl)-",734,737,,C20H32O2,304,,,,
1276,20200803_0949_blob_1276_,caice_ssa_final_0805_0949,999,999,,,,2953.684211,,"Eicosane, 7-hexyl-",734,780,,C26H54,366,,,,
746,20200803_1535_blob_746_,caice_ssa_final_0803_1535,999,999,,,,2301.666667,,"4a,7,7,10a-Tetramethyldodecahydrobenzo[f]chromen-3-ol",733,784,,C17H30O2,266,,,,
993,20200803_1535_blob_993_,caice_ssa_final_0803_1535,999,999,,,,1820.833333,,"1-Pentadecanol, TMS derivative",733,773,1856,C18H40OSi,300,,,,
1122,20200803_1535_blob_1122_,caice_ssa_final_0803_1535,999,999,,,,2094.656489,,"Dasycarpidan-1-methanol, acetate (ester)",733,757,,C20H26N2O2,326,,,,
745,20200803_0949_blob_745_,caice_ssa_final_0805_0949,999,999,,,,2012.307692,,"As-Indacen-1(2H)-one, 3,6,7,8-tetrahydro-3,3,6,6-tetramethyl-",732,739,,C16H20O,228,,,,
