Column1,Formula,C,H,N,O,S,P,ExactMass,0724.csv,0726.csv,0730.csv,0802.csv,0806.csv,0809.csv,0812.csv,Replication,Latter TPs common,Column2,N/C,O/C,H/C,DBE,DBE/C,NOSC,AI-mod,Column3,Spearmans',ChlA,î(280 nm) L/mg*cm,î(350 nm) L/mg*cm,Slope 350-400,Slope 275-295,SR (Smaller:Larger),E2:E3 (A 250:365 nm),Column4,Column5,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,Column6
10530,C57H44N2O3S,57,44,2,3,1,0,835.2999861,NA,2425.7,NA,NA,361.4,NA,232.8,4,1,,0.035087719,0.052631579,0.771929825,37,,-0.526315789,0.638095238,,,-0.60417149,-0.998859475,-0.992749635,0.614262376,0.990513438,0.436452746,0.961982722,,,1,0,0,0,0,0,1
57,C8H16N2O7S,8,16,2,7,1,0,283.0605445,NA,689.7,NA,NA,NA,567.8,303.4,4,1,,0.25,0.875,2,2,,0.75,-2.333333333,,,0.047000245,-0.937253083,-0.927052343,0.957631877,0.845239054,0.82462305,0.827450607,,,0,0,0,0,0,0,0
104,C9H20N2O9S,9,20,2,9,1,0,331.0816737,NA,3229.6,NA,NA,1995.5,2428.3,NA,4,1,,0.222222222,1,2.222222222,1,,0.666666667,-3.666666667,,,-0.912426946,-0.998108408,-0.998637868,0.831092692,0.930777975,0.027794421,0.999986691,,,0,0,0,0,5,0,5
343,C12H11N2O3SP,12,11,2,3,1,1,293.0155226,NA,391,492.5,NA,253.8,NA,NA,4,2,,0.166666667,0.25,0.916666667,9,,0.25,0.769230769,,,-0.850733729,-0.863919143,-0.886255996,0.809445318,0.809445318,-0.831430827,0.920962985,,,1,0,0,0,0,0,1
849,C15H9N2O17SP,15,9,2,17,1,1,550.928677,NA,NA,24483.1,23958.1,2174.9,11786.8,NA,3,1,,0.133333333,1.133333333,0.6,13,,2.2,0.8,,,0.336435722,-0.992774934,-0.999684923,0.837066783,0.911420522,-0.078364209,0.99491041,,,1,0,0,0,0,0,1
8370,C39H47N2O5SP,39,47,2,5,1,1,685.2870518,NA,NA,1847.5,2542.1,NA,NA,1289.4,4,2,,0.051282051,0.128205128,1.205128205,18,,-0.743589744,0.4,,,0.8900485,-0.847068144,-0.83151946,0.895710031,0.898712259,0.616301433,0.827230467,,,0,0,3,0,0,0,3
795,C14H28N2O13S2,14,28,2,13,2,0,495.0960028,NA,805.2,NA,1057.2,436.8,NA,NA,4,2,,0.142857143,0.928571429,2,2,,0.571428571,-2.142857143,,,0.659893327,-0.888527131,-0.895094304,0.97957066,0.905763806,-0.957412992,0.926273727,,,0,0,0,0,5,0,5
821,C14H30N2O13S2,14,30,2,13,2,0,497.1116528,8656.5,NA,6278.2,NA,NA,4949.1,NA,4,2,,0.142857143,0.928571429,2.142857143,1,,0.428571429,-2.428571429,,,-0.859437346,-0.90826287,-0.89640418,0.892793246,0.95836879,0.555703684,0.961797807,,,0,0,0,0,5,0,5
1011,C15H30N2O14S2,15,30,2,14,2,0,525.1065674,4375.6,NA,2645.1,NA,NA,NA,755.4,4,2,,0.133333333,0.933333333,2,2,,0.533333333,-2,,,-0.954493883,-0.944022138,-0.940682036,0.853055877,0.986460731,0.732293771,0.991538176,,,0,0,0,0,5,0,5
1283,C16H32N2O14S2,16,32,2,14,2,0,539.1222174,NA,NA,2522,NA,535.9,1254.3,NA,4,1,,0.125,0.875,2,2,,0.375,-1.6,,,-0.903288329,-0.999278806,-0.997982456,0.718060471,0.92418613,0.03992536,0.999429181,,,0,0,0,0,0,0,0
1361,C17H10N2O14S2,17,10,2,14,2,0,528.9500674,NA,NA,2297,3690.5,1024.5,NA,NA,4,2,,0.117647059,0.823529412,0.588235294,14,,1.647058824,0.666666667,,,0.769806382,-0.867708632,-0.85141124,0.986187115,0.928418709,-0.976079367,0.848464772,,,1,0,0,0,0,0,1
1383,C17H12N2O13S2,17,12,2,13,2,0,514.9708028,NA,NA,29286.3,32732.2,3819,NA,NA,4,2,,0.117647059,0.764705882,0.705882353,13,,1.411764706,0.538461538,,,0.424181227,-0.996822272,-0.993774053,0.962675083,0.998211453,-0.790209817,0.993135451,,,0,2,0,0,0,0,2
1642,C18H12N2O12S2,18,12,2,12,2,0,510.9758882,NA,NA,28444.8,25166.7,447.1,NA,NA,4,2,,0.111111111,0.666666667,0.666666667,14,,1.222222222,0.625,,,0.219645682,-0.990648728,-0.994496728,0.882010486,0.962037535,-0.640035918,0.995067069,,,1,0,0,0,0,0,1
1854,C18H36N2O14S2,18,36,2,14,2,0,567.1535174,NA,NA,NA,NA,359.5,1222,846.7,4,0,,0.111111111,0.777777778,2,2,,0.111111111,-1.142857143,,,0.009013725,-0.63047358,-0.914211567,0.935547704,-0.16491773,-0.846061942,0.992557945,,,0,0,0,0,0,0,0
2614,C21H22N2O4S2,21,22,2,4,2,0,429.0948214,NA,2146.6,NA,1281.9,541.2,NA,NA,4,2,,0.095238095,0.19047619,1.047619048,12,,-0.19047619,0.466666667,,,-0.2601554,-0.874113508,-0.866970114,0.70994311,0.854482647,-0.289825724,0.826764224,,,0,0,3,0,0,0,3
3439,C23H32N2O2S2,23,32,2,2,2,0,431.1832422,NA,NA,236.5,527.2,NA,557.1,NA,4,2,,0.086956522,0.086956522,1.391304348,9,,-0.782608696,0.277777778,,,0.608461245,0.534993539,0.574603435,0.56889057,-0.429131133,-0.834154086,-0.58102933,,,0,0,3,0,0,0,3
1090,C16H11N2O14S2P,16,11,2,14,2,1,548.9316539,NA,NA,25981.3,25762.9,2432.6,12040.3,NA,3,1,,0.125,0.875,0.6875,13,,1.6875,0.625,,,0.350857844,-0.995807078,-0.999950848,0.831347537,0.922832356,-0.057323826,0.997248044,,,1,0,0,0,0,0,1
5720,C30H33N2O4S2P,30,33,2,4,2,1,579.1546579,2419,NA,NA,NA,NA,625,212.6,4,1,,0.066666667,0.133333333,1.1,16,,-0.5,0.456521739,,,-0.523590615,-0.986893863,-0.99180744,0.997477338,0.999021577,0.999999886,0.995357505,,,0,0,3,0,0,0,3
3232,C23H12N2O2S3,23,12,2,2,3,0,442.9988129,NA,NA,NA,3792.1,157.4,NA,2667.6,4,1,,0.086956522,0.086956522,0.52173913,19,,0.173913043,0.823529412,,,0.60332847,-0.662159597,-0.784982239,0.997079028,0.594145099,-0.583441183,0.865798789,,,1,0,0,0,0,0,1
894,C15H15N3O7,15,15,3,7,0,0,348.0837228,2463.8,NA,NA,NA,NA,2062.7,2350.1,4,1,,0.2,0.466666667,1,10,,0.533333333,0.588235294,,,-0.997230681,-0.447009837,-0.477148611,0.641571007,0.620781455,0.585114198,0.660808299,,,0,2,0,0,0,0,2
8730,C41H23N3O3,41,23,3,3,0,0,604.1666644,NA,NA,396.1,422.4,NA,249.7,300.3,3,1,,0.073170732,0.073170732,0.56097561,32,,-0.195121951,0.794520548,,,0.51513826,-0.819621196,-0.834776429,0.551296887,0.916574423,0.843344463,0.92397555,,,1,0,0,0,0,0,1
166,C11H6N3O3P,11,6,3,3,0,1,258.0074009,NA,NA,NA,NA,169.9,2697.4,591.6,4,0,,0.272727273,0.272727273,0.545454545,11,,0.818181818,1.363636364,,,0.435885548,-0.901909974,-0.999693243,0.694553035,0.272830124,-0.536720879,0.845078485,,,1,0,0,0,0,0,1
312,C12H6N3O4P,12,6,3,4,0,1,286.0023155,NA,NA,NA,NA,183.3,1088.7,828.4,4,0,,0.25,0.333333333,0.5,12,,0.916666667,1.333333333,,,-0.156201527,-0.493670627,-0.834761991,0.981022064,-0.325492213,-0.92246288,0.999041748,,,1,0,0,0,0,0,1
487,C13H8N3O3P,13,8,3,3,0,1,284.0230509,NA,1632.7,2930.5,NA,1056.6,2326,NA,3,1,,0.230769231,0.230769231,0.615384615,12,,0.538461538,1.133333333,,,-0.318738736,-0.507367202,-0.580633359,0.63058917,0.301173068,-0.36281597,0.599887805,,,1,0,0,0,0,0,1
868,C15H12N3O4P,15,12,3,4,0,1,328.0492655,NA,NA,595.9,905.8,273.3,1213.2,1676,2,0,,0.2,0.266666667,0.8,12,,0.333333333,0.888888889,,,-0.099062492,0.313973868,0.178877428,0.530616541,-0.410034617,-0.967796695,-0.105149425,,,1,0,0,0,0,0,1
883,C15H14N3O4P,15,14,3,4,0,1,330.0649155,NA,NA,919.2,NA,242.5,1487.6,1478.9,3,0,,0.2,0.266666667,0.933333333,11,,0.2,0.777777778,,,-0.250026202,0.027402013,-0.140603343,0.910738573,-0.262317279,-0.916995122,0.181056982,,,1,0,0,0,0,0,1
1118,C16H14N3O4P,16,14,3,4,0,1,342.0649155,NA,NA,640,663.2,182.7,448.2,746.2,2,0,,0.1875,0.25,0.875,12,,0.1875,0.8,,,0.102957651,-0.35912857,-0.484217559,0.799001945,0.316594175,-0.484190212,0.596693954,,,1,0,0,0,0,0,1
1148,C16H16N3O4P,16,16,3,4,0,1,344.0805655,2647.9,2808.2,NA,2172.5,1314.2,3064.1,2204.5,1,0,,0.1875,0.25,1,11,,0.0625,0.7,,,-0.230448261,-0.468392265,-0.53930525,0.673228141,0.30840727,-0.419790357,0.476600807,,,1,0,0,0,0,0,1
1427,C17H16N3O4P,17,16,3,4,0,1,356.0805655,2843.6,NA,NA,1677.5,992.5,1430.7,1640.1,2,0,,0.176470588,0.235294118,0.941176471,12,,0.058823529,0.727272727,,,-0.261495184,-0.751897558,-0.795397042,0.85082977,0.772838669,-0.036704697,0.896575193,,,1,0,0,0,0,0,1
1428,C17H16N3O5P,17,16,3,5,0,1,372.0754801,NA,NA,1599.8,NA,215.6,NA,2616.7,4,1,,0.176470588,0.294117647,0.941176471,12,,0.176470588,0.714285714,,,-0.878216912,0.022201842,-0.159331764,0.906655356,-0.141357187,-0.873403441,0.297567251,,,1,0,0,0,0,0,1
1448,C17H18N3O4P,17,18,3,4,0,1,358.0962155,NA,869.7,1656,1269,167.1,596,518.1,1,0,,0.176470588,0.235294118,1.058823529,11,,-0.058823529,0.636363636,,,0.21094532,-0.81398428,-0.854070979,0.62902843,0.762492939,0.24770577,0.898892537,,,1,0,0,0,0,0,1
1449,C17H18N3O5P,17,18,3,5,0,1,374.0911301,NA,NA,NA,NA,848.2,1724.4,2374.4,4,0,,0.176470588,0.294117647,1.058823529,11,,0.058823529,0.619047619,,,-0.769499147,0.203476313,-0.263344682,0.864781803,-0.868785782,-0.947705582,0.721386411,,,1,0,0,0,0,0,1
1717,C18H18N3O5P,18,18,3,5,0,1,386.0911301,2390.1,NA,2045,NA,NA,NA,1911.9,4,2,,0.166666667,0.277777778,1,12,,0.055555556,0.652173913,,,-0.999638812,-0.818420734,-0.812643787,0.962960387,0.904452345,0.519036877,0.918651343,,,1,0,0,0,0,0,1
1975,C19H16N3O6P,19,16,3,6,0,1,412.0703947,1464.8,NA,NA,NA,NA,546.1,357.5,4,1,,0.157894737,0.315789474,0.842105263,14,,0.263157895,0.75,,,-0.537857797,-0.984037649,-0.989516609,0.998530922,0.999624482,0.999850145,0.996836614,,,1,0,0,0,0,0,1
1997,C19H18N3O5P,19,18,3,5,0,1,398.0911301,NA,753.5,NA,789.7,410.1,1202,603.8,2,0,,0.157894737,0.263157895,0.947368421,13,,0.052631579,0.68,,,0.136615977,-0.308354968,-0.371236564,0.587891511,0.091746835,-0.505159153,0.295655545,,,1,0,0,0,0,0,1
2273,C20H18N3O6P,20,18,3,6,0,1,426.0860447,2174.3,NA,NA,NA,150.8,NA,813.5,4,1,,0.15,0.3,0.9,14,,0.15,0.692307692,,,-0.878290982,-0.914152746,-0.964747039,0.976333985,0.889197611,-0.145374035,0.98327473,,,1,0,0,0,0,0,1
2621,C21H22N3O5P,21,22,3,5,0,1,426.1224301,NA,NA,NA,1652.3,1097.2,2788.3,NA,4,1,,0.142857143,0.238095238,1.047619048,13,,-0.142857143,0.586206897,,,-0.173542004,-0.119013766,-0.232157546,0.51633337,-0.215987422,-0.989837875,0.138628967,,,0,2,0,0,0,0,2
3003,C22H24N3O5P,22,24,3,5,0,1,440.1380801,NA,1049.8,NA,935.6,585.8,NA,535.7,3,1,,0.136363636,0.227272727,1.090909091,13,,-0.227272727,0.548387097,,,0.295866336,-0.99055194,-0.980045643,0.675561088,0.98301566,0.416833964,0.944178274,,,0,2,0,0,0,0,2
443,C12H23N3O13S,12,23,3,13,1,0,448.0878811,NA,2742.5,NA,2236.1,1960.1,NA,NA,4,2,,0.25,1.083333333,1.916666667,3,,1.166666667,-4,,,-0.377435554,-0.807419709,-0.798769849,0.617511596,0.783769175,-0.169381855,0.750942939,,,0,0,0,0,0,6,6
600,C13H25N3O14S,13,25,3,14,1,0,478.0984457,4471.9,NA,NA,2869.4,NA,2974.5,NA,4,2,,0.230769231,1.076923077,1.923076923,3,,1.076923077,-3.25,,,-0.738459942,-0.627465722,-0.640404312,0.760240267,0.657430101,0.532211857,0.772346803,,,0,0,0,0,0,6,6
601,C13H25N3O15S,13,25,3,15,1,0,494.0933603,4182,NA,NA,1767.4,NA,1188.1,NA,4,2,,0.230769231,1.153846154,1.923076923,3,,1.230769231,-4.666666667,,,-0.555275179,-0.795834158,-0.805852797,0.893810936,0.818900609,0.719651847,0.902102483,,,0,0,0,0,0,6,6
1025,C15H31N3O15S,15,31,3,15,1,0,524.1403103,NA,NA,1899.1,NA,NA,3344.3,1316,4,1,,0.2,1,2.066666667,2,,0.666666667,-2.285714286,,,0.942590814,-0.176825098,-0.13030977,0.960233391,-0.035703436,-0.111680168,-0.111111883,,,0,0,0,0,5,0,5
1585,C17H35N3O12S,17,35,3,12,1,0,504.1868665,NA,217,NA,NA,182.5,274.6,NA,4,1,,0.176470588,0.705882353,2.058823529,2,,0,-0.928571429,,,0.210950797,-0.147020848,-0.258310963,0.716519333,-0.164437955,-0.972076989,0.202503457,,,0,0,0,0,0,0,0
3239,C23H12N4O7,23,12,4,7,0,0,455.0633218,NA,2085.3,NA,2720.8,NA,NA,1200.2,4,2,,0.173913043,0.304347826,0.52173913,20,,0.608695652,0.935483871,,,0.792551635,-0.885507278,-0.887230804,0.980849057,0.901918588,0.744785491,0.924482767,,,1,0,0,0,0,0,1
3285,C23H18N4O8,23,18,4,8,0,0,477.1051864,27315.5,NA,NA,25663,NA,21970.2,NA,4,2,,0.173913043,0.347826087,0.782608696,17,,0.434782609,0.733333333,,,-0.031615386,-0.995647055,-0.997066976,0.99576644,0.998529897,0.977942773,0.993857554,,,1,0,0,0,0,0,1
3643,C24H20N4O8,24,20,4,8,0,0,491.1208364,29572.9,NA,NA,25052.4,NA,21110.2,NA,4,2,,0.166666667,0.333333333,0.833333333,17,,0.333333333,0.6875,,,-0.283997779,-0.939482532,-0.945082558,0.986534578,0.952159328,0.893029716,0.98944132,,,1,0,0,0,0,0,1
3950,C25H16N4O9,25,16,4,9,0,0,515.084451,4284.9,1938.7,NA,3625.9,1168.9,NA,NA,3,2,,0.16,0.36,0.64,20,,0.56,0.818181818,,,0.237285601,-0.763490615,-0.769062626,0.908953505,0.829226061,-0.948336679,0.869222647,,,1,0,0,0,0,0,1
4293,C26H18N4O9,26,18,4,9,0,0,529.100101,NA,3886.6,NA,5330.9,1509.3,NA,NA,4,2,,0.153846154,0.346153846,0.692307692,20,,0.461538462,0.771428571,,,0.635416709,-0.902807471,-0.908955349,0.985525103,0.918909615,-0.947644217,0.937901363,,,1,0,0,0,0,0,1
4624,C27H20N4O9,27,20,4,9,0,0,543.115751,NA,4771.1,NA,6736.9,2418.2,NA,NA,4,2,,0.148148148,0.333333333,0.740740741,20,,0.37037037,0.72972973,,,0.701054561,-0.861352756,-0.868636791,0.966728613,0.880530445,-0.972118699,0.903644076,,,1,0,0,0,0,0,1
4667,C27H26N4O6,27,26,4,6,0,0,501.1779572,6172.3,NA,NA,7617.3,5324.1,NA,NA,4,2,,0.148148148,0.222222222,0.962962963,17,,-0.074074074,0.6,,,0.823513173,-0.678067893,-0.685095231,0.675676706,0.597473959,-0.857146444,0.552799025,,,0,2,0,0,0,0,2
4996,C28H28N4O5,28,28,4,5,0,0,499.1986926,4527.2,NA,NA,3792.9,3573,NA,NA,4,2,,0.142857143,0.178571429,1,17,,-0.214285714,0.581395349,,,-0.505964539,-0.78232249,-0.776304611,0.784341737,0.843179104,-0.575988408,0.871276434,,,0,2,0,0,0,0,2
5277,C29H24N4O8,29,24,4,8,0,0,555.1521364,NA,4448.9,NA,5223.9,2325.7,NA,NA,4,2,,0.137931034,0.275862069,0.827586207,20,,0.137931034,0.666666667,,,0.536425545,-0.948544083,-0.953040902,0.998848211,0.960183807,-0.901586881,0.973228278,,,1,0,0,0,0,0,1
5633,C30H26N4O8,30,26,4,8,0,0,569.1677864,3750.5,3438.7,NA,5286.1,2163.5,NA,NA,3,2,,0.133333333,0.266666667,0.866666667,20,,0.066666667,0.636363636,,,0.699564224,-0.706477235,-0.715343494,0.77291871,0.673591628,-0.912996591,0.654368915,,,1,0,0,0,0,0,1
5646,C30H28N4O7,30,28,4,7,0,0,555.1885218,NA,3931.1,NA,5242.8,2296.8,NA,NA,4,2,,0.133333333,0.233333333,0.933333333,19,,-0.066666667,0.6,,,0.692854813,-0.867105175,-0.874245143,0.969590367,0.88589264,-0.969373916,0.908482149,,,0,2,0,0,0,0,2
5712,C30H32N4O6,30,32,4,6,0,0,543.2249072,3234.3,NA,NA,2891.8,NA,NA,2767.6,4,2,,0.133333333,0.2,1.066666667,17,,-0.266666667,0.52173913,,,-0.307266603,-0.795697632,-0.806341246,0.904931756,0.839655263,0.758454509,0.916752639,,,0,2,0,0,0,0,2
6375,C32H36N4O5,32,36,4,5,0,0,555.2612926,1827.4,NA,NA,1987.4,1523.4,NA,NA,4,2,,0.125,0.15625,1.125,17,,-0.4375,0.490196078,,,0.598110704,-0.877951034,-0.882508254,0.876391204,0.823062314,-0.977049336,0.790824,,,0,0,3,0,0,0,3
6410,C32H38N4O4,32,38,4,4,0,0,541.282028,NA,2482.3,NA,1871.5,1210.7,NA,NA,4,2,,0.125,0.125,1.1875,16,,-0.5625,0.461538462,,,-0.194669703,-0.904783104,-0.898505313,0.755672211,0.887465583,-0.35349732,0.862704557,,,0,0,3,0,0,0,3
6655,C33H36N4O5,33,36,4,5,0,0,567.2612926,NA,4446.2,NA,3991.2,2135.7,NA,NA,4,2,,0.121212121,0.151515152,1.090909091,18,,-0.424242424,0.509433962,,,0.117745516,-0.992074233,-0.990145567,0.920992262,0.986411822,-0.625090273,0.976706211,,,0,2,0,0,0,0,2
6691,C33H38N4O4,33,38,4,4,0,0,553.282028,NA,2516.5,NA,2193.9,1691.3,NA,NA,4,2,,0.121212121,0.121212121,1.151515152,17,,-0.545454545,0.481481481,,,-0.093205767,-0.943636178,-0.938731796,0.818766548,0.929993812,-0.447427373,0.90995396,,,0,0,3,0,0,0,3
6971,C34H38N4O5,34,38,4,5,0,0,581.2769426,NA,NA,185.8,701.7,NA,NA,423.3,4,2,,0.117647059,0.147058824,1.117647059,18,,-0.470588235,0.490909091,,,0.893693718,-0.071752931,-0.04319419,0.887981564,0.17725284,-0.271154542,0.035523172,,,0,0,3,0,0,0,3
6972,C34H38N4O6,34,38,4,6,0,0,597.2718572,2260.1,NA,710,NA,371.4,676.4,617.3,2,0,,0.117647059,0.176470588,1.117647059,18,,-0.411764706,0.481481481,,,-0.612830706,-0.756627335,-0.758510214,0.852604096,0.831360136,0.072432744,0.854707616,,,0,0,3,0,0,0,3
7216,C35H36N4O7,35,36,4,7,0,0,623.2511218,NA,NA,740.4,2445.7,NA,NA,295.6,4,2,,0.114285714,0.2,1.028571429,20,,-0.285714286,0.527272727,,,0.978071761,-0.67936992,-0.658103108,0.980613131,0.753443325,0.389875768,0.652303556,,,0,2,0,0,0,0,2
7469,C36H36N4O9,36,36,4,9,0,0,667.240951,3033,NA,1590.3,NA,NA,1067.8,2024.8,3,1,,0.111111111,0.25,1,21,,-0.166666667,0.527272727,,,-0.800219739,-0.466033238,-0.478967161,0.83036929,0.650699269,0.3019988,0.688033175,,,0,2,0,0,0,0,2
7495,C36H38N4O7,36,38,4,7,0,0,637.2667718,NA,NA,1490.1,2804.1,NA,NA,752.6,4,2,,0.111111111,0.194444444,1.055555556,20,,-0.333333333,0.50877193,,,0.930386408,-0.790993095,-0.773169359,0.934922107,0.851484723,0.536279984,0.768277882,,,0,2,0,0,0,0,2
8053,C38H42N4O7,38,42,4,7,0,0,665.2980718,NA,NA,4174.2,4956.7,NA,NA,229.6,4,2,,0.105263158,0.184210526,1.105263158,20,,-0.421052632,0.475409836,,,0.617896023,-0.991695626,-0.987611309,0.62773332,0.99974498,0.88912288,0.986377545,,,0,0,3,0,0,0,3
250,C11H17N4O10P,11,17,4,10,0,1,395.0609521,NA,NA,9944.1,16629.5,NA,NA,11809.2,4,2,,0.363636364,0.909090909,1.545454545,6,,1.363636364,-1.5,,,0.966094208,-0.272462705,-0.244830278,0.962771453,0.37308454,-0.070397028,0.237379793,,,0,0,0,0,0,6,6
431,C12H21N4O13P,12,21,4,13,0,1,459.0769959,NA,NA,NA,6259.3,1748.1,7815.7,NA,4,1,,0.333333333,1.083333333,1.75,5,,1.416666667,-8,,,0.291159811,-0.555663331,-0.647393324,0.848120681,0.249497254,-0.946952409,0.571999087,,,0,0,0,0,0,6,6
2158,C19H39N4O6P,19,39,4,6,0,1,449.2534437,NA,1946.9,NA,NA,723.7,711.7,NA,4,1,,0.210526316,0.315789474,2.052631579,3,,-0.789473684,-0.227272727,,,-0.998183402,-0.955390218,-0.915705673,0.580818795,0.999916464,0.379386774,0.937237041,,,0,0,0,0,0,0,0
3864,C24H45N4O10P,24,45,4,10,0,1,579.2800521,NA,NA,159.9,NA,NA,1568.8,453.7,4,1,,0.166666667,0.416666667,1.875,5,,-0.541666667,-0.178571429,,,0.990017347,0.299480063,0.344049249,0.980275023,-0.494811988,-0.559532038,-0.559057998,,,0,0,0,0,0,6,6
2557,C21H16N4O5S,21,16,4,5,1,0,435.0768633,NA,878.6,NA,NA,361.7,939.9,NA,4,1,,0.19047619,0.238095238,0.761904762,16,,0.380952381,0.777777778,,,-0.350595669,-0.658113423,-0.739298522,0.979819076,0.394539303,-0.691216223,0.699479051,,,1,0,0,0,0,0,1
296,C11H23N4O10SP,11,23,4,10,1,1,433.0799728,20309.7,NA,NA,17893.1,NA,17163.4,NA,4,2,,0.363636364,0.909090909,2.090909091,3,,1,#DIV/0!,,,-0.521597066,-0.819395683,-0.828870887,0.911017434,0.841181756,0.746823614,0.918626126,,,#DIV/0!,#DIV/0!,#DIV/0!,0,5,0,#DIV/0!
429,C12H21N4O10SP,12,21,4,10,1,1,443.0643228,NA,NA,NA,NA,1628.2,6772.2,6000,4,0,,0.333333333,0.833333333,1.75,5,,1.083333333,-3.5,,,-0.295691944,-0.364382435,-0.747549097,0.998658881,-0.45722125,-0.968153682,0.982544564,,,0,0,0,0,0,6,6
760,C14H23N4O10SP,14,23,4,10,1,1,469.0799728,6861.2,NA,NA,NA,NA,6670.1,3667.2,4,1,,0.285714286,0.714285714,1.642857143,6,,0.785714286,-0.833333333,,,0.262952191,-0.79301052,-0.771851088,0.630820452,0.65139051,0.684657628,0.610949615,,,0,0,0,0,0,6,6
1004,C15H29N4O10SP,15,29,4,10,1,1,487.1269228,NA,15962.1,22045.7,17581.1,9755.2,16994.2,NA,2,1,,0.266666667,0.666666667,1.933333333,4,,0.333333333,-1.125,,,-0.017172336,-0.718684249,-0.773417257,0.690232399,0.548474224,-0.236013949,0.779474357,,,0,0,0,0,0,6,6
1003,C15H29N4O7SP,15,29,4,7,1,1,439.142179,NA,NA,6461.3,NA,NA,7678.9,6461.4,4,1,,0.266666667,0.466666667,1.933333333,4,,-0.066666667,-0.545454545,,,0.998349601,0.105076399,0.151760436,0.999999997,-0.313371727,-0.384756628,-0.384228743,,,0,0,0,0,0,6,6
1029,C15H31N4O8SP,15,31,4,8,1,1,457.1527436,NA,13058.4,13834.7,NA,8726.7,NA,NA,4,2,,0.266666667,0.533333333,2.066666667,3,,-0.066666667,-0.9,,,-0.96704468,-0.973249761,-0.982821624,0.945518154,0.945518154,-0.957340447,0.994568183,,,0,0,0,0,0,0,0
1276,C16H31N4O10SP,16,31,4,10,1,1,501.1425728,NA,14987,16519,14649.8,8265.6,13477.1,NA,2,1,,0.25,0.625,1.9375,4,,0.1875,-0.9,,,-0.015395466,-0.881904836,-0.921692456,0.829874105,0.731288363,-0.192522176,0.907254744,,,0,0,0,0,0,6,6
1505,C17H27N4O10SP,17,27,4,10,1,1,509.1112728,NA,482,NA,1251.1,544.9,NA,NA,4,2,,0.235294118,0.588235294,1.588235294,7,,0.411764706,-0.25,,,0.989519534,-0.379181087,-0.392574148,0.615563991,0.415019941,-0.916192688,0.461058517,,,0,0,0,0,0,6,6
1519,C17H29N4O10SP,17,29,4,10,1,1,511.1269228,5429.2,NA,5470.3,NA,NA,4194.5,2990.5,3,1,,0.235294118,0.588235294,1.705882353,6,,0.294117647,-0.416666667,,,-0.317330566,-0.978759225,-0.976026626,0.508304199,0.909651617,0.932668771,0.887384531,,,0,0,0,0,0,6,6
1808,C18H31N4O10SP,18,31,4,10,1,1,525.1425728,NA,NA,4304.8,NA,1848.8,3117.3,2731.8,3,0,,0.222222222,0.555555556,1.722222222,6,,0.166666667,-0.357142857,,,-0.58212346,-0.889886818,-0.958117786,0.732223379,0.788212764,0.012545631,0.975454295,,,0,0,0,0,0,6,6
1820,C18H33N4O8SP,18,33,4,8,1,1,495.1683936,NA,NA,3076.6,NA,2592.9,3460.9,4295.3,3,0,,0.222222222,0.444444444,1.833333333,5,,-0.166666667,-0.3125,,,-0.46055111,0.341486318,0.164223458,0.68966424,-0.464601939,-0.90062072,-0.038533469,,,0,0,0,0,0,6,6
3135,C22H41N4O7SP,22,41,4,7,1,1,535.236079,NA,NA,NA,NA,295.2,382.6,401,4,0,,0.181818182,0.318181818,1.863636364,5,,-0.590909091,-0.16,,,-0.567366789,-0.069787958,-0.515198792,0.96858284,-0.701851233,-0.998746448,0.882218845,,,0,0,0,0,0,6,6
3555,C23H47N4O6SP,23,47,4,6,1,1,537.2881144,2768.5,NA,NA,NA,818.3,NA,386.1,4,1,,0.173913043,0.260869565,2.043478261,3,,-0.913043478,-0.25,,,-0.543159591,-0.99674577,-0.973262607,0.754390662,0.999738437,0.344953587,0.950818192,,,0,0,0,0,0,0,0
608,C13H25N5O14,13,25,5,14,0,0,474.132523,NA,NA,4275.6,NA,NA,5970.1,4243.9,4,1,,0.384615385,1.076923077,1.923076923,4,,1.384615385,-5.5,,,0.997294115,0.089031828,0.135807275,0.999871206,-0.298022815,-0.369827439,-0.369296078,,,0,0,0,0,0,6,6
794,C14H27N5O14,14,27,5,14,0,0,488.148173,NA,NA,4105.9,NA,NA,5261.1,3282.8,4,1,,0.357142857,1,1.928571429,4,,1.142857143,-2.75,,,0.884902555,-0.31625604,-0.271260109,0.910220572,0.108097915,0.032101428,0.032672972,,,0,0,0,0,0,6,6
3261,C23H15N5O8,23,15,5,8,0,0,488.0847854,2781.7,NA,NA,432.5,NA,402.5,NA,4,2,,0.217391304,0.347826087,0.652173913,19,,0.695652174,0.892857143,,,-0.689745942,-0.680129767,-0.692298911,0.803605279,0.708272823,0.589836589,0.814677534,,,1,0,0,0,0,0,1
309,C11H24N5O11P,11,24,5,11,0,1,432.1137157,NA,NA,NA,4348.8,2025.6,3750.8,NA,4,1,,0.454545455,1,2.181818182,3,,1.181818182,11,,,0.714163629,-0.88623356,-0.933534442,0.998296442,0.683210775,-0.676961776,0.895222617,,,1,0,0,0,5,0,6
