Column1,Formula,C,H,N,O,S,P,ExactMass,0724.csv,0726.csv,0730.csv,0802.csv,0806.csv,0809.csv,0812.csv,Replication,Latter TPs common,Column2,N/C,O/C,H/C,DBE,DBE/C,NOSC,AI-mod,Column3,Spearmans',ChlA,î(280 nm) L/mg*cm,î(350 nm) L/mg*cm,Slope 350-400,Slope 275-295,SR (Smaller:Larger),E2:E3 (A 250:365 nm),Column4,Column5,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,Column6
8247,C39H28N2O5,39,28,2,5,0,0,603.1925446,4261,NA,2447.5,NA,NA,NA,1817.9,4,2,,0.051282051,0.128205128,0.717948718,27,,-0.307692308,0.68115942,,,-0.99998918,-0.805448163,-0.799491709,0.968715134,0.894748694,0.499912543,0.909644367,,,1,0,0,0,0,0,1
8763,C41H28N2O2,41,28,2,2,0,0,579.2078008,11134.4,NA,9198.1,NA,NA,NA,8917.6,4,2,,0.048780488,0.048780488,0.682926829,29,,-0.43902439,0.710526316,,,-0.991601895,-0.718809481,-0.711833724,0.993226978,0.826873384,0.379406605,0.845811343,,,1,0,0,0,0,0,1
8978,C42H22N2O4,42,22,2,4,0,0,617.15068,NA,NA,NA,9612.7,4234.9,9028.9,NA,4,1,,0.047619048,0.095238095,0.523809524,33,,-0.19047619,0.789473684,,,0.600430411,-0.806235467,-0.868793015,0.978079232,0.565270667,-0.780219172,0.817778937,,,1,0,0,0,0,0,1
8989,C42H26N2O5,42,26,2,5,0,0,637.1768946,NA,NA,NA,8889.9,NA,9235,7120.5,4,1,,0.047619048,0.119047619,0.619047619,31,,-0.238095238,0.733333333,,,0.543065049,-0.700055533,-0.676817546,0.511535808,0.517810471,0.536392788,0.481027241,,,1,0,0,0,0,0,1
9000,C42H28N2O3,42,28,2,3,0,0,607.2027154,10736.7,NA,9458.3,NA,NA,10555.5,NA,4,2,,0.047619048,0.071428571,0.666666667,30,,-0.380952381,0.714285714,,,0.240922312,0.137929671,0.165135108,0.689356348,0.003749346,-0.635205836,0.016010462,,,1,0,0,0,0,0,1
9002,C42H28N2O5,42,28,2,5,0,0,639.1925446,9397.9,NA,8422.9,NA,NA,NA,8453.4,4,2,,0.047619048,0.119047619,0.666666667,30,,-0.285714286,0.706666667,,,-0.962788505,-0.611630979,-0.603702876,0.999621498,0.737632584,0.242737766,0.760521795,,,1,0,0,0,0,0,1
9199,C43H24N2O7,43,24,2,7,0,0,679.1510738,5087.4,NA,NA,1738.7,NA,2395.1,NA,4,2,,0.046511628,0.162790698,0.558139535,33,,-0.093023256,0.76,,,-0.818129908,-0.523476811,-0.537657834,0.671562171,0.556390402,0.420361111,0.685404979,,,1,0,0,0,0,0,1
9236,C43H30N2O5,43,30,2,5,0,0,653.2081946,10719.1,NA,8006.8,NA,NA,NA,7904.4,4,2,,0.046511628,0.11627907,0.697674419,30,,-0.325581395,0.688311688,,,-0.977175398,-0.657664447,-0.650111712,0.99948551,0.776537124,0.300083986,0.797843741,,,1,0,0,0,0,0,1
9571,C45H28N2O6,45,28,2,6,0,0,691.1874592,NA,NA,NA,5260.1,NA,4557.5,4630.2,4,1,,0.044444444,0.133333333,0.622222222,33,,-0.222222222,0.725,,,0.956100103,-0.878158495,-0.893034102,0.966314531,0.964405179,0.958392645,0.974761041,,,1,0,0,0,0,0,1
9583,C45H30N2O5,45,30,2,5,0,0,677.2081946,NA,NA,NA,8419.3,NA,7527.1,6275.1,4,1,,0.044444444,0.111111111,0.666666667,32,,-0.311111111,0.703703704,,,0.914311429,-0.976848301,-0.96949263,0.898654584,0.901840755,0.911072676,0.882686146,,,1,0,0,0,0,0,1
9592,C45H32N2O3,45,32,2,3,0,0,647.2340154,NA,NA,NA,NA,6462.9,8246.5,7363.4,4,0,,0.044444444,0.066666667,0.711111111,31,,-0.444444444,0.686746988,,,0.078067323,-0.682586579,-0.94002071,0.908914578,-0.096391712,-0.807216542,0.981775143,,,1,0,0,0,0,0,1
10019,C49H36N2O4,49,36,2,4,0,0,715.26023,3069.6,NA,NA,NA,NA,2318.6,2674,4,1,,0.040816327,0.081632653,0.734693878,33,,-0.448979592,0.666666667,,,-0.939256755,-0.673784574,-0.698504908,0.826264501,0.810870407,0.783898257,0.840277026,,,1,0,0,0,0,0,1
10106,C50H38N2O5,50,38,2,5,0,0,745.2707946,3760.8,NA,3186.2,NA,NA,NA,2939.4,4,2,,0.04,0.1,0.76,33,,-0.44,0.648351648,,,-0.998699753,-0.832042666,-0.826463771,0.956176334,0.91447835,0.539502813,0.927913294,,,1,0,0,0,0,0,1
10116,C50H40N2O3,50,40,2,3,0,0,715.2966154,NA,NA,1621.7,1958.2,NA,NA,1718.8,4,2,,0.04,0.06,0.8,32,,-0.56,0.634408602,,,0.963354092,-0.262431748,-0.234723787,0.959905276,0.363405913,-0.080777431,0.227254437,,,1,0,0,0,0,0,1
10173,C51H36N2O6,51,36,2,6,0,0,771.2500592,3324.6,NA,NA,NA,422.3,1017.4,765,3,0,,0.039215686,0.117647059,0.705882353,35,,-0.352941176,0.673913043,,,-0.697271999,-0.968825171,-0.982010145,0.872199734,0.965427348,0.148375796,0.999328901,,,1,0,0,0,0,0,1
36,C8H8N2O4,8,8,2,4,0,0,195.04113,NA,609.8,NA,1078.9,349.2,NA,NA,4,2,,0.25,0.5,1,6,,0.75,0.75,,,0.83716271,-0.733003394,-0.742801059,0.889804729,0.759002957,-0.999769025,0.791343484,,,1,0,0,0,0,0,1
203,C11H11N2O4P,11,11,2,4,0,1,265.0383665,NA,NA,271.2,425.4,NA,397,NA,4,2,,0.181818182,0.363636364,1,8,,0.272727273,0.75,,,0.791061033,0.301321949,0.346369404,0.760171866,-0.184053917,-0.665509241,-0.353744533,,,1,0,0,0,0,0,1
172,C11H7N2O4P,11,7,2,4,0,1,261.0070665,1283.8,NA,NA,NA,NA,157.6,159.4,4,1,,0.181818182,0.363636364,0.636363636,10,,0.636363636,1.083333333,,,-0.666228347,-0.942701582,-0.953494455,0.99427729,0.991056807,0.984100816,0.996665736,,,1,0,0,0,0,0,1
173,C11H7N2O5P,11,7,2,5,0,1,277.0019811,NA,236,194.4,NA,NA,203.8,NA,4,2,,0.181818182,0.454545455,0.636363636,10,,0.818181818,1.090909091,,,-0.401429329,-0.42331981,-0.371662218,0.974978725,0.472009301,0.277688834,0.247625872,,,1,0,0,0,0,0,1
189,C11H9N2O4P,11,9,2,4,0,1,263.0227165,NA,513.5,159.5,903.8,NA,690.8,NA,3,2,,0.181818182,0.363636364,0.818181818,9,,0.454545455,0.916666667,,,0.805537022,0.225702935,0.267094779,0.817530097,-0.118111973,-0.564704023,-0.271337376,,,1,0,0,0,0,0,1
344,C12H11N2O4P,12,11,2,4,0,1,277.0383665,NA,2012.8,3271.3,3642.2,266.3,NA,NA,3,2,,0.166666667,0.333333333,0.916666667,9,,0.25,0.785714286,,,0.42506401,-0.851150902,-0.865575326,0.881115844,0.837861834,-0.787387711,0.903824637,,,1,0,0,0,0,0,1
316,C12H7N2O4P,12,7,2,4,0,1,273.0070665,NA,3047.5,1693.2,4625.2,2158.5,3674.9,1997,1,0,,0.166666667,0.333333333,0.583333333,11,,0.583333333,1.071428571,,,0.805144569,-0.387925953,-0.377465117,0.627212607,0.35933032,-0.180162797,0.321016536,,,1,0,0,0,0,0,1
330,C12H9N2O4P,12,9,2,4,0,1,275.0227165,NA,357.2,NA,1513.7,254.5,1294.8,1555.9,2,0,,0.166666667,0.333333333,0.75,10,,0.416666667,0.928571429,,,0.433709792,0.101838769,-0.012300347,0.605544006,-0.183211547,-0.835145357,0.110822058,,,1,0,0,0,0,0,1
504,C13H11N2O4P,13,11,2,4,0,1,289.0383665,6361,5237.9,5178.2,5906,2110.9,6070.8,6162.4,0,0,,0.153846154,0.307692308,0.846153846,10,,0.230769231,0.8125,,,0.033427601,-0.381114538,-0.479906197,0.864771067,0.298825165,-0.62679564,0.529113347,,,1,0,0,0,0,0,1
506,C13H11N2O5P,13,11,2,5,0,1,305.0332811,NA,3433.5,2256.6,4149.2,1328.4,4717.9,4209.5,1,0,,0.153846154,0.384615385,0.846153846,10,,0.384615385,0.8,,,0.275977068,-0.043621615,-0.136514065,0.762045696,-0.069820092,-0.818744643,0.145004741,,,1,0,0,0,0,0,1
552,C13H17N2O9P,13,17,2,9,0,1,375.0598895,3001.9,NA,1315.8,NA,NA,NA,417.9,4,2,,0.153846154,0.692307692,1.307692308,7,,0.538461538,0.181818182,,,-0.994686581,-0.859817248,-0.854677297,0.939620526,0.934320727,0.582644022,0.946078363,,,0,0,3,0,0,0,3
479,C13H7N2O3P,13,7,2,3,0,1,269.0121519,NA,1872.9,3587.9,4850.2,1527.6,3391.3,3262.9,1,0,,0.153846154,0.230769231,0.538461538,12,,0.384615385,1.058823529,,,0.657224004,-0.313469528,-0.385178743,0.722540681,0.251012664,-0.407587909,0.453923389,,,1,0,0,0,0,0,1
480,C13H7N2O4P,13,7,2,4,0,1,285.0070665,4467.1,3599.1,4494.1,6114.3,2198.9,5445.1,5288.1,0,0,,0.153846154,0.307692308,0.538461538,12,,0.538461538,1.0625,,,0.4725186,-0.168322627,-0.257647697,0.657674914,0.070998988,-0.685202575,0.267085631,,,1,0,0,0,0,0,1
481,C13H7N2O5P,13,7,2,5,0,1,301.0019811,NA,225.5,NA,787.6,190.6,NA,NA,4,2,,0.153846154,0.384615385,0.538461538,12,,0.692307692,1.066666667,,,0.963577898,-0.492298202,-0.504882413,0.709591567,0.525907469,-0.959237351,0.568765919,,,1,0,0,0,0,0,1
492,C13H9N2O4P,13,9,2,4,0,1,287.0227165,NA,3420.9,3144.2,6093.3,2616.9,6155.2,5260.5,1,0,,0.153846154,0.307692308,0.692307692,11,,0.384615385,0.9375,,,0.552122931,0.066764015,-0.008442821,0.65199111,-0.159546191,-0.802834884,0.024857766,,,1,0,0,0,0,0,1
685,C14H13N2O5P,14,13,2,5,0,1,319.0489311,NA,4785.4,6200.8,8067.6,2864.2,NA,NA,3,2,,0.142857143,0.357142857,0.928571429,10,,0.214285714,0.705882353,,,0.651101663,-0.756363238,-0.765235086,0.88132415,0.773586615,-0.915017357,0.806908183,,,1,0,0,0,0,0,1
736,C14H19N2O3P,14,19,2,3,0,1,293.1060519,NA,NA,6437.6,4810.7,1239.6,4582.4,NA,3,1,,0.142857143,0.214285714,1.357142857,7,,-0.5,0.421052632,,,-0.002025403,-0.848260349,-0.892511195,0.769888349,0.657711782,-0.287998705,0.863502968,,,0,0,3,0,0,0,3
648,C14H7N2O3P,14,7,2,3,0,1,281.0121519,2410.2,575.5,688.1,1235.8,723.8,2481.3,NA,1,1,,0.142857143,0.214285714,0.5,13,,0.357142857,1.052631579,,,-0.008303952,-0.013977235,-0.059119099,0.507416511,-0.019825402,-0.814707309,0.164529082,,,1,0,0,0,0,0,1
649,C14H7N2O4P,14,7,2,4,0,1,297.0070665,4678.2,1877.8,3120.6,3191.8,1882.9,3129.1,1984.8,0,0,,0.142857143,0.285714286,0.5,13,,0.5,1.055555556,,,0.071175953,-0.590521406,-0.607824644,0.72218198,0.592987258,-0.031222056,0.710629474,,,1,0,0,0,0,0,1
651,C14H7N2O5P,14,7,2,5,0,1,313.0019811,NA,NA,2073.2,NA,417.1,1945.1,2332.2,3,0,,0.142857143,0.357142857,0.5,13,,0.642857143,1.058823529,,,-0.62601567,-0.286370752,-0.456154095,0.964253722,0.116194069,-0.679002544,0.54453674,,,1,0,0,0,0,0,1
662,C14H9N2O4P,14,9,2,4,0,1,299.0227165,NA,3985.7,5344.9,6610.2,3174.2,6414.2,6732.2,1,0,,0.142857143,0.285714286,0.642857143,12,,0.357142857,0.944444444,,,0.368261014,0.034669253,-0.075512644,0.674779693,-0.136148601,-0.808018859,0.149316396,,,1,0,0,0,0,0,1
663,C14H9N2O5P,14,9,2,5,0,1,315.0176311,NA,1459.1,2337.5,3088.9,771.5,3297.9,3450.1,1,0,,0.142857143,0.357142857,0.642857143,12,,0.5,0.941176471,,,0.282049936,0.080651068,-0.034081566,0.652605063,-0.19617525,-0.856654066,0.101115279,,,1,0,0,0,0,0,1
925,C15H19N2O4P,15,19,2,4,0,1,321.1009665,NA,5621.6,NA,7440.1,3546.2,8910.8,8800.3,2,0,,0.133333333,0.266666667,1.266666667,8,,-0.333333333,0.45,,,0.110679281,0.071344264,-0.061188935,0.652581954,-0.222327839,-0.9387144,0.120032408,,,0,0,3,0,0,0,3
837,C15H7N2O6P,15,7,2,6,0,1,340.9968957,3179.3,NA,NA,155,NA,253,NA,4,2,,0.133333333,0.4,0.466666667,14,,0.733333333,1.055555556,,,-0.717804756,-0.650645035,-0.663258132,0.779471826,0.679838559,0.557482602,0.791137689,,,1,0,0,0,0,0,1
845,C15H9N2O4P,15,9,2,4,0,1,311.0227165,4387.8,2055.2,2338,2868,1343.4,2714.7,2644.1,0,0,,0.133333333,0.266666667,0.6,13,,0.333333333,0.95,,,-0.025144461,-0.484317331,-0.535003938,0.867867377,0.511135042,-0.32092187,0.683441984,,,1,0,0,0,0,0,1
846,C15H9N2O5P,15,9,2,5,0,1,327.0176311,3102.1,1157.6,1212.8,2730.3,641.9,2103.5,2106.6,0,0,,0.133333333,0.333333333,0.6,13,,0.466666667,0.947368421,,,0.320965831,-0.335254421,-0.390631255,0.845318887,0.355282227,-0.502928248,0.513909085,,,1,0,0,0,0,0,1
1087,C16H11N2O5P,16,11,2,5,0,1,341.0332811,NA,NA,2236.3,3083.4,601.7,2203,1997.1,2,0,,0.125,0.3125,0.6875,13,,0.3125,0.857142857,,,0.547269266,-0.695015003,-0.774135433,0.994374637,0.611535285,-0.358027328,0.796286761,,,1,0,0,0,0,0,1
1088,C16H11N2O6P,16,11,2,6,0,1,357.0281957,NA,8627.3,1487.8,3251.6,329.2,NA,1090.1,2,1,,0.125,0.375,0.6875,13,,0.4375,0.85,,,-0.074975973,-0.654504841,-0.646892398,0.528385656,0.668066466,0.214038642,0.592323503,,,1,0,0,0,0,0,1
1104,C16H13N2O4P,16,13,2,4,0,1,327.0540165,NA,5384.9,5393.9,6555.1,3782.1,6561.4,NA,2,1,,0.125,0.25,0.8125,12,,0.0625,0.772727273,,,0.468281204,-0.474570184,-0.537366005,0.891881326,0.297248682,-0.790627503,0.503801825,,,1,0,0,0,0,0,1
1105,C16H13N2O6P,16,13,2,6,0,1,359.0438457,5425.1,NA,4478.9,NA,845.4,4776.2,4907.2,2,0,,0.125,0.375,0.8125,12,,0.3125,0.75,,,-0.603204055,-0.482383644,-0.590727979,0.902990102,0.379676575,-0.579963348,0.616992588,,,1,0,0,0,0,0,1
1131,C16H15N2O6P,16,15,2,6,0,1,361.0594957,NA,NA,NA,7983.6,NA,6863.6,6127.2,4,1,,0.125,0.375,0.9375,11,,0.1875,0.65,,,0.979732925,-0.999999961,-0.999477603,0.971626215,0.973331139,0.978114553,0.962715329,,,1,0,0,0,0,0,1
1132,C16H15N2O7P,16,15,2,7,0,1,377.0544103,NA,NA,6747.7,NA,462.1,4685.9,5774.9,3,0,,0.125,0.4375,0.9375,11,,0.3125,0.631578947,,,-0.732381068,-0.53015582,-0.675465736,0.922059524,0.397550824,-0.434761876,0.76160951,,,1,0,0,0,0,0,1
1154,C16H17N2O6P,16,17,2,6,0,1,363.0751457,7370.1,NA,8255.5,NA,3298.4,9571,8720.3,2,0,,0.125,0.375,1.0625,10,,0.0625,0.55,,,-0.286888978,-0.209129231,-0.328617236,0.64195853,0.027700605,-0.727254583,0.287881012,,,0,2,0,0,0,0,2
1071,C16H9N2O6P,16,9,2,6,0,1,355.0125457,4055.3,156.4,822.7,NA,NA,173,262,2,1,,0.125,0.375,0.5625,14,,0.5625,0.95,,,-0.432549657,-0.547615016,-0.560513046,0.92541495,0.660146653,0.27938116,0.767922624,,,1,0,0,0,0,0,1
1368,C17H11N2O3P,17,11,2,3,0,1,321.0434519,NA,NA,470.4,NA,494.7,1697.4,1289.9,3,0,,0.117647059,0.176470588,0.647058824,14,,0.058823529,0.88,,,0.285011953,0.353486048,0.238337818,0.600869458,-0.605861761,-0.924730455,-0.274643718,,,1,0,0,0,0,0,1
1369,C17H11N2O4P,17,11,2,4,0,1,337.0383665,1766.4,NA,NA,NA,175.4,669.2,NA,4,1,,0.117647059,0.235294118,0.647058824,14,,0.176470588,0.875,,,-0.931125431,-0.998778702,-0.998802449,0.95507355,0.947898869,-0.180129929,0.996195503,,,1,0,0,0,0,0,1
1395,C17H13N2O5P,17,13,2,5,0,1,355.0489311,5500.8,NA,2550.3,1442.8,NA,1132.7,1402.7,2,1,,0.117647059,0.294117647,0.764705882,13,,0.176470588,0.782608696,,,-0.439156483,-0.644866311,-0.657805998,0.708142887,0.72892987,0.523449674,0.813688308,,,1,0,0,0,0,0,1
1417,C17H15N2O5P,17,15,2,5,0,1,357.0645811,NA,5098,8186.2,NA,2502.7,NA,6575.9,3,1,,0.117647059,0.294117647,0.882352941,12,,0.058823529,0.695652174,,,-0.782595214,-0.404909967,-0.52150072,0.738449974,0.304686483,-0.361574998,0.635224373,,,1,0,0,0,0,0,1
1418,C17H15N2O6P,17,15,2,6,0,1,373.0594957,NA,NA,7561.8,NA,2002.1,7120.1,6607.5,3,0,,0.117647059,0.352941176,0.882352941,12,,0.176470588,0.681818182,,,-0.517431123,-0.524724924,-0.666708378,0.984445017,0.327070928,-0.533214145,0.704634939,,,1,0,0,0,0,0,1
1473,C17H21N2O3P,17,21,2,3,0,1,331.1217019,NA,4006.5,6323.8,6012.3,3786.6,NA,NA,3,2,,0.117647059,0.176470588,1.235294118,9,,-0.529411765,0.48,,,0.395416688,-0.559544515,-0.589897139,0.57997612,0.516020102,-0.595763644,0.656887809,,,0,0,3,0,0,0,3
1353,C17H9N2O3P,17,9,2,3,0,1,319.0278019,NA,NA,3063.9,2873.7,666.7,NA,1581,3,1,,0.117647059,0.176470588,0.529411765,15,,0.176470588,0.96,,,0.335535454,-0.906787704,-0.959415779,0.832756975,0.856288031,0.014101068,0.985286768,,,1,0,0,0,0,0,1
1678,C18H15N2O5P,18,15,2,5,0,1,369.0645811,NA,1883,2314,2218,827.5,2102.7,2423.3,1,0,,0.111111111,0.277777778,0.833333333,13,,0.055555556,0.72,,,0.057114567,-0.312887675,-0.436022655,0.817075977,0.201341906,-0.577803641,0.516903614,,,1,0,0,0,0,0,1
1679,C18H15N2O6P,18,15,2,6,0,1,385.0594957,NA,NA,NA,NA,1289.7,4482.7,4704.6,4,0,,0.111111111,0.333333333,0.833333333,13,,0.166666667,0.708333333,,,-0.477597547,-0.174335737,-0.602496963,0.989369311,-0.623027018,-0.998470782,0.926852578,,,1,0,0,0,0,0,1
1680,C18H15N2O7P,18,15,2,7,0,1,401.0544103,NA,NA,5887.6,NA,1140,NA,4477.3,4,1,,0.111111111,0.388888889,0.833333333,13,,0.277777778,0.695652174,,,-0.973610281,-0.649341011,-0.776400978,0.957262605,0.553939821,-0.327093727,0.85784664,,,1,0,0,0,0,0,1
1749,C18H21N2O5P,18,21,2,5,0,1,375.1115311,10593.8,7627.1,10962,NA,4902.1,NA,10953.3,2,1,,0.111111111,0.277777778,1.166666667,10,,-0.277777778,0.48,,,-0.776139971,-0.300448037,-0.4106262,0.703056741,0.249039302,-0.585331529,0.523230545,,,0,0,3,0,0,0,3
1961,C19H15N2O6P,19,15,2,6,0,1,397.0594957,3866.8,1049.1,2757,NA,NA,2680,2305.2,2,1,,0.105263158,0.315789474,0.789473684,14,,0.157894737,0.730769231,,,0.038450791,-0.130148616,-0.147391568,0.561365978,0.189436255,-0.109429291,0.356125776,,,1,0,0,0,0,0,1
1962,C19H15N2O7P,19,15,2,7,0,1,413.0544103,NA,NA,NA,2152.6,392.6,3390.3,2682.3,3,0,,0.105263158,0.368421053,0.789473684,14,,0.263157895,0.72,,,-0.0464965,-0.164869314,-0.319754113,0.732686465,-0.078713841,-0.913203994,0.321479875,,,1,0,0,0,0,0,1
2255,C20H17N2O6P,20,17,2,6,0,1,411.0751457,NA,5465.3,5178.6,6757.5,1907.5,4880.7,4388.8,1,0,,0.1,0.3,0.85,14,,0.05,0.678571429,,,0.44953234,-0.741527597,-0.807065886,0.984366815,0.671831812,-0.194669533,0.833539332,,,1,0,0,0,0,0,1
2278,C20H19N2O8P,20,19,2,8,0,1,445.0806249,NA,NA,NA,NA,6662,16490.5,14673.6,4,0,,0.1,0.4,0.95,13,,0.15,0.576923077,,,-0.262119213,-0.396711674,-0.770309666,0.996238854,-0.425854409,-0.958810786,0.98844672,,,0,2,0,0,0,0,2
2342,C20H25N2O3P,20,25,2,3,0,1,371.1530019,NA,NA,3168.8,NA,1682,2885.7,2460.3,3,0,,0.1,0.15,1.25,10,,-0.65,0.451612903,,,-0.443585272,-0.753547238,-0.852866762,0.893928056,0.57060764,-0.276529546,0.851242577,,,0,0,3,0,0,0,3
2599,C21H21N2O8P,21,21,2,8,0,1,459.0962749,24264.8,NA,NA,NA,NA,21217.3,17810.8,4,1,,0.095238095,0.380952381,1,13,,0.047619048,0.535714286,,,-0.17120437,-0.976563106,-0.968685363,0.900423862,0.911759755,0.929208995,0.889107876,,,0,2,0,0,0,0,2
2662,C21H25N2O5P,21,25,2,5,0,1,415.1428311,NA,13867.6,14950.7,14744.8,10201.9,NA,NA,3,2,,0.095238095,0.238095238,1.19047619,11,,-0.428571429,0.451612903,,,0.196516969,-0.954967283,-0.965638408,0.905110114,0.930255149,-0.668185444,0.984309518,,,0,0,3,0,0,0,3
2944,C22H21N2O8P,22,21,2,8,0,1,471.0962749,16074.2,NA,NA,13780.7,NA,12241.6,10449.2,3,1,,0.090909091,0.363636364,0.954545455,14,,0.045454545,0.566666667,,,0.081415169,-0.962399321,-0.965229445,0.971323215,0.955785121,0.928592102,0.968181877,,,0,2,0,0,0,0,2
2978,C22H23N2O7P,22,23,2,7,0,1,457.1170103,21056.7,NA,NA,NA,NA,20098.5,17439,4,1,,0.090909091,0.318181818,1.045454545,13,,-0.136363636,0.516129032,,,0.060926349,-0.900471151,-0.88517227,0.775638985,0.79227733,0.81876152,0.759390773,,,0,2,0,0,0,0,2
3035,C22H27N2O3P,22,27,2,3,0,1,397.1686519,NA,NA,1234.2,NA,1047.8,NA,2856.2,4,1,,0.090909091,0.136363636,1.227272727,11,,-0.681818182,0.457142857,,,-0.52632436,0.514181305,0.350247598,0.578948093,-0.612865129,-0.999957675,-0.214036834,,,0,0,3,0,0,0,3
3036,C22H27N2O5P,22,27,2,5,0,1,429.1584811,NA,NA,12230.8,NA,NA,15516,13744.5,4,1,,0.090909091,0.227272727,1.227272727,11,,-0.5,0.424242424,,,0.912765859,0.550967252,0.589630445,0.887767968,-0.715258303,-0.766386057,-0.766018591,,,0,0,3,0,0,0,3
3052,C22H29N2O3P,22,29,2,3,0,1,399.1843019,8002.7,10095.1,NA,NA,NA,433.8,2433.5,3,1,,0.090909091,0.136363636,1.318181818,10,,-0.772727273,0.4,,,-0.813525988,-0.853998368,-0.860518344,0.572131908,0.890273529,0.954749539,0.822967368,,,0,0,3,0,0,0,3
3077,C22H35N2O4P,22,35,2,4,0,1,421.2261665,44695.8,26469.3,15373.9,NA,NA,22835.6,11378.3,2,1,,0.090909091,0.181818182,1.590909091,7,,-0.954545455,0.205882353,,,-0.251788153,-0.674111313,-0.665551464,0.96932718,0.734754046,0.350428584,0.754815132,,,0,0,0,0,0,6,6
3310,C23H21N2O7P,23,21,2,7,0,1,467.1013603,6236.2,NA,5562.6,NA,NA,4629.5,NA,4,2,,0.086956522,0.304347826,0.913043478,15,,-0.043478261,0.606060606,,,-0.960587385,-0.984421491,-0.979209802,0.750335079,0.999400673,0.747405783,0.999749992,,,1,0,0,0,0,0,1
3331,C23H23N2O8P,23,23,2,8,0,1,485.1119249,14848.5,NA,NA,NA,NA,10990.7,9185.8,4,1,,0.086956522,0.347826087,1,14,,-0.043478261,0.53125,,,-0.399053172,-0.999768811,-0.999922075,0.977691637,0.982970104,0.990202364,0.972053291,,,0,2,0,0,0,0,2
3362,C23H25N2O6P,23,25,2,6,0,1,455.1377457,NA,12235.9,NA,NA,8750.7,NA,10092.3,4,1,,0.086956522,0.260869565,1.086956522,13,,-0.304347826,0.5,,,-0.887786825,-0.881600816,-0.948193302,0.893571592,0.835562541,0.007863893,0.986060681,,,0,0,3,0,0,0,3
3363,C23H25N2O7P,23,25,2,7,0,1,471.1326603,NA,NA,NA,NA,9670.7,15394.9,12384.7,4,0,,0.086956522,0.304347826,1.086956522,13,,-0.217391304,0.484848485,,,0.113400914,-0.708093601,-0.951535118,0.893542797,-0.06100516,-0.785759182,0.97441167,,,0,0,3,0,0,0,3
3392,C23H27N2O6P,23,27,2,6,0,1,457.1533957,NA,NA,NA,14257.6,NA,13565.9,12477.1,4,1,,0.086956522,0.260869565,1.173913043,12,,-0.391304348,0.441176471,,,0.901110184,-0.969630487,-0.961296806,0.884402079,0.887794048,0.897645341,0.867456162,,,0,0,3,0,0,0,3
3719,C24H27N2O7P,24,27,2,7,0,1,485.1483103,12460.2,NA,NA,NA,NA,11923,10844.2,4,1,,0.083333333,0.291666667,1.125,13,,-0.291666667,0.457142857,,,-0.013019356,-0.930155249,-0.917141408,0.82017147,0.835210899,0.858959627,0.805405971,,,0,0,3,0,0,0,3
4546,C26H49N2O9P,26,49,2,9,0,1,563.3102895,NA,9281.5,60129.7,144104.3,3357.9,14349.6,NA,2,1,,0.076923077,0.346153846,1.884615385,4,,-0.961538462,-0.108108108,,,0.838146562,-0.538389639,-0.536510981,0.631017443,0.572658676,-0.091105507,0.592323328,,,0,0,0,0,0,6,6
4711,C27H29N2O7P,27,29,2,7,0,1,523.1639603,NA,NA,855.1,NA,NA,2133,1364.4,4,1,,0.074074074,0.259259259,1.074074074,15,,-0.333333333,0.487804878,,,0.939561851,0.490077974,0.530557027,0.918320595,-0.663621833,-0.71864559,-0.718247825,,,0,0,3,0,0,0,3
5365,C29H31N2O8P,29,31,2,8,0,1,565.1745249,2369,NA,687.1,NA,NA,879.6,685.4,3,1,,0.068965517,0.275862069,1.068965517,16,,-0.310344828,0.477272727,,,-0.412606375,-0.65664302,-0.650231843,0.999999518,0.760484323,0.337706743,0.773128576,,,0,0,3,0,0,0,3
843,C15H8N2O4S,15,8,2,4,1,0,311.0132007,NA,1132.5,NA,1557.6,NA,NA,218.8,4,2,,0.133333333,0.266666667,0.533333333,13,,0.533333333,0.9,,,0.718609723,-0.932316262,-0.933656094,0.952576289,0.944927254,0.815385238,0.961623037,,,1,0,0,0,0,0,1
1362,C17H10N2O15S,17,10,2,15,1,0,512.9729113,NA,NA,18589.1,17223.6,285.3,NA,NA,4,2,,0.117647059,0.882352941,0.588235294,14,,1.647058824,0.692307692,,,0.258753102,-0.995339372,-0.997908952,0.900271,0.972247294,-0.670457223,0.998254808,,,1,0,0,0,0,0,1
2521,C21H12N2O6S,21,12,2,6,1,0,419.0343299,2767.2,NA,220.6,NA,NA,NA,173.7,4,2,,0.095238095,0.285714286,0.571428571,17,,0.380952381,0.8,,,-0.973588409,-0.645316534,-0.637658556,0.999875143,0.766179296,0.284518468,0.787925912,,,1,0,0,0,0,0,1
3906,C24H50N2O14S,24,50,2,14,1,0,621.2909967,NA,NA,487.3,NA,NA,1587.9,1095,4,1,,0.083333333,0.583333333,2.083333333,1,,-0.583333333,-0.571428571,,,0.864713804,0.635724904,0.671347644,0.834402974,-0.784827708,-0.829728262,-0.829408941,,,0,0,0,0,0,0,0
5137,C28H40N2O6S,28,40,2,6,1,0,531.2534299,NA,97667.3,16040.1,145171.8,8972.1,11620,10428.2,1,0,,0.071428571,0.214285714,1.428571429,10,,-0.714285714,0.227272727,,,0.687521112,-0.704441413,-0.685741479,0.676732119,0.7710716,0.229534463,0.684564037,,,0,0,3,0,0,0,3
