"","cpnd","dates","slope","r2","RT1","RT2","Retention_index","d_alkane_RTI","Func_group_cat"
"224","C23",2020-12-01,6.5982154540528,0.998499767991373,59.40116849,0.548701175,2341,2341.935484,"Alkane"
"225","C22",2020-12-01,7.2072064696588,0.998646106390835,56.96427018,0.53872479,2238,2238.709677,"Alkane"
"226","C21",2020-12-01,8.67945269511134,0.987457109943187,54.4512188,0.51877202,2137,2137.777778,"Alkane"
"227","C20",2020-12-01,9.02632508738461,0.986523237731646,51.78586128,0.51877202,2034,2034.074074,"Alkane"
"228","C19",2020-12-01,7.90157966574923,0.993885534782793,49.04435068,0.508795635,1934,1934.228188,"Alkane"
"229","C18",2020-12-01,11.2144606852778,0.892010502490417,46.1124574,0.49881925,1830,1830.872483,"Alkane"
"230","C17",2020-12-01,23.2980436288712,0.85252599120258,43.06633451,0.488842865,1730,1730.487805,"Alkane"
"231","C16",2020-12-01,49.9043916085597,0.769727875993146,39.82982895,0.488842865,1626,1626.829268,"Alkane"
"232","9H-Florenone",2020-12-01,0.0984462637193979,0.992797295250716,44.55131942,1.386717515,1778,1778.04878,"Ketone"
"233","4-terpineol (?)",2020-12-01,4.26532540794245,0.996184381043653,23.87576033,0.77815803,1206,1206.678663,"Alcohol"
"234","4-nitrocatechol",2020-12-01,0.0423774381287598,0.979336458180595,44.28478367,1.566292445,1769,1769.512195,"Cat"
"235","4-hydroxybenzoic acid",2020-12-01,2.0882164395637,0.983466660135718,40.59135967,0.887898265,1651,1651.219512,"Acid"
"236","4, 4 dimethoxy-benzophenone",2020-12-01,0.127074418669051,0.967341793492005,58.25887241,1.446575825,2293,2293.548387,"Ketone"
"237","3-5-dimethoxyphenol",2020-12-01,2.16968110340282,0.865550997307199,36.4029407,0.87792188,1525,1525.68306,"Alcohol"
"238","2-Ketoglutaric acid, tri-TMS",2020-12-01,70.5513654073401,0.938066399728889,39.90598202,0.7981108,1629,1629.268293,"Acid"
"239","16-OH C16 Acid, TMS",2020-12-01,4.09008576763162,0.990460280411084,61.4192249,0.688370565,2429,2429.824561,"Acid"
"240","12-OH C18 Acid, TMS",2020-12-01,3.34020788615219,0.985033378953961,62.29498523,0.69834695,2470,2470.175439,"Acid"
"241","xanthone",2020-12-04,0.196883422542971,0.950027525100419,48.24474342,1.37674113,1906,1906.040268,"Ketone"
"242","verbenone (-)",2020-12-04,0.00154549542621395,0.840100033598087,25.09420948,2.065111695,1237,1237.171543,"Ketone"
"243","vanillin",2020-12-04,0.457029049851696,0.998609349613901,37.54523678,1.33683559,1558,1558.469945,"Aldehyde"
"244","vanillic acid",2020-12-04,0.534225500333818,0.997417958766722,44.89400825,0.87792188,1789,1789.02439,"Acid"
"245","tridecanal (?)",2020-12-04,11.4427646621585,0.910046714353897,36.8217826,0.927803805,1537,1537.704918,"Aldehyde"
"246","triacetin",2020-12-04,0.000935415112047424,0.942420414405688,30.386848,2.11499362,1362,1362.952186,"Misc"
"247","threitol",2020-12-04,13.4219372957993,0.898272067786105,36.25063456,0.528748405,1521,1521.311475,"Alcohol"
"248","syringol",2020-12-04,2.70170225345811,0.986434541245468,32.67144016,0.81806357,1418,1418.579235,"Alcohol"
"249","syringic acid",2020-12-04,0.709276081490259,0.984654367772095,48.77781493,0.87792188,1924,1924.832215,"Acid"
"250","syringaldehyde",2020-12-04,0.128079094944104,0.993789931827102,42.95210491,1.326859205,1726,1726.829268,"Aldehyde"
"251","stigmasterol",2020-12-04,0.638332688508287,0.996563376714429,78.85827843,0.85796911,3344,3344.827586,"Misc"
"252","squalene",2020-12-04,1.80589003227608,0.899658253613847,70.44336395,0.5985831,2868,2868.686869,"Misc"
"253","sinapinaldehyde",2020-12-04,0.081795210765491,0.982003884565982,51.74778474,1.53636329,2032,2032.592593,"Aldehyde"
"254","retene",2020-12-04,0.998535567576043,0.986685430614507,57.64964783,1.047520425,2267,2267.741935,"PAH"
"255","resorcinol",2020-12-04,1.72553060805144,0.902464986763687,31.98606251,0.728276105,1399,1399.138423,"Cat"
"256","quinoline",2020-12-04,0.330100752219272,0.991658313393984,26.73150054,1.09740235,1278,1278.146352,"PAH"
"257","pyrocatechol",2020-12-04,5.92944506629103,0.968159080886706,29.35878153,0.67839418,1339,1339.689606,"Cat"
"258","pyrene",2020-12-04,0.445785253988694,0.992586768267213,55.32697913,1.21711897,2171,2171.851852,"PAH"
"259","pinonic acid",2020-12-04,0.346497965635671,0.941807550873243,37.27870103,1.466528595,1550,1550.819672,"Acid"
"260","pinic acid 2",2020-12-04,4.21550701681349,0.990035553451855,42.03826804,0.97768573,1697,1697.560976,"Acid"
"261","pinic acid 1",2020-12-04,2.88335440656735,0.99603185868442,41.8859619,0.967709345,1692,1692.682927,"Acid"
"262","phthalimide",2020-12-04,2.7828877900709,0.978742994388198,38.76368594,1.13730789,1593,1593.442623,"Amide"
"263","phthalic acid",2020-12-04,2.73949497914006,0.980745798952129,42.57133954,1.107378735,1714,1714.634146,"Acid"
"264","perylene",2020-12-04,0.019006642456736,0.938517130434159,72.30911422,1.45655221,2967,2967.676768,"PAH"
"265","pentadecanone",2020-12-04,1.48480403635357,0.996125767452011,42.95210491,0.947756575,1726,1726.829268,"Ketone"
"266","palmitoleic Acid",2020-12-04,3.90784175943913,0.97349902102631,52.35700932,0.708323335,2056,2056.296296,"Acid"
"267","p-anisic acid (4-methozybenzoic acid)",2020-12-04,2.81786579170884,0.984383578709917,37.05024181,0.967709345,1544,1544.262295,"Acid"
"268","oleic Acid, TMS",2020-12-04,2.35327862259807,0.968318527945045,57.26888247,0.69834695,2251,2251.612903,"Acid"
"269","octadecanone",2020-12-04,1.28190928896904,0.990542721259409,51.7097082,0.847992725,2031,2031.111111,"Ketone"
"270","octadecanol",2020-12-04,3.51816890429949,0.994399817812549,55.8219741,0.548701175,2191,2191.111111,"Alcohol"
"271","octadecanal (?)",2020-12-04,4.37102527481821,0.979184251426446,52.35700932,0.867945495,2056,2056.296296,"Aldehyde"
"272","nonanol",2020-12-04,21.5083437679246,0.992346026291026,28.40686812,0.508795635,1318,1318.150179,"Alcohol"
"273","monostearin TMS",2020-12-04,19.7401973199624,0.962689851509408,68.92030251,0.708323335,2788,2788.679245,"Alcohol"
"274","monopalmitin",2020-12-04,1.89273137494378,0.952866050718244,65.68379694,0.748228875,2628,2628.301887,"Alcohol"
"275","mannosan",2020-12-04,10.7935893132895,0.925853787402744,42.30480379,0.85796911,1706,1706.097561,"Sugar"
"276","maltol",2020-12-04,6.88996004148318,0.957065931526752,28.33071505,1.09740235,1316,1316.427025,"Alcohol"
"277","lupeol",2020-12-04,0.587611244224083,0.941041254686522,81.21902366,1.03754404,3483,3483.516484,"Misc"
"278","linoleic Acid, TMS",2020-12-04,4.82536698812911,0.937840333690426,57.11657633,0.69834695,2245,2245.16129,"Acid"
"279","levoglucosan",2020-12-04,3.76276683585202,0.998145200563106,42.95210491,0.847992725,1726,1726.829268,"Sugar"
"280","ketopinic acid",2020-12-04,0.739766455724873,0.9293972124715,36.55524684,1.326859205,1530,1530.054645,"Acid"
"281","isopimaric acid",2020-12-04,1.0451092848242,0.990472415803138,60.42923497,0.867945495,2385,2385.483871,"Acid"
"282","isoeugenol",2020-12-04,5.73996148293477,0.871713726455518,38.68753286,0.77815803,1591,1591.256831,"Alcohol"
"283","ionone",2020-12-04,1.49677576944928,0.830622056745356,33.73758317,1.33683559,1449,1449.180328,"Ketone"
"284","hydroquinone",2020-12-04,1.67424542918451,0.880102324492829,32.74759324,0.728276105,1420,1420.765027,"Benz"
"285","homosalate, TMS",2020-12-04,1.33175397613741,0.980389133753225,52.31893278,0.927803805,2054,2054.814815,"Misc"
"286","hexadecanol, TMS",2020-12-04,6.41391833349659,0.99592881959208,50.60548866,0.528748405,1989,1989.261745,"Alcohol"
"287","hexadecanamide",2020-12-04,1.64889948140455,0.898702350537679,56.35504561,1.227095355,2212,2212.903226,"Amide"
"288","glyceric acid (?)",2020-12-04,49.609121806453,0.689063382636671,29.92992957,0.688370565,1352,1352.613262,"Acid"
"289","gamma dodecalactone",2020-12-04,0.00305500900922906,0.984384984973817,42.4190334,1.89551315,1709,1709.756098,"Sugar"
"290","galactosan",2020-12-04,16.1321075142864,0.928600305349087,41.61942614,0.83801634,1684,1684.146341,"Sugar"
"291","farnesol",2020-12-04,9.24914846726936,0.949836681564793,46.15053394,0.548701175,1832,1832.214765,"Alcohol"
"292","erythreitol",2020-12-04,11.9700366011677,0.978316125308603,36.51717031,0.53872479,1528,1528.961749,"Alcohol"
"293","ergosterol",2020-12-04,1.24238432424293,0.900884812498138,78.05867117,0.83801634,3296,3296.551724,"Alcohol"
"294","eicosanol, TMS",2020-12-04,5.20362662292965,0.949130176073339,60.54346457,0.548701175,2390,2390.322581,"Alcohol"
"295","dodecyl benzene",2020-12-04,3.92301731648167,0.997184130185962,48.66358532,0.61853587,1920,1920.805369,"Benz"
"296","dimethyl Glutaric Acid, TMS",2020-12-04,2.86014280210603,0.895110326443965,34.00411893,0.89787465,1456,1456.830601,"Acid"
"297","dibenz(ah)anthracene",2020-12-04,0.0159772873290274,0.910185913530641,77.79213542,1.51641052,3280,3280.45977,"PAH"
"298","deoxycholic Acid (maybe)",2020-12-04,2.23369815404586,0.894845732564794,78.89635496,0.967709345,3347,3347.126437,"Acid"
"299","cycloisolongifolene",2020-12-04,28.7252753241485,0.966263778185133,30.04415917,0.648465025,1355,1355.197993,"Sesq"
"300","citronellol",2020-12-04,23.8009884325412,0.915842750578158,29.32070499,0.528748405,1338,1338.828029,"Alcohol"
"301","cis-Vaccenic Acid, TMS",2020-12-04,5.41094717210851,0.976860241250864,57.45926515,0.688370565,2259,2259.677419,"Acid"
"302","chrysene",2020-12-04,0.235108932272084,0.934173506909745,63.627664,1.29693005,2531,2531.578947,"PAH"
"303","cholesterol",2020-12-04,0.292416869851932,0.965296455167439,76.6117628,0.83801634,3209,3209.195402,"Alcohol"
"304","borneol",2020-12-04,4.08071001651714,0.868841241456739,25.77958713,0.61853587,1254,1254.323789,"Alcohol"
"305","bisabolol",2020-12-04,209.079186934634,0.937549453573591,44.3228602,0.55867756,1770,1770.731707,"Alcohol"
"306","beta-sitosterol",2020-12-04,0.882280204992509,0.989533159391491,79.8863449,0.867945495,3406,3406.593407,"Alcohol"
"307","beta-nocaryophyllonic acid, TMS",2020-12-04,0.0484819184060714,0.98072186022485,50.49125905,1.725914605,1985,1985.234899,"Acid"
"308","beta-nocaryophyllone aldehyde",2020-12-04,123.864050240646,0.964706280917308,43.90401831,0.269362395,1757,1757.317073,"Aldehyde"
"309","beta-nocaryophyllinic acid, TMS",2020-12-04,0.264214711857278,0.763417903582072,54.18468305,1.247048125,2127,2127.407407,"Acid"
"310","beta-caryophyllonic acid, TMS",2020-12-04,0.254596456897869,0.966443116612644,48.96819761,1.326859205,1931,1931.543624,"Acid"
"311","beta-caryophyllinic acid, TMS",2020-12-04,1.98443624943473,0.958190749619596,52.47123893,0.927803805,2060,2060.740741,"Acid"
"312","beta-caryophyllene aldehyde",2020-12-04,2.62203183848571,0.975693940292061,42.60941608,1.965347845,1715,1715.853659,"Aldehyde"
"313","benzophenone",2020-12-04,0.933824221137034,0.98578426482652,41.01020157,1.17721343,1664,1664.634146,"PAH"
"314","anthraquinone",2020-12-04,0.163348401248867,0.970838684436581,51.36701938,1.446575825,2017,2017.777778,"PAH"
"315","abietic acid",2020-12-04,1.01155527911826,0.971971205659149,62.2569087,0.83801634,2468,2468.421053,"Acid"
"316","a-Amyrin",2020-12-04,0.275352508730007,0.908166130519195,81.14287059,1.05749681,3479,3479.120879,"Sesq"
"317","SESQ9",2020-12-04,5.13660864563966,0.848264237380713,39.33483398,1.067473195,1610,1610.97561,"Sesq"
"318","SESQ8",2020-12-04,427.316062543458,0.945252631540915,37.92600214,0.49881925,1569,1569.398907,"Sesq"
"319","SESQ7",2020-12-04,396.989561723795,0.988035296418668,36.8217826,0.53872479,1537,1537.704918,"Sesq"
"320","Me-OH-glutatric acid (?)",2020-12-04,6.63408352343321,0.871321824801784,39.71559934,0.828039955,1623,1623.170732,"Acid"
"321","MBTCA",2020-12-04,1.16459622881373,0.762472640258857,44.51324288,0.97768573,1776,1776.829268,"Acid"
"322","FAME18 (Methyl Stearate)",2020-12-04,2.06624088926085,0.987258973850658,55.06044338,0.71829972,2161,2161.481481,"Acid"
"323","FAME16 (Methyl Palmitate)",2020-12-04,1.75880934345706,0.995266150953467,49.69165179,0.728276105,1957,1957.04698,"Acid"
"324","DEET",2020-12-04,0.0079951769235479,0.984677810169348,38.99214515,1.785772915,1600,1600,"Amide"
"325","C9 Diacid (azelaic acid)",2020-12-04,0.696848601199956,0.995853168569294,45.88399818,0.947756575,1822,1822.818792,"Acid"
"326","C8 acid",2020-12-04,0.475509121852832,0.78537247162272,27.34072511,0.71829972,1293,1293.392792,"Acid"
"327","C28 acid",2020-12-04,1.72410738357228,0.977361454362521,77.9825181,0.73825249,3291,3291.954023,"Acid"
"328","C26 acid",2020-12-04,2.08641790137137,0.983930900875713,74.47947678,0.71829972,3088,3088.172043,"Acid"
"329","C24 acid",2020-12-04,1.81502635337466,0.961922657002196,70.78605278,0.69834695,2886,2886.868687,"Acid"
"330","C22 acid",2020-12-04,2.11637083084071,0.946493349659001,66.82609303,0.688370565,2684,2684.90566,"Acid"
"331","C18 Acid",2020-12-04,0.872183501648815,0.971889898393953,57.95426012,0.69834695,2280,2280.645161,"Acid"
"332","C17 acid",2020-12-04,6.01803332071302,0.947738705381764,55.47928528,0.668417795,2177,2177.777778,"Acid"
"333","C16 Acid",2020-12-04,0.856068213763586,0.610564829899381,52.92815736,0.688370565,2078,2078.518519,"Acid"
"334","C14 Diacid",2020-12-04,1.57440767676861,0.966604072094211,58.83002045,0.887898265,2317,2317.741935,"Acid"
"335","C13 acid",2020-12-04,1.53622640540983,0.9879256037843,44.51324288,0.688370565,1776,1776.829268,"Acid"
"336","C12 diacid",2020-12-04,1.30008395581096,0.980147158056164,53.99430037,0.907851035,2120,2120,"Acid"
"337","C10 diacid (sebacic acid)",2020-12-04,0.939146208163679,0.984740161756597,48.70166185,0.93778019,1922,1922.147651,"Acid"
"338","C35",2020-12-04,1.24344309817369,0.97580378795591,82.6278555,0.71829972,3564,3564.835165,"Alkane"
"339","C33",2020-12-04,1.8672257483102,0.993245757422232,79.16289072,0.63848864,3363,3363.218391,"Alkane"
"340","C32",2020-12-04,1.73209579014249,0.981100121818799,77.44944659,0.628512255,3259,3259.770115,"Alkane"
"341","C31",2020-12-04,1.70826636738184,0.960898635637628,75.73600247,0.61853587,3159,3159.139785,"Alkane"
"342","C30",2020-12-04,1.70766034782747,0.933679559779593,73.94640527,0.5985831,3058,3058.064516,"Alkane"
"343","C29",2020-12-04,1.74765545127579,0.926213584814561,72.08065501,0.588606715,2955,2955.555556,"Alkane"
"344","C27",2020-12-04,2.64631049527762,0.944767079196186,68.15877179,0.568653945,2750,2750.943396,"Alkane"
"345","C26",2020-12-04,5.18625364712637,0.974860358668535,66.10263884,0.568653945,2649,2649.056604,"Alkane"
"346","C25",2020-12-04,4.87355382863447,0.967714735989292,63.93227628,0.55867756,2545,2545.614035,"Alkane"
"347","C24",2020-12-04,5.66316790564657,0.986446798262508,61.72383719,0.548701175,2443,2443.859649,"Alkane"
"348","C23",2020-12-04,6.67331374414413,0.992495087478595,59.40116849,0.548701175,2341,2341.935484,"Alkane"
"349","C22",2020-12-04,7.66834288137384,0.994903179771022,56.96427018,0.53872479,2238,2238.709677,"Alkane"
"350","C21",2020-12-04,9.06448404229498,0.997005148574099,54.4512188,0.51877202,2137,2137.777778,"Alkane"
"351","C20",2020-12-04,9.41623850686958,0.995891605769812,51.78586128,0.51877202,2034,2034.074074,"Alkane"
"352","C19",2020-12-04,8.45295648798977,0.994917365392258,49.04435068,0.508795635,1934,1934.228188,"Alkane"
"353","C18",2020-12-04,8.03297870259181,0.997597560343443,46.1124574,0.49881925,1830,1830.872483,"Alkane"
"354","C17",2020-12-04,20.9631396230852,0.870516146393885,43.06633451,0.488842865,1730,1730.487805,"Alkane"
"355","C16",2020-12-04,38.8284084020568,0.839578315690006,39.82982895,0.488842865,1626,1626.829268,"Alkane"
"356","C14",2020-12-04,54.3538236446009,0.926046608702682,32.82374631,0.468890095,1422,1422.95082,"Alkane"
"357","9H-Florenone",2020-12-04,0.125438077068732,0.997909758239646,44.55131942,1.386717515,1778,1778.04878,"Ketone"
"358","4-terpineol (?)",2020-12-04,1.97400548259866,0.913857537194514,23.87576033,0.77815803,1206,1206.678663,"Alcohol"
"359","4-nitrocatechol",2020-12-04,0.0582599676197545,0.979017274573053,44.28478367,1.566292445,1769,1769.512195,"Cat"
"360","4-hydroxybenzoic acid",2020-12-04,1.89869855957781,0.998162946306182,40.59135967,0.887898265,1651,1651.219512,"Acid"
"361","4, 4 dimethoxy-benzophenone",2020-12-04,0.123509878500551,0.919466403830808,58.25887241,1.446575825,2293,2293.548387,"Ketone"
"362","3-5-dimethoxyphenol",2020-12-04,1.55669097949956,0.931216372177638,36.4029407,0.87792188,1525,1525.68306,"Alcohol"
"363","2-Ketoglutaric acid, tri-TMS",2020-12-04,108.06558749564,0.392829464947396,39.90598202,0.7981108,1629,1629.268293,"Acid"
"364","16-OH C16 Acid, TMS",2020-12-04,2.07973425644941,0.858885840091514,61.4192249,0.688370565,2429,2429.824561,"Acid"
"365","12-OH C18 Acid, TMS",2020-12-04,3.82216113010852,0.967880599158232,62.29498523,0.69834695,2470,2470.175439,"Acid"
"366","xanthone",2020-12-10,0.204308221052346,0.960681326102782,48.24474342,1.37674113,1906,1906.040268,"Ketone"
"367","verbenone (-)",2020-12-10,0.00625219022077635,0.974532583334893,25.09420948,2.065111695,1237,1237.171543,"Ketone"
"368","vanillin",2020-12-10,0.407017001266021,0.986633963306967,37.54523678,1.33683559,1558,1558.469945,"Aldehyde"
"369","vanillic acid",2020-12-10,0.494105256432695,0.987719655786955,44.89400825,0.87792188,1789,1789.02439,"Acid"
"370","tridecanal (?)",2020-12-10,13.047195501844,0.982124983757848,36.8217826,0.927803805,1537,1537.704918,"Aldehyde"
"371","triacetin",2020-12-10,0.000741705000487151,0.980778744743832,30.386848,2.11499362,1362,1362.952186,"Misc"
"372","threitol",2020-12-10,14.28583227951,0.99337735566838,36.25063456,0.528748405,1521,1521.311475,"Alcohol"
"373","syringol",2020-12-10,2.22520611762483,0.964693689905849,32.67144016,0.81806357,1418,1418.579235,"Alcohol"
"374","syringic acid",2020-12-10,1.37040674924628,0.825454203086527,48.77781493,0.87792188,1924,1924.832215,"Acid"
"375","syringaldehyde",2020-12-10,0.105048923091194,0.994835525700723,42.95210491,1.326859205,1726,1726.829268,"Aldehyde"
"376","stigmasterol",2020-12-10,0.626291194186916,0.993241746553543,78.85827843,0.85796911,3344,3344.827586,"Misc"
"377","squalene",2020-12-10,2.43666639683353,0.923711922133766,70.44336395,0.5985831,2868,2868.686869,"Misc"
"378","sinapinaldehyde",2020-12-10,0.0793475797725485,0.985103467954096,51.74778474,1.53636329,2032,2032.592593,"Aldehyde"
"379","retene",2020-12-10,1.03362079593557,0.988565967042121,57.64964783,1.047520425,2267,2267.741935,"PAH"
"380","resorcinol",2020-12-10,2.62418324834674,0.981221236611886,31.98606251,0.728276105,1399,1399.138423,"Cat"
"381","quinoline",2020-12-10,0.289023511429545,0.989787936562059,26.73150054,1.09740235,1278,1278.146352,"PAH"
"382","pyrocatechol",2020-12-10,2.86642057321863,0.870868567465565,29.35878153,0.67839418,1339,1339.689606,"Cat"
"383","pyrene",2020-12-10,0.409496124754603,0.991129745819075,55.32697913,1.21711897,2171,2171.851852,"PAH"
"384","pinonic acid",2020-12-10,0.281285992367649,0.995684691633998,37.27870103,1.466528595,1550,1550.819672,"Acid"
"385","pinic acid 2",2020-12-10,4.09500925269326,0.995656509754053,42.03826804,0.97768573,1697,1697.560976,"Acid"
"386","pinic acid 1",2020-12-10,2.77231777297489,0.997192989253993,41.8859619,0.967709345,1692,1692.682927,"Acid"
"387","phthalimide",2020-12-10,3.06339792301515,0.989582641055669,38.76368594,1.13730789,1593,1593.442623,"Amide"
"388","phthalic acid",2020-12-10,2.16962810159818,0.947310490256901,42.57133954,1.107378735,1714,1714.634146,"Acid"
"389","perylene",2020-12-10,0.0234379791373388,0.935728070629756,72.30911422,1.45655221,2967,2967.676768,"PAH"
"390","pentadecanone",2020-12-10,1.57190079778035,0.993423867286845,42.95210491,0.947756575,1726,1726.829268,"Ketone"
"391","palmitoleic Acid",2020-12-10,4.8709888501238,0.978928197842655,52.35700932,0.708323335,2056,2056.296296,"Acid"
"392","p-anisic acid (4-methozybenzoic acid)",2020-12-10,3.08717069629043,0.939812545207583,37.05024181,0.967709345,1544,1544.262295,"Acid"
"393","octadecanone",2020-12-10,1.34122398331017,0.984932263916271,51.7097082,0.847992725,2031,2031.111111,"Ketone"
"394","octadecanol",2020-12-10,2.66890617289404,0.988219912769169,55.8219741,0.548701175,2191,2191.111111,"Alcohol"
"395","octadecanal (?)",2020-12-10,3.91842396567382,0.967782214812867,52.35700932,0.867945495,2056,2056.296296,"Aldehyde"
"396","nonanol",2020-12-10,28.836350327859,0.987551929908811,28.40686812,0.508795635,1318,1318.150179,"Alcohol"
"397","monostearin TMS",2020-12-10,17.7449779989026,0.982749071070522,68.92030251,0.708323335,2788,2788.679245,"Alcohol"
"398","monopalmitin",2020-12-10,2.52770027115889,0.962234549516227,65.68379694,0.748228875,2628,2628.301887,"Alcohol"
"399","mannosan",2020-12-10,13.0696820495619,0.979019880830306,42.30480379,0.85796911,1706,1706.097561,"Sugar"
"400","maltol",2020-12-10,8.10284134435147,0.928463428536936,28.33071505,1.09740235,1316,1316.427025,"Alcohol"
"401","lupeol",2020-12-10,0.442778531665652,0.992821124269566,81.21902366,1.03754404,3483,3483.516484,"Misc"
"402","linoleic Acid, TMS",2020-12-10,4.97699903026412,0.949502213122061,57.11657633,0.69834695,2245,2245.16129,"Acid"
"403","levoglucosan",2020-12-10,6.16134933117363,0.982544514152145,42.95210491,0.847992725,1726,1726.829268,"Sugar"
"404","ketopinic acid",2020-12-10,0.687156371579581,0.951877319817208,36.55524684,1.326859205,1530,1530.054645,"Acid"
"405","isopimaric acid",2020-12-10,1.00906039131374,0.987115261257794,60.42923497,0.867945495,2385,2385.483871,"Acid"
"406","isoeugenol",2020-12-10,7.00084788055865,0.902786179583858,38.68753286,0.77815803,1591,1591.256831,"Alcohol"
"407","ionone",2020-12-10,2.49777442086929,0.910055060767538,33.73758317,1.33683559,1449,1449.180328,"Ketone"
"408","hydroquinone",2020-12-10,2.74386332224979,0.95414307445786,32.74759324,0.728276105,1420,1420.765027,"Benz"
"409","homosalate, TMS",2020-12-10,1.24798632188089,0.996200888751073,52.31893278,0.927803805,2054,2054.814815,"Misc"
"410","hexadecanol, TMS",2020-12-10,5.3180409350761,0.991811834498527,50.60548866,0.528748405,1989,1989.261745,"Alcohol"
"411","hexadecanamide",2020-12-10,1.9498125679244,0.941609199404198,56.35504561,1.227095355,2212,2212.903226,"Amide"
"412","glyceric acid (?)",2020-12-10,33.1357062498179,0.935344329227906,29.92992957,0.688370565,1352,1352.613262,"Acid"
"413","gamma dodecalactone",2020-12-10,0.00279564323323076,0.989251286503548,42.4190334,1.89551315,1709,1709.756098,"Sugar"
"414","galactosan",2020-12-10,15.3191482492081,0.969765921262238,41.61942614,0.83801634,1684,1684.146341,"Sugar"
"415","ergosterol",2020-12-10,1.08027055598392,0.884303220685466,78.05867117,0.83801634,3296,3296.551724,"Alcohol"
"416","eicosanol, TMS",2020-12-10,5.52308180877048,0.939012778689676,60.54346457,0.548701175,2390,2390.322581,"Alcohol"
"417","dodecyl benzene",2020-12-10,2.71855051318309,0.98668431598583,48.66358532,0.61853587,1920,1920.805369,"Benz"
"418","dimethyl Glutaric Acid, TMS",2020-12-10,3.59631214090296,0.981457811280738,34.00411893,0.89787465,1456,1456.830601,"Acid"
"419","dibenz(ah)anthracene",2020-12-10,0.0221203174804938,0.912472252180286,77.79213542,1.51641052,3280,3280.45977,"PAH"
"420","deoxycholic Acid (maybe)",2020-12-10,4.59289593634115,0.915587289879392,78.89635496,0.967709345,3347,3347.126437,"Acid"
"421","cycloisolongifolene",2020-12-10,31.3080209065672,0.992261161727182,30.04415917,0.648465025,1355,1355.197993,"Sesq"
"422","citronellol",2020-12-10,30.4975531100521,0.939211991722776,29.32070499,0.528748405,1338,1338.828029,"Alcohol"
"423","cis-Vaccenic Acid, TMS",2020-12-10,4.66518448702369,0.984154232676352,57.45926515,0.688370565,2259,2259.677419,"Acid"
"424","chrysene",2020-12-10,0.278678772063158,0.942226599588635,63.627664,1.29693005,2531,2531.578947,"PAH"
"425","cholesterol",2020-12-10,0.362123869728362,0.991719124581494,76.6117628,0.83801634,3209,3209.195402,"Alcohol"
"426","borneol",2020-12-10,4.82551795476831,0.924273112676041,25.77958713,0.61853587,1254,1254.323789,"Alcohol"
"427","bisabolol",2020-12-10,193.419122300962,0.840332513792473,44.3228602,0.55867756,1770,1770.731707,"Alcohol"
"428","beta-sitosterol",2020-12-10,0.722241886802964,0.992043183133804,79.8863449,0.867945495,3406,3406.593407,"Alcohol"
"429","beta-nocaryophyllonic acid, TMS",2020-12-10,0.057370289608347,0.980380429516574,50.49125905,1.725914605,1985,1985.234899,"Acid"
"430","beta-nocaryophyllone aldehyde",2020-12-10,153.153180930549,0.964693786850113,43.90401831,0.269362395,1757,1757.317073,"Aldehyde"
"431","beta-nocaryophyllinic acid, TMS",2020-12-10,0.449505497704599,0.923687234339283,54.18468305,1.247048125,2127,2127.407407,"Acid"
"432","beta-caryophyllonic acid, TMS",2020-12-10,0.29237886891753,0.971058779545151,48.96819761,1.326859205,1931,1931.543624,"Acid"
"433","beta-caryophyllinic acid, TMS",2020-12-10,3.61156893556384,0.983069685772711,52.47123893,0.927803805,2060,2060.740741,"Acid"
"434","beta-caryophyllene aldehyde",2020-12-10,2.54909690131414,0.992535193431434,42.60941608,1.965347845,1715,1715.853659,"Aldehyde"
"435","benzophenone",2020-12-10,0.821863496460431,0.980647548965927,41.01020157,1.17721343,1664,1664.634146,"PAH"
"436","anthraquinone",2020-12-10,0.183115768043093,0.980613717604902,51.36701938,1.446575825,2017,2017.777778,"PAH"
"437","abietic acid",2020-12-10,1.09083837961583,0.957264803640899,62.2569087,0.83801634,2468,2468.421053,"Acid"
"438","a-Amyrin",2020-12-10,1.22564521876515,0.940364213654691,81.14287059,1.05749681,3479,3479.120879,"Sesq"
"439","SESQ9",2020-12-10,5.57329955890399,0.855222597407857,39.33483398,1.067473195,1610,1610.97561,"Sesq"
"440","SESQ8",2020-12-10,396.071848511978,0.989807208640884,37.92600214,0.49881925,1569,1569.398907,"Sesq"
"441","SESQ7",2020-12-10,271.305880091932,0.993984302680985,36.8217826,0.53872479,1537,1537.704918,"Sesq"
"442","SESQ6",2020-12-10,42.8867105804947,0.795305643800259,35.29872115,0.61853587,1493,1493.989071,"Sesq"
"443","SESQ2",2020-12-10,1.06152695909526,0.967867230565474,33.73758317,1.626150755,1449,1449.180328,"Sesq"
"444","Me-OH-glutatric acid (?)",2020-12-10,4.92357264917161,0.982838572878151,39.71559934,0.828039955,1623,1623.170732,"Acid"
"445","MBTCA",2020-12-10,1.39982431027637,0.910488327272537,44.51324288,0.97768573,1776,1776.829268,"Acid"
"446","FAME18 (Methyl Stearate)",2020-12-10,1.85625544580986,0.978158317925793,55.06044338,0.71829972,2161,2161.481481,"Acid"
"447","DEET",2020-12-10,0.00798066319903419,0.996926769953239,38.99214515,1.785772915,1600,1600,"Amide"
"448","C9 Diacid (azelaic acid)",2020-12-10,0.631856859946519,0.990462398231755,45.88399818,0.947756575,1822,1822.818792,"Acid"
