"","cpnd","dates","slope","r2","RT1","RT2","Retention_index","d_alkane_RTI","Func_group_cat"
"449","C8 acid",2020-12-10,2.9795700417688,0.923425449736016,27.34072511,0.71829972,1293,1293.392792,"Acid"
"450","C28 acid",2020-12-10,1.66640335730977,0.974471413242716,77.9825181,0.73825249,3291,3291.954023,"Acid"
"451","C26 acid",2020-12-10,2.05973473187919,0.985733847293841,74.47947678,0.71829972,3088,3088.172043,"Acid"
"452","C24 acid",2020-12-10,1.85113384015168,0.970112157060569,70.78605278,0.69834695,2886,2886.868687,"Acid"
"453","C22 acid",2020-12-10,2.77012580766832,0.97531906975444,66.82609303,0.688370565,2684,2684.90566,"Acid"
"454","C17 acid",2020-12-10,6.93023009416626,0.953533775507433,55.47928528,0.668417795,2177,2177.777778,"Acid"
"455","C16 Acid",2020-12-10,0.917898315991892,0.667879067261659,52.92815736,0.688370565,2078,2078.518519,"Acid"
"456","C14 Diacid",2020-12-10,1.74259414310583,0.949591265085221,58.83002045,0.887898265,2317,2317.741935,"Acid"
"457","C13 acid",2020-12-10,1.48275853040946,0.992916380778412,44.51324288,0.688370565,1776,1776.829268,"Acid"
"458","C12 diacid",2020-12-10,1.37619142471039,0.970221672403811,53.99430037,0.907851035,2120,2120,"Acid"
"459","C10 diacid (sebacic acid)",2020-12-10,0.764101159032613,0.993264653313116,48.70166185,0.93778019,1922,1922.147651,"Acid"
"460","C35",2020-12-10,1.34891883039809,0.979262940115368,82.6278555,0.71829972,3564,3564.835165,"Alkane"
"461","C33",2020-12-10,1.72075908324387,0.986806116186306,79.16289072,0.63848864,3363,3363.218391,"Alkane"
"462","C32",2020-12-10,2.0131062286546,0.989098141097024,77.44944659,0.628512255,3259,3259.770115,"Alkane"
"463","C31",2020-12-10,2.11847123791333,0.981212379407815,75.73600247,0.61853587,3159,3159.139785,"Alkane"
"464","C30",2020-12-10,2.92629350802868,0.990517279064601,73.94640527,0.5985831,3058,3058.064516,"Alkane"
"465","C29",2020-12-10,2.74942190819036,0.974774405252502,72.08065501,0.588606715,2955,2955.555556,"Alkane"
"466","C28",2020-12-10,2.32272986744181,0.958542602678549,70.13875167,0.57863033,2852,2852.525253,"Alkane"
"467","C27",2020-12-10,3.68230522653052,0.968279379744917,68.15877179,0.568653945,2750,2750.943396,"Alkane"
"468","C26",2020-12-10,6.78729376670431,0.988428613169353,66.10263884,0.568653945,2649,2649.056604,"Alkane"
"469","C25",2020-12-10,5.92520405257617,0.967923912666324,63.93227628,0.55867756,2545,2545.614035,"Alkane"
"470","C24",2020-12-10,5.58458170175822,0.979209707951179,61.72383719,0.548701175,2443,2443.859649,"Alkane"
"471","C23",2020-12-10,6.09493704621729,0.979778724550297,59.40116849,0.548701175,2341,2341.935484,"Alkane"
"472","C22",2020-12-10,6.49701740999721,0.986740490677024,56.96427018,0.53872479,2238,2238.709677,"Alkane"
"473","C21",2020-12-10,7.66727634649725,0.991590414941821,54.4512188,0.51877202,2137,2137.777778,"Alkane"
"474","C20",2020-12-10,9.05057753478585,0.998006834228412,51.78586128,0.51877202,2034,2034.074074,"Alkane"
"475","C19",2020-12-10,7.98473108679831,0.996348770755577,49.04435068,0.508795635,1934,1934.228188,"Alkane"
"476","C18",2020-12-10,5.91466661938288,0.993793924808106,46.1124574,0.49881925,1830,1830.872483,"Alkane"
"477","C17",2020-12-10,19.6249539431992,0.920385025991609,43.06633451,0.488842865,1730,1730.487805,"Alkane"
"478","C16",2020-12-10,35.9171954558427,0.891023642215812,39.82982895,0.488842865,1626,1626.829268,"Alkane"
"479","C14",2020-12-10,155.499723585396,0.897170014927852,32.82374631,0.468890095,1422,1422.95082,"Alkane"
"480","9H-Florenone",2020-12-10,0.0802784509627794,0.961168364043754,44.55131942,1.386717515,1778,1778.04878,"Ketone"
"481","4-terpineol (?)",2020-12-10,2.89263924045588,0.901637239504617,23.87576033,0.77815803,1206,1206.678663,"Alcohol"
"482","4-nitrocatechol",2020-12-10,0.0396125989309403,0.968173045140112,44.28478367,1.566292445,1769,1769.512195,"Cat"
"483","4-hydroxybenzoic acid",2020-12-10,1.97876495381997,0.996446591315272,40.59135967,0.887898265,1651,1651.219512,"Acid"
"484","4, 4 dimethoxy-benzophenone",2020-12-10,0.180240302150112,0.935914525655035,58.25887241,1.446575825,2293,2293.548387,"Ketone"
"485","3-5-dimethoxyphenol",2020-12-10,1.59999404152573,0.914441174903562,36.4029407,0.87792188,1525,1525.68306,"Alcohol"
"486","2-Ketoglutaric acid, tri-TMS",2020-12-10,118.653407564752,0.663290250562075,39.90598202,0.7981108,1629,1629.268293,"Acid"
"487","16-OH C16 Acid, TMS",2020-12-10,2.49980888287654,0.899792145443349,61.4192249,0.688370565,2429,2429.824561,"Acid"
"488","12-OH C18 Acid, TMS",2020-12-10,4.09830355317825,0.978976153795661,62.29498523,0.69834695,2470,2470.175439,"Acid"
"489","xanthone",2020-12-19,0.452206297998894,0.949220356850702,48.24474342,1.37674113,1906,1906.040268,"Ketone"
"490","vanillin",2020-12-19,1.48698169995975,0.954652896342987,37.54523678,1.33683559,1558,1558.469945,"Aldehyde"
"491","vanillic acid",2020-12-19,0.704991258974722,0.970286538105172,44.89400825,0.87792188,1789,1789.02439,"Acid"
"492","tridecanal (?)",2020-12-19,24.6854033661591,0.992599669307346,36.8217826,0.927803805,1537,1537.704918,"Aldehyde"
"493","triacetin",2020-12-19,0.00543531768194461,0.953588990639451,30.386848,2.11499362,1362,1362.952186,"Misc"
"494","threitol",2020-12-19,107.42536771162,0.969047469574875,36.25063456,0.528748405,1521,1521.311475,"Alcohol"
"495","syringol",2020-12-19,4.40526842861102,0.977605941981236,32.67144016,0.81806357,1418,1418.579235,"Alcohol"
"496","syringic acid",2020-12-19,1.14632289642187,0.989719948022623,48.77781493,0.87792188,1924,1924.832215,"Acid"
"497","syringaldehyde",2020-12-19,0.211244581740317,0.961721434996763,42.95210491,1.326859205,1726,1726.829268,"Aldehyde"
"498","stigmasterol",2020-12-19,0.788247810308393,0.985486263838173,78.85827843,0.85796911,3344,3344.827586,"Misc"
"499","squalene",2020-12-19,5.80592077445596,0.913696527002989,70.44336395,0.5985831,2868,2868.686869,"Misc"
"500","sinapinaldehyde",2020-12-19,0.159848689647706,0.931958874379817,51.74778474,1.53636329,2032,2032.592593,"Aldehyde"
"501","retene",2020-12-19,1.73579028991423,0.967639484443227,57.64964783,1.047520425,2267,2267.741935,"PAH"
"502","resorcinol",2020-12-19,4.01605609879858,0.991605622747647,31.98606251,0.728276105,1399,1399.138423,"Cat"
"503","quinoline",2020-12-19,0.63619643476326,0.97421469096263,26.73150054,1.09740235,1278,1278.146352,"PAH"
"504","pyrene",2020-12-19,0.765602840308944,0.968366128867377,55.32697913,1.21711897,2171,2171.851852,"PAH"
"505","pinonic acid",2020-12-19,1.49440780131528,0.942699843415578,37.27870103,1.466528595,1550,1550.819672,"Acid"
"506","pinic acid 2",2020-12-19,6.79224424560678,0.962147697545018,42.03826804,0.97768573,1697,1697.560976,"Acid"
"507","pinic acid 1",2020-12-19,4.56254535547493,0.96966595757296,41.8859619,0.967709345,1692,1692.682927,"Acid"
"508","phthalimide",2020-12-19,12.1371997611167,0.994759846461884,38.76368594,1.13730789,1593,1593.442623,"Amide"
"509","phthalic acid",2020-12-19,1.75873610557009,0.879678870513693,42.57133954,1.107378735,1714,1714.634146,"Acid"
"510","perylene",2020-12-19,0.0550657562863945,0.931904489138943,72.30911422,1.45655221,2967,2967.676768,"PAH"
"511","pentadecanone",2020-12-19,2.91558678113431,0.993930017713521,42.95210491,0.947756575,1726,1726.829268,"Ketone"
"512","palmitoleic Acid",2020-12-19,8.97021117357874,0.959394382660371,52.35700932,0.708323335,2056,2056.296296,"Acid"
"513","p-anisic acid (4-methozybenzoic acid)",2020-12-19,8.02015021441077,0.92637199936359,37.05024181,0.967709345,1544,1544.262295,"Acid"
"514","octadecanone",2020-12-19,2.32259150624245,0.954758116847647,51.7097082,0.847992725,2031,2031.111111,"Ketone"
"515","octadecanol",2020-12-19,4.32549432985358,0.979338223563524,55.8219741,0.548701175,2191,2191.111111,"Alcohol"
"516","octadecanal (?)",2020-12-19,18.2353162534673,0.865329486191221,52.35700932,0.867945495,2056,2056.296296,"Aldehyde"
"517","nonanol",2020-12-19,31.058786023183,0.940220016790194,28.40686812,0.508795635,1318,1318.150179,"Alcohol"
"518","monostearin TMS",2020-12-19,33.3906791979411,0.959836588176277,68.92030251,0.708323335,2788,2788.679245,"Alcohol"
"519","monopalmitin",2020-12-19,4.70360529144784,0.961311606504581,65.68379694,0.748228875,2628,2628.301887,"Alcohol"
"520","mannosan",2020-12-19,62.8727441820687,0.966333082720331,42.30480379,0.85796911,1706,1706.097561,"Sugar"
"521","maltol",2020-12-19,19.7051469691765,0.954074613855787,28.33071505,1.09740235,1316,1316.427025,"Alcohol"
"522","lupeol",2020-12-19,0.504566779278616,0.978548789287953,81.21902366,1.03754404,3483,3483.516484,"Misc"
"523","linoleic Acid, TMS",2020-12-19,10.5556742658679,0.918437694311394,57.11657633,0.69834695,2245,2245.16129,"Acid"
"524","levoglucosan",2020-12-19,25.5546698353746,0.995107449672901,42.95210491,0.847992725,1726,1726.829268,"Sugar"
"525","ketopinic acid",2020-12-19,5.19345473129503,0.985762033807302,36.55524684,1.326859205,1530,1530.054645,"Acid"
"526","isopimaric acid",2020-12-19,1.54039477555515,0.961429869254983,60.42923497,0.867945495,2385,2385.483871,"Acid"
"527","ionone",2020-12-19,12.209930101008,0.985180125602223,33.73758317,1.33683559,1449,1449.180328,"Ketone"
"528","hydroquinone",2020-12-19,6.11475122498504,0.911029862187603,32.74759324,0.728276105,1420,1420.765027,"Benz"
"529","homosalate, TMS",2020-12-19,1.41630101758233,0.974648523914184,52.31893278,0.927803805,2054,2054.814815,"Misc"
"530","hexadecanol, TMS",2020-12-19,10.2242902728907,0.983725110250318,50.60548866,0.528748405,1989,1989.261745,"Alcohol"
"531","hexadecanamide",2020-12-19,3.69740910956702,0.911067745517575,56.35504561,1.227095355,2212,2212.903226,"Amide"
"532","gamma dodecalactone",2020-12-19,0.00768887843710175,0.968977500339608,42.4190334,1.89551315,1709,1709.756098,"Sugar"
"533","galactosan",2020-12-19,85.6650870333462,0.995515909411962,41.61942614,0.83801634,1684,1684.146341,"Sugar"
"534","eicosanol, TMS",2020-12-19,13.6678975203446,0.955996160099925,60.54346457,0.548701175,2390,2390.322581,"Alcohol"
"535","dodecyl benzene",2020-12-19,5.97706853139097,0.972851636867964,48.66358532,0.61853587,1920,1920.805369,"Benz"
"536","dimethyl Glutaric Acid, TMS",2020-12-19,19.4474830466779,0.984353805360605,34.00411893,0.89787465,1456,1456.830601,"Acid"
"537","dibenz(ah)anthracene",2020-12-19,0.0621489332639181,0.929389764213663,77.79213542,1.51641052,3280,3280.45977,"PAH"
"538","deoxycholic Acid (maybe)",2020-12-19,6.69023783801435,0.934790334205018,78.89635496,0.967709345,3347,3347.126437,"Acid"
"539","cycloisolongifolene",2020-12-19,43.5695416823706,0.985612575579805,30.04415917,0.648465025,1355,1355.197993,"Sesq"
"540","citronellol",2020-12-19,72.6995859151946,0.957876101757049,29.32070499,0.528748405,1338,1338.828029,"Alcohol"
"541","cis-Vaccenic Acid, TMS",2020-12-19,8.77830845993456,0.963969522283134,57.45926515,0.688370565,2259,2259.677419,"Acid"
"542","chrysene",2020-12-19,0.625175829680027,0.944072891377345,63.627664,1.29693005,2531,2531.578947,"PAH"
"543","cholesterol",2020-12-19,0.52420910856416,0.993179664140499,76.6117628,0.83801634,3209,3209.195402,"Alcohol"
"544","borneol",2020-12-19,4.86016955721921,0.973314875869771,25.77958713,0.61853587,1254,1254.323789,"Alcohol"
"545","bisabolol",2020-12-19,501.387183912431,0.986682250856463,44.3228602,0.55867756,1770,1770.731707,"Alcohol"
"546","beta-sitosterol",2020-12-19,1.06622231673152,0.988100761890578,79.8863449,0.867945495,3406,3406.593407,"Alcohol"
"547","beta-nocaryophyllonic acid, TMS",2020-12-19,0.102309022825159,0.917385780843866,50.49125905,1.725914605,1985,1985.234899,"Acid"
"548","beta-nocaryophyllone aldehyde",2020-12-19,232.460688677356,0.880445601002755,43.90401831,0.269362395,1757,1757.317073,"Aldehyde"
"549","beta-nocaryophyllinic acid, TMS",2020-12-19,0.228515280811839,0.854690858249194,54.18468305,1.247048125,2127,2127.407407,"Acid"
"550","beta-caryophyllonic acid, TMS",2020-12-19,0.643798475508175,0.949030825117398,48.96819761,1.326859205,1931,1931.543624,"Acid"
"551","beta-caryophyllinic acid, TMS",2020-12-19,4.31996184038978,0.93125258697836,52.47123893,0.927803805,2060,2060.740741,"Acid"
"552","benzophenone",2020-12-19,1.94892958713367,0.997323281004324,41.01020157,1.17721343,1664,1664.634146,"PAH"
"553","anthraquinone",2020-12-19,0.375959667070242,0.951526855012059,51.36701938,1.446575825,2017,2017.777778,"PAH"
"554","abietic acid",2020-12-19,2.23594133454876,0.914019517935927,62.2569087,0.83801634,2468,2468.421053,"Acid"
"555","a-Amyrin",2020-12-19,0.326312023957844,0.960385287881509,81.14287059,1.05749681,3479,3479.120879,"Sesq"
"556","SESQ9",2020-12-19,17.4945625300951,0.920559217730413,39.33483398,1.067473195,1610,1610.97561,"Sesq"
"557","SESQ8",2020-12-19,1139.82920830318,0.978104525192594,37.92600214,0.49881925,1569,1569.398907,"Sesq"
"558","SESQ7",2020-12-19,1155.38786939322,0.992095075245705,36.8217826,0.53872479,1537,1537.704918,"Sesq"
"559","Me-OH-glutatric acid (?)",2020-12-19,8.30141003819776,0.932412005964347,39.71559934,0.828039955,1623,1623.170732,"Acid"
"560","MBTCA",2020-12-19,1.03660545156707,0.945753154572621,44.51324288,0.97768573,1776,1776.829268,"Acid"
"561","FAME18 (Methyl Stearate)",2020-12-19,3.35451949018014,0.938773803739068,55.06044338,0.71829972,2161,2161.481481,"Acid"
"562","FAME16 (Methyl Palmitate)",2020-12-19,2.5666540997813,0.968516532499168,49.69165179,0.728276105,1957,1957.04698,"Acid"
"563","DEET",2020-12-19,0.0319712675927334,0.994466266768148,38.99214515,1.785772915,1600,1600,"Amide"
"564","C9 Diacid (azelaic acid)",2020-12-19,0.999277174864955,0.958776997283049,45.88399818,0.947756575,1822,1822.818792,"Acid"
"565","C8 acid",2020-12-19,7.61832981861895,0.732103864621595,27.34072511,0.71829972,1293,1293.392792,"Acid"
"566","C28 acid",2020-12-19,1.88112529399332,0.93875011536247,77.9825181,0.73825249,3291,3291.954023,"Acid"
"567","C26 acid",2020-12-19,2.37129685164455,0.944465737246539,74.47947678,0.71829972,3088,3088.172043,"Acid"
"568","C24 acid",2020-12-19,2.68274801334932,0.946614066540704,70.78605278,0.69834695,2886,2886.868687,"Acid"
"569","C22 acid",2020-12-19,3.95220049013357,0.951157718816236,66.82609303,0.688370565,2684,2684.90566,"Acid"
"570","C17 acid",2020-12-19,11.6793388108927,0.95617834019112,55.47928528,0.668417795,2177,2177.777778,"Acid"
"571","C16 Acid",2020-12-19,1.72948811663234,0.945609230368823,52.92815736,0.688370565,2078,2078.518519,"Acid"
"572","C14 Diacid",2020-12-19,2.83713553753597,0.918754560742923,58.83002045,0.887898265,2317,2317.741935,"Acid"
"573","C13 acid",2020-12-19,2.61554725965271,0.96395760991261,44.51324288,0.688370565,1776,1776.829268,"Acid"
"574","C12 diacid",2020-12-19,2.19189355121935,0.937672157941687,53.99430037,0.907851035,2120,2120,"Acid"
"575","C10 diacid (sebacic acid)",2020-12-19,1.44717772816854,0.97448438544242,48.70166185,0.93778019,1922,1922.147651,"Acid"
"576","C35",2020-12-19,1.44512298994764,0.964619435968094,82.6278555,0.71829972,3564,3564.835165,"Alkane"
"577","C33",2020-12-19,2.0807779594889,0.970647516153373,79.16289072,0.63848864,3363,3363.218391,"Alkane"
"578","C32",2020-12-19,2.31976789206543,0.967977365781151,77.44944659,0.628512255,3259,3259.770115,"Alkane"
"579","C31",2020-12-19,2.79490679315802,0.974192377508233,75.73600247,0.61853587,3159,3159.139785,"Alkane"
"580","C30",2020-12-19,3.48523671285499,0.971071705674481,73.94640527,0.5985831,3058,3058.064516,"Alkane"
"581","C29",2020-12-19,4.14682724086728,0.958641001470357,72.08065501,0.588606715,2955,2955.555556,"Alkane"
"582","C28",2020-12-19,4.4326841920428,0.963994352430007,70.13875167,0.57863033,2852,2852.525253,"Alkane"
"583","C27",2020-12-19,6.42863369125769,0.964344845705697,68.15877179,0.568653945,2750,2750.943396,"Alkane"
"584","C26",2020-12-19,10.3170984237562,0.980163748684516,66.10263884,0.568653945,2649,2649.056604,"Alkane"
"585","C25",2020-12-19,11.7942819720515,0.964913758138694,63.93227628,0.55867756,2545,2545.614035,"Alkane"
"586","C24",2020-12-19,12.4826352345344,0.94225943112136,61.72383719,0.548701175,2443,2443.859649,"Alkane"
"587","C23",2020-12-19,11.9064103869494,0.952891081528884,59.40116849,0.548701175,2341,2341.935484,"Alkane"
"588","C22",2020-12-19,10.7621367314639,0.948297796734116,56.96427018,0.53872479,2238,2238.709677,"Alkane"
"589","C21",2020-12-19,11.4310504663454,0.963743414253895,54.4512188,0.51877202,2137,2137.777778,"Alkane"
"590","C20",2020-12-19,13.7665628643184,0.981339636354344,51.78586128,0.51877202,2034,2034.074074,"Alkane"
"591","C19",2020-12-19,11.589835356669,0.98065171225559,49.04435068,0.508795635,1934,1934.228188,"Alkane"
"592","C18",2020-12-19,10.5449588442884,0.900059260139096,46.1124574,0.49881925,1830,1830.872483,"Alkane"
"593","C17",2020-12-19,49.0511227030393,0.995794619576825,43.06633451,0.488842865,1730,1730.487805,"Alkane"
"594","C16",2020-12-19,108.989102638006,0.999265299188389,39.82982895,0.488842865,1626,1626.829268,"Alkane"
"595","9H-Florenone",2020-12-19,0.0928633705647424,0.863786849173455,44.55131942,1.386717515,1778,1778.04878,"Ketone"
"596","4-nitrocatechol",2020-12-19,0.0937171614083862,0.918136916589783,44.28478367,1.566292445,1769,1769.512195,"Cat"
"597","4-hydroxybenzoic acid",2020-12-19,5.76217973229168,0.994107228055832,40.59135967,0.887898265,1651,1651.219512,"Acid"
"598","4, 4 dimethoxy-benzophenone",2020-12-19,0.448118138790965,0.925985889143452,58.25887241,1.446575825,2293,2293.548387,"Ketone"
"599","3-5-dimethoxyphenol",2020-12-19,4.31214991023724,0.943056428081162,36.4029407,0.87792188,1525,1525.68306,"Alcohol"
"600","16-OH C16 Acid, TMS",2020-12-19,6.5466766666773,0.936384944099106,61.4192249,0.688370565,2429,2429.824561,"Acid"
"601","12-OH C18 Acid, TMS",2020-12-19,7.46340690349208,0.975221140374147,62.29498523,0.69834695,2470,2470.175439,"Acid"
