BlobID,Compound Name,Description,Group Name,Constellation Name,Inclusion,LRI I,Library RI,Library ID,Library Name,Library NIST ID,Library Match Factor,Library Reverse Match Factor,Library Probability,Review Status,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Quantifier(1),Quantifier(2),Quantifier Response(1),Quantifier Response(2),Volume Ratio
461,"cis-Vaccenic Acid, TMS",,,,true,2258.0645161290327,2259.0,1,amze_final_1204_2010,0,955,955,97.66999816894531,,13,57.48150084834797,0.681845612886505,816.6985418591648,10068.172846144686,,,0.0,0.0,0.19274614869391746
1171,"cis-Vaccenic Acid, TMS",,,,true,2258.0645161290327,2259.0,1,amze_final_1204_2010,0,785,792,97.02999877929688,,13,57.48150084834797,1.36369122577301,5.525788965518586,133.52303959257097,,,0.0,0.0,0.002556178964808732
695,citronellol,,,,true,1330.3030303030305,1329.0,2,amze_final_1204_2010,0,952,952,98.62999725341797,,3948,29.429403043865104,0.5314384923968348,136.65281350072473,1823.14234774244,,,0.0,0.0,1522.7891775477126
3962,cycloisolongifolene,,,,true,1347.4747474747473,1348.0,3,amze_final_1204_2010,0,914,914,98.5199966430664,,3948,30.07999739949431,0.651764188788571,105.95975938206539,1152.8335953409996,,,0.0,0.0,962.9102876539075
685,deoxycholic Acid,,,,true,3347.1264367816093,3347.0,4,amze_final_1204_2010,0,936,936,92.25,,65,78.98938484032527,0.9626055711338896,157.54846666310914,4691.011041526813,,,0.0,0.0,0.3372729254935983
864,deoxycholic Acid,,,,true,3344.8275862068967,3347.0,4,amze_final_1204_2010,0,831,832,83.77999877929688,,65,78.95111458411179,1.7346954563141967,11.9665666932342,143.1003055855099,,,0.0,0.0,0.010288583479467591
895,deoxycholic Acid,,,,true,3344.8275862068967,3347.0,4,amze_final_1204_2010,0,809,811,84.58999633789062,,65,78.95111458411179,1.834966869973977,10.627051247811323,119.3192967034679,,,0.0,0.0,0.008578783531048581
944,deoxycholic Acid,,,,true,3344.8275862068967,3347.0,4,amze_final_1204_2010,0,784,786,80.11000061035156,,65,78.95111458411179,1.975346849097669,9.12380702572409,146.64357435230684,,,0.0,0.0,0.010543336370093647
1040,deoxycholic Acid,,,,true,3344.8275862068967,3347.0,4,amze_final_1204_2010,0,771,775,84.48999786376953,,65,78.95111458411179,2.2260253832471193,6.9398302673362195,119.76704061779037,,,0.0,0.0,0.008610975290675383
699,dibenz(ah)anthracene,,,,true,3278.1609195402298,3280.0,5,amze_final_1204_2010,0,917,920,93.44999694824219,,53,77.8412771539208,1.5140983462626805,112.47304108273238,2201.525896219432,,,0.0,0.0,0.17501557011258426
649,"dimethyl Glutaric Acid, TMS",,,,true,1457.1428571428573,1456.0,6,amze_final_1204_2010,0,947,947,98.87999725341797,,1871,34.06010404569652,0.9024427229380214,508.85546431085095,4865.741539164446,,,0.0,0.0,129.8654714396687
32,dodecyl benzene,,,,true,1921.621621621622,1920.0,7,amze_final_1204_2010,0,962,962,97.62000274658203,,6,48.71761217546042,0.621682764690637,1917.093247928191,24464.682939476716,,,0.0,0.0,0.4805112941061794
33,"eicosanol, TMS",,,,true,2390.3225806451615,2390.0,8,amze_final_1204_2010,0,947,947,98.5,,17,60.61966185785355,0.5514927751287909,1904.2373029021546,29249.332016461856,,,0.0,0.0,0.45783039702287587
848,"eicosanol, TMS",,,,true,2390.3225806451615,2390.0,8,amze_final_1204_2010,0,817,845,98.4800033569336,,17,60.61966185785355,1.6344240426544165,12.91173202500795,268.72561437258133,,,0.0,0.0,0.0042062757073963964
917,"eicosanol, TMS",,,,true,2390.3225806451615,2390.0,8,amze_final_1204_2010,0,795,828,97.5,,17,60.61966185785355,1.8048854458760428,9.921758964823312,112.1161490422997,,,0.0,0.0,0.0017549180610286342
967,"eicosanol, TMS",,,,true,2390.3225806451615,2390.0,8,amze_final_1204_2010,0,773,811,97.81999969482422,,17,60.61966185785355,1.875075435437889,8.738214975921437,191.75151586167354,,,0.0,0.0,0.003001424873131436
1079,"eicosanol, TMS",,,,true,2390.3225806451615,2390.0,8,amze_final_1204_2010,0,726,773,98.20999908447266,,17,60.61966185785355,2.065591121391471,6.471842000290053,130.73054141460736,,,0.0,0.0,0.002046283164524222
691,ergosterol,,,,true,3296.551724137931,3296.0,9,amze_final_1204_2010,0,926,926,81.95999908447266,,53,78.14743920362865,0.8322527333761753,147.44581622304395,2965.0222431660536,,,0.0,0.0,0.23571153951689772
1471,ergosterol,,,,true,3296.551724137931,3296.0,9,amze_final_1204_2010,0,768,776,77.51000213623047,,65,78.14743920362865,1.1330669743555157,3.7131725745421136,210.91277661408373,,,0.0,0.0,0.015164144480345754
1521,ergosterol,,,,true,3298.8505747126437,3296.0,9,amze_final_1204_2010,0,745,754,84.73999786376953,,65,78.18570945984214,1.373718367138988,3.494908546213992,123.5044928909056,,,0.0,0.0,0.008879689529650184
3960,farnesol,,,,true,1831.081081081081,1832.0,10,amze_final_1204_2010,0,869,869,40.5099983215332,,46,46.153505009157065,0.5214113510308568,1532.3856302332133,14522.7541191639,,,0.0,0.0,0.8076754643751218
686,galactosan,,,,true,1684.6625766871168,1684.0,11,amze_final_1204_2010,0,948,948,98.97000122070312,,659,41.67588503217959,0.8523070161081313,155.41726487502456,1805.1710525198362,,,0.0,0.0,0.5251985079714581
634,gamma dodecalactone,,,,true,1707.9754601226996,1709.0,12,amze_final_1204_2010,0,953,953,68.95999908447266,,46,42.40301990023576,1.9252111422677791,692.6893842769787,13703.567795746338,,,0.0,0.0,0.7621168403877511
