BlobID,Description,Compound Name,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Library RI,Characteristic Ions,Characteristic Ions Response,LRI I
766,,"blob554_g48_1,3,6-Octatriene, (Z,E)-",,false,0,16.833409313333576,1.0199998776000148,948.0,20027.0,caice_voc_g48,418,C8H12,293,108,878.0,,,870.0
699,,"blob123_g48_Cyclopentene, 1-ethenyl-3-methylene-",,false,0,19.33340901333361,0.7799999064000113,1354.0,20165.0,caice_voc_g48,699,C8H10,49,106,922.0,,,921.8181818181818
695,,"blob765_g48_Decane, 2-methyl-",,false,0,37.50007350000054,0.9399998872000136,1400.0,20189.0,caice_voc_g48,403,C11H24,282,156,,,,1810.0112365689956
780,,"blob539_g48_4,6-di-tert-Butyl-m-cresol",,false,0,43.50007278000063,4.899999412000071,874.0,20283.0,caice_voc_g48,634,C15H24O,173,220,1570.0,,,1570.2702702702704
730,,"blob395_g48_1b,5,5,6a-Tetramethyl-octahydro-1-oxa-cyclopropa[a]inden-6-one",,false,0,51.1667385266674,1.3999998320000202,1236.0,20320.0,caice_voc_g48,445,C13H20O2,212,208,1508.0,,,
738,,"blob705_g48_Pentanoic acid, 10-undecenyl ester",,false,0,46.250072450000665,1.4399998272000207,1076.0,20327.0,caice_voc_g48,750,C16H30O2,363,254,1663.0,,,1664.7058823529414
683,,"blob392_g48_Z,Z-2,5-Pentadecadien-1-ol",,false,0,49.416738736667384,1.6399998032000236,1652.0,20375.0,caice_voc_g48,677,C15H28O,182,224,1779.0,,,1776.4705882352944
791,,blob378_g48_Dodecanal,,false,0,52.66673834666743,1.3399998392000194,846.0,20464.0,caice_voc_g48,637,C12H24O,163,184,,,,
726,,"blob641_g48_1,2,3,6-Tetrahydrobenzylalcohol, methyl ether",,false,0,26.66674146666705,1.8799997744000272,1227.0,20529.0,caice_voc_g48,559,C8H14O,334,126,1090.0,,,1090.0
800,,"blob301_g48_Cyclotrisiloxane, hexamethyl-",,false,0,15.000076200000217,3.3599995968000482,701.0,20751.0,caice_voc_g48,762,C6H18O3Si3,120,222,,,,833.3333333333334
