BlobID,Description,Compound Name,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Library RI,Characteristic Ions,Characteristic Ions Response,LRI I
1367,,blob378_g48_Dodecanal,,false,0,42.5000745000017,2.079999584000083,1207.0,25241.0,caice_voc_g48,656,C12H24O,163,184,,,,1537.837837837838
1370,,"blob717_g48_Oxalic acid, dipropyl ester",,false,0,15.08341331666727,2.1199995760000845,1187.0,25743.0,caice_voc_g48,628,C8H14O4,273,174,837.0,,,835.0
797,,blob229_g48_1-Iodo-2-methylundecane,,false,0,18.916745883334087,0.6599998680000264,5597.0,25799.0,caice_voc_g48,682,C12H25I,138,296,,,,912.7272727272727
926,,"blob500_g48_Tetradecane, 1-fluoro-",,false,0,30.08341031666787,1.7599996480000704,3702.0,25930.0,caice_voc_g48,570,C14H29F,246,216,,,,1176.595744680851
1183,,"blob500_g48_Tetradecane, 1-fluoro-",,false,0,42.75007445000171,1.6199996760000648,1988.0,26085.0,caice_voc_g48,602,C14H29F,246,216,,,,1545.945945945946
1097,,"blob398_g48_Butane, 1-isocyano-",,false,0,19.833412366667456,2.279999544000091,2502.0,26099.0,caice_voc_g48,508,C5H9N,175,83,920.0,,,932.7272727272727
1171,,"blob447_g48_Heptane, 2,3,6-trimethyl-",,false,0,18.250079350000725,1.1199997760000446,2021.0,26175.0,caice_voc_g48,753,C10H22,354,142,916.0,,,898.3333333333333
1398,,"blob440_g48_2-Propanone, 1-hydroxy-",,false,0,11.41674738333379,3.859999228000154,1041.0,26373.0,caice_voc_g48,742,C3H6O2,100,74,,,,
1352,,blob229_g48_1-Iodo-2-methylundecane,,false,0,38.41674198333487,1.699999660000068,1380.0,26432.0,caice_voc_g48,656,C12H25I,138,296,,,,1618.1997184972242
1331,,"blob500_g48_Tetradecane, 1-fluoro-",,false,0,46.91674028333521,3.3199993360001328,1483.0,26522.0,caice_voc_g48,662,C14H29F,246,216,,,,1685.7142857142858
1095,,blob604_g48_Cyclobutylamine,,false,0,15.75007985000063,3.4999993000001397,2563.0,26647.0,caice_voc_g48,850,C4H9N,380,71,850.0,,,848.3333333333333
1107,,"blob450_g48_1,3-Dioxolane, 4-methyl-2-pentyl-",,false,0,14.41674678333391,2.1199995760000845,2414.0,26671.0,caice_voc_g48,862,C9H18O2,260,158,812.0,,,821.6666666666665
1341,,blob378_g48_Dodecanal,,false,0,20.833412166667497,1.079999784000043,1353.0,26801.0,caice_voc_g48,629,C12H24O,163,184,,,,954.5454545454545
1300,,"blob513_g48_Oxalic acid, allyl undecyl ester",,false,0,44.50007410000178,4.4999991000001796,1610.0,26821.0,caice_voc_g48,533,C16H28O4,199,284,,,,1602.8571428571431
1084,,"blob290_g48_Cyclobutanol, 2-ethyl-",,false,0,15.66674653333396,2.7399994520001094,2524.0,26864.0,caice_voc_g48,773,C6H12O,106,100,848.0,,,846.6666666666666
