BlobID,Description,Compound Name,LRI I,Library RI,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Characteristic Ions,Characteristic Ions Response
713,,blob419_g48_1-Iodo-2-methylundecane,,1671.0,,false,0,51.75003027250088,1.9699997439000334,5442.0,170477.0,caice_voc_g48,681,C12H25I,292,296,,
483,,"blob326_g48_Dodecane, 2-methyl-",1265.909090909091,1266.0,,false,0,33.33336600000057,0.8599998882000146,8756.0,170454.0,caice_voc_g48,882,C13H28,188,184,,
751,,blob334_g48_Benzyl 2-chloroethyl sulfone,1070.0,1070.0,,false,0,25.750033652500438,1.1599998492000196,5012.0,170351.0,caice_voc_g48,838,C9H11ClO2S,154,218,,
566,,blob318_g48_1-Hexadecanol,,,,false,0,52.08336356250088,1.3999998180000237,7440.0,169472.0,caice_voc_g48,780,C16H34O,172,242,,
587,,"blob465_g48_Oxalic acid, allyl hexadecyl ester",1733.3333333333335,1733.0,,false,0,48.16669740500082,1.1799998466000199,6928.0,169282.0,caice_voc_g48,778,C21H38O4,269,354,,
686,,"blob256_g48_Decane, 2,5,9-trimethyl-",1591.891891891892,1485.0,,false,0,44.083364602500744,0.9799998726000166,5771.0,167486.0,caice_voc_g48,807,C13H28,218,184,,
944,,"blob500_g48_Tetradecane, 1-fluoro-",,,,false,0,51.833363595000876,2.3699996919000403,3862.0,167138.0,caice_voc_g48,683,C14H29F,246,216,,
522,,blob316_g48_n-Nonylcyclohexane,1562.1621621621623,1562.0,,false,0,43.16669805500073,1.2599998362000213,7937.0,166957.0,caice_voc_g48,838,C15H30,187,210,,
1021,,blob621_g48_1-Methyl-2-phenylcyclopropane,1123.404255319149,1126.0,,false,0,27.916700037500473,3.199999584000054,3400.0,164848.0,caice_voc_g48,738,C10H12,288,132,,
848,,"blob464_g48_Oxalic acid, butyl cyclohexylmethyl ester",,,,false,0,50.25003046750085,1.4799998076000251,4345.0,164473.0,caice_voc_g48,667,C13H22O4,225,242,,
406,,"blob368_g48_Cyclopentane, 1,1'-(1,4-butandiyl)bis-",1814.8103473055235,1456.0,,false,0,39.83336515500068,1.3799998206000235,11819.0,163413.0,caice_voc_g48,830,C14H26,275,194,,
806,,"blob301_g48_Cyclotrisiloxane, hexamethyl-",832.2033898305085,,,false,0,14.916701727500252,1.0999998570000187,4647.0,162693.0,caice_voc_g48,877,C6H18O3Si3,120,222,,
369,,"blob176_g48_Sulfurous acid, 2-ethylhexyl isohexyl ester",1281.818181818182,1497.0,,false,0,33.916699257500575,0.7799998986000132,14840.0,162253.0,caice_voc_g48,845,C14H30O3S,128,278,,
601,,"blob563_g48_1,2,5-Oxadiazol-3-amine, 4-(phenylmethoxy)-",1772.727272727273,1773.0,,false,0,49.25003059750084,1.8699997569000317,6878.0,161765.0,caice_voc_g48,747,C9H9N3O2,270,191,,
643,,"blob310_g48_Decane, 2,5,9-trimethyl-",1814.8103473055235,1413.0,,false,0,39.83336515500068,1.0399998648000177,6245.0,161077.0,caice_voc_g48,761,C13H28,159,184,,
527,,"blob415_g48_2,4,4-Trimethyl-3-(3-methylbutyl)cyclohex-2-enone",1850.0143689609686,1423.0,,false,0,38.75003196250066,2.9699996139000504,7819.0,160278.0,caice_voc_g48,805,C14H24O,266,208,,
447,,"blob214_g48_Decane, 2,2,4-trimethyl-",1014.0,1014.0,,false,0,23.4167006225004,0.709999907700012,10047.0,159961.0,caice_voc_g48,883,C13H28,139,184,,
798,,blob474_g48_1-Octadecanesulphonyl chloride,,1709.0,,false,0,51.50003030500087,1.8799997556000319,4608.0,159802.0,caice_voc_g48,617,C18H37ClO2S,223,352,,
934,,"blob452_g48_Heptadecane, 4-propyl-",,,,false,0,51.91669691750088,1.2499998375000212,3902.0,159125.0,caice_voc_g48,693,C20H42,180,282,,
950,,"blob465_g48_Oxalic acid, allyl hexadecyl ester",,1733.0,,false,0,51.08336369250086,3.4499995515000585,3915.0,158754.0,caice_voc_g48,688,C21H38O4,269,354,,
908,,blob649_g48_Benzocycloheptatriene,1797.5656444752067,1383.0,,false,0,37.41669880250063,1.0999998570000187,4026.0,158127.0,caice_voc_g48,822,C11H10,358,142,,
402,,blob220_g48_1-Iodo-2-methylundecane,1665.7142857142856,1689.0,,false,0,46.25003098750078,0.999999870000017,12275.0,157698.0,caice_voc_g48,822,C12H25I,109,296,,
598,,blob220_g48_1-Iodo-2-methylundecane,1697.1428571428573,1689.0,,false,0,47.1666975350008,2.729999645100046,6660.0,157684.0,caice_voc_g48,784,C12H25I,109,296,,
825,,"blob347_g48_4-Nonene, 2-methyl-",1019.9999999999999,1020.0,,false,0,23.666700590000403,0.949999876500016,4487.0,157351.0,caice_voc_g48,867,C10H20,300,140,,
694,,"blob302_g48_Pentanal, 2,4-dimethyl-",1046.0,1250.0,,false,0,24.75003378250042,2.289999702300039,5487.0,156367.0,caice_voc_g48,821,C7H14O,207,114,,
595,,blob427_g48_8-Heptadecene,1751.5151515151515,1683.0,,false,0,48.66669734000082,1.2199998414000206,6844.0,156170.0,caice_voc_g48,789,C17H34,227,238,,
570,,"blob546_g48_2-Allylpent-4-enoic acid, benzyl ester",1754.5454545454545,1755.0,,false,0,48.750030662500826,1.8099997647000308,7095.0,155934.0,caice_voc_g48,743,C15H18O2,242,230,,
501,,blob220_g48_1-Iodo-2-methylundecane,1671.4285714285716,1689.0,,false,0,46.416697632500785,1.059999862200018,8394.0,155812.0,caice_voc_g48,795,C12H25I,109,296,,
1207,,"blob500_g48_Tetradecane, 1-fluoro-",1662.857142857143,,,false,0,46.16669766500078,2.729999645100046,2715.0,155355.0,caice_voc_g48,667,C14H29F,246,216,,
367,,"blob176_g48_Sulfurous acid, 2-ethylhexyl isohexyl ester",1543.2432432432433,1497.0,,false,0,42.58336479750072,0.879999885600015,15178.0,154995.0,caice_voc_g48,847,C14H30O3S,128,278,,
