BlobID,Compound Name,Description,Group Name,Constellation Name,Inclusion,LRI I,Library RI,Library ID,Library Name,Library NIST ID,Library Match Factor,Library Reverse Match Factor,Library Probability,Review Status,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Quantifier(1),Quantifier(2),Quantifier Response(1),Quantifier Response(2),Volume Ratio
747,"2,6-dimethoxybenzene-1,4-bis(trimethylsilyloxy)-",,in_lib,,true,1701.219512195122,,227994,mainlib,373929,665,775,33.9900016784668,,0,41.99821922141727,0.8163426949290216,32.14047774299979,601.8044870541353,,,0.0,0.0,0.0
563,"Bicine, 3TMS derivative",,in_lib,,true,1715.8536585365853,,218758,mainlib,366656,826,831,95.5199966430664,,0,42.454176482731285,0.6968779103052624,126.12811453314498,1291.3649805559908,,,0.0,0.0,0.0
967,"4-Hydroxybenzoic acid, 2TMS derivative",,in_lib,,true,1652.4390243902437,1635.0,215581,mainlib,352451,740,801,80.48999786376953,,0,40.47836168370389,0.8959858846781944,15.453885704278946,414.3149110895538,,,0.0,0.0,0.0
993,Epistephamiersine,,in_lib,,true,1907.3825503355702,,207093,mainlib,100469,578,701,14.199999809265137,,0,48.11564581071363,1.8815703578242082,13.516010092571378,590.854876253401,,,0.0,0.0,0.0
641,"Undecanoic acid, bromomethyldimethylsilyl ester",,in_lib,,true,1963.758389261745,,206687,mainlib,375602,570,588,8.069999694824219,,0,49.711496225312686,2.2300093129768395,54.90033955173567,1009.5123916238732,,,0.0,0.0,0.0
29,"trans-1,4-Cyclohexanedicarboxylic acid, mono-O-(tert-butyldimethylsilyl)",,in_lib,,true,1845.6375838926174,,200206,mainlib,385954,596,666,20.190000534057617,,0,46.367809642343246,2.2300093129768395,363.1303678858094,6901.100751450781,,,0.0,0.0,0.0
684,"Methyl α-Arabinofuranoside, 3TMS derivative",,in_lib,,true,1718.2926829268292,,194109,mainlib,25190,736,796,20.190000534057617,,0,42.530169359616956,0.8860304859595478,43.03267551207682,1178.4365076139816,,,0.0,0.0,0.0
511,4-Propylacridine,,in_lib,,true,2004.4444444444441,,188354,mainlib,147629,653,673,32.939998626708984,,0,50.851389378597716,0.5873685244001496,138.34406539984047,1296.8355962230617,,,0.0,0.0,0.0
564,4-Propylacridine,,in_lib,,true,1934.228187919463,,188354,mainlib,147629,625,661,11.5,,0,48.87557457957032,0.6471009167120293,127.13771372823976,2074.59917681403,,,0.0,0.0,0.0
718,4-Propylacridine,,in_lib,,true,1926.1744966442952,,188354,mainlib,147629,685,748,42.56999969482422,,0,48.64759594891332,0.6570563154306759,37.178961723766406,543.2487217709242,,,0.0,0.0,0.0
