BlobID,Description,Compound Name,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Library RI,Characteristic Ions,Characteristic Ions Response,LRI I
169,,C8,,TRUE,0,13.33341587,0.639999834,31661,171248,-,-1,-,-1,-1,,,,800
89,,C9,,TRUE,0,18.33341457,0.679999823,82957,377072,-,-1,-,-1,-1,,,,900
27,,C10,,TRUE,0,22.91674671,0.739999808,200523,993456,-,-1,-,-1,-1,,,,1000
26,,C11,,TRUE,0,27.08341229,0.779999797,242642,1626896,-,-1,-,-1,-1,,,,1100
4,,C12,,TRUE,0,31.00007794,0.839999782,1289843,1.08E+07,-,-1,-,-1,-1,,,,1200
28,,C13,,TRUE,0,34.66674365,0.879999771,191020,826605,-,-1,-,-1,-1,,,,1300
1,,C14,,TRUE,0,38.08340943,0.939999756,1629469,1.97E+07,-,-1,-,-1,-1,,,,1400
13,,C15,,TRUE,0,41.33340859,0.979999745,741184,5209237,-,-1,-,-1,-1,,,,1500
10,,C16,,TRUE,0,44.41674112,1.019999735,941798,5891956,-,-1,-,-1,-1,,,,1600
22,,C17,,TRUE,0,47.33340703,1.059999724,285345,2070791,-,-1,-,-1,-1,,,,1700
171,,C18,,TRUE,0,50.08340631,1.099999714,30592,265110,-,-1,-,-1,-1,,,,1800
834,benzothiazole,benzothiazole,,TRUE,0,34.83341028,0.819999787,12138,472686,-,-1,C7H5NS,-1,135,,"([],[135],[NaN],[NaN]),,2","([0.0],[212310.0],[0.0],[false])",1304.878049
119,,"blob119_g48_Tridecane, 3-methylene-",,FALSE,0,37.8334095,1.059999724,66241,321102,caice_voc_g48,999,C14H28,76,196,1393,,,1392.682927
11,,"blob11_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,14.75008217,0.659999828,847991,2.42E+07,caice_voc_g48,999,C6H18O3Si3,17,222,828,,,828.3333333
123,,"blob123_g48_Cyclopentene, 1-ethenyl-3-methylene-",,FALSE,0,19.33341431,2.719999293,57647,650996,caice_voc_g48,999,C8H10,49,106,922,,,921.8181818
124,,"blob124_g48_2-Dodecene, (Z)-",,FALSE,0,31.33341119,0.979999745,67805,273472,caice_voc_g48,999,C12H24,90,168,1209,,,1209.090909
129,,"blob129_g48_3,5-Dimethyldodecane",,FALSE,0,36.08340995,0.859999776,67430,356753,caice_voc_g48,999,C14H30,72,198,1341,,,1341.463415
12,,"blob12_g48_Tridecane, 3-methyl-",,FALSE,0,37.166743,0.899999766,852937,5519443,caice_voc_g48,999,C14H30,26,198,1373,,,1373.170732
131,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,47.25007372,1.199999688,58455,482962,caice_voc_g48,999,C20H40,58,280,1697,,,1697.142857
132,,"blob132_g48_2-Tetradecene, (E)-",,FALSE,0,38.83340924,1.099999714,60493,265644,caice_voc_g48,999,C14H28,92,196,1423,,,1423.076923
133,,"blob133_g48_Sulfurous acid, hexyl tetradecyl ester",,FALSE,0,48.75007333,1.03999973,57746,442167,caice_voc_g48,999,C20H42O3S,63,362,1752,,,1751.515152
134,,"blob134_g48_Heptane, 5-ethyl-2,2,3-trimethyl-",,FALSE,0,25.41674606,0.719999813,58006,486153,caice_voc_g48,999,C12H26,57,170,1060,,,1060
137,,"blob137_g48_ethanone, 2,2-dichloro-2-fluoro-1-phenyl-",,FALSE,0,24.16674638,2.99999922,48627,1066336,caice_voc_g48,999,C8H5Cl2FO,40,206,1030,,,1030
138,,"blob138_g48_2,4(1H,3H)-Pyrimidinedione, 3,6-dimethyl-",,FALSE,0,34.50007703,4.119998929,48530,1612821,caice_voc_g48,999,C6H8N2O2,35,140,1295,,,1295.454545
499,,"blob138_g48_2,4(1H,3H)-Pyrimidinedione, 3,6-dimethyl-",,FALSE,0,34.50007703,4.95999871,3180,54052,caice_voc_g48,814,C6H8N2O2,35,140,1295,,,1295.454545
721,,"blob138_g48_2,4(1H,3H)-Pyrimidinedione, 3,6-dimethyl-",,FALSE,0,34.58341034,1.219999683,1398,27359,caice_voc_g48,638,C6H8N2O2,35,140,1295,,,1297.727273
139,,blob139_g48_Acetophenone_CAICE_vocstand_incomplete,,FALSE,0,28.83341184,2.279999407,47066,883728,caice_voc_g48,999,-,3,0,1145,,,1144.680851
140,,"blob140_g48_1-Nonadecanamine, N,N-dimethyl-",,FALSE,0,47.75007359,1.279999667,52081,481442,caice_voc_g48,999,C21H45N,59,311,1715,,,1715.151515
142,,"blob142_g48_Octane, 2,3,6,7-tetramethyl-",,FALSE,0,24.58341294,0.699999818,51723,414370,caice_voc_g48,999,C12H26,67,170,1040,,,1040
143,,"blob143_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,41.83340846,0.919999761,51485,566331,caice_voc_g48,999,C19H40,51,268,1516,,,1516.216216
144,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,48.5834067,1.03999973,49042,446356,caice_voc_g48,999,C19H40,62,268,1745,,,1745.454545
145,,"blob145_g48_2-Mercapto-4,6-dimethylnicotinonitrile, TBDMS derivative",,FALSE,0,17.50008145,0.479999875,54462,229313,caice_voc_g48,999,C14H22N2SSi,98,278,883,,,883.3333333
