BlobID,Description,Compound Name,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Library RI,Characteristic Ions,Characteristic Ions Response,LRI I
1,,C14,,TRUE,0,38.08336805,0.919999752,506896,1.58E+07,-,-1,-,-1,-1,,,,1400
2,,blob154_g48_Geranylacetone_CAICE_vocstand_incomplete,,FALSE,0,52.83336407,3.36999909,486756,5.05E+07,caice_voc_g48,813,-,5,0,,,,
3,,"blob3_g48_Cyclopentasiloxane, decamethyl-",,FALSE,0,29.00003717,0.47999987,462118,1.26E+07,caice_voc_g48,780,C10H30O5Si5,18,370,1149,,,1148.93617
4,,"blob6_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.66670555,0.489999868,471093,1.07E+07,caice_voc_g48,835,C8H24O4Si4,21,296,985,,,994.3396226
5,,"blob165_g48_2-Propenoic acid, tridecyl ester",,FALSE,0,48.16669866,2.169999414,424941,2.72E+07,caice_voc_g48,829,C16H30O2,71,254,1733,,,1733.333333
6,,C12,,TRUE,0,31.00003663,0.809999781,421067,8238940,-,-1,-,-1,-1,,,,1200
7,,"blob283_g48_Cyclopropane, 1-heptyl-2-methyl-",,FALSE,0,42.25003359,3.749998988,415833,2.75E+07,caice_voc_g48,806,C11H22,135,154,1532,,,1532.432432
8,,"blob6_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.66670555,0.549999852,409023,4910746,caice_voc_g48,933,C8H24O4Si4,21,296,985,,,994.3396226
9,,C16,,TRUE,0,44.33336636,0.979999735,365806,7219565,-,-1,-,-1,-1,,,,1600
10,,blob190_g48_trans-2-Undecen-1-ol,,FALSE,0,40.08336751,2.159999417,362721,1.55E+07,caice_voc_g48,817,C11H22O,110,170,1773,,,1759.255287
11,,"blob81_g48_Cyclopentane, nonyl-",,FALSE,0,38.16670136,1.019999725,341967,6546736,caice_voc_g48,783,C14H28,60,196,1459,,,1454.547506
12,,"blob8_g48_Furan, 2-[(2-ethoxy-3,4-dimethyl-2-cyclohexen-1-ylidene)methyl]-",,FALSE,0,47.08336562,3.439999071,337146,1.38E+07,caice_voc_g48,922,C15H20O2,20,232,1694,,,1694.285714
13,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,47.16669893,1.169999684,322126,8350637,caice_voc_g48,844,C20H40,58,280,1697,,,1697.142857
14,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,37.08336832,0.859999768,318914,6888174,caice_voc_g48,739,C19H40,62,268,1745,,,1739.028854
15,,blob318_g48_1-Hexadecanol,,FALSE,0,38.00003474,1.049999717,312038,7331094,caice_voc_g48,758,C16H34O,172,242,,,,1899.791647
16,,"blob11_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,15.25004088,0.599999838,304830,1.32E+07,caice_voc_g48,944,C6H18O3Si3,17,222,828,,,826.4150943
17,,blob32_g48_Cetene,,FALSE,0,44.25003305,1.129999695,304854,7054225,caice_voc_g48,894,C16H32,41,224,1597,,,1597.297297
18,,"blob513_g48_Oxalic acid, allyl undecyl ester",,FALSE,0,55.50003002,2.73999926,302071,3.53E+07,caice_voc_g48,634,C16H28O4,199,284,,,,
19,,blob16_g48_1-Dodecene,,FALSE,0,30.83337001,0.939999746,305989,7737646,caice_voc_g48,929,C12H24,29,168,1198,,,1195.744681
20,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,36.50003515,0.839999773,305781,7577035,caice_voc_g48,723,C21H44,208,296,,,,1636.588788
21,,"blob15_g48_Pentadecane, 5-methyl-",,FALSE,0,42.91670008,0.929999749,274147,5302856,caice_voc_g48,948,C16H34,22,226,1554,,,1554.054054
22,,blob5_g48_2-Decen-1-ol,,FALSE,0,29.2500371,2.14999942,263858,6254736,caice_voc_g48,969,C10H20O,19,156,1157,,,1155.319149
23,,"blob428_g48_Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",,FALSE,0,35.33336879,0.489999868,265485,4089910,caice_voc_g48,480,C14H44O6Si7,280,504,,,,1431.708656
24,,"blob18_g48_Hexadecen-1-ol, trans-9-",,FALSE,0,44.66669961,1.1099997,243789,6452074,caice_voc_g48,941,C16H32O,27,240,1609,,,1611.428571
25,,C17,,TRUE,0,47.25003224,1.019999725,242095,5482263,-,-1,-,-1,-1,,,,1700
26,,"blob513_g48_Oxalic acid, allyl undecyl ester",,FALSE,0,44.50003299,1.489999598,237340,6714553,caice_voc_g48,753,C16H28O4,199,284,,,,1605.714286
27,,C15,,TRUE,0,41.25003386,0.929999749,238315,5445980,-,-1,-,-1,-1,,,,1500
28,,"blob283_g48_Cyclopropane, 1-heptyl-2-methyl-",,FALSE,0,41.16670055,1.079999708,236461,5106092,caice_voc_g48,772,C11H22,135,154,1532,,,1518.518235
29,,blob221_g48_2-Decen-1-ol,,FALSE,0,52.25003089,2.319999374,229051,1.20E+07,caice_voc_g48,839,C10H20O,125,156,1464,,,
30,,blob190_g48_trans-2-Undecen-1-ol,,FALSE,0,49.2500317,2.179999411,225566,7467088,caice_voc_g48,840,C11H22O,110,170,1773,,,1772.727273
31,,C18,,TRUE,0,50.0000315,1.059999714,220369,5687153,-,-1,-,-1,-1,,,,1800
32,,"blob15_g48_Pentadecane, 5-methyl-",,FALSE,0,42.75003346,0.909999754,217576,3823869,caice_voc_g48,791,C16H34,22,226,1554,,,1548.648649
33,,"blob19_g48_Pentadecane, 3-methyl-",,FALSE,0,43.50003326,0.939999746,214316,5020942,caice_voc_g48,913,C16H34,30,226,1573,,,1572.972973
34,,"blob339_g48_Hexane, 1-chloro-5-methyl-",,FALSE,0,41.41670048,1.62999956,207867,4327424,caice_voc_g48,791,C7H15Cl,220,134,1505,,,1505.405405
35,,blob154_g48_Geranylacetone_CAICE_vocstand_incomplete,,FALSE,0,43.75003319,3.159999147,191379,8215732,caice_voc_g48,850,-,5,0,,,,1581.081081
36,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,51.58336441,2.689999274,180676,1.11E+07,caice_voc_g48,817,C20H40,58,280,1697,,,
37,,"blob29_g48_Phenol, 3,5-bis(1,1-dimethylethyl)-",,FALSE,0,44.66669961,3.619999023,176760,5262397,caice_voc_g48,896,C14H22O,31,206,1611,,,1611.428571
38,,"blob29_g48_Phenol, 3,5-bis(1,1-dimethylethyl)-",,FALSE,0,44.66669961,3.639999017,175187,6199310,caice_voc_g48,897,C14H22O,31,206,1611,,,1611.428571
39,,C13,,TRUE,0,34.583369,0.829999776,178802,2795824,-,-1,-,-1,-1,,,,1300
40,,"blob25_g48_Cycloheptasiloxane, tetradecamethyl-",,FALSE,0,41.00003393,0.509999862,177923,2448747,caice_voc_g48,635,C14H42O7Si7,38,518,1492,,,1555.554704
41,,blob154_g48_Geranylacetone_CAICE_vocstand_incomplete,,FALSE,0,49.75003157,3.069999171,171394,1.01E+07,caice_voc_g48,845,-,5,0,,,,1790.909091
42,,"blob85_g48_Cyclopropane, nonyl-",,FALSE,0,34.50003569,0.979999735,171854,2665329,caice_voc_g48,896,C12H24,69,168,1298,,,1297.674419
43,,C11,,TRUE,0,27.08337102,0.7399998,171668,2593743,-,-1,-,-1,-1,,,,1100
44,,blob88_g48_2-Ethyl-1-hexanol,,FALSE,0,26.58337116,4.36999882,158296,7757121,caice_voc_g48,888,C8H18O,39,130,1088,,,1088
45,,blob20_g48_1-Decene,,FALSE,0,22.75003886,0.839999773,156980,3361821,caice_voc_g48,931,C10H20,32,140,996,,,996.2264151
46,,"blob650_g48_Benzene, (1-methylundecyl)-",,FALSE,0,51.08336454,2.029999452,156989,4585927,caice_voc_g48,718,C18H30,263,246,,,,
