BlobID,Description,Compound Name,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Library RI,Characteristic Ions,Characteristic Ions Response,LRI I
1,,C14,,TRUE,0,38.08340676,0.939999887,1580997,1.66E+07,-,-1,-,-1,-1,,,,1400
2,,"blob3_g48_Cyclopentasiloxane, decamethyl-",,FALSE,0,29.00007452,0.539999935,1425514,1.36E+07,caice_voc_g48,968,C10H30O5Si5,18,370,1149,,,1148.93617
3,,"blob2_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.58340862,0.519999938,1356940,1.96E+07,caice_voc_g48,874,C8H24O4Si4,16,296,993,,,992.7272727
4,,C12,,TRUE,0,31.00007428,0.839999899,1150119,8629169,-,-1,-,-1,-1,,,,1200
5,,blob5_g48_2-Decen-1-ol,,FALSE,0,29.33340781,2.139999743,974774,1.35E+07,caice_voc_g48,977,C10H20O,19,156,1157,,,1157.446809
6,,blob16_g48_1-Dodecene,,FALSE,0,30.91674096,0.979999882,944101,7346475,caice_voc_g48,946,C12H24,29,168,1198,,,1197.87234
7,,"blob7_g48_Cyclohexasiloxane, dodecamethyl-",,FALSE,0,35.33340709,0.539999935,951598,5505244,caice_voc_g48,502,C12H36O6Si6,23,444,1320,,,1420.002644
8,,"blob11_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,14.75007623,0.659999921,827502,2.12E+07,caice_voc_g48,970,C6H18O3Si3,17,222,828,,,828.3333333
9,,C16,,TRUE,0,44.41673934,1.019999878,775228,4996976,-,-1,-,-1,-1,,,,1600
10,,"blob8_g48_Furan, 2-[(2-ethoxy-3,4-dimethyl-2-cyclohexen-1-ylidene)methyl]-",,FALSE,0,47.16673901,3.399999592,697525,8172556,caice_voc_g48,930,C15H20O2,20,232,1694,,,1697.058824
11,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,38.25007341,1.039999875,738391,4690569,caice_voc_g48,742,C12H24,86,168,,,,1509.099635
12,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,37.16674021,0.899999892,610317,3705336,caice_voc_g48,728,C19H40,62,268,1745,,,1750.009915
13,,blob318_g48_1-Hexadecanol,,FALSE,0,38.00007344,1.059999873,565909,3986547,caice_voc_g48,740,C16H34O,172,242,,,,1899.559748
14,,"blob6_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.16674201,0.539999935,553154,4044342,caice_voc_g48,932,C8H24O4Si4,21,296,985,,,983.6363636
15,,blob21_g48_1-Undecene,,FALSE,0,27.00007476,0.91999989,539327,3498824,caice_voc_g48,965,C11H22,34,154,1098,,,1098
16,,blob20_g48_1-Decene,,FALSE,0,22.75007527,0.879999894,503294,3485804,caice_voc_g48,954,C10H20,32,140,996,,,996.3636364
17,,blob567_g48_1-Iodo-2-methylundecane,,FALSE,0,36.58340694,0.859999897,469883,4318238,caice_voc_g48,723,C12H25I,232,296,,,,1645.007601
18,,"blob15_g48_Pentadecane, 5-methyl-",,FALSE,0,43.00007284,0.959999885,459259,4559336,caice_voc_g48,959,C16H34,22,226,1554,,,1554.054054
19,,"blob18_g48_Hexadecen-1-ol, trans-9-",,FALSE,0,44.66673931,1.139999863,441415,3920235,caice_voc_g48,952,C16H32O,27,240,1609,,,1608.823529
20,,C11,,TRUE,0,27.08340808,0.779999906,429430,2564133,-,-1,-,-1,-1,,,,1100
21,,C15,,TRUE,0,41.33340637,0.959999885,405364,2100483,-,-1,-,-1,-1,,,,1500
22,,C13,,TRUE,0,34.66674051,0.859999897,369293,1591293,-,-1,-,-1,-1,,,,1300
23,,"blob85_g48_Cyclopropane, nonyl-",,FALSE,0,34.58340718,1.019999878,341060,1762858,caice_voc_g48,923,C12H24,69,168,1298,,,1297.727273
24,,"blob80_g48_Octadecane, 2,6-dimethyl-",,FALSE,0,42.75007287,0.959999885,331514,1298396,caice_voc_g48,802,C20H42,45,282,1532,,,1545.945946
25,,C10,,TRUE,0,22.91674192,0.719999914,298013,1496440,-,-1,-,-1,-1,,,,1000
26,,"blob19_g48_Pentadecane, 3-methyl-",,FALSE,0,43.5834061,0.979999882,282870,2307518,caice_voc_g48,940,C16H34,30,226,1573,,,1572.972973
27,,blob24_g48_2-Decen-1-ol,,FALSE,0,33.16674069,2.139999743,242058,1671176,caice_voc_g48,951,C10H20O,36,156,1259,,,1259.090909
28,,blob32_g48_Cetene,,FALSE,0,44.33340601,1.139999863,197671,1077605,caice_voc_g48,939,C16H32,41,224,1597,,,1597.297297
29,,"blob366_g48_1-Pentadecanamine, N,N-dimethyl-",,FALSE,0,47.66673895,1.279999846,193253,1381504,caice_voc_g48,860,C17H37N,148,255,,,,1714.705882
30,,blob82_g48_cis-2-Nonene,,FALSE,0,18.08340916,0.839999899,194695,1598564,caice_voc_g48,957,C9H18,44,126,897,,,895
31,,"blob25_g48_Cycloheptasiloxane, tetradecamethyl-",,FALSE,0,41.0834064,0.559999933,194951,964317,caice_voc_g48,703,C14H42O7Si7,38,518,1492,,,1553.569745
32,,"blob124_g48_2-Dodecene, (Z)-",,FALSE,0,31.33340757,0.979999882,174320,841372,caice_voc_g48,907,C12H24,90,168,1209,,,1209.090909
33,,"blob77_g48_Tetrasiloxane, decamethyl-",,FALSE,0,25.58340826,0.49999994,196733,698658,caice_voc_g48,969,C10H30O3Si4,52,310,1064,,,1064
34,,"blob31_g48_2-Octen-1-ol, (E)-",,FALSE,0,25.16674165,2.159999741,151134,1464102,caice_voc_g48,949,C8H16O,37,128,1054,,,1054
35,,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,,FALSE,0,26.66674147,1.539999815,150751,1070154,caice_voc_g48,922,-,1,0,1090,,,1090
36,,blob318_g48_1-Hexadecanol,,FALSE,0,37.83340679,1.979999762,138929,1124012,caice_voc_g48,534,C16H34O,172,242,,,,1870.012559
86,MT,blob168_g48_Limonene_CAICE_vocstand_incomplete,,TRUE,0,24.75007503,1.559999813,106693,694361,caice_voc_g48,903,-,6,0,1044,,,1044
87,,"blob174_g48_1-Pentadecanamine, N,N-dimethyl-",,FALSE,0,41.75007299,1.199999856,110093,622950,caice_voc_g48,903,C17H37N,91,255,1516,,,1513.513514
88,,C9,,TRUE,0,18.33340913,0.679999918,115284,539980,-,-1,-,-1,-1,,,,900
89,,"blob124_g48_2-Dodecene, (Z)-",,FALSE,0,31.75007419,0.99999988,115142,472438,caice_voc_g48,926,C12H24,90,168,1209,,,1220.454545
90,,"blob93_g48_1,1,1,3,5,5,7,7,7-Nonamethyl-3-(trimethylsiloxy)tetrasiloxane",,FALSE,0,32.25007413,0.519999938,134825,418110,caice_voc_g48,944,C12H36O4Si5,79,384,1234,,,1234.090909
91,,"blob138_g48_2,4(1H,3H)-Pyrimidinedione, 3,6-dimethyl-",,FALSE,0,34.50007386,4.119999506,87109,2564225,caice_voc_g48,947,C6H8N2O2,35,140,1295,,,1295.454545
92,,"blob283_g48_Cyclopropane, 1-heptyl-2-methyl-",,FALSE,0,41.25007305,1.099999868,99928,550066,caice_voc_g48,826,C11H22,135,154,1532,,,1517.856582
93,,"blob153_g48_1,10-Dicyanodecane",,FALSE,0,29.66674111,3.459999585,86145,895215,caice_voc_g48,918,C12H20N2,68,192,1166,,,1165.957447
94,,"blob137_g48_ethanone, 2,2-dichloro-2-fluoro-1-phenyl-",,FALSE,0,24.16674177,2.99999964,76582,1535966,caice_voc_g48,952,C8H5Cl2FO,40,206,1030,,,1030
95,,C17,,TRUE,0,47.25007233,1.059999873,79764,707949,-,-1,-,-1,-1,,,,1700
96,,"blob80_g48_Octadecane, 2,6-dimethyl-",,FALSE,0,42.25007293,0.939999887,78201,535068,caice_voc_g48,854,C20H42,45,282,1532,,,1529.72973
97,,"blob36_g48_2,2,7,7-Tetramethyloctane",,FALSE,0,23.9167418,0.639999923,77464,398103,caice_voc_g48,937,C12H26,42,170,1024,,,1024
98,,"blob83_g48_Tetradecane, 4-ethyl-",,FALSE,0,42.5000729,0.939999887,73645,315341,caice_voc_g48,943,C16H34,47,226,1538,,,1537.837838
99,,"blob123_g48_Cyclopentene, 1-ethenyl-3-methylene-",,FALSE,0,19.33340901,2.699999676,62183,653344,caice_voc_g48,949,C8H10,49,106,922,,,921.8181818
101,,blob150_g48_1-Octene,,FALSE,0,13.16674309,0.779999906,66064,412433,caice_voc_g48,871,C8H16,84,112,,,,
107,,blob318_g48_1-Hexadecanol,,FALSE,0,40.0000732,1.139999863,67055,291007,caice_voc_g48,800,C16H34O,172,242,,,,1785.705308
124,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,47.25007233,1.199999856,62875,420933,caice_voc_g48,920,C20H40,58,280,1697,,,1700
126,,blob154_g48_Geranylacetone_CAICE_vocstand_incomplete,,FALSE,0,53.00007164,3.359999597,56915,1171289,caice_voc_g48,874,-,5,0,,,,
129,,"blob30_g48_Octane, 2,2,6-trimethyl-",,FALSE,0,21.16674213,0.639999923,62932,319321,caice_voc_g48,916,C11H24,43,156,962,,,961.8181818
133,,"blob259_g48_9-Octadecene, (E)-",,FALSE,0,37.83340679,1.039999875,59003,309028,caice_voc_g48,726,C18H36,247,252,,,,1870.012559
136,,"blob145_g48_2-Mercapto-4,6-dimethylnicotinonitrile, TBDMS derivative",,FALSE,0,17.5000759,0.479999942,65164,257982,caice_voc_g48,916,C14H22N2SSi,98,278,883,,,883.3333333
138,,blob84_g48_Styrene_CAICE_vocstand_incomplete,,FALSE,0,19.50007566,3.859999537,51234,1013664,caice_voc_g48,921,-,2,0,925,,,925.4545455
140,,"blob194_g48_1,4-Undecadiene, (E)-",,FALSE,0,28.66674123,1.239999851,53955,263752,caice_voc_g48,870,C11H20,145,152,1140,,,1140.425532
141,,blob139_g48_Acetophenone_CAICE_vocstand_incomplete,,FALSE,0,28.83340787,2.279999726,48342,879791,caice_voc_g48,949,-,3,0,1145,,,1144.680851
145,,"blob263_g48_1,10-Dicyanodecane",,FALSE,0,33.5834073,3.339999599,44680,543472,caice_voc_g48,901,C12H20N2,151,192,1270,,,1270.454545
148,,"blob133_g48_Sulfurous acid, hexyl tetradecyl ester",,FALSE,0,48.75007215,1.039999875,49779,327006,caice_voc_g48,899,C20H42O3S,63,362,1752,,,1752.941176
149,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,51.66673847,2.719999674,41618,707532,caice_voc_g48,809,C20H40,58,280,1697,,,
151,,blob190_g48_trans-2-Undecen-1-ol,,FALSE,0,40.16673985,2.139999743,41491,383642,caice_voc_g48,817,C11H22O,110,170,1773,,,1749.992145
153,,"blob165_g48_2-Propenoic acid, tridecyl ester",,FALSE,0,48.25007221,2.119999746,39950,360119,caice_voc_g48,921,C16H30O2,71,254,1733,,,1735.294118
154,,blob204_g48_1-Propenylaziridine,,FALSE,0,25.50007494,3.619999566,37293,437396,caice_voc_g48,882,C5H9N,112,83,1062,,,1062
156,,C8,,TRUE,0,13.33340973,0.639999923,41479,213046,-,-1,-,-1,-1,,,,800
158,,"blob29_g48_Phenol, 3,5-bis(1,1-dimethylethyl)-",,FALSE,0,44.75007263,3.379999594,34429,792684,caice_voc_g48,901,C14H22O,31,206,1611,,,1611.764706
159,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,48.5834055,1.039999875,38015,356288,caice_voc_g48,916,C19H40,62,268,1745,,,1747.058824
160,,blob334_g48_Benzyl 2-chloroethyl sulfone,,FALSE,0,25.83340823,0.979999882,34473,481674,caice_voc_g48,863,C9H11ClO2S,154,218,1070,,,1070
161,,"blob34_g48_Hexasiloxane, tetradecamethyl-",,FALSE,0,38.08340676,0.559999933,38416,172696,caice_voc_g48,875,C14H42O5Si6,48,458,1400,,,1400
162,,"blob259_g48_9-Octadecene, (E)-",,FALSE,0,38.83340667,1.07999987,35893,177432,caice_voc_g48,762,C18H36,247,252,,,,1890.94836
163,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,50.50007194,1.239999851,34316,242111,caice_voc_g48,908,C12H24,86,168,,,,
164,,"blob183_g48_Hexanal, 5-methyl-",,FALSE,0,20.58340886,2.239999731,30808,369746,caice_voc_g48,898,C7H14O,73,114,951,,,949.0909091
165,,blob88_g48_2-Ethyl-1-hexanol,,FALSE,0,26.58340814,4.299999484,29578,449870,caice_voc_g48,919,C8H18O,39,130,1088,,,1088
166,,"blob140_g48_1-Nonadecanamine, N,N-dimethyl-",,FALSE,0,53.75007155,1.519999818,32106,286273,caice_voc_g48,914,C21H45N,59,311,1715,,,
167,,"blob143_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,41.75007299,0.91999989,33450,348425,caice_voc_g48,855,C19H40,51,268,1516,,,1513.513514
168,,blob190_g48_trans-2-Undecen-1-ol,,FALSE,0,49.33340541,2.159999741,28970,277142,caice_voc_g48,881,C11H22O,110,170,1773,,,1773.529412
169,,"blob283_g48_Cyclopropane, 1-heptyl-2-methyl-",,FALSE,0,42.33340625,3.619999566,27329,462501,caice_voc_g48,889,C11H22,135,154,1532,,,1532.432432
170,,"blob216_g48_Dodecane, 2,7,10-trimethyl-",,FALSE,0,36.083407,0.859999897,31613,198345,caice_voc_g48,781,C15H32,211,212,1543,,,1555.005618
171,,"blob208_g48_Cyclobutene, 2-propenylidene-",,FALSE,0,12.91674312,2.619999686,25730,605542,caice_voc_g48,898,C7H8,77,92,,,,
172,,"blob370_g48_Z-1,6-Undecadiene",,FALSE,0,32.5000741,1.279999846,28191,130865,caice_voc_g48,930,C11H20,309,152,1241,,,1240.909091
173,,"blob134_g48_Heptane, 5-ethyl-2,2,3-trimethyl-",,FALSE,0,25.41674162,0.719999914,28434,254754,caice_voc_g48,921,C12H26,57,170,1060,,,1060
174,,blob304_g48_Methyl glyoxal,,FALSE,0,19.08340904,3.179999618,24479,417531,caice_voc_g48,870,C3H4O2,119,72,916,,,916.3636364
175,,"blob185_g48_1H-Tetrazole, 1-methyl-",,FALSE,0,15.91674276,4.259999489,24140,571707,caice_voc_g48,923,C2H4N4,64,84,852,,,851.6666667
177,,C18,,TRUE,0,50.08340532,1.07999987,25319,227112,-,-1,-,-1,-1,,,,1800
179,,"blob172_g48_1,4-Dioxin, 2,3-dihydro-5,6-dimethyl-",,FALSE,0,15.83340943,3.099999628,22556,373074,caice_voc_g48,920,C6H10O2,55,114,850,,,850
180,,"blob233_g48_Heptanenitrile, 7-oxo-",,FALSE,0,21.00007548,3.91999953,21716,319159,caice_voc_g48,934,C7H11NO,115,125,958,,,958.1818182
182,,"blob162_g48_Decane, 2,5,9-trimethyl-",,FALSE,0,25.66674159,0.699999916,23627,183191,caice_voc_g48,925,C13H28,75,184,1066,,,1066
183,,"blob161_g48_2,5-Cyclohexadien-1-one, 2,6-bis(1,1-dimethylethyl)-4-ethylidene-",,FALSE,0,47.33340565,2.839999659,20735,227511,caice_voc_g48,903,C16H24O,54,232,1700,,,1702.941176
184,,"blob166_g48_Decane, 2,5,9-trimethyl-",,FALSE,0,26.25007485,0.719999914,22422,211679,caice_voc_g48,924,C13H28,70,184,1080,,,1080
185,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,35.91674036,0.839999899,22832,91486,caice_voc_g48,832,C21H44,208,296,,,,1525.004957
187,,"blob179_g48_Decane, 2,5,9-trimethyl-",,FALSE,0,27.83340799,0.739999911,20850,377909,caice_voc_g48,879,C13H28,61,184,1117,,,1119.148936
188,,blob21_g48_1-Undecene,,FALSE,0,27.5000747,0.91999989,21977,313255,caice_voc_g48,825,C11H22,34,154,1098,,,1110.638298
189,,blob164_g48_1-Iodo-2-methylundecane,,FALSE,0,42.08340628,0.939999887,22738,94150,caice_voc_g48,905,C12H25I,124,296,1524,,,1524.324324
190,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,40.16673985,0.859999897,20735,201369,caice_voc_g48,837,C21H44,208,296,,,,1749.992145
191,,"blob207_g48_2-Undecanethiol, 2-methyl-",,FALSE,0,27.91674132,0.939999887,19999,114842,caice_voc_g48,823,C12H26S,80,202,1111,,,1121.276596
192,,"blob184_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.5000753,0.879999894,18588,130906,caice_voc_g48,798,C8H24O4Si4,83,296,991,,,990.9090909
193,,"blob198_g48_Undecane, 5-methyl-",,FALSE,0,29.33340781,0.779999906,20079,119680,caice_voc_g48,892,C12H26,142,170,1157,,,1157.446809
194,,blob173_g48_tert-Butyl glycidyl ether,,FALSE,0,24.75007503,0.819999902,19139,108962,caice_voc_g48,908,C7H14O2,108,130,1044,,,1044
