BlobID,Description,Compound Name,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Library RI,Characteristic Ions,Characteristic Ions Response,LRI I
162,,C8,,TRUE,0,13.33340947,0.63999991,29509,155936,-,-1,-,-1,-1,,,,800
80,,C9,,TRUE,0,18.33340877,0.679999905,100666,464264,-,-1,-,-1,-1,,,,900
69,,C10,,TRUE,0,22.91674146,0.719999899,189019,870404,-,-1,-,-1,-1,,,,1000
25,,C11,,TRUE,0,27.08340754,0.779999891,235786,1387620,-,-1,-,-1,-1,,,,1100
4,,C12,,TRUE,0,31.00007366,0.839999882,1163977,9046881,-,-1,-,-1,-1,,,,1200
74,,C13,,TRUE,0,34.66673981,0.85999988,173156,812464,-,-1,-,-1,-1,,,,1300
1,,C14,,TRUE,0,38.083406,0.939999868,1618479,1.80E+07,-,-1,-,-1,-1,,,,1400
19,,C15,,TRUE,0,41.33340555,0.959999866,483082,2691560,-,-1,-,-1,-1,,,,1500
9,,C16,,TRUE,0,44.41673845,0.99999986,837718,5229710,-,-1,-,-1,-1,,,,1600
75,,C17,,TRUE,0,47.33340471,1.039999854,152005,1174414,-,-1,-,-1,-1,,,,1700
155,,C18,,TRUE,0,50.08340432,1.079999849,31615,292092,-,-1,-,-1,-1,,,,1800
10,,"blob11_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,14.75007594,0.63999991,706152,9935573,caice_voc_g48,964,C6H18O3Si3,17,222,828,,,828.3333333
13,,"blob11_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,14.91674258,0.63999991,541299,1.28E+07,caice_voc_g48,956,C6H18O3Si3,17,222,828,,,831.6666667
166,,"blob123_g48_Cyclopentene, 1-ethenyl-3-methylene-",,FALSE,0,19.33340863,2.699999622,25988,292713,caice_voc_g48,917,C8H10,49,106,922,,,921.8181818
79,,"blob124_g48_2-Dodecene, (Z)-",,FALSE,0,31.33340695,0.979999863,103817,384679,caice_voc_g48,945,C12H24,90,168,1209,,,1209.090909
89,,"blob124_g48_2-Dodecene, (Z)-",,FALSE,0,31.75007356,0.99999986,80772,344418,caice_voc_g48,922,C12H24,90,168,1209,,,1220.454545
