BlobID,Description,Compound Name,Group Name,Inclusion,LRI I,Library RI,Library Match Factor,Retention I (min),Retention II (sec),Internal Standard,Peak Value,Volume,Library Name,Library Formula,Library ID,Library Molecular Weight,Characteristic Ions,Characteristic Ions Response
1071,,"blob500_g48_Tetradecane, 1-fluoro-",,false,1794.4444444444443,,621,50.08336382250084,0.8199998934000139,0,3173.0,88675.0,caice_voc_g48,C14H29F,246,216,,
1032,,blob294_g48_2-Ethylbutyl acrylate,,false,1052.0,1052.0,776,25.000033750000423,1.239999838800021,0,3342.0,88013.0,caice_voc_g48,C9H16O2,168,156,,
732,,"blob701_g48_Butylphosphonic acid, butyl 2-phenylethyl ester",,false,1431.7085529493197,,314,35.333365740000595,1.4799998076000251,0,4923.0,87605.0,caice_voc_g48,C16H27O3P,351,298,,
1129,,blob378_g48_Dodecanal,,false,1543.2432432432433,,595,42.58336479750072,1.359999823200023,0,2969.0,87590.0,caice_voc_g48,C12H24O,163,184,,
1411,,"blob589_g48_1,2,5-Oxadiazol-3-amine, 4-(phenylmethoxy)-",,false,1572.9729729729731,1573.0,659,43.500031345000735,1.7499997725000296,0,2301.0,87448.0,caice_voc_g48,C9H9N3O2,267,191,,
683,,"blob535_g48_Octadecane, 6-methyl-",,false,1716.6666666666665,,728,47.7500307925008,0.829999892100014,0,5431.0,87301.0,caice_voc_g48,C19H40,299,268,,
1509,,"blob251_g48_Heptadecane, 2,6-dimethyl-",,false,,1706.0,588,55.50002978500094,3.51999954240006,0,2202.0,86593.0,caice_voc_g48,C19H40,201,268,,
964,,"blob283_g48_Cyclopropane, 1-heptyl-2-methyl-",,false,1534.1485385765673,1532.0,772,35.9166989975006,0.9299998791000158,0,3531.0,84781.0,caice_voc_g48,C11H22,135,154,,
1857,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1907.4016259247965,,650,39.41669854250066,4.269999444900073,0,1649.0,84624.0,caice_voc_g48,C21H44,208,296,,
1494,,"blob743_g48_Silane, trichlorodocosyl-",,false,1761.1111111111109,,597,49.083363952500825,1.5799997946000268,0,2243.0,84615.0,caice_voc_g48,C22H45Cl3Si,146,442,,
846,,"blob208_g48_Cyclobutene, 2-propenylidene-",,false,1500.0,,667,41.2500316375007,2.0799997296000354,0,4046.0,84476.0,caice_voc_g48,C7H8,77,92,,
984,,blob378_g48_Dodecanal,,false,1783.3333333333335,,664,49.750030532500844,1.359999823200023,0,3663.0,83366.0,caice_voc_g48,C12H24O,163,184,,
1204,,"blob668_g48_1,2,4,5-Tetrazine",,false,907.2727272727273,909.0,814,18.583367917500315,2.749999642500047,0,2686.0,82501.0,caice_voc_g48,C2H2N4,205,82,,
938,,"blob626_g48_1-Octanol, 2,2-dimethyl-",,false,,1320.0,499,50.416697112500856,0.7499999025000127,0,3655.0,82087.0,caice_voc_g48,C10H22O,321,158,,
1305,,"blob676_g48_1-Decanol, 2-ethyl-",,false,1769.4444444444446,1779.0,625,49.333363920000835,3.3899995593000574,0,2563.0,81911.0,caice_voc_g48,C12H26O,323,186,,
965,,"blob487_g48_Hydroxylamine, O-decyl-",,false,1759.2555801339604,,615,40.08336512250068,3.5799995346000606,0,3588.0,81837.0,caice_voc_g48,C10H23NO,87,173,,
821,,"blob428_g48_Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",,false,1713.888888888889,,567,47.666697470000805,0.5399999298000091,0,4655.0,81788.0,caice_voc_g48,C14H44O6Si7,280,504,,
1778,,blob304_g48_Methyl glyoxal,,false,916.3636363636363,916.0,758,19.000034530000324,3.2599995762000553,0,1678.0,81688.0,caice_voc_g48,C3H4O2,119,72,,
1561,,blob378_g48_Dodecanal,,false,1740.7373244101072,,591,40.16669844500068,1.2599998362000213,0,2217.0,81660.0,caice_voc_g48,C12H24O,163,184,,
1761,,blob723_g48_1-Butanol,,false,,,818,10.08336902250017,2.9599996152000503,0,1769.0,81578.0,caice_voc_g48,C4H10O,302,74,,
1407,,blob150_g48_1-Octene,,false,855.9322033898304,,710,16.08336824250027,0.7499999025000127,0,2280.0,81541.0,caice_voc_g48,C8H16,84,112,,
1657,,"blob632_g48_Octadecane, 6-methyl-",,false,1648.1460457908343,,281,40.583365057500686,0.26999996490000455,0,2008.0,81527.0,caice_voc_g48,C19H40,368,268,,
1465,,"blob289_g48_1-Hexadecanol, 2-methyl-",,false,,1776.0,518,53.666696690000904,2.409999686700041,0,2245.0,80468.0,caice_voc_g48,C17H36O,81,256,,
1008,,"blob476_g48_3-Decen-2-ol, (E)-",,false,1040.0,1040.0,841,24.500033815000414,1.1799998466000199,0,3435.0,80018.0,caice_voc_g48,C10H20O,191,156,,
664,,"blob179_g48_Decane, 2,5,9-trimethyl-",,false,1108.5106382978722,1117.0,855,27.333366780000464,0.6999999090000119,0,5637.0,79430.0,caice_voc_g48,C13H28,61,184,,
1367,,"blob431_g48_Decane, 2,5,6-trimethyl-",,false,972.7272727272726,962.0,614,21.583367527500364,1.7299997751000293,0,2327.0,79397.0,caice_voc_g48,C13H28,265,184,,
509,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1387.8057019662137,,759,35.08336577250059,0.829999892100014,0,7459.0,79140.0,caice_voc_g48,C21H44,208,296,,
970,,"blob395_g48_1b,5,5,6a-Tetramethyl-octahydro-1-oxa-cyclopropa[a]inden-6-one",,false,1508.1081081081081,1508.0,634,41.5000316050007,1.2499998375000212,0,3494.0,79139.0,caice_voc_g48,C13H20O2,212,208,,
1073,,blob364_g48_gamma aminobutyric acid_CAICE_vocstand_incomplete,,false,1070.0,1072.0,836,25.750033652500438,4.429999424100075,0,3210.0,78925.0,caice_voc_g48,-,7,0,,
1275,,"blob289_g48_1-Hexadecanol, 2-methyl-",,false,,1776.0,607,53.3333634000009,3.5599995372000603,0,2634.0,78825.0,caice_voc_g48,C17H36O,81,256,,
947,,"blob535_g48_Octadecane, 6-methyl-",,false,1592.6856732207107,,485,36.250032287500616,0.2299999701000039,0,3802.0,78446.0,caice_voc_g48,C19H40,299,268,,
536,,"blob291_g48_Decane, 2,2,5-trimethyl-",,false,929.090909090909,929.0,881,19.583367787500332,0.5799999246000098,0,7364.0,78146.0,caice_voc_g48,C13H28,277,184,,
1081,,"blob616_g48_3-Penten-1-ol, 4-methyl-",,false,,,833,10.583368957500179,3.189999585300054,0,3096.0,78090.0,caice_voc_g48,C6H12O,233,100,,
543,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1373.171418305179,,788,35.000032450000596,0.769999899900013,0,7176.0,77761.0,caice_voc_g48,C21H44,208,296,,
600,,blob232_g48_Geranylacetone_CAICE_vocstand_incomplete,,false,,1770.0,746,52.83336346500089,4.989999351300084,0,6400.0,77677.0,caice_voc_g48,-,4,0,,
666,,"blob347_g48_4-Nonene, 2-methyl-",,false,1009.9999999999999,1020.0,841,23.250033977500394,0.8399998908000142,0,5715.0,77177.0,caice_voc_g48,C10H20,300,140,,
1287,,"blob660_g48_Oxetane, 2,4-dimethyl-, trans-",,false,1138.2978723404253,1143.0,501,28.500033295000485,2.2699997049000387,0,2490.0,77150.0,caice_voc_g48,C5H10O,284,86,,
1117,,"blob676_g48_1-Decanol, 2-ethyl-",,false,1769.4444444444446,1779.0,593,49.333363920000835,3.3299995671000566,0,3294.0,77003.0,caice_voc_g48,C12H26O,323,186,,
860,,blob154_g48_Geranylacetone_CAICE_vocstand_incomplete,,false,1788.888888888889,,649,49.91669717750084,2.7399996438000462,0,4032.0,76983.0,caice_voc_g48,-,5,0,,
1247,,"blob655_g48_Benzene, [(methylsulfinyl)methyl]-",,false,1123.404255319149,1123.0,786,27.916700037500473,2.93999961780005,0,2581.0,76983.0,caice_voc_g48,C8H10OS,287,154,,
994,,"blob246_g48_Silane, trimethyl(3-methyl-1-butynyl)-",,false,1446.3428366103553,1428.0,778,35.4166990625006,2.2099997127000375,0,3489.0,76613.0,caice_voc_g48,C8H16Si,126,140,,
663,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1637.142857142857,,771,45.41669776250077,0.7599999012000129,0,5712.0,75994.0,caice_voc_g48,C21H44,208,296,,
1524,,"blob289_g48_1-Hexadecanol, 2-methyl-",,false,,1776.0,571,50.91669704750086,2.239999708800038,0,2184.0,75586.0,caice_voc_g48,C17H36O,81,256,,
642,,"blob297_g48_2-Undecene, (E)-",,false,1092.0,1092.0,843,26.666700200000452,0.879999885600015,0,5912.0,75342.0,caice_voc_g48,C11H22,295,154,,
1850,,blob378_g48_Dodecanal,,false,1674.2857142857142,,587,46.50003095500078,1.4099998167000238,0,1659.0,75166.0,caice_voc_g48,C12H24O,163,184,,
298,,blob84_g48_Styrene_CAICE_vocstand_incomplete,,false,923.6363636363636,925.0,891,19.33336782000033,4.279999443600072,0,17576.0,75089.0,caice_voc_g48,-,2,0,,
1269,,blob463_g48_4-Trifluoroacetoxypentadecane,,false,,1785.0,615,52.33336353000088,1.1599998492000196,0,2530.0,74890.0,caice_voc_g48,C17H31F3O2,317,324,,
297,,blob84_g48_Styrene_CAICE_vocstand_incomplete,,false,923.6363636363636,925.0,919,19.33336782000033,4.309999439700073,0,17535.0,74833.0,caice_voc_g48,-,2,0,,
1316,,"blob705_g48_Pentanoic acid, 10-undecenyl ester",,false,1662.857142857143,1663.0,718,46.16669766500078,1.3799998206000235,0,2471.0,74733.0,caice_voc_g48,C16H30O2,363,254,,
1236,,"blob519_g48_Benzene, (1-nitropropyl)-",,false,1591.891891891892,1592.0,733,44.083364602500744,1.7899997673000303,0,2739.0,74632.0,caice_voc_g48,C9H11NO2,319,165,,
747,,"blob456_g48_Phosphonic acid, (p-hydroxyphenyl)-",,false,1138.2978723404253,1140.0,821,28.500033295000485,4.9799993526000845,0,4821.0,74587.0,caice_voc_g48,C6H7O4P,150,174,,
1646,,"blob531_g48_Cyclobutane, 1,2-diethyl-, cis-",,false,1129.7872340425533,1130.0,823,28.166700005000482,4.759999381200081,0,1969.0,74076.0,caice_voc_g48,C8H16,224,112,,
1290,,"blob289_g48_1-Hexadecanol, 2-methyl-",,false,1786.111111111111,1776.0,599,49.83336385500084,1.4499998115000245,0,2519.0,74028.0,caice_voc_g48,C17H36O,81,256,,
832,,"blob761_g48_Borane, tris(1-methylethyl)-",,false,1146.8085106382978,,243,28.83336658500049,0.649999915500011,0,4263.0,73929.0,caice_voc_g48,C9H21B,346,140,,
959,,"blob535_g48_Octadecane, 6-methyl-",,false,1578.051389559675,,501,36.16669896500061,5.209999322700089,0,3532.0,73704.0,caice_voc_g48,C19H40,299,268,,
699,,"blob438_g48_Decane, 2,5,9-trimethyl-",,false,1215.909090909091,1216.0,826,31.500032905000534,0.7299999051000123,0,5520.0,73370.0,caice_voc_g48,C13H28,327,184,,
897,,"blob259_g48_9-Octadecene, (E)-",,false,1671.4285714285716,,713,46.416697632500785,1.119999854400019,0,3741.0,73323.0,caice_voc_g48,C18H36,247,252,,
1013,,"blob132_g48_2-Tetradecene, (E)-",,false,1431.7085529493197,1423.0,809,35.333365740000595,0.999999870000017,0,3451.0,73097.0,caice_voc_g48,C14H28,92,196,,
1617,,"blob565_g48_4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",,false,825.4237288135594,827.0,843,14.583368437500246,1.4099998167000238,0,1963.0,72960.0,caice_voc_g48,C28H46O2,258,414,,
725,,blob378_g48_Dodecanal,,false,1602.857142857143,,702,44.41669789250075,1.2599998362000213,0,5169.0,72917.0,caice_voc_g48,C12H24O,163,184,,
739,,"blob447_g48_Heptane, 2,3,6-trimethyl-",,false,916.3636363636363,916.0,864,19.000034530000324,0.6199999194000105,0,4984.0,72736.0,caice_voc_g48,C10H22,354,142,,
881,,blob192_g48_1-Iodo-2-methylundecane,,false,,1724.0,707,52.58336349750088,1.0299998661000174,0,3939.0,72596.0,caice_voc_g48,C12H25I,85,296,,
768,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1575.6756756756758,,779,43.58336466750074,0.7999998960000135,0,4740.0,72591.0,caice_voc_g48,C21H44,208,296,,
1329,,"blob289_g48_1-Hexadecanol, 2-methyl-",,false,1766.666666666667,1776.0,616,49.25003059750084,1.4499998115000245,0,2508.0,72494.0,caice_voc_g48,C17H36O,81,256,,
992,,blob378_g48_Dodecanal,,false,1766.666666666667,,701,49.25003059750084,2.5299996711000428,0,3423.0,72312.0,caice_voc_g48,C12H24O,163,184,,
731,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1850.0143689609686,,796,38.75003196250066,0.829999892100014,0,5182.0,71862.0,caice_voc_g48,C21H44,208,296,,
1429,,"blob289_g48_1-Hexadecanol, 2-methyl-",,false,,1776.0,536,52.9166967875009,2.5599996672000436,0,2379.0,71664.0,caice_voc_g48,C17H36O,81,256,,
1250,,blob723_g48_1-Butanol,,false,,,841,10.00003570000017,3.0899995983000523,0,2562.0,71537.0,caice_voc_g48,C4H10O,302,74,,
1338,,blob378_g48_Dodecanal,,false,1850.0143689609686,,569,38.75003196250066,1.1899998453000202,0,2474.0,71422.0,caice_voc_g48,C12H24O,163,184,,
815,,blob364_g48_gamma aminobutyric acid_CAICE_vocstand_incomplete,,false,1072.0,1072.0,868,25.83336697500044,4.279999443600072,0,4286.0,71339.0,caice_voc_g48,-,7,0,,
1180,,"blob397_g48_2-Undecanethiol, 2-methyl-",,false,1153.191489361702,1138.0,738,29.083366552500493,0.8699998869000147,0,2811.0,70965.0,caice_voc_g48,C12H26S,166,202,,
950,,"blob259_g48_9-Octadecene, (E)-",,false,1648.5714285714287,,727,45.75003105250077,1.1099998557000188,0,3716.0,70650.0,caice_voc_g48,C18H36,247,252,,
1229,,"blob131_g48_3-Eicosene, (E)-",,false,,1697.0,619,55.583363107500944,1.1699998479000198,0,2731.0,70628.0,caice_voc_g48,C20H40,58,280,,
1063,,blob378_g48_Dodecanal,,false,1682.8571428571427,,642,46.750030922500784,1.2699998349000214,0,3207.0,70312.0,caice_voc_g48,C12H24O,163,184,,
880,,"blob259_g48_9-Octadecene, (E)-",,false,1645.714285714286,,750,45.66669773000078,1.0399998648000177,0,3940.0,70266.0,caice_voc_g48,C18H36,247,252,,
1136,,"blob251_g48_Heptadecane, 2,6-dimethyl-",,false,,1706.0,655,51.08336369250086,4.9799993526000845,0,3059.0,69925.0,caice_voc_g48,C19H40,201,268,,
951,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1759.2555801339604,,598,40.08336512250068,3.5499995385000602,0,3613.0,69891.0,caice_voc_g48,C21H44,208,296,,
1207,,"blob500_g48_Tetradecane, 1-fluoro-",,false,,,593,50.66669708000086,2.5699996659000437,0,2866.0,69385.0,caice_voc_g48,C14H29F,246,216,,
1995,,"blob632_g48_Octadecane, 6-methyl-",,false,1637.142857142857,,543,45.41669776250077,3.0399996048000517,0,1314.0,69247.0,caice_voc_g48,C19H40,368,268,,
1019,,"blob165_g48_2-Propenoic acid, tridecyl ester",,false,1730.5555555555557,1733.0,700,48.16669740500082,3.029999606100051,0,3452.0,68810.0,caice_voc_g48,C16H30O2,71,254,,
1542,,"blob491_g48_2-Decene, 8-methyl-, (Z)-",,false,1032.0,1032.0,837,24.16670052500041,0.7899998973000134,0,2059.0,68318.0,caice_voc_g48,C11H22,262,154,,
698,,"blob456_g48_Phosphonic acid, (p-hydroxyphenyl)-",,false,1138.2978723404253,1140.0,830,28.500033295000485,5.039999344800085,0,5442.0,68217.0,caice_voc_g48,C6H7O4P,150,174,,
939,,"blob465_g48_Oxalic acid, allyl hexadecyl ester",,false,1730.5555555555557,1733.0,690,48.16669740500082,2.94999961650005,0,3639.0,68207.0,caice_voc_g48,C21H38O4,269,354,,
906,,"blob210_g48_Oxalic acid, 6-ethyloct-3-yl isohexyl ester",,false,1151.063829787234,1151.0,758,29.000033230000493,0.7899998973000134,0,3868.0,68180.0,caice_voc_g48,C18H34O4,88,314,,
884,,blob463_g48_4-Trifluoroacetoxypentadecane,,false,,1785.0,697,50.91669704750086,1.1699998479000198,0,3948.0,68148.0,caice_voc_g48,C17H31F3O2,317,324,,
1018,,"blob372_g48_Tetradecane, 1-iodo-",,false,1254.545454545455,1255.0,812,32.916699387500564,0.8599998882000146,0,3446.0,68031.0,caice_voc_g48,C14H29I,274,324,,
1040,,"blob395_g48_1b,5,5,6a-Tetramethyl-octahydro-1-oxa-cyclopropa[a]inden-6-one",,false,,1508.0,541,50.333363790000845,2.139999721800036,0,3270.0,67609.0,caice_voc_g48,C13H20O2,212,208,,
438,,"blob77_g48_Tetrasiloxane, decamethyl-",,false,1064.0,1064.0,873,25.500033685000435,0.4499999415000076,0,9701.0,67551.0,caice_voc_g48,C10H30O3Si4,52,310,,
1807,,blob462_g48_1-Nonene,,false,884.7457627118645,895.0,550,17.5000347250003,2.93999961780005,0,1687.0,67463.0,caice_voc_g48,C9H18,259,126,,
1258,,"blob456_g48_Phosphonic acid, (p-hydroxyphenyl)-",,false,1140.4255319148933,1140.0,873,28.583366617500484,4.389999429300074,0,2662.0,66540.0,caice_voc_g48,C6H7O4P,150,174,,
1376,,blob318_g48_1-Hexadecanol,,false,1243.1818181818185,,462,32.500032775000555,2.309999699700039,0,2312.0,66457.0,caice_voc_g48,C16H34O,172,242,,
582,,"blob255_g48_Undecane, 2-methyl-",,false,1165.9574468085107,1166.0,875,29.583366487500502,0.7299999051000123,0,6859.0,66087.0,caice_voc_g48,C12H26,250,170,,
1433,,"blob259_g48_9-Octadecene, (E)-",,false,1944.4381373725046,,708,39.25003189750066,2.769999639900047,0,2199.0,66078.0,caice_voc_g48,C18H36,247,252,,
983,,"blob465_g48_Oxalic acid, allyl hexadecyl ester",,false,,1733.0,679,54.33336327000092,1.1499998505000195,0,3548.0,66035.0,caice_voc_g48,C21H38O4,269,354,,
1413,,"blob289_g48_1-Hexadecanol, 2-methyl-",,false,1763.8888888888887,1776.0,623,49.16669727500083,1.4999998050000254,0,2452.0,65774.0,caice_voc_g48,C17H36O,81,256,,
1047,,blob318_g48_1-Hexadecanol,,false,1074.0,,702,25.91670029750044,0.769999899900013,0,3282.0,65443.0,caice_voc_g48,C16H34O,172,242,,
975,,"blob560_g48_Benzene, 1-(1-hydroxyheptyl)-3-[1-(tetrahydropyran-2-yloxy)heptyl]-",,false,1772.2222222222224,1779.0,706,49.41669724250084,3.8099995047000648,0,3697.0,65317.0,caice_voc_g48,C25H42O3,153,390,,
1559,,"blob743_g48_Silane, trichlorodocosyl-",,false,1755.5555555555554,,562,48.916697307500826,3.069999600900052,0,2073.0,64803.0,caice_voc_g48,C22H45Cl3Si,146,442,,
784,,"blob520_g48_1-Decanol, 5,9-dimethyl-",,false,1622.857142857143,1623.0,735,45.00003115000076,1.0099998687000171,0,4623.0,64568.0,caice_voc_g48,C12H26O,158,186,,
1536,,blob474_g48_1-Octadecanesulphonyl chloride,,false,,1709.0,519,55.833363075000946,1.4399998128000244,0,2235.0,64540.0,caice_voc_g48,C18H37ClO2S,223,352,,
1042,,"blob515_g48_1-Hexene, 3-methyl-6-phenyl-4-(1-phenylethoxy)-",,false,1631.4285714285713,1631.0,794,45.25003111750076,1.9199997504000326,0,3488.0,64318.0,caice_voc_g48,C21H26O,326,294,,
1348,,"blob531_g48_Cyclobutane, 1,2-diethyl-, cis-",,false,,1130.0,757,13.083368632500221,1.2499998375000212,0,2397.0,64178.0,caice_voc_g48,C8H16,224,112,,
1149,,"blob522_g48_2-Allylpent-4-enoic acid, benzyl ester",,false,1562.1621621621623,1562.0,746,43.16669805500073,1.6999997790000287,0,3007.0,63852.0,caice_voc_g48,C15H18O2,353,230,,
1635,,blob374_g48_4-Trifluoroacetoxyhexadecane,,false,,1623.0,656,54.916696527500925,1.3499998245000229,0,1978.0,63627.0,caice_voc_g48,C18H33F3O2,210,338,,
1352,,blob503_g48_Cyclobutanol,,false,1243.1818181818185,1243.0,851,32.500032775000555,5.209999322700089,0,2382.0,63609.0,caice_voc_g48,C4H8O,181,72,,
1558,,"blob268_g48_3,5-Di-tert-butylbenzoic acid",,false,1161.7021276595744,,267,29.416699842500503,4.529999411100077,0,2011.0,63422.0,caice_voc_g48,C15H22O2,95,234,,
1879,,blob695_g48_Z-10-Pentadecen-1-ol,,false,1570.2702702702707,1570.0,607,43.41669802250074,1.3999998180000237,0,1519.0,63348.0,caice_voc_g48,C15H30O,296,226,,
771,,"blob259_g48_9-Octadecene, (E)-",,false,1680.0,,730,46.66669760000079,1.0299998661000174,0,4775.0,63260.0,caice_voc_g48,C18H36,247,252,,
839,,"blob456_g48_Phosphonic acid, (p-hydroxyphenyl)-",,false,1138.2978723404253,1140.0,873,28.500033295000485,4.879999365600082,0,4108.0,62901.0,caice_voc_g48,C6H7O4P,150,174,,
1349,,"blob347_g48_4-Nonene, 2-methyl-",,false,1006.0,1020.0,579,23.083367332500394,1.9399997478000328,0,2472.0,62855.0,caice_voc_g48,C10H20,300,140,,
1119,,blob229_g48_1-Iodo-2-methylundecane,,false,1833.3286030293784,,580,39.750031832500675,2.1499997205000363,0,3009.0,62850.0,caice_voc_g48,C12H25I,138,296,,
812,,"blob442_g48_Octane, 2-methyl-",,false,864.4067796610169,865.0,864,16.50003485500028,0.6099999207000103,0,4406.0,62834.0,caice_voc_g48,C9H20,241,128,,
1613,,"blob605_g48_Benzene, 1,2,4-trimethyl-",,false,994.5454545454545,996.0,770,22.583367397500385,2.4499996815000413,0,1984.0,62751.0,caice_voc_g48,C9H12,318,120,,
1335,,"blob655_g48_Benzene, [(methylsulfinyl)methyl]-",,false,1138.2978723404253,1123.0,515,28.500033295000485,1.7099997777000289,0,2488.0,62563.0,caice_voc_g48,C8H10OS,287,154,,
1388,,"blob289_g48_1-Hexadecanol, 2-methyl-",,false,,1776.0,574,50.416697112500856,1.889999754300032,0,2266.0,62224.0,caice_voc_g48,C17H36O,81,256,,
1712,,"blob500_g48_Tetradecane, 1-fluoro-",,false,1662.857142857143,,569,46.16669766500078,2.6999996490000457,0,1812.0,62216.0,caice_voc_g48,C14H29F,246,216,,
649,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,false,1750.0111758585335,1745.0,809,38.58336531750066,0.8199998934000139,0,5970.0,62160.0,caice_voc_g48,C19H40,62,268,,
1076,,blob284_g48_4-Methyl-1-heptyn-3-ol,,false,1213.6363636363637,1214.0,854,31.416699582500534,2.2299997101000377,0,3213.0,61894.0,caice_voc_g48,C8H14O,206,126,,
1394,,blob741_g48_Allyl methallyl ether,,false,1229.5454545454545,1230.0,753,32.00003284000054,2.879999625600049,0,2255.0,61813.0,caice_voc_g48,C7H12O,374,112,,
810,,blob503_g48_Cyclobutanol,,false,1245.4545454545455,1243.0,721,32.58336609750055,0.47999993760000814,0,4436.0,61736.0,caice_voc_g48,C4H8O,181,72,,
1065,,"blob513_g48_Oxalic acid, allyl undecyl ester",,false,,,580,55.50002978500094,2.889999624300049,0,3315.0,61545.0,caice_voc_g48,C16H28O4,199,284,,
1035,,"blob289_g48_1-Hexadecanol, 2-methyl-",,false,1775.0000000000002,1776.0,659,49.50003056500084,1.3499998245000229,0,3333.0,61429.0,caice_voc_g48,C17H36O,81,256,,
545,,"blob456_g48_Phosphonic acid, (p-hydroxyphenyl)-",,false,1140.4255319148933,1140.0,786,28.583366617500484,0.5099999337000086,0,6997.0,61005.0,caice_voc_g48,C6H7O4P,150,174,,
1565,,"blob376_g48_Oxalic acid, allyl hexadecyl ester",,false,,1797.0,629,55.583363107500944,4.9799993526000845,0,2163.0,60800.0,caice_voc_g48,C21H38O4,149,354,,
1639,,"blob302_g48_Pentanal, 2,4-dimethyl-",,false,,1250.0,506,51.75003027250088,2.289999702300039,0,1918.0,60627.0,caice_voc_g48,C7H14O,207,114,,
1889,,"blob514_g48_1H-Imidazole-4-ethanamine, -methyl-",,false,914.5454545454545,913.0,503,18.91670120750032,3.6999995190000625,0,1480.0,60554.0,caice_voc_g48,C6H11N3,123,125,,
1380,,"blob314_g48_3-Hexanone, 2,5-dimethyl-",,false,1021.9999999999999,1022.0,825,23.750033912500403,1.8599997582000316,0,2289.0,60491.0,caice_voc_g48,C8H16O,226,128,,
385,,"blob301_g48_Cyclotrisiloxane, hexamethyl-",,false,825.4237288135594,,870,14.583368437500246,0.9099998817000154,0,10952.0,60389.0,caice_voc_g48,C6H18O3Si3,120,222,,
1,,C14,,true,1400.0,,-1,38.00003206000064,0.8999998830000152,0,488704.0,1.3369254E7,-,-,-1,-1,,
3,,C12,,true,1200.0,,-1,30.916699647500526,0.7999998960000135,0,379459.0,7325943.0,-,-,-1,-1,,
7,,C16,,true,1600.0,,-1,44.33336457000075,0.9599998752000163,0,302921.0,4945216.0,-,-,-1,-1,,
25,Carene (?),Carene,,true,1034.0,,-1,24.25003384750041,1.469999808900025,0,123163.0,1743351.0,-,-,-1,-1,,
28,,C11,,true,1100.0,,-1,27.00003349000046,0.7299999051000123,0,109610.0,1623389.0,-,-,-1,-1,,
44,,C15,,true,1500.0,,-1,41.2500316375007,0.9099998817000154,0,82455.0,1468125.0,-,-,-1,-1,,
2196,,C13,,true,1300.0,,-1,34.58336583750058,0.8199998934000139,0,126816.0,1252511.0,-,-,-1,-1,,
159,,C17,,true,1700.0,,-1,47.250030857500796,0.9899998713000168,0,57740.0,1223352.0,-,-,-1,-1,,
45,,C10,,true,1000.0,,-1,22.83336736500039,0.6799999116000115,0,82456.0,923922.0,-,-,-1,-1,,
2197,,benzothiazole,,true,1329.2685673220712,,-1,34.750032482500586,0.769999899900013,0,12325.0,617463.0,-,C7H5NS,-1,135,,
166,Limonene,blob168_g48_Limonene_CAICE_vocstand_incomplete,,true,1044.0,1044.0,895,24.66670046000042,1.539999799800026,0,47645.0,601203.0,caice_voc_g48,-,6,0,,
191,,C18,,true,1800.0,,-1,50.25003046750085,1.0399998648000177,0,27787.0,550748.0,-,-,-1,-1,,
160,,C9,,true,900.0,,-1,18.250034627500312,0.6399999168000109,0,57440.0,504335.0,-,-,-1,-1,,
424,,C8,,true,800.0,,-1,13.333368600000226,0.5999999220000102,0,10039.0,119396.0,-,-,-1,-1,,
606,monoterpene tbd,,,true,1104.255319148936,,-1,27.16670013500046,1.7099997777000289,0,6193.0,107564.0,-,-,-1,-1,,
