BlobID,Description,Compound Name,Group Name,Inclusion,LRI I,Library RI,Library Match Factor,Retention I (min),Retention II (sec),Internal Standard,Peak Value,Volume,Library Name,Library Formula,Library ID,Library Molecular Weight,Characteristic Ions,Characteristic Ions Response
280,,blob682_g48_Pentanal,,false,,,454,2.0833700625000353,0.03999999480000068,0,18720.0,185417.0,caice_voc_g48,C5H10O,215,86,,
275,,"blob85_g48_Cyclopropane, nonyl-",,false,1293.1818181818182,1298.0,864,34.33336587000058,0.9399998778000159,0,19570.0,185215.0,caice_voc_g48,C12H24,69,168,,
530,,"blob450_g48_1,3-Dioxolane, 4-methyl-2-pentyl-",,false,820.3389830508474,812.0,840,14.333368470000242,2.139999721800036,0,7362.0,183922.0,caice_voc_g48,C9H18O2,260,158,,
516,,"blob465_g48_Oxalic acid, allyl hexadecyl ester",,false,1733.3333333333335,1733.0,781,48.25003072750082,1.0999998570000187,0,7385.0,183806.0,caice_voc_g48,C21H38O4,269,354,,
651,,blob503_g48_Cyclobutanol,,false,1245.4545454545455,1243.0,755,32.58336609750055,0.6999999090000119,0,5744.0,183357.0,caice_voc_g48,C4H8O,181,72,,
775,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,false,,1745.0,746,53.3333634000009,1.0899998583000186,0,4850.0,182318.0,caice_voc_g48,C19H40,62,268,,
525,,blob204_g48_1-Propenylaziridine,,false,1062.0,1062.0,878,25.416700362500432,3.649999525500062,0,7249.0,181818.0,caice_voc_g48,C5H9N,112,83,,
389,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1611.1095343431261,,809,40.750031702500685,0.8399998908000142,0,11693.0,180493.0,caice_voc_g48,C21H44,208,296,,
820,,"blob514_g48_1H-Imidazole-4-ethanamine, -methyl-",,false,910.909090909091,913.0,827,18.75003456250032,4.239999448800072,0,4243.0,179561.0,caice_voc_g48,C6H11N3,123,125,,
630,,"blob465_g48_Oxalic acid, allyl hexadecyl ester",,false,1722.2222222222222,1733.0,770,47.91669743750081,1.069999860900018,0,5826.0,175050.0,caice_voc_g48,C21H38O4,269,354,,
446,,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,,false,1250.0000000000002,1250.0,861,32.75003274250056,1.3199998284000223,0,8651.0,174782.0,caice_voc_g48,-,9,0,,
308,,"blob34_g48_Hexasiloxane, tetradecamethyl-",,false,1400.0,1400.0,885,38.00003206000064,0.5099999337000086,0,17610.0,171476.0,caice_voc_g48,C14H42O5Si6,48,458,,
700,,"blob539_g48_4,6-di-tert-Butyl-m-cresol",,false,1570.2702702702707,1570.0,752,43.41669802250074,4.949999356500084,0,5321.0,170899.0,caice_voc_g48,C15H24O,173,220,,
762,,"blob625_g48_Propane, 1-(1,1-dimethylethoxy)-2,2-dimethyl-",,false,1023.9999999999999,1024.0,598,23.833367235000406,1.1799998466000199,0,4731.0,170345.0,caice_voc_g48,C9H20O,308,144,,
375,,"blob200_g48_3,5-Dimethyldodecane",,false,1460.977120271391,1472.0,828,35.5000323850006,0.7399999038000126,0,11862.0,169233.0,caice_voc_g48,C14H30,89,198,,
679,,blob375_g48_Heptylcyclohexane,,false,1343.902850983106,1354.0,604,34.83336580500058,3.769999509900064,0,5503.0,165032.0,caice_voc_g48,C13H26,244,182,,
583,,"blob546_g48_2-Allylpent-4-enoic acid, benzyl ester",,false,1752.7777777777776,1755.0,636,48.83336398500082,1.7499997725000296,0,6422.0,164394.0,caice_voc_g48,C15H18O2,242,230,,
1245,,"blob632_g48_Octadecane, 6-methyl-",,false,1870.3651144770865,,315,39.58336518750067,1.299999831000022,0,2694.0,164106.0,caice_voc_g48,C19H40,368,268,,
430,,"blob214_g48_Decane, 2,2,4-trimethyl-",,false,1014.0,1014.0,888,23.4167006225004,0.6099999207000103,0,9306.0,163919.0,caice_voc_g48,C13H28,139,184,,
449,,"blob131_g48_3-Eicosene, (E)-",,false,,1697.0,757,53.0000301100009,1.3099998297000222,0,8793.0,163901.0,caice_voc_g48,C20H40,58,280,,
559,,"blob205_g48_Octane, 5-ethyl-2-methyl-",,false,1131.9148936170213,1132.0,874,28.250033327500482,0.7599999012000129,0,6943.0,163408.0,caice_voc_g48,C11H24,107,156,,
707,,"blob539_g48_4,6-di-tert-Butyl-m-cresol",,false,1572.9729729729731,1570.0,778,43.500031345000735,4.899999363000083,0,5268.0,163011.0,caice_voc_g48,C15H24O,173,220,,
645,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1814.8103473055235,,753,39.83336515500068,0.9399998778000159,0,5851.0,162289.0,caice_voc_g48,C21H44,208,296,,
444,,"blob456_g48_Phosphonic acid, (p-hydroxyphenyl)-",,false,1140.4255319148933,1140.0,700,28.583366617500484,0.7299999051000123,0,8915.0,161379.0,caice_voc_g48,C6H7O4P,150,174,,
326,,"blob440_g48_2-Propanone, 1-hydroxy-",,false,,,828,11.500035505000195,3.779999508600064,0,15383.0,161297.0,caice_voc_g48,C3H6O2,100,74,,
409,,"blob650_g48_Benzene, (1-methylundecyl)-",,false,1730.5555555555557,,756,48.16669740500082,1.949999746500033,0,10601.0,161284.0,caice_voc_g48,C18H30,263,246,,
477,,blob84_g48_Styrene_CAICE_vocstand_incomplete,,false,923.6363636363636,925.0,872,19.33336782000033,4.74999938250008,0,7658.0,161186.0,caice_voc_g48,-,2,0,,
464,,blob419_g48_1-Iodo-2-methylundecane,,false,1671.4285714285716,1671.0,760,46.416697632500785,0.9699998739000164,0,8170.0,161030.0,caice_voc_g48,C12H25I,292,296,,
476,,"blob452_g48_Heptadecane, 4-propyl-",,false,1780.5555555555557,,750,49.66669721000084,1.059999862200018,0,8232.0,159918.0,caice_voc_g48,C20H42,180,282,,
408,,"blob207_g48_2-Undecanethiol, 2-methyl-",,false,1121.276595744681,1111.0,809,27.833366715000473,0.8899998843000151,0,10602.0,158720.0,caice_voc_g48,C12H26S,80,202,,
461,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,false,1555.554767171563,,738,41.000031670000695,1.0399998648000177,0,8395.0,158641.0,caice_voc_g48,C12H24,86,168,,
591,,"blob563_g48_1,2,5-Oxadiazol-3-amine, 4-(phenylmethoxy)-",,false,1766.666666666667,1773.0,724,49.25003059750084,1.7799997686000302,0,6347.0,157974.0,caice_voc_g48,C9H9N3O2,270,191,,
1212,,"blob513_g48_Oxalic acid, allyl undecyl ester",,false,1605.7142857142858,,743,44.50003121500075,1.469999808900025,0,2720.0,155202.0,caice_voc_g48,C16H28O4,199,284,,
824,,"blob514_g48_1H-Imidazole-4-ethanamine, -methyl-",,false,910.909090909091,913.0,895,18.75003456250032,4.189999455300071,0,4302.0,154704.0,caice_voc_g48,C6H11N3,123,125,,
1050,,blob378_g48_Dodecanal,,false,1736.111111111111,,668,48.33336405000082,1.2199998414000206,0,3202.0,154374.0,caice_voc_g48,C12H24O,163,184,,
453,,blob614_g48_4-(Prop-2-enoyloxy)octane,,false,1268.1818181818185,1268.0,796,33.41669932250057,1.8599997582000316,0,8465.0,154288.0,caice_voc_g48,C11H20O2,381,184,,
459,,"blob401_g48_Hexane, 1-chloro-5-methyl-",,false,1193.6170212765958,1194.0,859,30.666699680000523,1.539999799800026,0,8251.0,154082.0,caice_voc_g48,C7H15Cl,231,134,,
659,,"blob500_g48_Tetradecane, 1-fluoro-",,false,1711.111111111111,,755,47.5833641475008,1.059999862200018,0,5626.0,153860.0,caice_voc_g48,C14H29F,246,216,,
1093,,"blob704_g48_4-Vinyl-4,5-dihydro-3H-pyrazole",,false,972.7272727272726,975.0,744,21.583367527500364,0.4199999454000071,0,3098.0,151392.0,caice_voc_g48,C5H8N2,298,96,,
493,,blob323_g48_Butanimidamide,,false,943.6363636363635,944.0,886,20.250034367500344,2.2699997049000387,0,7840.0,148590.0,caice_voc_g48,C4H10N2,228,86,,
658,,"blob518_g48_1-Decanol, 2-ethyl-",,false,,1438.0,705,50.75003040250086,0.9599998752000163,0,5633.0,147551.0,caice_voc_g48,C12H26O,294,186,,
526,,"blob307_g48_Benzene, 1,2,3-trimethyl-",,false,1023.9999999999999,1024.0,848,23.833367235000406,2.5299996711000428,0,7102.0,147121.0,caice_voc_g48,C9H12,165,120,,
452,,"blob570_g48_(1R,2R,4R)-2,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",,false,1056.0,1058.0,760,25.166700395000426,1.539999799800026,0,8467.0,146422.0,caice_voc_g48,C10H18O,291,154,,
427,,blob220_g48_1-Iodo-2-methylundecane,,false,1680.0,1689.0,807,46.66669760000079,3.8099995047000648,0,9293.0,145876.0,caice_voc_g48,C12H25I,109,296,,
363,,"blob250_g48_Oxalic acid, isohexyl neopentyl ester",,false,1281.818181818182,1282.0,881,33.916699257500575,0.6899999103000117,0,13389.0,145655.0,caice_voc_g48,C13H24O4,243,244,,
736,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1944.4381373725046,,780,39.25003189750066,0.8499998895000144,0,4981.0,144702.0,caice_voc_g48,C21H44,208,296,,
392,,blob32_g48_Cetene,,false,1592.6856732207107,1597.0,796,36.250032287500616,0.949999876500016,0,11647.0,143121.0,caice_voc_g48,C16H32,41,224,,
637,,"blob625_g48_Propane, 1-(1,1-dimethylethoxy)-2,2-dimethyl-",,false,1018.0,1024.0,575,23.583367267500403,0.7799998986000132,0,5847.0,141179.0,caice_voc_g48,C9H20O,308,144,,
643,,"blob395_g48_1b,5,5,6a-Tetramethyl-octahydro-1-oxa-cyclopropa[a]inden-6-one",,false,1508.1081081081081,1508.0,774,41.5000316050007,1.059999862200018,0,5853.0,140048.0,caice_voc_g48,C13H20O2,212,208,,
1160,,"blob208_g48_Cyclobutene, 2-propenylidene-",,false,1602.857142857143,,643,44.41669789250075,2.0999997270000357,0,2878.0,139156.0,caice_voc_g48,C7H8,77,92,,
729,,blob378_g48_Dodecanal,,false,1504.879971254497,,701,35.750032352500604,2.0899997283000356,0,4971.0,137602.0,caice_voc_g48,C12H24O,163,184,,
413,,"blob259_g48_9-Octadecene, (E)-",,false,1962.9563930963595,,773,39.16669857500066,1.069999860900018,0,10439.0,137128.0,caice_voc_g48,C18H36,247,252,,
769,,blob723_g48_1-Butanol,,false,1193.6170212765958,,618,30.666699680000523,1.059999862200018,0,4713.0,136748.0,caice_voc_g48,C4H10O,302,74,,
656,,"blob397_g48_2-Undecanethiol, 2-methyl-",,false,1146.8085106382978,1138.0,652,28.83336658500049,0.8399998908000142,0,5686.0,135844.0,caice_voc_g48,C12H26S,166,202,,
397,,"blob184_g48_Cyclotetrasiloxane, octamethyl-",,false,985.4545454545454,991.0,894,22.166700785000376,0.4999999350000085,0,11620.0,135657.0,caice_voc_g48,C8H24O4Si4,83,296,,
488,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1750.0,,758,48.750030662500826,0.829999892100014,0,8136.0,135201.0,caice_voc_g48,C21H44,208,296,,
1056,,"blob376_g48_Oxalic acid, allyl hexadecyl ester",,false,1797.5656444752067,1797.0,361,37.41669880250063,1.0099998687000171,0,3269.0,134761.0,caice_voc_g48,C21H38O4,149,354,,
688,,"blob490_g48_Benzene, (1-nitropropyl)-",,false,1694.2857142857144,1694.0,767,47.0833642125008,1.819999763400031,0,5582.0,134030.0,caice_voc_g48,C9H11NO2,264,165,,
838,,"blob633_g48_3,4 dihydroxybenzoic acid_CAICE_vocstand_incomplete",,false,866.1016949152541,865.0,788,16.58336817750028,1.2799998336000218,0,4198.0,132544.0,caice_voc_g48,-,14,0,,
969,,"blob436_g48_2,3-Pentanedione, 4-methyl-",,false,835.593220338983,,749,15.083368372500255,3.299999571000056,0,3525.0,131774.0,caice_voc_g48,C6H10O2,185,114,,
382,,"blob193_g48_Undecane, 3-methyl-",,false,1172.3404255319147,1172.0,886,29.833366455000505,0.7499999025000127,0,11940.0,131649.0,caice_voc_g48,C12H26,143,170,,
544,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,false,1642.857142857143,,795,45.58336440750077,1.1699998479000198,0,7070.0,131619.0,caice_voc_g48,C12H24,86,168,,
753,,blob503_g48_Cyclobutanol,,false,1245.4545454545455,1243.0,725,32.58336609750055,0.879999885600015,0,4883.0,131459.0,caice_voc_g48,C4H8O,181,72,,
800,,blob364_g48_gamma aminobutyric acid_CAICE_vocstand_incomplete,,false,1072.0,1072.0,835,25.83336697500044,4.229999450100071,0,4415.0,130056.0,caice_voc_g48,-,7,0,,
635,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1634.2857142857142,,800,45.333364440000764,0.8699998869000147,0,5991.0,130001.0,caice_voc_g48,C21H44,208,296,,
1306,,"blob289_g48_1-Hexadecanol, 2-methyl-",,false,,1776.0,637,54.50002991500092,1.3299998271000226,0,2510.0,129335.0,caice_voc_g48,C17H36O,81,256,,
1125,,"blob470_g48_4-Hepten-2-one, (E)-",,false,803.3898305084746,805.0,794,13.500035245000229,4.179999456600071,0,2990.0,128218.0,caice_voc_g48,C7H12O,178,112,,
429,,"blob198_g48_Undecane, 5-methyl-",,false,1157.4468085106382,1157.0,866,29.250033197500496,0.7399999038000126,0,9565.0,126799.0,caice_voc_g48,C12H26,142,170,,
871,,"blob376_g48_Oxalic acid, allyl hexadecyl ester",,false,,1797.0,686,54.08336330250092,1.1099998557000188,0,4092.0,126467.0,caice_voc_g48,C21H38O4,149,354,,
652,,blob621_g48_1-Methyl-2-phenylcyclopropane,,false,1131.9148936170213,1126.0,813,28.250033327500482,3.1699995879000538,0,5659.0,125523.0,caice_voc_g48,C10H12,288,132,,
738,,"blob500_g48_Tetradecane, 1-fluoro-",,false,1730.5555555555557,,726,48.16669740500082,2.779999638600047,0,4837.0,125148.0,caice_voc_g48,C14H29F,246,216,,
511,,"blob417_g48_Cyclobutene, 2-propenylidene-",,false,1290.909090909091,1291.0,830,34.25003254750058,2.0899997283000356,0,7349.0,124589.0,caice_voc_g48,C7H8,313,92,,
1123,,"blob422_g48_Cyclopentane, 1-hexyl-3-methyl-",,false,1642.857142857143,1643.0,607,45.58336440750077,2.3499996945000396,0,3050.0,124292.0,caice_voc_g48,C12H24,278,168,,
680,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1680.0,,792,46.66669760000079,0.8099998947000138,0,5542.0,124158.0,caice_voc_g48,C21H44,208,296,,
1106,,"blob310_g48_Decane, 2,5,9-trimethyl-",,false,1400.0,1413.0,789,38.00003206000064,1.589999793300027,0,3048.0,124146.0,caice_voc_g48,C13H28,159,184,,
1340,,"blob513_g48_Oxalic acid, allyl undecyl ester",,false,1159.5744680851062,,701,29.3333665200005,4.069999470900069,0,2448.0,123285.0,caice_voc_g48,C16H28O4,199,284,,
1009,,"blob259_g48_9-Octadecene, (E)-",,false,1575.6756756756758,,688,43.58336466750074,2.1999997140000374,0,3421.0,122904.0,caice_voc_g48,C18H36,247,252,,
772,,blob358_g48_Methyl Isobutyl Ketone,,false,1607.3199568817463,,629,36.33336561000062,2.139999721800036,0,4656.0,122341.0,caice_voc_g48,C6H12O,130,100,,
570,,"blob288_g48_Sulfurous acid, butyl 2-ethylhexyl ester",,false,1018.0,1018.0,826,23.583367267500403,0.6699999129000114,0,6769.0,121498.0,caice_voc_g48,C12H26O3S,174,250,,
616,,"blob259_g48_9-Octadecene, (E)-",,false,1766.666666666667,,704,49.25003059750084,1.129999853100019,0,6238.0,121215.0,caice_voc_g48,C18H36,247,252,,
1383,,blob378_g48_Dodecanal,,false,1639.9999999999998,,649,45.500031085000764,1.3899998193000236,0,2384.0,119911.0,caice_voc_g48,C12H24O,163,184,,
773,,"blob625_g48_Propane, 1-(1,1-dimethylethoxy)-2,2-dimethyl-",,false,1023.9999999999999,1024.0,618,23.833367235000406,1.129999853100019,0,4732.0,119879.0,caice_voc_g48,C9H20O,308,144,,
708,,"blob393_g48_Azetidine, 3-methyl-3-phenyl-",,false,1014.0,1014.0,862,23.4167006225004,3.3299995671000566,0,5362.0,119499.0,caice_voc_g48,C10H13N,189,147,,
1037,,blob657_g48_2-Hexyl-1-octanol,,false,,1773.0,687,55.25002981750094,1.229999840100021,0,3232.0,117038.0,caice_voc_g48,C14H30O,216,214,,
387,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1796.2920915816703,,813,39.916698477500674,0.8699998869000147,0,11527.0,116872.0,caice_voc_g48,C21H44,208,296,,
468,,blob318_g48_1-Hexadecanol,,false,1814.8103473055235,,693,39.83336515500068,1.289999832300022,0,8252.0,115937.0,caice_voc_g48,C16H34O,172,242,,
715,,"blob398_g48_Butane, 1-isocyano-",,false,919.9999999999999,920.0,823,19.166701175000323,3.769999509900064,0,5250.0,115761.0,caice_voc_g48,C5H9N,175,83,,
549,,"blob225_g48_Bicyclo[2.2.2]oct-7-en-2-one, 5-methylene-",,false,1086.0,1086.0,884,26.41670023250045,2.139999721800036,0,6960.0,115605.0,caice_voc_g48,C9H10O,167,134,,
592,,"blob402_g48_1,2,5-Oxadiazol-3-amine, 4-(phenylmethoxy)-",,false,1671.4285714285716,1671.0,787,46.416697632500785,1.7399997738000295,0,6309.0,115326.0,caice_voc_g48,C9H9N3O2,251,191,,
756,,blob232_g48_Geranylacetone_CAICE_vocstand_incomplete,,false,1788.888888888889,1770.0,701,49.91669717750084,2.6199996594000443,0,4935.0,115256.0,caice_voc_g48,-,4,0,,
412,,"blob377_g48_3,5-Dibutoxy-1,1,1,7,7,7-hexamethyl-3,5-bis(trimethylsiloxy)tetrasiloxane",,false,1259.0909090909095,1257.0,861,33.083366032500564,0.5899999233000099,0,10759.0,114223.0,caice_voc_g48,C20H54O7Si6,297,574,,
1288,,"blob513_g48_Oxalic acid, allyl undecyl ester",,false,,,659,50.333363790000845,1.7099997777000289,0,2620.0,114129.0,caice_voc_g48,C16H28O4,199,284,,
325,,"blob440_g48_2-Propanone, 1-hydroxy-",,false,,,841,11.500035505000195,3.829999502100065,0,15479.0,113070.0,caice_voc_g48,C3H6O2,100,74,,
785,,"blob486_g48_2,4-Pentadienoic acid, 1-cyclopenten-3-on-1-yl ester",,false,1014.0,1014.0,782,23.4167006225004,1.9099997517000324,0,4514.0,112392.0,caice_voc_g48,C10H10O3,310,178,,
1097,,blob695_g48_Z-10-Pentadecen-1-ol,,false,1570.2702702702707,1570.0,674,43.41669802250074,1.299999831000022,0,3133.0,112218.0,caice_voc_g48,C15H30O,296,226,,
852,,"blob477_g48_o-Toluic acid, 3,5-difluorophenyl ester",,false,1270.4545454545457,1270.0,840,33.50003264500057,1.4399998128000244,0,4054.0,112171.0,caice_voc_g48,C14H10F2O2,194,248,,
625,,"blob631_g48_Oxalic acid, cyclohexyl tetradecyl ester",,false,1621.954240542781,,797,36.416698932500616,1.0799998596000182,0,5972.0,112003.0,caice_voc_g48,C22H40O4,362,368,,
590,,"blob456_g48_Phosphonic acid, (p-hydroxyphenyl)-",,false,1140.4255319148933,1140.0,820,28.583366617500484,0.21999997140000374,0,6271.0,111886.0,caice_voc_g48,C6H7O4P,150,174,,
1271,,"blob480_g48_Sulfurous acid, butyl 2-ethylhexyl ester",,false,1608.5714285714287,,657,44.583364537500756,1.6399997868000278,0,2641.0,111615.0,caice_voc_g48,C12H26O3S,134,250,,
918,,"blob431_g48_Decane, 2,5,6-trimethyl-",,false,961.8181818181818,962.0,842,21.08336759250036,0.8099998947000138,0,3709.0,110907.0,caice_voc_g48,C13H28,265,184,,
496,,"blob448_g48_1-Undecene, 5-methyl-",,false,1490.2456875934613,1485.0,750,35.6666990300006,0.8399998908000142,0,7905.0,110498.0,caice_voc_g48,C12H24,341,168,,
677,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,false,1999.9929045440676,,753,39.00003193000066,0.879999885600015,0,5623.0,110478.0,caice_voc_g48,C21H44,208,296,,
1178,,blob232_g48_Geranylacetone_CAICE_vocstand_incomplete,,false,,1770.0,611,52.9166967875009,2.2299997101000377,0,2956.0,110177.0,caice_voc_g48,-,4,0,,
568,,blob404_g48_2-Decen-1-ol,,false,1222.727272727273,1223.0,834,31.75003287250054,2.0299997361000344,0,6748.0,110013.0,caice_voc_g48,C10H20O,272,156,,
749,,"blob464_g48_Oxalic acid, butyl cyclohexylmethyl ester",,false,1597.2972972972973,,700,44.25003124750074,1.289999832300022,0,4946.0,109767.0,caice_voc_g48,C13H22O4,225,242,,
978,,blob503_g48_Cyclobutanol,,false,1243.1818181818185,1243.0,712,32.500032775000555,0.999999870000017,0,3500.0,109405.0,caice_voc_g48,C4H8O,181,72,,
500,,blob173_g48_tert-Butyl glycidyl ether,,false,1044.0,1044.0,877,24.66670046000042,0.7799998986000132,0,8062.0,108592.0,caice_voc_g48,C7H14O2,108,130,,
657,,"blob502_g48_Octadecane, 6-methyl-",,false,1125.5319148936169,,337,28.000033360000476,0.7399999038000126,0,5639.0,108050.0,caice_voc_g48,C19H40,240,268,,
1004,,blob462_g48_1-Nonene,,false,894.9152542372881,895.0,816,18.000034660000306,1.229999840100021,0,3356.0,107614.0,caice_voc_g48,C9H18,259,126,,
1014,,"blob395_g48_1b,5,5,6a-Tetramethyl-octahydro-1-oxa-cyclopropa[a]inden-6-one",,false,1508.1081081081081,1508.0,579,41.5000316050007,1.3299998271000226,0,3246.0,107534.0,caice_voc_g48,C13H20O2,212,208,,
1110,,blob463_g48_4-Trifluoroacetoxypentadecane,,false,,1785.0,655,53.500030045000905,1.2199998414000206,0,3176.0,107348.0,caice_voc_g48,C17H31F3O2,317,324,,
631,,"blob131_g48_3-Eicosene, (E)-",,false,,1697.0,742,50.583363757500855,1.0999998570000187,0,5994.0,106948.0,caice_voc_g48,C20H40,58,280,,
1193,,"blob376_g48_Oxalic acid, allyl hexadecyl ester",,false,,1797.0,608,51.25003033750087,1.2499998375000212,0,2834.0,106680.0,caice_voc_g48,C21H38O4,149,354,,
763,,blob358_g48_Methyl Isobutyl Ketone,,false,1046.0,,689,24.75003378250042,2.2099997127000375,0,4829.0,106160.0,caice_voc_g48,C6H12O,130,100,,
709,,blob229_g48_1-Iodo-2-methylundecane,,false,1944.4381373725046,,807,39.25003189750066,0.7799998986000132,0,5347.0,106062.0,caice_voc_g48,C12H25I,138,296,,
1139,,"blob754_g48_4,6-di-tert-Butyl-m-cresol",,false,1564.8648648648648,1565.0,736,43.250031377500726,2.839999630800048,0,2915.0,105331.0,caice_voc_g48,C15H24O,378,220,,
539,,"blob456_g48_Phosphonic acid, (p-hydroxyphenyl)-",,false,1140.4255319148933,1140.0,798,28.583366617500484,0.30999995970000527,0,7110.0,104429.0,caice_voc_g48,C6H7O4P,150,174,,
560,,"blob326_g48_Dodecane, 2-methyl-",,false,1265.909090909091,1266.0,838,33.33336600000057,0.769999899900013,0,6861.0,103882.0,caice_voc_g48,C13H28,188,184,,
902,,"blob478_g48_2-Butanone, 3,3-dimethyl-1-thiocyanato-",,false,936.3636363636364,936.0,862,19.916701077500342,2.0199997374000342,0,3772.0,102899.0,caice_voc_g48,C7H11NOS,301,157,,
510,,"blob241_g48_Hexadecen-1-ol, trans-9-",,false,1250.0000000000002,1250.0,827,32.75003274250056,0.999999870000017,0,7535.0,101716.0,caice_voc_g48,C16H32O,195,240,,
695,,"blob520_g48_1-Decanol, 5,9-dimethyl-",,false,,1623.0,667,51.666696950000876,1.0099998687000171,0,5453.0,101309.0,caice_voc_g48,C12H26O,158,186,,
621,,blob229_g48_1-Iodo-2-methylundecane,,false,1562.1621621621623,,773,43.16669805500073,0.7999998960000135,0,6289.0,100632.0,caice_voc_g48,C12H25I,138,296,,
650,,"blob131_g48_3-Eicosene, (E)-",,false,,1697.0,726,50.75003040250086,0.9899998713000168,0,5803.0,98773.0,caice_voc_g48,C20H40,58,280,,
748,,"blob500_g48_Tetradecane, 1-fluoro-",,false,1521.6216216216214,,755,41.9166982175007,1.4499998115000245,0,4946.0,98728.0,caice_voc_g48,C14H29F,246,216,,
807,,blob287_g48_o-Xylene,,false,886.4406779661017,887.0,885,17.5833680475003,2.3999996880000407,0,4512.0,98132.0,caice_voc_g48,C8H10,162,106,,
639,,"blob134_g48_Heptane, 5-ethyl-2,2,3-trimethyl-",,false,1072.0,1060.0,848,25.83336697500044,0.6599999142000111,0,5981.0,97541.0,caice_voc_g48,C12H26,57,170,,
879,,"blob391_g48_Benzene, 1-ethyl-2-methyl-",,false,989.0909090909091,989.0,835,22.333367430000383,2.2699997049000387,0,3855.0,96757.0,caice_voc_g48,C9H12,176,120,,
1090,,blob150_g48_1-Octene,,false,1504.879971254497,,690,35.750032352500604,2.7999996360000474,0,3119.0,96386.0,caice_voc_g48,C8H16,84,112,,
898,,"blob560_g48_Benzene, 1-(1-hydroxyheptyl)-3-[1-(tetrahydropyran-2-yloxy)heptyl]-",,false,1772.2222222222224,1779.0,704,49.41669724250084,3.7499995125000636,0,3826.0,96369.0,caice_voc_g48,C25H42O3,153,390,,
998,,"blob531_g48_Cyclobutane, 1,2-diethyl-, cis-",,false,1119.1489361702127,1130.0,716,27.750033392500473,2.0499997335000346,0,3448.0,95737.0,caice_voc_g48,C8H16,224,112,,
1401,,"blob513_g48_Oxalic acid, allyl undecyl ester",,false,,,641,53.666696690000904,2.0399997348000345,0,2396.0,95383.0,caice_voc_g48,C16H28O4,199,284,,
1203,,blob567_g48_1-Iodo-2-methylundecane,,false,1758.3333333333333,,619,49.00003063000083,2.0299997361000344,0,2776.0,95119.0,caice_voc_g48,C12H25I,232,296,,
436,,"blob268_g48_3,5-Di-tert-butylbenzoic acid",,false,,,800,52.83336346500089,1.1599998492000196,0,9551.0,95050.0,caice_voc_g48,C15H22O2,95,234,,
942,,blob374_g48_4-Trifluoroacetoxyhexadecane,,false,,1623.0,639,51.25003033750087,1.1799998466000199,0,3609.0,95026.0,caice_voc_g48,C18H33F3O2,210,338,,
1179,,"blob668_g48_1,2,4,5-Tetrazine",,false,907.2727272727273,909.0,796,18.583367917500315,2.829999632100048,0,2777.0,94680.0,caice_voc_g48,C2H2N4,205,82,,
1003,,"blob650_g48_Benzene, (1-methylundecyl)-",,false,,,598,51.666696950000876,0.7299999051000123,0,3379.0,93543.0,caice_voc_g48,C18H30,263,246,,
1333,,"blob742_g48_2-Pentanol, 4,4-dimethyl-",,false,987.2727272727273,987.0,834,22.25003410750038,3.8899994943000658,0,2459.0,92094.0,caice_voc_g48,C7H16O,355,116,,
724,,"blob420_g48_Octane, 2,3,7-trimethyl-",,false,1254.545454545455,1255.0,849,32.916699387500564,0.769999899900013,0,5369.0,91563.0,caice_voc_g48,C11H24,320,156,,
693,,"blob342_g48_1,3,5-Cycloheptatriene, 7-ethyl-",,false,980.0,980.0,842,21.916700817500374,2.1899997153000372,0,5360.0,91459.0,caice_voc_g48,C9H12,186,120,,
793,,blob20_g48_1-Decene,,false,994.5454545454545,996.0,829,22.583367397500385,1.119999854400019,0,4585.0,91394.0,caice_voc_g48,C10H20,32,140,,
1187,,blob229_g48_1-Iodo-2-methylundecane,,false,1056.0,,736,25.166700395000426,0.7999998960000135,0,2780.0,90336.0,caice_voc_g48,C12H25I,138,296,,
873,,"blob477_g48_o-Toluic acid, 3,5-difluorophenyl ester",,false,1270.4545454545457,1270.0,816,33.50003264500057,1.4799998076000251,0,4021.0,89930.0,caice_voc_g48,C14H10F2O2,194,248,,
858,,"blob268_g48_3,5-Di-tert-butylbenzoic acid",,false,1090.0,,316,26.583366877500453,1.8399997608000311,0,3964.0,89866.0,caice_voc_g48,C15H22O2,95,234,,
627,,blob503_g48_Cyclobutanol,,false,,1243.0,522,3.416703222500058,4.999999350000085,0,5910.0,89401.0,caice_voc_g48,C4H8O,181,72,,
636,,"blob389_g48_Decane, 6-ethyl-2-methyl-",,false,1272.727272727273,1273.0,833,33.58336596750057,0.7899998973000134,0,6040.0,89189.0,caice_voc_g48,C13H28,261,184,,
