BlobID,Description,Compound Name,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Library RI,Characteristic Ions,Characteristic Ions Response,LRI I
1,,C14,,TRUE,0,38.08340724,0.93999985,1606011,1.80E+07,-,-1,-,-1,-1,,,,1400
2,,"blob2_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.58340972,0.55999991,1650464,3.01E+07,caice_voc_g48,859,C8H24O4Si4,16,296,993,,,992.7272727
3,,"blob3_g48_Cyclopentasiloxane, decamethyl-",,FALSE,0,29.00007536,0.49999992,1364344,2.15E+07,caice_voc_g48,856,C10H30O5Si5,18,370,1149,,,1148.93617
4,,"blob7_g48_Cyclohexasiloxane, dodecamethyl-",,FALSE,0,35.33340768,0.519999917,1230305,1.06E+07,caice_voc_g48,507,C12H36O6Si6,23,444,1320,,,1420.002661
5,,C12,,TRUE,0,31.00007504,0.839999866,1224949,9338470,-,-1,-,-1,-1,,,,1200
6,,"blob11_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,14.75007764,0.659999894,1096271,2.88E+07,caice_voc_g48,965,C6H18O3Si3,17,222,828,,,828.3333333
7,,"blob6_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.25007644,0.539999914,1107592,1.14E+07,caice_voc_g48,986,C8H24O4Si4,21,296,985,,,985.4545455
8,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,38.25007388,1.039999834,858070,6224018,caice_voc_g48,737,C12H24,86,168,,,,1509.099688
9,,C16,,TRUE,0,44.41673956,0.99999984,809661,5354473,-,-1,-,-1,-1,,,,1600
10,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,37.16674072,0.899999856,724074,4980853,caice_voc_g48,735,C19H40,62,268,1745,,,1750.009979
11,,blob16_g48_1-Dodecene,,FALSE,0,30.91674172,0.959999846,696768,4728049,caice_voc_g48,969,C12H24,29,168,1198,,,1197.87234
12,,blob567_g48_1-Iodo-2-methylundecane,,FALSE,0,36.50007416,0.879999859,608003,6329195,caice_voc_g48,721,C12H25I,232,296,,,,1630.007318
13,,blob318_g48_1-Hexadecanol,,FALSE,0,38.00007392,1.05999983,561261,3695189,caice_voc_g48,742,C16H34O,172,242,,,,1899.556873
14,,"blob8_g48_Furan, 2-[(2-ethoxy-3,4-dimethyl-2-cyclohexen-1-ylidene)methyl]-",,FALSE,0,47.16673912,3.399999456,494475,5157315,caice_voc_g48,914,C15H20O2,20,232,1694,,,1697.058824
15,,"blob15_g48_Pentadecane, 5-methyl-",,FALSE,0,43.00007312,0.959999846,542291,5532039,caice_voc_g48,971,C16H34,22,226,1554,,,1554.054054
16,,"blob18_g48_Hexadecen-1-ol, trans-9-",,FALSE,0,44.66673952,1.139999818,505795,4592887,caice_voc_g48,960,C16H32O,27,240,1609,,,1608.823529
17,,blob5_g48_2-Decen-1-ol,,FALSE,0,29.33340864,2.119999661,418847,5102075,caice_voc_g48,950,C10H20O,19,156,1157,,,1157.446809
18,,"blob25_g48_Cycloheptasiloxane, tetradecamethyl-",,FALSE,0,41.08340676,0.55999991,431121,2549256,caice_voc_g48,687,C14H42O7Si7,38,518,1492,,,1553.569735
19,,"blob80_g48_Octadecane, 2,6-dimethyl-",,FALSE,0,42.75007316,0.959999846,392053,1644786,caice_voc_g48,805,C20H42,45,282,1532,,,1545.945946
20,,"blob19_g48_Pentadecane, 3-methyl-",,FALSE,0,43.58340636,0.979999843,335872,2860870,caice_voc_g48,968,C16H34,30,226,1573,,,1572.972973
63,,blob20_g48_1-Decene,,FALSE,0,22.75007636,0.859999862,256363,2228225,caice_voc_g48,964,C10H20,32,140,996,,,996.3636364
64,,blob21_g48_1-Undecene,,FALSE,0,27.00007568,0.919999853,237849,1439946,caice_voc_g48,955,C11H22,34,154,1098,,,1098
65,,C11,,TRUE,0,27.083409,0.779999875,216169,1341324,-,-1,-,-1,-1,,,,1100
66,,C15,,TRUE,0,41.33340672,0.959999846,212799,1285489,-,-1,-,-1,-1,,,,1500
67,,blob32_g48_Cetene,,FALSE,0,44.33340624,1.139999818,163987,825840,caice_voc_g48,929,C16H32,41,224,1597,,,1597.297297
68,,"blob124_g48_2-Dodecene, (Z)-",,FALSE,0,31.33340832,0.979999843,168941,685895,caice_voc_g48,941,C12H24,90,168,1209,,,1209.090909
69,,C10,,TRUE,0,22.916743,0.719999885,169960,886741,-,-1,-,-1,-1,,,,1000
70,,C13,,TRUE,0,34.66674112,0.859999862,166290,630757,-,-1,-,-1,-1,,,,1300
71,,blob24_g48_2-Decen-1-ol,,FALSE,0,33.16674136,2.119999661,139848,927105,caice_voc_g48,944,C10H20O,36,156,1259,,,1259.090909
72,,"blob124_g48_2-Dodecene, (Z)-",,FALSE,0,31.75007492,0.99999984,156106,712640,caice_voc_g48,914,C12H24,90,168,1209,,,1220.454545
73,,"blob80_g48_Octadecane, 2,6-dimethyl-",,FALSE,0,42.25007324,0.93999985,111296,790254,caice_voc_g48,866,C20H42,45,282,1532,,,1529.72973
74,,blob82_g48_cis-2-Nonene,,FALSE,0,18.08341044,0.839999866,103389,803898,caice_voc_g48,946,C9H18,44,126,897,,,895
75,,blob318_g48_1-Hexadecanol,,FALSE,0,40.0000736,1.139999818,101213,480804,caice_voc_g48,786,C16H34O,172,242,,,,1785.705254
76,,"blob83_g48_Tetradecane, 4-ethyl-",,FALSE,0,42.5000732,0.93999985,104177,494942,caice_voc_g48,927,C16H34,47,226,1538,,,1537.837838
77,,blob154_g48_Geranylacetone_CAICE_vocstand_incomplete,,FALSE,0,53.00007152,3.359999462,85515,2498640,caice_voc_g48,872,-,5,0,,,,
78,,C17,,TRUE,0,47.25007244,1.039999834,93888,968201,-,-1,-,-1,-1,,,,1700
81,,"blob29_g48_Phenol, 3,5-bis(1,1-dimethylethyl)-",,FALSE,0,44.75007284,3.379999459,76620,1735963,caice_voc_g48,915,C14H22O,31,206,1611,,,1611.764706
82,,blob318_g48_1-Hexadecanol,,FALSE,0,37.83340728,1.979999683,80316,633245,caice_voc_g48,534,C16H34O,172,242,,,,1870.012641
91,,"blob123_g48_Cyclopentene, 1-ethenyl-3-methylene-",,FALSE,0,19.33341024,2.699999568,75357,799767,caice_voc_g48,961,C8H10,49,106,922,,,921.8181818
100,,"blob36_g48_2,2,7,7-Tetramethyloctane",,FALSE,0,23.91674284,0.639999898,84873,455311,caice_voc_g48,923,C12H26,42,170,1024,,,1024
108,,"blob31_g48_2-Octen-1-ol, (E)-",,FALSE,0,25.16674264,2.159999654,69804,658842,caice_voc_g48,931,C8H16O,37,128,1054,,,1054
117,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,51.6667384,2.719999565,65476,1054807,caice_voc_g48,833,C20H40,58,280,1697,,,
118,,blob150_g48_1-Octene,,FALSE,0,37.83340728,1.039999834,72137,382255,caice_voc_g48,721,C8H16,84,112,,,,1870.012641
119,,"blob133_g48_Sulfurous acid, hexyl tetradecyl ester",,FALSE,0,48.7500722,1.039999834,70760,604607,caice_voc_g48,919,C20H42O3S,63,362,1752,,,1752.941176
121,,"blob137_g48_ethanone, 2,2-dichloro-2-fluoro-1-phenyl-",,FALSE,0,24.1667428,2.959999526,62060,1203157,caice_voc_g48,966,C8H5Cl2FO,40,206,1030,,,1030
123,,"blob77_g48_Tetrasiloxane, decamethyl-",,FALSE,0,25.58340924,0.49999992,78175,299017,caice_voc_g48,920,C10H30O3Si4,52,310,1064,,,1064
124,,blob139_g48_Acetophenone_CAICE_vocstand_incomplete,,FALSE,0,28.83340872,2.279999635,58307,971773,caice_voc_g48,946,-,3,0,1145,,,1144.680851
125,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,47.25007244,1.199999808,64661,500557,caice_voc_g48,897,C20H40,58,280,1697,,,1700
126,,"blob30_g48_Octane, 2,2,6-trimethyl-",,FALSE,0,21.16674328,0.639999898,67640,329850,caice_voc_g48,930,C11H24,43,156,962,,,961.8181818
127,,C9,,TRUE,0,18.3334104,0.679999891,69015,344070,-,-1,-,-1,-1,,,,900
128,,C18,,TRUE,0,50.08340532,1.079999827,63732,666960,-,-1,-,-1,-1,,,,1800
130,MT,blob168_g48_Limonene_CAICE_vocstand_incomplete,,TRUE,0,24.75007604,1.55999975,56308,485271,caice_voc_g48,920,-,6,0,1044,,,1044
131,,"blob259_g48_9-Octadecene, (E)-",,FALSE,0,38.83340712,1.079999827,61093,324972,caice_voc_g48,736,C18H36,247,252,,,,1890.948595
132,,"blob283_g48_Cyclopropane, 1-heptyl-2-methyl-",,FALSE,0,41.2500734,1.099999824,60900,364874,caice_voc_g48,818,C11H22,135,154,1532,,,1517.856578
133,,"blob165_g48_2-Propenoic acid, tridecyl ester",,FALSE,0,48.25007228,2.119999661,52151,659770,caice_voc_g48,905,C16H30O2,71,254,1733,,,1735.294118
134,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,48.58340556,1.039999834,56720,693911,caice_voc_g48,918,C19H40,62,268,1745,,,1747.058824
135,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,36.08340756,0.859999862,58201,352171,caice_voc_g48,787,C21H44,208,296,,,,1555.005655
136,,blob88_g48_2-Ethyl-1-hexanol,,FALSE,0,26.58340908,4.319999309,46486,703727,caice_voc_g48,934,C8H18O,39,130,1088,,,1088
137,,"blob143_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,41.75007332,0.919999853,53252,605583,caice_voc_g48,859,C19H40,51,268,1516,,,1513.513514
139,,blob84_g48_Styrene_CAICE_vocstand_incomplete,,FALSE,0,19.50007688,3.859999382,43338,923545,caice_voc_g48,939,-,2,0,925,,,925.4545455
140,,"blob85_g48_Cyclopropane, nonyl-",,FALSE,0,34.5834078,0.99999984,49207,237657,caice_voc_g48,907,C12H24,69,168,1298,,,1297.727273
142,,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,,FALSE,0,26.6667424,1.519999757,44976,316975,caice_voc_g48,877,-,1,0,1090,,,1090
144,,blob229_g48_1-Iodo-2-methylundecane,,FALSE,0,53.16673816,1.239999802,45276,685327,caice_voc_g48,883,C12H25I,138,296,,,,
