BlobID,Description,Compound Name,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Library RI,Characteristic Ions,Characteristic Ions Response,LRI I
1,,C14,,TRUE,0,38.00004862,0.989999,491152,1.41E+07,-,-1,-,-1,-1,,,,1400
2,,C12,,TRUE,0,30.91672244,0.889999101,378299,7397305,-,-1,-,-1,-1,,,,1200
3,,C16,,TRUE,0,44.33337556,1.059998929,317602,5408133,-,-1,-,-1,-1,,,,1600
4,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,38.16671512,1.109998879,315740,5701514,caice_voc_g48,735,C12H24,86,168,,,,1500.004761
5,,"blob6_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.50006428,0.579999414,291972,5772678,caice_voc_g48,953,C8H24O4Si4,21,296,985,,,992.7272727
6,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,37.08338288,0.939999051,283621,5237738,caice_voc_g48,735,C19H40,62,268,1745,,,1739.030638
7,,blob567_g48_1-Iodo-2-methylundecane,,FALSE,0,36.50005014,0.919999071,258583,6364966,caice_voc_g48,729,C12H25I,232,296,,,,1636.590156
8,,"blob15_g48_Pentadecane, 5-methyl-",,FALSE,0,42.91671032,1.00999898,247696,7756826,caice_voc_g48,947,C16H34,22,226,1554,,,1554.054054
9,,"blob8_g48_Furan, 2-[(2-ethoxy-3,4-dimethyl-2-cyclohexen-1-ylidene)methyl]-",,FALSE,0,47.08337278,3.519996445,243710,8391660,caice_voc_g48,941,C15H20O2,20,232,1694,,,1694.285714
10,,"blob18_g48_Hexadecen-1-ol, trans-9-",,FALSE,0,44.66670855,1.189998798,221202,5860654,caice_voc_g48,945,C16H32O,27,240,1609,,,1611.428571
11,,blob318_g48_1-Hexadecanol,,FALSE,0,37.91671537,1.119998869,218858,4400507,caice_voc_g48,757,C16H34O,172,242,,,,1885.374184
12,,blob16_g48_1-Dodecene,,FALSE,0,30.83338919,1.01999897,218978,3847547,caice_voc_g48,965,C12H24,29,168,1198,,,1197.87234
13,,"blob7_g48_Cyclohexasiloxane, dodecamethyl-",,FALSE,0,35.2500514,0.579999414,215346,2828500,caice_voc_g48,495,C12H36O6Si6,23,444,1320,,,1417.074837
14,,blob5_g48_2-Decen-1-ol,,FALSE,0,29.25005746,2.229997748,200241,5887353,caice_voc_g48,953,C10H20O,19,156,1157,,,1157.446809
15,,C15,,TRUE,0,41.25004534,1.00999898,191329,3179308,-,-1,-,-1,-1,,,,1500
16,,"blob19_g48_Pentadecane, 3-methyl-",,FALSE,0,43.50004307,1.02999896,187405,3805566,caice_voc_g48,934,C16H34,30,226,1573,,,1572.972973
17,,"blob3_g48_Cyclopentasiloxane, decamethyl-",,FALSE,0,28.91672446,0.559999434,181113,2403206,caice_voc_g48,895,C10H30O5Si5,18,370,1149,,,1148.93617
18,,"blob11_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,14.7500721,0.709999283,159863,4170639,caice_voc_g48,959,C6H18O3Si3,17,222,828,,,827.5862069
19,,"blob86_g48_E,Z-4-Ethylidenecyclohexene",,FALSE,0,17.25006958,1.759998222,155034,3050247,caice_voc_g48,905,C8H12,46,108,878,,,879.3103448
20,,blob24_g48_2-Decen-1-ol,,FALSE,0,33.08338692,2.219997758,147251,2469636,caice_voc_g48,941,C10H20O,36,156,1259,,,1259.090909
21,,"blob25_g48_Cycloheptasiloxane, tetradecamethyl-",,FALSE,0,41.00004559,0.599999394,137657,1713280,caice_voc_g48,651,C14H42O7Si7,38,518,1492,,,1555.55438
22,,blob21_g48_1-Undecene,,FALSE,0,26.91672648,0.96999902,129885,1935151,caice_voc_g48,953,C11H22,34,154,1098,,,1098
23,,blob20_g48_1-Decene,,FALSE,0,22.66673077,0.929999061,118162,1656702,caice_voc_g48,943,C10H20,32,140,996,,,996.3636364
24,,C17,,TRUE,0,47.25003928,1.089998899,113154,1788285,-,-1,-,-1,-1,,,,1700
25,,blob32_g48_Cetene,,FALSE,0,44.25004231,1.199998788,111343,1390793,caice_voc_g48,923,C16H32,41,224,1597,,,1597.297297
26,,C13,,TRUE,0,34.5833854,0.919999071,103207,1054329,-,-1,-,-1,-1,,,,1300
27,,C11,,TRUE,0,27.00005973,0.819999172,97102,1615857,-,-1,-,-1,-1,,,,1100
28,,"blob11_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,15.0834051,0.669999323,92213,3254898,caice_voc_g48,924,C6H18O3Si3,17,222,828,,,834.4827586
29,,"blob80_g48_Octadecane, 2,6-dimethyl-",,FALSE,0,42.25004433,0.97999901,93325,1417118,caice_voc_g48,920,C20H42,45,282,1532,,,1532.432432
30,,blob318_g48_1-Hexadecanol,,FALSE,0,37.75004887,2.059997919,87678,1714811,caice_voc_g48,575,C16H34O,172,242,,,,1856.105475
31,,"blob83_g48_Tetradecane, 4-ethyl-",,FALSE,0,42.41671083,0.97999901,88311,856407,caice_voc_g48,905,C16H34,47,226,1538,,,1537.837838
32,,"blob124_g48_2-Dodecene, (Z)-",,FALSE,0,31.25005544,1.02999896,86991,746403,caice_voc_g48,907,C12H24,90,168,1209,,,1209.090909
33,,blob220_g48_1-Iodo-2-methylundecane,,FALSE,0,52.83336697,2.119997859,81487,1.89E+07,caice_voc_g48,802,C12H25I,109,296,1689,,,
34,,blob82_g48_cis-2-Nonene,,FALSE,0,18.08340207,0.879999111,81752,934981,caice_voc_g48,934,C9H18,44,126,897,,,896.5517241
35,,blob318_g48_1-Hexadecanol,,FALSE,0,39.91671335,1.179998808,78707,764614,caice_voc_g48,788,C16H34O,172,242,,,,1796.290027
36,,"blob124_g48_2-Dodecene, (Z)-",,FALSE,0,31.66672168,1.04999894,75082,749298,caice_voc_g48,887,C12H24,90,168,1209,,,1220.454545
37,,C10,,TRUE,0,22.83339727,0.769999222,73703,750759,-,-1,-,-1,-1,,,,1000
38,,blob220_g48_1-Iodo-2-methylundecane,,FALSE,0,55.4166977,2.129997849,70765,1.06E+07,caice_voc_g48,810,C12H25I,109,296,1689,,,
