BlobID,Description,Compound Name,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Library RI,Characteristic Ions,Characteristic Ions Response,LRI I
1,,C14,,TRUE,0,38.08340029,0.959999923,1647831,2.04E+07,-,-1,-,-1,-1,,,,1400
2,,"blob6_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.58340153,0.579999954,1433877,1.91E+07,caice_voc_g48,942,C8H24O4Si4,21,296,985,,,992.7272727
3,,"blob3_g48_Cyclopentasiloxane, decamethyl-",,FALSE,0,29.00006768,0.539999957,1408568,1.24E+07,caice_voc_g48,956,C10H30O5Si5,18,370,1149,,,1148.93617
4,,C12,,TRUE,0,31.00006752,0.839999933,1320668,1.05E+07,-,-1,-,-1,-1,,,,1200
5,,C16,,TRUE,0,44.41673311,1.019999918,1054088,7462720,-,-1,-,-1,-1,,,,1600
6,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,38.25006694,1.059999915,938816,6911472,caice_voc_g48,733,C12H24,86,168,,,,1509.098869
7,,"blob11_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,14.75006882,0.659999947,869780,2.38E+07,caice_voc_g48,990,C6H18O3Si3,17,222,828,,,828.3333333
8,,"blob7_g48_Cyclohexasiloxane, dodecamethyl-",,FALSE,0,35.33340051,0.539999957,940823,5103881,caice_voc_g48,499,C12H36O6Si6,23,444,1320,,,1420.002411
9,,blob16_g48_1-Dodecene,,FALSE,0,30.91673419,0.979999922,891112,6084328,caice_voc_g48,957,C12H24,29,168,1198,,,1197.87234
10,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,37.16673369,0.899999928,815854,5691316,caice_voc_g48,726,C19H40,62,268,1745,,,1750.00904
11,,blob5_g48_2-Decen-1-ol,,FALSE,0,29.33340099,2.139999829,749246,1.06E+07,caice_voc_g48,958,C10H20O,19,156,1157,,,1157.446809
12,,blob318_g48_1-Hexadecanol,,FALSE,0,38.00006696,1.079999914,705804,4223361,caice_voc_g48,743,C16H34O,172,242,,,,1899.598563
13,,blob567_g48_1-Iodo-2-methylundecane,,FALSE,0,36.50006708,0.87999993,719063,7108105,caice_voc_g48,727,C12H25I,232,296,,,,1630.006629
14,,"blob18_g48_Hexadecen-1-ol, trans-9-",,FALSE,0,44.66673309,1.159999907,657966,6239919,caice_voc_g48,963,C16H32O,27,240,1609,,,1608.823529
15,,"blob6_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.16673489,0.539999957,647534,4473306,caice_voc_g48,935,C8H24O4Si4,21,296,985,,,983.6363636
16,,"blob15_g48_Pentadecane, 5-methyl-",,FALSE,0,43.00006656,0.959999923,643212,7144955,caice_voc_g48,981,C16H34,22,226,1554,,,1554.054054
17,,"blob8_g48_Furan, 2-[(2-ethoxy-3,4-dimethyl-2-cyclohexen-1-ylidene)methyl]-",,FALSE,0,47.16673289,3.399999728,489708,5291774,caice_voc_g48,906,C15H20O2,20,232,1694,,,1697.058824
18,,"blob15_g48_Pentadecane, 5-methyl-",,FALSE,0,42.75006658,0.959999923,521465,2222009,caice_voc_g48,798,C16H34,22,226,1554,,,1545.945946
19,,blob20_g48_1-Decene,,FALSE,0,22.75006818,0.87999993,475444,3295729,caice_voc_g48,961,C10H20,32,140,996,,,996.3636364
20,,blob21_g48_1-Undecene,,FALSE,0,27.00006784,0.919999926,449305,2983609,caice_voc_g48,967,C11H22,34,154,1098,,,1098
