r_date,Compound.Name,volume_tot,File_num,Category,Sample_Number,Sample_Time,amt_sampled_cm3,Quant_category,cal_curve,Extracted_Chla,Bulk_HB,T_O_D,Usable,Event,quant.proxy,quant_mw,keep,Class,quant.factor,vol_ng,vol_ng_per_L,vol_mol_per_L,vol_ppt,vol_ppt_vocus,vol_ppt.max,vol_ppt.mean,vol_ppt.sd,vol_zscore,quant.proxy.f
7/30/2019 13:34,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,2239579,NA,Sample,g36,7/30/2019 13:34,2000,2,cc_1,1.589375316,2.90E+09,Day,TRUE,NA,benzophenone,182,1,Anthropogenic,2090000,1.0715689,0.53578445,2.94E-12,71.98905846,,71.98905846,12.63778323,16.92551692,3.506615221,benzophenone
7/31/2019 13:56,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,1288103,NA,Sample,g38,7/31/2019 13:56,2000,2,cc_1,2.848445838,1.50E+09,Day,TRUE,NA,benzophenone,182,1,Anthropogenic,2090000,0.616317225,0.308158612,1.69E-12,41.40480071,,71.98905846,12.63778323,16.92551692,1.699624161,benzophenone
8/2/2019 6:13,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,340686,NA,Sample,g41,8/2/2019 6:13,2000,2,cc_1,NA,NA,Night,TRUE,NA,benzophenone,182,1,Anthropogenic,2090000,0.163007656,0.081503828,4.48E-13,10.95101551,,71.98905846,12.63778323,16.92551692,-0.099658269,benzophenone
8/2/2019 13:36,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,310754,NA,Sample,g43,8/2/2019 13:36,2000,2,cc_1,17.464382,7.60E+09,Day,TRUE,NA,benzophenone,182,1,Anthropogenic,2090000,0.148686124,0.074343062,4.08E-13,9.98888089,,71.98905846,12.63778323,16.92551692,-0.156503483,benzophenone
8/3/2019 13:50,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,35799,NA,Sample,g46,8/3/2019 13:50,2100,1,cc_2,18.74240276,5.00E+09,Day,TRUE,Peak Chla,benzophenone,182,1,Anthropogenic,1480000,0.024188514,0.01151834,6.33E-14,1.547626915,,71.98905846,12.63778323,16.92551692,-0.655232946,benzophenone
8/4/2019 13:41,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,121884,NA,Sample,g48,8/4/2019 13:41,2000,1,cc_2,6.753826262,4.20E+09,Day,TRUE,NA,benzophenone,182,1,Anthropogenic,1480000,0.082354054,0.041177027,2.26E-13,5.5326268,,71.98905846,12.63778323,16.92551692,-0.419789627,benzophenone
8/5/2019 13:34,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,89194,NA,Sample,g49,8/5/2019 13:34,2000,1,cc_2,14.61165707,4.60E+09,Day,TRUE,NA,benzophenone,182,1,Anthropogenic,1480000,0.060266216,0.030133108,1.66E-13,4.048744009,,71.98905846,12.63778323,16.92551692,-0.50746097,benzophenone
8/6/2019 5:20,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,57758,NA,Sample,g50,8/6/2019 5:20,2000,1,cc_2,NA,NA,Night,TRUE,NA,benzophenone,182,1,Anthropogenic,1480000,0.039025676,0.019512838,1.07E-13,2.621783489,,71.98905846,12.63778323,16.92551692,-0.591769208,benzophenone
8/6/2019 13:39,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,82560,NA,Sample,g52,8/6/2019 13:39,2000,1,cc_2,4.327583712,9.60E+09,Day,TRUE,NA,benzophenone,182,1,Anthropogenic,1480000,0.055783784,0.027891892,1.53E-13,3.747609765,,71.98905846,12.63778323,16.92551692,-0.525252701,benzophenone
8/7/2019 14:01,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,83988,NA,Sample,g53,8/7/2019 14:01,2000,1,cc_2,4.946981612,1.30E+10,Day,TRUE,Peak HB,benzophenone,182,1,Anthropogenic,1480000,0.056748649,0.028374324,1.56E-13,3.812430341,,71.98905846,12.63778323,16.92551692,-0.521422946,benzophenone
8/8/2019 5:46,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,111148,NA,Sample,g56,8/8/2019 5:46,2000,1,cc_2,NA,NA,Night,TRUE,NA,benzophenone,182,1,Anthropogenic,1480000,0.0751,0.03755,2.06E-13,5.045292275,,71.98905846,12.63778323,16.92551692,-0.448582516,benzophenone
8/9/2019 13:52,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,122314,NA,Sample,g58,8/9/2019 13:52,2000,1,cc_2,5.958272598,4.50E+09,Day,TRUE,NA,benzophenone,182,1,Anthropogenic,1480000,0.082644595,0.041322297,2.27E-13,5.552145601,,71.98905846,12.63778323,16.92551692,-0.41863641,benzophenone
8/10/2019 5:40,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,120732,NA,Sample,g60,8/10/2019 5:40,2000,1,cc_2,NA,NA,Night,TRUE,NA,benzophenone,182,1,Anthropogenic,1480000,0.081575676,0.040787838,2.24E-13,5.480334571,,71.98905846,12.63778323,16.92551692,-0.422879177,benzophenone
8/10/2019 13:45,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,366302,NA,Sample,g61,8/10/2019 13:45,2700,1,cc_2,6.524895086,6.00E+09,Day,TRUE,NA,benzophenone,182,1,Anthropogenic,1480000,0.247501351,0.091667167,5.04E-13,12.3165819,,71.98905846,12.63778323,16.92551692,-0.018977343,benzophenone
8/11/2019 13:45,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,116998,NA,Sample,g62,8/11/2019 13:45,2000,1,cc_2,2.945795076,4.90E+09,Day,TRUE,NA,benzophenone,182,1,Anthropogenic,1480000,0.079052703,0.039526351,2.17E-13,5.310838752,,71.98905846,12.63778323,16.92551692,-0.432893395,benzophenone
8/12/2019 5:01,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,441674,NA,Sample,g63,8/12/2019 5:01,2000,1,cc_2,NA,NA,Night,TRUE,NA,benzophenone,182,1,Anthropogenic,1480000,0.298428378,0.149214189,8.20E-13,20.04871361,,71.98905846,12.63778323,16.92551692,0.437855483,benzophenone
7/24/2019 13:59,blob84_g48_Styrene_CAICE_vocstand_incomplete,4272766,NA,Sample,g27,7/24/2019 13:59,2016,2,cc_1,0.725469902,4.40E+09,Day,TRUE,NA,styrene,104,1,Anthropogenic,1410000,3.030330496,1.503140127,1.45E-11,353.4385413,,528.1640354,202.2430673,122.0317711,1.238984509,styrene
7/27/2019 6:08,blob84_g48_Styrene_CAICE_vocstand_incomplete,4935440,NA,Sample,g32,7/27/2019 6:08,2000,2,cc_1,NA,NA,Night,TRUE,NA,styrene,104,1,Anthropogenic,1410000,3.500312057,1.750156028,1.68E-11,411.5202452,,528.1640354,202.2430673,122.0317711,1.714940101,styrene
7/27/2019 14:13,blob84_g48_Styrene_CAICE_vocstand_incomplete,6334371,NA,Sample,g33,7/27/2019 14:13,2000,2,cc_1,0.656432382,1.50E+09,Day,TRUE,NA,styrene,104,1,Anthropogenic,1410000,4.492461702,2.246230851,2.16E-11,528.1640354,,528.1640354,202.2430673,122.0317711,2.670787822,styrene
7/30/2019 13:34,blob84_g48_Styrene_CAICE_vocstand_incomplete,4001358,NA,Sample,g36,7/30/2019 13:34,2000,2,cc_1,1.589375316,2.90E+09,Day,TRUE,NA,styrene,104,1,Anthropogenic,1410000,2.837842553,1.418921277,1.36E-11,333.6358714,,528.1640354,202.2430673,122.0317711,1.076709802,styrene
7/31/2019 13:56,blob84_g48_Styrene_CAICE_vocstand_incomplete,3372214,NA,Sample,g38,7/31/2019 13:56,2000,2,cc_1,2.848445838,1.50E+09,Day,TRUE,NA,styrene,104,1,Anthropogenic,1410000,2.391641135,1.195820567,1.15E-11,281.1774294,,528.1640354,202.2430673,122.0317711,0.64683452,styrene
8/2/2019 6:13,blob84_g48_Styrene_CAICE_vocstand_incomplete,2066441,NA,Sample,g41,8/2/2019 6:13,2000,2,cc_1,NA,NA,Night,TRUE,NA,styrene,104,1,Anthropogenic,1410000,1.465560993,0.732780496,7.05E-12,172.3012147,,528.1640354,202.2430673,122.0317711,-0.245361125,styrene
8/2/2019 13:36,blob84_g48_Styrene_CAICE_vocstand_incomplete,1827800,NA,Sample,g43,8/2/2019 13:36,2000,2,cc_1,17.464382,7.60E+09,Day,TRUE,NA,styrene,104,1,Anthropogenic,1410000,1.296312057,0.648156028,6.23E-12,152.4031706,,528.1640354,202.2430673,122.0317711,-0.408417385,styrene
8/3/2019 13:50,blob84_g48_Styrene_CAICE_vocstand_incomplete,1841488,NA,Sample,g46,8/3/2019 13:50,2100,1,cc_2,18.74240276,5.00E+09,Day,TRUE,Peak Chla,styrene,104,1,Anthropogenic,992000,1.85633871,0.883970814,8.50E-12,207.8511174,,528.1640354,202.2430673,122.0317711,0.045955656,styrene
8/4/2019 13:41,blob84_g48_Styrene_CAICE_vocstand_incomplete,1671720,NA,Sample,g48,8/4/2019 13:41,2000,1,cc_2,6.753826262,4.20E+09,Day,TRUE,NA,styrene,104,1,Anthropogenic,992000,1.685201613,0.842600806,8.10E-12,198.1236443,,528.1640354,202.2430673,122.0317711,-0.033756972,styrene
8/5/2019 13:34,blob84_g48_Styrene_CAICE_vocstand_incomplete,1093258,NA,Sample,g49,8/5/2019 13:34,2000,1,cc_2,14.61165707,4.60E+09,Day,TRUE,NA,styrene,104,1,Anthropogenic,992000,1.102074597,0.551037298,5.30E-12,129.5673074,,528.1640354,202.2430673,122.0317711,-0.595547859,styrene
8/6/2019 5:20,blob84_g48_Styrene_CAICE_vocstand_incomplete,1032668,NA,Sample,g50,8/6/2019 5:20,2000,1,cc_2,NA,NA,Night,TRUE,NA,styrene,104,1,Anthropogenic,992000,1.040995968,0.520497984,5.00E-12,122.3864927,,528.1640354,202.2430673,122.0317711,-0.654391672,styrene
8/6/2019 13:39,blob84_g48_Styrene_CAICE_vocstand_incomplete,862942,NA,Sample,g52,8/6/2019 13:39,2000,1,cc_2,4.327583712,9.60E+09,Day,TRUE,NA,styrene,104,1,Anthropogenic,992000,0.86990121,0.434950605,4.18E-12,102.2714413,,528.1640354,202.2430673,122.0317711,-0.819226216,styrene
8/7/2019 14:01,blob84_g48_Styrene_CAICE_vocstand_incomplete,1013664,NA,Sample,g53,8/7/2019 14:01,2000,1,cc_2,4.946981612,1.30E+10,Day,TRUE,Peak HB,styrene,104,1,Anthropogenic,992000,1.02183871,0.510919355,4.91E-12,120.1342365,,528.1640354,202.2430673,122.0317711,-0.672847982,styrene
8/8/2019 5:46,blob84_g48_Styrene_CAICE_vocstand_incomplete,1042162,NA,Sample,g56,8/8/2019 5:46,2000,1,cc_2,NA,NA,Night,TRUE,NA,styrene,104,1,Anthropogenic,992000,1.050566532,0.525283266,5.05E-12,123.5116727,,528.1640354,202.2430673,122.0317711,-0.645171286,styrene
8/9/2019 13:52,blob84_g48_Styrene_CAICE_vocstand_incomplete,910954,NA,Sample,g58,8/9/2019 13:52,2000,1,cc_2,5.958272598,4.50E+09,Day,TRUE,NA,styrene,104,1,Anthropogenic,992000,0.918300403,0.459150202,4.41E-12,107.9615763,,528.1640354,202.2430673,122.0317711,-0.772597908,styrene
8/10/2019 5:40,blob84_g48_Styrene_CAICE_vocstand_incomplete,1218674,NA,Sample,g60,8/10/2019 5:40,2000,1,cc_2,NA,NA,Night,TRUE,NA,styrene,104,1,Anthropogenic,992000,1.228502016,0.614251008,5.91E-12,144.4309658,,528.1640354,202.2430673,122.0317711,-0.473746313,styrene
8/10/2019 13:45,blob84_g48_Styrene_CAICE_vocstand_incomplete,1426854,NA,Sample,g61,8/10/2019 13:45,2700,1,cc_2,6.524895086,6.00E+09,Day,TRUE,NA,styrene,104,1,Anthropogenic,992000,1.438360887,0.532726254,5.12E-12,125.2617683,,528.1640354,202.2430673,122.0317711,-0.630829975,styrene
8/11/2019 13:45,blob84_g48_Styrene_CAICE_vocstand_incomplete,978401,NA,Sample,g62,8/11/2019 13:45,2000,1,cc_2,2.945795076,4.90E+09,Day,TRUE,NA,styrene,104,1,Anthropogenic,992000,0.986291331,0.493145665,4.74E-12,115.9550473,,528.1640354,202.2430673,122.0317711,-0.707094712,styrene
8/12/2019 5:01,blob84_g48_Styrene_CAICE_vocstand_incomplete,949438,NA,Sample,g63,8/12/2019 5:01,2000,1,cc_2,NA,NA,Night,TRUE,NA,styrene,104,1,Anthropogenic,992000,0.957094758,0.478547379,4.60E-12,112.5225017,,528.1640354,202.2430673,122.0317711,-0.735223006,styrene
7/24/2019 13:59,monoterpene,327857,NA,Sample,g27,7/24/2019 13:59,2016,2,cc_1,0.725469902,4.40E+09,Day,TRUE,NA,limonene,136,1,Biogenic,1580000,0.20750443,0.102928785,7.57E-13,18.5074129,37,152.1286709,29.12626094,40.87906758,-0.259762481,limonene
7/27/2019 6:08,monoterpene,2344554,NA,Sample,g32,7/27/2019 6:08,2000,2,cc_1,NA,NA,Night,TRUE,NA,limonene,136,1,Biogenic,1580000,1.483894937,0.741947468,5.46E-12,133.4080467,,152.1286709,29.12626094,40.87906758,2.550982495,limonene
7/27/2019 14:13,monoterpene,2673556,NA,Sample,g33,7/27/2019 14:13,2000,2,cc_1,0.656432382,1.50E+09,Day,TRUE,NA,limonene,136,1,Biogenic,1580000,1.692124051,0.846062025,6.22E-12,152.1286709,204,152.1286709,29.12626094,40.87906758,3.008933844,limonene
7/30/2019 13:34,monoterpene,588165,NA,Sample,g36,7/30/2019 13:34,2000,2,cc_1,1.589375316,2.90E+09,Day,TRUE,NA,limonene,136,1,Biogenic,1580000,0.372256329,0.186128165,1.37E-12,33.46732206,33,152.1286709,29.12626094,40.87906758,0.106192763,limonene
7/31/2019 13:56,monoterpene,447039,NA,Sample,g38,7/31/2019 13:56,2000,2,cc_1,2.848445838,1.50E+09,Day,TRUE,NA,limonene,136,1,Biogenic,1580000,0.282936076,0.141468038,1.04E-12,25.43707665,55,152.1286709,29.12626094,40.87906758,-0.090246292,limonene
8/2/2019 6:13,monoterpene,430855,NA,Sample,g41,8/2/2019 6:13,2000,2,cc_1,NA,NA,Night,TRUE,NA,limonene,136,1,Biogenic,1580000,0.272693038,0.136346519,1.00E-12,24.51618687,,152.1286709,29.12626094,40.87906758,-0.112773464,limonene
8/2/2019 13:36,monoterpene,322195,NA,Sample,g43,8/2/2019 13:36,2000,2,cc_1,17.464382,7.60E+09,Day,TRUE,NA,limonene,136,1,Biogenic,1580000,0.203920886,0.101960443,7.50E-13,18.33329734,21,152.1286709,29.12626094,40.87906758,-0.264021765,limonene
8/3/2019 13:50,monoterpene,293756,NA,Sample,g46,8/3/2019 13:50,2100,1,cc_2,18.74240276,5.00E+09,Day,TRUE,Peak Chla,limonene,136,1,Biogenic,2790000,0.105288889,0.050137566,3.69E-13,9.015132543,20,152.1286709,29.12626094,40.87906758,-0.491966417,limonene
8/4/2019 13:41,monoterpene,303593,NA,Sample,g48,8/4/2019 13:41,2000,1,cc_2,6.753826262,4.20E+09,Day,TRUE,NA,limonene,136,1,Biogenic,2790000,0.108814695,0.054407348,4.00E-13,9.782873169,15,152.1286709,29.12626094,40.87906758,-0.47318564,limonene
8/5/2019 13:34,monoterpene,215674,NA,Sample,g49,8/5/2019 13:34,2000,1,cc_2,14.61165707,4.60E+09,Day,TRUE,NA,limonene,136,1,Biogenic,2790000,0.077302509,0.038651254,2.84E-13,6.949802492,22,152.1286709,29.12626094,40.87906758,-0.542489341,limonene
8/6/2019 5:20,monoterpene,281037,NA,Sample,g50,8/6/2019 5:20,2000,1,cc_2,NA,NA,Night,TRUE,NA,limonene,136,1,Biogenic,2790000,0.100730108,0.050365054,3.70E-13,9.056036624,,152.1286709,29.12626094,40.87906758,-0.490965805,limonene
8/6/2019 13:39,monoterpene,364849,NA,Sample,g52,8/6/2019 13:39,2000,1,cc_2,4.327583712,9.60E+09,Day,TRUE,NA,limonene,136,1,Biogenic,2790000,0.130770251,0.065385125,4.81E-13,11.75676479,23,152.1286709,29.12626094,40.87906758,-0.424899519,limonene
8/7/2019 14:01,monoterpene,694361,NA,Sample,g53,8/7/2019 14:01,2000,1,cc_2,4.946981612,1.30E+10,Day,TRUE,Peak HB,limonene,136,1,Biogenic,2790000,0.24887491,0.124437455,9.15E-13,22.37484262,29,152.1286709,29.12626094,40.87906758,-0.165155878,limonene
8/8/2019 5:46,monoterpene,379488,NA,Sample,g56,8/8/2019 5:46,2000,1,cc_2,NA,NA,Night,TRUE,NA,limonene,136,1,Biogenic,2790000,0.136017204,0.068008602,5.00E-13,12.22848673,,152.1286709,29.12626094,40.87906758,-0.413360069,limonene
8/9/2019 13:52,monoterpene,673438,NA,Sample,g58,8/9/2019 13:52,2000,1,cc_2,5.958272598,4.50E+09,Day,TRUE,NA,limonene,136,1,Biogenic,2790000,0.241375627,0.120687814,8.87E-13,21.70062729,20,152.1286709,29.12626094,40.87906758,-0.181648802,limonene
8/10/2019 5:40,monoterpene,27521,NA,Sample,g60,8/10/2019 5:40,2000,1,cc_2,NA,NA,Night,TRUE,NA,limonene,136,1,Biogenic,2790000,0.009864158,0.004932079,3.63E-14,0.886826944,,152.1286709,29.12626094,40.87906758,-0.690804259,limonene
8/10/2019 13:45,monoterpene,613949,NA,Sample,g61,8/10/2019 13:45,2700,1,cc_2,6.524895086,6.00E+09,Day,TRUE,NA,limonene,136,1,Biogenic,2790000,0.220053405,0.081501261,5.99E-13,14.65457396,24,152.1286709,29.12626094,40.87906758,-0.354012159,limonene
8/11/2019 13:45,monoterpene,419925,NA,Sample,g62,8/11/2019 13:45,2000,1,cc_2,2.945795076,4.90E+09,Day,TRUE,NA,limonene,136,1,Biogenic,2790000,0.150510753,0.075255376,5.53E-13,13.53151428,26,152.1286709,29.12626094,40.87906758,-0.381484891,limonene
8/12/2019 5:01,monoterpene,486086,NA,Sample,g63,8/12/2019 5:01,2000,1,cc_2,NA,NA,Night,TRUE,NA,limonene,136,1,Biogenic,2790000,0.174224373,0.087112186,6.41E-13,15.66346288,,152.1286709,29.12626094,40.87906758,-0.329332317,limonene

