BlobID,Description,Compound Name,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Library RI,Characteristic Ions,Characteristic Ions Response,LRI I
1,,C14,,TRUE,0,38.083406,0.839999882,1561901,1.68E+07,-,-1,-,-1,-1,,,,1400
2,,"blob6_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.58340817,0.479999933,1359439,1.59E+07,caice_voc_g48,964,C8H24O4Si4,21,296,985,,,992.7272727
3,,"blob3_g48_Cyclopentasiloxane, decamethyl-",,FALSE,0,29.00007394,0.439999938,1435439,1.11E+07,caice_voc_g48,941,C10H30O5Si5,18,370,1149,,,1148.93617
4,,C12,,TRUE,0,31.00007366,0.739999896,1150641,8365283,-,-1,-,-1,-1,,,,1200
5,,"blob8_g48_Furan, 2-[(2-ethoxy-3,4-dimethyl-2-cyclohexen-1-ylidene)methyl]-",,FALSE,0,47.16673806,3.299999538,923249,1.31E+07,caice_voc_g48,970,C15H20O2,20,232,1694,,,1697.058824
6,,blob5_g48_2-Decen-1-ol,,FALSE,0,29.33340723,2.059999712,914026,1.36E+07,caice_voc_g48,977,C10H20O,19,156,1157,,,1157.446809
7,,"blob7_g48_Cyclohexasiloxane, dodecamethyl-",,FALSE,0,35.33340639,0.439999938,895522,5251230,caice_voc_g48,496,C12H36O6Si6,23,444,1320,,,1420.002617
8,,"blob11_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,14.75007594,0.559999922,793721,2.37E+07,caice_voc_g48,971,C6H18O3Si3,17,222,828,,,828.3333333
9,,blob16_g48_1-Dodecene,,FALSE,0,30.91674034,0.879999877,824943,5546749,caice_voc_g48,957,C12H24,29,168,1198,,,1197.87234
10,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,38.25007265,0.959999866,788570,5409422,caice_voc_g48,742,C12H24,86,168,,,,1509.099543
11,,C16,,TRUE,0,44.41673845,0.919999871,799018,4717901,-,-1,-,-1,-1,,,,1600
12,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,37.16673946,0.799999888,639557,4171727,caice_voc_g48,736,C19H40,62,268,1745,,,1750.009812
13,,blob318_g48_1-Hexadecanol,,FALSE,0,38.00007268,0.979999863,538378,3433777,caice_voc_g48,736,C16H34O,172,242,,,,1899.5643
14,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,36.50007289,0.779999891,519035,4987670,caice_voc_g48,721,C21H44,208,296,,,,1630.007195
15,,"blob18_g48_Hexadecen-1-ol, trans-9-",,FALSE,0,44.66673841,1.059999852,463487,3934660,caice_voc_g48,953,C16H32O,27,240,1609,,,1608.823529
16,,"blob15_g48_Pentadecane, 5-methyl-",,FALSE,0,43.00007198,0.85999988,444843,4654100,caice_voc_g48,966,C16H34,22,226,1554,,,1554.054054
17,,blob20_g48_1-Decene,,FALSE,0,22.75007482,0.779999891,438586,3083319,caice_voc_g48,953,C10H20,32,140,996,,,996.3636364
18,,blob21_g48_1-Undecene,,FALSE,0,27.00007422,0.839999882,422446,2592944,caice_voc_g48,961,C11H22,34,154,1098,,,1098
19,,"blob6_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.16674156,0.459999936,396876,2585427,caice_voc_g48,920,C8H24O4Si4,21,296,985,,,983.6363636
20,,"blob80_g48_Octadecane, 2,6-dimethyl-",,FALSE,0,42.75007202,0.85999988,334895,1389808,caice_voc_g48,802,C20H42,45,282,1532,,,1545.945946
21,,C11,,TRUE,0,27.08340754,0.679999905,302700,1741610,-,-1,-,-1,-1,,,,1100
22,,"blob19_g48_Pentadecane, 3-methyl-",,FALSE,0,43.50007191,0.899999874,287192,2424456,caice_voc_g48,959,C16H34,30,226,1573,,,1570.27027
23,,C13,,TRUE,0,34.66673981,0.779999891,244455,953460,-,-1,-,-1,-1,,,,1300
24,,blob24_g48_2-Decen-1-ol,,FALSE,0,33.16674002,2.039999714,190244,1270217,caice_voc_g48,943,C10H20O,36,156,1259,,,1259.090909
25,,C10,,TRUE,0,22.91674146,0.63999991,212657,1077639,-,-1,-,-1,-1,,,,1000
26,,"blob200_g48_3,5-Dimethyldodecane",,FALSE,0,55.16673694,3.099999566,170024,1.26E+07,caice_voc_g48,822,C14H30,89,198,1472,,,
27,,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,,FALSE,0,26.66674093,1.439999798,177485,1220920,caice_voc_g48,954,-,1,0,1090,,,1090
28,,"blob25_g48_Cycloheptasiloxane, tetradecamethyl-",,FALSE,0,41.08340558,0.479999933,193938,1063619,caice_voc_g48,691,C14H42O7Si7,38,518,1492,,,1553.569763
29,,blob82_g48_cis-2-Nonene,,FALSE,0,18.0834088,0.739999896,175563,1584405,caice_voc_g48,943,C9H18,44,126,897,,,895
30,,"blob85_g48_Cyclopropane, nonyl-",,FALSE,0,34.58340649,0.919999871,178601,901512,caice_voc_g48,947,C12H24,69,168,1298,,,1297.727273
37,,blob32_g48_Cetene,,FALSE,0,44.33340513,1.059999852,153879,810401,caice_voc_g48,939,C16H32,41,224,1597,,,1597.297297
58,,"blob174_g48_1-Pentadecanamine, N,N-dimethyl-",,FALSE,0,41.75007216,1.119999843,145193,853998,caice_voc_g48,895,C17H37N,91,255,1516,,,1513.513514
75,,"blob140_g48_1-Nonadecanamine, N,N-dimethyl-",,FALSE,0,47.66673799,1.179999835,141745,1018352,caice_voc_g48,909,C21H45N,59,311,1715,,,1714.705882
81,,"blob31_g48_2-Octen-1-ol, (E)-",,FALSE,0,25.16674114,2.079999709,130698,1261490,caice_voc_g48,941,C8H16O,37,128,1054,,,1054
82,,C15,,TRUE,0,41.33340555,0.85999988,127765,795737,-,-1,-,-1,-1,,,,1500
83,,"blob124_g48_2-Dodecene, (Z)-",,FALSE,0,31.33340695,0.879999877,108883,460013,caice_voc_g48,936,C12H24,90,168,1209,,,1209.090909
84,,"blob138_g48_2,4(1H,3H)-Pyrimidinedione, 3,6-dimethyl-",,FALSE,0,34.50007317,4.039999434,90767,2510375,caice_voc_g48,940,C6H8N2O2,35,140,1295,,,1295.454545
85,,"blob34_g48_Hexasiloxane, tetradecamethyl-",,FALSE,0,38.083406,0.479999933,108592,467399,caice_voc_g48,932,C14H42O5Si6,48,458,1400,,,1400
86,,blob318_g48_1-Hexadecanol,,FALSE,0,37.83340604,1.899999734,90289,715752,caice_voc_g48,521,C16H34O,172,242,,,,1870.012429
87,,"blob77_g48_Tetrasiloxane, decamethyl-",,FALSE,0,25.58340775,0.399999944,111533,400552,caice_voc_g48,937,C10H30O3Si4,52,310,1064,,,1064
88,,C9,,TRUE,0,18.33340877,0.579999919,94266,447987,-,-1,-,-1,-1,,,,900
89,,"blob137_g48_ethanone, 2,2-dichloro-2-fluoro-1-phenyl-",,FALSE,0,24.16674128,2.879999597,78860,1597602,caice_voc_g48,965,C8H5Cl2FO,40,206,1030,,,1030
