BlobID,Description,Compound Name,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Library RI,Characteristic Ions,Characteristic Ions Response
521,,"blob476_g48_3-Decen-2-ol, (E)-",,FALSE,0,24.58341142,1.19999976,17208,353663,caice_voc_g48,761,C10H20O,191,156,1040,,
522,,"blob347_g48_4-Nonene, 2-methyl-",,FALSE,0,23.33341167,0.879999824,18301,203990,caice_voc_g48,831,C10H20,300,140,1020,,
523,,blob232_g48_Geranylacetone_CAICE_vocstand_incomplete,,FALSE,0,49.25007315,2.859999428,16261,1037104,caice_voc_g48,829,-,4,0,1770,,
524,,blob614_g48_4-(Prop-2-enoyloxy)octane,,FALSE,0,33.5000763,1.879999624,16912,140168,caice_voc_g48,828,C11H20O2,381,184,1268,,
525,,"blob494_g48_1-Decanol, 2-ethyl-",,FALSE,0,32.16674323,0.89999982,17980,234847,caice_voc_g48,829,C12H26O,345,186,1232,,
526,,"blob291_g48_Decane, 2,2,5-trimethyl-",,FALSE,0,17.58341282,0.59999988,18366,91130,caice_voc_g48,662,C13H28,277,184,929,,
528,,blob204_g48_1-Propenylaziridine,,FALSE,0,25.5000779,3.619999276,15693,192659,caice_voc_g48,899,C5H9N,112,83,1062,,
529,,"blob464_g48_Oxalic acid, butyl cyclohexylmethyl ester",,FALSE,0,30.08341032,1.119999776,17893,110979,caice_voc_g48,752,C13H22O4,225,242,,,
530,,"blob631_g48_Oxalic acid, cyclohexyl tetradecyl ester",,FALSE,0,19.91674568,0.89999982,16098,100752,caice_voc_g48,727,C22H40O4,362,368,,,
533,,"blob302_g48_Pentanal, 2,4-dimethyl-",,FALSE,0,32.83340977,2.159999568,15516,144501,caice_voc_g48,883,C7H14O,207,114,1250,,
535,,"blob778_g48_2,4-Dimethyl-5,6-dimethoxy-8-aminoquinoline",,FALSE,0,48.5000733,4.519999096,14899,440010,caice_voc_g48,255,C13H16N2O2,342,232,1745,,
537,,blob192_g48_1-Iodo-2-methylundecane,,FALSE,0,55.16673863,1.319999736,14863,210247,caice_voc_g48,834,C12H25I,85,296,1724,,
538,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,48.91673988,2.179999564,14569,243770,caice_voc_g48,659,C21H44,208,296,,,
539,,"blob233_g48_Heptanenitrile, 7-oxo-",,FALSE,0,21.0000788,3.919999216,14542,251645,caice_voc_g48,843,C7H11NO,115,125,958,,
540,match,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,,FALSE,0,34.5000761,2.179999564,15023,285199,caice_voc_g48,433,-,13,0,1291,,
543,,blob220_g48_1-Iodo-2-methylundecane,,FALSE,0,54.5000721,1.259999748,14391,290358,caice_voc_g48,845,C12H25I,109,296,1689,,
544,,"blob158_g48_Decane, 2,5,9-trimethyl-",,FALSE,0,21.75007865,1.039999792,13825,306320,caice_voc_g48,843,C13H28,74,184,976,,
545,,"blob391_g48_Benzene, 1-ethyl-2-methyl-",,FALSE,0,22.41674518,2.239999552,14004,169067,caice_voc_g48,878,C9H12,176,120,989,,
546,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,53.66673893,1.419999716,13517,390154,caice_voc_g48,829,C20H40,58,280,1697,,
547,,"blob167_g48_Decane, 2,2,4-trimethyl-",,FALSE,0,23.91674488,0.959999808,13201,318467,caice_voc_g48,864,C13H28,102,184,1032,,
549,,"blob380_g48_Oxirane, dodecyl-",,FALSE,0,52.33340587,2.339999532,13531,367427,caice_voc_g48,822,C14H28O,200,212,1669,,
550,MT,mt,,TRUE,0,20.25007895,1.059999788,13931,80000,-,-1,-,-1,-1,,,
552,,"blob615_g48_Acetic acid, [(1,1-dimethylethyl)thio]-",,FALSE,0,21.75007865,1.419999716,13564,106087,caice_voc_g48,785,C6H12O2S,379,148,975,,
555,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,55.16673863,3.159999368,12570,1110291,caice_voc_g48,846,C21H44,208,296,,,
556,,blob378_g48_Dodecanal,,FALSE,0,38.83340857,2.359999528,12751,207106,caice_voc_g48,637,C12H24O,163,184,,,
557,,"blob513_g48_Oxalic acid, allyl undecyl ester",,FALSE,0,50.75007285,2.619999476,12611,392156,caice_voc_g48,758,C16H28O4,199,284,,,
561,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,54.83340537,1.459999708,12295,490086,caice_voc_g48,799,C20H40,58,280,1697,,
566,,"blob681_g48_2-Piperidinone, N-[4-bromo-n-butyl]-",,FALSE,0,51.0000728,1.339999732,12630,120209,caice_voc_g48,763,C9H16BrNO,333,233,1730,,
573,,"blob366_g48_1-Pentadecanamine, N,N-dimethyl-",,FALSE,0,53.75007225,1.4999997,12126,239205,caice_voc_g48,723,C17H37N,148,255,,,
576,,blob374_g48_4-Trifluoroacetoxyhexadecane,,FALSE,0,40.83340817,1.219999756,11931,110543,caice_voc_g48,701,C18H33F3O2,210,338,1623,,
579,,"blob301_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,15.00008,1.019999796,11717,439385,caice_voc_g48,906,C6H18O3Si3,120,222,,,
580,,"blob569_g48_1,2-Epoxy-3-propyl acetate",,FALSE,0,15.91674648,2.09999958,11929,165020,caice_voc_g48,854,C5H8O3,350,116,852,,
581,,blob229_g48_1-Iodo-2-methylundecane,,FALSE,0,13.33341367,0.979999804,11719,182238,caice_voc_g48,665,C12H25I,138,296,,,
582,,blob150_g48_1-Octene,,FALSE,0,35.83340917,2.79999944,11984,141922,caice_voc_g48,724,C8H16,84,112,,,
585,,"blob123_g48_Cyclopentene, 1-ethenyl-3-methylene-",,FALSE,0,19.41674578,1.119999776,11284,117515,caice_voc_g48,882,C8H10,49,106,922,,
587,,blob150_g48_1-Octene,,FALSE,0,20.25007895,0.819999836,11716,157955,caice_voc_g48,619,C8H16,84,112,,,
588,,"blob301_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,14.66674673,1.019999796,11292,454269,caice_voc_g48,917,C6H18O3Si3,120,222,,,
589,,"blob134_g48_Heptane, 5-ethyl-2,2,3-trimethyl-",,FALSE,0,25.33341127,1.09999978,11338,296676,caice_voc_g48,861,C12H26,57,170,1060,,
595,,blob378_g48_Dodecanal,,FALSE,0,49.66673973,3.119999376,11372,325987,caice_voc_g48,432,C12H24O,163,184,,,
596,,"blob342_g48_1,3,5-Cycloheptatriene, 7-ethyl-",,FALSE,0,22.0000786,2.19999956,11164,99524,caice_voc_g48,865,C9H12,186,120,980,,
597,,blob474_g48_1-Octadecanesulphonyl chloride,,FALSE,0,51.58340602,1.879999624,11398,201501,caice_voc_g48,691,C18H37ClO2S,223,352,1709,,
598,,"blob560_g48_Benzene, 1-(1-hydroxyheptyl)-3-[1-(tetrahydropyran-2-yloxy)heptyl]-",,FALSE,0,49.5000731,3.79999924,11108,194653,caice_voc_g48,762,C25H42O3,153,390,1779,,
600,,blob88_g48_2-Ethyl-1-hexanol,,FALSE,0,26.5000777,1.039999792,11464,126096,caice_voc_g48,704,C8H18O,39,130,1088,,
602,,blob323_g48_Butanimidamide,,FALSE,0,20.33341227,2.279999544,10925,93609,caice_voc_g48,900,C4H10N2,228,86,944,,
603,,"blob631_g48_Oxalic acid, cyclohexyl tetradecyl ester",,FALSE,0,39.91674168,1.319999736,11604,115850,caice_voc_g48,696,C22H40O4,362,368,,,
604,,blob333_g48_2-Ethylhexanal,,FALSE,0,22.83341177,1.759999648,11095,95889,caice_voc_g48,876,C8H16O,214,128,998,,
605,,"blob403_g48_Decane, 2,5,6-trimethyl-",,FALSE,0,20.25007895,0.679999864,11731,138329,caice_voc_g48,791,C13H28,367,184,956,,
607,,"blob436_g48_2,3-Pentanedione, 4-methyl-",,FALSE,0,12.66674713,2.639999472,10516,180550,caice_voc_g48,898,C6H10O2,185,114,,,
608,,"blob417_g48_Cyclobutene, 2-propenylidene-",,FALSE,0,34.33340947,2.079999584,10895,79294,caice_voc_g48,869,C7H8,313,92,1291,,
610,,"blob535_g48_Octadecane, 6-methyl-",,FALSE,0,48.75007325,4.059999188,10446,165630,caice_voc_g48,292,C19H40,299,268,,,
612,,"blob442_g48_Octane, 2-methyl-",,FALSE,0,16.91674628,0.659999868,11888,98258,caice_voc_g48,650,C9H20,241,128,865,,
613,,blob763_g48_2-Trifluoroacetoxydodecane,,FALSE,0,36.16674243,2.279999544,10292,118524,caice_voc_g48,384,C14H25F3O2,305,282,1543,,
616,,"blob500_g48_Tetradecane, 1-fluoro-",,FALSE,0,43.66674093,2.19999956,10046,207967,caice_voc_g48,757,C14H29F,246,216,,,
618,,"blob393_g48_Azetidine, 3-methyl-3-phenyl-",,FALSE,0,24.25007815,3.459999308,9936,115070,caice_voc_g48,763,C10H13N,189,147,1014,,
619,,blob358_g48_Methyl Isobutyl Ketone,,FALSE,0,36.41674238,2.159999568,10422,90446,caice_voc_g48,654,C6H12O,130,100,,,
622,,"blob396_g48_3-Undecene, 9-methyl-, (Z)-",,FALSE,0,52.5000725,3.819999236,9715,307221,caice_voc_g48,453,C12H24,254,168,1691,,
624,,"blob494_g48_1-Decanol, 2-ethyl-",,FALSE,0,32.41674318,0.9999998,10577,88024,caice_voc_g48,754,C12H26O,345,186,1232,,
625,,blob474_g48_1-Octadecanesulphonyl chloride,,FALSE,0,56.08340512,1.69999966,9604,237708,caice_voc_g48,537,C18H37ClO2S,223,352,1709,,
628,,blob318_g48_1-Hexadecanol,,FALSE,0,39.66674173,1.339999732,9257,228146,caice_voc_g48,565,C16H34O,172,242,,,
629,,"blob336_g48_4,6-di-tert-Butyl-m-cresol",,FALSE,0,49.5000731,0.739999852,9082,279601,caice_voc_g48,795,C15H24O,99,220,1782,,
632,,"blob258_g48_Acetophenone, 3'-fluoro-4'-methoxy-",,FALSE,0,45.000074,3.779999244,9036,149518,caice_voc_g48,870,C9H9FO2,132,168,1620,,
637,,"blob730_g48_1-Heptanol, 6-methyl-",,FALSE,0,30.16674363,0.859999828,9930,92659,caice_voc_g48,770,C8H18O,328,130,1179,,
638,,"blob730_g48_1-Heptanol, 6-methyl-",,FALSE,0,29.75007705,0.919999816,9132,140304,caice_voc_g48,768,C8H18O,328,130,1179,,
639,,"blob208_g48_Cyclobutene, 2-propenylidene-",,FALSE,0,33.16674303,1.219999756,9328,67649,caice_voc_g48,409,C7H8,77,92,,,
642,,"blob392_g48_Z,Z-2,5-Pentadecadien-1-ol",,FALSE,0,49.33340647,4.719999056,8481,174023,caice_voc_g48,299,C15H28O,182,224,1779,,
643,,blob763_g48_2-Trifluoroacetoxydodecane,,FALSE,0,42.5000745,4.639999072,8337,157657,caice_voc_g48,351,C14H25F3O2,305,282,1543,,
645,,blob374_g48_4-Trifluoroacetoxyhexadecane,,FALSE,0,45.000074,1.459999708,8431,73078,caice_voc_g48,764,C18H33F3O2,210,338,1623,,
646,,b-myrcene?,,TRUE,0,22.41674518,1.319999736,4257,27694,-,-1,-,-1,-1,,,
648,,"blob366_g48_1-Pentadecanamine, N,N-dimethyl-",,FALSE,0,39.83340837,2.159999568,8456,99753,caice_voc_g48,637,C17H37N,148,255,,,
649,,"blob396_g48_3-Undecene, 9-methyl-, (Z)-",,FALSE,0,47.16674023,1.59999968,8293,166739,caice_voc_g48,777,C12H24,254,168,1691,,
651,,blob413_g48_6-methyl-5-hepten-2-one_CAICE_vocstand_incomplete,,FALSE,0,24.66674473,2.839999432,7966,85807,caice_voc_g48,843,-,11,0,1042,,
652,,"blob376_g48_Oxalic acid, allyl hexadecyl ester",,FALSE,0,55.16673863,1.479999704,8187,184808,caice_voc_g48,814,C21H38O4,149,354,1797,,
653,,blob220_g48_1-Iodo-2-methylundecane,,FALSE,0,52.16673923,2.139999572,8101,300766,caice_voc_g48,825,C12H25I,109,296,1689,,
654,,blob318_g48_1-Hexadecanol,,FALSE,0,39.0000752,2.979999404,7973,91363,caice_voc_g48,368,C16H34O,172,242,,,
658,,blob358_g48_Methyl Isobutyl Ketone,,FALSE,0,24.83341137,2.19999956,7986,182092,caice_voc_g48,668,C6H12O,130,100,,,
659,,"blob167_g48_Decane, 2,2,4-trimethyl-",,FALSE,0,24.25007815,1.09999978,7627,109338,caice_voc_g48,812,C13H28,102,184,1032,,
660,,"blob377_g48_3,5-Dibutoxy-1,1,1,7,7,7-hexamethyl-3,5-bis(trimethylsiloxy)tetrasiloxane",,FALSE,0,33.08340972,0.619999876,9607,43919,caice_voc_g48,883,C20H54O7Si6,297,574,1257,,
661,,"blob307_g48_Benzene, 1,2,3-trimethyl-",,FALSE,0,25.33341127,2.79999944,7820,84829,caice_voc_g48,781,C9H12,165,120,1024,,
662,,"blob259_g48_9-Octadecene, (E)-",,FALSE,0,39.33340847,2.739999452,7944,83776,caice_voc_g48,714,C18H36,247,252,,,
663,,"blob631_g48_Oxalic acid, cyclohexyl tetradecyl ester",,FALSE,0,48.91673988,4.659999068,7355,121044,caice_voc_g48,654,C22H40O4,362,368,,,
664,,"blob522_g48_2-Allylpent-4-enoic acid, benzyl ester",,FALSE,0,42.91674108,3.079999384,7509,70951,caice_voc_g48,387,C15H18O2,353,230,1562,,
666,,"blob29_g48_Phenol, 3,5-bis(1,1-dimethylethyl)-",,FALSE,0,44.66674073,3.939999212,7572,204585,caice_voc_g48,496,C14H22O,31,206,1611,,
667,,blob20_g48_1-Decene,,FALSE,0,22.66674513,1.279999744,7275,69249,caice_voc_g48,770,C10H20,32,140,996,,
668,,"blob765_g48_Decane, 2-methyl-",,FALSE,0,25.08341132,4.69999906,7470,132295,caice_voc_g48,256,C11H24,282,156,,,
671,,"blob480_g48_Sulfurous acid, butyl 2-ethylhexyl ester",,FALSE,0,49.91673968,2.259999548,7758,137304,caice_voc_g48,681,C12H26O3S,134,250,,,
673,,blob404_g48_2-Decen-1-ol,,FALSE,0,31.83340997,2.059999588,7375,64106,caice_voc_g48,867,C10H20O,272,156,1223,,
674,,"blob513_g48_Oxalic acid, allyl undecyl ester",,FALSE,0,44.58340742,1.479999704,7323,119583,caice_voc_g48,724,C16H28O4,199,284,,,
675,,blob664_g48_1-Iodo-2-methylnonane,,FALSE,0,35.83340917,2.09999958,7284,88761,caice_voc_g48,672,C10H21I,279,268,,,
677,,blob229_g48_1-Iodo-2-methylundecane,,FALSE,0,50.000073,2.19999956,7093,206416,caice_voc_g48,775,C12H25I,138,296,,,
678,,blob154_g48_Geranylacetone_CAICE_vocstand_incomplete,,FALSE,0,35.91674248,2.039999592,7319,51086,caice_voc_g48,367,-,5,0,,,
679,,blob237_g48_o-Xylene,,FALSE,0,18.08341272,1.9999996,7264,103136,caice_voc_g48,565,C8H10,133,106,895,,
682,,"blob605_g48_Benzene, 1,2,4-trimethyl-",,FALSE,0,22.66674513,2.439999512,7150,107234,caice_voc_g48,823,C9H12,318,120,996,,
684,,"blob754_g48_4,6-di-tert-Butyl-m-cresol",,FALSE,0,43.33340767,2.859999428,7045,87975,caice_voc_g48,726,C15H24O,378,220,1565,,
685,,"blob478_g48_2-Butanone, 3,3-dimethyl-1-thiocyanato-",,FALSE,0,20.000079,2.039999592,7277,75465,caice_voc_g48,912,C7H11NOS,301,157,936,,
686,,"blob393_g48_Azetidine, 3-methyl-3-phenyl-",,FALSE,0,23.5000783,3.319999336,7052,80354,caice_voc_g48,854,C10H13N,189,147,1014,,
687,,"blob465_g48_Oxalic acid, allyl hexadecyl ester",,FALSE,0,47.91674008,1.459999708,6890,138676,caice_voc_g48,674,C21H38O4,269,354,1733,,
688,,blob229_g48_1-Iodo-2-methylundecane,,FALSE,0,53.08340572,0.679999864,6949,476393,caice_voc_g48,817,C12H25I,138,296,,,
692,,"blob452_g48_Heptadecane, 4-propyl-",,FALSE,0,17.25007955,0.779999844,7298,66127,caice_voc_g48,687,C20H42,180,282,,,
694,,"blob246_g48_Silane, trimethyl(3-methyl-1-butynyl)-",,FALSE,0,35.5000759,2.219999556,7106,73281,caice_voc_g48,745,C8H16Si,126,140,1428,,
700,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,43.16674103,1.579999684,6951,75564,caice_voc_g48,755,C21H44,208,296,,,
703,,"blob289_g48_1-Hexadecanol, 2-methyl-",,FALSE,0,53.16673903,2.119999576,6555,454020,caice_voc_g48,688,C17H36O,81,256,1776,,
706,,"blob208_g48_Cyclobutene, 2-propenylidene-",,FALSE,0,33.41674298,3.019999396,6459,103472,caice_voc_g48,316,C7H8,77,92,,,
709,,"blob289_g48_1-Hexadecanol, 2-methyl-",,FALSE,0,50.000073,2.339999532,6611,172052,caice_voc_g48,578,C17H36O,81,256,1776,,
713,,"blob533_g48_1H-Pyrazole, 4,5-dihydro-3,4,5-trimethyl-",,FALSE,0,22.25007855,4.319999136,6410,148880,caice_voc_g48,813,C6H12N2,190,112,985,,
717,,"blob428_g48_Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",,FALSE,0,50.5000729,0.59999988,7949,41361,caice_voc_g48,800,C14H44O6Si7,280,504,,,
719,,blob150_g48_1-Octene,,FALSE,0,22.66674513,3.019999396,6397,104819,caice_voc_g48,368,C8H16,84,112,,,
720,,"blob488_g48_Bicyclo[3.2.0]hepta-2,6-diene",,FALSE,0,33.33340967,1.539999692,6539,134037,caice_voc_g48,342,C7H8,239,92,,,
723,,"blob194_g48_1,4-Undecadiene, (E)-",,FALSE,0,28.08341072,1.239999752,6993,114432,caice_voc_g48,667,C11H20,145,152,1140,,
725,,blob341_g48_3-tert-Butyl-2-pyrazolin-5-one,,FALSE,0,46.5000737,4.779999044,6399,85868,caice_voc_g48,862,C7H12N2O,156,140,1671,,
727,,blob364_g48_gamma aminobutyric acid_CAICE_vocstand_incomplete,,FALSE,0,25.91674448,4.059999188,6101,165826,caice_voc_g48,864,-,7,0,1072,,
728,,blob682_g48_Pentanal,,FALSE,0,38.25007535,3.359999328,6256,78285,caice_voc_g48,362,C5H10O,215,86,,,
731,,"blob289_g48_1-Hexadecanol, 2-methyl-",,FALSE,0,49.83340637,2.319999536,6232,52414,caice_voc_g48,589,C17H36O,81,256,1776,,
733,,"blob340_g48_4,4-Dimethylazetidin-2-one",,FALSE,0,24.66674473,2.359999528,6217,115325,caice_voc_g48,898,C5H9NO,121,99,1042,,
735,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,30.5000769,0.779999844,6545,115885,caice_voc_g48,821,C21H44,208,296,,,
737,,blob474_g48_1-Octadecanesulphonyl chloride,,FALSE,0,50.41673958,2.19999956,6349,549007,caice_voc_g48,675,C18H37ClO2S,223,352,1709,,
739,,"blob401_g48_Hexane, 1-chloro-5-methyl-",,FALSE,0,30.75007685,1.559999688,6393,61353,caice_voc_g48,841,C7H15Cl,231,134,1194,,
741,,"blob396_g48_3-Undecene, 9-methyl-, (Z)-",,FALSE,0,52.16673923,1.639999672,5956,123094,caice_voc_g48,742,C12H24,254,168,1691,,
742,,"blob247_g48_Tetradecane, 1-iodo-",,FALSE,0,53.41673898,0.579999884,6079,290589,caice_voc_g48,773,C14H29I,104,324,1663,,
743,,"blob456_g48_Phosphonic acid, (p-hydroxyphenyl)-",,FALSE,0,28.58341062,4.29999914,5878,204756,caice_voc_g48,863,C6H7O4P,150,174,1140,,
744,,"blob494_g48_1-Decanol, 2-ethyl-",,FALSE,0,32.58340982,1.039999792,6511,36790,caice_voc_g48,722,C12H26O,345,186,1232,,
745,,"blob289_g48_1-Hexadecanol, 2-methyl-",,FALSE,0,52.25007255,2.019999596,5782,230414,caice_voc_g48,708,C17H36O,81,256,1776,,
746,,blob378_g48_Dodecanal,,FALSE,0,44.16674083,1.679999664,5925,53697,caice_voc_g48,598,C12H24O,163,184,,,
747,,"blob547_g48_Benzene, 1,2,3-trimethyl-",,FALSE,0,23.33341167,2.439999512,6000,68611,caice_voc_g48,827,C9H12,364,120,1010,,
748,,"blob579_g48_Benzeneacetic acid, 4-(1,1-dimethylethyl)-, methyl ester",,FALSE,0,41.16674143,3.09999938,5855,85853,caice_voc_g48,682,C13H18O2,324,206,1495,,
749,,blob229_g48_1-Iodo-2-methylundecane,,FALSE,0,48.91673988,2.339999532,5913,250463,caice_voc_g48,753,C12H25I,138,296,,,
751,,blob229_g48_1-Iodo-2-methylundecane,,FALSE,0,53.25007235,0.639999872,6006,217926,caice_voc_g48,803,C12H25I,138,296,,,
752,,"blob450_g48_1,3-Dioxolane, 4-methyl-2-pentyl-",,FALSE,0,13.91674688,2.019999596,5827,70713,caice_voc_g48,898,C9H18O2,260,158,812,,
755,,"blob291_g48_Decane, 2,2,5-trimethyl-",,FALSE,0,19.58341242,0.839999832,5716,48626,caice_voc_g48,695,C13H28,277,184,929,,
758,,"blob465_g48_Oxalic acid, allyl hexadecyl ester",,FALSE,0,48.41673998,2.839999432,5780,73453,caice_voc_g48,505,C21H38O4,269,354,1733,,
760,,"blob653_g48_Pentadecanoic acid, 14-methyl-, methyl ester",,FALSE,0,43.25007435,2.019999596,5656,88458,caice_voc_g48,733,C17H34O2,221,270,,,
761,,blob621_g48_1-Methyl-2-phenylcyclopropane,,FALSE,0,27.75007745,2.39999952,5398,43773,caice_voc_g48,332,C10H12,288,132,1126,,
763,,"blob701_g48_Butylphosphonic acid, butyl 2-phenylethyl ester",,FALSE,0,31.08341012,3.319999336,5487,57209,caice_voc_g48,543,C16H27O3P,351,298,,,
765,,"blob392_g48_Z,Z-2,5-Pentadecadien-1-ol",,FALSE,0,49.41673978,4.359999128,5326,135404,caice_voc_g48,299,C15H28O,182,224,1779,,
769,,"blob208_g48_Cyclobutene, 2-propenylidene-",,FALSE,0,44.5000741,2.119999576,5410,143594,caice_voc_g48,674,C7H8,77,92,,,
774,,blob647_g48_2-Decen-1-ol,,FALSE,0,29.33341047,2.69999946,5182,109353,caice_voc_g48,466,C10H20O,371,156,1157,,
777,,"blob208_g48_Cyclobutene, 2-propenylidene-",,FALSE,0,22.16674523,3.4999993,5017,64199,caice_voc_g48,618,C7H8,77,92,,,
779,,"blob550_g48_Phenol, 4-chloro-2,6-bis(1,1-dimethylethyl)-",,FALSE,0,47.91674008,4.19999916,5034,77106,caice_voc_g48,299,C14H21ClO,340,240,1712,,
784,,"blob486_g48_2,4-Pentadienoic acid, 1-cyclopenten-3-on-1-yl ester",,FALSE,0,23.5000783,1.939999612,5176,51809,caice_voc_g48,833,C10H10O3,310,178,1014,,
786,,blob621_g48_1-Methyl-2-phenylcyclopropane,,FALSE,0,51.08340612,4.739999052,4973,129922,caice_voc_g48,496,C10H12,288,132,1126,,
787,,blob378_g48_Dodecanal,,FALSE,0,42.0000746,1.479999704,5028,99486,caice_voc_g48,743,C12H24O,163,184,,,
788,,"blob705_g48_Pentanoic acid, 10-undecenyl ester",,FALSE,0,40.5000749,2.839999432,4935,88360,caice_voc_g48,578,C16H30O2,363,254,1663,,
793,,"blob500_g48_Tetradecane, 1-fluoro-",,FALSE,0,47.91674008,2.539999492,5259,96260,caice_voc_g48,456,C14H29F,246,216,,,
795,,"blob472_g48_1-Propen-2-ol, formate",,FALSE,0,15.5000799,2.379999524,4798,58651,caice_voc_g48,843,C4H6O2,314,86,843,,
797,,blob229_g48_1-Iodo-2-methylundecane,,FALSE,0,18.91674588,0.659999868,5597,25799,caice_voc_g48,682,C12H25I,138,296,,,
800,,"blob681_g48_2-Piperidinone, N-[4-bromo-n-butyl]-",,FALSE,0,54.58340542,1.579999684,4978,70082,caice_voc_g48,735,C9H16BrNO,333,233,1730,,
801,,blob150_g48_1-Octene,,FALSE,0,16.08341312,0.779999844,5122,63761,caice_voc_g48,725,C8H16,84,112,,,
803,,"blob650_g48_Benzene, (1-methylundecyl)-",,FALSE,0,26.25007775,2.09999958,4898,44341,caice_voc_g48,662,C18H30,263,246,,,
806,,"blob314_g48_3-Hexanone, 2,5-dimethyl-",,FALSE,0,23.83341157,1.859999628,4820,58688,caice_voc_g48,853,C8H16O,226,128,1022,,
807,,"blob257_g48_Sulfurous acid, butyl nonyl ester",,FALSE,0,25.16674463,1.19999976,4825,86260,caice_voc_g48,813,C13H28O3S,177,264,1056,,
808,,"blob487_g48_Hydroxylamine, O-decyl-",,FALSE,0,46.08340712,2.159999568,4650,85700,caice_voc_g48,616,C10H23NO,87,173,,,
809,,"blob632_g48_Octadecane, 6-methyl-",,FALSE,0,44.33340747,2.779999444,4784,89057,caice_voc_g48,410,C19H40,368,268,,,
810,,"blob705_g48_Pentanoic acid, 10-undecenyl ester",,FALSE,0,51.08340612,1.519999696,4835,228250,caice_voc_g48,692,C16H30O2,363,254,1663,,
811,,blob378_g48_Dodecanal,,FALSE,0,44.08340752,1.539999692,4585,68577,caice_voc_g48,717,C12H24O,163,184,,,
821,,"blob480_g48_Sulfurous acid, butyl 2-ethylhexyl ester",,FALSE,0,46.66674033,2.719999456,4510,167630,caice_voc_g48,410,C12H26O3S,134,250,,,
823,,blob229_g48_1-Iodo-2-methylundecane,,FALSE,0,13.33341367,3.339999332,4526,65178,caice_voc_g48,682,C12H25I,138,296,,,
828,,"blob376_g48_Oxalic acid, allyl hexadecyl ester",,FALSE,0,51.83340597,2.259999548,4359,89998,caice_voc_g48,722,C21H38O4,149,354,1797,,
831,,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,,FALSE,0,32.58340982,3.819999236,4382,60829,caice_voc_g48,400,-,9,0,1250,,
836,,monoterpene,,FALSE,0,23.16674503,1.439999712,4743,33164,-,-1,-,-1,-1,,,
838,,"blob632_g48_Octadecane, 6-methyl-",,FALSE,0,41.25007475,0.479999904,4295,65645,caice_voc_g48,283,C19H40,368,268,,,
839,,blob378_g48_Dodecanal,,FALSE,0,37.66674213,2.239999552,4592,54976,caice_voc_g48,637,C12H24O,163,184,,,
842,,"blob456_g48_Phosphonic acid, (p-hydroxyphenyl)-",,FALSE,0,28.58341062,4.09999918,5735,410082,caice_voc_g48,851,C6H7O4P,150,174,1140,,
843,,blob378_g48_Dodecanal,,FALSE,0,41.08340812,1.539999692,4346,78649,caice_voc_g48,672,C12H24O,163,184,,,
845,,"blob436_g48_2,3-Pentanedione, 4-methyl-",,FALSE,0,15.16674663,3.219999356,4134,92110,caice_voc_g48,774,C6H10O2,185,114,,,
846,,"blob258_g48_Acetophenone, 3'-fluoro-4'-methoxy-",,FALSE,0,44.5000741,3.179999364,4169,57910,caice_voc_g48,377,C9H9FO2,132,168,1620,,
850,,"blob650_g48_Benzene, (1-methylundecyl)-",,FALSE,0,34.75007605,1.359999728,3995,40360,caice_voc_g48,300,C18H30,263,246,,,
852,,"blob214_g48_Decane, 2,2,4-trimethyl-",,FALSE,0,23.41674498,1.039999792,4020,95333,caice_voc_g48,770,C13H28,139,184,1014,,
855,,"blob490_g48_Benzene, (1-nitropropyl)-",,FALSE,0,46.91674028,1.739999652,4135,68600,caice_voc_g48,541,C9H11NO2,264,165,1694,,
856,,"blob380_g48_Oxirane, dodecyl-",,FALSE,0,46.66674033,2.579999484,4146,41599,caice_voc_g48,468,C14H28O,200,212,1669,,
863,,"blob187_g48_Decane, 6-ethyl-2-methyl-",,FALSE,0,26.66674433,1.059999788,3882,85479,caice_voc_g48,798,C13H28,66,184,1090,,
864,,blob378_g48_Dodecanal,,FALSE,0,44.58340742,1.679999664,3981,94418,caice_voc_g48,637,C12H24O,163,184,,,
866,,blob378_g48_Dodecanal,,FALSE,0,40.75007485,1.379999724,4017,65137,caice_voc_g48,658,C12H24O,163,184,,,
867,,"blob480_g48_Sulfurous acid, butyl 2-ethylhexyl ester",,FALSE,0,44.41674078,1.69999966,3885,62713,caice_voc_g48,711,C12H26O3S,134,250,,,
868,,blob695_g48_Z-10-Pentadecen-1-ol,,FALSE,0,43.75007425,1.539999692,3964,79954,caice_voc_g48,675,C15H30O,296,226,1570,,
