BlobID,Description,Compound Name,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Library RI,Characteristic Ions,Characteristic Ions Response
228,,"blob452_g48_Heptadecane, 4-propyl-",,FALSE,0,49.75007305,1.09999978,105467,1716560,caice_voc_g48,783,C20H42,180,282,,,
230,,"blob403_g48_Decane, 2,5,6-trimethyl-",,FALSE,0,20.91674548,0.69999986,113621,508375,caice_voc_g48,810,C13H28,367,184,956,,
232,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,36.5000757,1.119999776,112028,558485,caice_voc_g48,741,C12H24,86,168,,,
233,,C9,,TRUE,0,18.33341267,0.679999864,112665,705985,-,-1,-,-1,-1,,,
234,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,49.66673973,0.9999998,99666,1239014,caice_voc_g48,770,C21H44,208,296,,,
236,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,40.16674163,3.559999288,96933,1654970,caice_voc_g48,574,C21H44,208,296,,,
243,,blob229_g48_1-Iodo-2-methylundecane,,FALSE,0,53.16673903,1.219999756,99361,1615983,caice_voc_g48,813,C12H25I,138,296,,,
244,,"blob616_g48_3-Penten-1-ol, 4-methyl-",,FALSE,0,10.58341422,3.4999993,91460,2484190,caice_voc_g48,765,C6H12O,233,100,,,
246,,"blob208_g48_Cyclobutene, 2-propenylidene-",,FALSE,0,12.91674708,3.379999324,91873,1834916,caice_voc_g48,878,C7H8,77,92,,,
247,,"blob616_g48_3-Penten-1-ol, 4-methyl-",,FALSE,0,10.58341422,3.39999932,92027,406189,caice_voc_g48,773,C6H12O,233,100,,,
249,,"blob124_g48_2-Dodecene, (Z)-",,FALSE,0,31.75007665,0.9999998,105867,531810,caice_voc_g48,912,C12H24,90,168,1209,,
252,,"blob420_g48_Octane, 2,3,7-trimethyl-",,FALSE,0,32.41674318,0.739999852,108992,555757,caice_voc_g48,754,C11H24,320,156,1255,,
255,,"blob137_g48_ethanone, 2,2-dichloro-2-fluoro-1-phenyl-",,FALSE,0,24.16674483,2.979999404,89551,1685387,caice_voc_g48,954,C8H5Cl2FO,40,206,1030,,
256,,blob21_g48_1-Undecene,,FALSE,0,26.75007765,0.919999816,97585,544536,caice_voc_g48,844,C11H22,34,154,1098,,
257,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,50.5000729,1.239999752,92315,1051160,caice_voc_g48,877,C12H24,86,168,,,
258,,blob150_g48_1-Octene,,FALSE,0,20.58341222,0.819999836,90558,1036379,caice_voc_g48,741,C8H16,84,112,,,
260,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,48.83340657,0.879999824,86580,361947,caice_voc_g48,795,C19H40,62,268,1745,,
262,,"blob255_g48_Undecane, 2-methyl-",,FALSE,0,29.5000771,0.779999844,93430,386490,caice_voc_g48,802,C12H26,250,170,1166,,
263,,blob84_g48_Styrene_CAICE_vocstand_incomplete,,FALSE,0,19.5000791,3.859999228,76728,2186516,caice_voc_g48,917,-,2,0,925,,
264,,"blob655_g48_Benzene, [(methylsulfinyl)methyl]-",,FALSE,0,28.0000774,0.9999998,80990,562952,caice_voc_g48,411,C8H10OS,287,154,1123,,
267,,blob20_g48_1-Decene,,FALSE,0,21.91674528,0.839999832,85105,1004355,caice_voc_g48,743,C10H20,32,140,996,,
269,,"blob522_g48_2-Allylpent-4-enoic acid, benzyl ester",,FALSE,0,43.25007435,1.739999652,78003,548661,caice_voc_g48,750,C15H18O2,353,230,1562,,
270,,blob229_g48_1-Iodo-2-methylundecane,,FALSE,0,20.66674553,0.739999852,80241,485596,caice_voc_g48,751,C12H25I,138,296,,,
271,,"blob426_g48_2-Propenoic acid, 2-methyl-, 2-aminoethyl ester, hydrochloride",,FALSE,0,41.83340797,2.839999432,74402,1094102,caice_voc_g48,772,C6H11NO2,198,129,1516,,
272,,"blob255_g48_Undecane, 2-methyl-",,FALSE,0,29.66674373,0.779999844,88130,511122,caice_voc_g48,871,C12H26,250,170,1166,,
273,,"blob650_g48_Benzene, (1-methylundecyl)-",,FALSE,0,48.25007335,1.979999604,74502,537950,caice_voc_g48,690,C18H30,263,246,,,
274,,"blob259_g48_9-Octadecene, (E)-",,FALSE,0,49.66673973,1.19999976,74062,894113,caice_voc_g48,800,C18H36,247,252,,,
275,,"blob366_g48_1-Pentadecanamine, N,N-dimethyl-",,FALSE,0,41.75007465,1.19999976,74531,899907,caice_voc_g48,708,C17H37N,148,255,,,
277,,"blob259_g48_9-Octadecene, (E)-",,FALSE,0,38.83340857,1.079999784,73338,618783,caice_voc_g48,753,C18H36,247,252,,,
278,,"blob371_g48_Cyclohexane, pentyl-",,FALSE,0,28.83341057,0.9999998,78496,522469,caice_voc_g48,844,C11H22,325,154,1145,,
279,,"blob215_g48_Nonane, 3,7-dimethyl-",,FALSE,0,51.08340612,1.079999784,71157,1446625,caice_voc_g48,816,C11H24,137,156,,,
280,,"blob196_g48_5-Undecene, 3-methyl-, (E)-",,FALSE,0,44.08340752,1.319999736,73387,699365,caice_voc_g48,773,C12H24,116,168,1592,,
281,,blob318_g48_1-Hexadecanol,,FALSE,0,37.83340877,1.979999604,68064,570411,caice_voc_g48,535,C16H34O,172,242,,,
282,,"blob515_g48_1-Hexene, 3-methyl-6-phenyl-4-(1-phenylethoxy)-",,FALSE,0,45.33340727,1.959999608,67783,1149158,caice_voc_g48,790,C21H26O,326,294,1631,,
283,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,37.58340882,0.819999836,67969,602757,caice_voc_g48,815,C21H44,208,296,,,
284,,"blob241_g48_Hexadecen-1-ol, trans-9-",,FALSE,0,32.83340977,1.039999792,71035,421515,caice_voc_g48,878,C16H32O,195,240,1250,,
285,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,37.83340877,0.859999828,71133,579463,caice_voc_g48,802,C21H44,208,296,,,
286,,"blob153_g48_1,10-Dicyanodecane",,FALSE,0,29.66674373,3.439999312,62253,649186,caice_voc_g48,932,C12H20N2,68,192,1166,,
287,,"blob701_g48_Butylphosphonic acid, butyl 2-phenylethyl ester",,FALSE,0,30.000077,4.539999092,61299,597534,caice_voc_g48,286,C16H27O3P,351,298,,,
288,,"blob519_g48_Benzene, (1-nitropropyl)-",,FALSE,0,44.16674083,1.819999636,63679,497151,caice_voc_g48,764,C9H11NO2,319,165,1592,,
289,,"blob165_g48_2-Propenoic acid, tridecyl ester",,FALSE,0,48.25007335,2.119999576,61186,1004748,caice_voc_g48,884,C16H30O2,71,254,1733,,
290,,blob154_g48_Geranylacetone_CAICE_vocstand_incomplete,,FALSE,0,38.83340857,2.879999424,60552,649953,caice_voc_g48,529,-,5,0,,,
291,,blob139_g48_Acetophenone_CAICE_vocstand_incomplete,,FALSE,0,28.83341057,2.259999548,58175,1130239,caice_voc_g48,952,-,3,0,1145,,
292,,blob318_g48_1-Hexadecanol,,FALSE,0,25.66674453,0.839999832,65046,410603,caice_voc_g48,668,C16H34O,172,242,,,
293,,"blob560_g48_Benzene, 1-(1-hydroxyheptyl)-3-[1-(tetrahydropyran-2-yloxy)heptyl]-",,FALSE,0,40.08340832,0.59999988,73823,253587,caice_voc_g48,486,C25H42O3,153,390,1779,,
294,,"blob283_g48_Cyclopropane, 1-heptyl-2-methyl-",,FALSE,0,42.33340787,3.619999276,57843,1086203,caice_voc_g48,905,C11H22,135,154,1532,,
295,,"blob490_g48_Benzene, (1-nitropropyl)-",,FALSE,0,47.16674023,1.859999628,60392,784535,caice_voc_g48,769,C9H11NO2,264,165,1694,,
296,,"blob255_g48_Undecane, 2-methyl-",,FALSE,0,30.08341032,0.739999852,66456,393456,caice_voc_g48,830,C12H26,250,170,1166,,
297,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,53.16673903,1.39999972,59780,1155331,caice_voc_g48,888,C20H40,58,280,1697,,
298,,blob378_g48_Dodecanal,,FALSE,0,36.25007575,2.039999592,57440,424604,caice_voc_g48,598,C12H24O,163,184,,,
302,,blob154_g48_Geranylacetone_CAICE_vocstand_incomplete,,FALSE,0,53.0000724,3.359999328,54021,1002613,caice_voc_g48,880,-,5,0,,,
303,,"blob123_g48_Cyclopentene, 1-ethenyl-3-methylene-",,FALSE,0,19.33341247,3.439999312,53685,1318594,caice_voc_g48,938,C8H10,49,106,922,,
311,,"blob310_g48_Decane, 2,5,9-trimethyl-",,FALSE,0,51.25007275,1.09999978,54350,2542009,caice_voc_g48,836,C13H28,159,184,1413,,
312,,blob150_g48_1-Octene,,FALSE,0,13.16674703,0.779999844,57468,336372,caice_voc_g48,892,C8H16,84,112,,,
318,,blob237_g48_o-Xylene,,FALSE,0,18.08341272,2.459999508,51941,624146,caice_voc_g48,882,C8H10,133,106,895,,
326,,"blob93_g48_1,1,1,3,5,5,7,7,7-Nonamethyl-3-(trimethylsiloxy)tetrasiloxane",,FALSE,0,32.25007655,0.519999896,68099,209175,caice_voc_g48,933,C12H36O4Si5,79,384,1234,,
329,,blob287_g48_o-Xylene,,FALSE,0,17.66674613,2.39999952,50598,514098,caice_voc_g48,855,C8H10,162,106,887,,
330,,"blob259_g48_9-Octadecene, (E)-",,FALSE,0,42.83340777,1.19999976,50608,733935,caice_voc_g48,744,C18H36,247,252,,,
331,,"blob563_g48_1,2,5-Oxadiazol-3-amine, 4-(phenylmethoxy)-",,FALSE,0,48.91673988,1.779999644,52767,870752,caice_voc_g48,623,C9H9N3O2,270,191,1773,,
333,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,37.5000755,0.919999816,50693,771829,caice_voc_g48,727,C21H44,208,296,,,
334,,blob284_g48_4-Methyl-1-heptyn-3-ol,,FALSE,0,31.5000767,2.239999552,52258,355366,caice_voc_g48,875,C8H14O,206,126,1214,,
336,,"blob34_g48_Hexasiloxane, tetradecamethyl-",,FALSE,0,38.08340872,0.559999888,60268,254751,caice_voc_g48,887,C14H42O5Si6,48,458,1400,,
338,,"blob431_g48_Decane, 2,5,6-trimethyl-",,FALSE,0,21.16674543,0.839999832,49235,590054,caice_voc_g48,840,C13H28,265,184,962,,
340,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,50.66673953,1.159999768,49310,891494,caice_voc_g48,838,C20H40,58,280,1697,,
346,,"blob155_g48_1,4-Methanoazulen-9-one, decahydro-1,5,5,8a-tetramethyl-, [1R-(1,3a,4,8a)]-",,FALSE,0,42.66674113,2.579999484,49388,497559,caice_voc_g48,908,C15H24O,78,220,1543,,
348,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,51.66673933,2.69999946,47120,1068133,caice_voc_g48,813,C20H40,58,280,1697,,
356,,blob503_g48_Cyclobutanol,,FALSE,0,1.916749283,4.979999004,48927,1140253,caice_voc_g48,443,C4H8O,181,72,1243,,
366,,"blob513_g48_Oxalic acid, allyl undecyl ester",,FALSE,0,43.0000744,2.159999568,46430,841531,caice_voc_g48,635,C16H28O4,199,284,,,
381,,blob192_g48_1-Iodo-2-methylundecane,,FALSE,0,51.91673928,1.139999772,46244,446833,caice_voc_g48,872,C12H25I,85,296,1724,,
386,,blob304_g48_Methyl glyoxal,,FALSE,0,19.08341252,3.179999364,43918,507253,caice_voc_g48,880,C3H4O2,119,72,916,,
392,,blob192_g48_1-Iodo-2-methylundecane,,FALSE,0,50.66673953,1.059999788,44094,440939,caice_voc_g48,821,C12H25I,85,296,1724,,
393,,"blob183_g48_Hexanal, 5-methyl-",,FALSE,0,20.58341222,2.219999556,43010,550128,caice_voc_g48,819,C7H14O,73,114,951,,
394,,"blob329_g48_Cyclopentasiloxane, decamethyl-",,FALSE,0,28.91674388,1.259999748,48098,518932,caice_voc_g48,824,C10H30O5Si5,335,370,1160,,
402,,blob192_g48_1-Iodo-2-methylundecane,,FALSE,0,50.83340617,1.079999784,41188,482319,caice_voc_g48,808,C12H25I,85,296,1724,,
403,,"blob452_g48_Heptadecane, 4-propyl-",,FALSE,0,25.58341122,0.959999808,44792,337202,caice_voc_g48,631,C20H42,180,282,,,
404,,"blob131_g48_3-Eicosene, (E)-",,FALSE,0,53.0000724,1.379999724,41263,811212,caice_voc_g48,740,C20H40,58,280,1697,,
405,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,43.0000744,1.359999728,42409,529841,caice_voc_g48,707,C12H24,86,168,,,
406,,"blob307_g48_Benzene, 1,2,3-trimethyl-",,FALSE,0,23.91674488,2.539999492,42083,365548,caice_voc_g48,835,C9H12,165,120,1024,,
409,,"blob30_g48_Octane, 2,2,6-trimethyl-",,FALSE,0,21.16674543,0.959999808,38418,672799,caice_voc_g48,847,C11H24,43,156,962,,
410,,"blob589_g48_1,2,5-Oxadiazol-3-amine, 4-(phenylmethoxy)-",,FALSE,0,43.58340762,1.759999648,40114,482227,caice_voc_g48,729,C9H9N3O2,267,191,1573,,
411,,"blob268_g48_3,5-Di-tert-butylbenzoic acid",,FALSE,0,53.0000724,1.159999768,37996,790974,caice_voc_g48,703,C15H22O2,95,234,,,
412,,blob610_g48_Isopropyl myristate,,FALSE,0,37.16674223,1.619999676,37596,1722097,caice_voc_g48,562,C17H34O2,285,270,,,
413,,"blob515_g48_1-Hexene, 3-methyl-6-phenyl-4-(1-phenylethoxy)-",,FALSE,0,45.58340722,4.439999112,37245,681511,caice_voc_g48,453,C21H26O,326,294,1631,,
414,,"blob447_g48_Heptane, 2,3,6-trimethyl-",,FALSE,0,19.08341252,0.659999868,44020,255426,caice_voc_g48,862,C10H22,354,142,916,,
416,,"blob465_g48_Oxalic acid, allyl hexadecyl ester",,FALSE,0,48.16674003,1.259999748,38008,916822,caice_voc_g48,776,C21H38O4,269,354,1733,,
418,,blob150_g48_1-Octene,,FALSE,0,20.000079,0.79999984,39541,276514,caice_voc_g48,656,C8H16,84,112,,,
420,,"blob268_g48_3,5-Di-tert-butylbenzoic acid",,FALSE,0,42.66674113,3.059999388,34605,703481,caice_voc_g48,280,C15H22O2,95,234,,,
421,,"blob85_g48_Cyclopropane, nonyl-",,FALSE,0,34.0000762,0.89999982,39046,384026,caice_voc_g48,733,C12H24,69,168,1298,,
422,,blob318_g48_1-Hexadecanol,,FALSE,0,23.16674503,0.739999852,37445,274270,caice_voc_g48,620,C16H34O,172,242,,,
424,,blob695_g48_Z-10-Pentadecen-1-ol,,FALSE,0,43.83340757,3.419999316,34938,470265,caice_voc_g48,430,C15H30O,296,226,1570,,
425,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,53.66673893,1.239999752,35716,1168047,caice_voc_g48,825,C19H40,62,268,1745,,
426,,"blob539_g48_4,6-di-tert-Butyl-m-cresol",,FALSE,0,43.5000743,4.879999024,33884,748922,caice_voc_g48,783,C15H24O,173,220,1570,,
427,,blob186_g48_4-Trifluoroacetoxyhexadecane,,FALSE,0,41.0000748,1.279999744,36227,309748,caice_voc_g48,710,C18H33F3O2,131,338,1581,,
428,,"blob632_g48_Octadecane, 6-methyl-",,FALSE,0,46.66674033,2.279999544,35062,293160,caice_voc_g48,458,C19H40,368,268,,,
429,,"blob563_g48_1,2,5-Oxadiazol-3-amine, 4-(phenylmethoxy)-",,FALSE,0,49.33340647,1.819999636,35110,441096,caice_voc_g48,775,C9H9N3O2,270,191,1773,,
430,,blob723_g48_1-Butanol,,FALSE,0,10.000081,3.059999388,32992,1630801,caice_voc_g48,849,C4H10O,302,74,,,
431,,"blob290_g48_Cyclobutanol, 2-ethyl-",,FALSE,0,15.66674653,2.339999532,33948,543592,caice_voc_g48,894,C6H12O,106,100,848,,
434,,"blob145_g48_2-Mercapto-4,6-dimethylnicotinonitrile, TBDMS derivative",,FALSE,0,17.5000795,0.479999904,39942,168376,caice_voc_g48,921,C14H22N2SSi,98,278,883,,
435,,"blob368_g48_Cyclopentane, 1,1'-(1,4-butandiyl)bis-",,FALSE,0,35.41674258,4.29999914,32313,388798,caice_voc_g48,416,C14H26,275,194,1456,,
437,,"blob310_g48_Decane, 2,5,9-trimethyl-",,FALSE,0,54.91673868,1.279999744,33230,781558,caice_voc_g48,829,C13H28,159,184,1413,,
439,,"blob194_g48_1,4-Undecadiene, (E)-",,FALSE,0,28.66674393,1.239999752,35830,195029,caice_voc_g48,886,C11H20,145,152,1140,,
440,,"blob172_g48_1,4-Dioxin, 2,3-dihydro-5,6-dimethyl-",,FALSE,0,15.83341317,3.09999938,30921,571737,caice_voc_g48,884,C6H10O2,55,114,850,,
441,,blob192_g48_1-Iodo-2-methylundecane,,FALSE,0,51.75007265,1.119999776,31290,471446,caice_voc_g48,846,C12H25I,85,296,1724,,
443,,blob318_g48_1-Hexadecanol,,FALSE,0,26.0000778,0.839999832,32606,553624,caice_voc_g48,680,C16H34O,172,242,,,
444,,"blob640_g48_Hydroxylamine, O-decyl-",,FALSE,0,55.58340522,1.419999716,32607,1272256,caice_voc_g48,772,C10H23NO,161,173,,,
445,,blob378_g48_Dodecanal,,FALSE,0,43.41674098,2.139999572,31440,321710,caice_voc_g48,834,C12H24O,163,184,,,
446,,"blob255_g48_Undecane, 2-methyl-",,FALSE,0,29.66674373,5.039998992,30596,749032,caice_voc_g48,591,C12H26,250,170,1166,,
448,,"blob397_g48_2-Undecanethiol, 2-methyl-",,FALSE,0,28.5000773,0.89999982,31313,385133,caice_voc_g48,781,C12H26S,166,202,1138,,
449,,"blob464_g48_Oxalic acid, butyl cyclohexylmethyl ester",,FALSE,0,37.66674213,1.219999756,34192,274205,caice_voc_g48,766,C13H22O4,225,242,,,
451,,"blob185_g48_1H-Tetrazole, 1-methyl-",,FALSE,0,15.91674648,4.239999152,30121,641576,caice_voc_g48,885,C2H4N4,64,84,852,,
452,,blob190_g48_trans-2-Undecen-1-ol,,FALSE,0,49.33340647,2.159999568,30824,934193,caice_voc_g48,887,C11H22O,110,170,1773,,
453,,blob610_g48_Isopropyl myristate,,FALSE,0,51.83340597,1.779999644,30742,809466,caice_voc_g48,755,C17H34O2,285,270,,,
454,,"blob380_g48_Oxirane, dodecyl-",,FALSE,0,46.41674038,2.159999568,30298,306624,caice_voc_g48,847,C14H28O,200,212,1669,,
455,,blob220_g48_1-Iodo-2-methylundecane,,FALSE,0,54.75007205,1.279999744,30362,516701,caice_voc_g48,866,C12H25I,109,296,1689,,
456,,blob220_g48_1-Iodo-2-methylundecane,,FALSE,0,52.41673918,1.119999776,28510,514288,caice_voc_g48,853,C12H25I,109,296,1689,,
458,,"blob320_g48_2,2-Dimethylpropionic acid, 4-methylpentyl ester",,FALSE,0,25.000078,0.959999808,29799,112796,caice_voc_g48,763,C11H22O2,338,186,1048,,
459,,"blob282_g48_Heptadecane, 2,6,10,14-tetramethyl-",,FALSE,0,39.5000751,4.19999916,26108,490667,caice_voc_g48,589,C21H44,208,296,,,
460,,"blob640_g48_Hydroxylamine, O-decyl-",,FALSE,0,20.91674548,0.879999824,27646,172265,caice_voc_g48,596,C10H23NO,161,173,,,
461,,"blob650_g48_Benzene, (1-methylundecyl)-",,FALSE,0,39.5000751,1.739999652,27742,239440,caice_voc_g48,372,C18H30,263,246,,,
463,,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,,FALSE,0,48.41673998,4.079999184,25322,682814,caice_voc_g48,837,-,8,0,1739,,
464,,"blob259_g48_9-Octadecene, (E)-",,FALSE,0,33.75007625,0.89999982,28679,215257,caice_voc_g48,728,C18H36,247,252,,,
465,,"blob310_g48_Decane, 2,5,9-trimethyl-",,FALSE,0,53.5000723,1.179999764,25702,256619,caice_voc_g48,848,C13H28,159,184,1413,,
466,benzothiazole,benzothiazole,,TRUE,0,34.83340937,0.739999852,172039,1890153,-,-1,-,-1,-1,,,
467,,"blob452_g48_Heptadecane, 4-propyl-",,FALSE,0,29.41674378,1.059999788,28567,240457,caice_voc_g48,681,C20H42,180,282,,,
468,,blob318_g48_1-Hexadecanol,,FALSE,0,49.83340637,1.379999724,26113,350986,caice_voc_g48,735,C16H34O,172,242,,,
469,,"blob151_g48_Heptasiloxane, hexadecamethyl-",,FALSE,0,43.16674103,0.559999888,31639,142134,caice_voc_g48,887,C16H48O6Si7,96,532,1559,,
470,,"blob545_g48_Carbonic acid, octyl phenyl ester",,FALSE,0,27.5000775,2.619999476,24551,219423,caice_voc_g48,821,C15H22O3,344,250,1111,,
471,,blob378_g48_Dodecanal,,FALSE,0,43.5000743,1.279999744,24121,386183,caice_voc_g48,756,C12H24O,163,184,,,
472,,blob150_g48_1-Octene,,FALSE,0,17.91674608,0.839999832,26494,101175,caice_voc_g48,766,C8H16,84,112,,,
473,,blob220_g48_1-Iodo-2-methylundecane,,FALSE,0,52.66673913,1.139999772,24690,909669,caice_voc_g48,843,C12H25I,109,296,1689,,
474,,blob150_g48_1-Octene,,FALSE,0,30.000077,0.919999816,27030,153875,caice_voc_g48,746,C8H16,84,112,,,
475,,"blob447_g48_Heptane, 2,3,6-trimethyl-",,FALSE,0,19.41674578,0.659999868,25334,814873,caice_voc_g48,529,C10H22,354,142,916,,
476,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,49.0000732,1.439999712,24967,352240,caice_voc_g48,722,C12H24,86,168,,,
477,,"blob208_g48_Cyclobutene, 2-propenylidene-",,FALSE,0,41.33340807,2.119999576,24719,194409,caice_voc_g48,682,C7H8,77,92,,,
478,,"blob77_g48_Tetrasiloxane, decamethyl-",,FALSE,0,25.58341122,0.4999999,29401,114232,caice_voc_g48,862,C10H30O3Si4,52,310,1064,,
479,,"blob297_g48_2-Undecene, (E)-",,FALSE,0,26.25007775,0.879999824,24666,225872,caice_voc_g48,746,C11H22,295,154,1092,,
480,,"blob632_g48_Octadecane, 6-methyl-",,FALSE,0,49.0000732,2.939999412,22914,576401,caice_voc_g48,425,C19H40,368,268,,,
481,,blob614_g48_4-(Prop-2-enoyloxy)octane,,FALSE,0,33.75007625,1.579999684,23791,176786,caice_voc_g48,679,C11H20O2,381,184,1268,,
482,,blob378_g48_Dodecanal,,FALSE,0,40.83340817,3.819999236,22761,348760,caice_voc_g48,378,C12H24O,163,184,,,
483,,blob20_g48_1-Decene,,FALSE,0,21.41674538,0.79999984,24050,164564,caice_voc_g48,662,C10H20,32,140,996,,
484,,"blob123_g48_Cyclopentene, 1-ethenyl-3-methylene-",,FALSE,0,19.25007915,3.69999926,21512,281924,caice_voc_g48,780,C8H10,49,106,922,,
485,,"blob676_g48_1-Decanol, 2-ethyl-",,FALSE,0,49.41673978,3.319999336,21118,470357,caice_voc_g48,540,C12H26O,323,186,1779,,
486,,"blob705_g48_Pentanoic acid, 10-undecenyl ester",,FALSE,0,46.08340712,1.419999716,21297,202816,caice_voc_g48,723,C16H30O2,363,254,1663,,
487,,"blob706_g48_Benzene, (1-nitropropyl)-",,FALSE,0,49.91673968,1.879999624,22531,356652,caice_voc_g48,765,C9H11NO2,303,165,1797,,
488,,"blob396_g48_3-Undecene, 9-methyl-, (Z)-",,FALSE,0,47.16674023,1.419999716,21000,347023,caice_voc_g48,748,C12H24,254,168,1691,,
489,,blob378_g48_Dodecanal,,FALSE,0,46.16674043,1.459999708,21647,191280,caice_voc_g48,718,C12H24O,163,184,,,
490,,"blob225_g48_Bicyclo[2.2.2]oct-7-en-2-one, 5-methylene-",,FALSE,0,26.5000777,2.139999572,22057,194298,caice_voc_g48,884,C9H10O,167,134,1086,,
491,,blob378_g48_Dodecanal,,FALSE,0,36.75007565,2.119999576,21238,302524,caice_voc_g48,796,C12H24O,163,184,,,
492,,"blob213_g48_N-(Trifluoroacetyl)-N,O,O',O''-tetrakis(trimethylsilyl)norepinephrine",,FALSE,0,46.16674043,0.579999884,24926,161401,caice_voc_g48,888,C22H42F3NO4Si4,157,553,1660,,
493,,"blob138_g48_2,4(1H,3H)-Pyrimidinedione, 3,6-dimethyl-",,FALSE,0,34.58340942,0.4999999,20044,177207,caice_voc_g48,873,C6H8N2O2,35,140,1295,,
494,,"blob155_g48_1,4-Methanoazulen-9-one, decahydro-1,5,5,8a-tetramethyl-, [1R-(1,3a,4,8a)]-",,FALSE,0,43.08340772,2.639999472,20602,495563,caice_voc_g48,425,C15H24O,78,220,1543,,
495,,"blob829_g48_Butane, 1-(1-methylpropoxy)-",,FALSE,0,21.25007875,1.339999732,19868,657015,caice_voc_g48,807,C8H18O,373,130,964,,
496,,"blob422_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,45.75007385,1.419999716,20957,270381,caice_voc_g48,781,C12H24,278,168,1643,,
497,,blob220_g48_1-Iodo-2-methylundecane,,FALSE,0,54.0000722,1.219999756,20209,912625,caice_voc_g48,843,C12H25I,109,296,1689,,
499,,blob199_g48_3-Amino-5-t-butylisoxazole,,FALSE,0,34.0000762,2.419999516,19342,169211,caice_voc_g48,881,C7H12N2O,117,140,1282,,
500,,blob427_g48_8-Heptadecene,,FALSE,0,46.83340697,1.319999736,19627,321462,caice_voc_g48,739,C17H34,227,238,1683,,
502,,"blob30_g48_Octane, 2,2,6-trimethyl-",,FALSE,0,20.5000789,0.679999864,20441,106530,caice_voc_g48,787,C11H24,43,156,962,,
503,,"blob447_g48_Heptane, 2,3,6-trimethyl-",,FALSE,0,19.91674568,0.659999868,21328,104579,caice_voc_g48,734,C10H22,354,142,916,,
504,,blob378_g48_Dodecanal,,FALSE,0,43.91674088,1.279999744,18309,178959,caice_voc_g48,721,C12H24O,163,184,,,
505,,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,,FALSE,0,32.83340977,1.219999756,17896,289549,caice_voc_g48,876,-,9,0,1250,,
506,,"blob339_g48_Hexane, 1-chloro-5-methyl-",,FALSE,0,41.5000747,1.639999672,19307,222272,caice_voc_g48,857,C7H15Cl,220,134,1505,,
507,,"blob370_g48_Z-1,6-Undecadiene",,FALSE,0,32.33340987,4.039999192,17923,219659,caice_voc_g48,613,C11H20,309,152,1241,,
508,,"blob442_g48_Octane, 2-methyl-",,FALSE,0,17.25007955,0.59999988,20438,155019,caice_voc_g48,667,C9H20,241,128,865,,
509,,blob186_g48_4-Trifluoroacetoxyhexadecane,,FALSE,0,51.58340602,1.29999974,18718,332348,caice_voc_g48,811,C18H33F3O2,131,338,1581,,
510,,"blob442_g48_Octane, 2-methyl-",,FALSE,0,16.58341302,0.639999872,20120,99522,caice_voc_g48,879,C9H20,241,128,865,,
511,,"blob244_g48_Cyclobutene, 2-propenylidene-",,FALSE,0,30.5000769,2.119999576,17722,160774,caice_voc_g48,882,C7H8,152,92,1187,,
512,,"blob370_g48_Z-1,6-Undecadiene",,FALSE,0,32.5000765,1.279999744,18640,103305,caice_voc_g48,910,C11H20,309,152,1241,,
515,,blob378_g48_Dodecanal,,FALSE,0,32.41674318,3.959999208,16863,149957,caice_voc_g48,591,C12H24O,163,184,,,
516,,"blob650_g48_Benzene, (1-methylundecyl)-",,FALSE,0,51.16673943,2.059999588,17686,283833,caice_voc_g48,806,C18H30,263,246,,,
517,,"blob263_g48_1,10-Dicyanodecane",,FALSE,0,33.58340962,3.29999934,16759,235445,caice_voc_g48,891,C12H20N2,151,192,1270,,
518,,"blob251_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,56.0000718,1.39999972,17312,420944,caice_voc_g48,811,C19H40,201,268,1706,,
519,,blob175_g48_4-Cyanocyclohexene,,FALSE,0,27.33341087,1.19999976,16539,325273,caice_voc_g48,886,C7H9N,53,107,1106,,
520,,"blob653_g48_Pentadecanoic acid, 14-methyl-, methyl ester",,FALSE,0,55.75007185,2.639999472,16712,834497,caice_voc_g48,738,C17H34O2,221,270,,,
