BlobID,Description,Compound Name,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library Name,Library Match Factor,Library Formula,Library ID,Library Molecular Weight,Library RI,Characteristic Ions,Characteristic Ions Response,LRI I
1,,C14,,TRUE,0,38.08340753,0.859999914,1707064,2.30E+07,-,-1,-,-1,-1,,,,1400
2,,"blob3_g48_Cyclopentasiloxane, decamethyl-",,FALSE,0,29.0000751,0.459999954,1439352,1.44E+07,caice_voc_g48,945,C10H30O5Si5,18,370,1149,,,1148.93617
3,,C12,,TRUE,0,31.0000749,0.759999924,1406925,1.20E+07,-,-1,-,-1,-1,,,,1200
4,,"blob6_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.58340908,0.419999958,1481045,1.26E+07,caice_voc_g48,930,C8H24O4Si4,21,296,985,,,992.7272727
5,,"blob6_g48_Cyclotetrasiloxane, octamethyl-",,FALSE,0,22.58340908,0.49999995,1410706,9291731,caice_voc_g48,950,C8H24O4Si4,21,296,985,,,992.7272727
6,,"blob8_g48_Furan, 2-[(2-ethoxy-3,4-dimethyl-2-cyclohexen-1-ylidene)methyl]-",,FALSE,0,47.16673995,3.29999967,1209886,2.09E+07,caice_voc_g48,968,C15H20O2,20,232,1694,,,1697.058824
7,,C16,,TRUE,0,44.41674023,0.919999908,1140538,9075381,-,-1,-,-1,-1,,,,1600
8,,"blob163_g48_Cyclopentane, 1-hexyl-3-methyl-",,FALSE,0,38.25007418,0.959999904,1062124,8849302,caice_voc_g48,731,C12H24,86,168,,,,1509.099728
9,,"blob7_g48_Cyclohexasiloxane, dodecamethyl-",,FALSE,0,35.3334078,0.459999954,994180,6074403,caice_voc_g48,497,C12H36O6Si6,23,444,1320,,,1420.002671
10,,"blob11_g48_Cyclotrisiloxane, hexamethyl-",,FALSE,0,14.75007653,0.559999944,897468,1.73E+07,caice_voc_g48,983,C6H18O3Si3,17,222,828,,,828.3333333
11,,"blob144_g48_Heptadecane, 2,6-dimethyl-",,FALSE,0,37.16674095,0.79999992,917034,8038215,caice_voc_g48,728,C19H40,62,268,1745,,,1750.010017
12,,blob5_g48_2-Decen-1-ol,,FALSE,0,29.25007508,2.059999794,817473,1.21E+07,caice_voc_g48,972,C10H20O,19,156,1157,,,1155.319149
13,,"blob18_g48_Hexadecen-1-ol, trans-9-",,FALSE,0,44.6667402,1.059999894,843045,8436848,caice_voc_g48,952,C16H32O,27,240,1609,,,1608.823529
14,,blob567_g48_1-Iodo-2-methylundecane,,FALSE,0,36.50007435,0.779999922,849700,9477823,caice_voc_g48,727,C12H25I,232,296,,,,1630.007346
15,,"blob15_g48_Pentadecane, 5-methyl-",,FALSE,0,42.91674038,0.879999912,829380,9496564,caice_voc_g48,969,C16H34,22,226,1554,,,1551.351351
16,,blob318_g48_1-Hexadecanol,,FALSE,0,38.0000742,0.979999902,811505,5286312,caice_voc_g48,745,C16H34O,172,242,,,,1899.555196
17,,blob16_g48_1-Dodecene,,FALSE,0,30.91674158,0.879999912,771908,5476528,caice_voc_g48,954,C12H24,29,168,1198,,,1197.87234
